cycle,chamber,district,person_id,candidate,incumbent,district_context,candidate_cmo_total_oof,candidate_cmo_total_district_grouped,candidate_cmo_resource_adjusted_oof,raw_overperformance_x,robust_positive
2010,house,32,ALPERSON-BARBARA-BIGSBY-BOYD,BARBARA BIGSBY BOYD,1,mixed_or_demographics_missing,40.16708706446988,40.13846980174392,40.40404749947337,58.64210959123486,True
2018,senate,6,ALPERSON-JOHNNY-MACK-MORROW,Johnny Mack Morrow,0,majority_white_lower_college,31.14717422709608,31.53066346960719,30.740636755323703,22.64704129788395,True
2010,senate,1,ALPERSON-TAMMY-L-IRONS,TAMMY L. IRONS,0,mixed_or_demographics_missing,27.9658213674507,29.659527600852385,27.78899878473907,29.4583153350915,True
2010,senate,22,ALPERSON-MARC-KEAHEY,MARC KEAHEY,0,mixed_or_demographics_missing,27.95594433082924,30.36135016635783,27.93268700508652,30.160137900596943,True
2010,house,39,ALPERSON-RICHARD-LINDSEY,RICHARD LINDSEY,1,mixed_or_demographics_missing,26.22110331323432,25.76454447179726,26.306753432228497,44.800150573811,True
2018,house,48,ALPERSON-ALLI-SUMMERFORD,Alli Summerford,0,majority_white_higher_college,24.098850085602905,16.363391139117546,23.342694647831166,-11.80655846780864,True
2010,house,61,ALPERSON-ALAN-HARPER,ALAN HARPER,1,mixed_or_demographics_missing,24.05857612987002,23.03092802776714,24.22889055754416,42.6179008955082,True
2018,senate,26,ALPERSON-DAVID-COACH-BURKETTE,"David ""Coach"" Burkette",1,majority_nonwhite,23.543047828356347,32.81024563332868,30.598045240745098,31.38149594763321,False
2010,house,8,ALPERSON-DRAMA-BRELAND,DRAMA BRELAND,0,mixed_or_demographics_missing,22.719643209401934,22.07692578873316,22.33436357712407,24.677273125155548,True
2018,house,46,ALPERSON-FELICIA-STEWART,Felicia Stewart,0,majority_white_higher_college,22.34478427253325,18.37933602113633,23.60849364091604,-17.401208356426412,True
2010,house,24,ALPERSON-NATHANIEL-LEDBETTER,NATHANIEL LEDBETTER,0,mixed_or_demographics_missing,22.120996946160894,21.83195473263969,21.87045762325245,15.61688419745104,True
2010,house,26,ALPERSON-RANDALL-WHITE,RANDALL WHITE,0,mixed_or_demographics_missing,21.631200749515003,20.93783862088501,21.325162919604583,23.74295073406173,True
2010,house,98,ALPERSON-NAPOLEON-BRACY-JR,"NAPOLEON BRACY, JR.",0,mixed_or_demographics_missing,20.69524874961392,19.82922645969845,20.40366867760467,22.63433857287517,True
2018,house,32,ALPERSON-BARBARA-BIGSBY-BOYD,Barbara Bigsby Boyd,1,majority_nonwhite,18.54155804427397,18.165556915899657,14.767917933123163,53.30317677410069,True
2010,senate,11,ALPERSON-JERRY-L-FIELDING,JERRY L. FIELDING,0,mixed_or_demographics_missing,18.21601389364433,16.227239196840173,17.746847585251448,19.97754119951059,True
2010,senate,28,ALPERSON-BILLY-BEASLEY,BILLY BEASLEY,0,mixed_or_demographics_missing,17.174310704986432,18.0898630489595,17.058323390994328,18.920854237456087,True
2010,house,27,ALPERSON-JEFF-MCLAUGHLIN,JEFF McLAUGHLIN,1,mixed_or_demographics_missing,16.835914301678343,18.354363049848928,17.264309482772138,37.68365728960914,True
2010,senate,33,ALPERSON-VIVIAN-DAVIS-FIGURES,VIVIAN DAVIS FIGURES,1,mixed_or_demographics_missing,16.744298484529196,15.607700468639,17.076964532939613,33.76688937104305,True
2010,house,12,ALPERSON-JAMES-C-FIELDS-JR,"JAMES C. FIELDS, JR.",1,mixed_or_demographics_missing,15.60316659430908,14.760250279979104,15.68881671330326,34.18221385488577,True
2010,senate,13,ALPERSON-GREG-VARNER,GREG VARNER,0,mixed_or_demographics_missing,15.46300589679028,15.991713616521498,15.257268291992151,17.564064044542874,True
2018,house,20,ALPERSON-LINDA-MEIGS,Linda Meigs,0,majority_white_higher_college,15.120380750211098,16.355363668231487,9.664009994806792,-0.551163753564083,True
2022,senate,2,ALPERSON-KIM-CAUDLE-LEWIS,Kim Caudle Lewis,0,mixed_or_demographics_missing,15.04537943600424,14.322399154351604,15.7793945510443,3.758011520996371,True
2022,house,32,ALPERSON-BARBARA-BIGSBY-BOYD,Barbara Bigsby Boyd,1,majority_nonwhite,14.758347766172662,15.14521802464509,14.15206358519373,56.29096767261287,True
2018,house,83,ALPERSON-JEREMY-MR-EYG-GRAY,"Jeremy ""Mr. Eyg"" Gray",0,majority_nonwhite,14.498765114422364,12.927431567812402,12.00664739182398,16.995309685073266,True
2010,senate,6,ALPERSON-ROGER-BEDFORD-JR,"ROGER BEDFORD, JR.",1,mixed_or_demographics_missing,13.354907306998715,14.378768249680329,13.66342417791283,32.34089904335375,True
2010,senate,7,ALPERSON-JEFF-ENFINGER,JEFF ENFINGER,0,mixed_or_demographics_missing,13.001550723768778,10.699589913657912,12.81479485694125,5.744232384391459,True
2010,house,1,ALPERSON-GREG-BURDINE,GREG BURDINE,0,mixed_or_demographics_missing,12.799671611603568,15.572085569514424,12.490430413339054,16.944585753828523,True
2022,house,10,ALPERSON-MARILYN-LANDS,Marilyn Lands,0,mixed_or_demographics_missing,12.761417245174748,11.497380536875548,13.703837658728904,10.213522619938823,True
2018,house,45,ALPERSON-JENN-GRAY,Jenn Gray,0,mixed_or_demographics_missing,12.188487339675138,12.131797541003376,11.6555860330391,-2.848788953139792,True
2010,senate,12,ALPERSON-WALLACE-WYATT-JR,"WALLACE WYATT, JR.",0,mixed_or_demographics_missing,12.112139701905845,9.233316939566414,11.818027290985148,6.173049685155874,True
