person_id,candidate,election_cycle,legiscan_people_id,bill_id,bill_number,session_year,session_name,amendment_id,date,chamber,title,description,adopted,issue,attributed_name,attribution_method,attribution_confidence,activity_timing,url,state_link,bill_url,bill_title,bill_description,subject_names
ALPERSON-NAPOLEON-BRACY-JR,Napoleon Bracy Jr.,2010,12542,978417,HB334,2017,Regular Session 2017,50016,2017-04-11,H,House Bracy Amendment Offered,House Bracy Amendment Offered,0,criminal_justice,Bracy,reviewed_identity_surname_in_amendment_title,high,post_election,https://legiscan.com/AL/amendment/HB334/id/50016,http://alisondb.legislature.state.al.us/ALISON/SearchableInstruments/2017RS/PrintFiles/185120-1.pdf,https://legiscan.com/AL/bill/HB334/2017,"Statement of economic interest, personal information of law enforcement officers included on form exempt from public disclosure, Secs. 36-25-14, 41-13-7 am'd.","Statement of economic interest, personal information of law enforcement officers included on form exempt from public disclosure, Secs. 36-25-14, 41-13-7 am'd.",Law Enforcement Officers
ALPERSON-NAPOLEON-BRACY-JR,Napoleon Bracy Jr.,2010,12542,1047154,SB50,2018,Regular Session 2018,61675,2018-02-27,H,House Bracy Amendment Offered,House Bracy Amendment Offered,0,criminal_justice,Bracy,reviewed_identity_surname_in_amendment_title,high,post_election,https://legiscan.com/AL/amendment/SB50/id/61675,http://alisondb.legislature.state.al.us/ALISON/SearchableInstruments/2018RS/PrintFiles/192381-1.pdf,https://legiscan.com/AL/bill/SB50/2018,"Vessels, Alabama State Law Enforcement Agency, procedure for seizure and disposal of abandoned and derelict vessels, Alabama Abandoned and Derelict Vessel Fund, created, crimes and offenses, crime of refusing or failing to remove a derelict vessel from waters of this state, created","Vessels, Alabama State Law Enforcement Agency, procedure for seizure and disposal of abandoned and derelict vessels, Alabama Abandoned and Derelict Vessel Fund, created, crimes and offenses, crime of refusing or failing to remove a derelict vessel from waters of this state, created",Vessels
ALPERSON-NAPOLEON-BRACY-JR,Napoleon Bracy Jr.,2010,12542,1250323,HB380,2019,Regular Session 2019,76059,2019-05-09,H,House Bracy Amendment Offered,House Bracy Amendment Offered,0,criminal_justice,Bracy,reviewed_identity_surname_in_amendment_title,high,post_election,https://legiscan.com/AL/amendment/HB380/id/76059,http://alisondb.legislature.state.al.us/ALISON/SearchableInstruments/2019RS/PrintFiles/201065-1.pdf,https://legiscan.com/AL/bill/HB380/2019,"Pardons and Paroles Board, Governor, appointment of bd. members, nominations, appointment of Director of Pardons and Paroles, responsibilities, criteria for board to determine consideration for parole, procedures for deviations, AG to reveiw, Secs. 15-22-20, 15-22-21, 15-22-26, 15-22-28, 15-22-36, 15-22-37 am'd.","Pardons and Paroles Board, Governor, appointment of bd. members, nominations, appointment of Director of Pardons and Paroles, responsibilities, criteria for board to determine consideration for parole, procedures for deviations, AG to reveiw, Secs. 15-22-20, 15-22-21, 15-22-26, 15-22-28, 15-22-36, 15-22-37 am'd.",Corrections Department
ALPERSON-NAPOLEON-BRACY-JR,Napoleon Bracy Jr.,2010,12542,1241693,HB209,2019,Regular Session 2019,76367,2019-05-15,H,House Bracy Amendment Offered,House Bracy Amendment Offered,0,unclassified,Bracy,reviewed_identity_surname_in_amendment_title,high,post_election,https://legiscan.com/AL/amendment/HB209/id/76367,http://alisondb.legislature.state.al.us/ALISON/SearchableInstruments/2019RS/PrintFiles/199587-8.pdf,https://legiscan.com/AL/bill/HB209/2019,"Education, school resource officers, qualifications further provided for, Sec. 16-1-44.1 am'd.","Education, school resource officers, qualifications further provided for, Sec. 16-1-44.1 am'd.",Education
ALPERSON-NAPOLEON-BRACY-JR,Napoleon Bracy Jr.,2010,12542,1242473,SB154,2019,Regular Session 2019,77240,2019-05-29,H,House Bracy 1st Amendment Offered,House Bracy 1st Amendment Offered,0,infrastructure_energy,Bracy,reviewed_identity_surname_in_amendment_title,high,post_election,https://legiscan.com/AL/amendment/SB154/id/77240,http://alisondb.legislature.state.al.us/ALISON/SearchableInstruments/2019RS/PrintFiles/202241-1.pdf,https://legiscan.com/AL/bill/SB154/2019,"Toll roads and bridges, Toll Road, Bridge and Tunnel Authority, state and local tax exemptions further provided, Secs. 23-2-142, 23-2-153 am'd.","Toll roads and bridges, Toll Road, Bridge and Tunnel Authority, state and local tax exemptions further provided, Secs. 23-2-142, 23-2-153 am'd.",Toll Roads and Bridges
ALPERSON-NAPOLEON-BRACY-JR,Napoleon Bracy Jr.,2010,12542,1242473,SB154,2019,Regular Session 2019,77240,2019-05-29,H,House Bracy 1st Amendment Offered,House Bracy 1st Amendment Offered,0,taxes_budget,Bracy,reviewed_identity_surname_in_amendment_title,high,post_election,https://legiscan.com/AL/amendment/SB154/id/77240,http://alisondb.legislature.state.al.us/ALISON/SearchableInstruments/2019RS/PrintFiles/202241-1.pdf,https://legiscan.com/AL/bill/SB154/2019,"Toll roads and bridges, Toll Road, Bridge and Tunnel Authority, state and local tax exemptions further provided, Secs. 23-2-142, 23-2-153 am'd.","Toll roads and bridges, Toll Road, Bridge and Tunnel Authority, state and local tax exemptions further provided, Secs. 23-2-142, 23-2-153 am'd.",Toll Roads and Bridges
ALPERSON-NAPOLEON-BRACY-JR,Napoleon Bracy Jr.,2010,12542,1242473,SB154,2019,Regular Session 2019,77241,2019-05-29,H,House Bracy 2nd Amendment Offered,House Bracy 2nd Amendment Offered,0,infrastructure_energy,Bracy,reviewed_identity_surname_in_amendment_title,high,post_election,https://legiscan.com/AL/amendment/SB154/id/77241,http://alisondb.legislature.state.al.us/ALISON/SearchableInstruments/2019RS/PrintFiles/202252-1.pdf,https://legiscan.com/AL/bill/SB154/2019,"Toll roads and bridges, Toll Road, Bridge and Tunnel Authority, state and local tax exemptions further provided, Secs. 23-2-142, 23-2-153 am'd.","Toll roads and bridges, Toll Road, Bridge and Tunnel Authority, state and local tax exemptions further provided, Secs. 23-2-142, 23-2-153 am'd.",Toll Roads and Bridges
ALPERSON-NAPOLEON-BRACY-JR,Napoleon Bracy Jr.,2010,12542,1242473,SB154,2019,Regular Session 2019,77241,2019-05-29,H,House Bracy 2nd Amendment Offered,House Bracy 2nd Amendment Offered,0,taxes_budget,Bracy,reviewed_identity_surname_in_amendment_title,high,post_election,https://legiscan.com/AL/amendment/SB154/id/77241,http://alisondb.legislature.state.al.us/ALISON/SearchableInstruments/2019RS/PrintFiles/202252-1.pdf,https://legiscan.com/AL/bill/SB154/2019,"Toll roads and bridges, Toll Road, Bridge and Tunnel Authority, state and local tax exemptions further provided, Secs. 23-2-142, 23-2-153 am'd.","Toll roads and bridges, Toll Road, Bridge and Tunnel Authority, state and local tax exemptions further provided, Secs. 23-2-142, 23-2-153 am'd.",Toll Roads and Bridges
ALPERSON-NAPOLEON-BRACY-JR,Napoleon Bracy Jr.,2010,12542,1384172,HB80,2021,Regular Session 2021,88714,2021-02-09,H,House Bracy Amendment Offered,House Bracy Amendment Offered,0,criminal_justice,Bracy,reviewed_identity_surname_in_amendment_title,high,post_election,https://legiscan.com/AL/amendment/HB80/id/88714,http://alisondb.legislature.state.al.us/ALISON/SearchableInstruments/2021RS/PrintFiles/210002-1.pdf,https://legiscan.com/AL/bill/HB80/2021,"Revenue Dept., law enforcement officers, subsistence pay, Sec. 36-21-2 am'd.","Revenue Dept., law enforcement officers, subsistence pay, Sec. 36-21-2 am'd.",Revenue Department
ALPERSON-NAPOLEON-BRACY-JR,Napoleon Bracy Jr.,2010,12542,1384172,HB80,2021,Regular Session 2021,88714,2021-02-09,H,House Bracy Amendment Offered,House Bracy Amendment Offered,0,taxes_budget,Bracy,reviewed_identity_surname_in_amendment_title,high,post_election,https://legiscan.com/AL/amendment/HB80/id/88714,http://alisondb.legislature.state.al.us/ALISON/SearchableInstruments/2021RS/PrintFiles/210002-1.pdf,https://legiscan.com/AL/bill/HB80/2021,"Revenue Dept., law enforcement officers, subsistence pay, Sec. 36-21-2 am'd.","Revenue Dept., law enforcement officers, subsistence pay, Sec. 36-21-2 am'd.",Revenue Department
ALPERSON-NAPOLEON-BRACY-JR,Napoleon Bracy Jr.,2010,12542,1489969,HB573,2021,Regular Session 2021,105030,2021-04-13,H,House Bracy Amendment Offered,House Bracy Amendment Offered,0,unclassified,Bracy,reviewed_identity_surname_in_amendment_title,high,post_election,https://legiscan.com/AL/amendment/HB573/id/105030,http://alisondb.legislature.state.al.us/ALISON/SearchableInstruments/2021RS/PrintFiles/213198-1.pdf,https://legiscan.com/AL/bill/HB573/2021,"State parks and histroical sites, bonding authority of the Alabama State Parks Enhancement Authority, improvement and maintenance of state parks historical sites under Ala. Historical Commission, Sec. 40-23-35 am'd.","State parks and histroical sites, bonding authority of the Alabama State Parks Enhancement Authority, improvement and maintenance of state parks historical sites under Ala. Historical Commission, Sec. 40-23-35 am'd.",State Parks
ALPERSON-NAPOLEON-BRACY-JR,Napoleon Bracy Jr.,2010,12542,1463981,SB267,2021,Regular Session 2021,113266,2021-05-17,H,House Bracy Amendment Offered,House Bracy Amendment Offered,0,unclassified,Bracy,reviewed_identity_surname_in_amendment_title,high,post_election,https://legiscan.com/AL/amendment/SB267/id/113266,http://alisondb.legislature.state.al.us/ALISON/SearchableInstruments/2021RS/PrintFiles/214285-1.pdf,https://legiscan.com/AL/bill/SB267/2021,"Vaccine passports, prohibited, entities prohibited from requiring an individual to receive an immunization as a condition for receiving government benefits or services","Vaccine passports, prohibited, entities prohibited from requiring an individual to receive an immunization as a condition for receiving government benefits or services",Immunizations
ALPERSON-NAPOLEON-BRACY-JR,Napoleon Bracy Jr.,2010,12542,1426957,SB71,2021,Regular Session 2021,115898,2021-05-17,H,House Bracy Amendment Offered,House Bracy Amendment Offered,0,unclassified,Bracy,reviewed_identity_surname_in_amendment_title,high,post_election,https://legiscan.com/AL/amendment/SB71/id/115898,http://alisondb.legislature.state.al.us/ALISON/SearchableInstruments/2021RS/PrintFiles/214285-1.pdf,https://legiscan.com/AL/bill/SB71/2021,"ALEA, felony drug trafficking wiretapping, interception of wire, oral, or electronic communications, Attorney General to authorize to apply for court order for intercept and to apply for intercept orders, disclosure of recorded communications, penalties for violations, Secs. 20-2A-1 to 20-2A-15, inclusive, added; Sec. 15-5-40 am'd","ALEA, felony drug trafficking wiretapping, interception of wire, oral, or electronic communications, Attorney General to authorize to apply for court order for intercept and to apply for intercept orders, disclosure of recorded communications, penalties for violations, Secs. 20-2A-1 to 20-2A-15, inclusive, added; Sec. 15-5-40 am'd",Wiretapping
ALPERSON-NAPOLEON-BRACY-JR,Napoleon Bracy Jr.,2010,12542,1561746,HB153,2022,Regular Session 2022,125584,2022-02-02,H,House Bracy Amendment Offered,House Bracy Amendment Offered,0,public_education,Bracy,reviewed_identity_surname_in_amendment_title,high,post_election,https://legiscan.com/AL/amendment/HB153/id/125584,http://alisondb.legislature.state.al.us/ALISON/SearchableInstruments/2022RS/PrintFiles/217045-1.pdf,https://legiscan.com/AL/bill/HB153/2022,"University of West Alabama, board of trustees authorized to conduct certain meetings by video or telephone conference, Sec. 16-53-4 am'd.","University of West Alabama, board of trustees authorized to conduct certain meetings by video or telephone conference, Sec. 16-53-4 am'd.",University of West Alabama
ALPERSON-NATHANIEL-LEDBETTER,Nathaniel Ledbetter,2010,17595,1055340,SB149,2018,Regular Session 2018,61640,2018-03-20,H,House Ledbetter Amendment Offered,House Ledbetter Amendment Offered,0,infrastructure_energy,Ledbetter,reviewed_identity_surname_in_amendment_title,high,post_election,https://legiscan.com/AL/amendment/SB149/id/61640,http://alisondb.legislature.state.al.us/ALISON/SearchableInstruments/2018RS/PrintFiles/193336-1.pdf,https://legiscan.com/AL/bill/SB149/2018,"Broadband internet access in rural areas, Economic and Community Affairs Dept., grant program, Fund and Legislative Oversight Committees, created, Ala. Broadband Accessibility Act","Broadband internet access in rural areas, Economic and Community Affairs Dept., grant program, Fund and Legislative Oversight Committees, created, Ala. Broadband Accessibility Act",Broadband
ALPERSON-NATHANIEL-LEDBETTER,Nathaniel Ledbetter,2010,17595,1055340,SB149,2018,Regular Session 2018,61640,2018-03-20,H,House Ledbetter Amendment Offered,House Ledbetter Amendment Offered,0,rural_hunting,Ledbetter,reviewed_identity_surname_in_amendment_title,high,post_election,https://legiscan.com/AL/amendment/SB149/id/61640,http://alisondb.legislature.state.al.us/ALISON/SearchableInstruments/2018RS/PrintFiles/193336-1.pdf,https://legiscan.com/AL/bill/SB149/2018,"Broadband internet access in rural areas, Economic and Community Affairs Dept., grant program, Fund and Legislative Oversight Committees, created, Ala. Broadband Accessibility Act","Broadband internet access in rural areas, Economic and Community Affairs Dept., grant program, Fund and Legislative Oversight Committees, created, Ala. Broadband Accessibility Act",Broadband
ALPERSON-NATHANIEL-LEDBETTER,Nathaniel Ledbetter,2010,17595,1430080,HB220,2021,Regular Session 2021,92025,2021-02-25,H,House Ledbetter Amendment Offered,House Ledbetter Amendment Offered,0,unclassified,Ledbetter,reviewed_identity_surname_in_amendment_title,high,post_election,https://legiscan.com/AL/amendment/HB220/id/92025,http://alisondb.legislature.state.al.us/ALISON/SearchableInstruments/2021RS/PrintFiles/210537-1.pdf,https://legiscan.com/AL/bill/HB220/2021,"Education Dept., state property, Dept. of Edu., has authority to manange the construction and renovation of property that is part of a state educational institution, in lieu of St. Finance Dept., Secs. 16-1-2.2, 41-4-353, 41-4-400 am'd.","Education Dept., state property, Dept. of Edu., has authority to manange the construction and renovation of property that is part of a state educational institution, in lieu of St. Finance Dept., Secs. 16-1-2.2, 41-4-353, 41-4-400 am'd.",Education Department
ALPERSON-NATHANIEL-LEDBETTER,Nathaniel Ledbetter,2010,17595,1434296,SB153,2021,Regular Session 2021,112592,2021-02-25,H,House Ledbetter Amendment Offered,House Ledbetter Amendment Offered,0,criminal_justice,Ledbetter,reviewed_identity_surname_in_amendment_title,high,post_election,https://legiscan.com/AL/amendment/SB153/id/112592,http://alisondb.legislature.state.al.us/ALISON/SearchableInstruments/2021RS/PrintFiles/210537-1.pdf,https://legiscan.com/AL/bill/SB153/2021,"Expungement, to expand the expungement of criminal records to include convictions of certain misdemeanor offenses, traffic violations, municipal ordinances, and felony offenses, to increase the filing fee for expungements, Secs. 15-27-1, 15-27-2, 15-27-4, 15-27-5, 15-27-7 to 15-27-10, inclusive, 15-27-19 am'd.","Expungement, to expand the expungement of criminal records to include convictions of certain misdemeanor offenses, traffic violations, municipal ordinances, and felony offenses, to increase the filing fee for expungements, Secs. 15-27-1, 15-27-2, 15-27-4, 15-27-5, 15-27-7 to 15-27-10, inclusive, 15-27-19 am'd.",Expungement
ALPERSON-NATHANIEL-LEDBETTER,Nathaniel Ledbetter,2010,17595,1436152,HB305,2021,Regular Session 2021,114109,2021-02-25,H,House Ledbetter Amendment Offered,House Ledbetter Amendment Offered,0,unclassified,Ledbetter,reviewed_identity_surname_in_amendment_title,high,post_election,https://legiscan.com/AL/amendment/HB305/id/114109,http://alisondb.legislature.state.al.us/ALISON/SearchableInstruments/2021RS/PrintFiles/210537-1.pdf,https://legiscan.com/AL/bill/HB305/2021,"Drug paraphernalia, penalties for delivering or selling drug paraphernalia under certain circumstances, Sec. 13A-12-260 am'd.","Drug paraphernalia, penalties for delivering or selling drug paraphernalia under certain circumstances, Sec. 13A-12-260 am'd.",Drugs
ALPERSON-NATHANIEL-LEDBETTER,Nathaniel Ledbetter,2010,17595,1430312,HB224,2021,Regular Session 2021,100587,2021-03-30,H,House Ledbetter first Substitute Offered,House Ledbetter first Substitute Offered,0,healthcare_medicaid,Ledbetter,reviewed_identity_surname_in_amendment_title,high,post_election,https://legiscan.com/AL/amendment/HB224/id/100587,http://alisondb.legislature.state.al.us/ALISON/SearchableInstruments/2021RS/PrintFiles/210100-3.pdf,https://legiscan.com/AL/bill/HB224/2021,"Health, minors end-of-life care, doctors required to obtain consent of parent or legal guardian of minor prior to entering ""do not attempt resuscitation order"" order, Sec. 22-8A-18 added.","Health, minors end-of-life care, doctors required to obtain consent of parent or legal guardian of minor prior to entering ""do not attempt resuscitation order"" order, Sec. 22-8A-18 added.",Health Care; Health
ALPERSON-NATHANIEL-LEDBETTER,Nathaniel Ledbetter,2010,17595,1446074,SJR23,2021,Regular Session 2021,116599,2021-03-30,H,House Ledbetter first Substitute Offered,House Ledbetter first Substitute Offered,0,unclassified,Ledbetter,reviewed_identity_surname_in_amendment_title,high,post_election,https://legiscan.com/AL/amendment/SJR23/id/116599,http://alisondb.legislature.state.al.us/ALISON/SearchableInstruments/2021RS/PrintFiles/210100-3.pdf,https://legiscan.com/AL/bill/SJR23/2021,"National Prostate Cancer Awareness Month, September, recognized","National Prostate Cancer Awareness Month, September, recognized","Resolutions, Congratulatory"
ALPERSON-NATHANIEL-LEDBETTER,Nathaniel Ledbetter,2010,17595,1447527,SB227,2021,Regular Session 2021,109504,2021-04-29,H,House Ledbetter Amendment Offered,House Ledbetter Amendment Offered,0,unclassified,Ledbetter,reviewed_identity_surname_in_amendment_title,high,post_election,https://legiscan.com/AL/amendment/SB227/id/109504,http://alisondb.legislature.state.al.us/ALISON/SearchableInstruments/2021RS/PrintFiles/213853-1.pdf,https://legiscan.com/AL/bill/SB227/2021,"Pharmacy benefits managers, practices relating to patient steering, price discrimination, fiduciary duty to client, price disclosure, etc. regulated, Dept of Insurance, duties and authorities revised, Act 2019-457, 2019 Reg. Sess., sections amended and renumbered; Secs. 27-45A-8 to 27-45A-12, inclusive, added; Secs. 10A-20-6.16, 27-21A-23, 27-45A-3, 27-45A-4, 27-45A-5, 27-45A-6, 27-45A-7 am'd.","Pharmacy benefits managers, practices relating to patient steering, price discrimination, fiduciary duty to client, price disclosure, etc. regulated, Dept of Insurance, duties and authorities revised, Act 2019-457, 2019 Reg. Sess., sections amended and renumbered; Secs. 27-45A-8 to 27-45A-12, inclusive, added; Secs. 10A-20-6.16, 27-21A-23, 27-45A-3, 27-45A-4, 27-45A-5, 27-45A-6, 27-45A-7 am'd.",Pharmacies and Pharmacists
ALPERSON-VIVIAN-DAVIS-FIGURES,Vivian Davis Figures,2010,3490,960838,SB190,2017,Regular Session 2017,52712,2017-04-06,S,Senate Figures Amendment Offered,Senate Figures Amendment Offered,0,unclassified,Figures,reviewed_identity_surname_in_amendment_title,high,post_election,https://legiscan.com/AL/amendment/SB190/id/52712,http://alisondb.legislature.state.al.us/ALISON/SearchableInstruments/2017RS/PrintFiles/183749-1.pdf,https://legiscan.com/AL/bill/SB190/2017,"Elections, notification of absentee voter of defective and uncounted ballot, Sec. 17-11-10 am'd.","Elections, notification of absentee voter of defective and uncounted ballot, Sec. 17-11-10 am'd.",Absentee Ballots
ALPERSON-VIVIAN-DAVIS-FIGURES,Vivian Davis Figures,2010,3490,992445,SB301,2017,Regular Session 2017,49103,2017-04-13,S,Senate Figures Amendment Offered,Senate Figures Amendment Offered,0,unclassified,Figures,reviewed_identity_surname_in_amendment_title,high,post_election,https://legiscan.com/AL/amendment/SB301/id/49103,http://alisondb.legislature.state.al.us/ALISON/SearchableInstruments/2017RS/PrintFiles/184854-2.pdf,https://legiscan.com/AL/bill/SB301/2017,"Sex offenders, notification, registration, requirements to establish residence, crimes of sexting, sexual extortion, assault with bodily fluids, directing a child to engage in sex act, and distribution of a private image created, Secs. 13A-6-122, 15-20A-4, 15-20A-5, 15-20A-7, 15-20A-8, 15-20A-10 to 15-20A-16, inclusive, 15-20A-18, 15-20A-21, 15-20A-23 to 15-20A-28, inclusive, 15-20A-31, 15-20A-32, 15-20A-34, 15-20A-37, 15-20A-42, 15-20A-43 am'd.","Sex offenders, notification, registration, requirements to establish residence, crimes of sexting, sexual extortion, assault with bodily fluids, directing a child to engage in sex act, and distribution of a private image created, Secs. 13A-6-122, 15-20A-4, 15-20A-5, 15-20A-7, 15-20A-8, 15-20A-10 to 15-20A-16, inclusive, 15-20A-18, 15-20A-21, 15-20A-23 to 15-20A-28, inclusive, 15-20A-31, 15-20A-32, 15-20A-34, 15-20A-37, 15-20A-42, 15-20A-43 am'd.",Sex Offenders
ALPERSON-VIVIAN-DAVIS-FIGURES,Vivian Davis Figures,2010,3490,890472,HB24,2017,Regular Session 2017,49016,2017-04-18,S,Senate Figures Amendment Offered,Senate Figures Amendment Offered,0,unclassified,Figures,reviewed_identity_surname_in_amendment_title,high,post_election,https://legiscan.com/AL/amendment/HB24/id/49016,http://alisondb.legislature.state.al.us/ALISON/SearchableInstruments/2017RS/PrintFiles/185505-1.pdf,https://legiscan.com/AL/bill/HB24/2017,"Child Placing Agency Inclusion Act, state prohibited from discriminating against child care service providers based on religious beliefs, civil remedies","Child Placing Agency Inclusion Act, state prohibited from discriminating against child care service providers based on religious beliefs, civil remedies",Child Care Service Providers
