candidate_issues,session_year,chamber,bill_number,bill_id,roll_call_id,vote_date,vote_description,title,legiscan_subjects,primary_sponsor,sponsor_party,sponsor_district,yea,nay,dem_yea_share,rep_yea_share,party_gap,focal_candidates_voting,focal_candidate_votes,bill_url,bill_state_link,anchor_priority_score,reviewed_issue,substantive_final_passage,yea_policy_direction,ideological_valence,summary_sufficient_for_coding,human_confidence,human_review_note
healthcare_medicaid,2015,house,HB12,790231,476199,2015-09-10,Motion to Read a Third Time and Pass,"Nursing homes, beds, privilege tax assessment, supplement for fiscal years 2016 and 2017, contigent on minimum general fund appropriations to Medicaid, Sec. 40-26B-21 am'd.",Taxation,Steve Clouse,R,HD-093,53,41,0.0,0.7910447761194029,0.7910447761194029,9,Barbara Bigsby Boyd: Nay | Alan Harper: Yea | Richard Lindsey: Nay | Johnny Mack Morrow: Nay | Craig Ford: Nay | Napoleon Bracy Jr.: Nay | Nathaniel Ledbetter: Yea | Barbara A. Drummond: Nay | Anthony Daniels: Nay,https://legiscan.com/AL/bill/HB12/2015/X2,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB12,11.51044776119403,,,,,,,
healthcare_medicaid,2017,house,HB96,947461,618976,2017-03-16,Motion to Read a Third Time and Pass,"Suicide, Assisted Suicide Ban Act, established, person or health care provider prohibited from deliberately providing aid in dying under certain conditions, civil and criminal penalties",Health,Mack Butler,R,HD-030,55,11,0.0,1.0,1.0,3,Alan Harper: Yea | Napoleon Bracy Jr.: Nay | Nathaniel Ledbetter: Yea,https://legiscan.com/AL/bill/HB96/2017,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=HB96&WIN_TYPE=SELECTED_STATUS,11.2,,,,,,,
healthcare_medicaid,2017,house,HB95,947158,619669,2017-03-16,Motion to Read a Third Time and Pass,"Health care providers, authorized to decline to perform services that violate their consciences, exceptions, Health Care Rights of Conscience Act",Health Care Providers,Arnold Mooney,R,HD-043,63,11,0.0,1.0,1.0,3,Alan Harper: Yea | Napoleon Bracy Jr.: Nay | Nathaniel Ledbetter: Yea,https://legiscan.com/AL/bill/HB95/2017,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=HB95&WIN_TYPE=SELECTED_STATUS,11.2,,,,,,,
immigration,2017,house,HB100,948715,583992,2017-02-14,Motion to Read a Third Time and Pass,"Americans First Act, clarifying status of institutions of higher education as agencies of state under Beason-Hammon Alabama Taxpayer and Citizen Protection Act and required to comply with all immigration laws or be subject to forfeiture of certain funds, Sec. 31-13-5.1 added",Immigration Law,Phil Williams,R,HD-006,72,28,0.0,1.0,1.0,7,Barbara Bigsby Boyd: Nay | Alan Harper: Yea | Johnny Mack Morrow: Nay | Napoleon Bracy Jr.: Nay | Nathaniel Ledbetter: Yea | Barbara A. Drummond: Nay | Anthony Daniels: Nay,https://legiscan.com/AL/bill/HB100/2017,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=HB100&WIN_TYPE=SELECTED_STATUS,12.8,,,,,,,
immigration,2012,house,HB658,420081,187211,2012-04-19,Motion to Read a Third Time and Pass,"Immigration law, provision barring unlawfully present alien from attending postsecondary school clarified, lawsuits for failure to enforce laws, procedures revised, documentation for lawful presence, military identification authorized, voter registration provisions modified, certain lawful presence verification for certain subsequent issuance and renewals of certain licenses, procedures and penalties for employing unauthorized alien, penalties for certain lawsuits relating to employment practices, Secs. 31-13-3, 31-13-5, 31-13-6, 31-13-8, 31-13-9, 31-13-13, 31-13-19, 31-13-20, 31-13-23, 31-13-26, 31-13-28, 31-13-29, 32-6-9, 32-6-10.1 am'd; Act 2011-535, 2011 Reg. Sess., am'd",Immigration Law,Mike Hubbard,R,HD-079,64,34,0.0303030303030303,0.9692307692307692,0.938927738927739,6,Barbara Bigsby Boyd: Nay | Alan Harper: Yea | Richard Lindsey: Nay | Johnny Mack Morrow: Nay | Craig Ford: Nay | Napoleon Bracy Jr.: Nay,https://legiscan.com/AL/bill/HB658/2012,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB658,11.78927738927739,,,,,,,
immigration,2025,house,HB7,1886217,1551123,2025-04-17,HBIR: Passed by House of Origin,"Illegal immigration; procedures for arrest, detention, transportation of illegal aliens provided for; reporting requirements established",Criminal Procedure,Ernie Yarbrough,R,HD-007,74,21,0.0,1.0,1.0,3,Barbara Bigsby Boyd: Nay | Nathaniel Ledbetter: Yea | Barbara A. Drummond: Nay,https://legiscan.com/AL/bill/HB7/2025,https://alison.legislature.state.al.us/bill-search,11.2,,,,,,,
immigration,2011,senate,HB56,291800,77113,2011-05-05,Motion to Read a Third Time and Pass,"Illegal immigrants, presence, employment, and benefits regulated, concealing, or protecting illegal aliens, prohibited, verification of legal status, penalties, Alabama Department of Homeland Security to establish E-Verify employer agent service, citizenship status of students required, eligibility and requirements for voter registration, certain business transactions prohibited, Beason-Hammon Alabama Taxpayer and Citizen Protection Act, Sec. 32-6-9 am'd. (2011-21101)",Citizenship,Dan Williams,R,HD-005,23,11,0.0909090909090909,0.9545454545454546,0.8636363636363636,5,Tammy Irons: Nay | Billy Beasley: Nay | Marc Keahey: Yea | Vivian Davis Figures: Nay | Jerry Fielding: Nay,https://legiscan.com/AL/bill/HB56/2011,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB56,10.636363636363637,,,,,,,
immigration,2025,senate,SB53,1956012,1488930,2025-02-13,SBIR: Passed by House of Origin,"Crimes and offenses, crimes of concealing an illegal alien and human smuggling established, process for determining if a detainee is an illegal alien established",Crimes & Offenses,Wes Kitchens,R,SD-009,24,7,0.0,1.0,1.0,1,Vivian Davis Figures: Nay,https://legiscan.com/AL/bill/SB53/2025,https://alison.legislature.state.al.us/bill-search,10.4,,,,,,,
infrastructure,2025,house,HB7,1886217,1551123,2025-04-17,HBIR: Passed by House of Origin,"Illegal immigration; procedures for arrest, detention, transportation of illegal aliens provided for; reporting requirements established",Criminal Procedure,Ernie Yarbrough,R,HD-007,74,21,0.0,1.0,1.0,3,Barbara Bigsby Boyd: Nay | Nathaniel Ledbetter: Yea | Barbara A. Drummond: Nay,https://legiscan.com/AL/bill/HB7/2025,https://alison.legislature.state.al.us/bill-search,11.2,,,,,,,
infrastructure,2016,house,SB175,842908,538859,2016-04-27,Motion to Read a Third Time and Pass,"Competitive bids, public works Transportation Department and other agencies, increase the bid guarantee if Dept. of Transportation is awarding authority, Secs. 23-1-2, 39-2-4 am'd.",Competitive Bids,Gerald Allen,R,SD-021,71,19,0.3846153846153846,0.953125,0.5685096153846154,9,Barbara Bigsby Boyd: Nay | Alan Harper: Yea | Richard Lindsey: Yea | Johnny Mack Morrow: Nay | Craig Ford: Yea | Napoleon Bracy Jr.: Nay | Nathaniel Ledbetter: Yea | Barbara A. Drummond: Yea | Anthony Daniels: Yea,https://legiscan.com/AL/bill/SB175/2016,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SB175,9.285096153846155,,,,,,,
infrastructure,2017,house,SB82,948400,644761,2017-05-16,Motion to Read a Third Time and Pass,"Homicide, crime of homicide by vehicle or vessel, created, penalties, Marshall James Walton Highway Safety Act",Crimes and Offenses,Trip Pittman,R,SD-032,77,19,0.3703703703703703,0.9710144927536232,0.6006441223832528,8,Barbara Bigsby Boyd: Yea | Alan Harper: Yea | Richard Lindsey: Yea | Craig Ford: Yea | Napoleon Bracy Jr.: Nay | Nathaniel Ledbetter: Yea | Barbara A. Drummond: Yea | Anthony Daniels: Nay,https://legiscan.com/AL/bill/SB82/2017,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=SB82&WIN_TYPE=SELECTED_STATUS,9.206441223832527,,,,,,,
infrastructure,2016,house,SB92,835181,538769,2016-04-27,Motion to Read a Third Time and Pass,"Transportation Department, contracts, public to private firms, construction and maintenance of road and public improvement projects, Sec. 23-1-40 am'd.",Transportation Department,Arthur Orr,R,SD-003,58,35,0.24,0.7647058823529411,0.5247058823529411,8,Alan Harper: Yea | Richard Lindsey: Yea | Johnny Mack Morrow: Nay | Craig Ford: Yea | Napoleon Bracy Jr.: Nay | Nathaniel Ledbetter: Yea | Barbara A. Drummond: Nay | Anthony Daniels: Nay,https://legiscan.com/AL/bill/SB92/2016,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SB92,8.44705882352941,,,,,,,
infrastructure,2017,house,HB214,960888,604266,2017-03-15,Motion to Read a Third Time and Pass,"Motor vehicles, accidents, when no apparent physical injury, driver authorized to move motor vehicle from roadway, Department of Transportation employees authorized to assist in moving disabled vehicle, immunity, Sec. 32-10-1 am'd.",Motor Vehicles,Phillip Pettus,R,HD-001,86,12,0.5555555555555556,1.0,0.4444444444444444,9,Barbara Bigsby Boyd: Nay | Alan Harper: Yea | Richard Lindsey: Yea | Johnny Mack Morrow: Yea | Craig Ford: Yea | Napoleon Bracy Jr.: Nay | Nathaniel Ledbetter: Yea | Barbara A. Drummond: Nay | Anthony Daniels: Nay,https://legiscan.com/AL/bill/HB214/2017,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=HB214&WIN_TYPE=SELECTED_STATUS,8.044444444444444,,,,,,,
labor_unions,2016,house,HB174,842861,498436,2016-02-16,Motion to Read a Third Time and Pass,"Employment, Alabama Uniform Minimum Wage and Right to Work Act, prohibit local governmental entities from requiring minimum wage or other benefits",Employment,David Faulkner,R,HD-046,71,31,0.03125,1.0,0.96875,9,Barbara Bigsby Boyd: Nay | Alan Harper: Yea | Richard Lindsey: Nay | Johnny Mack Morrow: Nay | Craig Ford: Nay | Napoleon Bracy Jr.: Nay | Nathaniel Ledbetter: Yea | Barbara A. Drummond: Nay | Anthony Daniels: Nay,https://legiscan.com/AL/bill/HB174/2016,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB174,13.2875,,,,,,,
labor_unions,2012,senate,SB2,415652,174486,2012-03-19,Motion to Read a Third Time and Pass,"Elections, public employees, payroll deductions, state and local governmental agencies, including school boards, prohibited from arranging for payments by payroll deduction to political action committees or dues for membership organizations that use funds for political activities, Sec. 17-17-5 am'd. (2010-21197)",Campaign Contributions,Greg Reed,R,SD-005,22,12,0.0,1.0,1.0,5,Tammy Irons: Nay | Billy Beasley: Nay | Marc Keahey: Nay | Vivian Davis Figures: Nay | Jerry Fielding: Nay,https://legiscan.com/AL/bill/SB2/2010/X1,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SB2,12.0,,,,,,,
labor_unions,2016,house,HB37,833379,495002,2016-02-11,Motion to Read a Third Time and Pass,"Right to work public, policy declared, membership in or payment of dues to labor union may not be required for employment, const. amend.",Constitutional Amendments,Arnold Mooney,R,HD-043,60,24,0.0,0.967741935483871,0.967741935483871,5,Barbara Bigsby Boyd: Nay | Alan Harper: Yea | Napoleon Bracy Jr.: Nay | Nathaniel Ledbetter: Yea | Barbara A. Drummond: Nay,https://legiscan.com/AL/bill/HB37/2016,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB37,11.67741935483871,,,,,,,
labor_unions,2013,senate,SB41,447859,242777,2013-03-07,Motion to Read a Third Time and Pass,"Right to work, policy declared, cause of action declared, const. amend.",Constitutional Amendments,Gerald Dial,R,SD-013,21,10,0.0909090909090909,1.0,0.9090909090909092,5,Tammy Irons: Nay | Billy Beasley: Nay | Marc Keahey: Nay | Vivian Davis Figures: Nay | Jerry Fielding: Yea,https://legiscan.com/AL/bill/SB41/2013,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SB41,11.090909090909092,,,,,,,
labor_unions,2016,senate,HB37,833379,520654,2016-03-17,Motion to Read a Third Time and Pass,"Right to work public, policy declared, membership in or payment of dues to labor union may not be required for employment, const. amend.",Constitutional Amendments,Arnold Mooney,R,HD-043,25,9,0.0,0.96,0.96,2,Billy Beasley: Nay | Vivian Davis Figures: Nay,https://legiscan.com/AL/bill/HB37/2016,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB37,10.4,,,,,,,
public_education,2017,house,HB100,948715,583992,2017-02-14,Motion to Read a Third Time and Pass,"Americans First Act, clarifying status of institutions of higher education as agencies of state under Beason-Hammon Alabama Taxpayer and Citizen Protection Act and required to comply with all immigration laws or be subject to forfeiture of certain funds, Sec. 31-13-5.1 added",Immigration Law,Phil Williams,R,HD-006,72,28,0.0,1.0,1.0,7,Barbara Bigsby Boyd: Nay | Alan Harper: Yea | Johnny Mack Morrow: Nay | Napoleon Bracy Jr.: Nay | Nathaniel Ledbetter: Yea | Barbara A. Drummond: Nay | Anthony Daniels: Nay,https://legiscan.com/AL/bill/HB100/2017,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=HB100&WIN_TYPE=SELECTED_STATUS,12.8,,,,,,,
public_education,2018,house,SB159,1057149,717771,2018-03-06,Motion to Read a Third Time and Pass,"Public schools, professional educators' associations granted same level of access to employees of public schools",Education,Shay Shelnutt,R,SD-017,52,37,0.0,0.896551724137931,0.896551724137931,8,Barbara Bigsby Boyd: Nay | Richard Lindsey: Nay | Johnny Mack Morrow: Nay | Craig Ford: Nay | Napoleon Bracy Jr.: Nay | Nathaniel Ledbetter: Yea | Barbara A. Drummond: Nay | Anthony Daniels: Nay,https://legiscan.com/AL/bill/SB159/2018,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=SB159&WIN_TYPE=SELECTED_STATUS,12.165517241379309,,,,,,,
public_education,2018,house,HB490,1101910,725596,2018-03-06,Motion to Read a Third Time and Pass,"Interpreters and Transliterators, members of public, with prior written approval of local bd of ed., provide services to public school students in emergency and incidental situations, Sec. 34-16-7 am'd.","Interpreters and Transliterators, Licensure Board for",Connie Rowe,R,HD-013,52,37,0.0,0.896551724137931,0.896551724137931,8,Barbara Bigsby Boyd: Nay | Richard Lindsey: Nay | Johnny Mack Morrow: Nay | Craig Ford: Nay | Napoleon Bracy Jr.: Nay | Nathaniel Ledbetter: Yea | Barbara A. Drummond: Nay | Anthony Daniels: Nay,https://legiscan.com/AL/bill/HB490/2018,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=HB490&WIN_TYPE=SELECTED_STATUS,12.165517241379309,,,,,,,
public_education,2011,senate,SB419,300106,85995,2011-05-24,Motion to Read a Third Time and Pass,"Public Education Employees' Health Insurance Plan (PEEHIP), employees retiring after December 31, 2011, subject to sliding scale premium calculation based on years of service and difference between age of employee at retirement and Medicare entitlement age, limit on employer contribution based on other health insurance of spouse, false information basis for disqualification of coverage, employer contribution for non-Medicare retiree not to exceed contribution for active employee, Secs. 16-25A-1, 16-25A-8.1, 16-25A-17.1, 16-25A-20, 16-25A-22 am'd. (2011-20825)",Public Education Employees' Health Insurance Program,Del Marsh,R,SD-012,21,12,0.0,1.0,1.0,5,Tammy Irons: Nay | Billy Beasley: Nay | Marc Keahey: Nay | Vivian Davis Figures: Nay | Jerry Fielding: Nay,https://legiscan.com/AL/bill/SB419/2011,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SB419,12.0,,,,,,,
public_education,2011,senate,HB57,292017,91541,2011-03-10,Motion to Read a Third Time and Pass,"Education Trust Fund, appropriations in education budget act capped, Budget Stabilization Fund, Capital Fund, established, transfer of certain funds to Education Trust Fund Rainy Day Account, transfer of funds from Budget Stabilization Fund under certain conditions, Education Trust Fund Rolling Reserve Act, Sec. 40-1-32.1 repealed",Education Trust Fund,Richard Baughn,R,HD-014,23,10,0.0,1.0,1.0,5,Tammy Irons: Nay | Billy Beasley: Nay | Marc Keahey: Nay | Vivian Davis Figures: Nay | Jerry Fielding: Nay,https://legiscan.com/AL/bill/HB57/2011,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB57,12.0,,,,,,,
school_choice,2015,house,SB45,738810,412791,2015-03-18,Motion to Read a Third Time and Pass,"Charter schools, public charter schools authorized, Alabama Public Charter School Commission created, application, accountability, operation, funding, School Choice and Student Opportunity Act",Education,Del Marsh,R,SD-012,58,41,0.0,0.8405797101449275,0.8405797101449275,8,Barbara Bigsby Boyd: Nay | Alan Harper: Yea | Richard Lindsey: Nay | Johnny Mack Morrow: Nay | Craig Ford: Nay | Napoleon Bracy Jr.: Nay | Barbara A. Drummond: Nay | Anthony Daniels: Nay,https://legiscan.com/AL/bill/SB45/2015,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SB45,11.605797101449276,,,,,,,
school_choice,2013,house,HB84,472705,231467,2013-02-14,Motion to Read a Third Time and Pass,"Schools, Accountability Act of 2013, State Board of Education and local boards, procedures for exemption of public schools from state rules, tax credits for families with students in failing schools to attend another public or private school and for scholarship donations",Education,Chad Fincher,R,HD-102,65,37,0.0833333333333333,0.9393939393939394,0.8560606060606061,6,Barbara Bigsby Boyd: Nay | Alan Harper: Yea | Richard Lindsey: Nay | Johnny Mack Morrow: Nay | Craig Ford: Nay | Napoleon Bracy Jr.: Nay,https://legiscan.com/AL/bill/HB84/2013,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB84,10.960606060606061,,,,,,,
school_choice,2015,senate,SB45,738810,408281,2015-03-10,Motion to Read a Third Time and Pass,"Charter schools, public charter schools authorized, Alabama Public Charter School Commission created, application, accountability, operation, funding, School Choice and Student Opportunity Act",Education,Del Marsh,R,SD-012,22,12,0.0,0.88,0.88,2,Billy Beasley: Nay | Vivian Davis Figures: Nay,https://legiscan.com/AL/bill/SB45/2015,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SB45,9.600000000000001,,,,,,,
school_choice,2012,senate,SB513,420674,191844,2012-05-02,Motion to Read a Third Time and Pass,"Education Options Act; provides for establishment of innovative schools and school systems via flexibility contracts with State Department of Education, authorizes establishment of public charter schools as part of public education system",Education Options Act,Bill Holtzclaw,R,SD-002,23,12,0.1666666666666666,0.9090909090909092,0.7424242424242424,5,Tammy Irons: Nay | Billy Beasley: Nay | Marc Keahey: Nay | Vivian Davis Figures: Nay | Jerry Fielding: Yea,https://legiscan.com/AL/bill/SB513/2012,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SB513,9.424242424242424,,,,,,,
school_choice,2023,house,HB363,1757850,1323541,2023-05-11,Read a Third Time and Pass as Amended,"Relating to the Alabama School Choice and Student Opportunity Act; to amend Sections 16-6F-5, 16-6F-6, and 16-6F-10, Code of Alabama 1975, to change the appointment process for the Alabama Public Charter School Commission; to authorize the commission to hire staff; to require commissioners to receive annual training; to provide additional guidelines for the authorizing and application review process; to provide further for the operational and categorical funding of public charter schools in their first year of operation; and to clarify the per pupil federal, state, and local funding of conversion public charter schools during their first year of operation.",Alabama School Choice and Student Opportunity Act,Terri Collins,R,HD-008,76,25,0.1851851851851851,0.9594594594594594,0.7742742742742743,5,Barbara Bigsby Boyd: Nay | Napoleon Bracy Jr.: Nay | Nathaniel Ledbetter: Yea | Barbara A. Drummond: Nay | Anthony Daniels: Nay,https://legiscan.com/AL/bill/HB363/2023,https://alison.legislature.state.al.us/bill-search,9.242742742742744,,,,,,,
social_services,2017,house,HB24,890472,619068,2017-03-16,Motion to Read a Third Time and Pass,"Child Placing Agency Inclusion Act, state prohibited from discriminating against child care service providers based on religious beliefs, civil remedies",Child Care Service Providers,Rich Wingo,R,HD-062,60,14,0.0666666666666666,1.0,0.9333333333333332,6,Alan Harper: Yea | Richard Lindsey: Yea | Napoleon Bracy Jr.: Nay | Nathaniel Ledbetter: Yea | Barbara A. Drummond: Nay | Anthony Daniels: Nay,https://legiscan.com/AL/bill/HB24/2017,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=HB24&WIN_TYPE=SELECTED_STATUS,11.733333333333333,,,,,,,
social_services,2014,house,SB115,588022,350895,2014-04-02,Motion to Read a Third Time and Pass,"Temporary Assistance for Needy Families (TANF), applicants for required to apply for at least three positions of unsubsidized employment, ineligibility under certain conditions, Secs.38-4-2, 38-4-4, 38-11A-2 am'd.",Public Assistance,Arthur Orr,R,SD-003,70,33,0.1351351351351351,0.9848484848484848,0.8497133497133498,6,Barbara Bigsby Boyd: Nay | Alan Harper: Yea | Richard Lindsey: Nay | Johnny Mack Morrow: Yea | Craig Ford: Nay | Napoleon Bracy Jr.: Nay,https://legiscan.com/AL/bill/SB115/2014,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SB115,10.897133497133497,,,,,,,
social_services,2017,senate,HB24,890472,626637,2017-04-18,Motion to Read a Third Time and Pass,"Child Placing Agency Inclusion Act, state prohibited from discriminating against child care service providers based on religious beliefs, civil remedies",Child Care Service Providers,Rich Wingo,R,HD-062,23,9,0.0,0.9583333333333334,0.9583333333333334,2,Billy Beasley: Nay | Vivian Davis Figures: Nay,https://legiscan.com/AL/bill/HB24/2017,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=HB24&WIN_TYPE=SELECTED_STATUS,10.383333333333335,,,,,,,
social_services,2014,senate,SB115,588022,330408,2014-02-27,Motion to Read a Third Time and Pass,"Temporary Assistance for Needy Families (TANF), applicants for required to apply for at least three positions of unsubsidized employment, ineligibility under certain conditions, Secs.38-4-2, 38-4-4, 38-11A-2 am'd.",Public Assistance,Arthur Orr,R,SD-003,25,6,0.4,1.0,0.6,4,Tammy Irons: Yea | Billy Beasley: Yea | Vivian Davis Figures: Nay | Jerry Fielding: Yea,https://legiscan.com/AL/bill/SB115/2014,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SB115,7.6,,,,,,,
social_services,2026,senate,SB57,2073132,1652062,2026-03-03,SBIR: Passed by House of Origin,"Public assistance; Department of Human Resources required to request waiver to prohibit the purchase of soda and candy with SNAP benefits, implementation of prohibition provided for",Health,Arthur Orr,R,SD-003,23,2,0.3333333333333333,1.0,0.6666666666666667,1,Vivian Davis Figures: Yea,https://legiscan.com/AL/bill/SB57/2026,https://alison.legislature.state.al.us/bill-search,7.066666666666668,,,,,,,
taxes_revenue,2015,house,SB24,788529,473436,2015-08-11,Motion to Read a Third Time and Pass,"Taxation, sales and lodging, certificate of exemption required, report to Revenue Department required",Taxation,Trip Pittman,R,SD-032,48,22,0.0434782608695652,1.0,0.9565217391304348,8,Barbara Bigsby Boyd: Nay | Alan Harper: Yea | Richard Lindsey: Nay | Craig Ford: Nay | Napoleon Bracy Jr.: Nay | Nathaniel Ledbetter: Yea | Barbara A. Drummond: Nay | Anthony Daniels: Nay,https://legiscan.com/AL/bill/SB24/2015/X1,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SB24,12.765217391304347,,,,,,,
taxes_revenue,2026,house,HB360,2101659,1642545,2026-02-24,HBIR: Passed by House of Origin,2nd Amendment Sales Tax Holiday created; to exempt certain items from sales tax during the last weekend of August,Taxation & Revenue,Chris Sells,R,HD-090,73,27,0.0,1.0,1.0,5,Barbara Bigsby Boyd: Nay | Napoleon Bracy Jr.: Nay | Nathaniel Ledbetter: Yea | Barbara A. Drummond: Nay | Anthony Daniels: Nay,https://legiscan.com/AL/bill/HB360/2026,https://alison.legislature.state.al.us/bill-search,12.0,,,,,,,
taxes_revenue,2012,house,HB140,387773,188686,2012-04-24,Motion to Read a Third Time and Pass,"Income tax credit for qualifying projects or new or expanding businesses creating new jobs, tax credits claimed authorized to be carried over up to four tax years, Sec. 40-18-194 am'd.",Taxation,William Roberts,R,HD-013,68,30,0.09375,0.9848484848484848,0.8910984848484849,6,Barbara Bigsby Boyd: Nay | Alan Harper: Yea | Richard Lindsey: Nay | Johnny Mack Morrow: Nay | Craig Ford: Nay | Napoleon Bracy Jr.: Nay,https://legiscan.com/AL/bill/HB140/2012,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB140,11.310984848484848,,,,,,,
taxes_revenue,2015,house,HB20,790222,476213,2015-09-10,Motion to Read a Third Time and Pass,"Sales tax, exemption for certain motor vehicles, motorcycles, trucks, and semi-trailers exported or removed from this state, eliminated under certain conditions, Sec. 40-23-2 am'd.",Taxation,Ken Johnson,R,HD-007,58,39,0.0666666666666666,0.835820895522388,0.7691542288557214,9,Barbara Bigsby Boyd: Nay | Alan Harper: Yea | Richard Lindsey: Nay | Johnny Mack Morrow: Nay | Craig Ford: Nay | Napoleon Bracy Jr.: Nay | Nathaniel Ledbetter: Yea | Barbara A. Drummond: Nay | Anthony Daniels: Nay,https://legiscan.com/AL/bill/HB20/2015/X2,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB20,11.291542288557213,,,,,,,
taxes_revenue,2013,house,HB658,548059,274177,2013-04-30,Motion to Read a Third Time and Pass,"Schools, Accountability Act of 2013 amended, definition of failing school, school flexibility contracts, and calculation of tax credits for parents of children assigned to or enrolled in failing school, further provided for, revises tax credit for corporate donors to scholarship program, retoactive, Act 2013-64, 2013 Reg. Sess., am'd.",Education,Jim Carns,R,HD-048,62,40,0.0285714285714285,0.9104477611940298,0.8818763326226012,6,Barbara Bigsby Boyd: Nay | Alan Harper: Yea | Richard Lindsey: Nay | Johnny Mack Morrow: Nay | Craig Ford: Nay | Napoleon Bracy Jr.: Nay,https://legiscan.com/AL/bill/HB658/2013,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB658,11.218763326226012,,,,,,,
