person_id,candidate,election_cycle,candidate_chamber,candidate_district,legiscan_people_id,bill_id,bill_number,session_year,session_name,sponsorship_role,sponsor_order,same_role_sponsor_count,priority_weight,activity_date,issue,subject_names,title,description,status,status_date,activity_timing,url,state_link
ALPERSON-ALAN-HARPER,Alan Harper,2010,house,61,3381,96241,HB1,2010,Regular Session 2010,joint_sponsor,0,49,0.02040816326530612,2010-01-12,taxes_budget,Constitutional Amendments,"State income tax, federal deduction limited for individual taxpayers, state sales tax on food removed, Amendment 225 (Section 211.04, Recompiled Constitution of Alabama of 1901, as amended), repealed, const. amend.","State income tax, federal deduction limited for individual taxpayers, state sales tax on food removed, Amendment 225 (Section 211.04, Recompiled Constitution of Alabama of 1901, as amended), repealed, const. amend.",1,2010-01-12,pre_or_during_election,https://legiscan.com/AL/bill/HB1/2010,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB1
ALPERSON-ALAN-HARPER,Alan Harper,2010,house,61,3381,416031,HB14,2010,First Special Session 2010,joint_sponsor,0,13,0.07692307692307693,2010-12-10,unclassified,Elections,"Elections, campaign funds, candidate seeking election to a statewide office, campaign funds raised and expended, limited","Elections, campaign funds, candidate seeking election to a statewide office, campaign funds raised and expended, limited",1,2010-12-10,post_election,https://legiscan.com/AL/bill/HB14/2010/X1,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB14
ALPERSON-ALAN-HARPER,Alan Harper,2010,house,61,3381,96398,HB158,2010,Regular Session 2010,joint_sponsor,0,2,0.5,2010-01-12,health_social_services,Senior Services Department,"Senior Services Department, United We Ride Commission, established to provide transportation for individuals with disabilities, the elderly, and individuals with low incomes, members, terms, duties, annual report to Governor","Senior Services Department, United We Ride Commission, established to provide transportation for individuals with disabilities, the elderly, and individuals with low incomes, members, terms, duties, annual report to Governor",1,2010-01-12,pre_or_during_election,https://legiscan.com/AL/bill/HB158/2010,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB158
ALPERSON-ALAN-HARPER,Alan Harper,2010,house,61,3381,96419,HB179,2010,Regular Session 2010,joint_sponsor,0,3,0.3333333333333333,2010-01-12,unclassified,Motor Vehicles,"Motor vehicles, new and used vehicles clarified, titles, fees for certain records further provided for, exemption from titling of vehicles authorized, inspections, alternative method of lien release authorized when lienholder no longer in business, Secs. 32-8-2, 32-8-6, 32-8-31, 32-8-32, 32-8-36, 32-8-64 am'd.","Motor vehicles, new and used vehicles clarified, titles, fees for certain records further provided for, exemption from titling of vehicles authorized, inspections, alternative method of lien release authorized when lienholder no longer in business, Secs. 32-8-2, 32-8-6, 32-8-31, 32-8-32, 32-8-36, 32-8-64 am'd.",4,2010-04-13,pre_or_during_election,https://legiscan.com/AL/bill/HB179/2010,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB179
ALPERSON-ALAN-HARPER,Alan Harper,2010,house,61,3381,96420,HB180,2010,Regular Session 2010,joint_sponsor,0,3,0.3333333333333333,2010-01-12,unclassified,"Water, Sewer, and Fire Protection Authorities","Water and sewer services, municipal corporation boards of directors, and municipal and county boards of directors of water, sewer, and fire protection authorities, compensation increased, Prichard excepted, Secs. 11-50-15, 11-50-313, 11-88-6 am'd.","Water and sewer services, municipal corporation boards of directors, and municipal and county boards of directors of water, sewer, and fire protection authorities, compensation increased, Prichard excepted, Secs. 11-50-15, 11-50-313, 11-88-6 am'd.",4,2010-04-13,pre_or_during_election,https://legiscan.com/AL/bill/HB180/2010,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB180
ALPERSON-ALAN-HARPER,Alan Harper,2010,house,61,3381,96503,HB263,2010,Regular Session 2010,joint_sponsor,0,11,0.09090909090909091,2010-01-14,criminal_justice,Crimes and Offenses,"Driving or operating a vehicle as defined (including vessels) under the influence of alcohol or drugs, criminal negligent homicide or assault in the first degree amended to include, Secs. 13A-6-4, 13A-6-20 am'd.","Driving or operating a vehicle as defined (including vessels) under the influence of alcohol or drugs, criminal negligent homicide or assault in the first degree amended to include, Secs. 13A-6-4, 13A-6-20 am'd.",1,2010-01-14,pre_or_during_election,https://legiscan.com/AL/bill/HB263/2010,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB263
ALPERSON-ALAN-HARPER,Alan Harper,2010,house,61,3381,96504,HB264,2010,Regular Session 2010,joint_sponsor,0,75,0.013333333333333334,2010-01-14,unclassified,Energy,"Alabama Residential Energy Code Board changed to Alabama Energy and Residential Codes Board, Model Energy Code replaced with Alabama Energy and Residential Codes, adoption of modern building and energy codes in compliance with federal law to be implemented by counties and municipalities, board members increased, certain farm structures excluded, sprinkler systems provided for, Secs. 41-23-80, 41-23-81, 41-23-82, 41-23-83, 41-23-84, 41-23-85 am'd.","Alabama Residential Energy Code Board changed to Alabama Energy and Residential Codes Board, Model Energy Code replaced with Alabama Energy and Residential Codes, adoption of modern building and energy codes in compliance with federal law to be implemented by counties and municipalities, board members increased, certain farm structures excluded, sprinkler systems provided for, Secs. 41-23-80, 41-23-81, 41-23-82, 41-23-83, 41-23-84, 41-23-85 am'd.",2,2010-01-26,pre_or_during_election,https://legiscan.com/AL/bill/HB264/2010,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB264
ALPERSON-ALAN-HARPER,Alan Harper,2010,house,61,3381,96509,HB269,2010,Regular Session 2010,joint_sponsor,0,6,0.16666666666666666,2010-01-14,taxes_budget,Taxation,"Eagles' Wings, Inc., exempt from state, county, and municipal sales and use tax","Eagles' Wings, Inc., exempt from state, county, and municipal sales and use tax",4,2010-04-22,pre_or_during_election,https://legiscan.com/AL/bill/HB269/2010,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB269
ALPERSON-ALAN-HARPER,Alan Harper,2010,house,61,3381,416108,HB3,2010,First Special Session 2010,joint_sponsor,0,21,0.047619047619047616,2010-12-08,unclassified,Elections,"Electioneering communications and paid political advertising, disclosure of source of funding required, exceptions, contributions by political committees further provided for, Secs. 17-5-2, 17-5-8, 17-5-12 am'd.","Electioneering communications and paid political advertising, disclosure of source of funding required, exceptions, contributions by political committees further provided for, Secs. 17-5-2, 17-5-8, 17-5-12 am'd.",1,2010-12-08,post_election,https://legiscan.com/AL/bill/HB3/2010/X1,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB3
ALPERSON-ALAN-HARPER,Alan Harper,2010,house,61,3381,96546,HB306,2010,Regular Session 2010,joint_sponsor,0,3,0.3333333333333333,2010-01-19,criminal_justice,Motor Vehicles,"Motor vehicles, accident response service fee imposed by law enforcement officer or agency on or from insurance company or driver or owner of motor vehicle, prohibited","Motor vehicles, accident response service fee imposed by law enforcement officer or agency on or from insurance company or driver or owner of motor vehicle, prohibited",4,2010-04-22,pre_or_during_election,https://legiscan.com/AL/bill/HB306/2010,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB306
