cycle,chamber,district,party,votes,candidate,canonical_source,person_id,canonical_candidate_id,incumbent,winner,candidate_code,expected_cmo_total_oof,cmo_total_oof,expected_cmo_total_cycle_holdout,cmo_total_cycle_holdout,expected_cmo_total_district_grouped,cmo_total_district_grouped,expected_cmo_total_final,cmo_total_final,cmo_total_stability_low,cmo_total_stability_high,expected_cmo_resource_adjusted_oof,cmo_resource_adjusted_oof,expected_cmo_resource_adjusted_cycle_holdout,cmo_resource_adjusted_cycle_holdout,expected_cmo_resource_adjusted_district_grouped,cmo_resource_adjusted_district_grouped,expected_cmo_resource_adjusted_final,cmo_resource_adjusted_final,cmo_resource_adjusted_stability_low,cmo_resource_adjusted_stability_high,expected_cmo_fundraising_adjusted_oof,cmo_fundraising_adjusted_oof,expected_cmo_fundraising_adjusted_cycle_holdout,cmo_fundraising_adjusted_cycle_holdout,expected_cmo_fundraising_adjusted_district_grouped,cmo_fundraising_adjusted_district_grouped,expected_cmo_fundraising_adjusted_final,cmo_fundraising_adjusted_final,cmo_fundraising_adjusted_stability_low,cmo_fundraising_adjusted_stability_high,raw_overperformance_x,candidate_cmo_total_oof,candidate_cmo_total_cycle_holdout,candidate_cmo_total_district_grouped,candidate_cmo_total_final,candidate_cmo_resource_adjusted_oof,candidate_cmo_resource_adjusted_cycle_holdout,candidate_cmo_resource_adjusted_district_grouped,candidate_cmo_resource_adjusted_final,candidate_cmo_fundraising_adjusted_oof,candidate_cmo_fundraising_adjusted_cycle_holdout,candidate_cmo_fundraising_adjusted_district_grouped,candidate_cmo_fundraising_adjusted_final,candidate_cmo_total_stability_low,candidate_cmo_total_stability_high,candidate_cmo_resource_adjusted_stability_low,candidate_cmo_resource_adjusted_stability_high,candidate_cmo_fundraising_adjusted_stability_low,candidate_cmo_fundraising_adjusted_stability_high,candidate_cmo_specification_range,candidate_cmo_sign_consistent,candidate_war_oof,candidate_war_final,dem_votes,rep_votes,two_party_votes,legislative_dem_margin,war_eligible,dem_incumbent,rep_incumbent,core_index_margin,core_index_offices,core_index_complete,statewide_index_margin,raw_overperformance_y,nonwhite_share,white_college_share,log_spending_ratio_d_to_r,finance_complete,log_fundraising_ratio_d_to_r,ftm_finance_complete,pres_2012_dem_votes,pres_2012_rep_votes,pres_2012_two_party_votes,pres_2012_dem_margin,pres_2012_fallback_share,pres_2012_source_complete,pres_2016_dem_votes,pres_2016_rep_votes,pres_2016_two_party_votes,pres_2016_dem_margin,pres_2016_fallback_share,pres_2016_source_complete,pres_swing_2012_2016,pres_2020_dem_votes,pres_2020_rep_votes,pres_2020_two_party_votes,pres_2020_dem_margin,pres_2020_fallback_share,pres_2020_source_complete,pres_swing_2016_2020,cmo_geography_low,cmo_geography_high,cmo_geography_mean,cmo_geography_range,robust_cmo_median,cmo_method_range,robust_positive,district_context,abortion_position,economic_ideology,guns_position,labor_position,social_ideology,available_issue_dimensions,issue_ideology_mean
2018,senate,6,D,21796.0,Johnny Mack Morrow,alabama_sos,ALPERSON-JOHNNY-MACK-MORROW,AL-2018-senate-6-D-JOHNNY-MACK-MORROW,0,0,AL-2018-senate-6-D-JOHNNY-MACK-MORROW,-8.500132929212132,31.14717422709608,-7.124691556961071,29.77173285484502,-8.883622171723244,31.53066346960719,-7.812031655313067,30.45907295319701,-15.426320174243529,77.72066862843569,-8.093595457439756,30.740636755323703,-7.421834654812621,30.06887595269657,-8.859473501723555,31.5065147996075,-7.5965592917569404,30.243600589640888,-12.485131480062757,73.96640499071017,-5.001534034403184,27.64857533228713,7.053899825820032,15.593141472063916,-5.434196027692734,28.081237325576684,-3.898665316210236,26.545706614094183,-19.98299041072177,75.28014107529603,22.64704129788395,31.14717422709608,29.77173285484502,31.53066346960719,30.45907295319701,30.740636755323703,30.06887595269657,31.5065147996075,30.243600589640888,27.64857533228713,15.593141472063916,28.081237325576684,26.545706614094183,-15.426320174243529,77.72066862843569,-12.485131480062757,73.96640499071017,-19.98299041072177,75.28014107529603,3.49859889480895,True,31.14717422709608,30.45907295319701,21796.0,22683.0,44479.0,-1.994199509881068,True,False,True,-24.641240807765016,2,True,-24.641240807765016,22.64704129788395,0.2312443260458678,0.1765591221300933,0.0153327471019937,True,,False,19055.90797428344,33411.33351026761,52467.24148455105,-27.36074001567457,0.3490449344236101,True,15712.63458684747,39980.482554809765,55693.11714165723,-43.574231814384255,0.1497634081237394,True,-16.213491798709686,,,,,,,,30.2020616523975,31.14717422709608,30.405694532704537,0.9451125746985768,31.14717422709608,1.7589306147621713,True,majority_white_lower_college,2.0,-1.0,2.0,,2.0,4.0,1.25
2014,house,69,D,6640.0,Kelvin J. Lawrence,alabama_sos,ALPERSON-KELVIN-J-LAWRENCE,AL-2014-house-69-D-KELVIN-J-LAWRENCE,0,1,AL-2014-house-69-D-KELVIN-J-LAWRENCE,12.177882030632066,-8.713631177625967,-8.94722219460795,12.411473047614049,15.225695595092224,-11.761444742086123,11.534358266286292,-8.070107413280192,-55.28712557896557,37.859863223713646,13.349153844865237,-9.884902991859136,-8.946458589855924,12.410709442862023,16.363522221057288,-12.899271368051188,12.516008884686537,-9.051758031680436,-53.1106712272456,33.340865243527325,14.0558456402525,-10.5915947872464,-4.777777954077575,8.242028807083674,17.6848536086911,-14.220602755685,13.258830663775456,-9.794579810769356,-58.2231605302553,37.0399709557625,3.4642508530061,-8.713631177625967,12.411473047614049,-11.761444742086123,-8.070107413280192,-9.884902991859136,12.410709442862023,-12.899271368051188,-9.051758031680436,-10.5915947872464,8.242028807083674,-14.220602755685,-9.794579810769356,-55.28712557896557,37.859863223713646,-53.1106712272456,33.340865243527325,-58.2231605302553,37.0399709557625,1.8779636096204333,True,-8.713631177625967,-8.070107413280192,6640.0,3121.0,9761.0,36.05163405388792,True,False,False,32.587383200881824,2,True,32.587383200881824,3.4642508530061,0.6949743454808578,0.2113953044474136,2.092188341943437,True,0.7245296395379772,True,8736.837468014171,5362.823451917948,14099.66091993212,23.92975288736566,0.4119379363882833,False,,,,,,,,,,,,,,,-8.713631177625956,-6.987166776307465,-7.334495485837884,1.726464401318491,-8.713631177625967,24.17291778970017,False,majority_nonwhite,,,,,,,
2022,house,69,D,8769.0,Kelvin J. Lawrence,alabama_sos,ALPERSON-KELVIN-J-LAWRENCE,AL-2022-house-69-D-KELVIN-J-LAWRENCE,1,1,AL-2022-house-69-D-KELVIN-J-LAWRENCE,18.531010992280287,-4.784382154295706,23.599993982207963,-9.853365144223382,21.366847405024966,-7.620218567040386,19.18150016615237,-5.434871328167791,-51.35787655563532,41.7891122470439,20.06845355967457,-6.321824721689989,23.574284726341453,-9.827655888356873,22.838621954603504,-9.091993116618925,20.43383573765448,-6.687206899669899,-49.547592957076446,36.90394351369648,15.268565586578449,-1.5219367485938662,20.23053975084369,-6.483910912859109,18.49103974847261,-4.744410910488028,16.999680510818052,-3.253051672833472,-49.153502491602765,46.10962899441503,13.74662883798458,-4.784382154295706,-9.853365144223382,-7.620218567040386,-5.434871328167791,-6.321824721689989,-9.827655888356873,-9.091993116618925,-6.687206899669899,-1.5219367485938662,-6.483910912859109,-4.744410910488028,-3.253051672833472,-51.35787655563532,41.7891122470439,-49.547592957076446,36.90394351369648,-49.153502491602765,46.10962899441503,4.799887973096123,True,-4.784382154295706,-5.434871328167791,8769.0,7103.0,15872.0,10.496471774193548,True,True,False,-3.250157063791032,2,True,-3.250157063791032,13.74662883798458,0.5653107577947554,0.2347842712382894,2.872583359760066,True,,False,,,,,,,12187.42907530767,12439.243754587042,24626.67282989472,-1.0225282197832686,0.3485784792066073,True,,15288.006030916364,13041.598930459604,28329.604961375968,7.929539093536493,0.3939452817289877,True,8.952067313319763,-4.784382154295699,-4.4312971971760895,-4.5167779780508885,0.3530849571196093,-7.620218567040386,5.068982989927676,False,majority_nonwhite,,,,,,,
2010,senate,10,D,17459.0,LARRY MEANS,alabama_sos,ALPERSON-LARRY-MEANS,AL-2010-senate-10-D-LARRY-MEANS,1,0,AL-2010-senate-10-D-LARRY-MEANS,19.67705994721864,-5.716325595739377,-26.82855029207398,40.78928464355324,18.44195990670671,-4.481225555227454,18.6117173658994,-4.650983014420145,-52.289819997078986,40.85716880560023,19.47596664084889,-5.515232289369635,-23.740521464144265,37.701255815623526,18.347169505193875,-4.3864351537146185,18.354045176286228,-4.393310824806971,-48.741000524756096,37.710535946016826,18.76818343817009,-4.807449086690841,-29.378909690489607,43.33964404196887,17.148968676990087,-3.1882343255108303,17.69401718621617,-3.733282834736912,-52.439014829699744,42.82411665631805,13.960734351479257,-5.716325595739377,40.78928464355324,-4.481225555227454,-4.650983014420145,-5.515232289369635,37.701255815623526,-4.3864351537146185,-4.393310824806971,-4.807449086690841,43.33964404196887,-3.1882343255108303,-3.733282834736912,-52.289819997078986,40.85716880560023,-48.741000524756096,37.710535946016826,-52.439014829699744,42.82411665631805,0.908876509048536,True,-5.716325595739377,-4.650983014420145,17459.0,20249.0,37708.0,-7.398960432799406,True,True,False,-21.359694784278663,2,True,-21.359694784278663,13.960734351479257,,,,False,,False,,,,,,,,,,,,,,,,,,,,,-5.88083381139678,-5.716325595739388,-5.840743091428974,0.164508215657392,-4.481225555227454,46.505610239292615,False,mixed_or_demographics_missing,,,,,,,
2014,senate,10,D,16216.0,Larry Means,alabama_sos,ALPERSON-LARRY-MEANS,AL-2014-senate-10-D-LARRY-MEANS,0,0,AL-2014-senate-10-D-LARRY-MEANS,-0.9309785649944198,29.13324637426904,-25.51506368692555,53.717331496200174,-3.5008178152107563,31.70308562448537,-0.9253313903945894,29.12759919966921,-17.44024802707057,75.70674077560865,3.5544479911998472,24.647819818074773,-23.76141785261077,51.963685661885386,0.3580977733708863,27.844170035903733,3.737490449837131,24.464777359437488,-18.57794841731169,67.87358805346123,4.679081209157616,23.523186600117004,-16.107876270533396,44.31014407980801,1.3129654453418351,26.889302363932785,3.5421283732494064,24.66013943602521,-24.10837914289189,71.1547523431259,28.20226780927462,29.13324637426904,53.717331496200174,31.70308562448537,29.12759919966921,24.647819818074773,51.963685661885386,27.844170035903733,24.464777359437488,23.523186600117004,44.31014407980801,26.889302363932785,24.66013943602521,-17.44024802707057,75.70674077560865,-18.57794841731169,67.87358805346123,-24.10837914289189,71.1547523431259,5.610059774152035,True,29.13324637426904,29.12759919966921,16216.0,17378.0,33594.0,-3.458951003155325,True,False,True,-31.661218812429944,2,True,-31.661218812429944,28.20226780927462,0.1901295208022688,0.1524268051371891,4.014915855895109,True,,False,14485.606525837857,35064.57532032783,49550.18184616568,-41.53157067794379,0.2512541920904192,True,,,,,,,,,,,,,,,28.7920874252652,29.13324637426905,28.87158153135012,0.341158949003848,31.70308562448537,24.584085121931132,True,majority_white_lower_college,,-1.0,2.0,-1.0,,3.0,0.0
2010,house,2,D,6284.0,MIKE CURTIS,alabama_sos,ALPERSON-MIKE-CURTIS,AL-2010-house-2-D-MIKE-CURTIS,1,0,AL-2010-house-2-D-MIKE-CURTIS,18.579047260576687,-0.4316537490801799,-25.125356342135493,43.272749853632,20.715887497590167,-2.56849398609366,19.626504419978616,-1.4791109084821097,-47.005148150419785,46.14184065225943,18.493397141582506,-0.346003630085999,-21.98543429700908,40.13282780850558,20.49800849939614,-2.3506149878996325,19.42177461503775,-1.274381103541245,-43.571771865472456,42.87976460530047,15.531950800793256,2.6154427107032507,-29.676938310247017,47.82433182174353,18.449748985759552,-0.3023554742630452,17.059021238887905,1.088372272608602,-45.01612303230565,50.24700845371215,18.147393511496507,-0.4316537490801799,43.272749853632,-2.56849398609366,-1.4791109084821097,-0.346003630085999,40.13282780850558,-2.3506149878996325,-1.274381103541245,2.6154427107032507,47.82433182174353,-0.3023554742630452,1.088372272608602,-47.005148150419785,46.14184065225943,-43.571771865472456,42.87976460530047,-45.01612303230565,50.24700845371215,3.0470964597834307,True,-0.4316537490801799,-1.4791109084821097,6284.0,7599.0,13883.0,-9.472016134841173,True,True,False,-27.61940964633768,2,True,-27.61940964633768,18.147393511496507,,,,False,,False,,,,,,,,,,,,,,,,,,,,,-0.4316537490801764,-0.2467817555824467,-0.284608402092271,0.1848719934977296,-0.4316537490801799,45.841243839725664,False,mixed_or_demographics_missing,,,,,,,
2014,senate,1,D,13704.0,Mike Curtis,alabama_sos,ALPERSON-MIKE-CURTIS,AL-2014-senate-1-D-MIKE-CURTIS,0,0,AL-2014-senate-1-D-MIKE-CURTIS,-0.0249786563888552,13.901878265861908,-23.57946388462336,37.45636349409641,-0.9464561151135112,14.823355724586564,-0.1326368507457083,14.00953646021876,-32.671616135477706,60.47537266720151,4.2339742451016855,9.642925364371363,-21.479116584839623,35.35601619431267,4.781645508801303,9.095254100671749,4.770114213124762,9.10678539634829,-33.582842871015096,52.86869359975783,1.405886855704602,12.471012753768449,-15.20411144154754,29.08101105102059,1.224983412480686,12.651916196992364,1.8739828723847065,12.002916737088343,-35.16055298924045,60.10257849677735,13.876899609473051,13.901878265861908,37.45636349409641,14.823355724586564,14.00953646021876,9.642925364371363,35.35601619431267,9.095254100671749,9.10678539634829,12.471012753768449,29.08101105102059,12.651916196992364,12.002916737088343,-32.671616135477706,60.47537266720151,-33.582842871015096,52.86869359975783,-35.16055298924045,60.10257849677735,4.258952901490542,True,13.901878265861908,14.00953646021876,13704.0,22982.0,36686.0,-25.290301477402824,True,False,False,-39.16720108687588,2,True,-39.16720108687588,13.876899609473051,0.1836483478733834,0.2168302390546587,4.6828966748351,True,,False,19635.65591239803,34744.98023076358,54380.63614316161,-27.784383173799178,0.2329902553460259,True,,,,,,,,,,,,,,,11.791372013238044,13.901878265861916,12.236721826721084,2.110506252623873,14.823355724586564,23.554485228234498,True,majority_white_lower_college,,,,,,,
2010,house,98,D,6767.0,"NAPOLEON BRACY, JR.",alabama_sos,ALPERSON-NAPOLEON-BRACY-JR,AL-2010-house-98-D-NAPOLEON-BRACY-JR,0,1,AL-2010-house-98-D-NAPOLEON-BRACY-JR,1.9390898232612503,20.69524874961392,-42.158708504303945,64.79304707717911,2.805112113176719,19.82922645969845,3.2727461077111126,19.36159246516406,-25.87824565172569,67.26874315095353,2.2306698952705,20.40366867760467,-38.2133828181611,60.84772139103627,3.251747153502049,19.38259141937312,3.4974212140130048,19.136917358862163,-22.82209955778179,63.62943691299113,9.75084638329472,12.883492189580448,-31.445217697533487,54.07955627040866,11.328440483789995,11.305898089085172,12.142169197062142,10.492169375813027,-34.748073553428455,60.51505793258934,22.63433857287517,20.69524874961392,64.79304707717911,19.82922645969845,19.36159246516406,20.40366867760467,60.84772139103627,19.38259141937312,19.136917358862163,12.883492189580448,54.07955627040866,11.305898089085172,10.492169375813027,-25.87824565172569,67.26874315095353,-22.82209955778179,63.62943691299113,-34.748073553428455,60.51505793258934,7.811756560033469,True,20.69524874961392,19.36159246516406,6767.0,3222.0,9989.0,35.48903794173591,True,False,False,12.854699368860745,2,True,12.854699368860745,22.63433857287517,,,,False,2.055616271286052,True,,,,,,,,,,,,,,,,,,,,,20.47846532594905,20.69524874961392,20.52304183234612,0.216783423664868,20.69524874961392,44.96382061748066,True,mixed_or_demographics_missing,,,,,,,
2014,house,98,D,6134.0,"Napoleon Bracy, Jr.",alabama_sos,ALPERSON-NAPOLEON-BRACY-JR,AL-2014-house-98-D-NAPOLEON-BRACY-JR,1,1,AL-2014-house-98-D-NAPOLEON-BRACY-JR,36.94755248830491,5.362589263060961,13.903144241081224,28.406997510284643,37.521256720147946,4.788885031217923,37.47867975096945,4.831462000396421,-41.21090513827865,51.93608366440057,38.41182359740559,3.8983181539602825,13.834472366811347,28.47566938455452,39.20846935213815,3.1016723992277164,38.69098555673567,3.6191561946302,-39.32745008142618,47.12408638934674,40.0365323843608,2.273609367005072,20.27528273729918,22.03485901406669,40.0204930432466,2.289648708119266,40.771276067936974,1.5388656834288952,-45.35795637600383,49.90517511001397,42.31014175136587,5.362589263060961,28.406997510284643,4.788885031217923,4.831462000396421,3.8983181539602825,28.47566938455452,3.1016723992277164,3.6191561946302,2.273609367005072,22.03485901406669,2.289648708119266,1.5388656834288952,-41.21090513827865,51.93608366440057,-39.32745008142618,47.12408638934674,-45.35795637600383,49.90517511001397,3.088979896055889,True,5.362589263060961,4.831462000396421,6134.0,3276.0,9410.0,30.37194473963868,True,True,False,-11.938197011727183,2,True,-11.938197011727183,42.31014175136587,0.614370127389966,0.1501706484641638,1.8748296503065087,True,1.7019950508046728,True,7214.593890438555,8692.413129067874,15907.007019506427,-9.29036642039009,0.4217663962039239,True,,,,,,,,,,,,,,,-15.760197412945452,5.362589263060961,-11.53430082863883,21.122786676006413,5.362589263060961,23.61811247906672,True,majority_nonwhite,,,,,,,
2010,senate,21,D,19509.0,PHIL POOLE,alabama_sos,ALPERSON-PHIL-POOLE,AL-2010-senate-21-D-PHIL-POOLE,1,0,AL-2010-senate-21-D-PHIL-POOLE,19.67705994721864,-5.059449204129715,-26.82855029207398,41.4461610351629,18.15918890240405,-3.541578159315131,18.6117173658994,-3.994106622810482,-51.63294360546932,41.514045197209896,19.47596664084889,-4.858355897759973,-23.740521464144265,38.35813220723318,17.767669565715167,-3.150058822626248,18.354045176286228,-3.736434433197308,-48.08412413314643,38.36741233762649,19.847235445556123,-5.229624702467204,-25.789930769619403,40.40754151270832,16.82344125342337,-2.205830510334449,18.381530562954826,-3.7639198198659054,-52.861190445476105,42.40194104054169,14.61761074308892,-5.059449204129715,41.4461610351629,-3.541578159315131,-3.994106622810482,-4.858355897759973,38.35813220723318,-3.150058822626248,-3.736434433197308,-5.229624702467204,40.40754151270832,-2.205830510334449,-3.7639198198659054,-51.63294360546932,41.514045197209896,-48.08412413314643,38.36741233762649,-52.861190445476105,42.40194104054169,0.3712688047072312,True,-5.059449204129715,-3.994106622810482,19509.0,20528.0,40037.0,-2.545145740190324,True,True,False,-17.162756483279246,2,True,-17.162756483279246,14.61761074308892,,,,False,-0.1832693934015512,True,,,,,,,,,,,,,,,,,,,,,-5.223957419787116,-5.059449204129724,-5.18386669981931,0.164508215657392,-3.541578159315131,46.505610239292615,False,mixed_or_demographics_missing,,,,,,,
2014,senate,21,D,9243.0,Phil Poole,alabama_sos,ALPERSON-PHIL-POOLE,AL-2014-senate-21-D-PHIL-POOLE,0,0,AL-2014-senate-21-D-PHIL-POOLE,-13.168046464480131,12.941014600513608,-31.20930629040796,30.98227442644144,-9.927262754495942,9.70023089052942,-10.704163480510578,10.477131616544057,-33.632479800826005,59.51450900185321,-12.55127665799266,12.324244794026136,-28.36615560649336,28.13912374252684,-8.135399273534915,7.908367409568392,-9.323933996508522,9.096902132542,-30.901523441360325,55.5500130294126,-10.720242729208929,10.493210865242403,-24.33249440779016,24.105462543823634,-8.992658146860554,8.765626282894031,-8.76146913968601,8.534437275719487,-37.138354877766496,58.1247766082513,-0.2270318639665234,12.941014600513608,30.98227442644144,9.70023089052942,10.477131616544057,12.324244794026136,28.13912374252684,7.908367409568392,9.096902132542,10.493210865242403,24.105462543823634,8.765626282894031,8.534437275719487,-33.632479800826005,59.51450900185321,-30.901523441360325,55.5500130294126,-37.138354877766496,58.1247766082513,2.4478037352712043,True,12.941014600513608,10.477131616544057,9243.0,14952.0,24195.0,-23.595784252944824,True,False,True,-23.3687523889783,2,True,-23.3687523889783,-0.2270318639665234,0.2081564986737401,0.2806291026036389,,False,-0.9657640567156603,True,23492.140720039457,32304.201874075294,55796.34259411475,-15.793259458130343,0.0772938946855505,False,,,,,,,,,,,,,,,11.109609888353626,12.941014600513604,11.6265192306033,1.831404712159978,12.941014600513608,21.282043535912017,True,majority_white_higher_college,,,,,,,
2010,house,39,D,7808.0,RICHARD LINDSEY,alabama_sos,ALPERSON-RICHARD-LINDSEY,AL-2010-house-39-D-RICHARD-LINDSEY,1,1,AL-2010-house-39-D-RICHARD-LINDSEY,18.579047260576687,26.22110331323432,-25.125356342135493,69.9255069159465,19.03560610201374,25.76454447179726,19.626504419978616,25.173646153832387,-20.352391088105293,72.79459771457392,18.493397141582506,26.306753432228497,-21.98543429700908,66.78558487082009,18.904229273827827,25.895921299983176,19.42177461503775,25.37837595877325,-16.919014803157964,69.53252166761496,15.531950800793256,29.26819977301775,-29.676938310247017,74.47708888405802,15.676895753847091,29.12325481996391,17.059021238887905,27.74112933492309,-18.36336596999115,76.89976551602665,44.800150573811,26.22110331323432,69.9255069159465,25.76454447179726,25.173646153832387,26.306753432228497,66.78558487082009,25.895921299983176,25.37837595877325,29.26819977301775,74.47708888405802,29.12325481996391,27.74112933492309,-20.352391088105293,72.79459771457392,-16.919014803157964,69.53252166761496,-18.36336596999115,76.89976551602665,3.0470964597834325,True,26.22110331323432,25.173646153832387,7808.0,5872.0,13680.0,14.152046783625732,True,True,False,-30.648103790185267,2,True,-30.648103790185267,44.800150573811,,,,False,,False,,,,,,,,,,,,,,,,,,,,,26.22110331323432,26.40597530673205,26.36814866022222,0.1848719934977367,26.22110331323432,44.160962444149234,True,mixed_or_demographics_missing,,,,,,,
2014,house,39,D,5438.0,Richard Lindsey,alabama_sos,ALPERSON-RICHARD-LINDSEY,AL-2014-house-39-D-RICHARD-LINDSEY,1,1,AL-2014-house-39-D-RICHARD-LINDSEY,22.076325030668983,40.756299374806446,-2.313654938792841,65.14627934426827,24.015047287087228,38.8175771183882,26.65846306257788,36.17416134289756,-5.817195026533163,87.32979377614606,26.65100542788687,36.18161897758856,-0.6752452273803233,63.50786963285575,27.22008220454292,35.61254220093251,31.175371530501632,31.6572528749738,-7.044149257797905,79.40738721297501,21.369658649018326,41.4629657564571,3.9943998313642464,58.83822457411118,22.04100238737678,40.79162201809865,25.037556961495834,37.79506744397959,-6.168599986551797,89.094531499466,62.83262440547543,40.756299374806446,65.14627934426827,38.8175771183882,36.17416134289756,36.18161897758856,63.50786963285575,35.61254220093251,31.6572528749738,41.4629657564571,58.83822457411118,40.79162201809865,37.79506744397959,-5.817195026533163,87.32979377614606,-7.044149257797905,79.40738721297501,-6.168599986551797,89.094531499466,5.281346778868546,True,40.756299374806446,36.17416134289756,5438.0,3581.0,9019.0,20.58986583878479,True,True,False,-42.24275856669064,2,True,-42.24275856669064,62.83262440547543,0.1094398571747378,0.1225848971521731,3.744551208991027,True,,False,3540.593553558621,14306.03410257492,17846.62765613354,-60.32198775277538,0.3504883606201834,True,,,,,,,,,,,,,,,40.75629937480645,41.11060943033105,41.00792524131468,0.3543100555245999,40.756299374806446,26.328702225880065,True,majority_white_lower_college,,,,-1.0,,1.0,-1.0
2010,senate,6,D,18691.0,"ROGER BEDFORD, JR.",alabama_sos,ALPERSON-ROGER-BEDFORD-JR,AL-2010-senate-6-D-ROGER-BEDFORD-JR,1,1,AL-2010-senate-6-D-ROGER-BEDFORD-JR,18.98599173635504,13.354907306998715,-26.82855029207398,59.16944933542773,17.962130793673424,14.378768249680329,18.6117173658994,13.72918167745435,-33.21858709434089,59.92840170833833,18.67747486544092,13.66342417791283,-23.740521464144265,56.08142050749802,17.61060213595342,14.73029690740033,18.354045176286228,13.986853867067524,-29.56234405747363,56.88919241329929,17.88442744873277,14.456471594620982,-29.378909690489607,61.71980873384336,15.880467082482578,16.460431960871173,17.69401718621617,14.646881857137585,-33.17509414838791,62.088037337629885,32.34089904335375,13.354907306998715,59.16944933542773,14.378768249680329,13.72918167745435,13.66342417791283,56.08142050749802,14.73029690740033,13.986853867067524,14.456471594620982,61.71980873384336,16.460431960871173,14.646881857137585,-33.21858709434089,59.92840170833833,-29.56234405747363,56.88919241329929,-33.17509414838791,62.088037337629885,1.101564287622267,True,13.354907306998715,13.72918167745435,18691.0,16304.0,34995.0,6.820974424917845,True,True,False,-25.51992461843591,2,True,-25.51992461843591,32.34089904335375,,,,False,,False,,,,,,,,,,,,,,,,,,,,,13.30138993657117,13.354907306998708,13.31859168181876,0.0535173704275386,14.378768249680329,45.81454202842902,True,mixed_or_demographics_missing,,,,,,,
2014,senate,6,D,17574.0,"Roger Bedford, Jr.",alabama_sos,ALPERSON-ROGER-BEDFORD-JR,AL-2014-senate-6-D-ROGER-BEDFORD-JR,1,0,AL-2014-senate-6-D-ROGER-BEDFORD-JR,29.62523276298545,-8.15760301655309,4.348415541244409,17.11921420518795,29.110751887550787,-7.643122141118425,29.59734793792456,-8.129718191492191,-54.7310974178927,38.41589138478652,31.636108334792645,-10.168478588360284,4.738978074092143,16.72865167234022,29.928954596163123,-8.461324849730762,31.115706569762946,-9.64807682333058,-53.39424682374674,33.05728964702618,29.09079626342266,-7.623166516990299,10.143563610522769,11.324066135909597,27.03594848858291,-5.568318742150549,28.89150860678847,-7.423878860356108,-55.2547322599992,40.0083992260186,21.46762974643236,-8.15760301655309,17.11921420518795,-7.643122141118425,-8.129718191492191,-10.168478588360284,16.72865167234022,-8.461324849730762,-9.64807682333058,-7.623166516990299,11.324066135909597,-5.568318742150549,-7.423878860356108,-54.7310974178927,38.41589138478652,-53.39424682374674,33.05728964702618,-55.2547322599992,40.0083992260186,2.5453120713699846,True,-8.15760301655309,-8.129718191492191,17574.0,17641.0,35215.0,-0.1902598324577595,True,True,False,-21.65788957889012,2,True,-21.65788957889012,21.46762974643236,0.2294089800080113,0.167841041008612,0.8641360105429822,True,,False,11639.599538989274,35317.02747718191,46956.62701617119,-50.42403903934256,0.2746372349055271,True,,,,,,,,,,,,,,,-9.750162141468484,-8.157603016553079,-9.412505536052803,1.592559124915404,-7.643122141118425,25.27681722174104,False,majority_white_lower_college,,,,,,,
2010,senate,33,D,23241.0,VIVIAN DAVIS FIGURES,alabama_sos,ALPERSON-VIVIAN-DAVIS-FIGURES,AL-2010-senate-33-D-VIVIAN-DAVIS-FIGURES,1,1,AL-2010-senate-33-D-VIVIAN-DAVIS-FIGURES,17.022590886513854,16.744298484529196,-26.82855029207398,60.59543966311704,18.15918890240405,15.607700468639,18.6117173658994,15.155172005143648,-29.829195916810413,63.317792885868805,16.689924838103437,17.076964532939613,-23.740521464144265,57.50741083518732,17.767669565715167,15.999219805327884,18.354045176286228,15.412844194756822,-26.14880370244685,60.30273276832608,15.728610377648966,18.038278993394083,-29.378909690489607,63.14579906153266,17.53746732834096,16.22942204270209,17.69401718621617,16.07287218482688,-29.593286749614816,65.66984473640298,33.76688937104305,16.744298484529196,60.59543966311704,15.607700468639,15.155172005143648,17.076964532939613,57.50741083518732,15.999219805327884,15.412844194756822,18.038278993394083,63.14579906153266,16.22942204270209,16.07287218482688,-29.829195916810413,63.317792885868805,-26.14880370244685,60.30273276832608,-29.593286749614816,65.66984473640298,1.2939805088648877,True,16.744298484529196,15.155172005143648,23241.0,8419.0,31660.0,46.8161718256475,True,True,False,13.049282454604452,2,True,13.049282454604452,33.76688937104305,,,,False,,False,,,,,,,,,,,,,,,,,,,,,16.309689302172604,16.744298484529203,16.404370591924213,0.4346091823565992,16.744298484529196,44.98773919447804,True,mixed_or_demographics_missing,,,-1.0,,,1.0,-1.0
