cycle,chamber,district,party,votes,candidate,canonical_source,person_id,canonical_candidate_id,incumbent,winner,candidate_code,expected_cmo_total_oof,cmo_total_oof,expected_cmo_total_cycle_holdout,cmo_total_cycle_holdout,expected_cmo_total_district_grouped,cmo_total_district_grouped,expected_cmo_total_final,cmo_total_final,cmo_total_stability_low,cmo_total_stability_high,expected_cmo_resource_adjusted_oof,cmo_resource_adjusted_oof,expected_cmo_resource_adjusted_cycle_holdout,cmo_resource_adjusted_cycle_holdout,expected_cmo_resource_adjusted_district_grouped,cmo_resource_adjusted_district_grouped,expected_cmo_resource_adjusted_final,cmo_resource_adjusted_final,cmo_resource_adjusted_stability_low,cmo_resource_adjusted_stability_high,expected_cmo_fundraising_adjusted_oof,cmo_fundraising_adjusted_oof,expected_cmo_fundraising_adjusted_cycle_holdout,cmo_fundraising_adjusted_cycle_holdout,expected_cmo_fundraising_adjusted_district_grouped,cmo_fundraising_adjusted_district_grouped,expected_cmo_fundraising_adjusted_final,cmo_fundraising_adjusted_final,cmo_fundraising_adjusted_stability_low,cmo_fundraising_adjusted_stability_high,raw_overperformance_x,candidate_cmo_total_oof,candidate_cmo_total_cycle_holdout,candidate_cmo_total_district_grouped,candidate_cmo_total_final,candidate_cmo_resource_adjusted_oof,candidate_cmo_resource_adjusted_cycle_holdout,candidate_cmo_resource_adjusted_district_grouped,candidate_cmo_resource_adjusted_final,candidate_cmo_fundraising_adjusted_oof,candidate_cmo_fundraising_adjusted_cycle_holdout,candidate_cmo_fundraising_adjusted_district_grouped,candidate_cmo_fundraising_adjusted_final,candidate_cmo_total_stability_low,candidate_cmo_total_stability_high,candidate_cmo_resource_adjusted_stability_low,candidate_cmo_resource_adjusted_stability_high,candidate_cmo_fundraising_adjusted_stability_low,candidate_cmo_fundraising_adjusted_stability_high,candidate_cmo_specification_range,candidate_cmo_sign_consistent,candidate_war_oof,candidate_war_final,dem_votes,rep_votes,two_party_votes,legislative_dem_margin,war_eligible,dem_incumbent,rep_incumbent,core_index_margin,core_index_offices,core_index_complete,statewide_index_margin,raw_overperformance_y,nonwhite_share,white_college_share,log_spending_ratio_d_to_r,finance_complete,log_fundraising_ratio_d_to_r,ftm_finance_complete,pres_2012_dem_votes,pres_2012_rep_votes,pres_2012_two_party_votes,pres_2012_dem_margin,pres_2012_fallback_share,pres_2012_source_complete,pres_2016_dem_votes,pres_2016_rep_votes,pres_2016_two_party_votes,pres_2016_dem_margin,pres_2016_fallback_share,pres_2016_source_complete,pres_swing_2012_2016,pres_2020_dem_votes,pres_2020_rep_votes,pres_2020_two_party_votes,pres_2020_dem_margin,pres_2020_fallback_share,pres_2020_source_complete,pres_swing_2016_2020,cmo_geography_low,cmo_geography_high,cmo_geography_mean,cmo_geography_range,robust_cmo_median,cmo_method_range,robust_positive,district_context,abortion_position,economic_ideology,guns_position,labor_position,social_ideology,available_issue_dimensions,issue_ideology_mean,shor_match_status,shor_match_method,shor_similarity,shor_suggested_name,shor_u_id,np_score,shor_np_score_min,shor_np_score_max,al_dem_caucus_conservative_percentile,shor_reference_caucus_n,served_in_either_chamber_by_election,shor_pre_election_service_years,shor_first_observed_service_year,temporal_use
2010,house,1,D,7083.0,GREG BURDINE,alabama_sos,ALPERSON-GREG-BURDINE,AL-2010-house-1-D-GREG-BURDINE,0,1,AL-2010-house-1-D-GREG-BURDINE,4.1449141422249545,12.799671611603568,-42.158708504303945,59.10329425813247,1.3725001843140987,15.572085569514424,3.2727461077111126,13.67183964611741,-33.773822789736045,59.37316601294317,4.45415534048947,12.490430413339054,-38.2133828181611,55.15796857198963,1.6471625274771051,15.297423226351418,3.4974212140130048,13.447164539815518,-30.73533782204741,55.71619864872552,3.885382215093258,13.059203538735265,-40.199004118833535,57.14358987266206,1.7710154157462634,15.17357033808226,3.1188073154760723,13.825778438352453,-34.57236220427363,60.69076928174417,16.944585753828523,12.799671611603568,59.10329425813247,15.572085569514424,13.67183964611741,12.490430413339054,55.15796857198963,15.297423226351418,13.447164539815518,13.059203538735265,57.14358987266206,15.17357033808226,13.825778438352453,-33.773822789736045,59.37316601294317,-30.73533782204741,55.71619864872552,-34.57236220427363,60.69076928174417,0.5687731253962109,True,12.799671611603568,13.67183964611741,7083.0,6877.0,13960.0,1.475644699140401,True,False,False,-15.468941054688122,2,True,-15.468941054688122,16.944585753828523,,,,False,-0.4019734970546991,True,,,,,,,,,,,,,,,,,,,,,12.799671611603582,12.953875455204091,12.909606421552184,0.1542038436005093,15.572085569514424,46.30362264652891,True,mixed_or_demographics_missing,,,,,,,,matched,normalized_exact,100.0,"Burdine, Greg",AL2011L001,-0.304,-0.304,-0.304,47.45762711864407,59.0,False,0.0,,post_election_only
2010,house,2,D,6284.0,MIKE CURTIS,alabama_sos,ALPERSON-MIKE-CURTIS,AL-2010-house-2-D-MIKE-CURTIS,1,0,AL-2010-house-2-D-MIKE-CURTIS,18.579047260576687,-0.4316537490801799,-25.125356342135493,43.272749853632,20.715887497590167,-2.56849398609366,19.626504419978616,-1.4791109084821097,-47.005148150419785,46.14184065225943,18.493397141582506,-0.346003630085999,-21.98543429700908,40.13282780850558,20.49800849939614,-2.3506149878996325,19.42177461503775,-1.274381103541245,-43.571771865472456,42.87976460530047,15.531950800793256,2.6154427107032507,-29.676938310247017,47.82433182174353,18.449748985759552,-0.3023554742630452,17.059021238887905,1.088372272608602,-45.01612303230565,50.24700845371215,18.147393511496507,-0.4316537490801799,43.272749853632,-2.56849398609366,-1.4791109084821097,-0.346003630085999,40.13282780850558,-2.3506149878996325,-1.274381103541245,2.6154427107032507,47.82433182174353,-0.3023554742630452,1.088372272608602,-47.005148150419785,46.14184065225943,-43.571771865472456,42.87976460530047,-45.01612303230565,50.24700845371215,3.0470964597834307,True,-0.4316537490801799,-1.4791109084821097,6284.0,7599.0,13883.0,-9.472016134841173,True,True,False,-27.61940964633768,2,True,-27.61940964633768,18.147393511496507,,,,False,,False,,,,,,,,,,,,,,,,,,,,,-0.4316537490801764,-0.2467817555824467,-0.284608402092271,0.1848719934977296,-0.4316537490801799,45.841243839725664,False,mixed_or_demographics_missing,,,,,,,,matched,normalized_exact,100.0,"Curtis, Mike",AL2007L064,-0.146,-0.146,-0.146,62.71186440677966,59.0,True,4.0,2007.0,pre_election_service_available
2010,house,12,D,7667.0,"JAMES C. FIELDS, JR.",alabama_sos,ALPERSON-JAMES-C-FIELDS-JR,AL-2010-house-12-D-JAMES-C-FIELDS-JR,1,0,AL-2010-house-12-D-JAMES-C-FIELDS-JR,18.579047260576687,15.60316659430908,-25.125356342135493,59.30757019702126,19.421963574906663,14.760250279979104,19.626504419978616,14.55570943490715,-30.97032780703053,62.17666099564869,18.493397141582506,15.68881671330326,-21.98543429700908,56.167648151894845,19.202813873901427,14.97939998098434,19.42177461503775,14.760439239848017,-27.5369515220832,58.91458494868972,24.605374104759512,9.576839750126254,-19.083423217386112,53.26563707227188,24.143314897180005,10.03889895770576,24.96677756543628,9.215436289449489,-38.054725992882645,57.20840549313515,34.18221385488577,15.60316659430908,59.30757019702126,14.760250279979104,14.55570943490715,15.68881671330326,56.167648151894845,14.97939998098434,14.760439239848017,9.576839750126254,53.26563707227188,10.03889895770576,9.215436289449489,-30.97032780703053,62.17666099564869,-27.5369515220832,58.91458494868972,-38.054725992882645,57.20840549313515,6.111976963177007,True,15.60316659430908,14.55570943490715,7667.0,9062.0,16729.0,-8.33881283997848,True,True,False,-42.52102669486425,2,True,-42.52102669486425,34.18221385488577,,,,False,1.78322551517545,True,,,,,,,,,,,,,,,,,,,,,15.603166594309084,15.788038587806806,15.750211941296982,0.1848719934977225,15.60316659430908,44.54731991704216,True,mixed_or_demographics_missing,,-1.0,,,,1.0,-1.0,matched,manual_alias,100.0,"Fields, James Jr.",AL2008L061,-0.131,-0.131,-0.131,64.40677966101694,59.0,True,3.0,2008.0,pre_election_service_available
2010,house,21,D,6201.0,RANDY HINSHAW,alabama_sos,ALPERSON-RANDY-HINSHAW,AL-2010-house-21-D-RANDY-HINSHAW,1,0,AL-2010-house-21-D-RANDY-HINSHAW,18.96387433493586,1.1147249354428226,-25.125356342135493,45.20395561251418,19.32929423976021,0.7493050306184728,19.626504419978616,0.4520948504000657,-45.45876946589679,47.68821933678243,18.92268498137038,1.155914289008301,-21.98543429700908,42.06403356738776,19.123911168813848,0.954688101564834,19.42177461503775,0.6568246553409303,-42.06985394637816,44.38168252439476,16.40084597143531,3.677753298943372,-29.676938310247017,49.7555375806257,16.376844887553723,3.701754382824959,17.059021238887905,3.019578031490777,-43.95381244406553,51.30931904195227,20.07859927037868,1.1147249354428226,45.20395561251418,0.7493050306184728,0.4520948504000657,1.155914289008301,42.06403356738776,0.954688101564834,0.6568246553409303,3.677753298943372,49.7555375806257,3.701754382824959,3.019578031490777,-45.45876946589679,47.68821933678243,-42.06985394637816,44.38168252439476,-43.95381244406553,51.30931904195227,2.5630283635005497,True,1.1147249354428226,0.4520948504000657,6201.0,6654.0,12855.0,-3.5239206534422403,True,True,False,-23.60251992382092,2,True,-23.60251992382092,20.07859927037868,,,,False,,False,,,,,,,,,,,,,,,,,,,,,1.114724935442826,1.248194917556653,1.218916879782912,0.1334699821138265,1.1147249354428226,44.454650581895706,True,mixed_or_demographics_missing,,,,,,,,matched,normalized_exact,100.0,"Hinshaw, Randy",AL1996L056,-0.113,-0.113,-0.113,69.49152542372882,59.0,True,11.0,1996.0,pre_election_service_available
2010,house,22,D,5177.0,BUTCH TAYLOR,alabama_sos,ALPERSON-BUTCH-TAYLOR,AL-2010-house-22-D-BUTCH-TAYLOR,0,0,AL-2010-house-22-D-BUTCH-TAYLOR,4.1449141422249545,-3.985171615082357,-42.158708504303945,42.31845103144654,2.921884746647139,-2.762142219504541,3.2727461077111126,-3.113003580568515,-50.55866601642197,42.58832278625725,4.45415534048947,-4.294412813346872,-38.2133828181611,38.3731253453037,3.007457592490411,-2.8477150653478134,3.4974212140130048,-3.337678686870407,-47.520181048733335,38.93135542203959,7.618201747369538,-7.45845922022694,-36.434784647949705,36.5945271750923,7.763449053714135,-7.603706526571537,6.998947046193063,-6.839204519050465,-55.09002496323584,40.17310652278196,0.1597425271425976,-3.985171615082357,42.31845103144654,-2.762142219504541,-3.113003580568515,-4.294412813346872,38.3731253453037,-2.8477150653478134,-3.337678686870407,-7.45845922022694,36.5945271750923,-7.603706526571537,-6.839204519050465,-50.55866601642197,42.58832278625725,-47.520181048733335,38.93135542203959,-55.09002496323584,40.17310652278196,3.473287605144584,True,-3.985171615082357,-3.113003580568515,5177.0,9523.0,14700.0,-29.564625850340136,True,False,False,-29.724368377482733,2,True,-29.724368377482733,0.1597425271425976,,,,False,0.6548157381639567,True,,,,,,,,,,,,,,,,,,,,,-3.985171615082344,-3.830967771481834,-3.875236805133743,0.1542038436005102,-2.762142219504541,46.3036226465289,False,mixed_or_demographics_missing,,,,,,,,matched,normalized_exact,100.0,"Taylor, Butch",AL2007L097,-0.257,-0.257,-0.257,50.84745762711864,59.0,True,4.0,2007.0,pre_election_service_available
2010,house,32,D,7238.0,BARBARA BIGSBY BOYD,alabama_sos,ALPERSON-BARBARA-BIGSBY-BOYD,AL-2010-house-32-D-BARBARA-BIGSBY-BOYD,1,1,AL-2010-house-32-D-BARBARA-BIGSBY-BOYD,18.47502252676498,40.16708706446988,-25.125356342135493,83.76746593337036,18.503639789490936,40.13846980174392,19.626504419978616,39.01560517125625,-6.406407336869727,86.7405814658095,18.23806209176149,40.40404749947337,-21.98543429700908,80.62754388824393,18.275468966599803,40.36664062463506,19.42177461503775,39.22033497619711,-2.8217207359130896,83.62981573485983,15.694984255571494,42.94712533566337,-29.676938310247017,88.31904790148188,14.187968552491604,44.45414103874326,17.059021238887905,41.58308835234696,-4.684440407345527,90.57869107867228,58.64210959123486,40.16708706446988,83.76746593337036,40.13846980174392,39.01560517125625,40.40404749947337,80.62754388824393,40.36664062463506,39.22033497619711,42.94712533566337,88.31904790148188,44.45414103874326,41.58308835234696,-6.406407336869727,86.7405814658095,-2.8217207359130896,83.62981573485983,-4.684440407345527,90.57869107867228,2.78003827119349,True,40.16708706446988,39.01560517125625,7238.0,2903.0,10141.0,42.74726358347303,True,True,False,-15.894846007761831,2,True,-15.894846007761831,58.64210959123486,,,,False,,False,,,,,,,,,,,,,,,,,,,,,40.08682645571773,40.16708706446988,40.103629993131925,0.0802606087521553,40.16708706446988,43.62899613162644,True,mixed_or_demographics_missing,,,,,,,,matched,manual_alias,100.0,"Boyd, Barbara",AL1996L072,-0.504,-0.504,-0.504,32.20338983050847,59.0,True,15.0,1996.0,pre_election_service_available
2010,house,35,D,6719.0,STEVE HURST,alabama_sos,ALPERSON-STEVE-HURST,AL-2010-house-35-D-STEVE-HURST,1,1,AL-2010-house-35-D-STEVE-HURST,18.931132363498016,3.4679837472766017,-25.125356342135493,47.52447245291011,19.32929423976021,3.0698218710144083,19.626504419978616,2.772611690796001,-43.10551065406301,50.04147814861621,18.671283419812685,3.727832690961933,-21.98543429700908,44.38455040778369,19.123911168813848,3.2752049419607694,19.42177461503775,2.977341495736866,-39.49793554442453,46.95360092634839,16.637103317613068,5.762012793161549,-29.676938310247017,52.07605442102164,16.376844887553723,6.022271223220894,17.059021238887905,5.340094871886713,-41.86955294984735,53.39357853617045,22.399116110774617,3.4679837472766017,47.52447245291011,3.0698218710144083,2.772611690796001,3.727832690961933,44.38455040778369,3.2752049419607694,2.977341495736866,5.762012793161549,52.07605442102164,6.022271223220894,5.340094871886713,-43.10551065406301,50.04147814861621,-39.49793554442453,46.95360092634839,-41.86955294984735,53.39357853617045,2.2940290458849475,True,3.4679837472766017,2.772611690796001,6719.0,6292.0,13011.0,3.281838444393206,True,True,False,-19.11727766638141,2,True,-19.11727766638141,22.399116110774617,,,,False,,False,,,,,,,,,,,,,,,,,,,,,3.467983747276598,3.5720553504172443,3.5492497337485984,0.1040716031406461,3.4679837472766017,44.454650581895706,True,mixed_or_demographics_missing,,,,,,,,matched,normalized_exact,100.0,"Hurst, Steve",AL1999L048,0.093,0.093,0.093,93.22033898305084,59.0,True,12.0,1999.0,pre_election_service_available
2010,house,37,D,8106.0,RICHARD LAIRD,alabama_sos,ALPERSON-RICHARD-LAIRD,AL-2010-house-37-D-RICHARD-LAIRD,1,1,AL-2010-house-37-D-RICHARD-LAIRD,18.96387433493586,9.16427385082497,-25.125356342135493,53.253504527896325,20.798354721057034,7.329793464703794,19.626504419978616,8.501643765782212,-37.40922055051464,55.73776825216458,18.92268498137038,9.205463204390448,-21.98543429700908,50.11358248276991,20.554349680985634,7.573798504775194,19.42177461503775,8.706373570723077,-34.02030503099601,52.43123143977691,16.40084597143531,11.72730221432552,-29.676938310247017,57.805086496007846,17.728954849376088,10.39919333638474,17.059021238887905,11.069126946872924,-35.90426352868338,59.35886795733442,28.12814818576083,9.16427385082497,53.253504527896325,7.329793464703794,8.501643765782212,9.205463204390448,50.11358248276991,7.573798504775194,8.706373570723077,11.72730221432552,57.805086496007846,10.39919333638474,11.069126946872924,-37.40922055051464,55.73776825216458,-34.02030503099601,52.43123143977691,-35.90426352868338,59.35886795733442,2.5630283635005497,True,9.16427385082497,8.501643765782212,8106.0,7011.0,15117.0,7.243500694582258,True,True,False,-20.88464749117857,2,True,-20.88464749117857,28.12814818576083,,,,False,,False,,,,,,,,,,,,,,,,,,,,,9.164273850824973,9.2977438329388,9.26846579516506,0.1334699821138265,9.16427385082497,45.92371106319253,True,mixed_or_demographics_missing,,,,,,,,matched,normalized_exact,100.0,"Laird, Richard Sr.",AL1996L091,0.414,0.414,0.414,100.0,59.0,True,15.0,1996.0,pre_election_service_available
2010,house,39,D,7808.0,RICHARD LINDSEY,alabama_sos,ALPERSON-RICHARD-LINDSEY,AL-2010-house-39-D-RICHARD-LINDSEY,1,1,AL-2010-house-39-D-RICHARD-LINDSEY,18.579047260576687,26.22110331323432,-25.125356342135493,69.9255069159465,19.03560610201374,25.76454447179726,19.626504419978616,25.173646153832387,-20.352391088105293,72.79459771457392,18.493397141582506,26.306753432228497,-21.98543429700908,66.78558487082009,18.904229273827827,25.895921299983176,19.42177461503775,25.37837595877325,-16.919014803157964,69.53252166761496,15.531950800793256,29.26819977301775,-29.676938310247017,74.47708888405802,15.676895753847091,29.12325481996391,17.059021238887905,27.74112933492309,-18.36336596999115,76.89976551602665,44.800150573811,26.22110331323432,69.9255069159465,25.76454447179726,25.173646153832387,26.306753432228497,66.78558487082009,25.895921299983176,25.37837595877325,29.26819977301775,74.47708888405802,29.12325481996391,27.74112933492309,-20.352391088105293,72.79459771457392,-16.919014803157964,69.53252166761496,-18.36336596999115,76.89976551602665,3.0470964597834325,True,26.22110331323432,25.173646153832387,7808.0,5872.0,13680.0,14.152046783625732,True,True,False,-30.648103790185267,2,True,-30.648103790185267,44.800150573811,,,,False,,False,,,,,,,,,,,,,,,,,,,,,26.22110331323432,26.40597530673205,26.36814866022222,0.1848719934977367,26.22110331323432,44.160962444149234,True,mixed_or_demographics_missing,,,,,,,,matched,normalized_exact,100.0,"Lindsey, Richard",AL1996L042,-0.13,-0.13,-0.13,66.10169491525424,59.0,True,15.0,1996.0,pre_election_service_available
2010,house,61,D,9213.0,ALAN HARPER,alabama_sos,ALPERSON-ALAN-HARPER,AL-2010-house-61-D-ALAN-HARPER,1,1,AL-2010-house-61-D-ALAN-HARPER,18.55932476563818,24.05857612987002,-25.125356342135493,67.74325723764369,19.58697286774106,23.03092802776714,19.626504419978616,22.991396475529584,-22.51491827146959,70.63207053120962,18.38901033796404,24.22889055754416,-21.98543429700908,64.60333519251728,19.32854022098402,23.28936067452418,19.42177461503775,23.196126280470448,-18.996877677842303,67.45465879293062,16.201381176524244,26.41651971898396,-29.676938310247017,72.29483920575521,16.778136279892088,25.83976461561611,17.059021238887905,25.55887965662029,-21.215046024024943,74.04808546199286,42.6179008955082,24.05857612987002,67.74325723764369,23.03092802776714,22.991396475529584,24.22889055754416,64.60333519251728,23.28936067452418,23.196126280470448,26.41651971898396,72.29483920575521,25.83976461561611,25.55887965662029,-22.51491827146959,70.63207053120962,-18.996877677842303,67.45465879293062,-21.215046024024943,74.04808546199286,2.357943589113937,True,24.05857612987002,22.991396475529584,9213.0,5051.0,14264.0,29.178351093662368,True,True,False,-13.439549801845828,2,True,-13.439549801845828,42.6179008955082,,,,False,,False,,,,,,,,,,,,,,,,,,,,,24.038490470788297,24.058576129870023,24.04287826268566,0.0200856590817295,24.05857612987002,44.71232920987655,True,mixed_or_demographics_missing,,,,,,,,matched,normalized_exact,100.0,"Harper, Alan",AL2007L102,-0.105,-0.105,-0.105,71.1864406779661,59.0,True,4.0,2007.0,pre_election_service_available
