person_id,candidate,election_cycle,source_site,result_id,title,url,result_type,review_status,publication_date,exact_candidate_mentioned,issue_retrieval_tag,temporal_status,candidate_context_excerpt,content_review_status,automatic_stance_allowed
ALPERSON-ALAN-HARPER,ALAN HARPER,2010,Alabama Political Reporter,1263,Statement from House Minority Leader Craig Ford Regarding Rep. Alan Harper Switching Parties,https://www.alreporter.com/2012/02/07/statement-from-house-minority-leader-craig-ford-regarding-rep-alan-harper-switching-parties/,post,discovered_needs_content_review,2012-02-07,True,unclassified,post_election,"From the Office of House Minority Leader Craig Ford “I wish Representative Harper the best in his decision, but it is a decision that does not favor the interests of the working families of his district. Alan Harper will have to change more than his party affiliation in order to cast the votes the Republican super majority will demand of him.” Representative Ford is a Democrat from Gadsden and the Minority Leader of the State House of Representatives. He has served in the Alabama House of Representatives since 2000. In 2010, Representative Ford was elected House Minority Leader by the House Democratic Caucus.",needs_human_position_review,False
ALPERSON-ALAN-HARPER,ALAN HARPER,2010,Alabama Political Reporter,1301,Fight for Legislature&#8217;s Job Creation Package round up by bill,https://www.alreporter.com/2012/02/10/fight-for-legislatures-job-creation-package-round-up-by-bill/,post,discovered_needs_content_review,2012-02-10,True,taxes_budget,post_election," Department Office to be renamed and the Director of Development to the Department of Commerce and the Secretary of Commerce. The amendment will also authorize the Secretary of Commerce to employ people outside of the State Merit System. Specifically, this bill will create three additional assistant secretaries that would increase personnel costs by an estimated $140,350 per additional secretary. Rep. Patricia Todd (D-Birmingham), shared her opposition to the bill saying that since the hires would be made outside of the merit system that it would be left to the discretion of the director whom to hire. She called this a “slippery slope.” Rep. Alan Harper (D-Aliceville) ranking minority member of the Economic Development and Tourism Committee explained that the Economic Development Professional Office had lost 3-4 recruiters last year and he would like to see those people replaced. He also said, “The only way to increase the Education Trust Fund is to increase jobs.” BIR*: 89-0 Amendement: 92-0 Final 94-1 HB 144 Economic Development and Tourism Committee Number of amendments: 0 Sponsor: Rep. Bill Roberts (R-Jasper) This bill expands existing tax incentives to encourage new capital investments by companies in the coal mining industry. Add coal mining to list of other companies that that qualif … at the abatement was from sales taxes and non-educational taxes. Rep. England replied that it would effect the General Fund. Williams replied that it would not effect any existing tax collections. Naming off many of the departments financed from the General Fund, England expressed his concern that with the state of that fund and how this future lack of funding would impact it. Rep. Williams said that this bill contains no caps, that individual counties set the caps. England said that the caps should be set by the House. He went on to say that because of the loopholes in other incentive plans that the state of Alabama is “being fleeced.” Rep. Alan Harper (R-Aliceville) said that this bill is like the coal bill and that the sales and other taxes goes to the education fund not the general. Williams responded by saying this is only for new jobs. Rep. Harper said that site selection companies run searches on states for the best incentive packages for companies looking to move there location. He said that most of these are high-paying specialized jobs and that servicing these types of companies creates jobs especially since these are technology jobs. He said, “I would choose 70 cents for 30 cents any day.” Rep. James E. Buskey (D-Mobile) asked if the abatement under this bill is non-educational. ",needs_human_position_review,False
ALPERSON-ALAN-HARPER,ALAN HARPER,2010,Alabama Political Reporter,1301,Fight for Legislature&#8217;s Job Creation Package round up by bill,https://www.alreporter.com/2012/02/10/fight-for-legislatures-job-creation-package-round-up-by-bill/,post,discovered_needs_content_review,2012-02-10,True,business_economic_development,post_election," Department Office to be renamed and the Director of Development to the Department of Commerce and the Secretary of Commerce. The amendment will also authorize the Secretary of Commerce to employ people outside of the State Merit System. Specifically, this bill will create three additional assistant secretaries that would increase personnel costs by an estimated $140,350 per additional secretary. Rep. Patricia Todd (D-Birmingham), shared her opposition to the bill saying that since the hires would be made outside of the merit system that it would be left to the discretion of the director whom to hire. She called this a “slippery slope.” Rep. Alan Harper (D-Aliceville) ranking minority member of the Economic Development and Tourism Committee explained that the Economic Development Professional Office had lost 3-4 recruiters last year and he would like to see those people replaced. He also said, “The only way to increase the Education Trust Fund is to increase jobs.” BIR*: 89-0 Amendement: 92-0 Final 94-1 HB 144 Economic Development and Tourism Committee Number of amendments: 0 Sponsor: Rep. Bill Roberts (R-Jasper) This bill expands existing tax incentives to encourage new capital investments by companies in the coal mining industry. Add coal mining to list of other companies that that qualif … at the abatement was from sales taxes and non-educational taxes. Rep. England replied that it would effect the General Fund. Williams replied that it would not effect any existing tax collections. Naming off many of the departments financed from the General Fund, England expressed his concern that with the state of that fund and how this future lack of funding would impact it. Rep. Williams said that this bill contains no caps, that individual counties set the caps. England said that the caps should be set by the House. He went on to say that because of the loopholes in other incentive plans that the state of Alabama is “being fleeced.” Rep. Alan Harper (R-Aliceville) said that this bill is like the coal bill and that the sales and other taxes goes to the education fund not the general. Williams responded by saying this is only for new jobs. Rep. Harper said that site selection companies run searches on states for the best incentive packages for companies looking to move there location. He said that most of these are high-paying specialized jobs and that servicing these types of companies creates jobs especially since these are technology jobs. He said, “I would choose 70 cents for 30 cents any day.” Rep. James E. Buskey (D-Mobile) asked if the abatement under this bill is non-educational. ",needs_human_position_review,False
ALPERSON-ALAN-HARPER,ALAN HARPER,2010,Alabama Political Reporter,1326,Gadsden Times: Bentley&#8217;s budgets get icy reception,https://www.alreporter.com/2012/02/13/gadsden-times-bentleys-budgets-get-icy-reception/,post,discovered_needs_content_review,2012-02-13,True,taxes_budget,post_election,"Staff Report Two Republican legislators from North Alabama found themselves tossed off the House Rules Committee as the 2012 session of the Alabama Legislature began this week Todd Greeson of Ider and Elwyn Thomas of Oneonta claimed it was because their votes reflected their districts’ interests rather than the will of the GOP Caucus (whose supermajority grew when Rep. Alan Harper of Aliceville switched to the Republican Party — and claimed a spot on the Rules Committee). Maybe so, but the reaction to Republican Gov. Robert Bentley’s budget proposals show there’s no party lockstep in the relationship between the state’s executive and legislative branches. Facing a potential half-billion dollar shortfall in the General Fund in the next fiscal year, which could mean budget cuts of 25 percent or more for state agencies and programs, Bentley on Wednesday attempted to pull the trigger on an idea he’s toyed with for months — raiding the Education Trust Fund. Read More…",needs_human_position_review,False
ALPERSON-ALAN-HARPER,ALAN HARPER,2010,Alabama Political Reporter,1462,EXCLUSIVE Interview: Speaker of the House Mike Hubbard,https://www.alreporter.com/2012/02/28/speaker/,post,discovered_needs_content_review,2012-02-28,True,taxes_budget,post_election," to be honest with you. I wanted to be fairer. For instance, they had taken away Republican slots on the top three committees: the Ways & Means committees (two of them) and the Rules committee. I was the one that got kicked off Education Ways & Means. When we came into the leadership, I replaced the seats back on Education Ways & Means and General Fund Ways & Means, and Rules Committee. I placed the minority leader on Rules Committee and Education Ways & Means Committee. We have been fairer to them than they were to us. APR: Well that’s something I think is under reported. Because you just don’t see that every day. Speaker Hubbard: When Rep. Alan Harper switched parties a few weeks ago, he was in a white Democrat spot on Education Ways & Means, so I replaced him with a white Democrat. I’m trying to keep everything balanced and fair. I think you’ll see the bills we consider, they’re going to be fairly balanced. Now that doesn’t mean all other bills pass, but everybody is going to have the opportunity to have their bills heard. Having served in the minority for so long, I understand what it’s like to be in the minority and that probably helps me to understand the importance of the minority party. APR: Speaking of Rep. Alan Harper, one of the things you are noted for, is your ability to bring  … e you just don’t see that every day. Speaker Hubbard: When Rep. Alan Harper switched parties a few weeks ago, he was in a white Democrat spot on Education Ways & Means, so I replaced him with a white Democrat. I’m trying to keep everything balanced and fair. I think you’ll see the bills we consider, they’re going to be fairly balanced. Now that doesn’t mean all other bills pass, but everybody is going to have the opportunity to have their bills heard. Having served in the minority for so long, I understand what it’s like to be in the minority and that probably helps me to understand the importance of the minority party. APR: Speaking of Rep. Alan Harper, one of the things you are noted for, is your ability to bring money into the party. I don’t think that’s a secret that you have that ability and have had great success. In fundraising, you have a lot of conservative support around the state. You’ve supported a number of conservative legislators. Do you see any other Democrats that may be leaning towards the Republican party and thinking about switching sides? Speaker Hubbard: You never say never. But I will tell you, I think any Democrat who would be a true conservative we would like in the party, have probably already switched. We don’t want to take people just because they want to get re-",needs_human_position_review,False
ALPERSON-ALAN-HARPER,ALAN HARPER,2010,Alabama Political Reporter,1538,Chuck Malone Receiving Legislative Endorsements,https://www.alreporter.com/2012/03/06/chuck-malone-receiving-legislative-endorsements/,post,discovered_needs_content_review,2012-03-06,True,criminal_justice,post_election," economic times. He is doing a great job and he will continue to do a great job for the next six years.” Rep. Hill said, “Chuck Malone was a practicing attorney for more than 20 years with experience in criminal and civil court. He served as a Circuit Judge for ten years and his peers elected him twice as Presiding Judge.” “His legal experience combined with his administrative experience as Chief of Staff for Governor Bentley and as the sitting Chief Justice make him the best choice on election day.” Chief Justice Malone was also endorsed by Senator Gerald Allen (R) from Tuscaloosa, Representative Richard Baughn (R) from Lynn, Representative Alan Harper (R) from Aliceville, Representative John Merrill (R) from Tuscaloosa), Representative Bill Poole (R) from Northport, and Senator Greg Reed (R) from Jasper on Friday. Senator Allen said, “Chuck Malone is an outstanding Chief Justice. He has brought transparency and fiscally conservative budgeting principles back to the court system.” “That is exactly the type of quality, conservative leadership that the people of Alabama deserve. He is a hardworking, honest man who spends every day trying to do what is right for our state.” Representative Richard Baughn said, “Everyone you speak to that has a role in the court system is very impressed with th … Alabama deserve. He is a hardworking, honest man who spends every day trying to do what is right for our state.” Representative Richard Baughn said, “Everyone you speak to that has a role in the court system is very impressed with the job Chuck Malone is doing. When I talk to people who are working in the court system every day, the people in the trenches, they can’t say enough about the tremendous improvements Chief Justice Malone has made since he took over as the head of the courts.” “There are still a lot of challenges facing our judicial system and I am confident Chuck Malone is the man to face any challenge that arises.” Representative Alan Harper said, “This is a man who leads by example. Chuck Malone knew cuts had to be made in the court system and wasteful spending had to be eliminated.” “He could have made everyone else suffer through cuts, but he didn’t. He looked at his office first and cut wasteful spending in the office of the Chief Justice before he looked to make cuts elsewhere. That’s true leadership.” Representative John Merrill said, “I have known Chuck Malone for a very long time and he is one of the most ethical men I have ever known,” Merrill said. “He is always committed to doing the right thing and to upholding the law, not making it from the bench. He is a great man",needs_human_position_review,False
ALPERSON-ALAN-HARPER,ALAN HARPER,2010,Alabama Political Reporter,1812,House Pay Raises,https://www.alreporter.com/2012/04/06/house-pay-raises/,post,discovered_needs_content_review,2012-04-06,True,unclassified,post_election,"d Not Accepting Raise Representatives Mike Hubbard ($67,296), Alan Baker ($49,296), Michael Ball ($49,296), Jim Barton ($51,888), Richard Baughn ($49,296), Elaine Beech ($50,088), K.L. Brown ($49,296), Marvin Buttram ($49,296), Jim Carns ($50,088), Donny Chesteen ($50,088), Steven Clouse ($50,088), Terri Collins ($49,296), Randy Davis ($50,088), Paul DeMarco ($27,360), Edgar Drake ($50,088), Christopher England ($49,296), Allen Farley ($49,296), Teddy Faust ($50,088), Chad Fincher ($50,088), Blaine Galliher ($50,088), Victor Gaston ($49,296), Lynn Greer ($28,821.60), Dexter Grimsley ($49,296), Laura V. Hall ($49,296), Micky Hammon ($49,296), Alan Harper ($47,496), Ed Henry ($49,296), Mike Hill ($49,296), Alvin A. Holmes ($50,088), Joe Hubbard ($49,296), James Ison ($49,296), Ken Johnson ($49,296), Ronald G. Johnson ($49,296), Wayne Johnson ($49,296), Mike Jones ($49,296), John F. Knight Jr. ($49,296), Richard Laird ($50,088), Paul Lee ($50,088), Wes Long ($49,296), Julius K. Love Jr. ($49,296), Barry Mask ($49,296), Artis McCampbell ($49,296), Thad McClammy ($49,296), James H. McClendon ($49,296), Mary B. McClurkin ($47,496), Mac McCutcheon ($50,088), Stephen A. McMillan ($50,088), Dario Melton ($49,296), John Merrill ($49,296), Barry Moore ($49,296), Johnny Mack Morrow ($49,296), Becky Nor",needs_human_position_review,False
ALPERSON-ALAN-HARPER,ALAN HARPER,2010,Alabama Political Reporter,2543,"McClendon Entitled to His Own Opinion, Not His Own Facts",https://www.alreporter.com/2012/07/13/mcclendon-entitled-to-his-own-opinion-not-his-own-facts-house-minority-leader-craig-ford-i-was-troubled-though-not-surprised-to-read-several-factual-errors-and-misleading-statements-in-rep-jim-mcclend/,post,discovered_needs_content_review,2012-07-13,True,public_education,post_election,"abamians’ votes. By unnecessarily splitting counties, the McClendon plans diminish the influence voters in those counties will have on their representatives. Their representatives will have to balance their needs like a teacher who has to balance the needs of additional students in their class. The McClendon plan also diminishes the value of African American voters by packing them into minority-majority districts and taking them out of “influence districts.” An influence district is a district where African Americans may be a minority, but they make up a large enough percentage to influence the outcome of an election. Take, for example, Rep. Alan Harper’s district. Rep. Harper, who switched parties earlier this year, represents a district that has historically supported Democrats. Currently, his district is about 30 percent African American. But the McClendon redistricting plans reduce that number to a little over 18 percent, making it much more difficult for African Americans to have an impact in the next election. Rep. McClendon has a right to defend his redistricting plans. But he does not have the right to make up his own facts.",needs_human_position_review,False
ALPERSON-ALAN-HARPER,ALAN HARPER,2010,Alabama Political Reporter,4776,Beware infiltrators warns Hubbard,https://www.alreporter.com/2013/06/24/beware-infiltrators-warns-hubbard/,post,discovered_needs_content_review,2013-06-24,True,unclassified,post_election,"he left,” cautioned Diamond Mike. Hubbard raised the specter of “The Others,” coming to displace our kind. The “others” are the democrats, who will pretend they are republicans. But who is a real republican? Hubbard said he raised $10 million dollars to fight the insurgency but he needs the troops to beware of the dangers of donkeys in elephant suits. However, Hubbard forgot to mention that many of the incumbent republicans he is fighting to save were democrats just a few short years ago. Representatives like Steve Hurst, Lesley Vance, Mike Millican and Alan Boothe all became Republican shortly after the 2010 elections. Later, Representative Alan Harper switched to join the Republican ranks, as did Senator Jerry Fielding. Hubbard spent big buck to unseat liberal democrat Fielding only to find a few years later that Judge Jerry would gladly switch parties for a few plum assignments from the party elites. One more Obama democrat born again by Hubbard’s gospel of power and greed. If you go back just a few more years you’ll find that a large percentage of today’s GOP stalwarts where what Hubbard refers to as liberal democrats. By the way, where are all these liberal democrats Hubbard is protecting us from? What Hubbard really means by protecting GOP incumbents is he wants to persevere the super",needs_human_position_review,False
ALPERSON-ALAN-HARPER,ALAN HARPER,2010,Alabama Political Reporter,4777,Hubbard&#8217;s &#8220;real republican&#8221; incumbents include Obama donor and party switchers,https://www.alreporter.com/2013/06/24/hubbards-qreal-republicanq-incumbents-include-obama-donor-and-party-switchers/,post,discovered_needs_content_review,2013-06-24,True,unclassified,post_election,"use his PAC money to protect incumbents and defeat challengers. “We’re in the incumbent protection business right now,” said Hubbard. Hubbard says he wants to separate the real Republicans from the fake ones. But what about the so-called fake Republicans who are in his guarded supermajorities? In the incumbent pool are several party-switchers, who ran on Democratic principles and were elected to hold public office as Democrats. Representatives Steve Hurst (R-Munford), Lesley Vance (R-Phenix City), Mike Millican (R-Hamilton) and Alan Boothe (R-Troy) all switched into the Republican Party shortly after the 2010 elections. Later, Representative Alan Harper (R-Northport) switched to join the Republican ranks. In the senate, three men can be flagged and challenged as Hubbard’s “real republicans.” Senator Jerry Fielding (R-Sylacauga) switched to the Republican party after running as a Democrat. Senator Richard Laird (I-Roanoke) left the Democratic Party to hold office as an independent, but caucuses with the Republicans. Most interestingly, though, is Senator Tom Whatley (R-Auburn), who supported the Democrats long before he ever became a Republican. Whatley donated a significant amount of money–$2,300–to the Obama campaign in July, 2008. This donation occurred around the same time that Whatley a",needs_human_position_review,False
