party,candidate_cycles,people,mean,sd,minimum,p10,median,p90,maximum,common_support_low,common_support_high,inside_common_support
D,209,179,-0.21565479568834,0.38258305391378605,-1.50029495156629,-0.7000953169046994,-0.1658869377147641,0.21429135880874042,0.6187316192204533,0.154638089799197,0.6187316192204533,25
R,198,154,1.0019463148016003,0.23947442347612177,0.154638089799197,0.7251281214091155,1.038307783709215,1.2738046442021116,1.8051193946714343,0.154638089799197,0.6187316192204533,12
