sample,outcome,specification,term,coefficient,cluster_se,ci_low,ci_high,p_value
all,candidate_statewide_overperformance,common_plus_district_context,democratic_i,22.788822800247374,6.497641159693087,10.053446127248924,35.52419947324582,0.0005452152976886269
all,candidate_statewide_overperformance,common_plus_district_context,incumbent_i,6.138334856499688,2.4210295647835185,1.3931169095239913,10.883552803475384,0.011900975309935663
all,candidate_statewide_overperformance,common_plus_district_context,absolute_np_z,-3.8817707831040393,6.255636240555441,-16.142817814592703,8.379276248384626,0.5355327907134256
all,candidate_statewide_overperformance,common_plus_district_context,democratic_x_ideology,19.411568233938894,7.093366137378064,5.508570604677889,33.3145658631999,0.006697274594358356
all,candidate_statewide_overperformance,common_plus_district_context,nonwhite_share,-14.857430441595415,5.78811201933804,-26.202129999497974,-3.512730883692857,0.01090149489947797
all,candidate_statewide_overperformance,common_plus_district_context,white_college_share,9.95075009464578,6.212670450808524,-2.2260839889389263,22.127584178230485,0.11060951164305924
all,candidate_statewide_overperformance,common_plus_district_context,cycle_2002,8.748443732965686,2.3780412959306667,4.08748279294158,13.409404672989794,0.00029235141853553305
all,candidate_statewide_overperformance,common_plus_district_context,cycle_2006,10.794697434736884,2.7046887825244625,5.493507420988937,16.09588744848483,8.868097726585647e-05
all,candidate_statewide_overperformance,common_plus_district_context,cycle_2010,-5.328642378052674,2.6223298559610146,-10.468408895736262,-0.18887586036908566,0.043310678044199996
all,candidate_statewide_overperformance,common_plus_district_context,cycle_2014,-4.270777042864251,3.1357610402625995,-10.416868681778945,1.875314596050444,0.174555020078523
all,candidate_statewide_overperformance,common_plus_district_context,cycle_2018,-0.3290484999935025,3.3708819722453174,-6.935977165594325,6.2778801656073195,0.922323804080182
all,candidate_statewide_overperformance,common_plus_district_context,chamber_senate,2.386244046694082,1.5515354284207603,-0.6547653930106083,5.427253486398772,0.12543797621448374
all,candidate_statewide_overperformance,common_plus_context_finance,intercept,-2.986506776743356,5.779761645158252,-14.31483960125353,8.341826047766817,0.6059211017299216
all,candidate_statewide_overperformance,common_plus_context_finance,democratic_i,25.58561340050298,5.782378491972963,14.25215155623597,36.919075244769985,1.5815438504887193e-05
all,candidate_statewide_overperformance,common_plus_context_finance,incumbent_i,3.1965325778798075,2.355463071611511,-1.4201750424787534,7.813240198238368,0.17628034529435302
all,candidate_statewide_overperformance,common_plus_context_finance,absolute_np_z,-2.4612716515438864,5.615365399799653,-13.467387835151204,8.544844532063433,0.6616321731457466
all,candidate_statewide_overperformance,common_plus_context_finance,democratic_x_ideology,18.092644011752206,6.5215391619768335,5.310427254277613,30.8748607692268,0.006053600168156769
all,candidate_statewide_overperformance,common_plus_context_finance,nonwhite_share,-16.39204734433938,7.4257758343622955,-30.946567979689483,-1.837526708989282,0.028413856533811545
all,candidate_statewide_overperformance,common_plus_context_finance,white_college_share,8.277538039804407,6.699351878407864,-4.853191641875005,21.408267721483817,0.2180594873896767
all,candidate_statewide_overperformance,common_plus_context_finance,candidate_finance_advantage,2.453351069608704,0.6102141353251661,1.2573313643713786,3.64937077484603,8.212367113924056e-05
all,candidate_statewide_overperformance,common_plus_context_finance,cycle_2002,6.844450365673592,2.534343078654133,1.8771379315114913,11.811762799835693,0.007510158202450253
all,candidate_statewide_overperformance,common_plus_context_finance,cycle_2006,8.842412415681157,2.768236703484666,3.4166684768512114,14.268156354511103,0.0016278148209213571
all,candidate_statewide_overperformance,common_plus_context_finance,cycle_2010,-3.558528560344641,2.7919107209427945,-9.030673573392518,1.913616452703236,0.20392755609263613
all,candidate_statewide_overperformance,common_plus_context_finance,cycle_2014,-3.6004129048101037,3.309322962504203,-10.086685911318341,2.8858601016981336,0.2779153387747468
all,candidate_statewide_overperformance,common_plus_context_finance,cycle_2018,1.0875354063358602,3.4807576018403723,-5.73474949327127,7.90982030594299,0.7550284204344548
all,candidate_statewide_overperformance,common_plus_context_finance,chamber_senate,1.3342834289584644,1.673139463213803,-1.9450699189405896,4.613636776857518,0.42611748731885857
all,candidate_statewide_overperformance,common_cross_party_moderation,intercept,9.5588867275876,3.220866698256565,3.2459879990047327,15.871785456170468,0.00331927498217632
all,candidate_statewide_overperformance,common_cross_party_moderation,democratic_i,14.51093951142904,2.966600030612888,8.69640345142778,20.3254755714303,1.890932161178107e-06
all,candidate_statewide_overperformance,common_cross_party_moderation,incumbent_i,5.615317692926038,2.3918846270258385,0.9272238239553952,10.30341156189668,0.01974824511734688
all,candidate_statewide_overperformance,common_cross_party_moderation,cross_party_moderation,11.885872553827646,2.859682375947544,6.280895096970459,17.49085001068483,4.576569816519887e-05
all,candidate_statewide_overperformance,common_cross_party_moderation,nonwhite_share,-18.360516297449536,5.496391087980814,-29.13344282989193,-7.5875897650071416,0.0009770893349438472
all,candidate_statewide_overperformance,common_cross_party_moderation,white_college_share,10.859570400303841,6.17585419956003,-1.245103830833818,22.964244631441503,0.08002255253329349
all,candidate_statewide_overperformance,common_cross_party_moderation,cycle_2002,8.557875529622388,2.383625688305304,3.8859691805439915,13.229781878700784,0.00040444448985984394
all,candidate_statewide_overperformance,common_cross_party_moderation,cycle_2006,10.569110118794065,2.7499582992526297,5.179191852258911,15.95902838532922,0.0001574024760173886
all,candidate_statewide_overperformance,common_cross_party_moderation,cycle_2010,-4.62198476458297,2.5984386315445716,-9.71492448241033,0.47095495324439085,0.07661238961155639
all,candidate_statewide_overperformance,common_cross_party_moderation,cycle_2014,-3.566009626561186,3.106622954648585,-9.654990617672413,2.5229713645500405,0.25222382875531174
all,candidate_statewide_overperformance,common_cross_party_moderation,cycle_2018,0.6064195910075431,3.335515981132631,-5.9311917320124135,7.1440309140275,0.8558958542690329
all,candidate_statewide_overperformance,common_cross_party_moderation,chamber_senate,3.019800142576734,1.5058647274494052,0.06830527677589959,5.971295008377568,0.046106665759672955
all,candidate_statewide_overperformance,party_specific_cross_party_moderation,intercept,1.4306562192802519,6.454676417400666,-11.220509558825054,14.081821997385557,0.8247874964200602
all,candidate_statewide_overperformance,party_specific_cross_party_moderation,democratic_i,22.7888228002474,6.49764115969318,10.053446127248765,35.52419947324603,0.0005452152976887167
all,candidate_statewide_overperformance,party_specific_cross_party_moderation,incumbent_i,6.138334856499701,2.4210295647835216,1.3931169095239984,10.883552803475403,0.011900975309935589
all,candidate_statewide_overperformance,party_specific_cross_party_moderation,cross_party_moderation,3.881770783104034,6.255636240555533,-8.37927624838481,16.142817814592878,0.5355327907134322
all,candidate_statewide_overperformance,party_specific_cross_party_moderation,democratic_x_moderation,11.648026667730795,6.810515032666912,-1.700582796296354,24.996636131757946,0.08857063373595025
all,candidate_statewide_overperformance,party_specific_cross_party_moderation,nonwhite_share,-14.857430441595461,5.7881120193380164,-26.202129999497974,-3.5127308836929494,0.010901494899477414
all,candidate_statewide_overperformance,party_specific_cross_party_moderation,white_college_share,9.950750094645782,6.2126704508084885,-2.2260839889388553,22.12758417823042,0.11060951164305707
all,candidate_statewide_overperformance,party_specific_cross_party_moderation,cycle_2002,8.748443732965733,2.378041295930674,4.0874827929416115,13.409404672989854,0.000292351418535524
all,candidate_statewide_overperformance,party_specific_cross_party_moderation,cycle_2006,10.794697434736909,2.704688782524469,5.49350742098895,16.095887448484866,8.868097726585668e-05
all,candidate_statewide_overperformance,party_specific_cross_party_moderation,cycle_2010,-5.328642378052647,2.6223298559610266,-10.46840889573626,-0.18887586036903503,0.04331067804420199
all,candidate_statewide_overperformance,party_specific_cross_party_moderation,cycle_2014,-4.270777042864196,3.1357610402626115,-10.416868681778915,1.875314596050523,0.17455502007853013
all,candidate_statewide_overperformance,party_specific_cross_party_moderation,cycle_2018,-0.3290484999934715,3.3708819722453347,-6.935977165594328,6.277880165607384,0.9223238040801898
all,candidate_statewide_overperformance,party_specific_cross_party_moderation,chamber_senate,2.3862440466941095,1.5515354284207625,-0.6547653930105848,5.427253486398804,0.1254379762144798
all,candidate_statewide_overperformance,party_specific_moderation_plus_finance,intercept,-2.9865067767423454,5.779761645157848,-14.314839601251727,8.341826047767036,0.6059211017300183
all,candidate_statewide_overperformance,party_specific_moderation_plus_finance,democratic_i,25.585613400502016,5.782378491972586,14.252151556235749,36.91907524476828,1.5815438504879062e-05
all,candidate_statewide_overperformance,party_specific_moderation_plus_finance,incumbent_i,3.1965325778798506,2.355463071611507,-1.4201750424787023,7.813240198238404,0.17628034529434652
all,candidate_statewide_overperformance,party_specific_moderation_plus_finance,cross_party_moderation,2.4612716515447026,5.615365399799309,-8.544844532061942,13.467387835151348,0.6616321731456221
all,candidate_statewide_overperformance,party_specific_moderation_plus_finance,democratic_x_moderation,13.170100708663687,6.437270795704384,0.5530499490830945,25.787151468244282,0.04206715340463358
all,candidate_statewide_overperformance,party_specific_moderation_plus_finance,nonwhite_share,-16.39204734433932,7.42577583436233,-30.94656797968949,-1.837526708989154,0.02841385653381287
all,candidate_statewide_overperformance,party_specific_moderation_plus_finance,white_college_share,8.277538039804051,6.699351878407854,-4.853191641875343,21.408267721483448,0.21805948738969552
all,candidate_statewide_overperformance,party_specific_moderation_plus_finance,candidate_finance_advantage,2.453351069608748,0.610214135325165,1.2573313643714248,3.6493707748460715,8.212367113921454e-05
all,candidate_statewide_overperformance,party_specific_moderation_plus_finance,cycle_2002,6.844450365673518,2.5343430786541283,1.8771379315114265,11.81176279983561,0.007510158202450766
all,candidate_statewide_overperformance,party_specific_moderation_plus_finance,cycle_2006,8.842412415681068,2.7682367034846687,3.4166684768511173,14.268156354511017,0.0016278148209215469
all,candidate_statewide_overperformance,party_specific_moderation_plus_finance,cycle_2010,-3.5585285603447585,2.791910720942797,-9.03067357339264,1.9136164527031236,0.20392755609262161
all,candidate_statewide_overperformance,party_specific_moderation_plus_finance,cycle_2014,-3.600412904810244,3.3093229625041998,-10.086685911318476,2.885860101697987,0.2779153387747277
all,candidate_statewide_overperformance,party_specific_moderation_plus_finance,cycle_2018,1.0875354063357157,3.480757601840365,-5.7347494932714,7.909820305942832,0.7550284204344859
all,candidate_statewide_overperformance,party_specific_moderation_plus_finance,chamber_senate,1.334283428958506,1.6731394632138046,-1.9450699189405511,4.613636776857563,0.4261174873188446
all,candidate_statewide_overperformance,common_center_proximity,intercept,7.271638921815135,3.948656722763199,-0.46772825480073443,15.011006098431004,0.06684034162283237
all,candidate_statewide_overperformance,common_center_proximity,democratic_i,18.434077672370872,3.371854004820496,11.825243822922701,25.042911521819043,1.197826201911436e-07
all,candidate_statewide_overperformance,common_center_proximity,incumbent_i,5.888520661624083,2.410953236890491,1.163052317318721,10.613989005929445,0.015350740672425388
all,candidate_statewide_overperformance,common_center_proximity,center_proximity,8.213241438225513,3.7433451287029227,0.8762849859677848,15.55019789048324,0.029238738734572688
all,candidate_statewide_overperformance,common_center_proximity,nonwhite_share,-23.93772687806725,5.5335030921934205,-34.783392938766355,-13.092060817368145,2.2721372758930735e-05
all,candidate_statewide_overperformance,common_center_proximity,white_college_share,11.503994913731617,6.27541278495663,-0.7958141447833764,23.803803972246612,0.06807884039044651
all,candidate_statewide_overperformance,common_center_proximity,cycle_2002,8.697148496580738,2.400585009216324,3.992001878516742,13.402295114644733,0.00035909106059039194
all,candidate_statewide_overperformance,common_center_proximity,cycle_2006,10.73795892400687,2.765940118402044,5.316716291938865,16.159201556074876,0.00013558397669624232
all,candidate_statewide_overperformance,common_center_proximity,cycle_2010,-5.080544915662714,2.5753187218945963,-10.128169610576123,-0.032920220749305784,0.04972855629829009
all,candidate_statewide_overperformance,common_center_proximity,cycle_2014,-4.187993068235993,3.0989922136798977,-10.262017807048593,1.8860316705766058,0.17790512043094897
all,candidate_statewide_overperformance,common_center_proximity,cycle_2018,0.2801343912472657,3.3369450829562894,-6.260277971347061,6.820546753841593,0.9331703591642316
all,candidate_statewide_overperformance,common_center_proximity,chamber_senate,2.8976144080060733,1.6058838313841846,-0.2499179015069286,6.045146717519075,0.07249237876087801
all,candidate_statewide_overperformance,party_specific_center_proximity,intercept,2.389345991148775,6.606628235082853,-10.559645349613618,15.338337331911166,0.7179418691260386
all,candidate_statewide_overperformance,party_specific_center_proximity,democratic_i,23.953922494400658,6.7284628705275855,10.76613526816659,37.14170972063472,0.0004511192845606789
all,candidate_statewide_overperformance,party_specific_center_proximity,incumbent_i,6.234408748683221,2.4329353623123655,1.4658554385509852,11.002962058815458,0.011036044723414906
all,candidate_statewide_overperformance,party_specific_center_proximity,center_proximity,3.62368265694431,6.2884453998973715,-8.701670326854536,15.949035640743158,0.5650182647401281
all,candidate_statewide_overperformance,party_specific_center_proximity,democratic_x_center_proximity,8.49498609627831,7.294922547944433,-5.803062097692777,22.7930342902494,0.24543575188029954
all,candidate_statewide_overperformance,party_specific_center_proximity,nonwhite_share,-21.16300714792608,6.072694728334807,-33.0654888154623,-9.260525480389859,0.0005902043207823059
all,candidate_statewide_overperformance,party_specific_center_proximity,white_college_share,10.806505231498548,6.285627735164181,-1.5133251294232473,23.126335592420343,0.08692779081679572
all,candidate_statewide_overperformance,party_specific_center_proximity,cycle_2002,8.81012487858872,2.405316521473029,4.0957044965015825,13.524545260675858,0.0003102294141828368
all,candidate_statewide_overperformance,party_specific_center_proximity,cycle_2006,10.896788188076851,2.736092495497432,5.534046896901884,16.259529479251817,9.169729665579802e-05
all,candidate_statewide_overperformance,party_specific_center_proximity,cycle_2010,-5.656839661848267,2.633974031157165,-10.81942876291631,-0.4942505607802232,0.03279677105396455
all,candidate_statewide_overperformance,party_specific_center_proximity,cycle_2014,-4.757272009781731,3.174591027121586,-10.97947042294004,1.4649264033765768,0.13537458729055363
all,candidate_statewide_overperformance,party_specific_center_proximity,cycle_2018,-0.39871719743376877,3.371407940604443,-7.006676761018476,6.2092423661509395,0.9059623682615087
all,candidate_statewide_overperformance,party_specific_center_proximity,chamber_senate,2.7851204583054097,1.6336242507514904,-0.41678307316751173,5.987023989778331,0.08958038245343236
all,candidate_federal_overperformance,party_specific_incumbency,intercept,-12.715570310150582,3.314521283114233,-19.212032025054476,-6.219108595246686,0.00016374553101922238
all,candidate_federal_overperformance,party_specific_incumbency,democratic_i,48.99968787732193,3.367103447959211,42.400165119321876,55.59921063532199,6.214644514717411e-34
all,candidate_federal_overperformance,party_specific_incumbency,incumbent_i,15.781807445865251,4.904819853179813,6.168360533632818,25.395254358097684,0.0014903926558931914
all,candidate_federal_overperformance,party_specific_incumbency,democratic_x_incumbency,-19.027750459167947,6.305378675309599,-31.38629266277476,-6.669208255561134,0.002851449149707324
all,candidate_federal_overperformance,party_specific_incumbency,cycle_2002,0.8218966886133053,3.405730185986252,-5.853334475919748,7.49712785314636,0.8095290998004745
all,candidate_federal_overperformance,party_specific_incumbency,cycle_2006,12.558752812916465,5.4394772572218795,1.8973773887615817,23.22012823707135,0.021894928446966576
all,candidate_federal_overperformance,party_specific_incumbency,cycle_2010,-3.1581879461504463,3.763121417832943,-10.533905925103014,4.217530032802122,0.40225437561528843
all,candidate_federal_overperformance,party_specific_incumbency,cycle_2014,-3.8972768422525403,5.126741580748632,-13.94569034051986,6.151136656014779,0.44796858421654373
all,candidate_federal_overperformance,party_specific_incumbency,cycle_2018,-3.77783245651759,5.494478237411491,-14.547009801844112,6.991344888808932,0.4924585201177941
all,candidate_federal_overperformance,party_specific_incumbency,chamber_senate,-4.316673666895785,2.649697882271857,-9.510081516148624,0.8767341823570556,0.10473859747760703
all,candidate_federal_overperformance,party_specific_incumbency_plus_ideology,intercept,-13.794012315087572,7.635440481307753,-28.759475658450768,1.171451028275623,0.07221356507239877
all,candidate_federal_overperformance,party_specific_incumbency_plus_ideology,democratic_i,52.239581665759616,8.07994370425569,36.402892005418465,68.07627132610077,6.584079564303819e-10
all,candidate_federal_overperformance,party_specific_incumbency_plus_ideology,incumbent_i,14.840984758320435,4.94515013680381,5.148490490184967,24.5334790264559,0.0030047589668746387
all,candidate_federal_overperformance,party_specific_incumbency_plus_ideology,democratic_x_incumbency,-17.855439106832204,6.268001888185313,-30.140722807675417,-5.5701554059889915,0.004812559023910874
all,candidate_federal_overperformance,party_specific_incumbency_plus_ideology,absolute_np_z,0.3565195412687121,7.716457639095092,-14.767737431357666,15.48077651389509,0.9631913504056285
all,candidate_federal_overperformance,party_specific_incumbency_plus_ideology,democratic_x_ideology,13.240750680046155,8.998696325326522,-4.396694117593828,30.878195477686138,0.14262958178897195
all,candidate_federal_overperformance,party_specific_incumbency_plus_ideology,cycle_2002,1.0728392627328334,3.3765567960044884,-5.545212057435965,7.6908905829016305,0.750993965128818
all,candidate_federal_overperformance,party_specific_incumbency_plus_ideology,cycle_2006,12.902797926712886,5.323626145209583,2.4684906821021038,23.337105171323667,0.016183362328414073
all,candidate_federal_overperformance,party_specific_incumbency_plus_ideology,cycle_2010,-2.6339157395071613,3.8834911333531346,-10.245558360879304,4.9777268818649825,0.49834592826086455
all,candidate_federal_overperformance,party_specific_incumbency_plus_ideology,cycle_2014,-1.631534793407822,5.2041225798878,-11.831615049987908,8.568545463172265,0.7541957786090432
all,candidate_federal_overperformance,party_specific_incumbency_plus_ideology,cycle_2018,-2.338792500818602,5.598164287685172,-13.31119450468154,8.633609503044335,0.6765221832437996
all,candidate_federal_overperformance,party_specific_incumbency_plus_ideology,chamber_senate,-3.4907362029771343,2.65160147220377,-8.687875088496524,1.706402682542255,0.18940732355568607
all,candidate_federal_overperformance,party_specific_plus_ideology_context,intercept,-16.054409393562434,7.5612314961815,-30.874423126078174,-1.234395661046694,0.03486525328629672
all,candidate_federal_overperformance,party_specific_plus_ideology_context,democratic_i,52.663053925209056,8.186077690474493,36.61834165187905,68.70776619853906,7.864082959752626e-10
all,candidate_federal_overperformance,party_specific_plus_ideology_context,incumbent_i,13.773695199703694,5.002193596107518,3.969395751332959,23.57799464807443,0.006395380513333311
all,candidate_federal_overperformance,party_specific_plus_ideology_context,democratic_x_incumbency,-17.097000377877617,6.325460996485961,-29.494903930990098,-4.6990968247651335,0.007418164245280658
all,candidate_federal_overperformance,party_specific_plus_ideology_context,absolute_np_z,0.03729414304412515,7.787866859998088,-15.226924902552128,15.301513188640378,0.9961835447849938
all,candidate_federal_overperformance,party_specific_plus_ideology_context,democratic_x_ideology,13.447148694730222,10.173237121125453,-6.492396062675665,33.38669345213611,0.1876211462075578
all,candidate_federal_overperformance,party_specific_plus_ideology_context,nonwhite_share,-1.8756539193745603,10.34591138353861,-22.153640231110234,18.402332392361114,0.8563058647823052
all,candidate_federal_overperformance,party_specific_plus_ideology_context,white_college_share,15.57834417953119,12.6659635336475,-9.246944346417909,40.40363270548029,0.22005224848544144
all,candidate_federal_overperformance,party_specific_plus_ideology_context,cycle_2002,0.6773770300962088,3.378485323466436,-5.9444542038980055,7.2992082640904234,0.841279488751635
all,candidate_federal_overperformance,party_specific_plus_ideology_context,cycle_2006,12.76706655896162,5.394697063771849,2.193460313968796,23.340672803954444,0.018832340739244162
all,candidate_federal_overperformance,party_specific_plus_ideology_context,cycle_2010,-2.744646406382312,3.9456780732721803,-10.478175429995787,4.9888826172311616,0.4874184399442084
all,candidate_federal_overperformance,party_specific_plus_ideology_context,cycle_2014,-2.136693510304494,5.3841287590789975,-12.68958587809933,8.41619885749034,0.6918678153103783
all,candidate_federal_overperformance,party_specific_plus_ideology_context,cycle_2018,-3.2568501206129805,5.696311976968041,-14.421621595470342,7.90792135424438,0.5680850458980158
all,candidate_federal_overperformance,party_specific_plus_ideology_context,chamber_senate,-3.5011278432860813,2.6686039180559824,-8.731591522675807,1.729335836103644,0.19091650633281734
all,candidate_federal_overperformance,common_incumbency_absolute_ideology,intercept,-12.10198485126056,7.450642056127526,-26.705243281270512,2.501273578749389,0.10576608005606006
all,candidate_federal_overperformance,common_incumbency_absolute_ideology,democratic_i,48.90190522598784,7.69321619360244,33.823201486527054,63.980608965448624,1.1999396737186734e-09
all,candidate_federal_overperformance,common_incumbency_absolute_ideology,incumbent_i,6.578552166783124,3.9829949578175134,-1.2281179505392021,14.385222284105451,0.10005025945620374
all,candidate_federal_overperformance,common_incumbency_absolute_ideology,absolute_np_z,1.4112320944064223,7.653306315342582,-13.589248283665038,16.41171247247788,0.8538757292486142
all,candidate_federal_overperformance,common_incumbency_absolute_ideology,democratic_x_ideology,12.965079284215395,9.003132479424192,-4.6810603754560205,30.61121894388681,0.1512906674225885
all,candidate_federal_overperformance,common_incumbency_absolute_ideology,cycle_2002,1.20827418055068,3.3546661032100937,-5.366871381741104,7.783419742842463,0.7190649551329479
all,candidate_federal_overperformance,common_incumbency_absolute_ideology,cycle_2006,12.724369723513313,5.471581027069821,2.000070910456465,23.44866853657016,0.020966605205363538
all,candidate_federal_overperformance,common_incumbency_absolute_ideology,cycle_2010,-5.048142357399355,3.640528306539018,-12.183577838215829,2.08729312341712,0.16697106632378214
all,candidate_federal_overperformance,common_incumbency_absolute_ideology,cycle_2014,-2.2712932850503194,5.316271482872255,-12.691185391479937,8.148598821379299,0.6696323275941488
all,candidate_federal_overperformance,common_incumbency_absolute_ideology,cycle_2018,1.1919932328844096,5.560634927944265,-9.70685122588635,12.090837691655167,0.8304654538962433
all,candidate_federal_overperformance,common_incumbency_absolute_ideology,chamber_senate,-2.9319103122345007,2.7073614817104565,-8.238338816386996,2.3745181919179936,0.2800368619270125
all,candidate_federal_overperformance,common_plus_district_context,intercept,-14.840864749092782,7.403212605388937,-29.3511614556551,-0.3305680425304658,0.04624296573625442
all,candidate_federal_overperformance,common_plus_district_context,democratic_i,49.59574249244183,7.791983766397473,34.32345431030278,64.86803067458088,1.1454320429652728e-09
all,candidate_federal_overperformance,common_plus_district_context,incumbent_i,5.720189132738422,3.979368857167409,-2.0793738273096993,13.519752092786543,0.15202733343624877
all,candidate_federal_overperformance,common_plus_district_context,absolute_np_z,0.987898944320305,7.745486291549102,-14.193254187115935,16.169052075756547,0.8986270827335958
all,candidate_federal_overperformance,common_plus_district_context,democratic_x_ideology,13.124335235573913,10.231007743904778,-6.92843994247945,33.177110413627275,0.20093067936150158
all,candidate_federal_overperformance,common_plus_district_context,nonwhite_share,-2.530255221543639,10.440525456835845,-22.993685116941897,17.933174673854616,0.8087383211478845
all,candidate_federal_overperformance,common_plus_district_context,white_college_share,18.535828111440114,12.077760816830738,-5.136583089548132,42.20823931242836,0.12631242524245215
all,candidate_federal_overperformance,common_plus_district_context,cycle_2002,0.7378096808730181,3.358680680930527,-5.845204453750815,7.320823815496851,0.8263327486903169
all,candidate_federal_overperformance,common_plus_district_context,cycle_2006,12.574865982172657,5.534036161681916,1.7281551052761017,23.421576859069212,0.024049556494390854
all,candidate_federal_overperformance,common_plus_district_context,cycle_2010,-5.039031998818244,3.7109890764909275,-12.312570588740462,2.2345065911039743,0.17591593142006495
all,candidate_federal_overperformance,common_plus_district_context,cycle_2014,-2.791573193885738,5.450152306418795,-13.473871714466576,7.8907253266951,0.6090312815066085
all,candidate_federal_overperformance,common_plus_district_context,cycle_2018,-0.04167481646028204,5.687247477685448,-11.18867987272376,11.105330239803195,0.9941600734020037
all,candidate_federal_overperformance,common_plus_district_context,chamber_senate,-2.9705850154155486,2.7259817466809353,-8.313509238910182,2.372339208079085,0.2770405922533999
all,candidate_federal_overperformance,common_plus_context_finance,intercept,-24.495671432558012,6.4019790851193505,-37.043550439391936,-11.947792425724085,0.000176974327830702
all,candidate_federal_overperformance,common_plus_context_finance,democratic_i,57.61552206102792,6.738948416550379,44.40718316458918,70.82386095746666,4.232822006159162e-15
all,candidate_federal_overperformance,common_plus_context_finance,incumbent_i,3.0080927589477273,4.363151885395148,-5.543684936426763,11.559870454322217,0.49140205668650105
all,candidate_federal_overperformance,common_plus_context_finance,absolute_np_z,7.614409027164879,6.8453424905778215,-5.80246225436765,21.031280308697408,0.26740853575033546
all,candidate_federal_overperformance,common_plus_context_finance,democratic_x_ideology,9.434704792096735,9.916154657794605,-10.000958337180691,28.87036792137416,0.3425986382641093
all,candidate_federal_overperformance,common_plus_context_finance,nonwhite_share,-5.663931476849622,12.307835914947763,-29.787289870147237,18.459426916447992,0.6459123192605057
all,candidate_federal_overperformance,common_plus_context_finance,white_college_share,19.114341943408416,14.671222443342765,-9.641254045543405,47.86993793236024,0.1942209348529017
all,candidate_federal_overperformance,common_plus_context_finance,candidate_finance_advantage,2.8533669732484865,1.0758548129908043,0.7446915397865101,4.962042406710463,0.008680514742012877
all,candidate_federal_overperformance,common_plus_context_finance,cycle_2002,-0.9174143504153924,4.26281681388631,-9.27253530563256,7.437706604801776,0.8298344076926681
all,candidate_federal_overperformance,common_plus_context_finance,cycle_2006,9.597457846536473,5.982473697963083,-2.128190601471168,21.323106294544115,0.11033480802295863
all,candidate_federal_overperformance,common_plus_context_finance,cycle_2010,-3.5075949758237606,4.07331011960599,-11.491282810251501,4.47609285860398,0.390270749780244
all,candidate_federal_overperformance,common_plus_context_finance,cycle_2014,-1.5086344244377834,6.357907475523703,-13.970133076464242,10.952864227588675,0.8126942753078839
all,candidate_federal_overperformance,common_plus_context_finance,cycle_2018,1.3375943438263098,6.243142658994627,-10.89896526780316,13.574153955455778,0.830584180664432
all,candidate_federal_overperformance,common_plus_context_finance,chamber_senate,-5.645944012106263,3.015325017333858,-11.555981046080625,0.26409302186809924,0.06270167602404501
all,candidate_federal_overperformance,common_cross_party_moderation,intercept,-4.304492416649964,5.020463917122274,-14.14460169420962,5.535616860909691,0.3921756451863211
all,candidate_federal_overperformance,common_cross_party_moderation,democratic_i,38.872888876358914,5.06677197715881,28.942015801127646,48.80376195159018,5.656113853930995e-13
all,candidate_federal_overperformance,common_cross_party_moderation,incumbent_i,5.160311041624597,3.933379894006836,-2.5491135506288014,12.869735633877996,0.1909306138755529
all,candidate_federal_overperformance,common_cross_party_moderation,cross_party_moderation,9.511436921211573,4.965975283632228,-0.2218746347075946,19.24474847713074,0.05676622295693419
all,candidate_federal_overperformance,common_cross_party_moderation,nonwhite_share,-7.0158017169295945,10.05165840639676,-26.717052193467243,12.685448759608054,0.48594034055456126
all,candidate_federal_overperformance,common_cross_party_moderation,white_college_share,19.82704264102661,11.769463060271484,-3.241104957105499,42.895190239158715,0.09350006589275078
all,candidate_federal_overperformance,common_cross_party_moderation,cycle_2002,0.4824178177476559,3.349229367321942,-6.08207174220335,7.046907377698663,0.8856037818333427
all,candidate_federal_overperformance,common_cross_party_moderation,cycle_2006,12.043565736833205,5.612662215934482,1.0427477936016203,23.04438368006479,0.033000440533227544
all,candidate_federal_overperformance,common_cross_party_moderation,cycle_2010,-4.163995627918086,3.656548780232249,-11.330831237173294,3.0028399813371216,0.2560515498150529
all,candidate_federal_overperformance,common_cross_party_moderation,cycle_2014,-1.995942777903875,5.370427107276967,-12.521979908166731,8.53009435235898,0.7105128320332653
all,candidate_federal_overperformance,common_cross_party_moderation,cycle_2018,1.1090399796841037,5.568654771014238,-9.805523371503803,12.02360333087201,0.842325939449279
all,candidate_federal_overperformance,common_cross_party_moderation,chamber_senate,-2.0825815576988647,2.6839825646169806,-7.3431873843481466,3.178024268950417,0.4386353852462108
all,candidate_federal_overperformance,party_specific_cross_party_moderation,intercept,-14.840864749093058,7.403212605389123,-29.35116145565574,-0.33056804253037697,0.04624296573625578
all,candidate_federal_overperformance,party_specific_cross_party_moderation,democratic_i,49.5957424924422,7.79198376639771,34.32345431030269,64.8680306745817,1.145432042966187e-09
all,candidate_federal_overperformance,party_specific_cross_party_moderation,incumbent_i,5.720189132738412,3.9793688571674033,-2.0793738273096984,13.519752092786522,0.15202733343624897
all,candidate_federal_overperformance,party_specific_cross_party_moderation,cross_party_moderation,-0.9878989443206141,7.745486291549317,-16.169052075757275,14.193254187116047,0.8986270827335672
all,candidate_federal_overperformance,party_specific_cross_party_moderation,democratic_x_moderation,15.100133124214963,9.21982393263253,-2.970721783744793,33.17098803217472,0.10291477764099204
