sample,outcome,specification,term,coefficient,cluster_se,ci_low,ci_high,p_value
all,candidate_cmo,party_specific_plus_ideology_context,white_college_share,8.440544603373072,6.053397607098642,-3.4241147065402657,20.30520391328641,0.16456965176134578
all,candidate_cmo,party_specific_plus_ideology_context,cycle_2002,8.863567487098607,2.357440650676397,4.242983811772868,13.484151162424345,0.00021611928302090272
all,candidate_cmo,party_specific_plus_ideology_context,cycle_2006,10.865732354615258,2.692915937346447,5.5876171174162215,16.143847591814293,7.456157404797764e-05
all,candidate_cmo,party_specific_plus_ideology_context,cycle_2010,-3.731410142816097,2.6813732679538145,-8.986901748005574,1.5240814623733794,0.16539848203365734
all,candidate_cmo,party_specific_plus_ideology_context,cycle_2014,-3.2223700651417713,3.1559381497346717,-9.408008838621727,2.9632687083381852,0.30831300599533407
all,candidate_cmo,party_specific_plus_ideology_context,cycle_2018,-0.7003296275793826,3.4323272286735227,-7.4276909957794865,6.027031740620722,0.8385047981845208
all,candidate_cmo,party_specific_plus_ideology_context,chamber_senate,2.27361432308891,1.5419822068461344,-0.7486708023295132,5.295899448507333,0.14173315793216004
all,candidate_cmo,common_incumbency_absolute_ideology,intercept,3.2337137487549326,6.202955585246438,-8.924079198328087,15.39150669583795,0.6026511015646506
all,candidate_cmo,common_incumbency_absolute_ideology,democratic_i,16.32956480849713,6.294277755018642,3.9927804086605896,28.666349208333667,0.010091188192436885
all,candidate_cmo,common_incumbency_absolute_ideology,incumbent_i,5.4585803938462645,2.354180550864655,0.8443865141515401,10.07277427354099,0.02129813406382542
all,candidate_cmo,common_incumbency_absolute_ideology,absolute_np_z,-4.421272205271654,6.072196403978843,-16.322777157070185,7.4802327465268785,0.4672888034184045
all,candidate_cmo,common_incumbency_absolute_ideology,democratic_x_ideology,24.064939828289567,6.581814277571368,11.164583844249686,36.96529581232945,0.0003177409596252953
all,candidate_cmo,common_incumbency_absolute_ideology,cycle_2002,8.806229976322962,2.3523210279125726,4.19568076161432,13.416779191031605,0.00022967090514087557
all,candidate_cmo,common_incumbency_absolute_ideology,cycle_2006,10.701349495201129,2.6400792550528167,5.526794155297608,15.875904835104649,6.927137735382045e-05
all,candidate_cmo,common_incumbency_absolute_ideology,cycle_2010,-5.039691585314215,2.551342310577988,-10.040322514047073,-0.039060656581358266,0.04943927133058987
all,candidate_cmo,common_incumbency_absolute_ideology,cycle_2014,-4.51160728399341,2.996612347506807,-10.384967485106753,1.361752917119932,0.13356190375121912
all,candidate_cmo,common_incumbency_absolute_ideology,cycle_2018,-0.9985918516479276,3.2756140524568385,-7.418795394463331,5.421611691167476,0.760753634644606
all,candidate_cmo,common_incumbency_absolute_ideology,chamber_senate,2.4791305916415625,1.5860350613184306,-0.6294981285425614,5.587759311825686,0.1194160957574584
all,candidate_cmo,common_plus_district_context,intercept,3.459546824153351,6.356564616037712,-8.999319823280564,15.918413471587266,0.5868027544974636
all,candidate_cmo,common_plus_district_context,democratic_i,17.574522865418523,6.409424104233635,5.012051621120598,30.136994109716447,0.006591654419364158
all,candidate_cmo,common_plus_district_context,incumbent_i,4.853957016839908,2.394967574783301,0.15982057026463892,9.548093463415178,0.043854003482254614
all,candidate_cmo,common_plus_district_context,absolute_np_z,-4.168399360961388,6.1717657824886585,-16.265060294639156,7.928261572716382,0.5001072197527574
all,candidate_cmo,common_plus_district_context,democratic_x_ideology,19.680172198877735,6.992350320941741,5.975165569831923,33.385178827923546,0.0053119355148570375
all,candidate_cmo,common_plus_district_context,nonwhite_share,-14.003353827456161,5.711700715832021,-25.19828723048692,-2.8084204244254014,0.01497014245131814
all,candidate_cmo,common_plus_district_context,white_college_share,9.060897796582902,6.060945883052911,-2.8185561342008043,20.940351727366608,0.13630651819948394
all,candidate_cmo,common_plus_district_context,cycle_2002,8.872265957224439,2.353322333270786,4.2597541840136985,13.48477773043518,0.00020791479109408457
all,candidate_cmo,common_plus_district_context,cycle_2006,10.803815925684757,2.6979331076287294,5.515867034732448,16.091764816637067,8.4123135064996e-05
all,candidate_cmo,common_plus_district_context,cycle_2010,-4.275605216704159,2.58514901310638,-9.342497282392664,0.7912868489843454,0.09952176286928174
all,candidate_cmo,common_plus_district_context,cycle_2014,-3.4038860678550074,3.1132794403991584,-9.505913771037358,2.698141635327343,0.2753965122888707
all,candidate_cmo,common_plus_district_context,cycle_2018,-0.10630534612311271,3.321677729697761,-6.616793696330724,6.4041830040845,0.974497249728492
all,candidate_cmo,common_plus_district_context,chamber_senate,2.404090508534065,1.5199545021780858,-0.5750203157349829,5.383201332803113,0.11510749504173297
all,candidate_cmo,common_plus_context_finance,intercept,-0.9239714513301449,5.698810192396559,-12.0936394284274,10.24569652576711,0.8713631254048027
all,candidate_cmo,common_plus_context_finance,democratic_i,20.65819359051544,5.71360714481398,9.45952358668004,31.85686359435084,0.0003788291458751233
all,candidate_cmo,common_plus_context_finance,incumbent_i,2.015626695827933,2.3373158888329004,-2.5655124462845516,6.596765837940418,0.3895126927972684
all,candidate_cmo,common_plus_context_finance,absolute_np_z,-2.482882244823917,5.55264872266446,-13.36607374124626,8.400309251598424,0.6552462246739486
all,candidate_cmo,common_plus_context_finance,democratic_x_ideology,18.02629354129386,6.453138380455411,5.378142315601254,30.67444476698647,0.0057197175146191355
all,candidate_cmo,common_plus_context_finance,nonwhite_share,-15.456003070977346,7.331194158530037,-29.82514362169622,-1.0868625202584727,0.03624814603927914
all,candidate_cmo,common_plus_context_finance,white_college_share,7.255768570984573,6.542556926481931,-5.567643004920011,20.079180146889158,0.2687505181123906
all,candidate_cmo,common_plus_context_finance,candidate_finance_advantage,2.2226157502350423,0.5971584428207972,1.0521852023062799,3.3930462981638048,0.00025656130264632595
all,candidate_cmo,common_plus_context_finance,cycle_2002,6.92494345503767,2.5255769038730826,1.974812723446428,11.875074186628911,0.006659145210030158
all,candidate_cmo,common_plus_context_finance,cycle_2006,8.865556917679625,2.781488394034394,3.4138396653722127,14.317274169987037,0.00166520123713907
all,candidate_cmo,common_plus_context_finance,cycle_2010,-2.714597205200831,2.768667923326944,-8.141186334921642,2.711991924519979,0.3280325787870173
all,candidate_cmo,common_plus_context_finance,cycle_2014,-2.8475214639663995,3.3009293728087483,-9.317343034671547,3.6223001067387472,0.3893622134037429
all,candidate_cmo,common_plus_context_finance,cycle_2018,1.3918914909193547,3.4335765102048943,-5.337918469082238,8.121701450920947,0.6856318718675172
all,candidate_cmo,common_plus_context_finance,chamber_senate,1.3385303579832883,1.6504678895259943,-1.8963867054876604,4.573447421454237,0.418324611794062
all,candidate_cmo,common_cross_party_moderation,intercept,11.375184124155522,3.1571506193627803,5.187168910204473,17.56319933810657,0.0003861794062134243
all,candidate_cmo,common_cross_party_moderation,democratic_i,9.513146941216279,2.9273954035363725,3.775451950284989,15.25084193214757,0.0013297781486050085
all,candidate_cmo,common_cross_party_moderation,incumbent_i,4.344619324670166,2.365266089673072,-0.2913022110890555,8.980540860429388,0.06753499485359563
all,candidate_cmo,common_cross_party_moderation,cross_party_moderation,11.963154500422482,2.8151779463127715,6.445405725649449,17.480903275195516,3.1235816693182735e-05
all,candidate_cmo,common_cross_party_moderation,nonwhite_share,-17.414816757471293,5.4313730576528165,-28.060307950470815,-6.769325564471773,0.0015370886354604187
all,candidate_cmo,common_cross_party_moderation,white_college_share,9.945947981012779,6.015642669704562,-1.8447116516081614,21.73660761363372,0.09963635051251907
all,candidate_cmo,common_cross_party_moderation,cycle_2002,8.68668204975072,2.3596690120651194,4.0617307861030865,13.311633313398353,0.00028969226025464675
all,candidate_cmo,common_cross_party_moderation,cycle_2006,10.58412882765531,2.742311992360568,5.209197322628596,15.959060332682022,0.0001479293413099342
all,candidate_cmo,common_cross_party_moderation,cycle_2010,-3.587430175679644,2.561397236190861,-8.607768758613732,1.4329084072544434,0.16270050245237247
all,candidate_cmo,common_cross_party_moderation,cycle_2014,-2.7175517860438574,3.0817659431100775,-8.757813034539609,3.3227094624518947,0.3788047822810713
all,candidate_cmo,common_cross_party_moderation,cycle_2018,0.8046956529899946,3.2821286274824746,-5.628276456875656,7.2376677628556445,0.8065415187312086
all,candidate_cmo,common_cross_party_moderation,chamber_senate,3.0210759962225495,1.4762461896277839,0.12763346455209312,5.914518527893006,0.041858535870158774
all,candidate_cmo,party_specific_cross_party_moderation,intercept,3.4595468241533895,6.356564616037861,-8.999319823280818,15.918413471587598,0.5868027544974681
all,candidate_cmo,party_specific_cross_party_moderation,democratic_i,17.574522865418494,6.40942410423379,5.012051621120266,30.136994109716724,0.00659165441936554
all,candidate_cmo,party_specific_cross_party_moderation,incumbent_i,4.853957016839914,2.394967574783306,0.1598205702646336,9.548093463415194,0.043854003482254815
all,candidate_cmo,party_specific_cross_party_moderation,cross_party_moderation,4.168399360961422,6.171765782488779,-7.928261572716586,16.26506029463943,0.5001072197527622
all,candidate_cmo,party_specific_cross_party_moderation,democratic_x_moderation,11.343373476954907,6.712730971406133,-1.8135792270011137,24.50032618091093,0.09242730385910383
all,candidate_cmo,party_specific_cross_party_moderation,nonwhite_share,-14.003353827456202,5.711700715831984,-25.19828723048689,-2.8084204244255133,0.0149701424513172
all,candidate_cmo,party_specific_cross_party_moderation,white_college_share,9.0608977965829,6.060945883052909,-2.8185561342008025,20.940351727366604,0.13630651819948394
all,candidate_cmo,party_specific_cross_party_moderation,cycle_2002,8.87226595722448,2.3533223332707927,4.259754184013726,13.484777730435233,0.0002079147910940798
all,candidate_cmo,party_specific_cross_party_moderation,cycle_2006,10.803815925684775,2.697933107628738,5.515867034732449,16.091764816637102,8.412313506499781e-05
all,candidate_cmo,party_specific_cross_party_moderation,cycle_2010,-4.275605216704142,2.5851490131063923,-9.34249728239267,0.7912868489843863,0.09952176286928463
all,candidate_cmo,party_specific_cross_party_moderation,cycle_2014,-3.4038860678549563,3.113279440399169,-9.505913771037328,2.6981416353274152,0.27539651228887957
all,candidate_cmo,party_specific_cross_party_moderation,cycle_2018,-0.10630534612308729,3.32167772969778,-6.6167936963307366,6.404183004084562,0.9744972497284983
all,candidate_cmo,party_specific_cross_party_moderation,chamber_senate,2.4040905085340922,1.519954502178091,-0.575020315734966,5.38320133280315,0.11510749504173017
all,candidate_cmo,party_specific_moderation_plus_finance,intercept,-0.9239714513293007,5.698810192396234,-12.09363942842592,10.245696525767318,0.871363125404912
all,candidate_cmo,party_specific_moderation_plus_finance,democratic_i,20.658193590514664,5.713607144813669,9.459523586679872,31.856863594349456,0.00037882914587504014
all,candidate_cmo,party_specific_moderation_plus_finance,incumbent_i,2.0156266958279723,2.337315888832898,-2.565512446284508,6.596765837940453,0.389512692797259
all,candidate_cmo,party_specific_moderation_plus_finance,cross_party_moderation,2.4828822448245873,5.552648722664182,-8.40030925159721,13.366073741246385,0.6552462246738455
all,candidate_cmo,party_specific_moderation_plus_finance,democratic_x_moderation,13.060529051645409,6.351225197125319,0.6121276652797842,25.508930438011035,0.041037893825641096
all,candidate_cmo,party_specific_moderation_plus_finance,nonwhite_share,-15.45600307097727,7.331194158530071,-29.825143621696206,-1.0868625202583306,0.036248146039280935
all,candidate_cmo,party_specific_moderation_plus_finance,white_college_share,7.25576857098426,6.542556926481916,-5.5676430049202965,20.079180146888817,0.2687505181124102
all,candidate_cmo,party_specific_moderation_plus_finance,candidate_finance_advantage,2.2226157502350814,0.5971584428207959,1.0521852023063214,3.393046298163841,0.00025656130264625554
all,candidate_cmo,party_specific_moderation_plus_finance,cycle_2002,6.924943455037598,2.5255769038730804,1.9748127234463597,11.875074186628837,0.006659145210030656
all,candidate_cmo,party_specific_moderation_plus_finance,cycle_2006,8.865556917679552,2.7814883940343966,3.4138396653721346,14.31727416998697,0.0016652012371392304
all,candidate_cmo,party_specific_moderation_plus_finance,cycle_2010,-2.7145972052009335,2.768667923326943,-8.141186334921741,2.7119919245198747,0.32803257878699876
all,candidate_cmo,party_specific_moderation_plus_finance,cycle_2014,-2.8475214639665203,3.3009293728087488,-9.317343034671667,3.6223001067386273,0.3893622134037228
all,candidate_cmo,party_specific_moderation_plus_finance,cycle_2018,1.3918914909192317,3.4335765102048925,-5.337918469082357,8.12170145092082,0.6856318718675435
all,candidate_cmo,party_specific_moderation_plus_finance,chamber_senate,1.3385303579833163,1.6504678895259977,-1.896386705487639,4.573447421454272,0.41832461179405334
all,candidate_cmo,common_center_proximity,intercept,9.242533061037097,3.8755238262945393,1.6465063614998003,16.838559760574395,0.017904830230624082
all,candidate_cmo,common_center_proximity,democratic_i,13.30819100553288,3.3195098582818603,6.801951683300434,19.814430327765326,8.26061623941528e-05
all,candidate_cmo,common_center_proximity,incumbent_i,4.61017160589703,2.3834290205037028,-0.06134927429022774,9.281692486084287,0.05431867607673334
all,candidate_cmo,common_center_proximity,center_proximity,8.468481937401707,3.6829636881386234,1.2498731086500054,15.687090766153409,0.022389145533852683
all,candidate_cmo,common_center_proximity,nonwhite_share,-22.885193025405304,5.4623865573977834,-33.59147067790496,-12.178915372905648,3.996523550265962e-05
all,candidate_cmo,common_center_proximity,white_college_share,10.577123643394724,6.121057621621669,-1.4201492949837462,22.574396581773193,0.08534407939393078
all,candidate_cmo,common_center_proximity,cycle_2002,8.821285892466374,2.3771365910043896,4.16209817409777,13.480473610834977,0.00025956897641905846
all,candidate_cmo,common_center_proximity,cycle_2006,10.749837302482186,2.7588994640737887,5.342394352897561,16.157280252066812,0.00012834171177807425
all,candidate_cmo,common_center_proximity,cycle_2010,-4.0449133495081915,2.539378567201095,-9.022095341222338,0.9322686422059547,0.11257355441314332
all,candidate_cmo,common_center_proximity,cycle_2014,-3.335406429100331,3.073587253680532,-9.359637446314174,2.688824588113511,0.2789864308461037
all,candidate_cmo,common_center_proximity,cycle_2018,0.48373652342032036,3.279656101684508,-5.944389435881316,6.911862482721956,0.8828707967372178
all,candidate_cmo,common_center_proximity,chamber_senate,2.934861159984251,1.5758081235769221,-0.15372276222651626,6.023445082195018,0.06382624320466619
all,candidate_cmo,party_specific_center_proximity,intercept,4.4155753133778655,6.5013840633899225,-8.327137450866381,17.158288077622114,0.4977160755205081
all,candidate_cmo,party_specific_center_proximity,democratic_i,18.76547472610161,6.6323201860580765,5.766127161427779,31.764822290775438,0.005079345286139019
all,candidate_cmo,party_specific_center_proximity,incumbent_i,4.952139448745267,2.4064393220718143,0.2355183774845102,9.668760520006023,0.040739842651296494
all,candidate_cmo,party_specific_center_proximity,center_proximity,3.930940533752436,6.200020293683578,-8.221099241867377,16.08298030937225,0.5267029549563599
all,candidate_cmo,party_specific_center_proximity,democratic_x_center_proximity,8.398705185453,7.192529533216863,-5.698652699652051,22.49606307055805,0.2441481047780563
all,candidate_cmo,party_specific_center_proximity,nonwhite_share,-20.141921556612086,5.990586996461176,-31.88347206967599,-8.400371043548182,0.000906507604314263
all,candidate_cmo,party_specific_center_proximity,white_college_share,9.887539205635925,6.137964962881723,-2.1428721216122515,21.9179505328841,0.1085888701629498
all,candidate_cmo,party_specific_center_proximity,cycle_2002,8.932981816938794,2.38129245140815,4.265648612178819,13.60031502169877,0.00022314431098090844
all,candidate_cmo,party_specific_center_proximity,cycle_2006,10.906866419260918,2.729222765443334,5.557589798991984,16.256143039529853,8.687410132324668e-05
all,candidate_cmo,party_specific_center_proximity,cycle_2010,-4.614676456625983,2.5984561410401,-9.707650493064579,0.47829757981261345,0.07707816517070595
all,candidate_cmo,party_specific_center_proximity,cycle_2014,-3.8982332476661794,3.1502820909212077,-10.072786145871746,2.2763196505393877,0.21720274393248054
all,candidate_cmo,party_specific_center_proximity,cycle_2018,-0.187421062170818,3.3190305247891976,-6.692720890757646,6.317878766416009,0.9550179500826551
all,candidate_cmo,party_specific_center_proximity,chamber_senate,2.823642200003026,1.602565303471455,-0.3173857948010257,5.964670194807078,0.079417602951465
all,candidate_statewide_overperformance,party_specific_incumbency,intercept,-2.240897461588776,2.2502552405383143,-6.651397733043872,2.1696028098663196,0.3203828789469862
all,candidate_statewide_overperformance,party_specific_incumbency,democratic_i,22.34939255235967,2.1134908392525458,18.20695050742468,26.491834597294663,1.591700826843279e-21
all,candidate_statewide_overperformance,party_specific_incumbency,incumbent_i,10.010703919321355,2.978660554596457,4.172529232312299,15.848878606330409,0.0009110659315324217
all,candidate_statewide_overperformance,party_specific_incumbency,democratic_x_incumbency,-5.643755126750735,4.2106653149112105,-13.896659143976708,2.609148890475238,0.1814664456004964
all,candidate_statewide_overperformance,party_specific_incumbency,cycle_2002,8.413794201181426,2.4856712625173087,3.5418785266475012,13.285709875715352,0.0008381957874240404
all,candidate_statewide_overperformance,party_specific_incumbency,cycle_2006,10.229600950215598,2.7997728485206337,4.742046167115157,15.71715573331604,0.0003207397642148586
all,candidate_statewide_overperformance,party_specific_incumbency,cycle_2010,-6.5935055617934495,2.6581613130659707,-11.803501735402751,-1.3835093881841471,0.013843930686095839
all,candidate_statewide_overperformance,party_specific_incumbency,cycle_2014,-8.063229733743269,3.15510626756962,-14.247238018179724,-1.8792214493068133,0.011250661776134098
all,candidate_statewide_overperformance,party_specific_incumbency,cycle_2018,-4.326136213159671,3.5293789488634855,-11.243718952932102,2.59144652661276,0.22155735281231267
all,candidate_statewide_overperformance,party_specific_incumbency,chamber_senate,0.6898310211546249,1.7024820550357977,-2.6470338067155383,4.026695849024788,0.6857167820119665
all,candidate_statewide_overperformance,party_specific_incumbency_plus_ideology,intercept,0.7251234012609435,6.382265613351725,-11.784117200908437,13.234364003430326,0.9096426899641623
all,candidate_statewide_overperformance,party_specific_incumbency_plus_ideology,democratic_i,22.391185227139637,6.51951485584792,9.612936109677715,35.169434344601555,0.0007051536722301692
all,candidate_statewide_overperformance,party_specific_incumbency_plus_ideology,incumbent_i,8.662720673235352,2.9576947398818807,2.865638983066866,14.459802363403838,0.003747084648795814
all,candidate_statewide_overperformance,party_specific_incumbency_plus_ideology,democratic_x_incumbency,-4.209495829775287,4.118388747370951,-12.281537774622352,3.862546115071778,0.3078064303824321
all,candidate_statewide_overperformance,party_specific_incumbency_plus_ideology,absolute_np_z,-4.28889896662925,6.217733625953374,-16.475656873497865,7.897858940239364,0.4910309170639988
all,candidate_statewide_overperformance,party_specific_incumbency_plus_ideology,democratic_x_ideology,24.00581367507876,6.739507365986203,10.796379237745802,37.215248112411714,0.00044809436696520715
all,candidate_statewide_overperformance,party_specific_incumbency_plus_ideology,cycle_2002,8.657539352807435,2.3812293342354436,3.990329857705965,13.324748847908904,0.0003426357927444476
all,candidate_statewide_overperformance,party_specific_incumbency_plus_ideology,cycle_2006,10.742445875418602,2.6370252191301864,5.573876445923436,15.911015304913768,6.388033448967872e-05
all,candidate_statewide_overperformance,party_specific_incumbency_plus_ideology,cycle_2010,-5.522335733287849,2.7005738018974896,-10.81546038500693,-0.2292110815687698,0.04201577872165532
all,candidate_statewide_overperformance,party_specific_incumbency_plus_ideology,cycle_2014,-5.253381499706584,3.0640489597457523,-11.25891746080826,0.752154461395091,0.08779162024356234
all,candidate_statewide_overperformance,party_specific_incumbency_plus_ideology,cycle_2018,-1.9867644322379008,3.428574132129412,-8.706769731211548,4.733240866735747,0.5628425072502817
all,candidate_statewide_overperformance,party_specific_incumbency_plus_ideology,chamber_senate,2.313661470903091,1.6444117728344465,-0.909385603852424,5.536708545658605,0.16079372861045066
all,candidate_statewide_overperformance,party_specific_plus_ideology_context,intercept,1.0484053259706805,6.533834316406172,-11.757909934185417,13.854720586126778,0.8726624567857474
all,candidate_statewide_overperformance,party_specific_plus_ideology_context,democratic_i,23.656207769595024,6.637284841059796,10.647129481117824,36.665286058072226,0.00044457454589391166
all,candidate_statewide_overperformance,party_specific_plus_ideology_context,incumbent_i,7.943565490411695,3.0444073026731067,1.9765271771724056,13.910603803650984,0.009675053144436613
all,candidate_statewide_overperformance,party_specific_plus_ideology_context,democratic_x_incumbency,-4.002194743016106,4.056828302503093,-11.953578215922168,3.949188729889957,0.3249174104778656
all,candidate_statewide_overperformance,party_specific_plus_ideology_context,absolute_np_z,-4.004676700470527,6.3170937463913,-16.386180443397475,8.37682704245642,0.5267535698555789
all,candidate_statewide_overperformance,party_specific_plus_ideology_context,democratic_x_ideology,19.32978387539086,7.151914554747769,5.312031348085233,33.347536402696484,0.007394579362145465
all,candidate_statewide_overperformance,party_specific_plus_ideology_context,nonwhite_share,-14.874904523594942,5.795588160929207,-26.234257319016187,-3.515551728173696,0.010910541015157704
all,candidate_statewide_overperformance,party_specific_plus_ideology_context,white_college_share,9.27766261737368,6.208916793676898,-2.8918142982330384,21.4471395329804,0.13649342596409036
all,candidate_statewide_overperformance,party_specific_plus_ideology_context,cycle_2002,8.739005833109267,2.3821140848457207,4.070062226811655,13.407949439406881,0.00030363887971467546
all,candidate_statewide_overperformance,party_specific_plus_ideology_context,cycle_2006,10.86187718557349,2.698364045174958,5.573083657030573,16.15067071411641,7.745052812798817e-05
all,candidate_statewide_overperformance,party_specific_plus_ideology_context,cycle_2010,-4.738186983550765,2.7208345300055603,-10.071022662361663,0.5946486952601333,0.08295414797221991
all,candidate_statewide_overperformance,party_specific_plus_ideology_context,cycle_2014,-4.073830932667567,3.1814200729852313,-10.30941427571862,2.161752410383486,0.2016679837720108
all,candidate_statewide_overperformance,party_specific_plus_ideology_context,cycle_2018,-0.9735689270988799,3.474765176191772,-7.784108672434752,5.836970818236993,0.7795914173105023
all,candidate_statewide_overperformance,party_specific_plus_ideology_context,chamber_senate,2.244676488943692,1.573766977752214,-0.8399067874506478,5.329259765338032,0.1551472615701884
all,candidate_statewide_overperformance,common_incumbency_absolute_ideology,intercept,1.247084232251268,6.296123449108122,-11.09331772800065,13.587486192503187,0.8431654098200688
all,candidate_statewide_overperformance,common_incumbency_absolute_ideology,democratic_i,21.456852832943902,6.3795675123104205,8.952900508815478,33.96080515707233,0.0009030454420589176
all,candidate_statewide_overperformance,common_incumbency_absolute_ideology,incumbent_i,6.794503294953885,2.378928282651767,2.1318038609564214,11.457202728951348,0.0046845245639162494
all,candidate_statewide_overperformance,common_incumbency_absolute_ideology,absolute_np_z,-4.141933170962818,6.154716555732372,-16.205177620198267,7.92131127827263,0.5016485592065254
all,candidate_statewide_overperformance,common_incumbency_absolute_ideology,democratic_x_ideology,24.044101638150906,6.678034641760843,10.955153740299654,37.13304953600216,0.0003897296193265216
all,candidate_statewide_overperformance,common_incumbency_absolute_ideology,cycle_2002,8.68792274316734,2.3764225399829555,4.030134564800747,13.345710921533932,0.0003182028308865031
all,candidate_statewide_overperformance,common_incumbency_absolute_ideology,cycle_2006,10.69837360740374,2.645172704506493,5.513835106571014,15.882912108236466,7.17804209954583e-05
all,candidate_statewide_overperformance,common_incumbency_absolute_ideology,cycle_2010,-6.13665090704897,2.590106945825798,-11.213260520867534,-1.0600412932304053,0.018657803100939452
all,candidate_statewide_overperformance,common_incumbency_absolute_ideology,cycle_2014,-5.434587812455488,3.0172390987412157,-11.348376445988272,0.47920082107729467,0.07299594591367556
all,candidate_statewide_overperformance,common_incumbency_absolute_ideology,cycle_2018,-1.2476130646552712,3.335292174283337,-7.784785726250611,5.2895595969400695,0.7087042556268099
all,candidate_statewide_overperformance,common_incumbency_absolute_ideology,chamber_senate,2.468855318670609,1.6245116812651155,-0.7151875766090172,5.652898213950236,0.1299587483016845
all,candidate_statewide_overperformance,common_plus_district_context,intercept,1.4306562192802583,6.454676417400576,-11.22050955882487,14.081821997385388,0.824787496420057
