person_id,candidate,election_cycle,chamber,district,best_cmo,issue,issue_label,documented,stance_code,stance_label,position_summary,evidence_date,temporal_status,confidence,source_url,sponsored_bills_pre,sponsored_bills_post,attributed_amendments_pre,attributed_amendments_post
ALPERSON-ALAN-HARPER,Alan Harper,2010,house,61,24.05857612987002,abortion,Abortion,True,rollcall_support,Voted Yea,affirms a constitutional commitment to the right to life of unborn children,2017-03-16,post_election,high,https://legiscan.com/AL/bill/HB98/2017,0,0,0,0
ALPERSON-ALAN-HARPER,Alan Harper,2010,house,61,24.05857612987002,abortion,Abortion,True,rollcall_support,Voted Yea,prohibits dilation-and-evacuation abortions except for serious maternal health risk,2016-05-04,post_election,high,https://legiscan.com/AL/bill/SB363/2016,0,0,0,0
ALPERSON-ALAN-HARPER,Alan Harper,2010,house,61,24.05857612987002,abortion,Abortion,True,rollcall_support,Voted Yea,regulates disposition and use of fetal remains and creates criminal penalties,2016-02-17,post_election,high,https://legiscan.com/AL/bill/HB45/2016,0,0,0,0
ALPERSON-ALAN-HARPER,Alan Harper,2010,house,61,24.05857612987002,abortion,Abortion,True,rollcall_support,Voted Yea,requires specified ultrasound information and penalties for violations,2016-03-03,post_election,high,https://legiscan.com/AL/bill/HB183/2016,0,0,0,0
ALPERSON-ALAN-HARPER,Alan Harper,2010,house,61,24.05857612987002,anti_esg_governance,Anti-ESG governance,False,,,,,,,,0,0,0,0
ALPERSON-ALAN-HARPER,Alan Harper,2010,house,61,24.05857612987002,assisted_dying,Assisted dying,True,rollcall_support,Voted Yea,prohibits deliberately providing aid in dying and establishes civil and criminal penalties,2017-03-16,post_election,high,https://legiscan.com/AL/bill/HB96/2017,0,0,0,0
ALPERSON-ALAN-HARPER,Alan Harper,2010,house,61,24.05857612987002,business_economic_development,Jobs / economic development,True,support_jobs_and_business,,"When announcing his 2012 party switch, identified business support and bringing new jobs to his west Alabama district as continuing top priorities.",2012-02-07,post_election,high,https://yellowhammernews.com/rep-alan-harper-of-aliceville-announces-switch-to-alabama-gop/,0,6,0,0
ALPERSON-ALAN-HARPER,Alan Harper,2010,house,61,24.05857612987002,business_economic_development,Jobs / economic development,True,rollcall_support,Voted Yea,extends claim periods and permits carryforwards for capital tax credits tied to qualifying projects,2012-04-24,post_election,high,https://legiscan.com/AL/bill/HB140/2012,0,6,0,0
ALPERSON-ALAN-HARPER,Alan Harper,2010,house,61,24.05857612987002,business_economic_development,Jobs / economic development,True,rollcall_support,Voted Yea,supports and constitutionally validates a discretionary program allowing approved companies to retain a portion of employee income-tax withholding for qualifying job-creation and retention projects,2012-02-16,post_election,high,https://legiscan.com/AL/bill/HB159/2012,0,6,0,0
ALPERSON-ALAN-HARPER,Alan Harper,2010,house,61,24.05857612987002,business_economic_development,Jobs / economic development,True,rollcall_support,Voted Yea,supports discretionary and transferable tariff tax credits for industrial projects investing at least $100 million and creating at least 100 qualifying jobs,2011-06-02,post_election,high,https://legiscan.com/AL/bill/SB477/2011,0,6,0,0
