person_id,candidate,election_cycle,issue,activity_timing,sponsorship_role,bill_count,weighted_priority,enacted_count,source_count
ALPERSON-CRAIG-FORD,Craig Ford,2014,public_education,pre_or_during_election,cosponsor,5,0.0708216799488548,2,5
ALPERSON-CRAIG-FORD,Craig Ford,2014,public_education,pre_or_during_election,joint_sponsor,15,3.976831501831502,9,15
ALPERSON-CRAIG-FORD,Craig Ford,2014,public_education,pre_or_during_election,primary_sponsor,1,1.0,0,1
ALPERSON-CRAIG-FORD,Craig Ford,2014,public_employee_benefits,post_election,primary_sponsor,3,3.0,0,3
ALPERSON-CRAIG-FORD,Craig Ford,2014,public_employee_benefits,pre_or_during_election,cosponsor,1,0.027777777777777776,0,1
ALPERSON-CRAIG-FORD,Craig Ford,2014,public_employee_benefits,pre_or_during_election,primary_sponsor,1,1.0,0,1
ALPERSON-CRAIG-FORD,Craig Ford,2014,racial_civil_rights,post_election,primary_sponsor,1,1.0,0,1
ALPERSON-CRAIG-FORD,Craig Ford,2014,rural_hunting,pre_or_during_election,joint_sponsor,4,2.5285714285714285,4,4
ALPERSON-CRAIG-FORD,Craig Ford,2014,taxes_budget,post_election,primary_sponsor,10,10.0,3,10
ALPERSON-CRAIG-FORD,Craig Ford,2014,taxes_budget,pre_or_during_election,cosponsor,3,0.05863095238095238,0,3
ALPERSON-CRAIG-FORD,Craig Ford,2014,taxes_budget,pre_or_during_election,joint_sponsor,16,7.016117216117216,4,16
ALPERSON-CRAIG-FORD,Craig Ford,2014,taxes_budget,pre_or_during_election,primary_sponsor,3,3.0,0,3
ALPERSON-CRAIG-FORD,Craig Ford,2014,unclassified,post_election,primary_sponsor,165,165.0,147,165
ALPERSON-CRAIG-FORD,Craig Ford,2014,unclassified,pre_or_during_election,cosponsor,61,0.2917294161984862,44,61
ALPERSON-CRAIG-FORD,Craig Ford,2014,unclassified,pre_or_during_election,joint_sponsor,627,287.57517144780695,575,627
ALPERSON-CRAIG-FORD,Craig Ford,2014,unclassified,pre_or_during_election,primary_sponsor,81,81.0,66,81
ALPERSON-DAVID-COACH-BURKETTE,"David ""Coach"" Burkette",2018,criminal_justice,post_election,primary_sponsor,1,1.0,0,1
ALPERSON-DAVID-COACH-BURKETTE,"David ""Coach"" Burkette",2018,infrastructure_energy,post_election,primary_sponsor,1,1.0,0,1
ALPERSON-DAVID-COACH-BURKETTE,"David ""Coach"" Burkette",2018,taxes_budget,post_election,primary_sponsor,3,3.0,1,3
ALPERSON-DAVID-COACH-BURKETTE,"David ""Coach"" Burkette",2018,unclassified,post_election,primary_sponsor,6,6.0,1,6
ALPERSON-HENRY-A-WHITE,Henry A. White,2014,criminal_justice,pre_or_during_election,joint_sponsor,6,0.2487062937062937,3,6
ALPERSON-HENRY-A-WHITE,Henry A. White,2014,environment,pre_or_during_election,joint_sponsor,3,0.08961538461538462,1,3
ALPERSON-HENRY-A-WHITE,Henry A. White,2014,immigration,pre_or_during_election,joint_sponsor,2,0.0502828409805154,0,2
ALPERSON-HENRY-A-WHITE,Henry A. White,2014,infrastructure_energy,pre_or_during_election,joint_sponsor,3,0.07805429864253394,2,3
ALPERSON-HENRY-A-WHITE,Henry A. White,2014,public_education,pre_or_during_election,joint_sponsor,8,0.17841880341880342,7,8
ALPERSON-HENRY-A-WHITE,Henry A. White,2014,taxes_budget,pre_or_during_election,joint_sponsor,3,0.4125650260104042,1,3
ALPERSON-HENRY-A-WHITE,Henry A. White,2014,unclassified,pre_or_during_election,joint_sponsor,272,12.612382233017895,259,272
ALPERSON-JAMES-C-FIELDS-JR,James C. Fields Jr.,2010,business_economic_development,pre_or_during_election,joint_sponsor,1,0.3333333333333333,1,1
ALPERSON-JAMES-C-FIELDS-JR,James C. Fields Jr.,2010,criminal_justice,pre_or_during_election,joint_sponsor,6,1.067797202797203,2,6
ALPERSON-JAMES-C-FIELDS-JR,James C. Fields Jr.,2010,environment,pre_or_during_election,joint_sponsor,1,0.009615384615384616,1,1
ALPERSON-JAMES-C-FIELDS-JR,James C. Fields Jr.,2010,health_social_services,pre_or_during_election,joint_sponsor,1,0.045454545454545456,0,1
ALPERSON-JAMES-C-FIELDS-JR,James C. Fields Jr.,2010,healthcare_medicaid,pre_or_during_election,joint_sponsor,3,0.4074074074074074,0,3
ALPERSON-JAMES-C-FIELDS-JR,James C. Fields Jr.,2010,immigration,pre_or_during_election,joint_sponsor,1,0.02702702702702703,0,1
ALPERSON-JAMES-C-FIELDS-JR,James C. Fields Jr.,2010,infrastructure_energy,pre_or_during_election,joint_sponsor,2,0.019230769230769232,2,2
ALPERSON-JAMES-C-FIELDS-JR,James C. Fields Jr.,2010,public_education,pre_or_during_election,joint_sponsor,12,0.4118455074337427,10,12
ALPERSON-JAMES-C-FIELDS-JR,James C. Fields Jr.,2010,public_employee_benefits,pre_or_during_election,joint_sponsor,1,0.07142857142857142,0,1
ALPERSON-JAMES-C-FIELDS-JR,James C. Fields Jr.,2010,public_private_partnerships,pre_or_during_election,joint_sponsor,1,0.047619047619047616,1,1
ALPERSON-JAMES-C-FIELDS-JR,James C. Fields Jr.,2010,rural_hunting,pre_or_during_election,joint_sponsor,2,0.0754985754985755,0,2
ALPERSON-JAMES-C-FIELDS-JR,James C. Fields Jr.,2010,taxes_budget,pre_or_during_election,joint_sponsor,13,1.347641061086439,10,13
