person_id,candidate,election_cycle,issue,activity_timing,sponsorship_role,bill_count,weighted_priority,enacted_count,source_count
ALPERSON-ALAN-HARPER,Alan Harper,2010,abortion,post_election,cosponsor,1,0.009615384615384616,0,1
ALPERSON-ALAN-HARPER,Alan Harper,2010,business_economic_development,post_election,cosponsor,1,0.0625,0,1
ALPERSON-ALAN-HARPER,Alan Harper,2010,business_economic_development,post_election,joint_sponsor,6,1.9507326007326007,0,6
ALPERSON-ALAN-HARPER,Alan Harper,2010,criminal_justice,post_election,cosponsor,8,0.11808803941156881,0,8
ALPERSON-ALAN-HARPER,Alan Harper,2010,criminal_justice,post_election,joint_sponsor,3,1.0473790322580645,2,3
ALPERSON-ALAN-HARPER,Alan Harper,2010,criminal_justice,post_election,primary_sponsor,1,1.0,0,1
ALPERSON-ALAN-HARPER,Alan Harper,2010,criminal_justice,pre_or_during_election,joint_sponsor,7,1.992039627039627,5,7
ALPERSON-ALAN-HARPER,Alan Harper,2010,environment,post_election,cosponsor,1,0.011904761904761904,1,1
ALPERSON-ALAN-HARPER,Alan Harper,2010,environment,post_election,joint_sponsor,1,0.05,1,1
ALPERSON-ALAN-HARPER,Alan Harper,2010,environment,pre_or_during_election,joint_sponsor,2,0.12072649572649571,1,2
ALPERSON-ALAN-HARPER,Alan Harper,2010,ethics_government,post_election,joint_sponsor,3,0.15000000000000002,0,3
ALPERSON-ALAN-HARPER,Alan Harper,2010,gambling,post_election,primary_sponsor,2,2.0,0,2
ALPERSON-ALAN-HARPER,Alan Harper,2010,guns,post_election,cosponsor,1,0.011363636363636364,0,1
ALPERSON-ALAN-HARPER,Alan Harper,2010,guns,post_election,joint_sponsor,2,1.0196078431372548,1,2
ALPERSON-ALAN-HARPER,Alan Harper,2010,guns,post_election,primary_sponsor,1,1.0,0,1
ALPERSON-ALAN-HARPER,Alan Harper,2010,health_social_services,post_election,cosponsor,3,0.027888257575757577,0,3
ALPERSON-ALAN-HARPER,Alan Harper,2010,health_social_services,pre_or_during_election,joint_sponsor,2,0.5454545454545454,0,2
ALPERSON-ALAN-HARPER,Alan Harper,2010,healthcare_medicaid,post_election,cosponsor,2,0.03333333333333333,0,2
ALPERSON-ALAN-HARPER,Alan Harper,2010,healthcare_medicaid,post_election,joint_sponsor,1,0.0196078431372549,0,1
ALPERSON-ALAN-HARPER,Alan Harper,2010,infrastructure_energy,post_election,cosponsor,5,0.08931966726084373,3,5
ALPERSON-ALAN-HARPER,Alan Harper,2010,infrastructure_energy,post_election,joint_sponsor,1,0.009523809523809525,0,1
ALPERSON-ALAN-HARPER,Alan Harper,2010,infrastructure_energy,pre_or_during_election,joint_sponsor,3,0.13034188034188032,2,3
ALPERSON-ALAN-HARPER,Alan Harper,2010,public_education,post_election,cosponsor,8,0.27304256204778565,5,8
ALPERSON-ALAN-HARPER,Alan Harper,2010,public_education,post_election,joint_sponsor,5,0.33197152310055533,4,5
ALPERSON-ALAN-HARPER,Alan Harper,2010,public_education,pre_or_during_election,joint_sponsor,10,0.4594645550527903,9,10
ALPERSON-ALAN-HARPER,Alan Harper,2010,public_private_partnerships,pre_or_during_election,joint_sponsor,1,0.047619047619047616,1,1
ALPERSON-ALAN-HARPER,Alan Harper,2010,rural_hunting,post_election,cosponsor,2,0.017223910840932118,1,2
ALPERSON-ALAN-HARPER,Alan Harper,2010,rural_hunting,pre_or_during_election,joint_sponsor,2,0.0754985754985755,0,2
ALPERSON-ALAN-HARPER,Alan Harper,2010,taxes_budget,post_election,cosponsor,7,0.23245310245310247,3,7
ALPERSON-ALAN-HARPER,Alan Harper,2010,taxes_budget,post_election,joint_sponsor,7,0.7104707349388201,0,7
ALPERSON-ALAN-HARPER,Alan Harper,2010,taxes_budget,post_election,primary_sponsor,2,2.0,2,2
ALPERSON-ALAN-HARPER,Alan Harper,2010,taxes_budget,pre_or_during_election,joint_sponsor,7,1.1948309626881055,1,7
ALPERSON-ALAN-HARPER,Alan Harper,2010,unclassified,post_election,cosponsor,99,2.270977204864434,59,99
ALPERSON-ALAN-HARPER,Alan Harper,2010,unclassified,post_election,joint_sponsor,120,11.597013731529678,92,120
ALPERSON-ALAN-HARPER,Alan Harper,2010,unclassified,post_election,primary_sponsor,16,16.0,11,16
ALPERSON-ALAN-HARPER,Alan Harper,2010,unclassified,pre_or_during_election,joint_sponsor,247,7.867385450521112,234,247
ALPERSON-ANTHONY-DANIELS,Anthony Daniels,2014,abortion,post_election,primary_sponsor,2,2.0,0,2
ALPERSON-ANTHONY-DANIELS,Anthony Daniels,2014,business_economic_development,post_election,primary_sponsor,1,1.0,1,1
ALPERSON-ANTHONY-DANIELS,Anthony Daniels,2014,criminal_justice,post_election,cosponsor,5,0.2835714285714286,2,5
ALPERSON-ANTHONY-DANIELS,Anthony Daniels,2014,criminal_justice,post_election,primary_sponsor,1,1.0,1,1
ALPERSON-ANTHONY-DANIELS,Anthony Daniels,2014,healthcare_medicaid,post_election,cosponsor,2,0.025657894736842105,0,2
ALPERSON-ANTHONY-DANIELS,Anthony Daniels,2014,healthcare_medicaid,post_election,primary_sponsor,3,3.0,0,3
ALPERSON-ANTHONY-DANIELS,Anthony Daniels,2014,public_education,post_election,cosponsor,2,0.005,2,2
ALPERSON-ANTHONY-DANIELS,Anthony Daniels,2014,rural_hunting,post_election,primary_sponsor,1,1.0,0,1
ALPERSON-ANTHONY-DANIELS,Anthony Daniels,2014,taxes_budget,post_election,cosponsor,4,0.059687019969278034,1,4
ALPERSON-ANTHONY-DANIELS,Anthony Daniels,2014,taxes_budget,post_election,primary_sponsor,16,16.0,5,16
ALPERSON-ANTHONY-DANIELS,Anthony Daniels,2014,unclassified,post_election,cosponsor,38,1.5096080634753164,26,38
ALPERSON-ANTHONY-DANIELS,Anthony Daniels,2014,unclassified,post_election,primary_sponsor,70,70.0,54,70
ALPERSON-BARBARA-A-DRUMMOND,Barbara A. Drummond,2014,criminal_justice,post_election,cosponsor,5,0.06968253968253968,2,5
ALPERSON-BARBARA-A-DRUMMOND,Barbara A. Drummond,2014,criminal_justice,post_election,primary_sponsor,5,5.0,0,5
ALPERSON-BARBARA-A-DRUMMOND,Barbara A. Drummond,2014,guns,post_election,primary_sponsor,6,6.0,0,6
ALPERSON-BARBARA-A-DRUMMOND,Barbara A. Drummond,2014,healthcare_medicaid,post_election,cosponsor,2,0.025657894736842105,0,2
ALPERSON-BARBARA-A-DRUMMOND,Barbara A. Drummond,2014,healthcare_medicaid,post_election,primary_sponsor,1,1.0,0,1
ALPERSON-BARBARA-A-DRUMMOND,Barbara A. Drummond,2014,minimum_wage_worker_pay,post_election,cosponsor,1,0.03125,0,1
ALPERSON-BARBARA-A-DRUMMOND,Barbara A. Drummond,2014,public_education,post_election,cosponsor,2,0.005,2,2
ALPERSON-BARBARA-A-DRUMMOND,Barbara A. Drummond,2014,public_education,post_election,primary_sponsor,3,3.0,0,3
ALPERSON-BARBARA-A-DRUMMOND,Barbara A. Drummond,2014,public_employee_benefits,post_election,primary_sponsor,1,1.0,0,1
ALPERSON-BARBARA-A-DRUMMOND,Barbara A. Drummond,2014,racial_civil_rights,post_election,cosponsor,1,0.027777777777777776,0,1
ALPERSON-BARBARA-A-DRUMMOND,Barbara A. Drummond,2014,taxes_budget,post_election,cosponsor,5,0.07340495054841405,1,5
ALPERSON-BARBARA-A-DRUMMOND,Barbara A. Drummond,2014,taxes_budget,post_election,primary_sponsor,8,8.0,0,8
ALPERSON-BARBARA-A-DRUMMOND,Barbara A. Drummond,2014,unclassified,post_election,cosponsor,40,0.9374873564105988,31,40
ALPERSON-BARBARA-A-DRUMMOND,Barbara A. Drummond,2014,unclassified,post_election,primary_sponsor,60,60.0,46,60
ALPERSON-BARBARA-BIGSBY-BOYD,Barbara Bigsby Boyd,2010,business_economic_development,post_election,cosponsor,1,0.03571428571428571,0,1
ALPERSON-BARBARA-BIGSBY-BOYD,Barbara Bigsby Boyd,2010,business_economic_development,post_election,joint_sponsor,1,0.015873015873015872,1,1
ALPERSON-BARBARA-BIGSBY-BOYD,Barbara Bigsby Boyd,2010,criminal_justice,post_election,cosponsor,5,0.17444444444444443,2,5
ALPERSON-BARBARA-BIGSBY-BOYD,Barbara Bigsby Boyd,2010,criminal_justice,post_election,joint_sponsor,4,0.7105734767025089,3,4
ALPERSON-BARBARA-BIGSBY-BOYD,Barbara Bigsby Boyd,2010,criminal_justice,post_election,primary_sponsor,4,4.0,2,4
ALPERSON-BARBARA-BIGSBY-BOYD,Barbara Bigsby Boyd,2010,criminal_justice,pre_or_during_election,joint_sponsor,4,0.3810439560439561,2,4
ALPERSON-BARBARA-BIGSBY-BOYD,Barbara Bigsby Boyd,2010,environment,post_election,joint_sponsor,1,0.02702702702702703,0,1
ALPERSON-BARBARA-BIGSBY-BOYD,Barbara Bigsby Boyd,2010,environment,pre_or_during_election,joint_sponsor,1,0.009615384615384616,1,1
ALPERSON-BARBARA-BIGSBY-BOYD,Barbara Bigsby Boyd,2010,ethics_government,post_election,joint_sponsor,2,0.1,0,2
ALPERSON-BARBARA-BIGSBY-BOYD,Barbara Bigsby Boyd,2010,gambling,post_election,cosponsor,1,0.03571428571428571,0,1
ALPERSON-BARBARA-BIGSBY-BOYD,Barbara Bigsby Boyd,2010,guns,post_election,primary_sponsor,2,2.0,0,2
ALPERSON-BARBARA-BIGSBY-BOYD,Barbara Bigsby Boyd,2010,health_social_services,post_election,cosponsor,1,0.007575757575757576,0,1
ALPERSON-BARBARA-BIGSBY-BOYD,Barbara Bigsby Boyd,2010,healthcare_medicaid,post_election,cosponsor,3,0.0412828947368421,0,3
ALPERSON-BARBARA-BIGSBY-BOYD,Barbara Bigsby Boyd,2010,healthcare_medicaid,post_election,joint_sponsor,2,0.15277777777777776,0,2
ALPERSON-BARBARA-BIGSBY-BOYD,Barbara Bigsby Boyd,2010,healthcare_medicaid,pre_or_during_election,joint_sponsor,2,0.07407407407407407,0,2
ALPERSON-BARBARA-BIGSBY-BOYD,Barbara Bigsby Boyd,2010,infrastructure_energy,post_election,cosponsor,1,0.0024509803921568627,1,1
ALPERSON-BARBARA-BIGSBY-BOYD,Barbara Bigsby Boyd,2010,infrastructure_energy,post_election,joint_sponsor,1,0.009523809523809525,0,1
ALPERSON-BARBARA-BIGSBY-BOYD,Barbara Bigsby Boyd,2010,infrastructure_energy,post_election,primary_sponsor,1,1.0,1,1
ALPERSON-BARBARA-BIGSBY-BOYD,Barbara Bigsby Boyd,2010,infrastructure_energy,pre_or_during_election,joint_sponsor,2,0.019230769230769232,2,2
ALPERSON-BARBARA-BIGSBY-BOYD,Barbara Bigsby Boyd,2010,minimum_wage_worker_pay,post_election,cosponsor,2,0.04595588235294118,0,2
ALPERSON-BARBARA-BIGSBY-BOYD,Barbara Bigsby Boyd,2010,public_education,post_election,cosponsor,7,0.0497227788499537,4,7
ALPERSON-BARBARA-BIGSBY-BOYD,Barbara Bigsby Boyd,2010,public_education,post_election,joint_sponsor,4,1.075652841781874,2,4
ALPERSON-BARBARA-BIGSBY-BOYD,Barbara Bigsby Boyd,2010,public_education,post_election,primary_sponsor,1,1.0,0,1
ALPERSON-BARBARA-BIGSBY-BOYD,Barbara Bigsby Boyd,2010,public_education,pre_or_during_election,joint_sponsor,12,0.4118455074337427,10,12
ALPERSON-BARBARA-BIGSBY-BOYD,Barbara Bigsby Boyd,2010,public_employee_benefits,post_election,cosponsor,1,0.027777777777777776,0,1
ALPERSON-BARBARA-BIGSBY-BOYD,Barbara Bigsby Boyd,2010,public_employee_benefits,pre_or_during_election,joint_sponsor,1,0.07142857142857142,0,1
ALPERSON-BARBARA-BIGSBY-BOYD,Barbara Bigsby Boyd,2010,racial_civil_rights,post_election,cosponsor,1,0.027777777777777776,0,1
ALPERSON-BARBARA-BIGSBY-BOYD,Barbara Bigsby Boyd,2010,racial_civil_rights,post_election,primary_sponsor,1,1.0,0,1
ALPERSON-BARBARA-BIGSBY-BOYD,Barbara Bigsby Boyd,2010,rural_hunting,post_election,joint_sponsor,1,0.02857142857142857,1,1
ALPERSON-BARBARA-BIGSBY-BOYD,Barbara Bigsby Boyd,2010,school_choice,post_election,joint_sponsor,1,1.0,0,1
ALPERSON-BARBARA-BIGSBY-BOYD,Barbara Bigsby Boyd,2010,taxes_budget,post_election,cosponsor,14,0.26670656177997654,2,14
ALPERSON-BARBARA-BIGSBY-BOYD,Barbara Bigsby Boyd,2010,taxes_budget,post_election,joint_sponsor,8,1.04004884004884,2,8
ALPERSON-BARBARA-BIGSBY-BOYD,Barbara Bigsby Boyd,2010,taxes_budget,post_election,primary_sponsor,8,8.0,3,8
ALPERSON-BARBARA-BIGSBY-BOYD,Barbara Bigsby Boyd,2010,taxes_budget,pre_or_during_election,joint_sponsor,12,1.5697078831532614,9,12
ALPERSON-BARBARA-BIGSBY-BOYD,Barbara Bigsby Boyd,2010,unclassified,post_election,cosponsor,104,1.945000868301421,66,104
ALPERSON-BARBARA-BIGSBY-BOYD,Barbara Bigsby Boyd,2010,unclassified,post_election,joint_sponsor,116,16.56072187713734,90,116
ALPERSON-BARBARA-BIGSBY-BOYD,Barbara Bigsby Boyd,2010,unclassified,post_election,primary_sponsor,100,100.0,67,100
ALPERSON-BARBARA-BIGSBY-BOYD,Barbara Bigsby Boyd,2010,unclassified,pre_or_during_election,joint_sponsor,246,6.6874376326843,232,246
ALPERSON-BILLY-BEASLEY,Billy Beasley,2010,business_economic_development,post_election,cosponsor,3,0.07837301587301587,2,3
ALPERSON-BILLY-BEASLEY,Billy Beasley,2010,business_economic_development,post_election,joint_sponsor,6,1.1797979797979798,2,6
ALPERSON-BILLY-BEASLEY,Billy Beasley,2010,business_economic_development,post_election,primary_sponsor,2,2.0,1,2
ALPERSON-BILLY-BEASLEY,Billy Beasley,2010,criminal_justice,post_election,cosponsor,6,0.1262025012025012,3,6
ALPERSON-BILLY-BEASLEY,Billy Beasley,2010,criminal_justice,post_election,joint_sponsor,8,1.5547619047619048,1,8
ALPERSON-BILLY-BEASLEY,Billy Beasley,2010,criminal_justice,post_election,primary_sponsor,10,10.0,4,10
ALPERSON-BILLY-BEASLEY,Billy Beasley,2010,criminal_justice,pre_or_during_election,joint_sponsor,5,0.9011305361305361,4,5
ALPERSON-BILLY-BEASLEY,Billy Beasley,2010,environment,post_election,cosponsor,2,0.07916666666666666,0,2
ALPERSON-BILLY-BEASLEY,Billy Beasley,2010,environment,post_election,joint_sponsor,1,0.09090909090909091,0,1
ALPERSON-BILLY-BEASLEY,Billy Beasley,2010,environment,post_election,primary_sponsor,2,2.0,0,2
ALPERSON-BILLY-BEASLEY,Billy Beasley,2010,environment,pre_or_during_election,joint_sponsor,1,0.009615384615384616,1,1
ALPERSON-BILLY-BEASLEY,Billy Beasley,2010,ethics_government,post_election,joint_sponsor,4,0.4583333333333333,0,4
ALPERSON-BILLY-BEASLEY,Billy Beasley,2010,gambling,post_election,joint_sponsor,1,0.09090909090909091,0,1
ALPERSON-BILLY-BEASLEY,Billy Beasley,2010,gambling,post_election,primary_sponsor,3,3.0,0,3
ALPERSON-BILLY-BEASLEY,Billy Beasley,2010,guns,post_election,cosponsor,1,0.0625,0,1
ALPERSON-BILLY-BEASLEY,Billy Beasley,2010,guns,post_election,joint_sponsor,2,0.5333333333333333,1,2
ALPERSON-BILLY-BEASLEY,Billy Beasley,2010,guns,post_election,primary_sponsor,1,1.0,1,1
ALPERSON-BILLY-BEASLEY,Billy Beasley,2010,guns,pre_or_during_election,joint_sponsor,1,1.0,1,1
ALPERSON-BILLY-BEASLEY,Billy Beasley,2010,health_social_services,post_election,cosponsor,2,0.06388888888888888,0,2
ALPERSON-BILLY-BEASLEY,Billy Beasley,2010,health_social_services,post_election,joint_sponsor,1,0.058823529411764705,0,1
ALPERSON-BILLY-BEASLEY,Billy Beasley,2010,health_social_services,post_election,primary_sponsor,2,2.0,1,2
ALPERSON-BILLY-BEASLEY,Billy Beasley,2010,health_social_services,pre_or_during_election,joint_sponsor,1,0.045454545454545456,0,1
ALPERSON-BILLY-BEASLEY,Billy Beasley,2010,healthcare_medicaid,post_election,cosponsor,4,0.12738095238095237,0,4
ALPERSON-BILLY-BEASLEY,Billy Beasley,2010,healthcare_medicaid,post_election,joint_sponsor,6,2.788034188034188,0,6
ALPERSON-BILLY-BEASLEY,Billy Beasley,2010,healthcare_medicaid,post_election,primary_sponsor,10,10.0,0,10
ALPERSON-BILLY-BEASLEY,Billy Beasley,2010,immigration,post_election,joint_sponsor,1,0.25,0,1
ALPERSON-BILLY-BEASLEY,Billy Beasley,2010,infrastructure_energy,post_election,cosponsor,6,0.045008912655971484,6,6
ALPERSON-BILLY-BEASLEY,Billy Beasley,2010,infrastructure_energy,post_election,joint_sponsor,4,1.5571428571428572,3,4
ALPERSON-BILLY-BEASLEY,Billy Beasley,2010,infrastructure_energy,post_election,primary_sponsor,12,12.0,11,12
ALPERSON-BILLY-BEASLEY,Billy Beasley,2010,infrastructure_energy,pre_or_during_election,joint_sponsor,5,1.5747863247863247,4,5
ALPERSON-BILLY-BEASLEY,Billy Beasley,2010,labor_unions,post_election,primary_sponsor,1,1.0,0,1
ALPERSON-BILLY-BEASLEY,Billy Beasley,2010,public_education,post_election,cosponsor,9,0.09724371927882364,8,9
ALPERSON-BILLY-BEASLEY,Billy Beasley,2010,public_education,post_election,joint_sponsor,7,0.30952380952380953,5,7
ALPERSON-BILLY-BEASLEY,Billy Beasley,2010,public_education,post_election,primary_sponsor,8,8.0,6,8
ALPERSON-BILLY-BEASLEY,Billy Beasley,2010,public_education,pre_or_during_election,joint_sponsor,9,0.4006410256410256,9,9
ALPERSON-BILLY-BEASLEY,Billy Beasley,2010,public_employee_benefits,post_election,joint_sponsor,1,0.08333333333333333,0,1
ALPERSON-BILLY-BEASLEY,Billy Beasley,2010,public_employee_benefits,post_election,primary_sponsor,1,1.0,0,1
ALPERSON-BILLY-BEASLEY,Billy Beasley,2010,racial_civil_rights,post_election,cosponsor,2,0.014928698752228164,2,2
ALPERSON-BILLY-BEASLEY,Billy Beasley,2010,rural_hunting,post_election,cosponsor,6,0.15894886363636362,3,6
ALPERSON-BILLY-BEASLEY,Billy Beasley,2010,rural_hunting,post_election,joint_sponsor,2,1.0909090909090908,0,2
ALPERSON-BILLY-BEASLEY,Billy Beasley,2010,rural_hunting,post_election,primary_sponsor,4,4.0,2,4
ALPERSON-BILLY-BEASLEY,Billy Beasley,2010,taxes_budget,post_election,cosponsor,20,0.5663079602977301,12,20
ALPERSON-BILLY-BEASLEY,Billy Beasley,2010,taxes_budget,post_election,joint_sponsor,27,5.909133439024743,7,27
ALPERSON-BILLY-BEASLEY,Billy Beasley,2010,taxes_budget,post_election,primary_sponsor,33,33.0,17,33
ALPERSON-BILLY-BEASLEY,Billy Beasley,2010,taxes_budget,pre_or_during_election,joint_sponsor,3,1.3537414965986394,0,3
ALPERSON-BILLY-BEASLEY,Billy Beasley,2010,unclassified,post_election,cosponsor,177,3.067802104351194,132,177
ALPERSON-BILLY-BEASLEY,Billy Beasley,2010,unclassified,post_election,joint_sponsor,124,16.875087466526086,64,124
ALPERSON-BILLY-BEASLEY,Billy Beasley,2010,unclassified,post_election,primary_sponsor,113,113.0,70,113
ALPERSON-BILLY-BEASLEY,Billy Beasley,2010,unclassified,pre_or_during_election,joint_sponsor,245,13.312792542772865,234,245
ALPERSON-CRAIG-FORD,Craig Ford,2014,abortion,pre_or_during_election,joint_sponsor,1,0.16666666666666666,0,1
ALPERSON-CRAIG-FORD,Craig Ford,2014,business_economic_development,pre_or_during_election,joint_sponsor,3,1.0396825396825398,1,3
ALPERSON-CRAIG-FORD,Craig Ford,2014,criminal_justice,post_election,primary_sponsor,3,3.0,0,3
ALPERSON-CRAIG-FORD,Craig Ford,2014,criminal_justice,pre_or_during_election,joint_sponsor,5,1.0277972027972027,3,5
ALPERSON-CRAIG-FORD,Craig Ford,2014,criminal_justice,pre_or_during_election,primary_sponsor,3,3.0,1,3
ALPERSON-CRAIG-FORD,Craig Ford,2014,environment,post_election,primary_sponsor,1,1.0,0,1
ALPERSON-CRAIG-FORD,Craig Ford,2014,environment,pre_or_during_election,joint_sponsor,4,1.0896153846153847,2,4
ALPERSON-CRAIG-FORD,Craig Ford,2014,ethics_government,pre_or_during_election,joint_sponsor,3,2.05,0,3
ALPERSON-CRAIG-FORD,Craig Ford,2014,gambling,post_election,primary_sponsor,10,10.0,0,10
ALPERSON-CRAIG-FORD,Craig Ford,2014,gambling,pre_or_during_election,primary_sponsor,2,2.0,0,2
ALPERSON-CRAIG-FORD,Craig Ford,2014,guns,pre_or_during_election,joint_sponsor,4,3.083333333333333,0,4
ALPERSON-CRAIG-FORD,Craig Ford,2014,guns,pre_or_during_election,primary_sponsor,2,2.0,0,2
ALPERSON-CRAIG-FORD,Craig Ford,2014,health_social_services,post_election,primary_sponsor,1,1.0,0,1
ALPERSON-CRAIG-FORD,Craig Ford,2014,health_social_services,pre_or_during_election,cosponsor,1,0.007575757575757576,0,1
ALPERSON-CRAIG-FORD,Craig Ford,2014,health_social_services,pre_or_during_election,joint_sponsor,1,0.045454545454545456,0,1
ALPERSON-CRAIG-FORD,Craig Ford,2014,healthcare_medicaid,post_election,primary_sponsor,2,2.0,0,2
ALPERSON-CRAIG-FORD,Craig Ford,2014,healthcare_medicaid,pre_or_during_election,cosponsor,1,0.008928571428571428,0,1
ALPERSON-CRAIG-FORD,Craig Ford,2014,healthcare_medicaid,pre_or_during_election,joint_sponsor,1,0.02564102564102564,0,1
ALPERSON-CRAIG-FORD,Craig Ford,2014,immigration,pre_or_during_election,joint_sponsor,2,0.36036036036036034,1,2
ALPERSON-CRAIG-FORD,Craig Ford,2014,infrastructure_energy,post_election,primary_sponsor,1,1.0,0,1
ALPERSON-CRAIG-FORD,Craig Ford,2014,infrastructure_energy,pre_or_during_election,cosponsor,2,0.01911764705882353,1,2
ALPERSON-CRAIG-FORD,Craig Ford,2014,infrastructure_energy,pre_or_during_election,joint_sponsor,6,1.5843101343101342,3,6
ALPERSON-CRAIG-FORD,Craig Ford,2014,labor_unions,post_election,primary_sponsor,1,1.0,0,1
ALPERSON-CRAIG-FORD,Craig Ford,2014,lgbtq_cultural,post_election,primary_sponsor,1,1.0,0,1
ALPERSON-CRAIG-FORD,Craig Ford,2014,public_education,post_election,primary_sponsor,9,9.0,3,9
