canonical_candidate_id,person_id,candidate,cycle,chamber,district,cmo_geography_low,cmo_geography_high,cmo_geography_mean,geography_scenarios,cmo_geography_range,production_cmo_oof,published_cmo_oof,production_minus_published
AL-2014-house-98-D-NAPOLEON-BRACY-JR,ALPERSON-NAPOLEON-BRACY-JR,"Napoleon Bracy, Jr.",2014,house,98,-15.760197412945452,5.362589263060961,-11.53430082863883,5,21.122786676006413,5.362589263060961,5.362589263060961,0.0
AL-2018-senate-26-D-DAVID-COACH-BURKETTE,ALPERSON-DAVID-COACH-BURKETTE,"David ""Coach"" Burkette                ",2018,senate,26,23.54304782835637,41.135654455377114,37.60779023432256,5,17.592606627020743,23.54304782835637,23.543047828356347,2.4868995751603507e-14
AL-2014-house-103-D-BARBARA-A-DRUMMOND,ALPERSON-BARBARA-A-DRUMMOND,Barbara A. Drummond,2014,house,103,12.90375976784535,29.890252369510623,16.30224589123806,5,16.986492601665272,29.890252369510623,29.890252369510637,-1.4210854715202004e-14
AL-2014-house-28-D-CRAIG-FORD,ALPERSON-CRAIG-FORD,Craig Ford,2014,house,28,8.101932268469518,23.686626179096876,11.236127193191555,5,15.584693910627358,23.686626179096876,23.68662617909687,7.105427357601002e-15
AL-2014-senate-35-D-BEAU-DOOLITTLE,ALPERSON-BEAU-DOOLITTLE,Beau Doolittle,2014,senate,35,-28.52231427194631,-17.46523976686658,-19.695480714147134,5,11.05707450507973,-28.52231427194631,-28.52231427194632,1.0658141036401503e-14
AL-2014-house-29-D-MICHAEL-J-GLADDEN,ALPERSON-MICHAEL-J-GLADDEN,Michael J. Gladden,2014,house,29,-8.211095212935504,-0.2837296598418284,-1.8848934115781595,5,7.927365553093676,-8.211095212935504,-8.2110952129355,-3.552713678800501e-15
AL-2014-house-53-D-ANTHONY-DANIELS,ALPERSON-ANTHONY-DANIELS,Anthony Daniels,2014,house,53,48.3745951290106,55.655956689780965,49.83107524837028,5,7.281361560770364,55.655956689780965,55.655956689780965,0.0
AL-2014-house-8-D-REX-CHEATHAM,ALPERSON-REX-CHEATHAM,Rex Cheatham,2014,house,8,9.990703520815359,16.743981777741922,11.355514386042064,5,6.7532782569265635,16.743981777741922,16.743981777741908,1.4210854715202004e-14
AL-2014-house-22-D-DENNIS-W-STEPHENS,ALPERSON-DENNIS-W-STEPHENS,Dennis W. Stephens,2014,house,22,-5.4459052217740425,1.1006371619006217,-0.2392801516044841,5,6.546542383674664,-5.4459052217740425,-5.445905221774051,8.881784197001252e-15
AL-2014-house-10-D-MEANS,ALPERSON-MEANS,Means,2014,house,10,-62.20544920521215,-56.223299423663704,-57.43248940205071,5,5.9821497815484435,-62.20544920521215,-62.20544920521216,1.4210854715202004e-14
AL-2014-house-74-D-ZACK-BUCKNER,ALPERSON-ZACK-BUCKNER,Zack Buckner,2014,house,74,-18.692578198540744,-12.880817296817163,-17.508003178053976,5,5.811760901723581,-12.880817296817163,-12.880817296817163,0.0
AL-2018-house-46-D-FELICIA-STEWART,ALPERSON-FELICIA-STEWART,Felicia Stewart                       ,2018,house,46,16.684479619213317,22.344784272533253,17.82934281371867,5,5.660304653319937,22.344784272533253,22.34478427253325,3.552713678800501e-15
AL-2014-house-21-D-C-TERRY-JONES,ALPERSON-C-TERRY-JONES,C. Terry Jones,2014,house,21,6.62044841882856,11.78448503893919,10.734194758111474,5,5.16403662011063,6.62044841882856,6.620448418828557,2.6645352591003757e-15
AL-2018-house-48-D-ALLI-SUMMERFORD,ALPERSON-ALLI-SUMMERFORD,Alli Summerford                       ,2018,house,48,18.984393602329817,24.09885008560291,20.020270148434918,5,5.114456483273091,24.09885008560291,24.098850085602905,3.552713678800501e-15
AL-2018-house-51-D-VERONICA-R-JOHNSON,ALPERSON-VERONICA-R-JOHNSON,Veronica R. Johnson                   ,2018,house,51,4.398017334873813,9.396655238669226,5.414337890246964,5,4.998637903795412,9.396655238669226,9.396655238669217,8.881784197001252e-15
AL-2014-house-52-D-JOHN-W-ROGERS-JR,ALPERSON-JOHN-W-ROGERS-JR,John W. Rogers  Jr.,2014,house,52,1.0888403999084844,5.790786537465749,4.848905572318463,5,4.701946137557265,1.0888403999084844,1.0888403999084844,0.0
AL-2014-house-56-D-LOUISE-ALEXANDER,ALPERSON-LOUISE-ALEXANDER,Louise Alexander,2014,house,56,7.389473770133492,12.06881201533331,11.126365561733348,5,4.679338245199817,7.389473770133492,7.389473770133481,1.0658141036401503e-14
AL-2022-house-32-D-BARBARA-BIGSBY-BOYD,ALPERSON-BARBARA-BIGSBY-BOYD,Barbara Bigsby Boyd                   ,2022,house,32,14.758347766172669,19.173338699323743,18.280961380857093,5,4.414990933151074,14.758347766172669,14.758347766172662,7.105427357601002e-15
AL-2014-house-85-D-DEXTER-GRIMSLEY,ALPERSON-DEXTER-GRIMSLEY,Dexter Grimsley,2014,house,85,0.4654293696005638,4.530810890471628,3.7041688041055423,5,4.065381520871064,0.4654293696005638,0.4654293696005638,0.0
AL-2014-house-90-D-WALTON-HICKMAN,ALPERSON-WALTON-HICKMAN,Walton Hickman,2014,house,90,-30.247915515603594,-26.434852111775953,-27.22027747799907,5,3.813063403827641,-30.247915515603594,-30.247915515603594,0.0
AL-2014-house-78-D-ALVIN-HOLMES,ALPERSON-ALVIN-HOLMES,Alvin Holmes,2014,house,78,-0.04807452058173567,3.7519083966566322,2.9805407183457846,5,3.799982917238368,-0.04807452058173567,-0.0480745205817267,-8.971989817752046e-15
AL-2014-senate-28-D-BILLY-BEASLEY,ALPERSON-BILLY-BEASLEY,Billy Beasley,2014,senate,28,-10.50805814530474,-6.756487214242821,-7.518970921454146,5,3.75157093106192,-10.50805814530474,-10.508058145304744,3.552713678800501e-15
AL-2018-house-32-D-BARBARA-BIGSBY-BOYD,ALPERSON-BARBARA-BIGSBY-BOYD,Barbara Bigsby Boyd                   ,2018,house,32,18.541558044273962,21.96913578192558,21.273308526591602,5,3.4275777376516174,18.541558044273962,18.54155804427397,-7.105427357601002e-15
AL-2014-senate-8-D-HORACE-CLEMMONS,ALPERSON-HORACE-CLEMMONS,Horace Clemmons,2014,senate,8,-7.930780318008533,-4.669955378091469,-5.351487259419704,5,3.2608249399170637,-7.930780318008533,-7.930780318008536,3.552713678800501e-15
AL-2014-senate-12-D-TAYLOR-STEWART,ALPERSON-TAYLOR-STEWART,Taylor Stewart,2014,senate,12,1.7393217649157764,4.825245671483074,4.194295162184739,5,3.085923906567298,1.7393217649157764,1.7393217649157735,2.886579864025407e-15
AL-2014-house-80-D-TILLMAN-PUGH,ALPERSON-TILLMAN-PUGH,Tillman Pugh,2014,house,80,-7.080766038473946,-4.386309727278245,-4.935871158184376,5,2.694456311195701,-7.080766038473946,-7.080766038473943,-3.552713678800501e-15
AL-2014-house-77-D-JOHN-KNIGHT,ALPERSON-JOHN-KNIGHT,John Knight,2014,house,77,-2.7414186144076798,-0.0983161731066442,-0.6322446618291272,5,2.6431024413010356,-2.7414186144076798,-2.7414186144076744,-5.329070518200751e-15
AL-2014-house-1-D-GREG-BURDINE,ALPERSON-GREG-BURDINE,Greg Burdine,2014,house,1,-5.851265857730777,-3.390705589327993,-5.336639987069957,5,2.4605602684027836,-3.390705589327993,-3.3907055893279896,-3.552713678800501e-15
AL-2014-house-27-D-JEFF-MCLAUGHLIN,ALPERSON-JEFF-MCLAUGHLIN,Jeff McLaughlin,2014,house,27,35.29411564316436,37.692109000464725,36.51100790714323,5,2.397993357300365,37.692109000464725,37.692109000464725,0.0
AL-2018-house-83-D-JEREMY-MR-EYG-GRAY,ALPERSON-JEREMY-MR-EYG-GRAY,"Jeremy ""Mr. Eyg"" Gray                 ",2018,house,83,14.49876511442237,16.875810545232564,16.3919697679347,5,2.3770454308101936,14.49876511442237,14.498765114422364,7.105427357601002e-15
AL-2014-house-5-D-HENRY-A-WHITE,ALPERSON-HENRY-A-WHITE,Henry A. White,2014,house,5,29.72930655265891,32.08219571398673,31.594648659759436,5,2.3528891613278162,29.72930655265891,29.729306552658905,7.105427357601002e-15
AL-2018-house-85-D-DEXTER-GRIMSLEY,ALPERSON-DEXTER-GRIMSLEY,Dexter Grimsley                       ,2018,house,85,-0.13926403568244083,2.160778077056758,1.695124644707691,5,2.300042112739199,-0.13926403568244083,-0.1392640356824372,-3.635980405647388e-15
AL-2018-house-99-D-SAM-JONES,ALPERSON-SAM-JONES,Sam Jones                             ,2018,house,99,6.223338165235336,8.438138032755514,7.9809133024785215,5,2.2147998675201785,6.223338165235336,6.223338165235334,1.7763568394002505e-15
AL-2014-house-81-D-DYLAN-V-OLIVER,ALPERSON-DYLAN-V-OLIVER,Dylan V. Oliver,2014,house,81,-4.125928364737789,-1.98483212229862,-2.427871754608205,5,2.1410962424391693,-4.125928364737789,-4.12592836473779,8.881784197001252e-16
AL-2014-senate-1-D-MIKE-CURTIS,ALPERSON-MIKE-CURTIS,Mike Curtis,2014,senate,1,11.791372013238044,13.901878265861917,12.236721826721084,5,2.110506252623873,13.901878265861917,13.901878265861908,8.881784197001252e-15
AL-2018-house-74-D-RAYFORD-MACK,ALPERSON-RAYFORD-MACK,Rayford Mack                          ,2018,house,74,-41.28455428505792,-39.20616275098426,-40.86548942325351,5,2.07839153407366,-39.20616275098426,-39.20616275098424,-2.1316282072803006e-14
AL-2014-house-89-D-JOEL-LEE-WILLIAMS,ALPERSON-JOEL-LEE-WILLIAMS,Joel Lee Williams,2014,house,89,7.831168274683277,9.880278211691078,9.46291246256723,5,2.0491099370078008,7.831168274683277,7.831168274683277,0.0
AL-2022-house-82-D-PEBBLIN-WALKER-WARREN,ALPERSON-PEBBLIN-WALKER-WARREN,Pebblin Walker Warren                 ,2022,house,82,9.713252274695819,11.757015253148449,10.163668427842648,5,2.04376297845263,11.757015253148449,11.757015253148449,0.0
AL-2022-senate-33-D-VIVIAN-DAVIS-FIGURES,ALPERSON-VIVIAN-DAVIS-FIGURES,Vivian Davis Figures                  ,2022,senate,33,-5.037608023441571,-3.009042078777135,-3.4406723589320576,5,2.028565944664436,-5.037608023441571,-5.037608023441571,0.0
