person_id,candidate,election_cycle,roll_call_id,bill_number,vote_date,human_issue_code,policy_direction_of_yea,vote,candidate_position,evidence_timing,source_url,state_link
ALPERSON-MARC-KEAHEY,Marc Keahey,2010,242777,SB41,2013-03-07,labor_unions,declares right-to-work policy and creates a cause of action,Nay,opposes: declares right-to-work policy and creates a cause of action,post_election,https://legiscan.com/AL/bill/SB41/2013,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SB41
ALPERSON-VIVIAN-DAVIS-FIGURES,Vivian Davis Figures,2010,242777,SB41,2013-03-07,labor_unions,declares right-to-work policy and creates a cause of action,Nay,opposes: declares right-to-work policy and creates a cause of action,post_election,https://legiscan.com/AL/bill/SB41/2013,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SB41
ALPERSON-JERRY-L-FIELDING,Jerry Fielding,2010,242777,SB41,2013-03-07,labor_unions,declares right-to-work policy and creates a cause of action,Yea,declares right-to-work policy and creates a cause of action,post_election,https://legiscan.com/AL/bill/SB41/2013,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SB41
ALPERSON-BARBARA-BIGSBY-BOYD,Barbara Bigsby Boyd,2010,717771,SB159,2018-03-06,labor_unions,requires equal school-employee access for competing professional educator associations,Nay,opposes: requires equal school-employee access for competing professional educator associations,post_election,https://legiscan.com/AL/bill/SB159/2018,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=SB159&WIN_TYPE=SELECTED_STATUS
ALPERSON-RICHARD-LINDSEY,Richard Lindsey,2014,717771,SB159,2018-03-06,labor_unions,requires equal school-employee access for competing professional educator associations,Nay,opposes: requires equal school-employee access for competing professional educator associations,post_election,https://legiscan.com/AL/bill/SB159/2018,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=SB159&WIN_TYPE=SELECTED_STATUS
ALPERSON-JOHNNY-MACK-MORROW,Johnny Mack Morrow,2018,717771,SB159,2018-03-06,labor_unions,requires equal school-employee access for competing professional educator associations,Nay,opposes: requires equal school-employee access for competing professional educator associations,pre_or_during_election,https://legiscan.com/AL/bill/SB159/2018,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=SB159&WIN_TYPE=SELECTED_STATUS
ALPERSON-CRAIG-FORD,Craig Ford,2014,717771,SB159,2018-03-06,labor_unions,requires equal school-employee access for competing professional educator associations,Nay,opposes: requires equal school-employee access for competing professional educator associations,post_election,https://legiscan.com/AL/bill/SB159/2018,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=SB159&WIN_TYPE=SELECTED_STATUS
ALPERSON-NAPOLEON-BRACY-JR,Napoleon Bracy Jr.,2010,717771,SB159,2018-03-06,labor_unions,requires equal school-employee access for competing professional educator associations,Nay,opposes: requires equal school-employee access for competing professional educator associations,post_election,https://legiscan.com/AL/bill/SB159/2018,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=SB159&WIN_TYPE=SELECTED_STATUS
ALPERSON-NATHANIEL-LEDBETTER,Nathaniel Ledbetter,2010,717771,SB159,2018-03-06,labor_unions,requires equal school-employee access for competing professional educator associations,Yea,requires equal school-employee access for competing professional educator associations,post_election,https://legiscan.com/AL/bill/SB159/2018,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=SB159&WIN_TYPE=SELECTED_STATUS
ALPERSON-BARBARA-A-DRUMMOND,Barbara A. Drummond,2014,717771,SB159,2018-03-06,labor_unions,requires equal school-employee access for competing professional educator associations,Nay,opposes: requires equal school-employee access for competing professional educator associations,post_election,https://legiscan.com/AL/bill/SB159/2018,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=SB159&WIN_TYPE=SELECTED_STATUS
ALPERSON-ANTHONY-DANIELS,Anthony Daniels,2014,717771,SB159,2018-03-06,labor_unions,requires equal school-employee access for competing professional educator associations,Nay,opposes: requires equal school-employee access for competing professional educator associations,post_election,https://legiscan.com/AL/bill/SB159/2018,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=SB159&WIN_TYPE=SELECTED_STATUS
ALPERSON-BARBARA-BIGSBY-BOYD,Barbara Bigsby Boyd,2010,717771,SB159,2018-03-06,public_education,requires school districts to give all professional educator associations equal access to employees,Nay,opposes: requires school districts to give all professional educator associations equal access to employees,post_election,https://legiscan.com/AL/bill/SB159/2018,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=SB159&WIN_TYPE=SELECTED_STATUS
ALPERSON-RICHARD-LINDSEY,Richard Lindsey,2014,717771,SB159,2018-03-06,public_education,requires school districts to give all professional educator associations equal access to employees,Nay,opposes: requires school districts to give all professional educator associations equal access to employees,post_election,https://legiscan.com/AL/bill/SB159/2018,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=SB159&WIN_TYPE=SELECTED_STATUS
ALPERSON-JOHNNY-MACK-MORROW,Johnny Mack Morrow,2018,717771,SB159,2018-03-06,public_education,requires school districts to give all professional educator associations equal access to employees,Nay,opposes: requires school districts to give all professional educator associations equal access to employees,pre_or_during_election,https://legiscan.com/AL/bill/SB159/2018,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=SB159&WIN_TYPE=SELECTED_STATUS
ALPERSON-CRAIG-FORD,Craig Ford,2014,717771,SB159,2018-03-06,public_education,requires school districts to give all professional educator associations equal access to employees,Nay,opposes: requires school districts to give all professional educator associations equal access to employees,post_election,https://legiscan.com/AL/bill/SB159/2018,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=SB159&WIN_TYPE=SELECTED_STATUS
ALPERSON-NAPOLEON-BRACY-JR,Napoleon Bracy Jr.,2010,717771,SB159,2018-03-06,public_education,requires school districts to give all professional educator associations equal access to employees,Nay,opposes: requires school districts to give all professional educator associations equal access to employees,post_election,https://legiscan.com/AL/bill/SB159/2018,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=SB159&WIN_TYPE=SELECTED_STATUS
ALPERSON-NATHANIEL-LEDBETTER,Nathaniel Ledbetter,2010,717771,SB159,2018-03-06,public_education,requires school districts to give all professional educator associations equal access to employees,Yea,requires school districts to give all professional educator associations equal access to employees,post_election,https://legiscan.com/AL/bill/SB159/2018,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=SB159&WIN_TYPE=SELECTED_STATUS
ALPERSON-BARBARA-A-DRUMMOND,Barbara A. Drummond,2014,717771,SB159,2018-03-06,public_education,requires school districts to give all professional educator associations equal access to employees,Nay,opposes: requires school districts to give all professional educator associations equal access to employees,post_election,https://legiscan.com/AL/bill/SB159/2018,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=SB159&WIN_TYPE=SELECTED_STATUS
ALPERSON-ANTHONY-DANIELS,Anthony Daniels,2014,717771,SB159,2018-03-06,public_education,requires school districts to give all professional educator associations equal access to employees,Nay,opposes: requires school districts to give all professional educator associations equal access to employees,post_election,https://legiscan.com/AL/bill/SB159/2018,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=SB159&WIN_TYPE=SELECTED_STATUS
ALPERSON-BARBARA-BIGSBY-BOYD,Barbara Bigsby Boyd,2010,725596,HB490,2018-03-06,occupational_licensing,expands the emergency or incidental school-interpreter licensing exemption to locally approved members of the public,Nay,opposes: expands the emergency or incidental school-interpreter licensing exemption to locally approved members of the public,post_election,https://legiscan.com/AL/bill/HB490/2018,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=HB490&WIN_TYPE=SELECTED_STATUS
ALPERSON-RICHARD-LINDSEY,Richard Lindsey,2014,725596,HB490,2018-03-06,occupational_licensing,expands the emergency or incidental school-interpreter licensing exemption to locally approved members of the public,Nay,opposes: expands the emergency or incidental school-interpreter licensing exemption to locally approved members of the public,post_election,https://legiscan.com/AL/bill/HB490/2018,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=HB490&WIN_TYPE=SELECTED_STATUS
ALPERSON-JOHNNY-MACK-MORROW,Johnny Mack Morrow,2018,725596,HB490,2018-03-06,occupational_licensing,expands the emergency or incidental school-interpreter licensing exemption to locally approved members of the public,Nay,opposes: expands the emergency or incidental school-interpreter licensing exemption to locally approved members of the public,pre_or_during_election,https://legiscan.com/AL/bill/HB490/2018,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=HB490&WIN_TYPE=SELECTED_STATUS
ALPERSON-CRAIG-FORD,Craig Ford,2014,725596,HB490,2018-03-06,occupational_licensing,expands the emergency or incidental school-interpreter licensing exemption to locally approved members of the public,Nay,opposes: expands the emergency or incidental school-interpreter licensing exemption to locally approved members of the public,post_election,https://legiscan.com/AL/bill/HB490/2018,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=HB490&WIN_TYPE=SELECTED_STATUS
ALPERSON-NAPOLEON-BRACY-JR,Napoleon Bracy Jr.,2010,725596,HB490,2018-03-06,occupational_licensing,expands the emergency or incidental school-interpreter licensing exemption to locally approved members of the public,Nay,opposes: expands the emergency or incidental school-interpreter licensing exemption to locally approved members of the public,post_election,https://legiscan.com/AL/bill/HB490/2018,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=HB490&WIN_TYPE=SELECTED_STATUS
ALPERSON-NATHANIEL-LEDBETTER,Nathaniel Ledbetter,2010,725596,HB490,2018-03-06,occupational_licensing,expands the emergency or incidental school-interpreter licensing exemption to locally approved members of the public,Yea,expands the emergency or incidental school-interpreter licensing exemption to locally approved members of the public,post_election,https://legiscan.com/AL/bill/HB490/2018,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=HB490&WIN_TYPE=SELECTED_STATUS
ALPERSON-BARBARA-A-DRUMMOND,Barbara A. Drummond,2014,725596,HB490,2018-03-06,occupational_licensing,expands the emergency or incidental school-interpreter licensing exemption to locally approved members of the public,Nay,opposes: expands the emergency or incidental school-interpreter licensing exemption to locally approved members of the public,post_election,https://legiscan.com/AL/bill/HB490/2018,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=HB490&WIN_TYPE=SELECTED_STATUS
ALPERSON-ANTHONY-DANIELS,Anthony Daniels,2014,725596,HB490,2018-03-06,occupational_licensing,expands the emergency or incidental school-interpreter licensing exemption to locally approved members of the public,Nay,opposes: expands the emergency or incidental school-interpreter licensing exemption to locally approved members of the public,post_election,https://legiscan.com/AL/bill/HB490/2018,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=HB490&WIN_TYPE=SELECTED_STATUS
ALPERSON-BARBARA-BIGSBY-BOYD,Barbara Bigsby Boyd,2010,188686,HB140,2012-04-24,business_economic_development,extends claim periods and permits carryforwards for capital tax credits tied to qualifying projects,Nay,opposes: extends claim periods and permits carryforwards for capital tax credits tied to qualifying projects,post_election,https://legiscan.com/AL/bill/HB140/2012,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB140
ALPERSON-ALAN-HARPER,Alan Harper,2010,188686,HB140,2012-04-24,business_economic_development,extends claim periods and permits carryforwards for capital tax credits tied to qualifying projects,Yea,extends claim periods and permits carryforwards for capital tax credits tied to qualifying projects,post_election,https://legiscan.com/AL/bill/HB140/2012,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB140
ALPERSON-RICHARD-LINDSEY,Richard Lindsey,2014,188686,HB140,2012-04-24,business_economic_development,extends claim periods and permits carryforwards for capital tax credits tied to qualifying projects,Nay,opposes: extends claim periods and permits carryforwards for capital tax credits tied to qualifying projects,pre_or_during_election,https://legiscan.com/AL/bill/HB140/2012,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB140
ALPERSON-JOHNNY-MACK-MORROW,Johnny Mack Morrow,2018,188686,HB140,2012-04-24,business_economic_development,extends claim periods and permits carryforwards for capital tax credits tied to qualifying projects,Nay,opposes: extends claim periods and permits carryforwards for capital tax credits tied to qualifying projects,pre_or_during_election,https://legiscan.com/AL/bill/HB140/2012,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB140
ALPERSON-CRAIG-FORD,Craig Ford,2014,188686,HB140,2012-04-24,business_economic_development,extends claim periods and permits carryforwards for capital tax credits tied to qualifying projects,Nay,opposes: extends claim periods and permits carryforwards for capital tax credits tied to qualifying projects,pre_or_during_election,https://legiscan.com/AL/bill/HB140/2012,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB140
ALPERSON-NAPOLEON-BRACY-JR,Napoleon Bracy Jr.,2010,188686,HB140,2012-04-24,business_economic_development,extends claim periods and permits carryforwards for capital tax credits tied to qualifying projects,Nay,opposes: extends claim periods and permits carryforwards for capital tax credits tied to qualifying projects,post_election,https://legiscan.com/AL/bill/HB140/2012,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB140
ALPERSON-BARBARA-BIGSBY-BOYD,Barbara Bigsby Boyd,2010,274177,HB658,2013-04-30,school_choice,expands or revises Accountability Act school-choice tax credits and flexibility provisions,Nay,opposes: expands or revises Accountability Act school-choice tax credits and flexibility provisions,post_election,https://legiscan.com/AL/bill/HB658/2013,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB658
ALPERSON-ALAN-HARPER,Alan Harper,2010,274177,HB658,2013-04-30,school_choice,expands or revises Accountability Act school-choice tax credits and flexibility provisions,Yea,expands or revises Accountability Act school-choice tax credits and flexibility provisions,post_election,https://legiscan.com/AL/bill/HB658/2013,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB658
ALPERSON-RICHARD-LINDSEY,Richard Lindsey,2014,274177,HB658,2013-04-30,school_choice,expands or revises Accountability Act school-choice tax credits and flexibility provisions,Nay,opposes: expands or revises Accountability Act school-choice tax credits and flexibility provisions,pre_or_during_election,https://legiscan.com/AL/bill/HB658/2013,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB658
ALPERSON-JOHNNY-MACK-MORROW,Johnny Mack Morrow,2018,274177,HB658,2013-04-30,school_choice,expands or revises Accountability Act school-choice tax credits and flexibility provisions,Nay,opposes: expands or revises Accountability Act school-choice tax credits and flexibility provisions,pre_or_during_election,https://legiscan.com/AL/bill/HB658/2013,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB658
ALPERSON-CRAIG-FORD,Craig Ford,2014,274177,HB658,2013-04-30,school_choice,expands or revises Accountability Act school-choice tax credits and flexibility provisions,Nay,opposes: expands or revises Accountability Act school-choice tax credits and flexibility provisions,pre_or_during_election,https://legiscan.com/AL/bill/HB658/2013,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB658
ALPERSON-NAPOLEON-BRACY-JR,Napoleon Bracy Jr.,2010,274177,HB658,2013-04-30,school_choice,expands or revises Accountability Act school-choice tax credits and flexibility provisions,Nay,opposes: expands or revises Accountability Act school-choice tax credits and flexibility provisions,post_election,https://legiscan.com/AL/bill/HB658/2013,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB658
ALPERSON-BILLY-BEASLEY,Billy Beasley,2010,408281,SB45,2015-03-10,school_choice,authorizes public charter schools and creates a state charter-school commission,Nay,opposes: authorizes public charter schools and creates a state charter-school commission,post_election,https://legiscan.com/AL/bill/SB45/2015,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SB45
ALPERSON-VIVIAN-DAVIS-FIGURES,Vivian Davis Figures,2010,408281,SB45,2015-03-10,school_choice,authorizes public charter schools and creates a state charter-school commission,Nay,opposes: authorizes public charter schools and creates a state charter-school commission,post_election,https://legiscan.com/AL/bill/SB45/2015,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SB45
ALPERSON-BARBARA-BIGSBY-BOYD,Barbara Bigsby Boyd,2010,1300210,SB1,2023-04-11,criminal_justice,"substantially reduces correctional incentive-time credits, lengthens the time required to reach higher earning classifications, and expands circumstances for forfeiting credits",Nay,"opposes: substantially reduces correctional incentive-time credits, lengthens the time required to reach higher earning classifications, and expands circumstances for forfeiting credits",post_election,https://legiscan.com/AL/bill/SB1/2023,https://alison.legislature.state.al.us/bill-search
ALPERSON-NAPOLEON-BRACY-JR,Napoleon Bracy Jr.,2010,1300210,SB1,2023-04-11,criminal_justice,"substantially reduces correctional incentive-time credits, lengthens the time required to reach higher earning classifications, and expands circumstances for forfeiting credits",Nay,"opposes: substantially reduces correctional incentive-time credits, lengthens the time required to reach higher earning classifications, and expands circumstances for forfeiting credits",post_election,https://legiscan.com/AL/bill/SB1/2023,https://alison.legislature.state.al.us/bill-search
ALPERSON-NATHANIEL-LEDBETTER,Nathaniel Ledbetter,2010,1300210,SB1,2023-04-11,criminal_justice,"substantially reduces correctional incentive-time credits, lengthens the time required to reach higher earning classifications, and expands circumstances for forfeiting credits",Yea,"substantially reduces correctional incentive-time credits, lengthens the time required to reach higher earning classifications, and expands circumstances for forfeiting credits",post_election,https://legiscan.com/AL/bill/SB1/2023,https://alison.legislature.state.al.us/bill-search
ALPERSON-BARBARA-A-DRUMMOND,Barbara A. Drummond,2014,1300210,SB1,2023-04-11,criminal_justice,"substantially reduces correctional incentive-time credits, lengthens the time required to reach higher earning classifications, and expands circumstances for forfeiting credits",Nay,"opposes: substantially reduces correctional incentive-time credits, lengthens the time required to reach higher earning classifications, and expands circumstances for forfeiting credits",post_election,https://legiscan.com/AL/bill/SB1/2023,https://alison.legislature.state.al.us/bill-search
ALPERSON-ANTHONY-DANIELS,Anthony Daniels,2014,1300210,SB1,2023-04-11,criminal_justice,"substantially reduces correctional incentive-time credits, lengthens the time required to reach higher earning classifications, and expands circumstances for forfeiting credits",Nay,"opposes: substantially reduces correctional incentive-time credits, lengthens the time required to reach higher earning classifications, and expands circumstances for forfeiting credits",post_election,https://legiscan.com/AL/bill/SB1/2023,https://alison.legislature.state.al.us/bill-search
ALPERSON-BARBARA-BIGSBY-BOYD,Barbara Bigsby Boyd,2010,409509,HB18,2015-03-11,criminal_justice,requires execution by electrocution under specified conditions,Nay,opposes: requires execution by electrocution under specified conditions,post_election,https://legiscan.com/AL/bill/HB18/2015,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB18
ALPERSON-ALAN-HARPER,Alan Harper,2010,409509,HB18,2015-03-11,criminal_justice,requires execution by electrocution under specified conditions,Yea,requires execution by electrocution under specified conditions,post_election,https://legiscan.com/AL/bill/HB18/2015,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB18
ALPERSON-RICHARD-LINDSEY,Richard Lindsey,2014,409509,HB18,2015-03-11,criminal_justice,requires execution by electrocution under specified conditions,Yea,requires execution by electrocution under specified conditions,post_election,https://legiscan.com/AL/bill/HB18/2015,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB18
ALPERSON-CRAIG-FORD,Craig Ford,2014,409509,HB18,2015-03-11,criminal_justice,requires execution by electrocution under specified conditions,Yea,requires execution by electrocution under specified conditions,post_election,https://legiscan.com/AL/bill/HB18/2015,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB18
ALPERSON-NAPOLEON-BRACY-JR,Napoleon Bracy Jr.,2010,409509,HB18,2015-03-11,criminal_justice,requires execution by electrocution under specified conditions,Nay,opposes: requires execution by electrocution under specified conditions,post_election,https://legiscan.com/AL/bill/HB18/2015,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB18
ALPERSON-NATHANIEL-LEDBETTER,Nathaniel Ledbetter,2010,409509,HB18,2015-03-11,criminal_justice,requires execution by electrocution under specified conditions,Yea,requires execution by electrocution under specified conditions,post_election,https://legiscan.com/AL/bill/HB18/2015,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB18
ALPERSON-BARBARA-A-DRUMMOND,Barbara A. Drummond,2014,409509,HB18,2015-03-11,criminal_justice,requires execution by electrocution under specified conditions,Nay,opposes: requires execution by electrocution under specified conditions,post_election,https://legiscan.com/AL/bill/HB18/2015,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB18
ALPERSON-ANTHONY-DANIELS,Anthony Daniels,2014,409509,HB18,2015-03-11,criminal_justice,requires execution by electrocution under specified conditions,Nay,opposes: requires execution by electrocution under specified conditions,post_election,https://legiscan.com/AL/bill/HB18/2015,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB18
ALPERSON-TAMMY-L-IRONS,Tammy Irons,2010,77113,HB56,2011-05-05,immigration,"establishes broad employment, benefits, education, documentation, and enforcement restrictions concerning unauthorized immigrants",Nay,"opposes: establishes broad employment, benefits, education, documentation, and enforcement restrictions concerning unauthorized immigrants",post_election,https://legiscan.com/AL/bill/HB56/2011,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB56
ALPERSON-BILLY-BEASLEY,Billy Beasley,2010,77113,HB56,2011-05-05,immigration,"establishes broad employment, benefits, education, documentation, and enforcement restrictions concerning unauthorized immigrants",Nay,"opposes: establishes broad employment, benefits, education, documentation, and enforcement restrictions concerning unauthorized immigrants",post_election,https://legiscan.com/AL/bill/HB56/2011,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB56
ALPERSON-MARC-KEAHEY,Marc Keahey,2010,77113,HB56,2011-05-05,immigration,"establishes broad employment, benefits, education, documentation, and enforcement restrictions concerning unauthorized immigrants",Yea,"establishes broad employment, benefits, education, documentation, and enforcement restrictions concerning unauthorized immigrants",post_election,https://legiscan.com/AL/bill/HB56/2011,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB56
ALPERSON-VIVIAN-DAVIS-FIGURES,Vivian Davis Figures,2010,77113,HB56,2011-05-05,immigration,"establishes broad employment, benefits, education, documentation, and enforcement restrictions concerning unauthorized immigrants",Nay,"opposes: establishes broad employment, benefits, education, documentation, and enforcement restrictions concerning unauthorized immigrants",post_election,https://legiscan.com/AL/bill/HB56/2011,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB56
ALPERSON-JERRY-L-FIELDING,Jerry Fielding,2010,77113,HB56,2011-05-05,immigration,"establishes broad employment, benefits, education, documentation, and enforcement restrictions concerning unauthorized immigrants",Nay,"opposes: establishes broad employment, benefits, education, documentation, and enforcement restrictions concerning unauthorized immigrants",post_election,https://legiscan.com/AL/bill/HB56/2011,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB56
ALPERSON-BARBARA-BIGSBY-BOYD,Barbara Bigsby Boyd,2010,500169,HB45,2016-02-17,abortion,regulates disposition and use of fetal remains and creates criminal penalties,Nay,opposes: regulates disposition and use of fetal remains and creates criminal penalties,post_election,https://legiscan.com/AL/bill/HB45/2016,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB45
ALPERSON-ALAN-HARPER,Alan Harper,2010,500169,HB45,2016-02-17,abortion,regulates disposition and use of fetal remains and creates criminal penalties,Yea,regulates disposition and use of fetal remains and creates criminal penalties,post_election,https://legiscan.com/AL/bill/HB45/2016,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB45
ALPERSON-RICHARD-LINDSEY,Richard Lindsey,2014,500169,HB45,2016-02-17,abortion,regulates disposition and use of fetal remains and creates criminal penalties,Yea,regulates disposition and use of fetal remains and creates criminal penalties,post_election,https://legiscan.com/AL/bill/HB45/2016,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB45
ALPERSON-CRAIG-FORD,Craig Ford,2014,500169,HB45,2016-02-17,abortion,regulates disposition and use of fetal remains and creates criminal penalties,Yea,regulates disposition and use of fetal remains and creates criminal penalties,post_election,https://legiscan.com/AL/bill/HB45/2016,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB45
ALPERSON-NAPOLEON-BRACY-JR,Napoleon Bracy Jr.,2010,500169,HB45,2016-02-17,abortion,regulates disposition and use of fetal remains and creates criminal penalties,Yea,regulates disposition and use of fetal remains and creates criminal penalties,post_election,https://legiscan.com/AL/bill/HB45/2016,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB45
ALPERSON-NATHANIEL-LEDBETTER,Nathaniel Ledbetter,2010,500169,HB45,2016-02-17,abortion,regulates disposition and use of fetal remains and creates criminal penalties,Yea,regulates disposition and use of fetal remains and creates criminal penalties,post_election,https://legiscan.com/AL/bill/HB45/2016,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB45
ALPERSON-BARBARA-A-DRUMMOND,Barbara A. Drummond,2014,500169,HB45,2016-02-17,abortion,regulates disposition and use of fetal remains and creates criminal penalties,Nay,opposes: regulates disposition and use of fetal remains and creates criminal penalties,post_election,https://legiscan.com/AL/bill/HB45/2016,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB45
ALPERSON-BARBARA-BIGSBY-BOYD,Barbara Bigsby Boyd,2010,231467,HB84,2013-02-14,school_choice,creates school-flexibility provisions and tax credits for transfers from designated failing schools,Nay,opposes: creates school-flexibility provisions and tax credits for transfers from designated failing schools,post_election,https://legiscan.com/AL/bill/HB84/2013,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB84
ALPERSON-ALAN-HARPER,Alan Harper,2010,231467,HB84,2013-02-14,school_choice,creates school-flexibility provisions and tax credits for transfers from designated failing schools,Yea,creates school-flexibility provisions and tax credits for transfers from designated failing schools,post_election,https://legiscan.com/AL/bill/HB84/2013,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB84
ALPERSON-RICHARD-LINDSEY,Richard Lindsey,2014,231467,HB84,2013-02-14,school_choice,creates school-flexibility provisions and tax credits for transfers from designated failing schools,Nay,opposes: creates school-flexibility provisions and tax credits for transfers from designated failing schools,pre_or_during_election,https://legiscan.com/AL/bill/HB84/2013,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB84
ALPERSON-JOHNNY-MACK-MORROW,Johnny Mack Morrow,2018,231467,HB84,2013-02-14,school_choice,creates school-flexibility provisions and tax credits for transfers from designated failing schools,Nay,opposes: creates school-flexibility provisions and tax credits for transfers from designated failing schools,pre_or_during_election,https://legiscan.com/AL/bill/HB84/2013,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB84
