sample,outcome,specification,n,people,term,status,coefficient,cluster_se,ci_low,ci_high,p_value,primary_bh_q_value,congruence_bh_q_value
D,candidate_presidential_overperformance,issue_mediator_adjusted:primitive:civil_social_liberty,59,58,primitive_conservative_civil_social_liberty,estimated,6.688788036043288,2.4890450895136955,1.8102596605964454,11.56731641149013,0.009424357739482109,,
D,candidate_presidential_overperformance,issue_district_congruence:primitive:civil_social_liberty,66,64,primitive_conservative_civil_social_liberty,estimated,11.803014997753044,2.8742255508280854,6.169532918129996,17.436497077376092,0.00011785364180757993,,
D,candidate_presidential_overperformance,issue_district_congruence:primitive:civil_social_liberty,66,64,primitive_congruence_civil_social_liberty,estimated,1.8817371640689866,3.5941964766633987,-5.162887930191275,8.926362258329249,0.6024292763869326,,0.8032390351825767
D:2008_2014,candidate_presidential_overperformance,issue_era:primitive:civil_social_liberty,3,3,primitive_conservative_civil_social_liberty,underpowered,,,,,,,
D:post_2016,candidate_presidential_overperformance,issue_era:primitive:civil_social_liberty,18,18,primitive_conservative_civil_social_liberty,estimated,10.267873988698982,2.7673108718933896,4.843944679787938,15.691803297610026,0.0017380762755369436,,
D:pre_2008,candidate_presidential_overperformance,issue_era:primitive:civil_social_liberty,55,54,primitive_conservative_civil_social_liberty,estimated,13.21548689730216,3.3084062567378245,6.731010634096024,19.699963160508297,0.00020113865531083387,,
R,candidate_cmo,issue_total:primitive:civil_social_liberty,86,84,primitive_conservative_civil_social_liberty,estimated,0.6603687753370903,3.291788011301861,-5.7915357268145575,7.112273277488739,0.8414935429358182,,
R,candidate_cmo,issue_mediator_adjusted:primitive:civil_social_liberty,71,70,primitive_conservative_civil_social_liberty,estimated,-3.945390356395193,3.518762993349275,-10.842165823359771,2.951385110569386,0.26607130700804377,,
R,candidate_cmo,issue_district_congruence:primitive:civil_social_liberty,77,76,primitive_conservative_civil_social_liberty,estimated,2.471629491624344,3.5141971231456797,-4.416196869741188,9.359455852989875,0.4840297121556084,,
R,candidate_cmo,issue_district_congruence:primitive:civil_social_liberty,77,76,primitive_congruence_civil_social_liberty,estimated,0.37079304365437715,4.626914712372613,-8.697959792595944,9.439545879904697,0.9363407221477548,,
R:2008_2014,candidate_cmo,issue_era:primitive:civil_social_liberty,5,5,primitive_conservative_civil_social_liberty,underpowered,,,,,,,
R:post_2016,candidate_cmo,issue_era:primitive:civil_social_liberty,25,25,primitive_conservative_civil_social_liberty,estimated,-4.050361003287454,0.9305305732763357,-5.874200926909072,-2.2265210796658366,0.0002153993701120876,,
R:pre_2008,candidate_cmo,issue_era:primitive:civil_social_liberty,56,55,primitive_conservative_civil_social_liberty,estimated,-0.02118940301296479,3.500831536533476,-6.882819214618578,6.840440408592648,0.99519299735072,,
R,candidate_statewide_overperformance,issue_total:primitive:civil_social_liberty,86,84,primitive_conservative_civil_social_liberty,estimated,6.3980530513944,3.8821796366249144,-1.2110190363904323,14.007125139179232,0.10312164322066876,,
R,candidate_statewide_overperformance,issue_mediator_adjusted:primitive:civil_social_liberty,71,70,primitive_conservative_civil_social_liberty,estimated,2.737314629898218,3.349859880728827,-3.8284107363302833,9.303039996126719,0.41665926409055665,,
R,candidate_statewide_overperformance,issue_district_congruence:primitive:civil_social_liberty,77,76,primitive_conservative_civil_social_liberty,estimated,3.6140668043680146,4.39676598570888,-5.00359452762139,12.23172813635742,0.4136921182958445,,
R,candidate_statewide_overperformance,issue_district_congruence:primitive:civil_social_liberty,77,76,primitive_congruence_civil_social_liberty,estimated,-0.5888232252319178,4.787011843127961,-9.971366437762722,8.793719987298886,0.9024326894445532,,
R:2008_2014,candidate_statewide_overperformance,issue_era:primitive:civil_social_liberty,5,5,primitive_conservative_civil_social_liberty,underpowered,,,,,,,
R:post_2016,candidate_statewide_overperformance,issue_era:primitive:civil_social_liberty,25,25,primitive_conservative_civil_social_liberty,estimated,4.238686128072532,0.8470763561765532,2.5784164699664873,5.8989557861785755,4.115966933175105e-05,,
R:pre_2008,candidate_statewide_overperformance,issue_era:primitive:civil_social_liberty,56,55,primitive_conservative_civil_social_liberty,estimated,6.132382349029546,4.020742385287863,-1.7482727261346653,14.013037424193758,0.1330485133660954,,
R,candidate_federal_overperformance,issue_total:primitive:civil_social_liberty,77,76,primitive_conservative_civil_social_liberty,estimated,6.075442984492566,4.793680664718793,-3.320171118356267,15.4710570873414,0.2089384119544562,0.3696602673040379,
R,candidate_federal_overperformance,issue_mediator_adjusted:primitive:civil_social_liberty,63,63,primitive_conservative_civil_social_liberty,estimated,1.0587631403108162,4.858367082624857,-8.463636341633903,10.581162622255535,0.8282026538959656,,
R,candidate_federal_overperformance,issue_district_congruence:primitive:civil_social_liberty,77,76,primitive_conservative_civil_social_liberty,estimated,7.10885548731383,4.597856962869512,-1.9029441599104135,16.120655134538076,0.12628412905978936,,
R,candidate_federal_overperformance,issue_district_congruence:primitive:civil_social_liberty,77,76,primitive_congruence_civil_social_liberty,estimated,-2.407876716367777,5.854325688623224,-13.882355066069298,9.066601633333743,0.6820264397920843,,0.9094496865096579
R:2008_2014,candidate_federal_overperformance,issue_era:primitive:civil_social_liberty,5,5,primitive_conservative_civil_social_liberty,underpowered,,,,,,,
R:post_2016,candidate_federal_overperformance,issue_era:primitive:civil_social_liberty,25,25,primitive_conservative_civil_social_liberty,estimated,0.7638746622375222,1.4344417055969438,-2.047631080732488,3.575380405207532,0.5992593843348433,,
R:pre_2008,candidate_federal_overperformance,issue_era:primitive:civil_social_liberty,47,46,primitive_conservative_civil_social_liberty,estimated,2.9491191000026777,5.3568551119661745,-7.550316919451024,13.44855511945638,0.5846774595412585,,
R,candidate_presidential_overperformance,issue_total:primitive:civil_social_liberty,85,83,primitive_conservative_civil_social_liberty,estimated,6.772785695802261,4.5171765158647705,-2.0808802752926887,15.62645166689721,0.13762562492146704,0.285444115098808,
R,candidate_presidential_overperformance,issue_mediator_adjusted:primitive:civil_social_liberty,70,69,primitive_conservative_civil_social_liberty,estimated,2.379226666208221,3.7751383990559164,-5.020044595941375,9.778497928357817,0.5306526932242278,,
R,candidate_presidential_overperformance,issue_district_congruence:primitive:civil_social_liberty,76,75,primitive_conservative_civil_social_liberty,estimated,4.849791030700457,5.119305755560135,-5.184048250197408,14.883630311598322,0.34654222409218305,,
R,candidate_presidential_overperformance,issue_district_congruence:primitive:civil_social_liberty,76,75,primitive_congruence_civil_social_liberty,estimated,-1.4408788905127956,6.440167579143767,-14.06360734563458,11.181849564608989,0.8235814819640574,,0.9747047973165676
R:2008_2014,candidate_presidential_overperformance,issue_era:primitive:civil_social_liberty,5,5,primitive_conservative_civil_social_liberty,underpowered,,,,,,,
R:post_2016,candidate_presidential_overperformance,issue_era:primitive:civil_social_liberty,25,25,primitive_conservative_civil_social_liberty,estimated,-0.4740514403129751,4.137780632246212,-8.58410147951555,7.6359985988896,0.9097417524402457,,
R:pre_2008,candidate_presidential_overperformance,issue_era:primitive:civil_social_liberty,55,54,primitive_conservative_civil_social_liberty,estimated,7.1036426110329565,4.760430384924109,-2.226800943418297,16.43408616548421,0.14156863693848645,,
all,candidate_cmo,issue_pooled_convergence:primitive:civil_social_liberty,166,162,primitive_convergence_civil_social_liberty,estimated,-0.09415585739553478,1.8266375719110743,-3.6743654983412406,3.486053783550171,0.9589543466327822,,
all,candidate_statewide_overperformance,issue_pooled_convergence:primitive:civil_social_liberty,166,162,primitive_convergence_civil_social_liberty,estimated,4.144461931570677,2.361521632241529,-0.48412046762272,8.773044330764074,0.08116206705518053,,
all,candidate_federal_overperformance,issue_pooled_convergence:primitive:civil_social_liberty,147,144,primitive_convergence_civil_social_liberty,estimated,1.2293427826919698,3.0655405297234837,-4.7791166555660585,7.237802220949998,0.689004038667022,,
all,candidate_presidential_overperformance,issue_pooled_convergence:primitive:civil_social_liberty,161,157,primitive_convergence_civil_social_liberty,estimated,3.266183342665918,3.0180503536146484,-2.649195350418793,9.181562035750629,0.2808264206804342,,
D,candidate_cmo,issue_total:primitive:christian_sexual_morality,9,9,primitive_conservative_christian_sexual_morality,underpowered,,,,,,,
D,candidate_cmo,issue_mediator_adjusted:primitive:christian_sexual_morality,8,8,primitive_conservative_christian_sexual_morality,underpowered,,,,,,,
D,candidate_cmo,issue_district_congruence:primitive:christian_sexual_morality,9,9,primitive_conservative_christian_sexual_morality,underpowered,,,,,,,
D,candidate_cmo,issue_district_congruence:primitive:christian_sexual_morality,9,9,primitive_congruence_christian_sexual_morality,underpowered,,,,,,,
D:post_2016,candidate_cmo,issue_era:primitive:christian_sexual_morality,9,9,primitive_conservative_christian_sexual_morality,underpowered,,,,,,,
D,candidate_statewide_overperformance,issue_total:primitive:christian_sexual_morality,9,9,primitive_conservative_christian_sexual_morality,underpowered,,,,,,,
D,candidate_statewide_overperformance,issue_mediator_adjusted:primitive:christian_sexual_morality,8,8,primitive_conservative_christian_sexual_morality,underpowered,,,,,,,
D,candidate_statewide_overperformance,issue_district_congruence:primitive:christian_sexual_morality,9,9,primitive_conservative_christian_sexual_morality,underpowered,,,,,,,
D,candidate_statewide_overperformance,issue_district_congruence:primitive:christian_sexual_morality,9,9,primitive_congruence_christian_sexual_morality,underpowered,,,,,,,
D:post_2016,candidate_statewide_overperformance,issue_era:primitive:christian_sexual_morality,9,9,primitive_conservative_christian_sexual_morality,underpowered,,,,,,,
D,candidate_federal_overperformance,issue_total:primitive:christian_sexual_morality,9,9,primitive_conservative_christian_sexual_morality,underpowered,,,,,,,
D,candidate_federal_overperformance,issue_mediator_adjusted:primitive:christian_sexual_morality,8,8,primitive_conservative_christian_sexual_morality,underpowered,,,,,,,
D,candidate_federal_overperformance,issue_district_congruence:primitive:christian_sexual_morality,9,9,primitive_conservative_christian_sexual_morality,underpowered,,,,,,,
D,candidate_federal_overperformance,issue_district_congruence:primitive:christian_sexual_morality,9,9,primitive_congruence_christian_sexual_morality,underpowered,,,,,,,
D:post_2016,candidate_federal_overperformance,issue_era:primitive:christian_sexual_morality,9,9,primitive_conservative_christian_sexual_morality,underpowered,,,,,,,
D,candidate_presidential_overperformance,issue_total:primitive:christian_sexual_morality,9,9,primitive_conservative_christian_sexual_morality,underpowered,,,,,,,
D,candidate_presidential_overperformance,issue_mediator_adjusted:primitive:christian_sexual_morality,8,8,primitive_conservative_christian_sexual_morality,underpowered,,,,,,,
D,candidate_presidential_overperformance,issue_district_congruence:primitive:christian_sexual_morality,9,9,primitive_conservative_christian_sexual_morality,underpowered,,,,,,,
D,candidate_presidential_overperformance,issue_district_congruence:primitive:christian_sexual_morality,9,9,primitive_congruence_christian_sexual_morality,underpowered,,,,,,,
D:post_2016,candidate_presidential_overperformance,issue_era:primitive:christian_sexual_morality,9,9,primitive_conservative_christian_sexual_morality,underpowered,,,,,,,
R,candidate_cmo,issue_total:primitive:christian_sexual_morality,35,35,primitive_conservative_christian_sexual_morality,no_variation,,,,,,,
R,candidate_cmo,issue_mediator_adjusted:primitive:christian_sexual_morality,32,32,primitive_conservative_christian_sexual_morality,no_variation,,,,,,,
R,candidate_cmo,issue_district_congruence:primitive:christian_sexual_morality,35,35,primitive_conservative_christian_sexual_morality,no_variation,,,,,,,
R,candidate_cmo,issue_district_congruence:primitive:christian_sexual_morality,35,35,primitive_congruence_christian_sexual_morality,no_variation,,,,,,,
R:post_2016,candidate_cmo,issue_era:primitive:christian_sexual_morality,35,35,primitive_conservative_christian_sexual_morality,no_variation,,,,,,,
R,candidate_statewide_overperformance,issue_total:primitive:christian_sexual_morality,35,35,primitive_conservative_christian_sexual_morality,no_variation,,,,,,,
R,candidate_statewide_overperformance,issue_mediator_adjusted:primitive:christian_sexual_morality,32,32,primitive_conservative_christian_sexual_morality,no_variation,,,,,,,
R,candidate_statewide_overperformance,issue_district_congruence:primitive:christian_sexual_morality,35,35,primitive_conservative_christian_sexual_morality,no_variation,,,,,,,
R,candidate_statewide_overperformance,issue_district_congruence:primitive:christian_sexual_morality,35,35,primitive_congruence_christian_sexual_morality,no_variation,,,,,,,
R:post_2016,candidate_statewide_overperformance,issue_era:primitive:christian_sexual_morality,35,35,primitive_conservative_christian_sexual_morality,no_variation,,,,,,,
R,candidate_federal_overperformance,issue_total:primitive:christian_sexual_morality,35,35,primitive_conservative_christian_sexual_morality,no_variation,,,,,,,
R,candidate_federal_overperformance,issue_mediator_adjusted:primitive:christian_sexual_morality,32,32,primitive_conservative_christian_sexual_morality,no_variation,,,,,,,
R,candidate_federal_overperformance,issue_district_congruence:primitive:christian_sexual_morality,35,35,primitive_conservative_christian_sexual_morality,no_variation,,,,,,,
R,candidate_federal_overperformance,issue_district_congruence:primitive:christian_sexual_morality,35,35,primitive_congruence_christian_sexual_morality,no_variation,,,,,,,
R:post_2016,candidate_federal_overperformance,issue_era:primitive:christian_sexual_morality,35,35,primitive_conservative_christian_sexual_morality,no_variation,,,,,,,
R,candidate_presidential_overperformance,issue_total:primitive:christian_sexual_morality,35,35,primitive_conservative_christian_sexual_morality,no_variation,,,,,,,
R,candidate_presidential_overperformance,issue_mediator_adjusted:primitive:christian_sexual_morality,32,32,primitive_conservative_christian_sexual_morality,no_variation,,,,,,,
R,candidate_presidential_overperformance,issue_district_congruence:primitive:christian_sexual_morality,35,35,primitive_conservative_christian_sexual_morality,no_variation,,,,,,,
R,candidate_presidential_overperformance,issue_district_congruence:primitive:christian_sexual_morality,35,35,primitive_congruence_christian_sexual_morality,no_variation,,,,,,,
R:post_2016,candidate_presidential_overperformance,issue_era:primitive:christian_sexual_morality,35,35,primitive_conservative_christian_sexual_morality,no_variation,,,,,,,
all,candidate_cmo,issue_pooled_convergence:primitive:christian_sexual_morality,44,44,primitive_convergence_christian_sexual_morality,estimated,-0.8119808936034407,4.102319164254769,-8.852526455542788,7.228564668335908,0.8440309116274513,,
all,candidate_statewide_overperformance,issue_pooled_convergence:primitive:christian_sexual_morality,44,44,primitive_convergence_christian_sexual_morality,estimated,-6.727101177633116,4.006585301630761,-14.580008368829407,1.1258060135631744,0.10040342700492613,,
all,candidate_federal_overperformance,issue_pooled_convergence:primitive:christian_sexual_morality,44,44,primitive_convergence_christian_sexual_morality,estimated,1.3011452827205798,5.146492174717907,-8.785979379726518,11.388269945167677,0.8016106826023377,,
all,candidate_presidential_overperformance,issue_pooled_convergence:primitive:christian_sexual_morality,44,44,primitive_convergence_christian_sexual_morality,estimated,8.355330444004613,7.218720773104729,-5.793362271280655,22.50402315928988,0.2534764401429101,,
D,candidate_cmo,issue_total:primitive:racial_civil_rights,15,15,primitive_conservative_racial_civil_rights,underpowered,,,,,,,
D,candidate_cmo,issue_mediator_adjusted:primitive:racial_civil_rights,10,10,primitive_conservative_racial_civil_rights,underpowered,,,,,,,
D,candidate_cmo,issue_district_congruence:primitive:racial_civil_rights,14,14,primitive_conservative_racial_civil_rights,underpowered,,,,,,,
D,candidate_cmo,issue_district_congruence:primitive:racial_civil_rights,14,14,primitive_congruence_racial_civil_rights,underpowered,,,,,,,
D:post_2016,candidate_cmo,issue_era:primitive:racial_civil_rights,3,3,primitive_conservative_racial_civil_rights,underpowered,,,,,,,
D:pre_2008,candidate_cmo,issue_era:primitive:racial_civil_rights,12,12,primitive_conservative_racial_civil_rights,underpowered,,,,,,,
D,candidate_statewide_overperformance,issue_total:primitive:racial_civil_rights,15,15,primitive_conservative_racial_civil_rights,underpowered,,,,,,,
D,candidate_statewide_overperformance,issue_mediator_adjusted:primitive:racial_civil_rights,10,10,primitive_conservative_racial_civil_rights,underpowered,,,,,,,
D,candidate_statewide_overperformance,issue_district_congruence:primitive:racial_civil_rights,14,14,primitive_conservative_racial_civil_rights,underpowered,,,,,,,
D,candidate_statewide_overperformance,issue_district_congruence:primitive:racial_civil_rights,14,14,primitive_congruence_racial_civil_rights,underpowered,,,,,,,
D:post_2016,candidate_statewide_overperformance,issue_era:primitive:racial_civil_rights,3,3,primitive_conservative_racial_civil_rights,underpowered,,,,,,,
D:pre_2008,candidate_statewide_overperformance,issue_era:primitive:racial_civil_rights,12,12,primitive_conservative_racial_civil_rights,underpowered,,,,,,,
D,candidate_federal_overperformance,issue_total:primitive:racial_civil_rights,14,14,primitive_conservative_racial_civil_rights,underpowered,,,,,,,
D,candidate_federal_overperformance,issue_mediator_adjusted:primitive:racial_civil_rights,9,9,primitive_conservative_racial_civil_rights,underpowered,,,,,,,
D,candidate_federal_overperformance,issue_district_congruence:primitive:racial_civil_rights,14,14,primitive_conservative_racial_civil_rights,underpowered,,,,,,,
D,candidate_federal_overperformance,issue_district_congruence:primitive:racial_civil_rights,14,14,primitive_congruence_racial_civil_rights,underpowered,,,,,,,
D:post_2016,candidate_federal_overperformance,issue_era:primitive:racial_civil_rights,3,3,primitive_conservative_racial_civil_rights,underpowered,,,,,,,
D:pre_2008,candidate_federal_overperformance,issue_era:primitive:racial_civil_rights,11,11,primitive_conservative_racial_civil_rights,underpowered,,,,,,,
D,candidate_presidential_overperformance,issue_total:primitive:racial_civil_rights,14,14,primitive_conservative_racial_civil_rights,underpowered,,,,,,,
D,candidate_presidential_overperformance,issue_mediator_adjusted:primitive:racial_civil_rights,9,9,primitive_conservative_racial_civil_rights,underpowered,,,,,,,
D,candidate_presidential_overperformance,issue_district_congruence:primitive:racial_civil_rights,13,13,primitive_conservative_racial_civil_rights,underpowered,,,,,,,
D,candidate_presidential_overperformance,issue_district_congruence:primitive:racial_civil_rights,13,13,primitive_congruence_racial_civil_rights,underpowered,,,,,,,
D:post_2016,candidate_presidential_overperformance,issue_era:primitive:racial_civil_rights,3,3,primitive_conservative_racial_civil_rights,underpowered,,,,,,,
D:pre_2008,candidate_presidential_overperformance,issue_era:primitive:racial_civil_rights,11,11,primitive_conservative_racial_civil_rights,underpowered,,,,,,,
R,candidate_cmo,issue_total:primitive:racial_civil_rights,41,41,primitive_conservative_racial_civil_rights,estimated,4.914845339901037,7.239662710497643,-9.274893572674344,19.104584252476418,0.5011247104764447,,
R,candidate_cmo,issue_mediator_adjusted:primitive:racial_civil_rights,36,36,primitive_conservative_racial_civil_rights,no_variation,,,,,,,
R,candidate_cmo,issue_district_congruence:primitive:racial_civil_rights,41,41,primitive_conservative_racial_civil_rights,estimated,4.158439409079449,7.194434717495593,-9.942652637211912,18.259531455370812,0.5664988614620434,,
R,candidate_cmo,issue_district_congruence:primitive:racial_civil_rights,41,41,primitive_congruence_racial_civil_rights,estimated,-1.6357345278739177,1.704820304379094,-4.977182324456942,1.7057132687091063,0.3430829414496873,,
R:post_2016,candidate_cmo,issue_era:primitive:racial_civil_rights,34,34,primitive_conservative_racial_civil_rights,no_variation,,,,,,,
R:pre_2008,candidate_cmo,issue_era:primitive:racial_civil_rights,7,7,primitive_conservative_racial_civil_rights,underpowered,,,,,,,
R,candidate_statewide_overperformance,issue_total:primitive:racial_civil_rights,41,41,primitive_conservative_racial_civil_rights,estimated,-0.05573162084454603,4.558498292956777,-8.990388275039829,8.878925033350738,0.990306183569176,,
R,candidate_statewide_overperformance,issue_mediator_adjusted:primitive:racial_civil_rights,36,36,primitive_conservative_racial_civil_rights,no_variation,,,,,,,
R,candidate_statewide_overperformance,issue_district_congruence:primitive:racial_civil_rights,41,41,primitive_conservative_racial_civil_rights,estimated,-0.6023975348140479,4.6755379620657,-9.766451940462819,8.561656870834724,0.8981297016523512,,
R,candidate_statewide_overperformance,issue_district_congruence:primitive:racial_civil_rights,41,41,primitive_congruence_racial_civil_rights,estimated,-2.6907817995704013,1.0854384213153965,-4.818241105348578,-0.5633224937922243,0.017490113225249005,,
R:post_2016,candidate_statewide_overperformance,issue_era:primitive:racial_civil_rights,34,34,primitive_conservative_racial_civil_rights,no_variation,,,,,,,
R:pre_2008,candidate_statewide_overperformance,issue_era:primitive:racial_civil_rights,7,7,primitive_conservative_racial_civil_rights,underpowered,,,,,,,
R,candidate_federal_overperformance,issue_total:primitive:racial_civil_rights,41,41,primitive_conservative_racial_civil_rights,estimated,-0.625821767679204,5.447036988676969,-11.302014265486063,10.050370730127655,0.9091054226701721,0.929307765396176,
R,candidate_federal_overperformance,issue_mediator_adjusted:primitive:racial_civil_rights,36,36,primitive_conservative_racial_civil_rights,no_variation,,,,,,,
R,candidate_federal_overperformance,issue_district_congruence:primitive:racial_civil_rights,41,41,primitive_conservative_racial_civil_rights,estimated,-0.21147433895062945,5.445481245379209,-10.884617579893881,10.46166890199262,0.9692152569134185,,
R,candidate_federal_overperformance,issue_district_congruence:primitive:racial_civil_rights,41,41,primitive_congruence_racial_civil_rights,estimated,3.2559708479973475,1.8631459493731937,-0.3957952127741122,6.907736908768808,0.08821294298731754,,0.5072244221770759
R:post_2016,candidate_federal_overperformance,issue_era:primitive:racial_civil_rights,34,34,primitive_conservative_racial_civil_rights,no_variation,,,,,,,
R:pre_2008,candidate_federal_overperformance,issue_era:primitive:racial_civil_rights,7,7,primitive_conservative_racial_civil_rights,underpowered,,,,,,,
R,candidate_presidential_overperformance,issue_total:primitive:racial_civil_rights,40,40,primitive_conservative_racial_civil_rights,estimated,-1.3420710479405704,8.169467209886701,-17.354226779318505,14.670084683437363,0.8703600675274634,0.929307765396176,
R,candidate_presidential_overperformance,issue_mediator_adjusted:primitive:racial_civil_rights,36,36,primitive_conservative_racial_civil_rights,no_variation,,,,,,,
R,candidate_presidential_overperformance,issue_district_congruence:primitive:racial_civil_rights,40,40,primitive_conservative_racial_civil_rights,estimated,-3.5254900958972617,8.327491415502571,-19.8473732702823,12.796393078487778,0.6743614843079941,,
R,candidate_presidential_overperformance,issue_district_congruence:primitive:racial_civil_rights,40,40,primitive_congruence_racial_civil_rights,estimated,-5.002552788844483,4.350173549566315,-13.52889294599446,3.523787368305495,0.2571607655143568,,0.7407084767051915
R:post_2016,candidate_presidential_overperformance,issue_era:primitive:racial_civil_rights,34,34,primitive_conservative_racial_civil_rights,no_variation,,,,,,,
R:pre_2008,candidate_presidential_overperformance,issue_era:primitive:racial_civil_rights,6,6,primitive_conservative_racial_civil_rights,underpowered,,,,,,,
all,candidate_cmo,issue_pooled_convergence:primitive:racial_civil_rights,56,56,primitive_convergence_racial_civil_rights,estimated,-8.231819210715617,3.742142751915082,-15.566419004469179,-0.8972194169620566,0.03204432627759485,,
all,candidate_statewide_overperformance,issue_pooled_convergence:primitive:racial_civil_rights,56,56,primitive_convergence_racial_civil_rights,estimated,-3.402736587393892,2.906691365371788,-9.099851663522596,2.294378488734812,0.24678425570035883,,
all,candidate_federal_overperformance,issue_pooled_convergence:primitive:racial_civil_rights,55,55,primitive_convergence_racial_civil_rights,estimated,-9.524200106200215,5.041521234405484,-19.405581725634963,0.35718151323453284,0.06424609376528116,,
all,candidate_presidential_overperformance,issue_pooled_convergence:primitive:racial_civil_rights,54,54,primitive_convergence_racial_civil_rights,estimated,-4.949022142594983,4.258596729625079,-13.295871732660139,3.3978274474701715,0.2503912225826822,,
D,candidate_cmo,issue_total:primitive:anti_discrimination,74,74,primitive_conservative_anti_discrimination,estimated,5.712371481155743,3.078352696955054,-0.3211998048761622,11.745942767187648,0.06753896529287248,,
D,candidate_cmo,issue_mediator_adjusted:primitive:anti_discrimination,62,62,primitive_conservative_anti_discrimination,estimated,7.484356205749174,3.6303764391730424,0.3688183849700115,14.599894026528336,0.04351489388558827,,
D,candidate_cmo,issue_district_congruence:primitive:anti_discrimination,70,70,primitive_conservative_anti_discrimination,estimated,3.9335325184186645,3.4118536832184283,-2.7537007006894547,10.620765737526783,0.2529290533059721,,
D,candidate_cmo,issue_district_congruence:primitive:anti_discrimination,70,70,primitive_congruence_anti_discrimination,estimated,0.6874094928038024,3.1315096262246174,-5.450349374596447,6.825168360204053,0.826897946891388,,
D:2008_2014,candidate_cmo,issue_era:primitive:anti_discrimination,9,9,primitive_conservative_anti_discrimination,underpowered,,,,,,,
D:post_2016,candidate_cmo,issue_era:primitive:anti_discrimination,19,19,primitive_conservative_anti_discrimination,estimated,0.7719934615544315,3.3119864404097474,-5.7194999616486735,7.263486884757536,0.818320970502253,,
D:pre_2008,candidate_cmo,issue_era:primitive:anti_discrimination,46,46,primitive_conservative_anti_discrimination,estimated,8.364183894080156,3.5152970293476256,1.4742017165588104,15.254166071601503,0.021643250919039084,,
D,candidate_statewide_overperformance,issue_total:primitive:anti_discrimination,74,74,primitive_conservative_anti_discrimination,estimated,1.4153146729385735,3.096536869880568,-4.65389759202734,7.484526937904487,0.6489825106450968,,
D,candidate_statewide_overperformance,issue_mediator_adjusted:primitive:anti_discrimination,62,62,primitive_conservative_anti_discrimination,estimated,2.691906967476758,2.9312296966186393,-3.053303237895775,8.437117172849291,0.362050536110081,,
D,candidate_statewide_overperformance,issue_district_congruence:primitive:anti_discrimination,70,70,primitive_conservative_anti_discrimination,estimated,3.5029104973131613,3.4738776172137826,-3.3058896324258527,10.311710627052175,0.3168059698998625,,
D,candidate_statewide_overperformance,issue_district_congruence:primitive:anti_discrimination,70,70,primitive_congruence_anti_discrimination,estimated,-2.2487282140021647,3.0064604139354536,-8.141390625315653,3.643934197311324,0.45702282704140285,,
D:2008_2014,candidate_statewide_overperformance,issue_era:primitive:anti_discrimination,9,9,primitive_conservative_anti_discrimination,underpowered,,,,,,,
D:post_2016,candidate_statewide_overperformance,issue_era:primitive:anti_discrimination,19,19,primitive_conservative_anti_discrimination,estimated,4.66669565091605,3.17249637355714,-1.5513972412559447,10.884788543088044,0.15856128592538846,,
D:pre_2008,candidate_statewide_overperformance,issue_era:primitive:anti_discrimination,46,46,primitive_conservative_anti_discrimination,estimated,-0.031021215931721455,4.303329109907987,-8.465546271351377,8.403503839487934,0.9942802384577778,,
D,candidate_federal_overperformance,issue_total:primitive:anti_discrimination,70,70,primitive_conservative_anti_discrimination,estimated,3.3886117720134945,4.410846047042072,-5.256646480188966,12.033870024215954,0.444962846853992,0.6904595899458497,
D,candidate_federal_overperformance,issue_mediator_adjusted:primitive:anti_discrimination,58,58,primitive_conservative_anti_discrimination,estimated,5.844347244473029,4.732436221148309,-3.4312277489776566,15.119922237923715,0.221913652414155,,
D,candidate_federal_overperformance,issue_district_congruence:primitive:anti_discrimination,70,70,primitive_conservative_anti_discrimination,estimated,2.9478745086498477,4.377118700668202,-5.631278144659827,11.527027161959523,0.5028956521032153,,
D,candidate_federal_overperformance,issue_district_congruence:primitive:anti_discrimination,70,70,primitive_congruence_anti_discrimination,estimated,-0.2612353457790551,3.63436384342165,-7.3845884788854885,6.862117787327378,0.9429059476989411,,0.9483404670499325
D:2008_2014,candidate_federal_overperformance,issue_era:primitive:anti_discrimination,9,9,primitive_conservative_anti_discrimination,underpowered,,,,,,,
D:post_2016,candidate_federal_overperformance,issue_era:primitive:anti_discrimination,19,19,primitive_conservative_anti_discrimination,estimated,2.83781656889143,2.305285183970055,-1.6805423916898778,7.356175529472738,0.23416440596177368,,
D:pre_2008,candidate_federal_overperformance,issue_era:primitive:anti_discrimination,42,42,primitive_conservative_anti_discrimination,estimated,7.232227267615412,4.356778769604275,-1.3070591208089661,15.77151365603979,0.10454626372151062,,
D,candidate_presidential_overperformance,issue_total:primitive:anti_discrimination,71,71,primitive_conservative_anti_discrimination,estimated,1.9749396562352572,3.877582728174858,-5.625122490987464,9.57500180345798,0.612128160444547,0.7745754620647286,
D,candidate_presidential_overperformance,issue_mediator_adjusted:primitive:anti_discrimination,59,59,primitive_conservative_anti_discrimination,estimated,3.6046017900850464,3.403895371425191,-3.0670331379083273,10.27623671807842,0.29400664923436676,,
D,candidate_presidential_overperformance,issue_district_congruence:primitive:anti_discrimination,67,67,primitive_conservative_anti_discrimination,estimated,2.7773277178916427,4.214036064694224,-5.4821829689090364,11.036838404692322,0.5121463807569463,,
D,candidate_presidential_overperformance,issue_district_congruence:primitive:anti_discrimination,67,67,primitive_congruence_anti_discrimination,estimated,-1.3565165589619936,3.158263423543395,-7.546712869107047,4.833679751183061,0.6689485918291046,,0.8636766146369816
