cycle,chamber,district,candidate,canonical_candidate_id,person_id,incumbent,winner,match_status,match_method,similarity,suggested_source_name,shor_u_id,shor_np_score,shor_democratic_caucus_percentile,reference_year,reference_caucus_n,first_observed_service_year,pre_election_service_years,pre_election_same_chamber_years,served_by_election,temporal_status,candidate_cmo_total_oof,prior_pres_dem_margin,legislative_dem_margin,nonwhite_share,white_college_share,canonical_finance_complete,canonical_log_fundraising_ratio_d_to_r,us_house_dem_margin,us_senate_dem_margin,us_house_two_party_votes,us_senate_two_party_votes,federal_index_margin,federal_components,contested_federal_votes,all_federal_major_votes,federal_contested_coverage,federal_allocation_method,presidential_overperformance,federal_index_overperformance,incumbent_i,finance_complete_i,federal_source_tier,era,shor_np_z
1994,house,1,Starkey,AL-1994-house-1-D-STARKEY,ALPERSON-STARKEY,0,1,matched,winner_or_incumbent_unique_surname,90.0,"Starkey, Nelson Jr.",AL1996L101,-0.053,62.857142857142854,1996.0,70.0,1996.0,0.0,0.0,False,1994_later_observed_sensitivity,28.812758680921675,0.0234780158846421,19.779417727678208,0.184473259507423,0.2102270558024268,0,,-20.18809086699791,,19741.181711567548,,-20.18809086699791,1.0,19741.181711567548,19741.181711567548,1.0,legislative_activity_provisional,19.755939711793566,39.96750859467612,0,0,provisional_fallback,pre_2008,0.35492693084568716
1994,house,3,Black,AL-1994-house-3-D-BLACK,ALPERSON-BLACK,0,1,matched,later_1996_roster_name,90.0,"Black, Marcel",AL1996L028,-0.223,42.857142857142854,1996.0,70.0,1996.0,0.0,0.0,False,1994_later_observed_sensitivity,19.90446222759594,19.32716970240104,33.8011088011088,0.2004661393016312,0.1403785701537749,0,,13.099172759913168,,11708.636488448845,,13.099172759913168,1.0,11708.636488448845,11708.636488448845,1.0,legislative_activity_provisional,14.473939098707763,20.701936041195637,0,0,provisional_fallback,pre_2008,-0.1407904264776064
1994,house,4,Smith,AL-1994-house-4-D-SMITH,ALPERSON-SMITH,0,0,matched,normalized_exact,100.0,Smith,AL1996L005,0.149,84.28571428571429,1996.0,70.0,1996.0,0.0,0.0,False,1994_later_observed_sensitivity,-2.9877981727932266,-15.774621307005514,-29.646266142616508,0.1320992624834559,0.2958540377176548,0,,-13.268411504412336,,14814.898096545778,,-13.268411504412336,1.0,14814.898096545778,14814.89809654578,1.0,legislative_activity_provisional,-13.871644835610994,-16.37785463820417,0,0,provisional_fallback,pre_2008,0.9439557907239535
1994,house,6,Schmitz,AL-1994-house-6-D-SCHMITZ,ALPERSON-SCHMITZ,0,0,matched,normalized_exact,100.0,Schmitz,AL1999L024,-0.187,45.714285714285715,1996.0,70.0,1999.0,0.0,0.0,False,1994_later_observed_sensitivity,20.11703939688909,-23.05528691729972,-2.73920631307383,0.1877725393293048,0.312181783404524,0,,-10.496262609304322,,13688.715605679825,,-10.496262609304322,1.0,13688.715605679825,13688.715605679825,1.0,legislative_activity_provisional,20.316080604225892,7.757056296230493,0,0,provisional_fallback,pre_2008,-0.035814986103261864
1994,house,7,Letson,AL-1994-house-7-D-LETSON,ALPERSON-LETSON,0,1,matched,later_1996_exact_roster,100.0,Letson,AL1996L003,-0.089,57.14285714285714,1996.0,70.0,1996.0,0.0,0.0,False,1994_later_observed_sensitivity,-4.916941157976237,15.794245841577087,4.624228590751543,0.1762094449035579,0.0658173304771097,0,,51.35135135135136,,1221.0,,51.35135135135136,1.0,1221.0,8799.422442244224,0.1387591069770931,legislative_activity_provisional,-11.170017250825545,-46.72712276059982,0,0,provisional_fallback,pre_2008,0.24995149047134263
1994,house,8,Dukes,AL-1994-house-8-D-DUKES,ALPERSON-DUKES,0,1,matched,winner_or_incumbent_unique_surname,90.0,"Dukes, Bill",AL1996L041,0.059,75.71428571428571,1996.0,70.0,1996.0,0.0,0.0,False,1994_later_observed_sensitivity,74.23507858902923,-16.541311801791835,52.66078413535887,0.1806253194264251,0.1657186974971238,0,,-5.491965982866193,,11830.45863979114,,-5.491965982866193,1.0,11830.45863979114,11830.45863979114,1.0,legislative_activity_provisional,69.2020959371507,58.15275011822506,0,0,provisional_fallback,pre_2008,0.6815171897880923
1994,house,12,Morrison,AL-1994-house-12-D-MORRISON,ALPERSON-MORRISON,0,1,matched,normalized_exact,100.0,Morrison,AL1996L020,0.254,88.57142857142857,1996.0,70.0,1996.0,0.0,0.0,False,1994_later_observed_sensitivity,14.845829532608182,-15.310655898706926,4.335786635575311,0.0173608084819821,0.0791158540824709,0,,,,,,,,,,,,19.646442534282237,,0,0,provisional_fallback,pre_2008,1.2501341584824583
1994,house,17,Millican,AL-1994-house-17-D-MILLICAN,ALPERSON-MILLICAN,0,1,matched,winner_or_incumbent_unique_surname,90.0,"Millican, Michael",AL1996L074,0.125,81.42857142857143,1996.0,70.0,1996.0,0.0,0.0,False,1994_later_observed_sensitivity,15.754964127184682,-5.164061471836247,24.43504884093891,0.0279939132868289,0.0593673790027331,0,,,,,,,,,,,,29.59911031277516,,0,0,provisional_fallback,pre_2008,0.8739721638077238
1994,house,19,Hall,AL-1994-house-19-D-HALL,ALPERSON-HALL,0,1,matched,later_1996_roster_name,90.0,"Hall, Laura",AL1996L023,-0.611,12.857142857142856,1996.0,70.0,1996.0,0.0,0.0,False,1994_later_observed_sensitivity,24.154254763280512,23.6438976760469,75.31160115052732,0.5822432722233701,0.2491430513328904,0,,54.55746800811351,,8960.929232117007,,54.55746800811351,1.0,8960.929232117007,8960.929232117005,1.0000000000000002,legislative_activity_provisional,51.66770347448042,20.754133142413814,0,0,provisional_fallback,pre_2008,-1.2721923949566527
1994,house,26,Mcdaniel,AL-1994-house-26-D-MCDANIEL,ALPERSON-MCDANIEL,0,1,matched,winner_or_incumbent_unique_surname,95.0,"McDaniel, W.",AL1996L049,0.341,94.28571428571428,1996.0,70.0,1996.0,0.0,0.0,False,1994_later_observed_sensitivity,19.203955583557157,-6.321686525113438,17.011539992041385,0.0163509406044869,0.0924985390869787,0,,,,,,,,,,,,23.333226517154824,,0,0,provisional_fallback,pre_2008,1.503824806053791
