person_id,candidate,election_cycle,chamber,district,best_cmo,issue,priority_cell
ALPERSON-ANTHONY-DANIELS,Anthony Daniels,2014,house,53,55.655956689780965,public_education,
ALPERSON-ANTHONY-DANIELS,Anthony Daniels,2014,house,53,55.655956689780965,school_choice,
ALPERSON-ANTHONY-DANIELS,Anthony Daniels,2014,house,53,55.655956689780965,healthcare_medicaid,L:3.0 (3 bills)
ALPERSON-ANTHONY-DANIELS,Anthony Daniels,2014,house,53,55.655956689780965,labor_unions,
ALPERSON-ANTHONY-DANIELS,Anthony Daniels,2014,house,53,55.655956689780965,guns,
ALPERSON-ANTHONY-DANIELS,Anthony Daniels,2014,house,53,55.655956689780965,abortion,L:2.0 (2 bills)
ALPERSON-ANTHONY-DANIELS,Anthony Daniels,2014,house,53,55.655956689780965,taxes_budget,L:16.0 (16 bills)
ALPERSON-ANTHONY-DANIELS,Anthony Daniels,2014,house,53,55.655956689780965,business_economic_development,L:1.0 (1 bills)
ALPERSON-ANTHONY-DANIELS,Anthony Daniels,2014,house,53,55.655956689780965,ethics_government,
ALPERSON-ANTHONY-DANIELS,Anthony Daniels,2014,house,53,55.655956689780965,lgbtq_cultural,
ALPERSON-ANTHONY-DANIELS,Anthony Daniels,2014,house,53,55.655956689780965,gambling,
ALPERSON-ANTHONY-DANIELS,Anthony Daniels,2014,house,53,55.655956689780965,infrastructure_energy,
ALPERSON-ANTHONY-DANIELS,Anthony Daniels,2014,house,53,55.655956689780965,health_social_services,
ALPERSON-ANTHONY-DANIELS,Anthony Daniels,2014,house,53,55.655956689780965,criminal_justice,L:1.0 (1 bills)
ALPERSON-ANTHONY-DANIELS,Anthony Daniels,2014,house,53,55.655956689780965,environment,
ALPERSON-ANTHONY-DANIELS,Anthony Daniels,2014,house,53,55.655956689780965,immigration,
ALPERSON-ANTHONY-DANIELS,Anthony Daniels,2014,house,53,55.655956689780965,rural_hunting,L:1.0 (1 bills)
ALPERSON-ANTHONY-DANIELS,Anthony Daniels,2014,house,53,55.655956689780965,public_employee_benefits,
ALPERSON-ANTHONY-DANIELS,Anthony Daniels,2014,house,53,55.655956689780965,assisted_dying,
ALPERSON-ANTHONY-DANIELS,Anthony Daniels,2014,house,53,55.655956689780965,healthcare_conscience,
ALPERSON-ANTHONY-DANIELS,Anthony Daniels,2014,house,53,55.655956689780965,public_private_partnerships,
ALPERSON-ANTHONY-DANIELS,Anthony Daniels,2014,house,53,55.655956689780965,occupational_licensing,
ALPERSON-ANTHONY-DANIELS,Anthony Daniels,2014,house,53,55.655956689780965,anti_esg_governance,
ALPERSON-ANTHONY-DANIELS,Anthony Daniels,2014,house,53,55.655956689780965,racial_civil_rights,
ALPERSON-ANTHONY-DANIELS,Anthony Daniels,2014,house,53,55.655956689780965,minimum_wage_worker_pay,
ALPERSON-RICHARD-LINDSEY,Richard Lindsey,2014,house,39,40.756299374806446,public_education,E:7.4 (20 bills)
ALPERSON-RICHARD-LINDSEY,Richard Lindsey,2014,house,39,40.756299374806446,school_choice,
