model_run_id,candidate_effect_id,candidate_war,component_id,component_candidates,component_races,quality_identification,candidate_war_se,appearances,first_cycle,last_cycle,states,parties,identity_status,canonical_name,candidate_war_low,candidate_war_high,war_reliability,war_status,selected_penalty
WAR-POST2016-V2-710F713D8C6FBCDB4D4C,AL-NAME-CHRISTOPHER-F-APOSTLE-DAVIS,-1.6753335673636454,COMP-00016,2,1,pair_differential_only,3.604023352317317,1,2018,2018,AL,D,state_scoped_normalized_full_name,"Christopher F. ""Apostle"" Davis",-8.739219337905586,5.388552203178296,0.25,uncertain,3.0
WAR-POST2016-V2-710F713D8C6FBCDB4D4C,AL-NAME-CORY-CREEL,-2.1368266952448116,COMP-00017,2,1,pair_differential_only,3.604023352317317,1,2018,2018,AL,D,state_scoped_normalized_full_name,Cory Creel,-9.200712465786753,4.92705907529713,0.25,uncertain,3.0
WAR-POST2016-V2-710F713D8C6FBCDB4D4C,AL-NAME-WILL-DISMUKES,2.1368266952448116,COMP-00017,2,1,pair_differential_only,3.604023352317317,1,2018,2018,AL,R,state_scoped_normalized_full_name,Will Dismukes,-4.92705907529713,9.200712465786753,0.25,uncertain,3.0
WAR-POST2016-V2-710F713D8C6FBCDB4D4C,AL-NAME-DANIELLE-MASHBURN-MYRICK,1.6712274315241835,COMP-00018,2,1,pair_differential_only,3.604023352317317,1,2018,2018,AL,D,state_scoped_normalized_full_name,Danielle Mashburn-Myrick,-5.392658339017758,8.735113202066124,0.25,uncertain,3.0
WAR-POST2016-V2-710F713D8C6FBCDB4D4C,AL-NAME-JOE-FAUST,-1.6712274315241835,COMP-00018,2,1,pair_differential_only,3.604023352317317,1,2018,2018,AL,R,state_scoped_normalized_full_name,Joe Faust,-8.735113202066124,5.392658339017758,0.25,uncertain,3.0
WAR-POST2016-V2-710F713D8C6FBCDB4D4C,AL-NAME-DARRELL-TURNER,-1.2050801550927246,COMP-00019,2,1,pair_differential_only,3.604023352317317,1,2018,2018,AL,D,state_scoped_normalized_full_name,Darrell Turner,-8.268965925634665,5.858805615449217,0.25,uncertain,3.0
WAR-POST2016-V2-710F713D8C6FBCDB4D4C,AL-NAME-RANDY-PRICE,1.2050801550927246,COMP-00019,2,1,pair_differential_only,3.604023352317317,1,2018,2018,AL,R,state_scoped_normalized_full_name,Randy Price,-5.858805615449217,8.268965925634665,0.25,uncertain,3.0
WAR-POST2016-V2-710F713D8C6FBCDB4D4C,AL-NAME-DAVID-A-SADLER,-2.3424376263963427,COMP-00020,2,1,pair_differential_only,3.604023352317317,1,2018,2018,AL,D,state_scoped_normalized_full_name,David A. Sadler,-9.406323396938284,4.721448144145599,0.25,uncertain,3.0
WAR-POST2016-V2-710F713D8C6FBCDB4D4C,AL-NAME-WILL-BARFOOT,2.3424376263963427,COMP-00020,2,1,pair_differential_only,3.604023352317317,1,2018,2018,AL,R,state_scoped_normalized_full_name,Will Barfoot,-4.721448144145599,9.406323396938284,0.25,uncertain,3.0
WAR-POST2016-V2-710F713D8C6FBCDB4D4C,AL-NAME-D-J-JOHNSON,-3.291573000320362,COMP-00021,2,1,pair_differential_only,3.604023352317317,1,2018,2018,AL,R,state_scoped_normalized_full_name,D. J. Johnson,-10.355458770862302,3.7723127702215793,0.25,uncertain,3.0
WAR-POST2016-V2-710F713D8C6FBCDB4D4C,AL-NAME-DAVID-COACH-BURKETTE,3.291573000320362,COMP-00021,2,1,pair_differential_only,3.604023352317317,1,2018,2018,AL,D,state_scoped_normalized_full_name,"David ""Coach"" Burkette",-3.7723127702215793,10.355458770862302,0.25,uncertain,3.0
WAR-POST2016-V2-710F713D8C6FBCDB4D4C,AL-NAME-DEBORAH-BARROS,-1.6519396108976214,COMP-00022,2,1,pair_differential_only,3.604023352317317,1,2018,2018,AL,D,state_scoped_normalized_full_name,Deborah Barros,-8.715825381439563,5.4119461596443195,0.25,uncertain,3.0
WAR-POST2016-V2-710F713D8C6FBCDB4D4C,AL-NAME-SAM-GIVHAN,1.6519396108976214,COMP-00022,2,1,pair_differential_only,3.604023352317317,1,2018,2018,AL,R,state_scoped_normalized_full_name,Sam Givhan,-5.4119461596443195,8.715825381439563,0.25,uncertain,3.0
WAR-POST2016-V2-710F713D8C6FBCDB4D4C,AL-NAME-DEXTER-GRIMSLEY,2.8823094500735102,COMP-00023,2,1,pair_differential_only,3.604023352317317,1,2018,2018,AL,D,state_scoped_normalized_full_name,Dexter Grimsley,-4.181576320468431,9.94619522061545,0.25,uncertain,3.0
WAR-POST2016-V2-710F713D8C6FBCDB4D4C,AL-NAME-J-RON-WILSON,-2.8823094500735102,COMP-00023,2,1,pair_differential_only,3.604023352317317,1,2018,2018,AL,R,state_scoped_normalized_full_name,J. Ron Wilson,-9.94619522061545,4.181576320468431,0.25,uncertain,3.0
WAR-POST2016-V2-710F713D8C6FBCDB4D4C,AL-NAME-EDDIE-BRITTON,0.18279183885098238,COMP-00024,2,1,pair_differential_only,3.604023352317317,1,2018,2018,AL,D,state_scoped_normalized_full_name,Eddie Britton,-6.881093931690959,7.246677609392924,0.25,uncertain,3.0
WAR-POST2016-V2-710F713D8C6FBCDB4D4C,AL-NAME-JAMIE-KIEL,-0.18279183885098238,COMP-00024,2,1,pair_differential_only,3.604023352317317,1,2018,2018,AL,R,state_scoped_normalized_full_name,Jamie Kiel,-7.246677609392924,6.881093931690959,0.25,uncertain,3.0
WAR-POST2016-V2-710F713D8C6FBCDB4D4C,AL-NAME-BRETT-EASTERBROOK,-4.782039835949533,COMP-00025,2,1,pair_differential_only,3.604023352317317,1,2018,2018,AL,R,state_scoped_normalized_full_name,Brett Easterbrook,-11.845925606491473,2.2818459345924085,0.25,uncertain,3.0
WAR-POST2016-V2-710F713D8C6FBCDB4D4C,AL-NAME-ELAINE-BEECH,4.782039835949533,COMP-00025,2,1,pair_differential_only,3.604023352317317,1,2018,2018,AL,D,state_scoped_normalized_full_name,Elaine Beech,-2.2818459345924085,11.845925606491473,0.25,uncertain,3.0
WAR-POST2016-V2-710F713D8C6FBCDB4D4C,AL-NAME-CORLEY-ELLIS,0.5956648553082715,COMP-00026,2,1,pair_differential_only,3.604023352317317,1,2018,2018,AL,R,state_scoped_normalized_full_name,Corley Ellis,-6.46822091523367,7.659550625850213,0.25,uncertain,3.0
WAR-POST2016-V2-710F713D8C6FBCDB4D4C,AL-NAME-EMILY-ANNE-MARCUM,-0.5956648553082715,COMP-00026,2,1,pair_differential_only,3.604023352317317,1,2018,2018,AL,D,state_scoped_normalized_full_name,Emily Anne Marcum,-7.659550625850213,6.46822091523367,0.25,uncertain,3.0
WAR-POST2016-V2-710F713D8C6FBCDB4D4C,AL-NAME-DAVID-FAULKNER,-0.24593225427057153,COMP-00027,2,1,pair_differential_only,3.604023352317317,1,2018,2018,AL,R,state_scoped_normalized_full_name,David Faulkner,-7.309818024812513,6.81795351627137,0.25,uncertain,3.0
WAR-POST2016-V2-710F713D8C6FBCDB4D4C,AL-NAME-FELICIA-STEWART,0.24593225427057153,COMP-00027,2,1,pair_differential_only,3.604023352317317,1,2018,2018,AL,D,state_scoped_normalized_full_name,Felicia Stewart,-6.81795351627137,7.309818024812513,0.25,uncertain,3.0
WAR-POST2016-V2-710F713D8C6FBCDB4D4C,AL-NAME-J-B-KING,-0.25992803173003853,COMP-00028,2,1,pair_differential_only,3.604023352317317,1,2018,2018,AL,D,state_scoped_normalized_full_name,J.B. King,-7.32381380227198,6.803957738811903,0.25,uncertain,3.0
WAR-POST2016-V2-710F713D8C6FBCDB4D4C,AL-NAME-MIKE-BALL,0.25992803173003853,COMP-00028,2,1,pair_differential_only,3.604023352317317,1,2018,2018,AL,R,state_scoped_normalized_full_name,Mike Ball,-6.803957738811903,7.32381380227198,0.25,uncertain,3.0
WAR-POST2016-V2-710F713D8C6FBCDB4D4C,AL-NAME-JACK-JACOBS,-0.03444271802912655,COMP-00029,2,1,pair_differential_only,3.604023352317317,1,2018,2018,AL,D,state_scoped_normalized_full_name,Jack Jacobs,-7.098328488571068,7.029443052512815,0.25,uncertain,3.0
WAR-POST2016-V2-710F713D8C6FBCDB4D4C,AL-NAME-MATT-FRIDY,0.03444271802912655,COMP-00029,2,1,pair_differential_only,3.604023352317317,1,2018,2018,AL,R,state_scoped_normalized_full_name,Matt Fridy,-7.029443052512815,7.098328488571068,0.25,uncertain,3.0
WAR-POST2016-V2-710F713D8C6FBCDB4D4C,AL-NAME-BECKY-NORDGREN,-0.20180960749569243,COMP-00030,2,1,pair_differential_only,3.604023352317317,1,2018,2018,AL,R,state_scoped_normalized_full_name,Becky Nordgren,-7.265695378037634,6.862076163046249,0.25,uncertain,3.0
WAR-POST2016-V2-710F713D8C6FBCDB4D4C,AL-NAME-JARED-MILLICAN,0.20180960749569243,COMP-00030,2,1,pair_differential_only,3.604023352317317,1,2018,2018,AL,D,state_scoped_normalized_full_name,Jared Millican,-6.862076163046249,7.265695378037634,0.25,uncertain,3.0
WAR-POST2016-V2-710F713D8C6FBCDB4D4C,AL-NAME-B-CRAIG-LIPSCOMB,1.9119769282906267,COMP-00031,2,1,pair_differential_only,3.604023352317317,1,2018,2018,AL,R,state_scoped_normalized_full_name,B. Craig Lipscomb,-5.151908842251315,8.975862698832568,0.25,uncertain,3.0
WAR-POST2016-V2-710F713D8C6FBCDB4D4C,AL-NAME-JARED-VAUGHN,-1.9119769282906267,COMP-00031,2,1,pair_differential_only,3.604023352317317,1,2018,2018,AL,D,state_scoped_normalized_full_name,Jared Vaughn,-8.975862698832568,5.151908842251315,0.25,uncertain,3.0
WAR-POST2016-V2-710F713D8C6FBCDB4D4C,AL-NAME-CHRIS-ELLIOTT,0.9904414939451067,COMP-00032,2,1,pair_differential_only,3.604023352317317,1,2018,2018,AL,R,state_scoped_normalized_full_name,Chris Elliott,-6.073444276596835,8.054327264487048,0.25,uncertain,3.0
WAR-POST2016-V2-710F713D8C6FBCDB4D4C,AL-NAME-JASON-FISHER,-0.9904414939451067,COMP-00032,2,1,pair_differential_only,3.604023352317317,1,2018,2018,AL,D,state_scoped_normalized_full_name,Jason Fisher,-8.054327264487048,6.073444276596835,0.25,uncertain,3.0
WAR-POST2016-V2-710F713D8C6FBCDB4D4C,AL-NAME-DICKIE-DRAKE,-0.80757373756911,COMP-00033,2,1,pair_differential_only,3.604023352317317,1,2018,2018,AL,R,state_scoped_normalized_full_name,Dickie Drake,-7.871459508111052,6.256312032972831,0.25,uncertain,3.0
WAR-POST2016-V2-710F713D8C6FBCDB4D4C,AL-NAME-JENN-GRAY,0.80757373756911,COMP-00033,2,1,pair_differential_only,3.604023352317317,1,2018,2018,AL,D,state_scoped_normalized_full_name,Jenn Gray,-6.256312032972831,7.871459508111052,0.25,uncertain,3.0
WAR-POST2016-V2-710F713D8C6FBCDB4D4C,AL-NAME-ED-OLIVER,1.1942224919548525,COMP-00034,2,1,pair_differential_only,3.604023352317317,1,2018,2018,AL,R,state_scoped_normalized_full_name,Ed Oliver,-5.869663278587089,8.258108262496794,0.25,uncertain,3.0
WAR-POST2016-V2-710F713D8C6FBCDB4D4C,AL-NAME-JEREMY-J-J-JEFFCOAT,-1.1942224919548525,COMP-00034,2,1,pair_differential_only,3.604023352317317,1,2018,2018,AL,D,state_scoped_normalized_full_name,"Jeremy ""J.J."" Jeffcoat",-8.258108262496794,5.869663278587089,0.25,uncertain,3.0
WAR-POST2016-V2-710F713D8C6FBCDB4D4C,AL-NAME-JEREMY-MR-EYG-GRAY,1.9061064013777729,COMP-00035,2,1,pair_differential_only,3.604023352317317,1,2018,2018,AL,D,state_scoped_normalized_full_name,"Jeremy ""Mr. Eyg"" Gray",-5.157779369164168,8.969992171919714,0.25,uncertain,3.0
WAR-POST2016-V2-710F713D8C6FBCDB4D4C,AL-NAME-MICHAEL-J-HOLDEN,-1.9061064013777729,COMP-00035,2,1,pair_differential_only,3.604023352317317,1,2018,2018,AL,R,state_scoped_normalized_full_name,Michael J Holden II,-8.969992171919714,5.157779369164168,0.25,uncertain,3.0
WAR-POST2016-V2-710F713D8C6FBCDB4D4C,AL-NAME-CAM-WARD,0.073927387293545,COMP-00036,2,1,pair_differential_only,3.604023352317317,1,2018,2018,AL,R,state_scoped_normalized_full_name,Cam Ward,-6.989958383248396,7.137813157835486,0.25,uncertain,3.0
WAR-POST2016-V2-710F713D8C6FBCDB4D4C,AL-NAME-JERRY-MCDONALD,-0.073927387293545,COMP-00036,2,1,pair_differential_only,3.604023352317317,1,2018,2018,AL,D,state_scoped_normalized_full_name,Jerry McDonald,-7.137813157835486,6.989958383248396,0.25,uncertain,3.0
WAR-POST2016-V2-710F713D8C6FBCDB4D4C,AL-NAME-DAVID-WHEELER,-0.9749105069002673,COMP-00037,2,1,pair_differential_only,3.604023352317317,1,2018,2018,AL,R,state_scoped_normalized_full_name,David Wheeler,-8.03879627744221,6.088975263641674,0.25,uncertain,3.0
WAR-POST2016-V2-710F713D8C6FBCDB4D4C,AL-NAME-JIM-TOOMEY,0.9749105069002673,COMP-00037,2,1,pair_differential_only,3.604023352317317,1,2018,2018,AL,D,state_scoped_normalized_full_name,Jim Toomey,-6.088975263641674,8.03879627744221,0.25,uncertain,3.0
WAR-POST2016-V2-710F713D8C6FBCDB4D4C,AL-NAME-DEL-MARSH,-1.6795573002446968,COMP-00038,2,1,pair_differential_only,3.604023352317317,1,2018,2018,AL,R,state_scoped_normalized_full_name,Del Marsh,-8.743443070786638,5.384328470297245,0.25,uncertain,3.0
WAR-POST2016-V2-710F713D8C6FBCDB4D4C,AL-NAME-JIM-WILLIAMS,1.6795573002446968,COMP-00038,2,1,pair_differential_only,3.604023352317317,1,2018,2018,AL,D,state_scoped_normalized_full_name,Jim Williams,-5.384328470297245,8.743443070786638,0.25,uncertain,3.0
WAR-POST2016-V2-710F713D8C6FBCDB4D4C,AL-NAME-JO-ANN-CUMMINGS,-1.5426534547983666,COMP-00039,2,1,pair_differential_only,3.604023352317317,1,2018,2018,AL,D,state_scoped_normalized_full_name,Jo Ann Cummings,-8.606539225340308,5.521232315743575,0.25,uncertain,3.0
WAR-POST2016-V2-710F713D8C6FBCDB4D4C,AL-NAME-PARKER-DUNCAN-MOORE,1.5426534547983666,COMP-00039,2,1,pair_differential_only,3.604023352317317,1,2018,2018,AL,R,state_scoped_normalized_full_name,Parker Duncan Moore,-5.521232315743575,8.606539225340308,0.25,uncertain,3.0
WAR-POST2016-V2-710F713D8C6FBCDB4D4C,AL-NAME-CHRIS-SELLS,1.2108616493604347,COMP-00040,2,1,pair_differential_only,3.604023352317317,1,2018,2018,AL,R,state_scoped_normalized_full_name,Chris Sells,-5.853024121181507,8.274747419902376,0.25,uncertain,3.0
WAR-POST2016-V2-710F713D8C6FBCDB4D4C,AL-NAME-JOANNE-WHETSTONE,-1.2108616493604347,COMP-00040,2,1,pair_differential_only,3.604023352317317,1,2018,2018,AL,D,state_scoped_normalized_full_name,Joanne Whetstone,-8.274747419902376,5.853024121181507,0.25,uncertain,3.0
WAR-POST2016-V2-710F713D8C6FBCDB4D4C,AL-NAME-JOEL-LEE-WILLIAMS,0.35038141715738874,COMP-00041,2,1,pair_differential_only,3.604023352317317,1,2018,2018,AL,D,state_scoped_normalized_full_name,Joel Lee Williams,-6.713504353384552,7.4142671876993305,0.25,uncertain,3.0
WAR-POST2016-V2-710F713D8C6FBCDB4D4C,AL-NAME-WES-ALLEN,-0.35038141715738874,COMP-00041,2,1,pair_differential_only,3.604023352317317,1,2018,2018,AL,R,state_scoped_normalized_full_name,Wes Allen,-7.4142671876993305,6.713504353384552,0.25,uncertain,3.0
WAR-POST2016-V2-710F713D8C6FBCDB4D4C,AL-NAME-JOHNNY-MACK-MORROW,7.07403913072089,COMP-00042,2,1,pair_differential_only,3.604023352317317,1,2018,2018,AL,D,state_scoped_normalized_full_name,Johnny Mack Morrow,0.010153360178948745,14.137924901262831,0.25,uncertain,3.0
WAR-POST2016-V2-710F713D8C6FBCDB4D4C,AL-NAME-LARRY-STUTTS,-7.07403913072089,COMP-00042,2,1,pair_differential_only,3.604023352317317,1,2018,2018,AL,R,state_scoped_normalized_full_name,Larry Stutts,-14.137924901262831,-0.010153360178948745,0.25,uncertain,3.0
WAR-POST2016-V2-710F713D8C6FBCDB4D4C,AL-NAME-KENNETH-A-BRACKINS,0.489108814069623,COMP-00043,2,1,pair_differential_only,3.604023352317317,1,2018,2018,AL,D,state_scoped_normalized_full_name,Kenneth A. Brackins,-6.574776956472318,7.5529945846115645,0.25,uncertain,3.0
WAR-POST2016-V2-710F713D8C6FBCDB4D4C,AL-NAME-PRONCEY-ROBERTSON,-0.489108814069623,COMP-00043,2,1,pair_differential_only,3.604023352317317,1,2018,2018,AL,R,state_scoped_normalized_full_name,Proncey Robertson,-7.5529945846115645,6.574776956472318,0.25,uncertain,3.0
WAR-POST2016-V2-710F713D8C6FBCDB4D4C,AL-NAME-KRISTY-M-KIRKLAND,-1.7625495061011343,COMP-00044,2,1,pair_differential_only,3.604023352317317,1,2018,2018,AL,D,state_scoped_normalized_full_name,Kristy M. Kirkland,-8.826435276643075,5.301336264440807,0.25,uncertain,3.0
WAR-POST2016-V2-710F713D8C6FBCDB4D4C,AL-NAME-PAUL-W-LEE,1.7625495061011343,COMP-00044,2,1,pair_differential_only,3.604023352317317,1,2018,2018,AL,R,state_scoped_normalized_full_name,Paul W. Lee,-5.301336264440807,8.826435276643075,0.25,uncertain,3.0
WAR-POST2016-V2-710F713D8C6FBCDB4D4C,AL-NAME-GIL-F-ISBELL,-0.7334816010474257,COMP-00045,2,1,pair_differential_only,3.604023352317317,1,2018,2018,AL,R,state_scoped_normalized_full_name,Gil F. Isbell,-7.797367371589367,6.330404169494516,0.25,uncertain,3.0
WAR-POST2016-V2-710F713D8C6FBCDB4D4C,AL-NAME-KYLE-PIERCE,0.7334816010474257,COMP-00045,2,1,pair_differential_only,3.604023352317317,1,2018,2018,AL,D,state_scoped_normalized_full_name,Kyle Pierce,-6.330404169494516,7.797367371589367,0.25,uncertain,3.0
