model_run_id,candidate_effect_id,candidate_war,component_id,component_candidates,component_races,quality_identification,candidate_war_se,appearances,first_cycle,last_cycle,states,parties,identity_status,canonical_name,candidate_war_low,candidate_war_high,war_reliability,war_status,selected_penalty
WAR-POST2016-V2-710F713D8C6FBCDB4D4C,AL-NAME-ADLINE-C-CLARKE,-2.051252118267558,COMP-00001,2,1,pair_differential_only,3.604023352317317,1,2018,2018,AL,D,state_scoped_normalized_full_name,Adline C. Clarke,-9.1151378888095,5.012633652274383,0.25,uncertain,3.0
WAR-POST2016-V2-710F713D8C6FBCDB4D4C,AL-NAME-STEPHEN-MCNAIR,2.051252118267558,COMP-00001,2,1,pair_differential_only,3.604023352317317,1,2018,2018,AL,R,state_scoped_normalized_full_name,Stephen McNair,-5.012633652274383,9.1151378888095,0.25,uncertain,3.0
WAR-POST2016-V2-710F713D8C6FBCDB4D4C,AL-NAME-ALLI-SUMMERFORD,0.8535256708699269,COMP-00002,2,1,pair_differential_only,3.604023352317317,1,2018,2018,AL,D,state_scoped_normalized_full_name,Alli Summerford,-6.210360099672014,7.917411441411868,0.25,uncertain,3.0
WAR-POST2016-V2-710F713D8C6FBCDB4D4C,AL-NAME-JIM-CARNS,-0.8535256708699269,COMP-00002,2,1,pair_differential_only,3.604023352317317,1,2018,2018,AL,R,state_scoped_normalized_full_name,Jim Carns,-7.917411441411868,6.210360099672014,0.25,uncertain,3.0
WAR-POST2016-V2-710F713D8C6FBCDB4D4C,AL-NAME-AMBER-SELMAN-LYNN,-0.3238573383724447,COMP-00003,2,1,pair_differential_only,3.604023352317317,1,2018,2018,AL,D,state_scoped_normalized_full_name,Amber Selman-Lynn,-7.387743108914386,6.740028432169496,0.25,uncertain,3.0
WAR-POST2016-V2-710F713D8C6FBCDB4D4C,AL-NAME-HARRY-SHIVER,0.3238573383724447,COMP-00003,2,1,pair_differential_only,3.604023352317317,1,2018,2018,AL,R,state_scoped_normalized_full_name,Harry Shiver,-6.740028432169496,7.387743108914386,0.25,uncertain,3.0
WAR-POST2016-V2-710F713D8C6FBCDB4D4C,AL-NAME-AMY-WASYLUKA,0.1130930755096999,COMP-00004,2,1,pair_differential_only,3.604023352317317,1,2018,2018,AL,D,state_scoped_normalized_full_name,Amy Wasyluka,-6.950792695032241,7.176978846051641,0.25,uncertain,3.0
WAR-POST2016-V2-710F713D8C6FBCDB4D4C,AL-NAME-TOM-BUTLER,-0.1130930755096999,COMP-00004,2,1,pair_differential_only,3.604023352317317,1,2018,2018,AL,R,state_scoped_normalized_full_name,Tom Butler,-7.176978846051641,6.950792695032241,0.25,uncertain,3.0
WAR-POST2016-V2-710F713D8C6FBCDB4D4C,AL-NAME-ARLENE-CUNNINGHAM-EASLEY,-0.08582500328020909,COMP-00005,2,1,pair_differential_only,3.604023352317317,1,2018,2018,AL,D,state_scoped_normalized_full_name,Arlene Cunningham Easley,-7.14971077382215,6.9780607672617325,0.25,uncertain,3.0
WAR-POST2016-V2-710F713D8C6FBCDB4D4C,AL-NAME-MARGIE-WILCOX,0.08582500328020909,COMP-00005,2,1,pair_differential_only,3.604023352317317,1,2018,2018,AL,R,state_scoped_normalized_full_name,Margie Wilcox,-6.9780607672617325,7.14971077382215,0.25,uncertain,3.0
WAR-POST2016-V2-710F713D8C6FBCDB4D4C,AL-NAME-BARBARA-BIGSBY-BOYD,0.6746614174053974,COMP-00006,2,1,pair_differential_only,3.604023352317317,1,2018,2018,AL,D,state_scoped_normalized_full_name,Barbara Bigsby Boyd,-6.389224353136544,7.738547187947339,0.25,uncertain,3.0
WAR-POST2016-V2-710F713D8C6FBCDB4D4C,AL-NAME-JAMES-ALLEN-LLOYD,-0.6746614174053974,COMP-00006,2,1,pair_differential_only,3.604023352317317,1,2018,2018,AL,R,state_scoped_normalized_full_name,James Allen Lloyd,-7.738547187947339,6.389224353136544,0.25,uncertain,3.0
WAR-POST2016-V2-710F713D8C6FBCDB4D4C,AL-NAME-BILL-JONES,-2.5679035913655666,COMP-00007,2,1,pair_differential_only,3.604023352317317,1,2018,2018,AL,D,state_scoped_normalized_full_name,Bill Jones,-9.631789361907508,4.495982179176375,0.25,uncertain,3.0
WAR-POST2016-V2-710F713D8C6FBCDB4D4C,AL-NAME-WES-KITCHENS,2.5679035913655666,COMP-00007,2,1,pair_differential_only,3.604023352317317,1,2018,2018,AL,R,state_scoped_normalized_full_name,Wes Kitchens,-4.495982179176375,9.631789361907508,0.25,uncertain,3.0
WAR-POST2016-V2-710F713D8C6FBCDB4D4C,AL-NAME-BILLY-JACKSON,0.8853738918152326,COMP-00008,2,1,pair_differential_only,3.604023352317317,1,2018,2018,AL,D,state_scoped_normalized_full_name,Billy Jackson,-6.178511878726709,7.949259662357174,0.25,uncertain,3.0
WAR-POST2016-V2-710F713D8C6FBCDB4D4C,AL-NAME-TERRI-COLLINS,-0.8853738918152326,COMP-00008,2,1,pair_differential_only,3.604023352317317,1,2018,2018,AL,R,state_scoped_normalized_full_name,Terri Collins,-7.949259662357174,6.178511878726709,0.25,uncertain,3.0
WAR-POST2016-V2-710F713D8C6FBCDB4D4C,AL-NAME-BRIAN-D-WILLIAMS,-0.66326742591835,COMP-00009,2,1,pair_differential_only,3.604023352317317,1,2018,2018,AL,D,state_scoped_normalized_full_name,Brian D Williams,-7.727153196460291,6.400618344623592,0.25,uncertain,3.0
WAR-POST2016-V2-710F713D8C6FBCDB4D4C,AL-NAME-DANNY-F-CRAWFORD,0.66326742591835,COMP-00009,2,1,pair_differential_only,3.604023352317317,1,2018,2018,AL,R,state_scoped_normalized_full_name,Danny F. Crawford,-6.400618344623592,7.727153196460291,0.25,uncertain,3.0
WAR-POST2016-V2-710F713D8C6FBCDB4D4C,AL-NAME-BRIAN-MCGEE,-1.29781651119441,COMP-00010,2,1,pair_differential_only,3.604023352317317,1,2018,2018,AL,D,state_scoped_normalized_full_name,Brian McGee,-8.36170228173635,5.766069259347532,0.25,uncertain,3.0
WAR-POST2016-V2-710F713D8C6FBCDB4D4C,AL-NAME-DEBBIE-HAMBY-WOOD,1.29781651119441,COMP-00010,2,1,pair_differential_only,3.604023352317317,1,2018,2018,AL,R,state_scoped_normalized_full_name,Debbie Hamby Wood,-5.766069259347532,8.36170228173635,0.25,uncertain,3.0
WAR-POST2016-V2-710F713D8C6FBCDB4D4C,AL-NAME-ARNOLD-G-MOONEY,-0.18254525949480158,COMP-00011,2,1,pair_differential_only,3.604023352317317,1,2018,2018,AL,R,state_scoped_normalized_full_name,Arnold G. Mooney II,-7.246431030036743,6.8813405110471395,0.25,uncertain,3.0
WAR-POST2016-V2-710F713D8C6FBCDB4D4C,AL-NAME-CARIN-MAYO,0.18254525949480158,COMP-00011,2,1,pair_differential_only,3.604023352317317,1,2018,2018,AL,D,state_scoped_normalized_full_name,Carin Mayo,-6.8813405110471395,7.246431030036743,0.25,uncertain,3.0
WAR-POST2016-V2-710F713D8C6FBCDB4D4C,AL-NAME-CARL-CARTER,-0.6084859307605831,COMP-00012,2,1,pair_differential_only,3.604023352317317,1,2018,2018,AL,D,state_scoped_normalized_full_name,Carl Carter,-7.6723717013025245,6.455399839781358,0.25,uncertain,3.0
WAR-POST2016-V2-710F713D8C6FBCDB4D4C,AL-NAME-JIM-MCCLENDON,0.6084859307605831,COMP-00012,2,1,pair_differential_only,3.604023352317317,1,2018,2018,AL,R,state_scoped_normalized_full_name,Jim McClendon,-6.455399839781358,7.6723717013025245,0.25,uncertain,3.0
WAR-POST2016-V2-710F713D8C6FBCDB4D4C,AL-NAME-CAROLINE-SELF,0.5448264697863865,COMP-00013,2,1,pair_differential_only,3.604023352317317,1,2018,2018,AL,D,state_scoped_normalized_full_name,Caroline Self,-6.519059300755555,7.608712240328328,0.25,uncertain,3.0
WAR-POST2016-V2-710F713D8C6FBCDB4D4C,AL-NAME-TIM-MELSON,-0.5448264697863865,COMP-00013,2,1,pair_differential_only,3.604023352317317,1,2018,2018,AL,R,state_scoped_normalized_full_name,Tim Melson,-7.608712240328328,6.519059300755555,0.25,uncertain,3.0
WAR-POST2016-V2-710F713D8C6FBCDB4D4C,AL-NAME-ANDREW-SORRELL,-2.629458605707889,COMP-00014,2,1,pair_differential_only,3.604023352317317,1,2018,2018,AL,R,state_scoped_normalized_full_name,Andrew Sorrell,-9.69334437624983,4.4344271648340525,0.25,uncertain,3.0
WAR-POST2016-V2-710F713D8C6FBCDB4D4C,AL-NAME-CHAD-YOUNG,2.629458605707889,COMP-00014,2,1,pair_differential_only,3.604023352317317,1,2018,2018,AL,D,state_scoped_normalized_full_name,Chad Young,-4.4344271648340525,9.69334437624983,0.25,uncertain,3.0
WAR-POST2016-V2-710F713D8C6FBCDB4D4C,AL-NAME-BOB-FINCHER,0.8876596232105094,COMP-00015,2,1,pair_differential_only,3.604023352317317,1,2018,2018,AL,R,state_scoped_normalized_full_name,Bob Fincher,-6.176226147331432,7.9515453937524505,0.25,uncertain,3.0
WAR-POST2016-V2-710F713D8C6FBCDB4D4C,AL-NAME-CHARLOTTE-A-CLARK-FRIESON,-0.8876596232105094,COMP-00015,2,1,pair_differential_only,3.604023352317317,1,2018,2018,AL,D,state_scoped_normalized_full_name,Charlotte A. Clark-Frieson,-7.9515453937524505,6.176226147331432,0.25,uncertain,3.0
WAR-POST2016-V2-710F713D8C6FBCDB4D4C,AL-NAME-CHRIS-E-BLACKSHEAR,1.6753335673636454,COMP-00016,2,1,pair_differential_only,3.604023352317317,1,2018,2018,AL,R,state_scoped_normalized_full_name,Chris E. Blackshear,-5.388552203178296,8.739219337905586,0.25,uncertain,3.0
