record_type,election_year,canonical_candidate_id,source_url,renderer_url,local_path,sha256,retrieved_date,status
candidate_page,,AL-2018-house-28-R-GIL-F-ISBELL,https://ballotpedia.org/Gil_Isbell,https://r.jina.ai/https://ballotpedia.org/Gil_Isbell,data\raw\ballotpedia\candidate_pages\470312eed968_Gil_Isbell.md,837019e8ae5afdd1e89df53351e164bbc80116899fa3edef9d2f4b9c577c8fff,2026-08-17,cached
candidate_page,,AL-2018-house-3-R-ANDREW-SORRELL,https://ballotpedia.org/Andrew_Sorrell,https://r.jina.ai/https://ballotpedia.org/Andrew_Sorrell,data\raw\ballotpedia\candidate_pages\1e0997139b98_Andrew_Sorrell.md,64ba7fa9b5adf597114220f38ccca2149b79846dd5342518cbbbc0df6a173dac,2026-08-17,cached
candidate_page,,AL-2018-house-39-R-GINNY-SHAVER,https://ballotpedia.org/Ginny_Shaver,https://r.jina.ai/https://ballotpedia.org/Ginny_Shaver,data\raw\ballotpedia\candidate_pages\0fa6cb9f8d47_Ginny_Shaver.md,cd28c842fb58b73e41440f187b908703f5bc4c90f3133a62827a315e118c4435,2026-08-17,cached
candidate_page,,AL-2018-house-5-R-DANNY-F-CRAWFORD,https://ballotpedia.org/Danny_Crawford,https://r.jina.ai/https://ballotpedia.org/Danny_Crawford,data\raw\ballotpedia\candidate_pages\cccb0d039bb2_Danny_Crawford.md,60fd17e36c708cd23afbb1b787db84ab9ef1e5570791277f8dbe8c851a949411,2026-08-17,cached
candidate_page,,AL-2018-house-6-R-ANDY-WHITT,https://ballotpedia.org/Andy_Whitt,https://r.jina.ai/https://ballotpedia.org/Andy_Whitt,data\raw\ballotpedia\candidate_pages\4d16a768328f_Andy_Whitt.md,240ecbc654303c4d73df8a73b7c7f23cbd157d078914ac8c8ed977b86eaa6d2d,2026-08-17,cached
candidate_page,,AL-2018-house-65-R-BRETT-EASTERBROOK,https://ballotpedia.org/Brett_Easterbrook,https://r.jina.ai/https://ballotpedia.org/Brett_Easterbrook,data\raw\ballotpedia\candidate_pages\649599f3dcde_Brett_Easterbrook.md,61eecae8df35c25cdfbae3453e1676f2a7f9579d0d94bb7ee37e4af33770cb00,2026-08-17,cached
candidate_page,,AL-2018-house-9-R-SCOTT-STADTHAGEN,https://ballotpedia.org/Scott_Stadthagen,https://r.jina.ai/https://ballotpedia.org/Scott_Stadthagen,data\raw\ballotpedia\candidate_pages\9f9bfb4abe92_Scott_Stadthagen.md,32009eb3ece5df346a1d656b01223a30cc1699ca1b20098e5dc78ac7b1af9bc6,2026-08-17,cached
candidate_page,,AL-2022-house-10-D-GSL010DLAN,https://ballotpedia.org/Marilyn_Lands,https://r.jina.ai/https://ballotpedia.org/Marilyn_Lands,data\raw\ballotpedia\candidate_pages\3392b5bfeae8_Marilyn_Lands.md,ca2850d15c604b2c953d3292871510dd9e449cd8b3eb5270b38c334195106201,2026-08-17,cached
candidate_page,,AL-2022-house-10-R-GSL010RCOL,https://ballotpedia.org/David_Cole_(Alabama,https://r.jina.ai/https://ballotpedia.org/David_Cole_(Alabama,data\raw\ballotpedia\candidate_pages\210909735c3f_David_Cole__Alabama.md,6901e623bd68821967da6ab79ce7f306b9e1242c7a3d8878a355ae796da78377,2026-08-17,cached
candidate_page,,AL-2022-house-2-R-GSL002RHAR,https://ballotpedia.org/Ben_Harrison_(Alabama,https://r.jina.ai/https://ballotpedia.org/Ben_Harrison_(Alabama,data\raw\ballotpedia\candidate_pages\bf9dd53a9419_Ben_Harrison__Alabama.md,6ee5b3a84a475f0c14fb4d087899ac1ce9a62114e6563fbaf600da7d81e7239a,2026-08-17,cached
candidate_page,,AL-2022-house-3-D-GSL003DTHO,https://ballotpedia.org/Wesley_Thompson,https://r.jina.ai/https://ballotpedia.org/Wesley_Thompson,data\raw\ballotpedia\candidate_pages\697311a99179_Wesley_Thompson.md,692c46c93041ad62fe76953084193d324eba772a21b8399202ecd939a85c926a,2026-08-17,cached
candidate_page,,AL-2022-house-3-R-GSL003RUND,https://ballotpedia.org/Kerry_Underwood,https://r.jina.ai/https://ballotpedia.org/Kerry_Underwood,data\raw\ballotpedia\candidate_pages\0dd0c1df708e_Kerry_Underwood.md,29ba34113503d9ca4b6fba7b80e1f94aee23fc06ab68310a76f5407c26263ddb,2026-08-17,cached
candidate_page,,AL-2022-house-4-R-GSL004RMOO,https://ballotpedia.org/Parker_Moore,https://r.jina.ai/https://ballotpedia.org/Parker_Moore,data\raw\ballotpedia\candidate_pages\794928948761_Parker_Moore.md,24c9309b208b1bca087e66b044d7f47bb395b88edf0b8c07cb9133ff7c567382,2026-08-17,cached
candidate_page,,AL-2022-house-7-D-GSL007DJON,https://ballotpedia.org/Mose_Jones_Jr.,https://r.jina.ai/https://ballotpedia.org/Mose_Jones_Jr.,data\raw\ballotpedia\candidate_pages\f1558251e26f_Mose_Jones_Jr_.md,4cb9ddb129827b691487e7bf3e48a20b13e055b3dee78a9d3f8490e6e91acbfa,2026-08-17,cached
candidate_page,,AL-2022-house-7-R-GSL007RYAR,https://ballotpedia.org/Ernie_Yarbrough,https://r.jina.ai/https://ballotpedia.org/Ernie_Yarbrough,data\raw\ballotpedia\candidate_pages\8b72017c6c28_Ernie_Yarbrough.md,311573e475e565a826a8b1e40a564fb5a1f8fc20dc46434b8b44de9d5372ee96,2026-08-17,cached
candidate_page,,AL-2002-house-10-R-BALL-MIKE,https://ballotpedia.org/Mike_Ball_(Alabama,https://r.jina.ai/https://ballotpedia.org/Mike_Ball_(Alabama,data\raw\ballotpedia\candidate_pages\04ab910e496a_Mike_Ball__Alabama.md,773100002f5903a0ac9261a97a66ec0cb9208645ed871642e7a8a3d67f39aad6,2026-08-17,downloaded
candidate_page,,AL-2002-house-13-D-SHERER-TOMMY,https://ballotpedia.org/Tommy_Sherer,https://r.jina.ai/https://ballotpedia.org/Tommy_Sherer,data\raw\ballotpedia\candidate_pages\98cc2a235c68_Tommy_Sherer.md,3d6a49c5289133488dc69f08be2a8a48857e7116e743cfa0cbecc9b6b248e949,2026-08-17,downloaded
candidate_page,,AL-2002-house-14-D-GUIN-KEN,https://ballotpedia.org/Ken_Guin,https://r.jina.ai/https://ballotpedia.org/Ken_Guin,data\raw\ballotpedia\candidate_pages\4542837b5a81_Ken_Guin.md,8af535b02d4aee7754c6eefcd4f671f1a045133a8a880ac6eb922e67cfa2f980,2026-08-17,downloaded
candidate_page,,AL-2002-house-17-D-MILLICAN-MIKE,https://ballotpedia.org/Mike_Millican,https://r.jina.ai/https://ballotpedia.org/Mike_Millican,data\raw\ballotpedia\candidate_pages\308c0db30c64_Mike_Millican.md,1c56a078a1b5ccc01cb1c4c737c6f4b60d28006444aca7866d4b7892eae12370,2026-08-17,downloaded
candidate_page,,AL-2002-house-19-D-HALL-LAURA,https://ballotpedia.org/Laura_Hall_(Alabama,https://r.jina.ai/https://ballotpedia.org/Laura_Hall_(Alabama,data\raw\ballotpedia\candidate_pages\495c05a8fe49_Laura_Hall__Alabama.md,738d51e1d05b20e874d976d26a68304443406048ed739c40f28b888d1884085a,2026-08-17,downloaded
candidate_page,,AL-2002-house-2-R-GREER-LYNN,https://ballotpedia.org/Lynn_Greer_(Alabama,https://r.jina.ai/https://ballotpedia.org/Lynn_Greer_(Alabama,data\raw\ballotpedia\candidate_pages\e66070fa1f72_Lynn_Greer__Alabama.md,9504c5f21788dd9c52d75bf55833898701eb42f7ebae618811a1825f7918a227,2026-08-17,downloaded
candidate_page,,AL-2002-house-21-D-HINSHAW-RANDY,https://ballotpedia.org/Randy_Hinshaw,https://r.jina.ai/https://ballotpedia.org/Randy_Hinshaw,data\raw\ballotpedia\candidate_pages\d195d4812ffe_Randy_Hinshaw.md,b99542bc6c03ae63be4b5fc664e11c17594a5560ef77559acd05ba6aa9a941c9,2026-08-17,downloaded
candidate_page,,AL-2002-house-23-D-ROBINSON-JOHN,"https://ballotpedia.org/John_Robinson,_Alabama_Representative","https://r.jina.ai/https://ballotpedia.org/John_Robinson,_Alabama_Representative",data\raw\ballotpedia\candidate_pages\b927762d8946_John_Robinson__Alabama_Representative.md,c124cb8493ba5e6e2e1ea28d5090218ff012edc0b217340cffe1893bf512ba8e,2026-08-17,downloaded
candidate_page,,AL-2002-house-24-R-GREESON-TODD,https://ballotpedia.org/Todd_Greeson,https://r.jina.ai/https://ballotpedia.org/Todd_Greeson,data\raw\ballotpedia\candidate_pages\3230c450ac8d_Todd_Greeson.md,593c6ae9eb616d5f2e070f94cc81d33d1f0521ed48582d812e5f237b3c132ec3,2026-08-17,downloaded
candidate_page,,AL-2002-house-28-D-FORD-CRAIG,https://ballotpedia.org/Craig_Ford,https://r.jina.ai/https://ballotpedia.org/Craig_Ford,data\raw\ballotpedia\candidate_pages\bf1e5deee3d0_Craig_Ford.md,1ef8a151bfee461c0466989cfe8d5b47e9871c84ce212ee62008a340c4b3d131,2026-08-17,downloaded
candidate_page,,AL-2002-house-29-D-PAGE-JACK,https://ballotpedia.org/Jack_Page,https://r.jina.ai/https://ballotpedia.org/Jack_Page,data\raw\ballotpedia\candidate_pages\1b3153a6c36d_Jack_Page.md,6cb0dce2ddfeda8223e0ccb163d45b122d69e32696699a1331acc2d1e1b6910e,2026-08-17,downloaded
candidate_page,,AL-2002-house-29-R-NORDGREN-BECKY,https://ballotpedia.org/Becky_Nordgren,https://r.jina.ai/https://ballotpedia.org/Becky_Nordgren,data\raw\ballotpedia\candidate_pages\1b7b25c9a3d4_Becky_Nordgren.md,2cec54817c2e29a09d91e3f0029f895b75cf11841d731bdf8e8a403f775f8b47,2026-08-17,downloaded
candidate_page,,AL-2002-house-3-D-BLACK-MARCEL,https://ballotpedia.org/Marcel_Black,https://r.jina.ai/https://ballotpedia.org/Marcel_Black,data\raw\ballotpedia\candidate_pages\5c24af73bafe_Marcel_Black.md,cae82757a3f00dda84cb9205c5f5a00192da7b22f5eb568780443b0db8c4cc8e,2026-08-17,downloaded
candidate_page,,AL-2002-house-30-R-GALLIHER-BLAINE,https://ballotpedia.org/Blaine_Galliher,https://r.jina.ai/https://ballotpedia.org/Blaine_Galliher,data\raw\ballotpedia\candidate_pages\8fd29b172242_Blaine_Galliher.md,7bb61227a245efe6616680f5036f250cc8e88df446ae17986286c04fc0e72c13,2026-08-17,downloaded
candidate_page,,AL-2002-house-32-D-BOYD-BARBARA-BIGSBY,"https://ballotpedia.org/Barbara_Boyd,_Alabama_Representative","https://r.jina.ai/https://ballotpedia.org/Barbara_Boyd,_Alabama_Representative",data\raw\ballotpedia\candidate_pages\746227f8c2df_Barbara_Boyd__Alabama_Representative.md,7b4d6b3d03df46fc112f7e9e21a2e4051b816cd4127a597c7854bd5aba505394,2026-08-17,downloaded
candidate_page,,AL-2002-house-33-R-JOHNSON-RON,https://ballotpedia.org/Ron_Johnson,https://r.jina.ai/https://ballotpedia.org/Ron_Johnson,data\raw\ballotpedia\candidate_pages\ea26e9f7adc7_Ron_Johnson.md,847371940911763f03877e24c67bd773b02418676cc968951202226ab93e5d2b,2026-08-17,downloaded
candidate_page,,AL-2002-house-34-R-THOMAS-ELWYN,https://ballotpedia.org/Elwyn_Thomas,https://r.jina.ai/https://ballotpedia.org/Elwyn_Thomas,data\raw\ballotpedia\candidate_pages\3db0c72c5d00_Elwyn_Thomas.md,e9938828e64e6561152cfff9787684ee094c818bc2b9c62fcb9c08f42bbf05d4,2026-08-17,downloaded
candidate_page,,AL-2002-house-35-D-HURST-STEVE,https://ballotpedia.org/Steve_Hurst,https://r.jina.ai/https://ballotpedia.org/Steve_Hurst,data\raw\ballotpedia\candidate_pages\139847b45c83_Steve_Hurst.md,b69a679c5d437e068cc9fe73d4605b215835bedfc276ea064c510220b3bba28b,2026-08-17,cached
candidate_page,,AL-2002-house-36-R-WOOD-RANDY,https://ballotpedia.org/Randy_Wood,https://r.jina.ai/https://ballotpedia.org/Randy_Wood,data\raw\ballotpedia\candidate_pages\dad6e35c2cfe_Randy_Wood.md,df6c8948f468d81a31bc768efe78fcd32d9c15f92805f1c4573a988b1dad56fb,2026-08-17,downloaded
candidate_page,,AL-2002-house-37-D-LAIRD-RICHARD,https://ballotpedia.org/Richard_Laird_(Alabama,https://r.jina.ai/https://ballotpedia.org/Richard_Laird_(Alabama,data\raw\ballotpedia\candidate_pages\f349f514c4bb_Richard_Laird__Alabama.md,16240b0b5b2cf6adec28768a63a1de1729540f2d177bec549915b88053520f55,2026-08-17,downloaded
candidate_page,,AL-2002-house-38-R-BRIDGES-DUWAYNE,https://ballotpedia.org/DuWayne_Bridges,https://r.jina.ai/https://ballotpedia.org/DuWayne_Bridges,data\raw\ballotpedia\candidate_pages\d1424e82215e_DuWayne_Bridges.md,649ecb28acd52ea74610fbaeced1ea27dfbe990cb2fd18679d45d0184331cdd3,2026-08-17,downloaded
candidate_page,,AL-2002-house-39-D-LINDSEY-RICHARD-J,https://ballotpedia.org/Richard_Lindsey,https://r.jina.ai/https://ballotpedia.org/Richard_Lindsey,data\raw\ballotpedia\candidate_pages\d3366883cb09_Richard_Lindsey.md,c6e71b8c056f1601b2f85a694cfb5ec53bbebfb260c5e3a00f687e3229602161,2026-08-17,downloaded
candidate_page,,AL-2002-house-41-R-HILL-MIKE,https://ballotpedia.org/Mike_Hill_(Alabama,https://r.jina.ai/https://ballotpedia.org/Mike_Hill_(Alabama,data\raw\ballotpedia\candidate_pages\130fa0b16e99_Mike_Hill__Alabama.md,ec78909b969501c3ee266813e8d7e12ba77bd8575f89c6f4b41d93cbbccf9486,2026-08-17,downloaded
candidate_page,,AL-2002-house-42-R-CATON-ALLEN,https://ballotpedia.org/Allen_Caton,,data\raw\ballotpedia\candidate_pages\7e42e7f12a66_Allen_Caton.md,,2026-08-17,error:HTTPError
candidate_page,,AL-2002-house-43-R-MCCLURKIN-MARY-SUE,https://ballotpedia.org/Mary_Sue_McClurkin,,data\raw\ballotpedia\candidate_pages\8d114951e4d9_Mary_Sue_McClurkin.md,,2026-08-17,error:HTTPError
candidate_page,,AL-2002-house-44-R-PAYNE-ARTHUR,https://ballotpedia.org/Arthur_Payne,,data\raw\ballotpedia\candidate_pages\73156b524eef_Arthur_Payne.md,,2026-08-17,error:HTTPError
candidate_page,,AL-2002-house-48-R-CARNS-JIM,https://ballotpedia.org/Jim_Carns,,data\raw\ballotpedia\candidate_pages\7d20c54efd3e_Jim_Carns.md,,2026-08-17,error:HTTPError
candidate_page,,AL-2002-house-5-R-COFFMAN-RONNIE-G,https://ballotpedia.org/Ronnie_Coffman,,data\raw\ballotpedia\candidate_pages\9f64e31c65f0_Ronnie_Coffman.md,,2026-08-17,error:HTTPError
candidate_page,,AL-2002-house-58-D-ROBINSON-OLIVER,https://ballotpedia.org/Oliver_Robinson,,data\raw\ballotpedia\candidate_pages\b431f4e57031_Oliver_Robinson.md,,2026-08-17,error:HTTPError
candidate_page,,AL-2002-house-59-D-MOORE-MARY,https://ballotpedia.org/Mary_Moore,,data\raw\ballotpedia\candidate_pages\0804dc82a80f_Mary_Moore.md,,2026-08-17,error:HTTPError
district_page,,,https://ballotpedia.org/Alabama_House_of_Representatives_District_49,,data\raw\ballotpedia\district_pages\house_049.md,,2026-08-17,error:HTTPError
district_page,,,https://ballotpedia.org/Alabama_House_of_Representatives_District_50,,data\raw\ballotpedia\district_pages\house_050.md,,2026-08-17,error:HTTPError
district_page,,,https://ballotpedia.org/Alabama_House_of_Representatives_District_51,,data\raw\ballotpedia\district_pages\house_051.md,,2026-08-17,error:HTTPError
district_page,,,https://ballotpedia.org/Alabama_House_of_Representatives_District_52,,data\raw\ballotpedia\district_pages\house_052.md,,2026-08-17,error:HTTPError
district_page,,,https://ballotpedia.org/Alabama_House_of_Representatives_District_53,,data\raw\ballotpedia\district_pages\house_053.md,,2026-08-17,error:HTTPError
district_page,,,https://ballotpedia.org/Alabama_House_of_Representatives_District_54,,data\raw\ballotpedia\district_pages\house_054.md,,2026-08-17,error:HTTPError
district_page,,,https://ballotpedia.org/Alabama_House_of_Representatives_District_55,,data\raw\ballotpedia\district_pages\house_055.md,,2026-08-17,error:HTTPError
district_page,,,https://ballotpedia.org/Alabama_House_of_Representatives_District_56,,data\raw\ballotpedia\district_pages\house_056.md,,2026-08-17,error:HTTPError
district_page,,,https://ballotpedia.org/Alabama_House_of_Representatives_District_59,,data\raw\ballotpedia\district_pages\house_059.md,,2026-08-17,error:HTTPError
district_page,,,https://ballotpedia.org/Alabama_House_of_Representatives_District_60,,data\raw\ballotpedia\district_pages\house_060.md,,2026-08-17,error:HTTPError
district_page,,,https://ballotpedia.org/Alabama_House_of_Representatives_District_61,,data\raw\ballotpedia\district_pages\house_061.md,,2026-08-17,error:HTTPError
district_page,,,https://ballotpedia.org/Alabama_House_of_Representatives_District_62,,data\raw\ballotpedia\district_pages\house_062.md,,2026-08-17,error:HTTPError
district_page,,,https://ballotpedia.org/Alabama_House_of_Representatives_District_63,,data\raw\ballotpedia\district_pages\house_063.md,,2026-08-17,error:HTTPError
district_page,,,https://ballotpedia.org/Alabama_House_of_Representatives_District_64,,data\raw\ballotpedia\district_pages\house_064.md,,2026-08-17,error:HTTPError
district_page,,,https://ballotpedia.org/Alabama_House_of_Representatives_District_66,,data\raw\ballotpedia\district_pages\house_066.md,,2026-08-17,error:HTTPError
district_page,,,https://ballotpedia.org/Alabama_House_of_Representatives_District_67,,data\raw\ballotpedia\district_pages\house_067.md,,2026-08-17,error:HTTPError
district_page,,,https://ballotpedia.org/Alabama_House_of_Representatives_District_68,,data\raw\ballotpedia\district_pages\house_068.md,,2026-08-17,error:HTTPError
district_page,,,https://ballotpedia.org/Alabama_House_of_Representatives_District_69,,data\raw\ballotpedia\district_pages\house_069.md,,2026-08-17,error:HTTPError
district_page,,,https://ballotpedia.org/Alabama_House_of_Representatives_District_70,,data\raw\ballotpedia\district_pages\house_070.md,,2026-08-17,error:HTTPError
district_page,,,https://ballotpedia.org/Alabama_House_of_Representatives_District_71,,data\raw\ballotpedia\district_pages\house_071.md,,2026-08-17,error:HTTPError
district_page,,,https://ballotpedia.org/Alabama_House_of_Representatives_District_72,,data\raw\ballotpedia\district_pages\house_072.md,,2026-08-17,error:HTTPError
district_page,,,https://ballotpedia.org/Alabama_House_of_Representatives_District_73,,data\raw\ballotpedia\district_pages\house_073.md,,2026-08-17,error:HTTPError
district_page,,,https://ballotpedia.org/Alabama_House_of_Representatives_District_74,,data\raw\ballotpedia\district_pages\house_074.md,,2026-08-17,error:HTTPError
district_page,,,https://ballotpedia.org/Alabama_House_of_Representatives_District_75,,data\raw\ballotpedia\district_pages\house_075.md,,2026-08-17,error:HTTPError
district_page,,,https://ballotpedia.org/Alabama_House_of_Representatives_District_76,,data\raw\ballotpedia\district_pages\house_076.md,,2026-08-17,error:HTTPError
district_page,,,https://ballotpedia.org/Alabama_House_of_Representatives_District_77,,data\raw\ballotpedia\district_pages\house_077.md,,2026-08-17,error:HTTPError
district_page,,,https://ballotpedia.org/Alabama_House_of_Representatives_District_78,,data\raw\ballotpedia\district_pages\house_078.md,,2026-08-17,error:HTTPError
