votesmart_candidate_id,candidate,issue_category,organization,interest_group_id,scorecard_id,rating,rating_period,rating_year_start,rating_year_end,source_type,source_url,candidate_page_url
15216,Vivian Figures' Ratings and Endorsements,Guns,National Rifle Association Political Victory Fund (NRA-PVF) - Alabama,1557,2028,0%,2002,2002,2002,interest_group_rating,https://votesmart.org/interest-group/1557/rating/2028,https://j.futurefacts.votesmart.io/candidate/evaluations/15216/vivian-figures
15216,Vivian Figures' Ratings and Endorsements,Guns,National Rifle Association Political Victory Fund (NRA-PVF) - Alabama,1557,1128,A+,1998,1998,1998,interest_group_rating,https://votesmart.org/interest-group/1557/rating/1128,https://j.futurefacts.votesmart.io/candidate/evaluations/15216/vivian-figures
15216,Vivian Figures' Ratings and Endorsements,Marijuana,NORML (National Organization for the Reform of Marijuana Laws),599,14258,100%,2024,2024,2024,interest_group_rating,https://votesmart.org/interest-group/599/rating/14258,https://j.futurefacts.votesmart.io/candidate/evaluations/15216/vivian-figures
15216,Vivian Figures' Ratings and Endorsements,Marijuana,NORML (National Organization for the Reform of Marijuana Laws),599,13774,100%,2023,2023,2023,interest_group_rating,https://votesmart.org/interest-group/599/rating/13774,https://j.futurefacts.votesmart.io/candidate/evaluations/15216/vivian-figures
15991,Terry Spicer,Business and Consumers,League of Southeastern Credit Unions,1991,5850,100%,2010,2010,2010,interest_group_rating,https://votesmart.org/interest-group/1991/rating/5850,https://j.futurefacts.votesmart.io/candidate/evaluations/15991/terry-spicer
15991,Terry Spicer,Business and Consumers,National Federation of Independent Business - Alabama,608,5608,50%,2007-2010,2007,2010,interest_group_rating,https://votesmart.org/interest-group/608/rating/5608,https://j.futurefacts.votesmart.io/candidate/evaluations/15991/terry-spicer
15991,Terry Spicer,Business and Consumers,National Federation of Independent Business - Alabama,608,3421,63%,2003-2006,2003,2006,interest_group_rating,https://votesmart.org/interest-group/608/rating/3421,https://j.futurefacts.votesmart.io/candidate/evaluations/15991/terry-spicer
15991,Terry Spicer,Conservative,Christian Coalition of Alabama,510,3269,55%,2003-2006,2003,2006,interest_group_rating,https://votesmart.org/interest-group/510/rating/3269,https://j.futurefacts.votesmart.io/candidate/evaluations/15991/terry-spicer
15991,Terry Spicer,Conservative,Christian Coalition of Alabama,510,1389,56%,1999-2000,1999,2000,interest_group_rating,https://votesmart.org/interest-group/510/rating/1389,https://j.futurefacts.votesmart.io/candidate/evaluations/15991/terry-spicer
15991,Terry Spicer,Conservative,Conservative Christians of Alabama,2201,12486,7%,2004,2004,2004,interest_group_rating,https://votesmart.org/interest-group/2201/rating/12486,https://j.futurefacts.votesmart.io/candidate/evaluations/15991/terry-spicer
15991,Terry Spicer,Conservative,Eagle Forum of Alabama,369,2635,7%,2004,2004,2004,interest_group_rating,https://votesmart.org/interest-group/369/rating/2635,https://j.futurefacts.votesmart.io/candidate/evaluations/15991/terry-spicer
15991,Terry Spicer,Guns,National Rifle Association Political Victory Fund (NRA-PVF) - Alabama,1557,5559,100%,2010,2010,2010,interest_group_rating,https://votesmart.org/interest-group/1557/rating/5559,https://j.futurefacts.votesmart.io/candidate/evaluations/15991/terry-spicer
15991,Terry Spicer,Guns,National Rifle Association Political Victory Fund (NRA-PVF) - Alabama,1557,3440,A+,2006,2006,2006,interest_group_rating,https://votesmart.org/interest-group/1557/rating/3440,https://j.futurefacts.votesmart.io/candidate/evaluations/15991/terry-spicer
15991,Terry Spicer,Guns,National Rifle Association Political Victory Fund (NRA-PVF) - Alabama,1557,2028,0%,2002,2002,2002,interest_group_rating,https://votesmart.org/interest-group/1557/rating/2028,https://j.futurefacts.votesmart.io/candidate/evaluations/15991/terry-spicer
15991,Terry Spicer,Guns,National Rifle Association Political Victory Fund (NRA-PVF) - Alabama,1557,1128,B+,1998,1998,1998,interest_group_rating,https://votesmart.org/interest-group/1557/rating/1128,https://j.futurefacts.votesmart.io/candidate/evaluations/15991/terry-spicer
60390,Ben Brooks' Ratings and Endorsements,Business and Consumers,National Federation of Independent Business - Alabama,608,5608,100%,2007-2010,2007,2010,interest_group_rating,https://votesmart.org/interest-group/608/rating/5608,https://j.futurefacts.votesmart.io/candidate/evaluations/60390/ben-brooks
60390,Ben Brooks' Ratings and Endorsements,Guns,National Rifle Association Political Victory Fund (NRA-PVF) - Alabama,1557,5559,92%,2010,2010,2010,interest_group_rating,https://votesmart.org/interest-group/1557/rating/5559,https://j.futurefacts.votesmart.io/candidate/evaluations/60390/ben-brooks
9357,Sandra Kauffman,Abortion,Pro-Choice Missouri,601,167,75%,1997,1997,1997,interest_group_rating,https://votesmart.org/interest-group/601/rating/167,https://j.futurefacts.votesmart.io/candidate/evaluations/9357/sandra-kauffman
9357,Sandra Kauffman,Agriculture and Food,Missouri Farm Bureau Federation,1196,305,85%,1997-1998,1997,1998,interest_group_rating,https://votesmart.org/interest-group/1196/rating/305,https://j.futurefacts.votesmart.io/candidate/evaluations/9357/sandra-kauffman
9357,Sandra Kauffman,Business and Consumers,National Federation of Independent Business - Missouri,1051,890,100%,1997-1998,1997,1998,interest_group_rating,https://votesmart.org/interest-group/1051/rating/890,https://j.futurefacts.votesmart.io/candidate/evaluations/9357/sandra-kauffman
9357,Sandra Kauffman,Civil Liberties and Civil Rights,Privacy Rights Education Project,39,9439,100%,1998,1998,1998,interest_group_rating,https://votesmart.org/interest-group/39/rating/9439,https://j.futurefacts.votesmart.io/candidate/evaluations/9357/sandra-kauffman
9357,Sandra Kauffman,Education,Missouri National Education Association,436,312,B,1997-1998,1997,1998,interest_group_rating,https://votesmart.org/interest-group/436/rating/312,https://j.futurefacts.votesmart.io/candidate/evaluations/9357/sandra-kauffman
9357,Sandra Kauffman,Environment,Sierra Club Missouri Chapter,45,322,40%,1997-1998,1997,1998,interest_group_rating,https://votesmart.org/interest-group/45/rating/322,https://j.futurefacts.votesmart.io/candidate/evaluations/9357/sandra-kauffman
14648,George Chase,Fiscally Conservative,New Hampshire House Republican Alliance,1644,11641,28%,2000,2000,2000,interest_group_rating,https://votesmart.org/interest-group/1644/rating/11641,https://j.futurefacts.votesmart.io/candidate/evaluations/14648/george-chase
14648,George Chase,Fiscally Conservative,New Hampshire House Republican Alliance,1644,11640,19%,1999,1999,1999,interest_group_rating,https://votesmart.org/interest-group/1644/rating/11640,https://j.futurefacts.votesmart.io/candidate/evaluations/14648/george-chase
14648,George Chase,Guns,National Rifle Association Political Victory Fund,1129,1277,D,2000,2000,2000,interest_group_rating,https://votesmart.org/interest-group/1129/rating/1277,https://j.futurefacts.votesmart.io/candidate/evaluations/14648/george-chase
5666,"Thomas Jackson, Jr.",Business and Consumers,National Federation of Independent Business - Alabama,608,13405,57%,2019-2022,2019,2022,interest_group_rating,https://votesmart.org/interest-group/608/rating/13405,https://j.futurefacts.votesmart.io/candidate/evaluations/5666/thomas-jackson-jr
5666,"Thomas Jackson, Jr.",Business and Consumers,National Federation of Independent Business - Alabama,608,12078,67%,2015-2018,2015,2018,interest_group_rating,https://votesmart.org/interest-group/608/rating/12078,https://j.futurefacts.votesmart.io/candidate/evaluations/5666/thomas-jackson-jr
5666,"Thomas Jackson, Jr.",Business and Consumers,National Federation of Independent Business - Alabama,608,7917,43%,2011-2014,2011,2014,interest_group_rating,https://votesmart.org/interest-group/608/rating/7917,https://j.futurefacts.votesmart.io/candidate/evaluations/5666/thomas-jackson-jr
5666,"Thomas Jackson, Jr.",Business and Consumers,National Federation of Independent Business - Alabama,608,5608,44%,2007-2010,2007,2010,interest_group_rating,https://votesmart.org/interest-group/608/rating/5608,https://j.futurefacts.votesmart.io/candidate/evaluations/5666/thomas-jackson-jr
5666,"Thomas Jackson, Jr.",Business and Consumers,National Federation of Independent Business - Alabama,608,3421,38%,2003-2006,2003,2006,interest_group_rating,https://votesmart.org/interest-group/608/rating/3421,https://j.futurefacts.votesmart.io/candidate/evaluations/5666/thomas-jackson-jr
5666,"Thomas Jackson, Jr.",Business and Consumers,National Federation of Independent Business - Alabama,608,1020,57%,1995-1998,1995,1998,interest_group_rating,https://votesmart.org/interest-group/608/rating/1020,https://j.futurefacts.votesmart.io/candidate/evaluations/5666/thomas-jackson-jr
5666,"Thomas Jackson, Jr.",Conservative,American Conservative Union (ACU),1481,13784,36%,2022,2022,2022,interest_group_rating,https://votesmart.org/interest-group/1481/rating/13784,https://j.futurefacts.votesmart.io/candidate/evaluations/5666/thomas-jackson-jr
5666,"Thomas Jackson, Jr.",Conservative,American Conservative Union (ACU),1481,13783,19%,2022,2022,2022,interest_group_rating,https://votesmart.org/interest-group/1481/rating/13783,https://j.futurefacts.votesmart.io/candidate/evaluations/5666/thomas-jackson-jr
5666,"Thomas Jackson, Jr.",Conservative,American Conservative Union (ACU),1481,13079,44%,2020,2020,2020,interest_group_rating,https://votesmart.org/interest-group/1481/rating/13079,https://j.futurefacts.votesmart.io/candidate/evaluations/5666/thomas-jackson-jr
5666,"Thomas Jackson, Jr.",Conservative,American Conservative Union (ACU),1481,10895,63%,2018,2018,2018,interest_group_rating,https://votesmart.org/interest-group/1481/rating/10895,https://j.futurefacts.votesmart.io/candidate/evaluations/5666/thomas-jackson-jr
5666,"Thomas Jackson, Jr.",Conservative,American Conservative Union (ACU),1481,10896,35%,2018,2018,2018,interest_group_rating,https://votesmart.org/interest-group/1481/rating/10896,https://j.futurefacts.votesmart.io/candidate/evaluations/5666/thomas-jackson-jr
5666,"Thomas Jackson, Jr.",Conservative,American Conservative Union (ACU),1481,10589,46%,2017,2017,2017,interest_group_rating,https://votesmart.org/interest-group/1481/rating/10589,https://j.futurefacts.votesmart.io/candidate/evaluations/5666/thomas-jackson-jr
5666,"Thomas Jackson, Jr.",Conservative,American Conservative Union (ACU),1481,10590,28%,2017,2017,2017,interest_group_rating,https://votesmart.org/interest-group/1481/rating/10590,https://j.futurefacts.votesmart.io/candidate/evaluations/5666/thomas-jackson-jr
5666,"Thomas Jackson, Jr.",Conservative,American Conservative Union (ACU),1481,10128,22%,2016,2016,2016,interest_group_rating,https://votesmart.org/interest-group/1481/rating/10128,https://j.futurefacts.votesmart.io/candidate/evaluations/5666/thomas-jackson-jr
5666,"Thomas Jackson, Jr.",Conservative,American Conservative Union (ACU),1481,10112,13%,2016,2016,2016,interest_group_rating,https://votesmart.org/interest-group/1481/rating/10112,https://j.futurefacts.votesmart.io/candidate/evaluations/5666/thomas-jackson-jr
5666,"Thomas Jackson, Jr.",Conservative,American Conservative Union (ACU),1481,9175,44%,2015,2015,2015,interest_group_rating,https://votesmart.org/interest-group/1481/rating/9175,https://j.futurefacts.votesmart.io/candidate/evaluations/5666/thomas-jackson-jr
5666,"Thomas Jackson, Jr.",Conservative,American Conservative Union (ACU),1481,9176,26%,2015,2015,2015,interest_group_rating,https://votesmart.org/interest-group/1481/rating/9176,https://j.futurefacts.votesmart.io/candidate/evaluations/5666/thomas-jackson-jr
5666,"Thomas Jackson, Jr.",Conservative,American Conservative Union (ACU),1481,10283,9%,2014,2014,2014,interest_group_rating,https://votesmart.org/interest-group/1481/rating/10283,https://j.futurefacts.votesmart.io/candidate/evaluations/5666/thomas-jackson-jr
5666,"Thomas Jackson, Jr.",Conservative,Christian Coalition of Alabama,510,3269,45%,2003-2006,2003,2006,interest_group_rating,https://votesmart.org/interest-group/510/rating/3269,https://j.futurefacts.votesmart.io/candidate/evaluations/5666/thomas-jackson-jr
5666,"Thomas Jackson, Jr.",Conservative,Christian Coalition of Alabama,510,1389,29%,1999-2000,1999,2000,interest_group_rating,https://votesmart.org/interest-group/510/rating/1389,https://j.futurefacts.votesmart.io/candidate/evaluations/5666/thomas-jackson-jr
5666,"Thomas Jackson, Jr.",Conservative,Conservative Christians of Alabama,2201,12486,0%,2004,2004,2004,interest_group_rating,https://votesmart.org/interest-group/2201/rating/12486,https://j.futurefacts.votesmart.io/candidate/evaluations/5666/thomas-jackson-jr
5666,"Thomas Jackson, Jr.",Conservative,Eagle Forum of Alabama,369,2635,0%,2004,2004,2004,interest_group_rating,https://votesmart.org/interest-group/369/rating/2635,https://j.futurefacts.votesmart.io/candidate/evaluations/5666/thomas-jackson-jr
5666,"Thomas Jackson, Jr.",Guns,LEAP Forward,2867,13052,92%,2021,2021,2021,interest_group_rating,https://votesmart.org/interest-group/2867/rating/13052,https://j.futurefacts.votesmart.io/candidate/evaluations/5666/thomas-jackson-jr
5666,"Thomas Jackson, Jr.",Guns,National Rifle Association (NRA),1034,13506,42%,2022,2022,2022,interest_group_rating,https://votesmart.org/interest-group/1034/rating/13506,https://j.futurefacts.votesmart.io/candidate/evaluations/5666/thomas-jackson-jr
5666,"Thomas Jackson, Jr.",Guns,National Rifle Association (NRA),1034,12493,42%,2018,2018,2018,interest_group_rating,https://votesmart.org/interest-group/1034/rating/12493,https://j.futurefacts.votesmart.io/candidate/evaluations/5666/thomas-jackson-jr
5666,"Thomas Jackson, Jr.",Guns,National Rifle Association Political Victory Fund (NRA-PVF) - Alabama,1557,5559,92%,2010,2010,2010,interest_group_rating,https://votesmart.org/interest-group/1557/rating/5559,https://j.futurefacts.votesmart.io/candidate/evaluations/5666/thomas-jackson-jr
5666,"Thomas Jackson, Jr.",Guns,National Rifle Association Political Victory Fund (NRA-PVF) - Alabama,1557,3440,A,2006,2006,2006,interest_group_rating,https://votesmart.org/interest-group/1557/rating/3440,https://j.futurefacts.votesmart.io/candidate/evaluations/5666/thomas-jackson-jr
5666,"Thomas Jackson, Jr.",Guns,National Rifle Association Political Victory Fund (NRA-PVF) - Alabama,1557,2028,0%,2002,2002,2002,interest_group_rating,https://votesmart.org/interest-group/1557/rating/2028,https://j.futurefacts.votesmart.io/candidate/evaluations/5666/thomas-jackson-jr
5666,"Thomas Jackson, Jr.",Guns,National Rifle Association Political Victory Fund (NRA-PVF) - Alabama,1557,1128,A,1998,1998,1998,interest_group_rating,https://votesmart.org/interest-group/1557/rating/1128,https://j.futurefacts.votesmart.io/candidate/evaluations/5666/thomas-jackson-jr
5666,"Thomas Jackson, Jr.",Marijuana,NORML (National Organization for the Reform of Marijuana Laws),599,14258,100%,2024,2024,2024,interest_group_rating,https://votesmart.org/interest-group/599/rating/14258,https://j.futurefacts.votesmart.io/candidate/evaluations/5666/thomas-jackson-jr
5666,"Thomas Jackson, Jr.",Marijuana,NORML (National Organization for the Reform of Marijuana Laws),599,13774,100%,2023,2023,2023,interest_group_rating,https://votesmart.org/interest-group/599/rating/13774,https://j.futurefacts.votesmart.io/candidate/evaluations/5666/thomas-jackson-jr
16033,Jeremy Oden,Business and Consumers,National Federation of Independent Business - Alabama,608,5608,86%,2007-2010,2007,2010,interest_group_rating,https://votesmart.org/interest-group/608/rating/5608,https://j.futurefacts.votesmart.io/candidate/evaluations/16033/jeremy-oden
16033,Jeremy Oden,Business and Consumers,National Federation of Independent Business - Alabama,608,3421,100%,2003-2006,2003,2006,interest_group_rating,https://votesmart.org/interest-group/608/rating/3421,https://j.futurefacts.votesmart.io/candidate/evaluations/16033/jeremy-oden
16033,Jeremy Oden,Conservative,American Conservative Union (ACU),1481,10283,67%,2014,2014,2014,interest_group_rating,https://votesmart.org/interest-group/1481/rating/10283,https://j.futurefacts.votesmart.io/candidate/evaluations/16033/jeremy-oden
16033,Jeremy Oden,Conservative,Christian Coalition of Alabama,510,3269,78%,2003-2006,2003,2006,interest_group_rating,https://votesmart.org/interest-group/510/rating/3269,https://j.futurefacts.votesmart.io/candidate/evaluations/16033/jeremy-oden
16033,Jeremy Oden,Conservative,Christian Coalition of Alabama,510,1389,68%,1999-2000,1999,2000,interest_group_rating,https://votesmart.org/interest-group/510/rating/1389,https://j.futurefacts.votesmart.io/candidate/evaluations/16033/jeremy-oden
16033,Jeremy Oden,Conservative,Conservative Christians of Alabama,2201,12486,50%,2004,2004,2004,interest_group_rating,https://votesmart.org/interest-group/2201/rating/12486,https://j.futurefacts.votesmart.io/candidate/evaluations/16033/jeremy-oden
16033,Jeremy Oden,Conservative,Eagle Forum of Alabama,369,2635,50%,2004,2004,2004,interest_group_rating,https://votesmart.org/interest-group/369/rating/2635,https://j.futurefacts.votesmart.io/candidate/evaluations/16033/jeremy-oden
16033,Jeremy Oden,Guns,National Rifle Association (NRA),1034,7165,93%,2014,2014,2014,interest_group_rating,https://votesmart.org/interest-group/1034/rating/7165,https://j.futurefacts.votesmart.io/candidate/evaluations/16033/jeremy-oden
16033,Jeremy Oden,Guns,National Rifle Association Political Victory Fund (NRA-PVF) - Alabama,1557,5559,100%,2010,2010,2010,interest_group_rating,https://votesmart.org/interest-group/1557/rating/5559,https://j.futurefacts.votesmart.io/candidate/evaluations/16033/jeremy-oden
16033,Jeremy Oden,Guns,National Rifle Association Political Victory Fund (NRA-PVF) - Alabama,1557,3440,A+,2006,2006,2006,interest_group_rating,https://votesmart.org/interest-group/1557/rating/3440,https://j.futurefacts.votesmart.io/candidate/evaluations/16033/jeremy-oden
16033,Jeremy Oden,Guns,National Rifle Association Political Victory Fund (NRA-PVF) - Alabama,1557,2028,0%,2002,2002,2002,interest_group_rating,https://votesmart.org/interest-group/1557/rating/2028,https://j.futurefacts.votesmart.io/candidate/evaluations/16033/jeremy-oden
16033,Jeremy Oden,Guns,National Rifle Association Political Victory Fund (NRA-PVF) - Alabama,1557,1128,B+,1998,1998,1998,interest_group_rating,https://votesmart.org/interest-group/1557/rating/1128,https://j.futurefacts.votesmart.io/candidate/evaluations/16033/jeremy-oden
