canonical_candidate_id,person_id,year,chamber,district_candidate,canonical_party,canonical_name,incumbent,winner,prior_winner_i,expected_prior_officeholder,resolved_name,identity_status,identity_match_method,member_source_id,member_display_name,first_session,last_session,legislative_sessions,legislative_ideology_available,coverage_status,score_member_source_id,identity_member_source_id,votes_used,possible_votes,legislative_evidence_rows,legislative_issue_axes,effective_window_member_id,member_source_id_window,raw_yea_nay_votes,raw_rollcalls,scoring_eligible_votes,scoring_eligible_rollcalls,mapped_issue_votes,mapped_issue_rollcalls,legiscan_identity_resolved,pre_election_identity_resolved,gap_reason
AL-2022-senate-30-R-GSU30RCHA,ALPERSON-GSU30RCHA,2022,senate,30,R,GSU30RCHA,0,1,False,False,GSU30RCHA,unmatched,unmatched,,,,,0,False,no_verified_legislative_identity,,,,,0,0,,,0,0,0,0,0,0,False,False,no_verified_pre_election_legislative_identity
AL-2022-senate-31-R-GSU31RCAR,ALPERSON-GSU31RCAR,2022,senate,31,R,GSU31RCAR,0,1,False,False,GSU31RCAR,unmatched,unmatched,,,,,0,False,no_verified_legislative_identity,,,,,0,0,,,0,0,0,0,0,0,False,False,no_verified_pre_election_legislative_identity
AL-2022-senate-32-R-GSU32RELL,ALPERSON-GSU32RELL,2022,senate,32,R,GSU32RELL,0,1,False,False,GSU32RELL,unmatched,unmatched,,,,,0,False,no_verified_legislative_identity,,,,,0,0,,,0,0,0,0,0,0,False,False,no_verified_pre_election_legislative_identity
AL-2022-senate-33-D-GSU33DFIG,ALPERSON-GSU33DFIG,2022,senate,33,D,GSU33DFIG,0,1,False,False,Vivian Davis Figures,resolved,first_initial_surname_same_chamber_district,LEGISCAN-3490,Vivian Figures,2010.0,2026.0,17,True,scored_pre_election_legislative_behavior,LEGISCAN-3490,LEGISCAN-3490,260.0,311.0,15,7,LEGISCAN-3490,LEGISCAN-3490,2470,2470,260,260,14,14,True,True,score_and_issue_evidence_available
AL-2022-senate-33-R-GSU33RRIE,ALPERSON-GSU33RRIE,2022,senate,33,R,GSU33RRIE,0,0,False,False,Pete Riehm,unmatched,unmatched,,,,,0,False,no_verified_legislative_identity,,,,,0,0,,,0,0,0,0,0,0,False,False,no_verified_pre_election_legislative_identity
AL-2022-senate-34-R-GSU34RWIL,ALPERSON-GSU34RWIL,2022,senate,34,R,GSU34RWIL,0,1,False,False,GSU34RWIL,unmatched,unmatched,,,,,0,False,no_verified_legislative_identity,,,,,0,0,,,0,0,0,0,0,0,False,False,no_verified_pre_election_legislative_identity
AL-2022-senate-35-R-GSU35RSES,ALPERSON-GSU35RSES,2022,senate,35,R,GSU35RSES,0,1,False,False,GSU35RSES,unmatched,unmatched,,,,,0,False,no_verified_legislative_identity,,,,,0,0,,,0,0,0,0,0,0,False,False,no_verified_pre_election_legislative_identity
AL-1994-house-14-D-GUIN,ALPERSON-GUIN,1994,house,14,D,Guin,0,1,False,False,Guin,unmatched,unmatched,,,,,0,False,archive_unavailable_1994,,,,,0,0,,,0,0,0,0,0,0,False,False,archive_unavailable_1994
AL-1998-house-14-D-GUIN,ALPERSON-GUIN,1998,house,14,D,Guin,0,1,True,True,James Kenneth Ken Guin Jr.,unmatched,unmatched,,,,,0,False,no_verified_legislative_identity,,,,,0,0,,,0,0,0,0,0,0,False,False,expected_officeholder_identity_unresolved
AL-2002-house-14-D-GUIN-KEN,ALPERSON-GUIN-KEN,2002,house,14,D,"Guin, Ken",0,1,False,False,"James Kenneth """"Ken"""" Guin Jr.",unmatched,unmatched,,,,,0,False,no_verified_legislative_identity,,,,,0,0,,,0,0,0,0,0,0,False,False,no_verified_pre_election_legislative_identity
AL-1994-house-48-D-GULAS,ALPERSON-GULAS,1994,house,48,D,Gulas,0,0,False,False,Ike Gulas,unmatched,unmatched,,,,,0,False,archive_unavailable_1994,,,,,0,0,,,0,0,0,0,0,0,False,False,archive_unavailable_1994
AL-2006-house-88-R-H-MAC-GIPSON,ALPERSON-H-MAC-GIPSON,2006,house,88,R,H. MAC GIPSON,0,1,False,False,H. MAC GIPSON,resolved,first_initial_surname_same_chamber_district,LEGISCAN-3409,H Gipson,2010.0,2010.0,1,False,verified_identity_no_scored_pre_election_service,,LEGISCAN-3409,,,0,0,LEGISCAN-3409,,0,0,0,0,0,0,True,True,identity_resolved_no_window_votes
AL-1994-senate-4-R-HALE,ALPERSON-HALE,1994,senate,4,R,Hale,0,1,False,False,Don Hale,unmatched,unmatched,,,,,0,False,archive_unavailable_1994,,,,,0,0,,,0,0,0,0,0,0,False,False,archive_unavailable_1994
AL-1998-senate-4-R-HALE,ALPERSON-HALE,1998,senate,4,R,Hale,0,0,True,True,Hale,unmatched,unmatched,,,,,0,False,no_verified_legislative_identity,,,,,0,0,,,0,0,0,0,0,0,False,False,expected_officeholder_identity_unresolved
AL-1994-house-19-D-HALL,ALPERSON-HALL,1994,house,19,D,Hall,0,1,False,False,Laura Vandiver Hall,resolved,first_initial_surname_same_chamber_district,LEGISCAN-3357,Laura Hall,2010.0,2026.0,17,False,archive_unavailable_1994,,LEGISCAN-3357,,,0,0,LEGISCAN-3357,,0,0,0,0,0,0,True,True,archive_unavailable_1994
AL-1994-house-22-D-HALL,ALPERSON-HALL,1994,house,22,D,Hall,0,1,False,False,Hall,unmatched,unmatched,,,,,0,False,archive_unavailable_1994,,,,,0,0,,,0,0,0,0,0,0,False,False,archive_unavailable_1994
AL-1998-house-22-D-HALL,ALPERSON-HALL,1998,house,22,D,Hall,0,1,True,True,Albert Hall,unmatched,unmatched,,,,,0,True,scored_pre_election_legislative_behavior,AL1996L064,,288.0,471.0,9,8,AL1996L064,AL1996L064,870,870,288,288,9,9,False,True,score_and_issue_evidence_available
AL-2002-house-22-D-HALL-ALBERT,ALPERSON-HALL-ALBERT,2002,house,22,D,"Hall, Albert",0,1,False,False,"Hall, Albert",unmatched,unmatched,,,,,0,True,scored_pre_election_legislative_behavior,AL1996L064,,932.0,1477.0,28,8,AL1996L064,AL1996L064,3378,3378,932,932,26,26,False,True,score_and_issue_evidence_available
AL-2002-house-19-D-HALL-LAURA,ALPERSON-HALL-LAURA,2002,house,19,D,"Hall, Laura",0,1,False,False,"Hall, Laura",unmatched,unmatched,,,,,0,True,scored_pre_election_legislative_behavior,AL1996L023,,903.0,1477.0,34,12,AL1996L023,AL1996L023,3201,3201,903,903,31,31,False,True,score_and_issue_evidence_available
AL-1994-house-2-D-HAMILTON,ALPERSON-HAMILTON,1994,house,2,D,Hamilton,0,1,False,False,Hamilton,unmatched,unmatched,,,,,0,False,archive_unavailable_1994,,,,,0,0,,,0,0,0,0,0,0,False,False,archive_unavailable_1994
AL-1998-house-2-D-HAMILTON,ALPERSON-HAMILTON,1998,house,2,D,Hamilton,0,1,True,True,James H. Hamilton,unmatched,unmatched,,,,,0,True,scored_pre_election_legislative_behavior,AL1996L058,,308.0,471.0,10,8,AL1996L058,AL1996L058,1184,1184,308,308,10,10,False,True,score_and_issue_evidence_available
AL-2002-house-92-D-HAMMETT-SETH,ALPERSON-HAMMETT-SETH,2002,house,92,D,"Hammett, Seth",0,1,False,False,"Hammett, Seth",unmatched,unmatched,,,,,0,False,no_verified_legislative_identity,,,,,0,0,,,0,0,0,0,0,0,False,False,no_verified_pre_election_legislative_identity
AL-2002-house-4-R-HAMMON-MICKY,ALPERSON-HAMMON-MICKY,2002,house,4,R,"Hammon, Micky",0,1,False,False,"Hammon, Micky",unmatched,unmatched,,,,,0,False,no_verified_legislative_identity,,,,,0,0,,,0,0,0,0,0,0,False,False,no_verified_pre_election_legislative_identity
AL-2002-senate-8-R-HAMMONDS-DAVID,ALPERSON-HAMMONDS-DAVID,2002,senate,8,R,"Hammonds, David",0,0,False,False,"Hammonds, David",unmatched,unmatched,,,,,0,False,no_verified_legislative_identity,,,,,0,0,,,0,0,0,0,0,0,False,False,no_verified_pre_election_legislative_identity
AL-1994-house-10-D-HANEY,ALPERSON-HANEY,1994,house,10,D,Haney,0,1,False,False,Haney,unmatched,unmatched,,,,,0,False,archive_unavailable_1994,,,,,0,0,,,0,0,0,0,0,0,False,False,archive_unavailable_1994
AL-1998-house-10-R-HANEY,ALPERSON-HANEY,1998,house,10,R,Haney,0,1,True,True,James Haney,unmatched,unmatched,,,,,0,True,scored_pre_election_legislative_behavior,AL1996L031,,325.0,471.0,9,8,AL1996L031,AL1996L031,1030,1030,325,325,9,9,False,True,score_and_issue_evidence_available
AL-2006-senate-14-R-HANK-ERWIN,ALPERSON-HANK-ERWIN,2006,senate,14,R,HANK ERWIN,0,1,False,False,HANK ERWIN,resolved,first_initial_surname_same_chamber_district,LEGISCAN-3478,Henry Erwin,2010.0,2010.0,1,False,verified_identity_no_scored_pre_election_service,,LEGISCAN-3478,,,0,0,LEGISCAN-3478,,0,0,0,0,0,0,True,True,identity_resolved_no_window_votes
AL-2006-senate-23-D-HANK-SANDERS,ALPERSON-HANK-SANDERS,2006,senate,23,D,HANK SANDERS,0,1,False,False,HANK SANDERS,resolved,exact_name_same_chamber_district,LEGISCAN-3470,Hank Sanders,2010.0,2018.0,9,False,verified_identity_no_scored_pre_election_service,,LEGISCAN-3470,,,0,0,LEGISCAN-3470,,0,0,0,0,0,0,True,True,identity_resolved_no_window_votes
AL-2010-senate-23-D-HANK-SANDERS,ALPERSON-HANK-SANDERS,2010,senate,23,D,HANK SANDERS,1,1,True,True,HANK SANDERS,resolved,exact_name_same_chamber_district,LEGISCAN-3470,Hank Sanders,2010.0,2018.0,9,True,scored_pre_election_legislative_behavior,LEGISCAN-3470,LEGISCAN-3470,29.0,548.0,1,1,LEGISCAN-3470,LEGISCAN-3470,272,272,29,29,1,1,True,True,score_and_issue_evidence_available
AL-2014-senate-23-D-HANK-SANDERS,ALPERSON-HANK-SANDERS,2014,senate,23,D,Hank Sanders,1,1,True,True,Hank Sanders,resolved,exact_name_same_chamber_district,LEGISCAN-3470,Hank Sanders,2010.0,2018.0,9,True,scored_pre_election_legislative_behavior,LEGISCAN-3470,LEGISCAN-3470,760.0,1050.0,31,14,LEGISCAN-3470,LEGISCAN-3470,2285,2285,760,760,27,27,True,True,score_and_issue_evidence_available
AL-2002-house-4-D-HANSBERRY-CATHY,ALPERSON-HANSBERRY-CATHY,2002,house,4,D,"Hansberry, Cathy",0,0,False,False,Cathy Hansberry,unmatched,unmatched,,,,,0,False,no_verified_legislative_identity,,,,,0,0,,,0,0,0,0,0,0,False,False,no_verified_pre_election_legislative_identity
AL-2002-senate-1-R-HANSON-QUINTON,ALPERSON-HANSON-QUINTON,2002,senate,1,R,"Hanson, Quinton",0,0,False,False,"Hanson, Quinton",unmatched,unmatched,,,,,0,False,no_verified_legislative_identity,,,,,0,0,,,0,0,0,0,0,0,False,False,no_verified_pre_election_legislative_identity
AL-1998-senate-6-R-HARDY,ALPERSON-HARDY,1998,senate,6,R,Hardy,0,0,False,False,Hardy,unmatched,unmatched,,,,,0,False,no_verified_legislative_identity,,,,,0,0,,,0,0,0,0,0,0,False,False,no_verified_pre_election_legislative_identity
AL-1998-senate-1-R-HARGETT,ALPERSON-HARGETT,1998,senate,1,R,Hargett,0,0,False,False,Hargett,unmatched,unmatched,,,,,0,False,no_verified_legislative_identity,,,,,0,0,,,0,0,0,0,0,0,False,False,no_verified_pre_election_legislative_identity
AL-2006-senate-4-R-HAROLD-SACHS,ALPERSON-HAROLD-SACHS,2006,senate,4,R,HAROLD SACHS,0,0,False,False,HAROLD SACHS,unmatched,unmatched,,,,,0,False,no_verified_legislative_identity,,,,,0,0,,,0,0,0,0,0,0,False,False,no_verified_pre_election_legislative_identity
AL-1994-house-17-R-HARPER,ALPERSON-HARPER,1994,house,17,R,Harper,0,0,False,False,Ray Harper,unmatched,unmatched,,,,,0,False,archive_unavailable_1994,,,,,0,0,,,0,0,0,0,0,0,False,False,archive_unavailable_1994
AL-1994-house-105-D-HARPER,ALPERSON-HARPER,1994,house,105,D,Harper,0,0,False,False,Taylor Harper,unmatched,unmatched,,,,,0,False,archive_unavailable_1994,,,,,0,0,,,0,0,0,0,0,0,False,False,archive_unavailable_1994
AL-2006-senate-29-R-HARRI-ANNE-SMITH,ALPERSON-HARRI-ANNE-SMITH,2006,senate,29,R,HARRI ANNE SMITH,0,1,False,False,HARRI ANNE SMITH,resolved,first_initial_surname_same_chamber_district_party_transition,LEGISCAN-3493,Harri Smith,2010.0,2018.0,9,True,scored_pre_election_legislative_behavior,AL1999U009,LEGISCAN-3493,537.0,652.0,38,8,AL1999U009,AL1999U009,4297,4297,537,537,38,38,True,True,score_and_issue_evidence_available
AL-2006-house-64-R-HARRY-SHIVER,ALPERSON-HARRY-SHIVER,2006,house,64,R,HARRY SHIVER,0,1,False,False,HARRY SHIVER,resolved,exact_name_same_chamber_district,LEGISCAN-3423,Harry Shiver,2010.0,2022.0,13,False,verified_identity_no_scored_pre_election_service,,LEGISCAN-3423,,,0,0,LEGISCAN-3423,,0,0,0,0,0,0,True,True,identity_resolved_no_window_votes
AL-2010-house-64-R-HARRY-SHIVER,ALPERSON-HARRY-SHIVER,2010,house,64,R,HARRY SHIVER,1,1,True,True,HARRY SHIVER,resolved,exact_name_same_chamber_district,LEGISCAN-3423,Harry Shiver,2010.0,2022.0,13,True,scored_pre_election_legislative_behavior,LEGISCAN-3423,LEGISCAN-3423,49.0,643.0,3,3,LEGISCAN-3423,LEGISCAN-3423,356,356,49,49,3,3,True,True,score_and_issue_evidence_available
AL-2014-house-64-R-HARRY-SHIVER,ALPERSON-HARRY-SHIVER,2014,house,64,R,Harry Shiver,1,1,True,True,Harry Shiver,resolved,exact_name_same_chamber_district,LEGISCAN-3423,Harry Shiver,2010.0,2022.0,13,True,scored_pre_election_legislative_behavior,LEGISCAN-3423,LEGISCAN-3423,785.0,871.0,36,12,LEGISCAN-3423,LEGISCAN-3423,3394,3394,785,785,33,33,True,True,score_and_issue_evidence_available
AL-2018-house-64-R-HARRY-SHIVER,ALPERSON-HARRY-SHIVER,2018,house,64,R,Harry Shiver,1,1,True,True,Harry Shiver,resolved,exact_name_same_chamber_district,LEGISCAN-3423,Harry Shiver,2010.0,2022.0,13,True,scored_pre_election_legislative_behavior,LEGISCAN-3423,LEGISCAN-3423,764.0,876.0,34,14,LEGISCAN-3423,LEGISCAN-3423,2730,2730,764,764,34,34,True,True,score_and_issue_evidence_available
AL-1998-house-12-R-HASTIMGS,ALPERSON-HASTIMGS,1998,house,12,R,Hastimgs,0,0,False,False,Hastimgs,unmatched,unmatched,,,,,0,False,no_verified_legislative_identity,,,,,0,0,,,0,0,0,0,0,0,False,False,no_verified_pre_election_legislative_identity
AL-1994-house-33-R-HATTAWAY,ALPERSON-HATTAWAY,1994,house,33,R,Hattaway,0,0,False,False,Hattaway,unmatched,unmatched,,,,,0,False,archive_unavailable_1994,,,,,0,0,,,0,0,0,0,0,0,False,False,archive_unavailable_1994
AL-1994-house-25-D-HAWK,ALPERSON-HAWK,1994,house,25,D,Hawk,0,1,False,False,Hawk,unmatched,unmatched,,,,,0,False,archive_unavailable_1994,,,,,0,0,,,0,0,0,0,0,0,False,False,archive_unavailable_1994
AL-1998-house-25-D-HAWK,ALPERSON-HAWK,1998,house,25,D,Hawk,0,1,True,True,Howard Hawk,unmatched,unmatched,,,,,0,True,scored_pre_election_legislative_behavior,AL1996L013,,243.0,471.0,8,6,AL1996L013,AL1996L013,946,946,243,243,8,8,False,True,score_and_issue_evidence_available
AL-1994-house-48-R-HAWKINS,ALPERSON-HAWKINS,1994,house,48,R,Hawkins,0,1,False,False,John H. Hawkins Jr.,unmatched,unmatched,,,,,0,False,archive_unavailable_1994,,,,,0,0,,,0,0,0,0,0,0,False,False,archive_unavailable_1994
AL-2002-house-47-R-HAWKINS-JOHN-H,ALPERSON-HAWKINS-JOHN-H,2002,house,47,R,"Hawkins, John H.",0,1,False,False,"Hawkins, John H.",unmatched,unmatched,,,,,0,False,no_verified_legislative_identity,,,,,0,0,,,0,0,0,0,0,0,False,False,no_verified_pre_election_legislative_identity
AL-1994-house-72-D-HAYDEN,ALPERSON-HAYDEN,1994,house,72,D,Hayden,0,1,False,False,Hayden,unmatched,unmatched,,,,,0,False,archive_unavailable_1994,,,,,0,0,,,0,0,0,0,0,0,False,False,archive_unavailable_1994
AL-1998-house-72-D-HAYDEN,ALPERSON-HAYDEN,1998,house,72,D,Hayden,0,1,True,True,Hayden,unmatched,unmatched,,,,,0,True,scored_pre_election_legislative_behavior,AL1996L037,,369.0,471.0,12,8,AL1996L037,AL1996L037,1305,1305,369,369,12,12,False,True,score_and_issue_evidence_available
AL-2014-senate-27-D-HAYLEE-MOSS,ALPERSON-HAYLEE-MOSS,2014,senate,27,D,Haylee Moss,0,0,False,False,Haylee Moss,unmatched,unmatched,,,,,0,False,no_verified_legislative_identity,,,,,0,0,,,0,0,0,0,0,0,False,False,no_verified_pre_election_legislative_identity
AL-2014-house-39-R-HEATH-JONES,ALPERSON-HEATH-JONES,2014,house,39,R,Heath Jones,0,0,False,False,Heath Jones,unmatched,unmatched,,,,,0,False,no_verified_legislative_identity,,,,,0,0,,,0,0,0,0,0,0,False,False,no_verified_pre_election_legislative_identity
AL-1994-senate-35-R-HEBERT,ALPERSON-HEBERT,1994,senate,35,R,Hebert,0,0,False,False,Hebert,unmatched,unmatched,,,,,0,False,archive_unavailable_1994,,,,,0,0,,,0,0,0,0,0,0,False,False,archive_unavailable_1994
AL-2002-house-24-D-HENDRIX-J-LUTHER,ALPERSON-HENDRIX-J-LUTHER,2002,house,24,D,"Hendrix, J. Luther",0,0,False,False,"Hendrix, J. Luther",unmatched,unmatched,,,,,0,False,no_verified_legislative_identity,,,,,0,0,,,0,0,0,0,0,0,False,False,no_verified_pre_election_legislative_identity
AL-2010-house-5-D-HENRY-A-WHITE,ALPERSON-HENRY-A-WHITE,2010,house,5,D,HENRY A. WHITE,1,0,False,True,Henry A. White,resolved,first_initial_surname_same_chamber_district,LEGISCAN-3395,Henry White,2010.0,2010.0,1,True,scored_pre_election_legislative_behavior,LEGISCAN-3395,LEGISCAN-3395,48.0,643.0,2,2,LEGISCAN-3395,LEGISCAN-3395,377,377,48,48,2,2,True,True,score_and_issue_evidence_available
AL-2014-house-5-D-HENRY-A-WHITE,ALPERSON-HENRY-A-WHITE,2014,house,5,D,Henry A. White,0,0,False,False,Henry A. White,resolved,first_initial_surname_same_chamber_district,LEGISCAN-3395,Henry White,2010.0,2010.0,1,False,verified_identity_no_scored_pre_election_service,,LEGISCAN-3395,,,0,0,LEGISCAN-3395,,0,0,0,0,0,0,True,True,identity_resolved_no_window_votes
AL-1994-house-41-D-HILL,ALPERSON-HILL,1994,house,41,D,Hill,0,1,False,False,Hill,unmatched,unmatched,,,,,0,False,archive_unavailable_1994,,,,,0,0,,,0,0,0,0,0,0,False,False,archive_unavailable_1994
AL-1998-senate-11-R-HILL,ALPERSON-HILL,1998,senate,11,R,Hill,0,0,True,True,Odell Hill Jr.,unmatched,unmatched,,,,,0,False,no_verified_legislative_identity,,,,,0,0,,,0,0,0,0,0,0,False,False,expected_officeholder_identity_unresolved
AL-2002-house-41-R-HILL-MIKE,ALPERSON-HILL-MIKE,2002,house,41,R,"Hill, Mike",0,1,False,False,"Hill, Mike",unmatched,unmatched,,,,,0,True,scored_pre_election_legislative_behavior,AL1996L008,,1256.0,1477.0,48,12,AL1996L008,AL1996L008,5861,5861,1256,1256,45,45,False,True,score_and_issue_evidence_available
AL-2002-house-70-R-HILL-STEPHEN,ALPERSON-HILL-STEPHEN,2002,house,70,R,"Hill, Stephen",0,0,False,False,"Hill, Stephen",unmatched,unmatched,,,,,0,False,no_verified_legislative_identity,,,,,0,0,,,0,0,0,0,0,0,False,False,no_verified_pre_election_legislative_identity
AL-1994-house-60-D-HILLARD,ALPERSON-HILLARD,1994,house,60,D,Hillard,0,1,False,False,John Hilliard,unmatched,unmatched,,,,,0,False,archive_unavailable_1994,,,,,0,0,,,0,0,0,0,0,0,False,False,archive_unavailable_1994
AL-1998-house-60-D-HILLIARD,ALPERSON-HILLIARD,1998,house,60,D,Hilliard,0,1,False,False,Hilliard,unmatched,unmatched,,,,,0,True,scored_pre_election_legislative_behavior,AL1996L032,,304.0,471.0,8,7,AL1996L032,AL1996L032,1015,1015,304,304,8,8,False,True,score_and_issue_evidence_available
AL-2002-house-21-D-HINSHAW-RANDY,ALPERSON-HINSHAW-RANDY,2002,house,21,D,"Hinshaw, Randy",0,1,False,False,Randy Hinshaw,resolved,exact_name_same_chamber_district,LEGISCAN-3364,Randy Hinshaw,2010.0,2010.0,1,False,verified_identity_no_scored_pre_election_service,,LEGISCAN-3364,,,0,0,LEGISCAN-3364,,0,0,0,0,0,0,True,True,identity_resolved_no_window_votes
AL-2006-senate-9-D-HINTON-HITCHEM,ALPERSON-HINTON-HITCHEM,2006,senate,9,D,HINTON HITCHEM,0,1,False,False,Hinton Mitchem,resolved,exact_name_same_chamber_district,LEGISCAN-3474,Hinton Mitchem,2010.0,2010.0,1,True,scored_pre_election_legislative_behavior,AL1996U018,LEGISCAN-3474,497.0,652.0,43,8,AL1996U018,AL1996U018,4126,4126,497,497,43,43,True,True,score_and_issue_evidence_available
AL-1994-house-30-R-HODGES,ALPERSON-HODGES,1994,house,30,R,Hodges,0,0,False,False,Phillip Hodges,unmatched,unmatched,,,,,0,False,archive_unavailable_1994,,,,,0,0,,,0,0,0,0,0,0,False,False,archive_unavailable_1994
AL-1994-house-13-D-HOGAN,ALPERSON-HOGAN,1994,house,13,D,Hogan,0,1,False,False,Hogan,unmatched,unmatched,,,,,0,False,archive_unavailable_1994,,,,,0,0,,,0,0,0,0,0,0,False,False,archive_unavailable_1994
AL-1998-house-13-D-HOGAN,ALPERSON-HOGAN,1998,house,13,D,Hogan,0,1,True,True,Hogan,unmatched,unmatched,,,,,0,True,scored_pre_election_legislative_behavior,AL1996L024,,367.0,471.0,10,8,AL1996L024,AL1996L024,1319,1319,367,367,10,10,False,True,score_and_issue_evidence_available
AL-1994-house-26-R-HOLCOMB,ALPERSON-HOLCOMB,1994,house,26,R,Holcomb,0,0,False,False,Annette E. Holcomb,unmatched,unmatched,,,,,0,False,archive_unavailable_1994,,,,,0,0,,,0,0,0,0,0,0,False,False,archive_unavailable_1994
AL-1994-house-49-D-HOLLADAY,ALPERSON-HOLLADAY,1994,house,49,D,Holladay,0,0,False,False,Holladay,unmatched,unmatched,,,,,0,False,archive_unavailable_1994,,,,,0,0,,,0,0,0,0,0,0,False,False,archive_unavailable_1994
AL-1998-house-30-R-HOLLAND,ALPERSON-HOLLAND,1998,house,30,R,Holland,0,0,False,False,Holland,unmatched,unmatched,,,,,0,False,no_verified_legislative_identity,,,,,0,0,,,0,0,0,0,0,0,False,False,no_verified_pre_election_legislative_identity
AL-1998-senate-30-R-HOLLAND,ALPERSON-HOLLAND,1998,senate,30,R,Holland,0,0,False,False,Patrick F. Owens,unmatched,unmatched,,,,,0,False,no_verified_legislative_identity,,,,,0,0,,,0,0,0,0,0,0,False,False,no_verified_pre_election_legislative_identity
AL-1994-house-75-D-HOLLEY,ALPERSON-HOLLEY,1994,house,75,D,Holley,0,0,False,False,Holley,unmatched,unmatched,,,,,0,False,archive_unavailable_1994,,,,,0,0,,,0,0,0,0,0,0,False,False,archive_unavailable_1994
AL-1998-senate-31-D-HOLLEY,ALPERSON-HOLLEY,1998,senate,31,D,Holley,0,0,False,False,Jimmy Holley,resolved,exact_name_same_chamber_district_party_transition,LEGISCAN-3491,Jimmy Holley,2010.0,2022.0,13,False,verified_identity_no_scored_pre_election_service,,LEGISCAN-3491,,,0,0,LEGISCAN-3491,,0,0,0,0,0,0,True,True,identity_resolved_no_window_votes
AL-2002-senate-31-D-HOLLEY-JIMMY-W,ALPERSON-HOLLEY-JIMMY-W,2002,senate,31,D,"Holley, Jimmy W.",0,1,False,False,"Holley, Jimmy W.",unmatched,unmatched,,,,,0,False,no_verified_legislative_identity,,,,,0,0,,,0,0,0,0,0,0,False,False,no_verified_pre_election_legislative_identity
AL-1998-house-22-R-HOLLINGSWORTH,ALPERSON-HOLLINGSWORTH,1998,house,22,R,Hollingsworth,0,0,False,False,Randy Hollingsworth,unmatched,unmatched,,,,,0,False,no_verified_legislative_identity,,,,,0,0,,,0,0,0,0,0,0,False,False,no_verified_pre_election_legislative_identity
AL-1994-house-78-D-HOLMES,ALPERSON-HOLMES,1994,house,78,D,Holmes,0,1,False,False,Holmes,unmatched,unmatched,,,,,0,False,archive_unavailable_1994,,,,,0,0,,,0,0,0,0,0,0,False,False,archive_unavailable_1994
AL-2002-house-78-D-HOLMES-ALVIN,ALPERSON-HOLMES-ALVIN,2002,house,78,D,"Holmes, Alvin",0,1,False,False,"Holmes, Alvin",unmatched,unmatched,,,,,0,True,scored_pre_election_legislative_behavior,AL1996L016,,871.0,1477.0,33,11,AL1996L016,AL1996L016,3112,3112,871,871,32,32,False,True,score_and_issue_evidence_available
AL-1994-house-73-R-HOOPER,ALPERSON-HOOPER,1994,house,73,R,Hooper,0,1,False,False,Perry O. Hooper Jr.,unmatched,unmatched,,,,,0,False,archive_unavailable_1994,,,,,0,0,,,0,0,0,0,0,0,False,False,archive_unavailable_1994
AL-2014-senate-8-D-HORACE-CLEMMONS,ALPERSON-HORACE-CLEMMONS,2014,senate,8,D,Horace Clemmons,0,0,False,False,Horace Clemmons,unmatched,unmatched,,,,,0,False,no_verified_legislative_identity,,,,,0,0,,,0,0,0,0,0,0,False,False,no_verified_pre_election_legislative_identity
AL-1994-senate-18-R-HORN,ALPERSON-HORN,1994,senate,18,R,Horn,0,0,False,False,Fred Horn,unmatched,unmatched,,,,,0,False,archive_unavailable_1994,,,,,0,0,,,0,0,0,0,0,0,False,False,archive_unavailable_1994
AL-1998-house-84-R-HORNE,ALPERSON-HORNE,1998,house,84,R,Horne,0,0,False,False,Horne,unmatched,unmatched,,,,,0,False,no_verified_legislative_identity,,,,,0,0,,,0,0,0,0,0,0,False,False,no_verified_pre_election_legislative_identity
AL-1994-house-57-D-HOUSTON,ALPERSON-HOUSTON,1994,house,57,D,Houston,0,1,False,False,Houston,unmatched,unmatched,,,,,0,False,archive_unavailable_1994,,,,,0,0,,,0,0,0,0,0,0,False,False,archive_unavailable_1994
AL-2006-house-20-R-HOWARD-SANDERFORD,ALPERSON-HOWARD-SANDERFORD,2006,house,20,R,HOWARD SANDERFORD,0,1,False,False,HOWARD SANDERFORD,resolved,exact_name_same_chamber_district,LEGISCAN-3435,Howard Sanderford,2010.0,2022.0,13,True,scored_pre_election_legislative_behavior,AL1996L081,LEGISCAN-3435,829.0,1082.0,47,7,AL1996L081,AL1996L081,3689,3689,829,829,47,47,True,True,score_and_issue_evidence_available
AL-2010-house-20-R-HOWARD-SANDERFORD,ALPERSON-HOWARD-SANDERFORD,2010,house,20,R,HOWARD SANDERFORD,1,1,True,True,HOWARD SANDERFORD,resolved,exact_name_same_chamber_district,LEGISCAN-3435,Howard Sanderford,2010.0,2022.0,13,True,scored_pre_election_legislative_behavior,LEGISCAN-3435,LEGISCAN-3435,43.0,643.0,2,2,LEGISCAN-3435,LEGISCAN-3435,318,318,43,43,2,2,True,True,score_and_issue_evidence_available
AL-2014-house-20-R-HOWARD-SANDERFORD,ALPERSON-HOWARD-SANDERFORD,2014,house,20,R,Howard Sanderford,1,1,True,True,Howard Sanderford,resolved,exact_name_same_chamber_district,LEGISCAN-3435,Howard Sanderford,2010.0,2022.0,13,True,scored_pre_election_legislative_behavior,LEGISCAN-3435,LEGISCAN-3435,798.0,871.0,46,12,LEGISCAN-3435,LEGISCAN-3435,3031,3031,798,798,43,43,True,True,score_and_issue_evidence_available
