canonical_candidate_id,person_id,election_cycle,environment_resources,immigration_inclusion,institutional_reform,labor_capital,market_government_direction,material_support,order_justice,social_liberty_equality,families_observed,policies_observed,evidence_rows
AL-2010-house-48-R-GREG-CANFIELD,ALPERSON-GREG-CANFIELD,2010.0,0.0,0.0,,1.0,-0.6666666666666666,-0.625,0.25,-0.38461538461538464,7,35,37
AL-2010-house-62-R-JOHN-MERRILL,ALPERSON-JOHN-MERRILL,2010.0,0.4,-1.0,,1.0,0.0,-0.5,0.75,-0.38461538461538464,7,35,37
AL-2010-house-73-D-JOSEPH-LISTER-JOE-HUBBARD,ALPERSON-JOSEPH-LISTER-JOE-HUBBARD,2010.0,0.5,-1.0,,1.0,-0.3333333333333333,-0.5,0.6666666666666666,0.09090909090909091,7,25,27
AL-2010-house-9-R-ED-HENRY,ALPERSON-ED-HENRY,2010.0,0.0,-1.0,,-1.0,-0.3333333333333333,-0.625,0.6666666666666666,-0.4166666666666667,7,33,35
AL-2010-house-91-D-TERRY-SPICER,ALPERSON-TERRY-SPICER,2010.0,0.6,-1.0,,1.0,0.6666666666666666,-0.25,1.0,-0.38461538461538464,7,35,37
AL-2010-house-98-R-SHARON-L-POWE,ALPERSON-SHARON-L-POWE,2010.0,0.0,,,,,-0.25,0.5,-0.2,4,9,9
AL-2010-senate-10-D-LARRY-MEANS,ALPERSON-LARRY-MEANS,2010.0,0.0,-1.0,,1.0,0.6666666666666666,-0.625,0.875,0.0,7,30,32
AL-2010-senate-14-R-CAM-WARD,ALPERSON-CAM-WARD,2010.0,0.0,-1.0,,1.0,0.3333333333333333,-0.75,0.875,-0.5384615384615384,7,35,37
AL-2010-senate-2-R-BILL-HOLTZCLAW,ALPERSON-BILL-HOLTZCLAW,2010.0,0.0,-1.0,,,0.0,-0.625,0.75,-0.5384615384615384,6,34,36
AL-2010-senate-22-R-DANNY-B-JOYNER,ALPERSON-DANNY-B-JOYNER,2010.0,0.4,-1.0,,-1.0,-0.3333333333333333,-0.75,0.375,-0.6923076923076923,7,35,37
AL-2010-senate-28-R-KIM-WEST,ALPERSON-KIM-WEST,2010.0,0.0,-1.0,,1.0,-1.0,-0.625,0.75,-0.3333333333333333,7,34,36
AL-2010-senate-34-R-RUSTY-GLOVER,ALPERSON-RUSTY-GLOVER,2010.0,0.0,-1.0,,,0.6,-0.75,0.875,-0.8461538461538461,6,33,35
AL-2010-senate-5-D-BRETT-WADSWORTH,ALPERSON-BRETT-WADSWORTH,2010.0,0.4,-1.0,,1.0,0.6666666666666666,0.0,0.875,-0.38461538461538464,7,35,37
AL-2010-senate-6-R-JIM-BONNER,ALPERSON-JIM-BONNER,2010.0,0.0,-1.0,,1.0,-0.3333333333333333,-0.5,0.75,-0.38461538461538464,7,35,37
AL-2010-senate-7-R-PAUL-L-SANFORD,ALPERSON-PAUL-L-SANFORD,2010.0,-0.4,-1.0,,1.0,-1.0,-0.625,0.75,-0.5384615384615384,7,35,37
AL-2014-house-74-D-ZACK-BUCKNER,ALPERSON-ZACK-BUCKNER,2014.0,0.25,-1.0,0.3333333333333333,0.3333333333333333,-0.2,0.3333333333333333,1.0,0.0,8,33,36
AL-2014-house-83-R-GARY-HEAD,ALPERSON-GARY-HEAD,2014.0,-0.5,-1.0,0.3333333333333333,0.3333333333333333,-0.2,-0.6666666666666666,1.0,-0.8,8,33,36
AL-2014-senate-32-R-TRIP-PITTMAN,ALPERSON-TRIP-PITTMAN,2014.0,-0.25,-1.0,0.3333333333333333,0.3333333333333333,-0.6,-0.8333333333333334,1.0,-0.6,8,33,36
AL-2014-senate-35-D-BEAU-DOOLITTLE,ALPERSON-BEAU-DOOLITTLE,2014.0,0.25,1.0,1.0,0.3333333333333333,1.0,0.5,1.0,,7,19,20
AL-2018-house-10-D-J-B-KING,ALPERSON-J-B-KING,2018.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,8,14,14
AL-2018-house-15-D-SUZANNA-COLEMAN,ALPERSON-SUZANNA-COLEMAN,2018.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,-0.3333333333333333,1.0,8,22,22
AL-2018-house-20-D-LINDA-MEIGS,ALPERSON-LINDA-MEIGS,2018.0,,,,1.0,,0.0,,,2,4,4
AL-2018-house-37-D-CHARLOTTE-A-CLARK-FRIESON,ALPERSON-CHARLOTTE-A-CLARK-FRIESON,2018.0,1.0,0.0,1.0,1.0,-0.3333333333333333,1.0,-1.0,1.0,8,22,22
AL-2018-house-38-D-BRIAN-MCGEE,ALPERSON-BRIAN-MCGEE,2018.0,1.0,0.0,1.0,1.0,-0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,8,22,22
AL-2018-house-41-D-EMILY-ANNE-MARCUM,ALPERSON-EMILY-ANNE-MARCUM,2018.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.3333333333333333,0.6666666666666666,8,22,22
AL-2018-house-45-D-JENN-GRAY,ALPERSON-JENN-GRAY,2018.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,8,21,21
AL-2018-house-46-D-FELICIA-STEWART,ALPERSON-FELICIA-STEWART,2018.0,1.0,,1.0,1.0,,1.0,-1.0,0.6,6,11,11
AL-2018-house-47-D-JIM-TOOMEY,ALPERSON-JIM-TOOMEY,2018.0,1.0,1.0,-1.0,1.0,0.3333333333333333,1.0,-0.3333333333333333,1.0,8,22,22
AL-2018-house-61-D-THOMAS-TOMMY-HYCHE,ALPERSON-THOMAS-TOMMY-HYCHE,2018.0,1.0,1.0,-1.0,1.0,0.3333333333333333,1.0,-0.3333333333333333,1.0,8,22,22
AL-2018-house-66-D-SUSAN-E-SMITH,ALPERSON-SUSAN-E-SMITH,2018.0,1.0,0.0,1.0,1.0,0.3333333333333333,1.0,-0.3333333333333333,0.3333333333333333,8,22,22
AL-2018-house-8-R-TERRI-COLLINS,ALPERSON-TERRI-COLLINS,2018.0,,-1.0,-1.0,1.0,-0.3333333333333333,1.0,1.0,-1.0,7,17,17
AL-2018-house-86-D-KRISTY-M-KIRKLAND,ALPERSON-KRISTY-M-KIRKLAND,2018.0,0.0,1.0,1.0,1.0,-0.3333333333333333,1.0,0.3333333333333333,-0.3333333333333333,8,18,18
AL-2018-house-88-D-CORY-CREEL,ALPERSON-CORY-CREEL,2018.0,1.0,-1.0,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,8,22,22
AL-2018-house-90-D-JOANNE-WHETSTONE,ALPERSON-JOANNE-WHETSTONE,2018.0,1.0,-1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,8,22,22
AL-2018-house-96-D-MAURICE-HORSEY,ALPERSON-MAURICE-HORSEY,2018.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,8,22,22
AL-2018-senate-14-D-JERRY-MCDONALD,ALPERSON-JERRY-MCDONALD,2018.0,1.0,1.0,1.0,1.0,-0.3333333333333333,1.0,-1.0,1.0,8,22,22
AL-2018-senate-2-D-AMY-WASYLUKA,ALPERSON-AMY-WASYLUKA,2018.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,8,10,10
AL-2018-senate-21-D-RICK-BURNHAM,ALPERSON-RICK-BURNHAM,2018.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,7,17,17
AL-2018-senate-27-D-NANCY-CARLTON-BENDINGER,ALPERSON-NANCY-CARLTON-BENDINGER,2018.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,8,22,22
