ontology_version,evidence_id,canonical_candidate_id,person_id,candidate_name,election_cycle,evidence_date,temporal_status,source_type,source_provider,source_record_id,source_url,item_id,policy_family,policy_key,primitive_axis,policy_pole,candidate_stance,position_value,response_mode,family,family_direction,family_contribution,constituency_tags_json,confidence,adjudication_authority,evidence_weight,source_text,raw_answer,source_canonical_candidate_id,temporal_model_eligible
3.0.0,2110888535D791EC102F,,,Scott Beason,1998.0,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,16074,https://j.futurefacts.votesmart.io/candidate/political-courage-test/16074/scott-beason,0214805A46CFA6ED,healthcare,health_not_government_responsibility,healthcare_access,restrict,support,1.0,binary,material_support,-1.0,-1.0,[],medium,legacy_deterministic_migrated,1.0,g) Guaranteeing medical care to all citizens is not a responsibility of state government.,X,,True
3.0.0,276C1B1F0651DB8FEDDD,,,Scott Beason,1998.0,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,16074,https://j.futurefacts.votesmart.io/candidate/political-courage-test/16074/scott-beason,270E485D1AD40BD7,social_civil_family,social_smoking_ban,civil_social_liberty,expand,support,1.0,binary,social_liberty_equality,1.0,1.0,[],medium,legacy_deterministic_migrated,1.0,e) Favor banning smoking in public places.,X,,True
3.0.0,CB7851802BB9D23CF153,,,Scott Beason,1998.0,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,16074,https://j.futurefacts.votesmart.io/candidate/political-courage-test/16074/scott-beason,5C6CBC9A2735F362,social_civil_family,social_sexual_orientation_protection,anti_discrimination,expand,oppose,-1.0,binary,social_liberty_equality,1.0,-1.0,[],medium,legacy_deterministic_migrated,1.0,j) Do you believe that the Alabama government should include sexual orientation in Alabama's anti-discrimination laws?,No,,True
3.0.0,DCA1A0B55D4E6ACAF8C5,,,Scott Beason,1998.0,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,16074,https://j.futurefacts.votesmart.io/candidate/political-courage-test/16074/scott-beason,119F858D088CD793,social_civil_family,social_same_sex_marriage,marriage_equality,expand,oppose,-1.0,binary,social_liberty_equality,1.0,-1.0,[],medium,legacy_deterministic_migrated,1.0,k) Do you believe that the Alabama government should recognize same-sex marriages?,No,,True
3.0.0,3495942ACE5F0C9B1408,,,Scott Beason,1998.0,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,16074,https://j.futurefacts.votesmart.io/candidate/political-courage-test/16074/scott-beason,D2BE51426161A986,fiscal_tax_budget,spending_k12_education,education_public_funding,expand,maintain,0.0,ordinal,,,,[],medium,legacy_deterministic_migrated,1.0,b) Education (K-12),Maintain Status,,True
3.0.0,460E16E9AD845E3DD944,,,Scott Beason,1998.0,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,16074,https://j.futurefacts.votesmart.io/candidate/political-courage-test/16074/scott-beason,3BCB4672EE489E06,fiscal_tax_budget,spending_higher_education,education_public_funding,expand,oppose,-0.5,ordinal,,,,[],medium,legacy_deterministic_migrated,1.0,c) Education (Higher),Slightly Decrease,,True
3.0.0,6253EE4580C285B4D688,,,Scott Beason,1998.0,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,16074,https://j.futurefacts.votesmart.io/candidate/political-courage-test/16074/scott-beason,AD7664FDEEE3CFC9,fiscal_tax_budget,spending_environment,environmental_protection,strengthen,maintain,0.0,ordinal,environment_resources,1.0,0.0,[],medium,legacy_deterministic_migrated,1.0,d) Environment,Maintain Status,,True
3.0.0,D00AD7A152959C40B31A,,,Scott Beason,1998.0,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,16074,https://j.futurefacts.votesmart.io/candidate/political-courage-test/16074/scott-beason,85D08A4865F7E5AF,fiscal_tax_budget,spending_healthcare,healthcare_access,expand,oppose,-0.5,ordinal,material_support,1.0,-0.5,[],medium,legacy_deterministic_migrated,1.0,e) Health care,Slightly Decrease,,True
3.0.0,281CD51DF9D80217E810,,,Scott Beason,1998.0,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,16074,https://j.futurefacts.votesmart.io/candidate/political-courage-test/16074/scott-beason,FA02EAE3B97992F2,fiscal_tax_budget,spending_law_enforcement,criminal_punishment,punitive,support,0.5,ordinal,order_justice,1.0,0.5,[],medium,legacy_deterministic_migrated,1.0,f) Law enforcement,Slightly Increase,,True
3.0.0,8BDACBC3780EB3BD1FFE,,,Scott Beason,1998.0,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,16074,https://j.futurefacts.votesmart.io/candidate/political-courage-test/16074/scott-beason,D3E086A5F0C5E7A6,fiscal_tax_budget,spending_welfare,welfare_generosity,expand,oppose,-1.0,ordinal,material_support,1.0,-1.0,[],medium,legacy_deterministic_migrated,1.0,h) Welfare,Greatly Decrease,,True
3.0.0,A74F39D5B009249F640D,,,Scott Beason,1998.0,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,16074,https://j.futurefacts.votesmart.io/candidate/political-courage-test/16074/scott-beason,6827EAB076011E62,fiscal_tax_budget,tax_alcohol,tax_burden,increase,maintain,0.0,ordinal,,,,[],medium,legacy_deterministic_migrated,1.0,a) Alcohol taxes,Maintain Status,,True
3.0.0,B595AB90411CAE295A9B,,,Scott Beason,1998.0,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,16074,https://j.futurefacts.votesmart.io/candidate/political-courage-test/16074/scott-beason,EA731EBECEECF2BC,fiscal_tax_budget,tax_capital_gains,tax_burden,increase,maintain,0.0,ordinal,,,,"[""high_income""]",medium,legacy_deterministic_migrated,1.0,b) Capital gains taxes,Maintain Status,,True
3.0.0,9D8276689C548E522C20,,,Scott Beason,1998.0,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,16074,https://j.futurefacts.votesmart.io/candidate/political-courage-test/16074/scott-beason,06E0E082FC6F2470,fiscal_tax_budget,tax_cigarette,tax_burden,increase,maintain,0.0,ordinal,,,,[],medium,legacy_deterministic_migrated,1.0,c) Cigarette taxes,Maintain Status,,True
3.0.0,C82011E75D3161D60CAF,,,Scott Beason,1998.0,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,16074,https://j.futurefacts.votesmart.io/candidate/political-courage-test/16074/scott-beason,211F4C7BF71F1B8E,fiscal_tax_budget,tax_corporate,tax_burden,increase,maintain,0.0,ordinal,,,,[],medium,legacy_deterministic_migrated,1.0,d) Corporate taxes,Maintain Status,,True
3.0.0,A980D665CFC4A2B31A42,,,Scott Beason,1998.0,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,16074,https://j.futurefacts.votesmart.io/candidate/political-courage-test/16074/scott-beason,B0243AF336540F42,fiscal_tax_budget,tax_gasoline,tax_burden,increase,maintain,0.0,ordinal,,,,[],medium,legacy_deterministic_migrated,1.0,e) Gas taxes,Maintain Status,,True
3.0.0,B0A50C4128EFB94ADCDF,,,Scott Beason,1998.0,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,16074,https://j.futurefacts.votesmart.io/candidate/political-courage-test/16074/scott-beason,2948C5C03879FBB3,fiscal_tax_budget,tax_income_lower,tax_burden,increase,maintain,0.0,ordinal,,,,"[""low_income""]",medium,legacy_deterministic_migrated,1.0,"f) Income taxes (incomes below $75,000)",Maintain Status,,True
3.0.0,6E52E9E0E9DCEF1F9B71,,,Scott Beason,1998.0,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,16074,https://j.futurefacts.votesmart.io/candidate/political-courage-test/16074/scott-beason,E6AC09396E1C91AE,fiscal_tax_budget,tax_income_upper,tax_burden,increase,maintain,0.0,ordinal,,,,"[""high_income""]",medium,legacy_deterministic_migrated,1.0,"g) Income taxes (incomes above $75,000)",Maintain Status,,True
3.0.0,38097EC8DA9E5E9825F0,,,Scott Beason,1998.0,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,16074,https://j.futurefacts.votesmart.io/candidate/political-courage-test/16074/scott-beason,EB26E1ADAC63B76E,fiscal_tax_budget,tax_property,tax_burden,increase,maintain,0.0,ordinal,,,,[],medium,legacy_deterministic_migrated,1.0,h) Property taxes,Maintain Status,,True
3.0.0,E6A2BD9E867769B6E3AE,,,Scott Beason,1998.0,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,16074,https://j.futurefacts.votesmart.io/candidate/political-courage-test/16074/scott-beason,837259355D67BAA2,fiscal_tax_budget,tax_sales,tax_burden,increase,maintain,0.0,ordinal,,,,[],medium,legacy_deterministic_migrated,1.0,i) Sales taxes,Maintain Status,,True
3.0.0,18718C71CFC61826F05C,,,Scott Beason,1998.0,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,16074,https://j.futurefacts.votesmart.io/candidate/political-courage-test/16074/scott-beason,6DAAE51CD0AA72D1,welfare_poverty_housing,economic_welfare_work_requirement,welfare_conditionality,strengthen_conditions,support,1.0,binary,,,,[],medium,legacy_deterministic_migrated,1.0,b) Require that able-bodied recipients participate in work activities in order to receive benefits.,X,,True
3.0.0,5BC4EF0C914E4F44CF2A,,,Scott Beason,1998.0,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,16074,https://j.futurefacts.votesmart.io/candidate/political-courage-test/16074/scott-beason,17923D6422408A2D,welfare_poverty_housing,economic_welfare_family_cap,welfare_conditionality,strengthen_conditions,support,1.0,binary,,,,[],medium,legacy_deterministic_migrated,1.0,h) Limit benefits given to recipients if they have additional children while on welfare.,X,,True
3.0.0,0F1468262B535FD3B0DC,,,Kerry Henderson,1998.0,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,16082,https://j.futurefacts.votesmart.io/candidate/political-courage-test/16082/kerry-henderson,18BD68D299D1EF3D,abortion_reproductive,abortion_always_illegal,abortion_access,restrict,support,1.0,binary,social_liberty_equality,-1.0,-1.0,[],medium,legacy_deterministic_migrated,1.0,e) Abortions should always be illegal.,X,,True
3.0.0,04F65BB1606F716E7F67,,,Kerry Henderson,1998.0,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,16082,https://j.futurefacts.votesmart.io/candidate/political-courage-test/16082/kerry-henderson,8498EED2FF443C5E,abortion_reproductive,abortion_public_funding_support,abortion_access,expand,oppose,-1.0,binary,social_liberty_equality,1.0,-1.0,[],medium,legacy_deterministic_migrated,1.0,j) Should Alabama government funding be provided to clinics and medical facilities that provide abortion services?,No,,True
3.0.0,D2E81A953C73CB6EAD1F,,,Kerry Henderson,1998.0,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,16082,https://j.futurefacts.votesmart.io/candidate/political-courage-test/16082/kerry-henderson,561B952E2BFBD3C0,labor_employment_civil_rights,social_affirmative_action,anti_discrimination,expand,oppose,-1.0,binary,social_liberty_equality,1.0,-1.0,[],medium,legacy_deterministic_migrated,1.0,a) College and university admissions,No,,True
3.0.0,3B795CC06ABE30921BF5,,,Kerry Henderson,1998.0,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,16082,https://j.futurefacts.votesmart.io/candidate/political-courage-test/16082/kerry-henderson,239E0B054BAAF904,labor_employment_civil_rights,social_affirmative_action,anti_discrimination,expand,oppose,-1.0,binary,social_liberty_equality,1.0,-1.0,[],medium,legacy_deterministic_migrated,1.0,b) Public employment,No,,True
3.0.0,9EE9E3EE0F23B4D8C236,,,Kerry Henderson,1998.0,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,16082,https://j.futurefacts.votesmart.io/candidate/political-courage-test/16082/kerry-henderson,B8796F89CA57F1FD,labor_employment_civil_rights,social_affirmative_action,anti_discrimination,expand,oppose,-1.0,binary,social_liberty_equality,1.0,-1.0,[],medium,legacy_deterministic_migrated,1.0,c) State contracting,No,,True
3.0.0,66DD14A2F4064853AC69,,,Kerry Henderson,1998.0,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,16082,https://j.futurefacts.votesmart.io/candidate/political-courage-test/16082/kerry-henderson,347A76078172C15A,criminal_justice,crime_repeat_violent_parole,criminal_punishment,punitive,support,1.0,binary,order_justice,1.0,1.0,[],medium,legacy_deterministic_migrated,1.0,c) End parole for repeat violent felons.,X,,True
3.0.0,F831C8C01E2AB7771202,,,Kerry Henderson,1998.0,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,16082,https://j.futurefacts.votesmart.io/candidate/political-courage-test/16082/kerry-henderson,EBE9C33ECCA87EFA,criminal_justice,crime_sex_offender_notification,criminal_punishment,punitive,support,1.0,binary,order_justice,1.0,1.0,[],medium,legacy_deterministic_migrated,1.0,g) Inform communities when a convicted sex offender moves into the community.,X,,True
3.0.0,E6E33C6492C29E329746,,,Kerry Henderson,1998.0,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,16082,https://j.futurefacts.votesmart.io/candidate/political-courage-test/16082/kerry-henderson,EA36521740F492E1,criminal_justice,crime_drug_penalties,criminal_punishment,punitive,support,1.0,binary,order_justice,1.0,1.0,[],medium,legacy_deterministic_migrated,1.0,j) Strengthen penalties and sentences for drug-related crimes.,X,,True
3.0.0,B0F14C17A71FFE4220DD,,,Kerry Henderson,1998.0,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,16082,https://j.futurefacts.votesmart.io/candidate/political-courage-test/16082/kerry-henderson,C05EB4F03945C7D7,criminal_justice,crime_sex_offender_penalties,criminal_punishment,punitive,support,1.0,binary,order_justice,1.0,1.0,[],medium,legacy_deterministic_migrated,1.0,k) Strengthen penalties and sentences for sex offenders.,X,,True
3.0.0,141538A4EFC5766D49E0,,,Kerry Henderson,1998.0,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,16082,https://j.futurefacts.votesmart.io/candidate/political-courage-test/16082/kerry-henderson,92516E8E658ECDD9,criminal_justice,crime_juvenile_adult_prosecution,criminal_punishment,punitive,support,1.0,binary,order_justice,1.0,1.0,[],medium,legacy_deterministic_migrated,1.0,l) Prosecute juveniles who commit murder or other serious violent crimes as adults.,X,,True
3.0.0,DF0183124AD772FC59A3,,,Kerry Henderson,1998.0,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,16082,https://j.futurefacts.votesmart.io/candidate/political-courage-test/16082/kerry-henderson,105DA9F8BCBC09E5,criminal_justice,crime_chain_gangs,criminal_punishment,punitive,support,1.0,binary,order_justice,1.0,1.0,[],medium,legacy_deterministic_migrated,1.0,"m) Implement chain gangs in prisons, in which inmates work together in chained work groups.",X,,True
3.0.0,56472FD0749112DC74F0,,,Kerry Henderson,1998.0,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,16082,https://j.futurefacts.votesmart.io/candidate/political-courage-test/16082/kerry-henderson,8F8E3F41DA23DE66,criminal_justice,crime_death_penalty,criminal_punishment,punitive,support,1.0,binary,order_justice,1.0,1.0,[],medium,legacy_deterministic_migrated,1.0,o) Do you support limiting appeals in death penalty cases?,Yes,,True
3.0.0,43B783E962C8A43819BF,,,Kerry Henderson,1998.0,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,16082,https://j.futurefacts.votesmart.io/candidate/political-courage-test/16082/kerry-henderson,C2C5754FE5C47D48,labor_employment_civil_rights,economic_business_incentives,market_governance,intervention,support,1.0,binary,market_government_direction,1.0,1.0,[],medium,legacy_deterministic_migrated,1.0,"a) Provide low interest loans and tax credits for starting, expanding, or relocating businesses.",X,,True
3.0.0,DCAAAA9E6DFB4E93B2F7,,,Kerry Henderson,1998.0,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,16082,https://j.futurefacts.votesmart.io/candidate/political-courage-test/16082/kerry-henderson,FACF1BDEC6C33F43,labor_employment_civil_rights,economic_reduce_regulation,market_governance,market_autonomy,support,1.0,binary,market_government_direction,-1.0,-1.0,[],medium,legacy_deterministic_migrated,1.0,b) Reduce state government regulations on the private sector in order to encourage investment and economic expansion.,X,,True
3.0.0,294EC58572CBEA7B5F30,,,Kerry Henderson,1998.0,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,16082,https://j.futurefacts.votesmart.io/candidate/political-courage-test/16082/kerry-henderson,48E36F913D96B959,education,social_abstinence_education,civil_social_liberty,restrict,support,1.0,binary,social_liberty_equality,-1.0,-1.0,[],medium,legacy_deterministic_migrated,1.0,e) Support sex education programs which stress abstinence.,X,,True
3.0.0,3DB8202A6EA8A6968D56,,,Kerry Henderson,1998.0,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,16082,https://j.futurefacts.votesmart.io/candidate/political-courage-test/16082/kerry-henderson,CC7D050ADAD9335A,education,social_moment_of_silence,religion_state,accommodation_establishment,support,1.0,binary,,,,[],medium,legacy_deterministic_migrated,1.0,"i) Endorse a mandatory ""moment of silence"" after the pledge of allegiance in public schools.",X,,True
3.0.0,178043AE11FD1B4A5524,,,Kerry Henderson,1998.0,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,16082,https://j.futurefacts.votesmart.io/candidate/political-courage-test/16082/kerry-henderson,0078610F19FC5BF4,environment_energy_resources,environment_suspend_unfunded_mandates,environmental_protection,weaken,support,1.0,binary,environment_resources,-1.0,-1.0,[],medium,legacy_deterministic_migrated,1.0,"g) Suspend participation in unfunded, federally mandated environmental protection legislation.",X,,True
3.0.0,768C81BAD5FDF04386CC,,,Kerry Henderson,1998.0,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,16082,https://j.futurefacts.votesmart.io/candidate/political-courage-test/16082/kerry-henderson,D80DD2709116E75A,environment_energy_resources,environment_federal_ceiling,environmental_protection,weaken,support,1.0,binary,environment_resources,-1.0,-1.0,[],medium,legacy_deterministic_migrated,1.0,k) State environmental regulations should not be stricter than federal law.,Yes,,True
3.0.0,CF772E4D036019AECFB3,,,Kerry Henderson,1998.0,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,16082,https://j.futurefacts.votesmart.io/candidate/political-courage-test/16082/kerry-henderson,0BA319FC85784CF7,campaign_elections_government,government_balanced_budget,deficit_discipline,fiscal_restraint,support,1.0,binary,,,,[],medium,legacy_deterministic_migrated,1.0,h) Would you vote to ratify an amendment to the U.S. Constitution requiring an annual balanced federal budget?,Yes,,True
3.0.0,A290335CAD5B585751E3,,,Kerry Henderson,1998.0,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,16082,https://j.futurefacts.votesmart.io/candidate/political-courage-test/16082/kerry-henderson,0214805A46CFA6ED,healthcare,health_not_government_responsibility,healthcare_access,restrict,support,1.0,binary,material_support,-1.0,-1.0,[],medium,legacy_deterministic_migrated,1.0,g) Guaranteeing medical care to all citizens is not a responsibility of state government.,X,,True
3.0.0,0F7071178C3FEB25E5BD,,,Kerry Henderson,1998.0,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,16082,https://j.futurefacts.votesmart.io/candidate/political-courage-test/16082/kerry-henderson,270E485D1AD40BD7,social_civil_family,social_smoking_ban,civil_social_liberty,expand,support,1.0,binary,social_liberty_equality,1.0,1.0,[],medium,legacy_deterministic_migrated,1.0,e) Favor banning smoking in public places.,X,,True
3.0.0,F22098E7460EE343A7BB,,,Kerry Henderson,1998.0,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,16082,https://j.futurefacts.votesmart.io/candidate/political-courage-test/16082/kerry-henderson,5C6CBC9A2735F362,social_civil_family,social_sexual_orientation_protection,anti_discrimination,expand,oppose,-1.0,binary,social_liberty_equality,1.0,-1.0,[],medium,legacy_deterministic_migrated,1.0,j) Do you believe that the Alabama government should include sexual orientation in Alabama's anti-discrimination laws?,No,,True
3.0.0,95B961BC1B6CC7D9B530,,,Kerry Henderson,1998.0,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,16082,https://j.futurefacts.votesmart.io/candidate/political-courage-test/16082/kerry-henderson,119F858D088CD793,social_civil_family,social_same_sex_marriage,marriage_equality,expand,oppose,-1.0,binary,social_liberty_equality,1.0,-1.0,[],medium,legacy_deterministic_migrated,1.0,k) Do you believe that the Alabama government should recognize same-sex marriages?,No,,True
3.0.0,6874FD9145A7B4DE3EDA,,,Kerry Henderson,1998.0,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,16082,https://j.futurefacts.votesmart.io/candidate/political-courage-test/16082/kerry-henderson,D2BE51426161A986,fiscal_tax_budget,spending_k12_education,education_public_funding,expand,support,0.5,ordinal,,,,[],medium,legacy_deterministic_migrated,1.0,b) Education (K-12),Slightly Increase,,True
3.0.0,DD1EC7E8F88F414C78C8,,,Kerry Henderson,1998.0,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,16082,https://j.futurefacts.votesmart.io/candidate/political-courage-test/16082/kerry-henderson,3BCB4672EE489E06,fiscal_tax_budget,spending_higher_education,education_public_funding,expand,maintain,0.0,ordinal,,,,[],medium,legacy_deterministic_migrated,1.0,c) Education (Higher),Maintain Status,,True
3.0.0,9386D11ED0302E102B77,,,Kerry Henderson,1998.0,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,16082,https://j.futurefacts.votesmart.io/candidate/political-courage-test/16082/kerry-henderson,AD7664FDEEE3CFC9,fiscal_tax_budget,spending_environment,environmental_protection,strengthen,oppose,-1.0,ordinal,environment_resources,1.0,-1.0,[],medium,legacy_deterministic_migrated,1.0,d) Environment,Greatly Decrease,,True
3.0.0,44CAAACF2DF968CE61B8,,,Kerry Henderson,1998.0,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,16082,https://j.futurefacts.votesmart.io/candidate/political-courage-test/16082/kerry-henderson,85D08A4865F7E5AF,fiscal_tax_budget,spending_healthcare,healthcare_access,expand,oppose,-0.5,ordinal,material_support,1.0,-0.5,[],medium,legacy_deterministic_migrated,1.0,e) Health care,Slightly Decrease,,True
3.0.0,B13FCE9C81727430A7C6,,,Kerry Henderson,1998.0,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,16082,https://j.futurefacts.votesmart.io/candidate/political-courage-test/16082/kerry-henderson,FA02EAE3B97992F2,fiscal_tax_budget,spending_law_enforcement,criminal_punishment,punitive,support,0.5,ordinal,order_justice,1.0,0.5,[],medium,legacy_deterministic_migrated,1.0,f) Law enforcement,Slightly Increase,,True
3.0.0,8CFFB62B3B3F4EAE502F,,,Kerry Henderson,1998.0,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,16082,https://j.futurefacts.votesmart.io/candidate/political-courage-test/16082/kerry-henderson,D3E086A5F0C5E7A6,fiscal_tax_budget,spending_welfare,welfare_generosity,expand,oppose,-1.0,ordinal,material_support,1.0,-1.0,[],medium,legacy_deterministic_migrated,1.0,h) Welfare,Greatly Decrease,,True
3.0.0,B034C898E127FDF1BBF4,,,Kerry Henderson,1998.0,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,16082,https://j.futurefacts.votesmart.io/candidate/political-courage-test/16082/kerry-henderson,6827EAB076011E62,fiscal_tax_budget,tax_alcohol,tax_burden,increase,oppose,-1.0,ordinal,,,,[],medium,legacy_deterministic_migrated,1.0,a) Alcohol taxes,Greatly Decrease,,True
3.0.0,944096E91B7378A8D92A,,,Kerry Henderson,1998.0,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,16082,https://j.futurefacts.votesmart.io/candidate/political-courage-test/16082/kerry-henderson,EA731EBECEECF2BC,fiscal_tax_budget,tax_capital_gains,tax_burden,increase,oppose,-1.0,ordinal,,,,"[""high_income""]",medium,legacy_deterministic_migrated,1.0,b) Capital gains taxes,Greatly Decrease,,True
3.0.0,524DF22B28F9C6AD4EEC,,,Kerry Henderson,1998.0,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,16082,https://j.futurefacts.votesmart.io/candidate/political-courage-test/16082/kerry-henderson,06E0E082FC6F2470,fiscal_tax_budget,tax_cigarette,tax_burden,increase,oppose,-1.0,ordinal,,,,[],medium,legacy_deterministic_migrated,1.0,c) Cigarette taxes,Greatly Decrease,,True
3.0.0,13842F733253C148F3C6,,,Kerry Henderson,1998.0,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,16082,https://j.futurefacts.votesmart.io/candidate/political-courage-test/16082/kerry-henderson,211F4C7BF71F1B8E,fiscal_tax_budget,tax_corporate,tax_burden,increase,maintain,0.0,ordinal,,,,[],medium,legacy_deterministic_migrated,1.0,d) Corporate taxes,Maintain Status,,True
3.0.0,F739818B5C4E77951AE6,,,Kerry Henderson,1998.0,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,16082,https://j.futurefacts.votesmart.io/candidate/political-courage-test/16082/kerry-henderson,B0243AF336540F42,fiscal_tax_budget,tax_gasoline,tax_burden,increase,oppose,-1.0,ordinal,,,,[],medium,legacy_deterministic_migrated,1.0,e) Gas taxes,Greatly Decrease,,True
3.0.0,D7A21B0BDE780547AC78,,,Kerry Henderson,1998.0,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,16082,https://j.futurefacts.votesmart.io/candidate/political-courage-test/16082/kerry-henderson,2948C5C03879FBB3,fiscal_tax_budget,tax_income_lower,tax_burden,increase,oppose,-1.0,ordinal,,,,"[""low_income""]",medium,legacy_deterministic_migrated,1.0,"f) Income taxes (incomes below $75,000)",Greatly Decrease,,True
3.0.0,F609B536F60EBAF2D77D,,,Kerry Henderson,1998.0,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,16082,https://j.futurefacts.votesmart.io/candidate/political-courage-test/16082/kerry-henderson,E6AC09396E1C91AE,fiscal_tax_budget,tax_income_upper,tax_burden,increase,oppose,-1.0,ordinal,,,,"[""high_income""]",medium,legacy_deterministic_migrated,1.0,"g) Income taxes (incomes above $75,000)",Greatly Decrease,,True
3.0.0,27AC7C6A1D55DE7D5D0C,,,Kerry Henderson,1998.0,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,16082,https://j.futurefacts.votesmart.io/candidate/political-courage-test/16082/kerry-henderson,EB26E1ADAC63B76E,fiscal_tax_budget,tax_property,tax_burden,increase,oppose,-1.0,ordinal,,,,[],medium,legacy_deterministic_migrated,1.0,h) Property taxes,Greatly Decrease,,True
3.0.0,6C38AA029F19F31CDAAB,,,Kerry Henderson,1998.0,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,16082,https://j.futurefacts.votesmart.io/candidate/political-courage-test/16082/kerry-henderson,837259355D67BAA2,fiscal_tax_budget,tax_sales,tax_burden,increase,oppose,-1.0,ordinal,,,,[],medium,legacy_deterministic_migrated,1.0,i) Sales taxes,Greatly Decrease,,True
3.0.0,3C60F357242E59AA71E9,,,Kerry Henderson,1998.0,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,16082,https://j.futurefacts.votesmart.io/candidate/political-courage-test/16082/kerry-henderson,6DAAE51CD0AA72D1,welfare_poverty_housing,economic_welfare_work_requirement,welfare_conditionality,strengthen_conditions,support,1.0,binary,,,,[],medium,legacy_deterministic_migrated,1.0,b) Require that able-bodied recipients participate in work activities in order to receive benefits.,X,,True
3.0.0,B0410898A8E9BBD03AF0,,,Kerry Henderson,1998.0,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,16082,https://j.futurefacts.votesmart.io/candidate/political-courage-test/16082/kerry-henderson,17923D6422408A2D,welfare_poverty_housing,economic_welfare_family_cap,welfare_conditionality,strengthen_conditions,support,1.0,binary,,,,[],medium,legacy_deterministic_migrated,1.0,h) Limit benefits given to recipients if they have additional children while on welfare.,X,,True
3.0.0,9BB527569946682BD552,,,Barry Hughes,1998.0,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,16085,https://j.futurefacts.votesmart.io/candidate/political-courage-test/16085/barry-hughes,28177E2DE94F4A47,abortion_reproductive,abortion_life_exception,abortion_access,expand,support,1.0,binary,social_liberty_equality,1.0,1.0,[],medium,legacy_deterministic_migrated,1.0,d) Abortions should be legal only when the life of the woman is endangered.,X,,True
