canonical_candidate_id,election_year,candidate_name,ballotpedia_url,section,subsection_year,link_text,link_url
AL-2010-house-18-D-JOHNNY-MACK-MORROW,2010,JOHNNY MACK MORROW,https://ballotpedia.org/Johnny_Mack_Morrow,Scorecards,,2013,https://ballotpedia.org/Johnny_Mack_Morrow#scorecards2013f913f6ae-fe0f-4bf9-b5e7-754abecb2405
AL-2010-house-18-D-JOHNNY-MACK-MORROW,2010,JOHNNY MACK MORROW,https://ballotpedia.org/Johnny_Mack_Morrow,Scorecards,,2012,https://ballotpedia.org/Johnny_Mack_Morrow#scorecards2012f913f6ae-fe0f-4bf9-b5e7-754abecb2405
AL-2010-house-18-D-JOHNNY-MACK-MORROW,2010,JOHNNY MACK MORROW,https://ballotpedia.org/Johnny_Mack_Morrow,Scorecards,,2011,https://ballotpedia.org/Johnny_Mack_Morrow#scorecards2011f913f6ae-fe0f-4bf9-b5e7-754abecb2405
AL-2014-house-18-D-JOHNNY-MACK-MORROW,2014,Johnny MacK Morrow,https://ballotpedia.org/Johnny_Mack_Morrow,Scorecards,,State legislative scorecards,https://ballotpedia.org/State\_legislative\_scorecards
AL-2014-house-18-D-JOHNNY-MACK-MORROW,2014,Johnny MacK Morrow,https://ballotpedia.org/Johnny_Mack_Morrow,Scorecards,,State legislative scorecards in Alabama,https://ballotpedia.org/State\_legislative\_scorecards\_in\_Alabama
AL-2014-house-18-D-JOHNNY-MACK-MORROW,2014,Johnny MacK Morrow,https://ballotpedia.org/Johnny_Mack_Morrow,Scorecards,,scorecard,https://ballotpedia.org/State_legislative_scorecards
AL-2014-house-18-D-JOHNNY-MACK-MORROW,2014,Johnny MacK Morrow,https://ballotpedia.org/Johnny_Mack_Morrow,Scorecards,,Click here,https://ballotpedia.org/State_legislative_scorecards
AL-2014-house-18-D-JOHNNY-MACK-MORROW,2014,Johnny MacK Morrow,https://ballotpedia.org/Johnny_Mack_Morrow,Scorecards,,2017,https://ballotpedia.org/Johnny_Mack_Morrow#scorecards2017f913f6ae-fe0f-4bf9-b5e7-754abecb2405
AL-2014-house-18-D-JOHNNY-MACK-MORROW,2014,Johnny MacK Morrow,https://ballotpedia.org/Johnny_Mack_Morrow,Scorecards,,2016,https://ballotpedia.org/Johnny_Mack_Morrow#scorecards2016f913f6ae-fe0f-4bf9-b5e7-754abecb2405
AL-2014-house-18-D-JOHNNY-MACK-MORROW,2014,Johnny MacK Morrow,https://ballotpedia.org/Johnny_Mack_Morrow,Scorecards,,2015,https://ballotpedia.org/Johnny_Mack_Morrow#scorecards2015f913f6ae-fe0f-4bf9-b5e7-754abecb2405
AL-2014-house-18-D-JOHNNY-MACK-MORROW,2014,Johnny MacK Morrow,https://ballotpedia.org/Johnny_Mack_Morrow,Scorecards,,2014,https://ballotpedia.org/Johnny_Mack_Morrow#scorecards2014f913f6ae-fe0f-4bf9-b5e7-754abecb2405
AL-2014-house-18-D-JOHNNY-MACK-MORROW,2014,Johnny MacK Morrow,https://ballotpedia.org/Johnny_Mack_Morrow,Scorecards,,2013,https://ballotpedia.org/Johnny_Mack_Morrow#scorecards2013f913f6ae-fe0f-4bf9-b5e7-754abecb2405
AL-2014-house-18-D-JOHNNY-MACK-MORROW,2014,Johnny MacK Morrow,https://ballotpedia.org/Johnny_Mack_Morrow,Scorecards,,2012,https://ballotpedia.org/Johnny_Mack_Morrow#scorecards2012f913f6ae-fe0f-4bf9-b5e7-754abecb2405
AL-2014-house-18-D-JOHNNY-MACK-MORROW,2014,Johnny MacK Morrow,https://ballotpedia.org/Johnny_Mack_Morrow,Scorecards,,2011,https://ballotpedia.org/Johnny_Mack_Morrow#scorecards2011f913f6ae-fe0f-4bf9-b5e7-754abecb2405
AL-2018-senate-6-D-JOHNNY-MACK-MORROW,2018,Johnny Mack Morrow,https://ballotpedia.org/Johnny_Mack_Morrow,Scorecards,,State legislative scorecards,https://ballotpedia.org/State\_legislative\_scorecards
AL-2018-senate-6-D-JOHNNY-MACK-MORROW,2018,Johnny Mack Morrow,https://ballotpedia.org/Johnny_Mack_Morrow,Scorecards,,State legislative scorecards in Alabama,https://ballotpedia.org/State\_legislative\_scorecards\_in\_Alabama
AL-2018-senate-6-D-JOHNNY-MACK-MORROW,2018,Johnny Mack Morrow,https://ballotpedia.org/Johnny_Mack_Morrow,Scorecards,,scorecard,https://ballotpedia.org/State_legislative_scorecards
AL-2018-senate-6-D-JOHNNY-MACK-MORROW,2018,Johnny Mack Morrow,https://ballotpedia.org/Johnny_Mack_Morrow,Scorecards,,Click here,https://ballotpedia.org/State_legislative_scorecards
AL-2018-senate-6-D-JOHNNY-MACK-MORROW,2018,Johnny Mack Morrow,https://ballotpedia.org/Johnny_Mack_Morrow,Scorecards,,2017,https://ballotpedia.org/Johnny_Mack_Morrow#scorecards2017f913f6ae-fe0f-4bf9-b5e7-754abecb2405
AL-2018-senate-6-D-JOHNNY-MACK-MORROW,2018,Johnny Mack Morrow,https://ballotpedia.org/Johnny_Mack_Morrow,Scorecards,,2016,https://ballotpedia.org/Johnny_Mack_Morrow#scorecards2016f913f6ae-fe0f-4bf9-b5e7-754abecb2405
AL-2018-senate-6-D-JOHNNY-MACK-MORROW,2018,Johnny Mack Morrow,https://ballotpedia.org/Johnny_Mack_Morrow,Scorecards,,2015,https://ballotpedia.org/Johnny_Mack_Morrow#scorecards2015f913f6ae-fe0f-4bf9-b5e7-754abecb2405
AL-2018-senate-6-D-JOHNNY-MACK-MORROW,2018,Johnny Mack Morrow,https://ballotpedia.org/Johnny_Mack_Morrow,Scorecards,,2014,https://ballotpedia.org/Johnny_Mack_Morrow#scorecards2014f913f6ae-fe0f-4bf9-b5e7-754abecb2405
AL-2018-senate-6-D-JOHNNY-MACK-MORROW,2018,Johnny Mack Morrow,https://ballotpedia.org/Johnny_Mack_Morrow,Scorecards,,2013,https://ballotpedia.org/Johnny_Mack_Morrow#scorecards2013f913f6ae-fe0f-4bf9-b5e7-754abecb2405
AL-2018-senate-6-D-JOHNNY-MACK-MORROW,2018,Johnny Mack Morrow,https://ballotpedia.org/Johnny_Mack_Morrow,Scorecards,,2012,https://ballotpedia.org/Johnny_Mack_Morrow#scorecards2012f913f6ae-fe0f-4bf9-b5e7-754abecb2405
AL-2018-senate-6-D-JOHNNY-MACK-MORROW,2018,Johnny Mack Morrow,https://ballotpedia.org/Johnny_Mack_Morrow,Scorecards,,2011,https://ballotpedia.org/Johnny_Mack_Morrow#scorecards2011f913f6ae-fe0f-4bf9-b5e7-754abecb2405
AL-1998-house-18-D-MORROW,1998,Johnny Morrow,https://ballotpedia.org/Johnny_Mack_Morrow,Footnotes,,↑,https://ballotpedia.org/Johnny_Mack_Morrow#cite_ref-1
AL-1998-house-18-D-MORROW,1998,Johnny Morrow,https://ballotpedia.org/Johnny_Mack_Morrow,Footnotes,,"_The Alabama Legislature_, ""Representative Morrow, Johnny Mack District/Biography,"" accessed April 14, 2017",http://www.legislature.state.al.us/aliswww/ISD/ALRepresentative.aspx?NAME=Morrow&OID_SPONSOR=85932&OID_PERSON=1058&SESSNAME=Regular%20Session%202017
AL-1998-house-18-D-MORROW,1998,Johnny Morrow,https://ballotpedia.org/Johnny_Mack_Morrow,Footnotes,,↑,https://ballotpedia.org/Johnny_Mack_Morrow#cite_ref-2
AL-1998-house-18-D-MORROW,1998,Johnny Morrow,https://ballotpedia.org/Johnny_Mack_Morrow,Footnotes,,"_Alabama Democrats,_ ""Qualified candidates for public office list,"" accessed February 27, 2014",http://aldemocrats.org/images/uploads/2014_Qualified_Candidates_press.xls
AL-1998-house-18-D-MORROW,1998,Johnny Morrow,https://ballotpedia.org/Johnny_Mack_Morrow,Footnotes,,↑,https://ballotpedia.org/Johnny_Mack_Morrow#cite_ref-3
AL-1998-house-18-D-MORROW,1998,Johnny Morrow,https://ballotpedia.org/Johnny_Mack_Morrow,Footnotes,,"_Alabama Republican Party,_ ""State Senate,"" accessed February 27, 2014",http://algop.org/elections-2014/2014-qualified-state-republican-candidates/state-senate/
AL-1998-house-18-D-MORROW,1998,Johnny Morrow,https://ballotpedia.org/Johnny_Mack_Morrow,Footnotes,,↑,https://ballotpedia.org/Johnny_Mack_Morrow#cite_ref-4
AL-1998-house-18-D-MORROW,1998,Johnny Morrow,https://ballotpedia.org/Johnny_Mack_Morrow,Footnotes,,"_Alabama Secretary of State_, ""Official Democratic Primary Results,"" accessed June 20, 2014",http://www.alabamavotes.gov/downloads/election/2014/primary/2014-Pri-CertifiedResults-DemParty_2014-06-13.pdf
AL-1998-house-18-D-MORROW,1998,Johnny Morrow,https://ballotpedia.org/Johnny_Mack_Morrow,Footnotes,,↑,https://ballotpedia.org/Johnny_Mack_Morrow#cite_ref-5
AL-1998-house-18-D-MORROW,1998,Johnny Morrow,https://ballotpedia.org/Johnny_Mack_Morrow,Footnotes,,"_Alabama Secretary of State_, ""Official Republican Primary Results,"" accessed June 20, 2014",http://www.alabamavotes.gov/downloads/election/2014/primary/2014-Pri-CertifiedResults-RepParty_2014-06-13.pdf
AL-1998-house-18-D-MORROW,1998,Johnny Morrow,https://ballotpedia.org/Johnny_Mack_Morrow,Footnotes,,↑,https://ballotpedia.org/Johnny_Mack_Morrow#cite_ref-6
AL-1998-house-18-D-MORROW,1998,Johnny Morrow,https://ballotpedia.org/Johnny_Mack_Morrow,Footnotes,,"_waaytv.com_, ""Election Results,"" accessed November 6, 2014",http://web.waaytv.com/election/
AL-1998-house-18-D-MORROW,1998,Johnny Morrow,https://ballotpedia.org/Johnny_Mack_Morrow,Footnotes,,↑,https://ballotpedia.org/Johnny_Mack_Morrow#cite_ref-7
AL-1998-house-18-D-MORROW,1998,Johnny Morrow,https://ballotpedia.org/Johnny_Mack_Morrow,Footnotes,,"_Alabama Secretary of State_, ""Democratic primary results and runoff candidates,"" June 11, 2010",http://www.sos.state.al.us/downloads/election/2010/primaryro/2010-Primary-DemCert-2010-06-11.pdf
AL-1998-house-18-D-MORROW,1998,Johnny Morrow,https://ballotpedia.org/Johnny_Mack_Morrow,Footnotes,,↑,https://ballotpedia.org/Johnny_Mack_Morrow#cite_ref-8
AL-1998-house-18-D-MORROW,1998,Johnny Morrow,https://ballotpedia.org/Johnny_Mack_Morrow,Footnotes,,"_Alabama Secretary of State_, ""Official 2010 General election results,"" accessed July 8, 2015",http://www.alabamavotes.gov/downloads/election/2010/general/2010GeneralResults-AllStateAndFederalOfficesAndAmendments-CompleteWithWrite-inAppendix.pdf
AL-1998-house-18-D-MORROW,1998,Johnny Morrow,https://ballotpedia.org/Johnny_Mack_Morrow,Footnotes,,↑,https://ballotpedia.org/Johnny_Mack_Morrow#cite_ref-9
AL-1998-house-18-D-MORROW,1998,Johnny Morrow,https://ballotpedia.org/Johnny_Mack_Morrow,Footnotes,,"_Alabama Secretary of State_, ""Official 2006 election results,"" accessed April 15, 2014",http://www.alabamavotes.gov/downloads/election/2006/general/alhouse-certificate-of-election-12-29-2006.pdf
AL-1998-house-18-D-MORROW,1998,Johnny Morrow,https://ballotpedia.org/Johnny_Mack_Morrow,Footnotes,,↑,https://ballotpedia.org/Johnny_Mack_Morrow#cite_ref-10
AL-1998-house-18-D-MORROW,1998,Johnny Morrow,https://ballotpedia.org/Johnny_Mack_Morrow,Footnotes,,"_Project Vote Smart_, ""Johnny Mack Morrow's Biography,"" accessed July 18, 2015",http://votesmart.org/candidate/biography/5688
AL-1998-house-18-D-MORROW,1998,Johnny Morrow,https://ballotpedia.org/Johnny_Mack_Morrow,Footnotes,,Click to show more.,https://ballotpedia.org/Johnny_Mack_Morrow#
AL-1998-house-18-D-MORROW,1998,Johnny Morrow,https://ballotpedia.org/Johnny_Mack_Morrow,Footnotes,,Jamie Kiel,https://ballotpedia.org/Jamie_Kiel
AL-2002-house-18-D-MORROW-JOHNNY-MACK,2002,"Morrow, Johnny Mack",https://ballotpedia.org/Johnny_Mack_Morrow,Footnotes,,↑,https://ballotpedia.org/Johnny_Mack_Morrow#cite_ref-1
AL-2002-house-18-D-MORROW-JOHNNY-MACK,2002,"Morrow, Johnny Mack",https://ballotpedia.org/Johnny_Mack_Morrow,Footnotes,,"_The Alabama Legislature_, ""Representative Morrow, Johnny Mack District/Biography,"" accessed April 14, 2017",http://www.legislature.state.al.us/aliswww/ISD/ALRepresentative.aspx?NAME=Morrow&OID_SPONSOR=85932&OID_PERSON=1058&SESSNAME=Regular%20Session%202017
AL-2002-house-18-D-MORROW-JOHNNY-MACK,2002,"Morrow, Johnny Mack",https://ballotpedia.org/Johnny_Mack_Morrow,Footnotes,,↑,https://ballotpedia.org/Johnny_Mack_Morrow#cite_ref-2
AL-2002-house-18-D-MORROW-JOHNNY-MACK,2002,"Morrow, Johnny Mack",https://ballotpedia.org/Johnny_Mack_Morrow,Footnotes,,"_Alabama Democrats,_ ""Qualified candidates for public office list,"" accessed February 27, 2014",http://aldemocrats.org/images/uploads/2014_Qualified_Candidates_press.xls
AL-2002-house-18-D-MORROW-JOHNNY-MACK,2002,"Morrow, Johnny Mack",https://ballotpedia.org/Johnny_Mack_Morrow,Footnotes,,↑,https://ballotpedia.org/Johnny_Mack_Morrow#cite_ref-3
AL-2002-house-18-D-MORROW-JOHNNY-MACK,2002,"Morrow, Johnny Mack",https://ballotpedia.org/Johnny_Mack_Morrow,Footnotes,,"_Alabama Republican Party,_ ""State Senate,"" accessed February 27, 2014",http://algop.org/elections-2014/2014-qualified-state-republican-candidates/state-senate/
AL-2002-house-18-D-MORROW-JOHNNY-MACK,2002,"Morrow, Johnny Mack",https://ballotpedia.org/Johnny_Mack_Morrow,Footnotes,,↑,https://ballotpedia.org/Johnny_Mack_Morrow#cite_ref-4
AL-2002-house-18-D-MORROW-JOHNNY-MACK,2002,"Morrow, Johnny Mack",https://ballotpedia.org/Johnny_Mack_Morrow,Footnotes,,"_Alabama Secretary of State_, ""Official Democratic Primary Results,"" accessed June 20, 2014",http://www.alabamavotes.gov/downloads/election/2014/primary/2014-Pri-CertifiedResults-DemParty_2014-06-13.pdf
AL-2002-house-18-D-MORROW-JOHNNY-MACK,2002,"Morrow, Johnny Mack",https://ballotpedia.org/Johnny_Mack_Morrow,Footnotes,,↑,https://ballotpedia.org/Johnny_Mack_Morrow#cite_ref-5
AL-2002-house-18-D-MORROW-JOHNNY-MACK,2002,"Morrow, Johnny Mack",https://ballotpedia.org/Johnny_Mack_Morrow,Footnotes,,"_Alabama Secretary of State_, ""Official Republican Primary Results,"" accessed June 20, 2014",http://www.alabamavotes.gov/downloads/election/2014/primary/2014-Pri-CertifiedResults-RepParty_2014-06-13.pdf
AL-2002-house-18-D-MORROW-JOHNNY-MACK,2002,"Morrow, Johnny Mack",https://ballotpedia.org/Johnny_Mack_Morrow,Footnotes,,↑,https://ballotpedia.org/Johnny_Mack_Morrow#cite_ref-6
AL-2002-house-18-D-MORROW-JOHNNY-MACK,2002,"Morrow, Johnny Mack",https://ballotpedia.org/Johnny_Mack_Morrow,Footnotes,,"_waaytv.com_, ""Election Results,"" accessed November 6, 2014",http://web.waaytv.com/election/
AL-2002-house-18-D-MORROW-JOHNNY-MACK,2002,"Morrow, Johnny Mack",https://ballotpedia.org/Johnny_Mack_Morrow,Footnotes,,↑,https://ballotpedia.org/Johnny_Mack_Morrow#cite_ref-7
AL-2002-house-18-D-MORROW-JOHNNY-MACK,2002,"Morrow, Johnny Mack",https://ballotpedia.org/Johnny_Mack_Morrow,Footnotes,,"_Alabama Secretary of State_, ""Democratic primary results and runoff candidates,"" June 11, 2010",http://www.sos.state.al.us/downloads/election/2010/primaryro/2010-Primary-DemCert-2010-06-11.pdf
AL-2002-house-18-D-MORROW-JOHNNY-MACK,2002,"Morrow, Johnny Mack",https://ballotpedia.org/Johnny_Mack_Morrow,Footnotes,,↑,https://ballotpedia.org/Johnny_Mack_Morrow#cite_ref-8
AL-2002-house-18-D-MORROW-JOHNNY-MACK,2002,"Morrow, Johnny Mack",https://ballotpedia.org/Johnny_Mack_Morrow,Footnotes,,"_Alabama Secretary of State_, ""Official 2010 General election results,"" accessed July 8, 2015",http://www.alabamavotes.gov/downloads/election/2010/general/2010GeneralResults-AllStateAndFederalOfficesAndAmendments-CompleteWithWrite-inAppendix.pdf
AL-2002-house-18-D-MORROW-JOHNNY-MACK,2002,"Morrow, Johnny Mack",https://ballotpedia.org/Johnny_Mack_Morrow,Footnotes,,↑,https://ballotpedia.org/Johnny_Mack_Morrow#cite_ref-9
AL-2002-house-18-D-MORROW-JOHNNY-MACK,2002,"Morrow, Johnny Mack",https://ballotpedia.org/Johnny_Mack_Morrow,Footnotes,,"_Alabama Secretary of State_, ""Official 2006 election results,"" accessed April 15, 2014",http://www.alabamavotes.gov/downloads/election/2006/general/alhouse-certificate-of-election-12-29-2006.pdf
AL-2002-house-18-D-MORROW-JOHNNY-MACK,2002,"Morrow, Johnny Mack",https://ballotpedia.org/Johnny_Mack_Morrow,Footnotes,,↑,https://ballotpedia.org/Johnny_Mack_Morrow#cite_ref-10
AL-2002-house-18-D-MORROW-JOHNNY-MACK,2002,"Morrow, Johnny Mack",https://ballotpedia.org/Johnny_Mack_Morrow,Footnotes,,"_Project Vote Smart_, ""Johnny Mack Morrow's Biography,"" accessed July 18, 2015",http://votesmart.org/candidate/biography/5688
AL-2002-house-18-D-MORROW-JOHNNY-MACK,2002,"Morrow, Johnny Mack",https://ballotpedia.org/Johnny_Mack_Morrow,Footnotes,,Click to show more.,https://ballotpedia.org/Johnny_Mack_Morrow#
AL-2002-house-18-D-MORROW-JOHNNY-MACK,2002,"Morrow, Johnny Mack",https://ballotpedia.org/Johnny_Mack_Morrow,Footnotes,,Jamie Kiel,https://ballotpedia.org/Jamie_Kiel
AL-2010-house-18-D-JOHNNY-MACK-MORROW,2010,JOHNNY MACK MORROW,https://ballotpedia.org/Johnny_Mack_Morrow,Footnotes,,↑,https://ballotpedia.org/Johnny_Mack_Morrow#cite_ref-1
AL-2010-house-18-D-JOHNNY-MACK-MORROW,2010,JOHNNY MACK MORROW,https://ballotpedia.org/Johnny_Mack_Morrow,Footnotes,,"_The Alabama Legislature_, ""Representative Morrow, Johnny Mack District/Biography,"" accessed April 14, 2017",http://www.legislature.state.al.us/aliswww/ISD/ALRepresentative.aspx?NAME=Morrow&OID_SPONSOR=85932&OID_PERSON=1058&SESSNAME=Regular%20Session%202017
AL-2010-house-18-D-JOHNNY-MACK-MORROW,2010,JOHNNY MACK MORROW,https://ballotpedia.org/Johnny_Mack_Morrow,Footnotes,,↑,https://ballotpedia.org/Johnny_Mack_Morrow#cite_ref-2
AL-2010-house-18-D-JOHNNY-MACK-MORROW,2010,JOHNNY MACK MORROW,https://ballotpedia.org/Johnny_Mack_Morrow,Footnotes,,"_Alabama Democrats,_ ""Qualified candidates for public office list,"" accessed February 27, 2014",http://aldemocrats.org/images/uploads/2014_Qualified_Candidates_press.xls
AL-2010-house-18-D-JOHNNY-MACK-MORROW,2010,JOHNNY MACK MORROW,https://ballotpedia.org/Johnny_Mack_Morrow,Footnotes,,↑,https://ballotpedia.org/Johnny_Mack_Morrow#cite_ref-3
AL-2010-house-18-D-JOHNNY-MACK-MORROW,2010,JOHNNY MACK MORROW,https://ballotpedia.org/Johnny_Mack_Morrow,Footnotes,,"_Alabama Republican Party,_ ""State Senate,"" accessed February 27, 2014",http://algop.org/elections-2014/2014-qualified-state-republican-candidates/state-senate/
AL-2010-house-18-D-JOHNNY-MACK-MORROW,2010,JOHNNY MACK MORROW,https://ballotpedia.org/Johnny_Mack_Morrow,Footnotes,,↑,https://ballotpedia.org/Johnny_Mack_Morrow#cite_ref-4
AL-2010-house-18-D-JOHNNY-MACK-MORROW,2010,JOHNNY MACK MORROW,https://ballotpedia.org/Johnny_Mack_Morrow,Footnotes,,"_Alabama Secretary of State_, ""Official Democratic Primary Results,"" accessed June 20, 2014",http://www.alabamavotes.gov/downloads/election/2014/primary/2014-Pri-CertifiedResults-DemParty_2014-06-13.pdf
AL-2010-house-18-D-JOHNNY-MACK-MORROW,2010,JOHNNY MACK MORROW,https://ballotpedia.org/Johnny_Mack_Morrow,Footnotes,,↑,https://ballotpedia.org/Johnny_Mack_Morrow#cite_ref-5
