votesmart_candidate_id,candidate,issue_category,organization,interest_group_id,scorecard_id,rating,rating_period,rating_year_start,rating_year_end,source_type,source_url,candidate_page_url
152242,Larry Stutts,Marijuana,NORML (National Organization for the Reform of Marijuana Laws),599,11122,0%,2019,2019,2019,interest_group_rating,https://votesmart.org/interest-group/599/rating/11122,https://j.futurefacts.votesmart.io/candidate/evaluations/152242/larry-stutts
153872,Jack Williams,Business and Consumers,National Federation of Independent Business - Alabama,608,13405,100%,2019-2022,2019,2022,interest_group_rating,https://votesmart.org/interest-group/608/rating/13405,https://j.futurefacts.votesmart.io/candidate/evaluations/153872/jack-williams
153872,Jack Williams,Business and Consumers,National Federation of Independent Business - Alabama,608,12078,100%,2015-2018,2015,2018,interest_group_rating,https://votesmart.org/interest-group/608/rating/12078,https://j.futurefacts.votesmart.io/candidate/evaluations/153872/jack-williams
153872,Jack Williams,Conservative,American Conservative Union (ACU),1481,13783,73%,2022,2022,2022,interest_group_rating,https://votesmart.org/interest-group/1481/rating/13783,https://j.futurefacts.votesmart.io/candidate/evaluations/153872/jack-williams
153872,Jack Williams,Conservative,American Conservative Union (ACU),1481,13784,65%,2022,2022,2022,interest_group_rating,https://votesmart.org/interest-group/1481/rating/13784,https://j.futurefacts.votesmart.io/candidate/evaluations/153872/jack-williams
153872,Jack Williams,Conservative,American Conservative Union (ACU),1481,13079,60%,2020,2020,2020,interest_group_rating,https://votesmart.org/interest-group/1481/rating/13079,https://j.futurefacts.votesmart.io/candidate/evaluations/153872/jack-williams
153872,Jack Williams,Conservative,American Conservative Union (ACU),1481,10896,58%,2018,2018,2018,interest_group_rating,https://votesmart.org/interest-group/1481/rating/10896,https://j.futurefacts.votesmart.io/candidate/evaluations/153872/jack-williams
153872,Jack Williams,Conservative,American Conservative Union (ACU),1481,10895,55%,2018,2018,2018,interest_group_rating,https://votesmart.org/interest-group/1481/rating/10895,https://j.futurefacts.votesmart.io/candidate/evaluations/153872/jack-williams
153872,Jack Williams,Conservative,American Conservative Union (ACU),1481,10589,67%,2017,2017,2017,interest_group_rating,https://votesmart.org/interest-group/1481/rating/10589,https://j.futurefacts.votesmart.io/candidate/evaluations/153872/jack-williams
153872,Jack Williams,Conservative,American Conservative Union (ACU),1481,10590,59%,2017,2017,2017,interest_group_rating,https://votesmart.org/interest-group/1481/rating/10590,https://j.futurefacts.votesmart.io/candidate/evaluations/153872/jack-williams
153872,Jack Williams,Conservative,American Conservative Union (ACU),1481,10128,56%,2016,2016,2016,interest_group_rating,https://votesmart.org/interest-group/1481/rating/10128,https://j.futurefacts.votesmart.io/candidate/evaluations/153872/jack-williams
153872,Jack Williams,Conservative,American Conservative Union (ACU),1481,10112,67%,2016,2016,2016,interest_group_rating,https://votesmart.org/interest-group/1481/rating/10112,https://j.futurefacts.votesmart.io/candidate/evaluations/153872/jack-williams
153872,Jack Williams,Conservative,American Conservative Union (ACU),1481,9176,44%,2015,2015,2015,interest_group_rating,https://votesmart.org/interest-group/1481/rating/9176,https://j.futurefacts.votesmart.io/candidate/evaluations/153872/jack-williams
153872,Jack Williams,Conservative,American Conservative Union (ACU),1481,9175,44%,2015,2015,2015,interest_group_rating,https://votesmart.org/interest-group/1481/rating/9175,https://j.futurefacts.votesmart.io/candidate/evaluations/153872/jack-williams
153872,Jack Williams,Guns,LEAP Forward,2867,13052,25%,2021,2021,2021,interest_group_rating,https://votesmart.org/interest-group/2867/rating/13052,https://j.futurefacts.votesmart.io/candidate/evaluations/153872/jack-williams
153872,Jack Williams,Guns,National Rifle Association (NRA),1034,13506,92%,2022,2022,2022,interest_group_rating,https://votesmart.org/interest-group/1034/rating/13506,https://j.futurefacts.votesmart.io/candidate/evaluations/153872/jack-williams
153872,Jack Williams,Guns,National Rifle Association (NRA),1034,12493,92%,2018,2018,2018,interest_group_rating,https://votesmart.org/interest-group/1034/rating/12493,https://j.futurefacts.votesmart.io/candidate/evaluations/153872/jack-williams
153872,Jack Williams,Guns,National Rifle Association Political Victory Fund (NRA-PVF) - Alabama,1557,7257,86%,2014,2014,2014,interest_group_rating,https://votesmart.org/interest-group/1557/rating/7257,https://j.futurefacts.votesmart.io/candidate/evaluations/153872/jack-williams
153872,Jack Williams,Marijuana,NORML (National Organization for the Reform of Marijuana Laws),599,14258,33%,2024,2024,2024,interest_group_rating,https://votesmart.org/interest-group/599/rating/14258,https://j.futurefacts.votesmart.io/candidate/evaluations/153872/jack-williams
153872,Jack Williams,Marijuana,NORML (National Organization for the Reform of Marijuana Laws),599,13774,33%,2023,2023,2023,interest_group_rating,https://votesmart.org/interest-group/599/rating/13774,https://j.futurefacts.votesmart.io/candidate/evaluations/153872/jack-williams
156754,Van Smith,Business and Consumers,National Federation of Independent Business - Alabama,608,13405,100%,2019-2022,2019,2022,interest_group_rating,https://votesmart.org/interest-group/608/rating/13405,https://j.futurefacts.votesmart.io/candidate/evaluations/156754/van-smith
156754,Van Smith,Conservative,American Conservative Union (ACU),1481,13783,81%,2022,2022,2022,interest_group_rating,https://votesmart.org/interest-group/1481/rating/13783,https://j.futurefacts.votesmart.io/candidate/evaluations/156754/van-smith
156754,Van Smith,Conservative,American Conservative Union (ACU),1481,13784,74%,2022,2022,2022,interest_group_rating,https://votesmart.org/interest-group/1481/rating/13784,https://j.futurefacts.votesmart.io/candidate/evaluations/156754/van-smith
156754,Van Smith,Conservative,American Conservative Union (ACU),1481,13079,56%,2020,2020,2020,interest_group_rating,https://votesmart.org/interest-group/1481/rating/13079,https://j.futurefacts.votesmart.io/candidate/evaluations/156754/van-smith
156754,Van Smith,Guns,LEAP Forward,2867,13052,26%,2021,2021,2021,interest_group_rating,https://votesmart.org/interest-group/2867/rating/13052,https://j.futurefacts.votesmart.io/candidate/evaluations/156754/van-smith
156754,Van Smith,Guns,National Rifle Association (NRA),1034,13506,92%,2022,2022,2022,interest_group_rating,https://votesmart.org/interest-group/1034/rating/13506,https://j.futurefacts.votesmart.io/candidate/evaluations/156754/van-smith
156754,Van Smith,Guns,National Rifle Association (NRA),1034,12494,42%,2019,2019,2019,interest_group_rating,https://votesmart.org/interest-group/1034/rating/12494,https://j.futurefacts.votesmart.io/candidate/evaluations/156754/van-smith
156754,Van Smith,Marijuana,NORML (National Organization for the Reform of Marijuana Laws),599,14258,0%,2024,2024,2024,interest_group_rating,https://votesmart.org/interest-group/599/rating/14258,https://j.futurefacts.votesmart.io/candidate/evaluations/156754/van-smith
156754,Van Smith,Marijuana,NORML (National Organization for the Reform of Marijuana Laws),599,13774,0%,2023,2023,2023,interest_group_rating,https://votesmart.org/interest-group/599/rating/13774,https://j.futurefacts.votesmart.io/candidate/evaluations/156754/van-smith
156759,Chris Elliott,Business and Consumers,National Federation of Independent Business - Alabama,608,13405,100%,2019-2022,2019,2022,interest_group_rating,https://votesmart.org/interest-group/608/rating/13405,https://j.futurefacts.votesmart.io/candidate/evaluations/156759/chris-elliott
156759,Chris Elliott,Conservative,American Conservative Union (ACU),1481,13783,81%,2022,2022,2022,interest_group_rating,https://votesmart.org/interest-group/1481/rating/13783,https://j.futurefacts.votesmart.io/candidate/evaluations/156759/chris-elliott
156759,Chris Elliott,Conservative,American Conservative Union (ACU),1481,13784,76%,2022,2022,2022,interest_group_rating,https://votesmart.org/interest-group/1481/rating/13784,https://j.futurefacts.votesmart.io/candidate/evaluations/156759/chris-elliott
156759,Chris Elliott,Conservative,American Conservative Union (ACU),1481,13079,71%,2020,2020,2020,interest_group_rating,https://votesmart.org/interest-group/1481/rating/13079,https://j.futurefacts.votesmart.io/candidate/evaluations/156759/chris-elliott
156759,Chris Elliott,Guns,LEAP Forward,2867,13052,20%,2021,2021,2021,interest_group_rating,https://votesmart.org/interest-group/2867/rating/13052,https://j.futurefacts.votesmart.io/candidate/evaluations/156759/chris-elliott
156759,Chris Elliott,Guns,National Rifle Association (NRA),1034,13506,92%,2022,2022,2022,interest_group_rating,https://votesmart.org/interest-group/1034/rating/13506,https://j.futurefacts.votesmart.io/candidate/evaluations/156759/chris-elliott
156759,Chris Elliott,Guns,National Rifle Association (NRA),1034,12493,92%,2018,2018,2018,interest_group_rating,https://votesmart.org/interest-group/1034/rating/12493,https://j.futurefacts.votesmart.io/candidate/evaluations/156759/chris-elliott
156759,Chris Elliott,Marijuana,NORML (National Organization for the Reform of Marijuana Laws),599,14258,33%,2024,2024,2024,interest_group_rating,https://votesmart.org/interest-group/599/rating/14258,https://j.futurefacts.votesmart.io/candidate/evaluations/156759/chris-elliott
156759,Chris Elliott,Marijuana,NORML (National Organization for the Reform of Marijuana Laws),599,13774,33%,2023,2023,2023,interest_group_rating,https://votesmart.org/interest-group/599/rating/13774,https://j.futurefacts.votesmart.io/candidate/evaluations/156759/chris-elliott
156773,Josh Carnley,Guns,National Rifle Association (NRA),1034,13506,92%,2022,2022,2022,interest_group_rating,https://votesmart.org/interest-group/1034/rating/13506,https://j.futurefacts.votesmart.io/candidate/evaluations/156773/josh-carnley
15872,Billy Beasley,Business and Consumers,National Federation of Independent Business - Alabama,608,13405,70%,2019-2022,2019,2022,interest_group_rating,https://votesmart.org/interest-group/608/rating/13405,https://j.futurefacts.votesmart.io/candidate/evaluations/15872/billy-beasley
15872,Billy Beasley,Business and Consumers,National Federation of Independent Business - Alabama,608,12078,60%,2015-2018,2015,2018,interest_group_rating,https://votesmart.org/interest-group/608/rating/12078,https://j.futurefacts.votesmart.io/candidate/evaluations/15872/billy-beasley
15872,Billy Beasley,Business and Consumers,National Federation of Independent Business - Alabama,608,7917,55%,2011-2014,2011,2014,interest_group_rating,https://votesmart.org/interest-group/608/rating/7917,https://j.futurefacts.votesmart.io/candidate/evaluations/15872/billy-beasley
15872,Billy Beasley,Business and Consumers,National Federation of Independent Business - Alabama,608,5608,50%,2007-2010,2007,2010,interest_group_rating,https://votesmart.org/interest-group/608/rating/5608,https://j.futurefacts.votesmart.io/candidate/evaluations/15872/billy-beasley
15872,Billy Beasley,Business and Consumers,National Federation of Independent Business - Alabama,608,3421,50%,2003-2006,2003,2006,interest_group_rating,https://votesmart.org/interest-group/608/rating/3421,https://j.futurefacts.votesmart.io/candidate/evaluations/15872/billy-beasley
15872,Billy Beasley,Conservative,American Conservative Union (ACU),1481,13784,45%,2022,2022,2022,interest_group_rating,https://votesmart.org/interest-group/1481/rating/13784,https://j.futurefacts.votesmart.io/candidate/evaluations/15872/billy-beasley
15872,Billy Beasley,Conservative,American Conservative Union (ACU),1481,13783,44%,2022,2022,2022,interest_group_rating,https://votesmart.org/interest-group/1481/rating/13783,https://j.futurefacts.votesmart.io/candidate/evaluations/15872/billy-beasley
15872,Billy Beasley,Conservative,American Conservative Union (ACU),1481,13079,43%,2020,2020,2020,interest_group_rating,https://votesmart.org/interest-group/1481/rating/13079,https://j.futurefacts.votesmart.io/candidate/evaluations/15872/billy-beasley
15872,Billy Beasley,Conservative,American Conservative Union (ACU),1481,10896,41%,2018,2018,2018,interest_group_rating,https://votesmart.org/interest-group/1481/rating/10896,https://j.futurefacts.votesmart.io/candidate/evaluations/15872/billy-beasley
15872,Billy Beasley,Conservative,American Conservative Union (ACU),1481,10895,67%,2018,2018,2018,interest_group_rating,https://votesmart.org/interest-group/1481/rating/10895,https://j.futurefacts.votesmart.io/candidate/evaluations/15872/billy-beasley
15872,Billy Beasley,Conservative,American Conservative Union (ACU),1481,10590,35%,2017,2017,2017,interest_group_rating,https://votesmart.org/interest-group/1481/rating/10590,https://j.futurefacts.votesmart.io/candidate/evaluations/15872/billy-beasley
15872,Billy Beasley,Conservative,American Conservative Union (ACU),1481,10589,39%,2017,2017,2017,interest_group_rating,https://votesmart.org/interest-group/1481/rating/10589,https://j.futurefacts.votesmart.io/candidate/evaluations/15872/billy-beasley
15872,Billy Beasley,Conservative,American Conservative Union (ACU),1481,10112,58%,2016,2016,2016,interest_group_rating,https://votesmart.org/interest-group/1481/rating/10112,https://j.futurefacts.votesmart.io/candidate/evaluations/15872/billy-beasley
15872,Billy Beasley,Conservative,American Conservative Union (ACU),1481,10128,33%,2016,2016,2016,interest_group_rating,https://votesmart.org/interest-group/1481/rating/10128,https://j.futurefacts.votesmart.io/candidate/evaluations/15872/billy-beasley
15872,Billy Beasley,Conservative,American Conservative Union (ACU),1481,9175,33%,2015,2015,2015,interest_group_rating,https://votesmart.org/interest-group/1481/rating/9175,https://j.futurefacts.votesmart.io/candidate/evaluations/15872/billy-beasley
15872,Billy Beasley,Conservative,American Conservative Union (ACU),1481,9176,21%,2015,2015,2015,interest_group_rating,https://votesmart.org/interest-group/1481/rating/9176,https://j.futurefacts.votesmart.io/candidate/evaluations/15872/billy-beasley
15872,Billy Beasley,Conservative,American Conservative Union (ACU),1481,10283,8%,2014,2014,2014,interest_group_rating,https://votesmart.org/interest-group/1481/rating/10283,https://j.futurefacts.votesmart.io/candidate/evaluations/15872/billy-beasley
15872,Billy Beasley,Conservative,Christian Coalition of Alabama,510,3269,58%,2003-2006,2003,2006,interest_group_rating,https://votesmart.org/interest-group/510/rating/3269,https://j.futurefacts.votesmart.io/candidate/evaluations/15872/billy-beasley
15872,Billy Beasley,Conservative,Christian Coalition of Alabama,510,1389,52%,1999-2000,1999,2000,interest_group_rating,https://votesmart.org/interest-group/510/rating/1389,https://j.futurefacts.votesmart.io/candidate/evaluations/15872/billy-beasley
15872,Billy Beasley,Conservative,Conservative Christians of Alabama,2201,12486,7%,2004,2004,2004,interest_group_rating,https://votesmart.org/interest-group/2201/rating/12486,https://j.futurefacts.votesmart.io/candidate/evaluations/15872/billy-beasley
15872,Billy Beasley,Conservative,Eagle Forum of Alabama,369,2635,7%,2004,2004,2004,interest_group_rating,https://votesmart.org/interest-group/369/rating/2635,https://j.futurefacts.votesmart.io/candidate/evaluations/15872/billy-beasley
15872,Billy Beasley,Guns,LEAP Forward,2867,13052,70%,2021,2021,2021,interest_group_rating,https://votesmart.org/interest-group/2867/rating/13052,https://j.futurefacts.votesmart.io/candidate/evaluations/15872/billy-beasley
15872,Billy Beasley,Guns,National Rifle Association (NRA),1034,13506,67%,2022,2022,2022,interest_group_rating,https://votesmart.org/interest-group/1034/rating/13506,https://j.futurefacts.votesmart.io/candidate/evaluations/15872/billy-beasley
15872,Billy Beasley,Guns,National Rifle Association (NRA),1034,12493,92%,2018,2018,2018,interest_group_rating,https://votesmart.org/interest-group/1034/rating/12493,https://j.futurefacts.votesmart.io/candidate/evaluations/15872/billy-beasley
15872,Billy Beasley,Guns,National Rifle Association Political Victory Fund (NRA-PVF) - Alabama,1557,5559,100%,2010,2010,2010,interest_group_rating,https://votesmart.org/interest-group/1557/rating/5559,https://j.futurefacts.votesmart.io/candidate/evaluations/15872/billy-beasley
15872,Billy Beasley,Guns,National Rifle Association Political Victory Fund (NRA-PVF) - Alabama,1557,3440,A+,2006,2006,2006,interest_group_rating,https://votesmart.org/interest-group/1557/rating/3440,https://j.futurefacts.votesmart.io/candidate/evaluations/15872/billy-beasley
15872,Billy Beasley,Guns,National Rifle Association Political Victory Fund (NRA-PVF) - Alabama,1557,2028,0%,2002,2002,2002,interest_group_rating,https://votesmart.org/interest-group/1557/rating/2028,https://j.futurefacts.votesmart.io/candidate/evaluations/15872/billy-beasley
15872,Billy Beasley,Guns,National Rifle Association Political Victory Fund (NRA-PVF) - Alabama,1557,1128,B,1998,1998,1998,interest_group_rating,https://votesmart.org/interest-group/1557/rating/1128,https://j.futurefacts.votesmart.io/candidate/evaluations/15872/billy-beasley
15872,Billy Beasley,Marijuana,NORML (National Organization for the Reform of Marijuana Laws),599,14258,100%,2024,2024,2024,interest_group_rating,https://votesmart.org/interest-group/599/rating/14258,https://j.futurefacts.votesmart.io/candidate/evaluations/15872/billy-beasley
15872,Billy Beasley,Marijuana,NORML (National Organization for the Reform of Marijuana Laws),599,13774,100%,2023,2023,2023,interest_group_rating,https://votesmart.org/interest-group/599/rating/13774,https://j.futurefacts.votesmart.io/candidate/evaluations/15872/billy-beasley
15874,Ronald Grantland,Business and Consumers,National Federation of Independent Business - Alabama,608,5608,44%,2007-2010,2007,2010,interest_group_rating,https://votesmart.org/interest-group/608/rating/5608,https://j.futurefacts.votesmart.io/candidate/evaluations/15874/ronald-grantland
15874,Ronald Grantland,Business and Consumers,National Federation of Independent Business - Alabama,608,3421,70%,2003-2006,2003,2006,interest_group_rating,https://votesmart.org/interest-group/608/rating/3421,https://j.futurefacts.votesmart.io/candidate/evaluations/15874/ronald-grantland
15874,Ronald Grantland,Conservative,Christian Coalition of Alabama,510,3269,59%,2003-2006,2003,2006,interest_group_rating,https://votesmart.org/interest-group/510/rating/3269,https://j.futurefacts.votesmart.io/candidate/evaluations/15874/ronald-grantland
15874,Ronald Grantland,Conservative,Christian Coalition of Alabama,510,1389,58%,1999-2000,1999,2000,interest_group_rating,https://votesmart.org/interest-group/510/rating/1389,https://j.futurefacts.votesmart.io/candidate/evaluations/15874/ronald-grantland
15874,Ronald Grantland,Conservative,Conservative Christians of Alabama,2201,12486,17%,2004,2004,2004,interest_group_rating,https://votesmart.org/interest-group/2201/rating/12486,https://j.futurefacts.votesmart.io/candidate/evaluations/15874/ronald-grantland
15874,Ronald Grantland,Conservative,Eagle Forum of Alabama,369,2635,17%,2004,2004,2004,interest_group_rating,https://votesmart.org/interest-group/369/rating/2635,https://j.futurefacts.votesmart.io/candidate/evaluations/15874/ronald-grantland
15874,Ronald Grantland,Guns,Gun Owners of America (GOA),1226,12498,86%,2002,2002,2002,interest_group_rating,https://votesmart.org/interest-group/1226/rating/12498,https://j.futurefacts.votesmart.io/candidate/evaluations/15874/ronald-grantland
15874,Ronald Grantland,Guns,National Rifle Association Political Victory Fund (NRA-PVF) - Alabama,1557,3440,A,2006,2006,2006,interest_group_rating,https://votesmart.org/interest-group/1557/rating/3440,https://j.futurefacts.votesmart.io/candidate/evaluations/15874/ronald-grantland
15874,Ronald Grantland,Guns,National Rifle Association Political Victory Fund (NRA-PVF) - Alabama,1557,2028,0%,2002,2002,2002,interest_group_rating,https://votesmart.org/interest-group/1557/rating/2028,https://j.futurefacts.votesmart.io/candidate/evaluations/15874/ronald-grantland
15874,Ronald Grantland,Guns,National Rifle Association Political Victory Fund (NRA-PVF) - Alabama,1557,1128,B,1998,1998,1998,interest_group_rating,https://votesmart.org/interest-group/1557/rating/1128,https://j.futurefacts.votesmart.io/candidate/evaluations/15874/ronald-grantland
15890,Elwyn Thomas,Business and Consumers,League of Southeastern Credit Unions,1991,5850,100%,2010,2010,2010,interest_group_rating,https://votesmart.org/interest-group/1991/rating/5850,https://j.futurefacts.votesmart.io/candidate/evaluations/15890/elwyn-thomas
15890,Elwyn Thomas,Business and Consumers,National Federation of Independent Business - Alabama,608,5608,86%,2007-2010,2007,2010,interest_group_rating,https://votesmart.org/interest-group/608/rating/5608,https://j.futurefacts.votesmart.io/candidate/evaluations/15890/elwyn-thomas
15890,Elwyn Thomas,Business and Consumers,National Federation of Independent Business - Alabama,608,3421,88%,2003-2006,2003,2006,interest_group_rating,https://votesmart.org/interest-group/608/rating/3421,https://j.futurefacts.votesmart.io/candidate/evaluations/15890/elwyn-thomas
15890,Elwyn Thomas,Conservative,Christian Coalition of Alabama,510,3269,77%,2003-2006,2003,2006,interest_group_rating,https://votesmart.org/interest-group/510/rating/3269,https://j.futurefacts.votesmart.io/candidate/evaluations/15890/elwyn-thomas
15890,Elwyn Thomas,Conservative,Christian Coalition of Alabama,510,1389,83%,1999-2000,1999,2000,interest_group_rating,https://votesmart.org/interest-group/510/rating/1389,https://j.futurefacts.votesmart.io/candidate/evaluations/15890/elwyn-thomas
15890,Elwyn Thomas,Conservative,Conservative Christians of Alabama,2201,12486,20%,2004,2004,2004,interest_group_rating,https://votesmart.org/interest-group/2201/rating/12486,https://j.futurefacts.votesmart.io/candidate/evaluations/15890/elwyn-thomas
15890,Elwyn Thomas,Conservative,Eagle Forum of Alabama,369,2635,20%,2004,2004,2004,interest_group_rating,https://votesmart.org/interest-group/369/rating/2635,https://j.futurefacts.votesmart.io/candidate/evaluations/15890/elwyn-thomas
15890,Elwyn Thomas,Conservative,Eagle Forum of Alabama,369,1945,100%,2002,2002,2002,interest_group_rating,https://votesmart.org/interest-group/369/rating/1945,https://j.futurefacts.votesmart.io/candidate/evaluations/15890/elwyn-thomas
15890,Elwyn Thomas,Guns,National Rifle Association Political Victory Fund (NRA-PVF) - Alabama,1557,5559,92%,2010,2010,2010,interest_group_rating,https://votesmart.org/interest-group/1557/rating/5559,https://j.futurefacts.votesmart.io/candidate/evaluations/15890/elwyn-thomas
15890,Elwyn Thomas,Guns,National Rifle Association Political Victory Fund (NRA-PVF) - Alabama,1557,3440,A,2006,2006,2006,interest_group_rating,https://votesmart.org/interest-group/1557/rating/3440,https://j.futurefacts.votesmart.io/candidate/evaluations/15890/elwyn-thomas
15890,Elwyn Thomas,Guns,National Rifle Association Political Victory Fund (NRA-PVF) - Alabama,1557,2028,0%,2002,2002,2002,interest_group_rating,https://votesmart.org/interest-group/1557/rating/2028,https://j.futurefacts.votesmart.io/candidate/evaluations/15890/elwyn-thomas
15890,Elwyn Thomas,Guns,National Rifle Association Political Victory Fund (NRA-PVF) - Alabama,1557,1128,B,1998,1998,1998,interest_group_rating,https://votesmart.org/interest-group/1557/rating/1128,https://j.futurefacts.votesmart.io/candidate/evaluations/15890/elwyn-thomas
15892,Eric Major,Business and Consumers,National Federation of Independent Business - Alabama,608,3421,30%,2003-2006,2003,2006,interest_group_rating,https://votesmart.org/interest-group/608/rating/3421,https://j.futurefacts.votesmart.io/candidate/evaluations/15892/eric-major
15892,Eric Major,Conservative,Christian Coalition of Alabama,510,3269,56%,2003-2006,2003,2006,interest_group_rating,https://votesmart.org/interest-group/510/rating/3269,https://j.futurefacts.votesmart.io/candidate/evaluations/15892/eric-major
15892,Eric Major,Conservative,Christian Coalition of Alabama,510,1389,23%,1999-2000,1999,2000,interest_group_rating,https://votesmart.org/interest-group/510/rating/1389,https://j.futurefacts.votesmart.io/candidate/evaluations/15892/eric-major
15892,Eric Major,Conservative,Conservative Christians of Alabama,2201,12486,17%,2004,2004,2004,interest_group_rating,https://votesmart.org/interest-group/2201/rating/12486,https://j.futurefacts.votesmart.io/candidate/evaluations/15892/eric-major
15892,Eric Major,Conservative,Eagle Forum of Alabama,369,2635,17%,2004,2004,2004,interest_group_rating,https://votesmart.org/interest-group/369/rating/2635,https://j.futurefacts.votesmart.io/candidate/evaluations/15892/eric-major
15892,Eric Major,Guns,National Rifle Association Political Victory Fund (NRA-PVF) - Alabama,1557,7257,0%,2014,2014,2014,interest_group_rating,https://votesmart.org/interest-group/1557/rating/7257,https://j.futurefacts.votesmart.io/candidate/evaluations/15892/eric-major
15896,Robert Bentley,Abortion,NARAL Pro-Choice America,1016,6839,0%,2013,2013,2013,interest_group_rating,https://votesmart.org/interest-group/1016/rating/6839,https://j.futurefacts.votesmart.io/candidate/evaluations/15896/robert-bentley
15896,Robert Bentley,Business and Consumers,National Federation of Independent Business - Alabama,608,5608,88%,2007-2010,2007,2010,interest_group_rating,https://votesmart.org/interest-group/608/rating/5608,https://j.futurefacts.votesmart.io/candidate/evaluations/15896/robert-bentley
15896,Robert Bentley,Business and Consumers,National Federation of Independent Business - Alabama,608,3421,56%,2003-2006,2003,2006,interest_group_rating,https://votesmart.org/interest-group/608/rating/3421,https://j.futurefacts.votesmart.io/candidate/evaluations/15896/robert-bentley
15896,Robert Bentley,Conservative,Christian Coalition of Alabama,510,3269,74%,2003-2006,2003,2006,interest_group_rating,https://votesmart.org/interest-group/510/rating/3269,https://j.futurefacts.votesmart.io/candidate/evaluations/15896/robert-bentley
15896,Robert Bentley,Conservative,Conservative Christians of Alabama,2201,12486,33%,2004,2004,2004,interest_group_rating,https://votesmart.org/interest-group/2201/rating/12486,https://j.futurefacts.votesmart.io/candidate/evaluations/15896/robert-bentley
15896,Robert Bentley,Conservative,Eagle Forum of Alabama,369,2635,33%,2004,2004,2004,interest_group_rating,https://votesmart.org/interest-group/369/rating/2635,https://j.futurefacts.votesmart.io/candidate/evaluations/15896/robert-bentley
15896,Robert Bentley,Education,The Center for Education Reform,2183,10592,50%,2016,2016,2016,interest_group_rating,https://votesmart.org/interest-group/2183/rating/10592,https://j.futurefacts.votesmart.io/candidate/evaluations/15896/robert-bentley
15896,Robert Bentley,Education,The Center for Education Reform,2183,8828,100%,2014,2014,2014,interest_group_rating,https://votesmart.org/interest-group/2183/rating/8828,https://j.futurefacts.votesmart.io/candidate/evaluations/15896/robert-bentley
15896,Robert Bentley,Education,The Center for Education Reform,2183,6861,33%,2012,2012,2012,interest_group_rating,https://votesmart.org/interest-group/2183/rating/6861,https://j.futurefacts.votesmart.io/candidate/evaluations/15896/robert-bentley
15896,Robert Bentley,Fiscally Conservative,The Cato Institute,529,9620,46%,2016,2016,2016,interest_group_rating,https://votesmart.org/interest-group/529/rating/9620,https://j.futurefacts.votesmart.io/candidate/evaluations/15896/robert-bentley
15896,Robert Bentley,Fiscally Conservative,The Cato Institute,529,9619,43%,2016,2016,2016,interest_group_rating,https://votesmart.org/interest-group/529/rating/9619,https://j.futurefacts.votesmart.io/candidate/evaluations/15896/robert-bentley
15896,Robert Bentley,Fiscally Conservative,The Cato Institute,529,9618,39%,2016,2016,2016,interest_group_rating,https://votesmart.org/interest-group/529/rating/9618,https://j.futurefacts.votesmart.io/candidate/evaluations/15896/robert-bentley
15896,Robert Bentley,Guns,National Rifle Association (NRA),1034,7165,93%,2014,2014,2014,interest_group_rating,https://votesmart.org/interest-group/1034/rating/7165,https://j.futurefacts.votesmart.io/candidate/evaluations/15896/robert-bentley
15896,Robert Bentley,Guns,National Rifle Association Political Victory Fund (NRA-PVF) - Alabama,1557,5559,92%,2010,2010,2010,interest_group_rating,https://votesmart.org/interest-group/1557/rating/5559,https://j.futurefacts.votesmart.io/candidate/evaluations/15896/robert-bentley
15896,Robert Bentley,Guns,National Rifle Association Political Victory Fund (NRA-PVF) - Alabama,1557,3440,A,2006,2006,2006,interest_group_rating,https://votesmart.org/interest-group/1557/rating/3440,https://j.futurefacts.votesmart.io/candidate/evaluations/15896/robert-bentley
15896,Robert Bentley,Guns,National Rifle Association Political Victory Fund (NRA-PVF) - Alabama,1557,2028,0%,2002,2002,2002,interest_group_rating,https://votesmart.org/interest-group/1557/rating/2028,https://j.futurefacts.votesmart.io/candidate/evaluations/15896/robert-bentley
15896,Robert Bentley,Marijuana,NORML (National Organization for the Reform of Marijuana Laws),599,10001,17%,2016,2016,2016,interest_group_rating,https://votesmart.org/interest-group/599/rating/10001,https://j.futurefacts.votesmart.io/candidate/evaluations/15896/robert-bentley
15907,Jim Preuitt,Business and Consumers,National Federation of Independent Business - Alabama,608,5608,86%,2007-2010,2007,2010,interest_group_rating,https://votesmart.org/interest-group/608/rating/5608,https://j.futurefacts.votesmart.io/candidate/evaluations/15907/jim-preuitt
15907,Jim Preuitt,Business and Consumers,National Federation of Independent Business - Alabama,608,3421,50%,2003-2006,2003,2006,interest_group_rating,https://votesmart.org/interest-group/608/rating/3421,https://j.futurefacts.votesmart.io/candidate/evaluations/15907/jim-preuitt
15907,Jim Preuitt,Conservative,Christian Coalition of Alabama,510,3269,52%,2003-2006,2003,2006,interest_group_rating,https://votesmart.org/interest-group/510/rating/3269,https://j.futurefacts.votesmart.io/candidate/evaluations/15907/jim-preuitt
15907,Jim Preuitt,Conservative,Christian Coalition of Alabama,510,1389,30%,1999-2000,1999,2000,interest_group_rating,https://votesmart.org/interest-group/510/rating/1389,https://j.futurefacts.votesmart.io/candidate/evaluations/15907/jim-preuitt
15907,Jim Preuitt,Conservative,Conservative Christians of Alabama,2201,12486,10%,2004,2004,2004,interest_group_rating,https://votesmart.org/interest-group/2201/rating/12486,https://j.futurefacts.votesmart.io/candidate/evaluations/15907/jim-preuitt
