canonical_candidate_id,election_cycle,family,evidence_weight,evidence_records,distinct_issues,source_type_count,person_id,candidate_name,family_valence,family_score_available,model_family_valence
AL-1998-senate-9-R-KING,1998.0,environment_resources,5.0,5,1,1,ALPERSON-KING,King,-0.9,False,
AL-1998-senate-9-R-KING,1998.0,labor_capital,1.0,1,1,1,ALPERSON-KING,King,1.0,False,
AL-1998-senate-9-R-KING,1998.0,market_government_direction,4.0,4,1,1,ALPERSON-KING,King,0.5,False,
AL-1998-senate-9-R-KING,1998.0,material_support,4.0,4,3,1,ALPERSON-KING,King,-0.25,True,-0.25
AL-1998-senate-9-R-KING,1998.0,order_justice,8.0,8,1,1,ALPERSON-KING,King,0.4375,False,
AL-1998-senate-9-R-KING,1998.0,social_liberty_equality,11.0,11,4,1,ALPERSON-KING,King,-0.8181818181818182,True,-0.8181818181818182
AL-2002-house-1-D-STARKEY-NELSON,2002.0,market_government_direction,0.65,1,1,1,ALPERSON-STARKEY-NELSON,"Starkey, Nelson",-0.78,False,
AL-2002-house-10-R-BALL-MIKE,2002.0,environment_resources,1.0,1,1,1,ALPERSON-BALL-MIKE,"Ball, Mike",0.0,False,
AL-2002-house-10-R-BALL-MIKE,2002.0,market_government_direction,4.0,4,1,1,ALPERSON-BALL-MIKE,"Ball, Mike",0.5,False,
AL-2002-house-10-R-BALL-MIKE,2002.0,material_support,6.0,6,3,1,ALPERSON-BALL-MIKE,"Ball, Mike",0.6666666666666666,True,0.6666666666666666
AL-2002-house-10-R-BALL-MIKE,2002.0,order_justice,6.0,6,1,1,ALPERSON-BALL-MIKE,"Ball, Mike",0.5833333333333334,False,
AL-2002-house-10-R-BALL-MIKE,2002.0,social_liberty_equality,8.0,8,3,1,ALPERSON-BALL-MIKE,"Ball, Mike",-0.5,True,-0.5
AL-2002-house-100-R-GASTON-VICTOR,2002.0,environment_resources,1.0,1,1,1,ALPERSON-GASTON-VICTOR,"Gaston, Victor",1.0,False,
AL-2002-house-100-R-GASTON-VICTOR,2002.0,market_government_direction,0.65,1,1,1,ALPERSON-GASTON-VICTOR,"Gaston, Victor",-1.0,False,
AL-2002-house-100-R-GASTON-VICTOR,2002.0,material_support,3.0,3,1,1,ALPERSON-GASTON-VICTOR,"Gaston, Victor",1.0,False,
AL-2002-house-100-R-GASTON-VICTOR,2002.0,order_justice,13.0,13,1,1,ALPERSON-GASTON-VICTOR,"Gaston, Victor",0.8461538461538461,False,
AL-2002-house-100-R-GASTON-VICTOR,2002.0,social_liberty_equality,8.0,8,3,1,ALPERSON-GASTON-VICTOR,"Gaston, Victor",-0.25,True,-0.25
AL-2002-house-102-R-TURNER-J-E,2002.0,market_government_direction,0.65,1,1,1,ALPERSON-TURNER-J-E,"Turner, J.E.",-1.0,False,
AL-2002-house-102-R-TURNER-J-E,2002.0,material_support,2.0,2,1,1,ALPERSON-TURNER-J-E,"Turner, J.E.",1.0,False,
AL-2002-house-102-R-TURNER-J-E,2002.0,order_justice,10.0,10,1,1,ALPERSON-TURNER-J-E,"Turner, J.E.",1.0,False,
AL-2002-house-102-R-TURNER-J-E,2002.0,social_liberty_equality,5.0,5,2,1,ALPERSON-TURNER-J-E,"Turner, J.E.",-0.6,True,-0.6
AL-2002-house-103-D-MITCHELL-JOSEPH-C,2002.0,market_government_direction,0.65,1,1,1,ALPERSON-MITCHELL-JOSEPH-C,"Mitchell, Joseph C.",0.4,False,
AL-2002-house-104-D-WEBSTER-DANIEL-J,2002.0,environment_resources,2.0,2,2,1,ALPERSON-WEBSTER-DANIEL-J,"Webster, Daniel J.",0.75,True,0.75
AL-2002-house-104-D-WEBSTER-DANIEL-J,2002.0,market_government_direction,3.0,3,1,1,ALPERSON-WEBSTER-DANIEL-J,"Webster, Daniel J.",1.0,False,
AL-2002-house-104-D-WEBSTER-DANIEL-J,2002.0,material_support,8.0,8,3,1,ALPERSON-WEBSTER-DANIEL-J,"Webster, Daniel J.",0.875,True,0.875
AL-2002-house-104-D-WEBSTER-DANIEL-J,2002.0,order_justice,8.0,8,1,1,ALPERSON-WEBSTER-DANIEL-J,"Webster, Daniel J.",0.4375,False,
AL-2002-house-104-D-WEBSTER-DANIEL-J,2002.0,social_liberty_equality,9.0,9,4,1,ALPERSON-WEBSTER-DANIEL-J,"Webster, Daniel J.",-0.1111111111111111,True,-0.1111111111111111
AL-2002-house-104-R-BARTON-JIM,2002.0,environment_resources,2.0,2,1,1,ALPERSON-BARTON-JIM,"Barton, Jim",-0.5,False,
AL-2002-house-104-R-BARTON-JIM,2002.0,market_government_direction,3.0,3,1,1,ALPERSON-BARTON-JIM,"Barton, Jim",0.3333333333333333,False,
AL-2002-house-104-R-BARTON-JIM,2002.0,material_support,7.0,7,2,1,ALPERSON-BARTON-JIM,"Barton, Jim",0.8571428571428571,True,0.8571428571428571
AL-2002-house-104-R-BARTON-JIM,2002.0,order_justice,7.0,7,1,1,ALPERSON-BARTON-JIM,"Barton, Jim",0.42857142857142855,False,
AL-2002-house-104-R-BARTON-JIM,2002.0,social_liberty_equality,6.0,6,3,1,ALPERSON-BARTON-JIM,"Barton, Jim",-1.0,True,-1.0
AL-2002-house-11-D-MAZE-DENNIS-E,2002.0,environment_resources,3.0,3,2,1,ALPERSON-MAZE-DENNIS-E,"Maze, Dennis E.",0.0,True,0.0
AL-2002-house-11-D-MAZE-DENNIS-E,2002.0,market_government_direction,4.0,4,1,1,ALPERSON-MAZE-DENNIS-E,"Maze, Dennis E.",0.5,False,
AL-2002-house-11-D-MAZE-DENNIS-E,2002.0,material_support,9.0,9,3,1,ALPERSON-MAZE-DENNIS-E,"Maze, Dennis E.",0.7777777777777778,True,0.7777777777777778
AL-2002-house-11-D-MAZE-DENNIS-E,2002.0,order_justice,6.0,6,1,1,ALPERSON-MAZE-DENNIS-E,"Maze, Dennis E.",0.5,False,
AL-2002-house-11-D-MAZE-DENNIS-E,2002.0,social_liberty_equality,13.0,13,4,1,ALPERSON-MAZE-DENNIS-E,"Maze, Dennis E.",-0.07692307692307693,True,-0.07692307692307693
AL-2002-house-12-D-MORRISON-NEAL,2002.0,market_government_direction,0.65,1,1,1,ALPERSON-MORRISON-NEAL,"Morrison, Neal",-0.4600000000000001,False,
AL-2002-house-12-R-BESHEARS-MITCHELL,2002.0,environment_resources,1.0,1,1,1,ALPERSON-BESHEARS-MITCHELL,"BeShears, Mitchell",0.0,False,
AL-2002-house-12-R-BESHEARS-MITCHELL,2002.0,market_government_direction,3.0,3,1,1,ALPERSON-BESHEARS-MITCHELL,"BeShears, Mitchell",0.3333333333333333,False,
AL-2002-house-12-R-BESHEARS-MITCHELL,2002.0,material_support,4.0,4,3,1,ALPERSON-BESHEARS-MITCHELL,"BeShears, Mitchell",0.625,True,0.625
AL-2002-house-12-R-BESHEARS-MITCHELL,2002.0,order_justice,7.0,7,1,1,ALPERSON-BESHEARS-MITCHELL,"BeShears, Mitchell",0.35714285714285715,False,
AL-2002-house-12-R-BESHEARS-MITCHELL,2002.0,social_liberty_equality,8.0,8,4,1,ALPERSON-BESHEARS-MITCHELL,"BeShears, Mitchell",-0.75,True,-0.75
AL-2002-house-13-R-COMBS-TOMMY,2002.0,environment_resources,3.0,3,2,1,ALPERSON-COMBS-TOMMY,"Combs, Tommy",0.8333333333333334,True,0.8333333333333334
AL-2002-house-13-R-COMBS-TOMMY,2002.0,market_government_direction,4.0,4,1,1,ALPERSON-COMBS-TOMMY,"Combs, Tommy",0.5,False,
AL-2002-house-13-R-COMBS-TOMMY,2002.0,material_support,5.0,5,3,1,ALPERSON-COMBS-TOMMY,"Combs, Tommy",0.9,True,0.9
AL-2002-house-13-R-COMBS-TOMMY,2002.0,order_justice,8.0,8,1,1,ALPERSON-COMBS-TOMMY,"Combs, Tommy",0.4375,False,
AL-2002-house-13-R-COMBS-TOMMY,2002.0,social_liberty_equality,11.0,11,4,1,ALPERSON-COMBS-TOMMY,"Combs, Tommy",-0.2727272727272727,True,-0.2727272727272727
AL-2002-house-14-D-GUIN-KEN,2002.0,market_government_direction,0.65,1,1,1,ALPERSON-GUIN-KEN,"Guin, Ken",-0.56,False,
AL-2002-house-14-R-FRAZIER-ED,2002.0,market_government_direction,2.0,2,1,1,ALPERSON-FRAZIER-ED,"Frazier, Ed",1.0,False,
AL-2002-house-14-R-FRAZIER-ED,2002.0,material_support,8.0,8,3,1,ALPERSON-FRAZIER-ED,"Frazier, Ed",1.0,True,1.0
AL-2002-house-14-R-FRAZIER-ED,2002.0,order_justice,3.0,3,1,1,ALPERSON-FRAZIER-ED,"Frazier, Ed",0.3333333333333333,False,
AL-2002-house-14-R-FRAZIER-ED,2002.0,social_liberty_equality,7.0,7,4,1,ALPERSON-FRAZIER-ED,"Frazier, Ed",-0.7142857142857143,True,-0.7142857142857143
AL-2002-house-16-R-ACKER-JOE-D,2002.0,environment_resources,3.0,3,2,1,ALPERSON-ACKER-JOE-D,"Acker, Joe D.",-0.6666666666666666,True,-0.6666666666666666
AL-2002-house-16-R-ACKER-JOE-D,2002.0,market_government_direction,3.0,3,1,1,ALPERSON-ACKER-JOE-D,"Acker, Joe D.",0.3333333333333333,False,
AL-2002-house-16-R-ACKER-JOE-D,2002.0,material_support,6.0,6,2,1,ALPERSON-ACKER-JOE-D,"Acker, Joe D.",0.3333333333333333,True,0.3333333333333333
AL-2002-house-16-R-ACKER-JOE-D,2002.0,order_justice,4.0,4,1,1,ALPERSON-ACKER-JOE-D,"Acker, Joe D.",-0.25,False,
AL-2002-house-16-R-ACKER-JOE-D,2002.0,social_liberty_equality,9.0,9,4,1,ALPERSON-ACKER-JOE-D,"Acker, Joe D.",-0.1111111111111111,True,-0.1111111111111111
AL-2002-house-18-D-MORROW-JOHNNY-MACK,2002.0,market_government_direction,0.65,1,1,1,ALPERSON-MORROW-JOHNNY-MACK,"Morrow, Johnny Mack",-0.4,False,
AL-2002-house-19-D-HALL-LAURA,2002.0,environment_resources,1.0,1,1,1,ALPERSON-HALL-LAURA,"Hall, Laura",1.0,False,
AL-2002-house-19-D-HALL-LAURA,2002.0,market_government_direction,0.65,1,1,1,ALPERSON-HALL-LAURA,"Hall, Laura",0.12,False,
AL-2002-house-19-D-HALL-LAURA,2002.0,material_support,3.0,3,1,1,ALPERSON-HALL-LAURA,"Hall, Laura",1.0,False,
AL-2002-house-19-D-HALL-LAURA,2002.0,order_justice,8.0,8,1,1,ALPERSON-HALL-LAURA,"Hall, Laura",-0.25,False,
AL-2002-house-19-D-HALL-LAURA,2002.0,social_liberty_equality,8.0,8,3,1,ALPERSON-HALL-LAURA,"Hall, Laura",0.75,True,0.75
AL-2002-house-20-R-SANDERFORD-HOWARD,2002.0,market_government_direction,0.65,1,1,1,ALPERSON-SANDERFORD-HOWARD,"Sanderford, Howard",-1.0,False,
AL-2002-house-21-R-DUGAN-JERRY,2002.0,environment_resources,3.0,3,2,1,ALPERSON-DUGAN-JERRY,"Dugan, Jerry",0.8333333333333334,True,0.8333333333333334
AL-2002-house-21-R-DUGAN-JERRY,2002.0,market_government_direction,4.0,4,1,1,ALPERSON-DUGAN-JERRY,"Dugan, Jerry",0.5,False,
AL-2002-house-21-R-DUGAN-JERRY,2002.0,material_support,10.0,10,3,1,ALPERSON-DUGAN-JERRY,"Dugan, Jerry",0.95,True,0.95
AL-2002-house-21-R-DUGAN-JERRY,2002.0,order_justice,8.0,8,1,1,ALPERSON-DUGAN-JERRY,"Dugan, Jerry",0.5,False,
AL-2002-house-21-R-DUGAN-JERRY,2002.0,social_liberty_equality,10.0,10,4,1,ALPERSON-DUGAN-JERRY,"Dugan, Jerry",0.0,True,0.0
AL-2002-house-22-D-HALL-ALBERT,2002.0,market_government_direction,0.65,1,1,1,ALPERSON-HALL-ALBERT,"Hall, Albert",-0.12,False,
AL-2002-house-22-D-HALL-ALBERT,2002.0,material_support,2.0,2,1,1,ALPERSON-HALL-ALBERT,"Hall, Albert",1.0,False,
AL-2002-house-22-D-HALL-ALBERT,2002.0,order_justice,9.0,9,1,1,ALPERSON-HALL-ALBERT,"Hall, Albert",1.0,False,
AL-2002-house-22-D-HALL-ALBERT,2002.0,social_liberty_equality,4.0,4,2,1,ALPERSON-HALL-ALBERT,"Hall, Albert",0.0,True,0.0
AL-2002-house-22-R-STAMM-DAVID-L,2002.0,environment_resources,1.0,1,1,1,ALPERSON-STAMM-DAVID-L,"Stamm, David L.",0.0,False,
AL-2002-house-22-R-STAMM-DAVID-L,2002.0,market_government_direction,2.0,2,1,1,ALPERSON-STAMM-DAVID-L,"Stamm, David L.",1.0,False,
AL-2002-house-22-R-STAMM-DAVID-L,2002.0,material_support,5.0,5,3,1,ALPERSON-STAMM-DAVID-L,"Stamm, David L.",0.6,True,0.6
AL-2002-house-22-R-STAMM-DAVID-L,2002.0,order_justice,3.0,3,1,1,ALPERSON-STAMM-DAVID-L,"Stamm, David L.",0.6666666666666666,False,
AL-2002-house-22-R-STAMM-DAVID-L,2002.0,social_liberty_equality,5.0,5,3,1,ALPERSON-STAMM-DAVID-L,"Stamm, David L.",-0.2,True,-0.2
AL-2002-house-23-D-ROBINSON-JOHN,2002.0,market_government_direction,0.65,1,1,1,ALPERSON-ROBINSON-JOHN,"Robinson, John",-0.26,False,
AL-2002-house-23-D-ROBINSON-JOHN,2002.0,material_support,2.0,2,1,1,ALPERSON-ROBINSON-JOHN,"Robinson, John",1.0,False,
AL-2002-house-23-D-ROBINSON-JOHN,2002.0,order_justice,7.0,7,1,1,ALPERSON-ROBINSON-JOHN,"Robinson, John",0.7142857142857143,False,
AL-2002-house-23-D-ROBINSON-JOHN,2002.0,social_liberty_equality,5.0,5,3,1,ALPERSON-ROBINSON-JOHN,"Robinson, John",-0.2,True,-0.2
AL-2002-house-24-R-GREESON-TODD,2002.0,environment_resources,1.0,1,1,1,ALPERSON-GREESON-TODD,"Greeson, Todd",1.0,False,
AL-2002-house-24-R-GREESON-TODD,2002.0,material_support,2.0,2,1,1,ALPERSON-GREESON-TODD,"Greeson, Todd",1.0,False,
AL-2002-house-24-R-GREESON-TODD,2002.0,order_justice,10.0,10,1,1,ALPERSON-GREESON-TODD,"Greeson, Todd",1.0,False,
AL-2002-house-24-R-GREESON-TODD,2002.0,social_liberty_equality,6.0,6,3,1,ALPERSON-GREESON-TODD,"Greeson, Todd",-0.3333333333333333,True,-0.3333333333333333
AL-2002-house-25-D-MILES-PAM,2002.0,material_support,0.75,1,1,1,ALPERSON-MILES-PAM,"Miles, Pam",1.0,False,
AL-2002-house-26-D-MCDANIEL-FRANK,2002.0,environment_resources,3.0,3,2,1,ALPERSON-MCDANIEL-FRANK,"McDaniel, Frank",0.0,True,0.0
AL-2002-house-26-D-MCDANIEL-FRANK,2002.0,market_government_direction,3.65,4,1,2,ALPERSON-MCDANIEL-FRANK,"McDaniel, Frank",0.0958904109589041,False,
AL-2002-house-26-D-MCDANIEL-FRANK,2002.0,material_support,4.0,4,3,1,ALPERSON-MCDANIEL-FRANK,"McDaniel, Frank",0.5,True,0.5
AL-2002-house-26-D-MCDANIEL-FRANK,2002.0,order_justice,5.0,5,1,1,ALPERSON-MCDANIEL-FRANK,"McDaniel, Frank",0.1,False,
AL-2002-house-26-D-MCDANIEL-FRANK,2002.0,social_liberty_equality,9.0,9,4,1,ALPERSON-MCDANIEL-FRANK,"McDaniel, Frank",-0.5555555555555556,True,-0.5555555555555556
AL-2002-house-26-R-PATTERSON-JEFFREY,2002.0,environment_resources,2.0,2,1,1,ALPERSON-PATTERSON-JEFFREY,"Patterson, Jeffrey",-0.5,False,
AL-2002-house-26-R-PATTERSON-JEFFREY,2002.0,market_government_direction,3.0,3,1,1,ALPERSON-PATTERSON-JEFFREY,"Patterson, Jeffrey",0.3333333333333333,False,
AL-2002-house-26-R-PATTERSON-JEFFREY,2002.0,material_support,3.0,3,2,1,ALPERSON-PATTERSON-JEFFREY,"Patterson, Jeffrey",0.16666666666666666,True,0.16666666666666666
AL-2002-house-26-R-PATTERSON-JEFFREY,2002.0,order_justice,6.0,6,1,1,ALPERSON-PATTERSON-JEFFREY,"Patterson, Jeffrey",0.5833333333333334,False,
AL-2002-house-26-R-PATTERSON-JEFFREY,2002.0,social_liberty_equality,7.0,7,3,1,ALPERSON-PATTERSON-JEFFREY,"Patterson, Jeffrey",-0.42857142857142855,True,-0.42857142857142855
AL-2002-house-28-D-FORD-CRAIG,2002.0,order_justice,8.0,8,1,1,ALPERSON-FORD-CRAIG,"Ford, Craig",1.0,False,
AL-2002-house-28-D-FORD-CRAIG,2002.0,social_liberty_equality,1.0,1,1,1,ALPERSON-FORD-CRAIG,"Ford, Craig",-1.0,False,
AL-2002-house-28-R-ABEL-DAVID-C,2002.0,environment_resources,2.0,2,1,1,ALPERSON-ABEL-DAVID-C,"Abel, David C.",0.5,False,
AL-2002-house-28-R-ABEL-DAVID-C,2002.0,market_government_direction,3.0,3,1,1,ALPERSON-ABEL-DAVID-C,"Abel, David C.",1.0,False,
AL-2002-house-28-R-ABEL-DAVID-C,2002.0,material_support,5.0,5,3,1,ALPERSON-ABEL-DAVID-C,"Abel, David C.",0.6,True,0.6
AL-2002-house-28-R-ABEL-DAVID-C,2002.0,order_justice,7.0,7,1,1,ALPERSON-ABEL-DAVID-C,"Abel, David C.",0.35714285714285715,False,
AL-2002-house-28-R-ABEL-DAVID-C,2002.0,social_liberty_equality,10.0,10,4,1,ALPERSON-ABEL-DAVID-C,"Abel, David C.",0.0,True,0.0
AL-2002-house-29-D-PAGE-JACK,2002.0,labor_capital,0.75,1,1,1,ALPERSON-PAGE-JACK,"Page, Jack",-1.0,False,
AL-2002-house-29-D-PAGE-JACK,2002.0,market_government_direction,0.65,1,1,1,ALPERSON-PAGE-JACK,"Page, Jack",-0.2,False,
AL-2002-house-29-R-NORDGREN-BECKY,2002.0,environment_resources,3.0,3,2,1,ALPERSON-NORDGREN-BECKY,"Nordgren, Becky",-0.6666666666666666,True,-0.6666666666666666
AL-2002-house-29-R-NORDGREN-BECKY,2002.0,market_government_direction,2.0,2,1,1,ALPERSON-NORDGREN-BECKY,"Nordgren, Becky",0.0,False,
AL-2002-house-29-R-NORDGREN-BECKY,2002.0,material_support,7.0,7,3,1,ALPERSON-NORDGREN-BECKY,"Nordgren, Becky",0.7857142857142857,True,0.7857142857142857
AL-2002-house-29-R-NORDGREN-BECKY,2002.0,order_justice,5.0,5,1,1,ALPERSON-NORDGREN-BECKY,"Nordgren, Becky",0.9,False,
AL-2002-house-29-R-NORDGREN-BECKY,2002.0,social_liberty_equality,10.0,10,4,1,ALPERSON-NORDGREN-BECKY,"Nordgren, Becky",-0.4,True,-0.4
AL-2002-house-3-D-BLACK-MARCEL,2002.0,environment_resources,1.0,1,1,1,ALPERSON-BLACK-MARCEL,"Black, Marcel",1.0,False,
AL-2002-house-3-D-BLACK-MARCEL,2002.0,institutional_reform,1.2,1,1,1,ALPERSON-BLACK-MARCEL,"Black, Marcel",-1.0,False,
AL-2002-house-3-D-BLACK-MARCEL,2002.0,market_government_direction,0.65,1,1,1,ALPERSON-BLACK-MARCEL,"Black, Marcel",-0.12,False,
AL-2002-house-3-D-BLACK-MARCEL,2002.0,material_support,3.0,3,1,1,ALPERSON-BLACK-MARCEL,"Black, Marcel",1.0,False,
AL-2002-house-3-D-BLACK-MARCEL,2002.0,order_justice,11.0,11,1,1,ALPERSON-BLACK-MARCEL,"Black, Marcel",1.0,False,
AL-2002-house-3-D-BLACK-MARCEL,2002.0,social_liberty_equality,8.0,8,3,1,ALPERSON-BLACK-MARCEL,"Black, Marcel",-0.25,True,-0.25
AL-2002-house-30-R-GALLIHER-BLAINE,2002.0,environment_resources,1.0,1,1,1,ALPERSON-GALLIHER-BLAINE,"Galliher, Blaine",1.0,False,
AL-2002-house-30-R-GALLIHER-BLAINE,2002.0,market_government_direction,0.65,1,1,1,ALPERSON-GALLIHER-BLAINE,"Galliher, Blaine",-1.0,False,
AL-2002-house-30-R-GALLIHER-BLAINE,2002.0,material_support,3.0,3,1,1,ALPERSON-GALLIHER-BLAINE,"Galliher, Blaine",1.0,False,
AL-2002-house-30-R-GALLIHER-BLAINE,2002.0,order_justice,11.0,11,1,1,ALPERSON-GALLIHER-BLAINE,"Galliher, Blaine",1.0,False,
AL-2002-house-30-R-GALLIHER-BLAINE,2002.0,social_liberty_equality,7.0,7,3,1,ALPERSON-GALLIHER-BLAINE,"Galliher, Blaine",-0.14285714285714285,True,-0.14285714285714285
AL-2002-house-31-D-VENABLE-JACK-B,2002.0,market_government_direction,0.65,1,1,1,ALPERSON-VENABLE-JACK-B,"Venable, Jack B.",-1.0,False,
AL-2002-house-33-D-CURTIS-CLARA,2002.0,environment_resources,2.0,2,1,1,ALPERSON-CURTIS-CLARA,"Curtis, Clara",0.75,False,
AL-2002-house-33-D-CURTIS-CLARA,2002.0,market_government_direction,3.0,3,1,1,ALPERSON-CURTIS-CLARA,"Curtis, Clara",1.0,False,
AL-2002-house-33-D-CURTIS-CLARA,2002.0,material_support,10.0,10,3,1,ALPERSON-CURTIS-CLARA,"Curtis, Clara",0.9,True,0.9
AL-2002-house-33-D-CURTIS-CLARA,2002.0,order_justice,5.0,5,1,1,ALPERSON-CURTIS-CLARA,"Curtis, Clara",0.1,False,
AL-2002-house-33-D-CURTIS-CLARA,2002.0,social_liberty_equality,4.0,4,2,1,ALPERSON-CURTIS-CLARA,"Curtis, Clara",-0.5,True,-0.5
AL-2002-house-33-R-JOHNSON-RON,2002.0,environment_resources,1.0,1,1,1,ALPERSON-JOHNSON-RON,"Johnson, Ron",-1.0,False,
AL-2002-house-33-R-JOHNSON-RON,2002.0,market_government_direction,0.65,1,1,1,ALPERSON-JOHNSON-RON,"Johnson, Ron",-1.0,False,
AL-2002-house-33-R-JOHNSON-RON,2002.0,material_support,3.0,3,1,1,ALPERSON-JOHNSON-RON,"Johnson, Ron",1.0,False,
AL-2002-house-33-R-JOHNSON-RON,2002.0,order_justice,12.0,12,1,1,ALPERSON-JOHNSON-RON,"Johnson, Ron",0.8333333333333334,False,
AL-2002-house-33-R-JOHNSON-RON,2002.0,social_liberty_equality,7.0,7,3,1,ALPERSON-JOHNSON-RON,"Johnson, Ron",-0.42857142857142855,True,-0.42857142857142855
AL-2002-house-34-R-THOMAS-ELWYN,2002.0,environment_resources,1.0,1,1,1,ALPERSON-THOMAS-ELWYN,"Thomas, Elwyn",1.0,False,
AL-2002-house-34-R-THOMAS-ELWYN,2002.0,material_support,2.0,2,1,1,ALPERSON-THOMAS-ELWYN,"Thomas, Elwyn",1.0,False,
AL-2002-house-34-R-THOMAS-ELWYN,2002.0,order_justice,9.0,9,1,1,ALPERSON-THOMAS-ELWYN,"Thomas, Elwyn",1.0,False,
AL-2002-house-34-R-THOMAS-ELWYN,2002.0,social_liberty_equality,8.0,8,3,1,ALPERSON-THOMAS-ELWYN,"Thomas, Elwyn",-0.25,True,-0.25
AL-2002-house-35-D-HURST-STEVE,2002.0,environment_resources,1.0,1,1,1,ALPERSON-HURST-STEVE,"Hurst, Steve",1.0,False,
AL-2002-house-35-D-HURST-STEVE,2002.0,material_support,2.0,2,1,1,ALPERSON-HURST-STEVE,"Hurst, Steve",1.0,False,
AL-2002-house-35-D-HURST-STEVE,2002.0,order_justice,12.0,12,1,1,ALPERSON-HURST-STEVE,"Hurst, Steve",1.0,False,
AL-2002-house-35-D-HURST-STEVE,2002.0,social_liberty_equality,7.0,7,3,1,ALPERSON-HURST-STEVE,"Hurst, Steve",-0.42857142857142855,True,-0.42857142857142855
AL-2002-house-37-D-LAIRD-RICHARD,2002.0,market_government_direction,0.65,1,1,1,ALPERSON-LAIRD-RICHARD,"Laird, Richard",-1.0,False,
AL-2002-house-37-R-CREED-WAYNE-J,2002.0,environment_resources,3.0,3,2,1,ALPERSON-CREED-WAYNE-J,"Creed, Wayne J.",0.16666666666666666,True,0.16666666666666666
AL-2002-house-37-R-CREED-WAYNE-J,2002.0,market_government_direction,4.0,4,1,1,ALPERSON-CREED-WAYNE-J,"Creed, Wayne J.",0.5,False,
AL-2002-house-37-R-CREED-WAYNE-J,2002.0,material_support,11.0,11,3,1,ALPERSON-CREED-WAYNE-J,"Creed, Wayne J.",0.9090909090909091,True,0.9090909090909091
AL-2002-house-37-R-CREED-WAYNE-J,2002.0,order_justice,8.0,8,1,1,ALPERSON-CREED-WAYNE-J,"Creed, Wayne J.",0.4375,False,
AL-2002-house-37-R-CREED-WAYNE-J,2002.0,social_liberty_equality,10.0,10,4,1,ALPERSON-CREED-WAYNE-J,"Creed, Wayne J.",0.0,True,0.0
AL-2002-house-38-R-BRIDGES-DUWAYNE,2002.0,order_justice,8.0,8,1,1,ALPERSON-BRIDGES-DUWAYNE,"Bridges, DuWayne",0.75,False,
AL-2002-house-38-R-BRIDGES-DUWAYNE,2002.0,social_liberty_equality,1.0,1,1,1,ALPERSON-BRIDGES-DUWAYNE,"Bridges, DuWayne",-1.0,False,
AL-2002-house-39-D-LINDSEY-RICHARD-J,2002.0,market_government_direction,0.65,1,1,1,ALPERSON-LINDSEY-RICHARD-J,"Lindsey, Richard J.",-1.0,False,
AL-2002-house-41-R-HILL-MIKE,2002.0,environment_resources,1.0,1,1,1,ALPERSON-HILL-MIKE,"Hill, Mike",1.0,False,
AL-2002-house-41-R-HILL-MIKE,2002.0,market_government_direction,0.65,1,1,1,ALPERSON-HILL-MIKE,"Hill, Mike",-0.8,False,
AL-2002-house-41-R-HILL-MIKE,2002.0,material_support,3.0,3,1,1,ALPERSON-HILL-MIKE,"Hill, Mike",1.0,False,
AL-2002-house-41-R-HILL-MIKE,2002.0,order_justice,13.0,13,1,1,ALPERSON-HILL-MIKE,"Hill, Mike",1.0,False,
AL-2002-house-41-R-HILL-MIKE,2002.0,social_liberty_equality,8.0,8,3,1,ALPERSON-HILL-MIKE,"Hill, Mike",-0.25,True,-0.25
AL-2002-house-43-R-MCCLURKIN-MARY-SUE,2002.0,environment_resources,1.0,1,1,1,ALPERSON-MCCLURKIN-MARY-SUE,"McClurkin, Mary Sue",1.0,False,
AL-2002-house-43-R-MCCLURKIN-MARY-SUE,2002.0,material_support,3.0,3,1,1,ALPERSON-MCCLURKIN-MARY-SUE,"McClurkin, Mary Sue",1.0,False,
AL-2002-house-43-R-MCCLURKIN-MARY-SUE,2002.0,order_justice,12.0,12,1,1,ALPERSON-MCCLURKIN-MARY-SUE,"McClurkin, Mary Sue",1.0,False,
AL-2002-house-43-R-MCCLURKIN-MARY-SUE,2002.0,social_liberty_equality,7.0,7,3,1,ALPERSON-MCCLURKIN-MARY-SUE,"McClurkin, Mary Sue",-0.42857142857142855,True,-0.42857142857142855
AL-2002-house-44-R-PAYNE-ARTHUR,2002.0,environment_resources,1.0,1,1,1,ALPERSON-PAYNE-ARTHUR,"Payne, Arthur",-1.0,False,
AL-2002-house-44-R-PAYNE-ARTHUR,2002.0,market_government_direction,0.65,1,1,1,ALPERSON-PAYNE-ARTHUR,"Payne, Arthur",-0.64,False,
AL-2002-house-44-R-PAYNE-ARTHUR,2002.0,material_support,3.0,3,1,1,ALPERSON-PAYNE-ARTHUR,"Payne, Arthur",1.0,False,
AL-2002-house-44-R-PAYNE-ARTHUR,2002.0,order_justice,12.0,12,1,1,ALPERSON-PAYNE-ARTHUR,"Payne, Arthur",0.8333333333333334,False,
AL-2002-house-44-R-PAYNE-ARTHUR,2002.0,social_liberty_equality,8.0,8,3,1,ALPERSON-PAYNE-ARTHUR,"Payne, Arthur",-0.25,True,-0.25
AL-2002-house-45-R-MORTON-ALBERT,2002.0,environment_resources,1.0,1,1,1,ALPERSON-MORTON-ALBERT,"Morton, Albert",-1.0,False,
AL-2002-house-45-R-MORTON-ALBERT,2002.0,market_government_direction,0.65,1,1,1,ALPERSON-MORTON-ALBERT,"Morton, Albert",-1.0,False,
