legislator_name,chamber,district,party,rating,rating_year,organization,source_url,local_path,source_sha256,election_cycle,name_key,canonical_candidate_id,person_id,canonical_name,year_num,district_num,canonical_party
"Shiver, Harry",house,64.0,R,15.0,2019,The Club for Growth,https://clubforgrowthfoundation.org/wp-content/uploads/2020/08/2019-Alabama-House-Scorecard-FINAL.pdf,data\raw\ballotpedia\linked_scorecards\5cba83cb1b73f7dc_2019-Alabama-House-Scorecard-FINAL.pdf,d99c0b851ffe48d61a6ea4dabaa07c5cdac7bbbc8a676a2b737e14329dab3cb6,2022,HARRY SHIVER,,,,,,
"Simpson, Matt",house,96.0,R,15.0,2019,The Club for Growth,https://clubforgrowthfoundation.org/wp-content/uploads/2020/08/2019-Alabama-House-Scorecard-FINAL.pdf,data\raw\ballotpedia\linked_scorecards\5cba83cb1b73f7dc_2019-Alabama-House-Scorecard-FINAL.pdf,d99c0b851ffe48d61a6ea4dabaa07c5cdac7bbbc8a676a2b737e14329dab3cb6,2022,MATT SIMPSON,AL-2022-house-96-R-GSL096RSIM,ALPERSON-GSL096RSIM,GSL096RSIM,2022.0,96.0,R
"Sorrell, Andrew",house,3.0,R,33.0,2019,The Club for Growth,https://clubforgrowthfoundation.org/wp-content/uploads/2020/08/2019-Alabama-House-Scorecard-FINAL.pdf,data\raw\ballotpedia\linked_scorecards\5cba83cb1b73f7dc_2019-Alabama-House-Scorecard-FINAL.pdf,d99c0b851ffe48d61a6ea4dabaa07c5cdac7bbbc8a676a2b737e14329dab3cb6,2022,ANDREW SORRELL,,,,,,
"Sorrells, Jeff",house,87.0,R,16.0,2019,The Club for Growth,https://clubforgrowthfoundation.org/wp-content/uploads/2020/08/2019-Alabama-House-Scorecard-FINAL.pdf,data\raw\ballotpedia\linked_scorecards\5cba83cb1b73f7dc_2019-Alabama-House-Scorecard-FINAL.pdf,d99c0b851ffe48d61a6ea4dabaa07c5cdac7bbbc8a676a2b737e14329dab3cb6,2022,JEFF SORRELLS,AL-2022-house-87-R-GSL087RSOR,ALPERSON-GSL087RSOR,GSL087RSOR,2022.0,87.0,R
"South, Kyle",house,16.0,R,18.0,2019,The Club for Growth,https://clubforgrowthfoundation.org/wp-content/uploads/2020/08/2019-Alabama-House-Scorecard-FINAL.pdf,data\raw\ballotpedia\linked_scorecards\5cba83cb1b73f7dc_2019-Alabama-House-Scorecard-FINAL.pdf,d99c0b851ffe48d61a6ea4dabaa07c5cdac7bbbc8a676a2b737e14329dab3cb6,2022,KYLE SOUTH,AL-2022-house-16-R-GSL016RSOU,ALPERSON-GSL016RSOU,GSL016RSOU,2022.0,16.0,R
"Stadthagen, Scott",house,9.0,R,32.0,2019,The Club for Growth,https://clubforgrowthfoundation.org/wp-content/uploads/2020/08/2019-Alabama-House-Scorecard-FINAL.pdf,data\raw\ballotpedia\linked_scorecards\5cba83cb1b73f7dc_2019-Alabama-House-Scorecard-FINAL.pdf,d99c0b851ffe48d61a6ea4dabaa07c5cdac7bbbc8a676a2b737e14329dab3cb6,2022,SCOTT STADTHAGEN,AL-2022-house-9-R-GSL009RSTA,ALPERSON-GSL009RSTA,GSL009RSTA,2022.0,9.0,R
"Standridge, David",house,34.0,R,35.0,2019,The Club for Growth,https://clubforgrowthfoundation.org/wp-content/uploads/2020/08/2019-Alabama-House-Scorecard-FINAL.pdf,data\raw\ballotpedia\linked_scorecards\5cba83cb1b73f7dc_2019-Alabama-House-Scorecard-FINAL.pdf,d99c0b851ffe48d61a6ea4dabaa07c5cdac7bbbc8a676a2b737e14329dab3cb6,2022,DAVID STANDRIDGE,AL-2022-house-34-R-GSL034RSTA,ALPERSON-GSL034RSTA,GSL034RSTA,2022.0,34.0,R
"Stringer, Shane",house,102.0,R,15.0,2019,The Club for Growth,https://clubforgrowthfoundation.org/wp-content/uploads/2020/08/2019-Alabama-House-Scorecard-FINAL.pdf,data\raw\ballotpedia\linked_scorecards\5cba83cb1b73f7dc_2019-Alabama-House-Scorecard-FINAL.pdf,d99c0b851ffe48d61a6ea4dabaa07c5cdac7bbbc8a676a2b737e14329dab3cb6,2022,SHANE STRINGER,AL-2022-house-102-R-GSL102RSTR,ALPERSON-GSL102RSTR,GSL102RSTR,2022.0,102.0,R
"Sullivan, Rodney",house,61.0,R,16.0,2019,The Club for Growth,https://clubforgrowthfoundation.org/wp-content/uploads/2020/08/2019-Alabama-House-Scorecard-FINAL.pdf,data\raw\ballotpedia\linked_scorecards\5cba83cb1b73f7dc_2019-Alabama-House-Scorecard-FINAL.pdf,d99c0b851ffe48d61a6ea4dabaa07c5cdac7bbbc8a676a2b737e14329dab3cb6,2022,RODNEY SULLIVAN,,,,,,
"Treadaway, Allen",house,51.0,R,32.0,2019,The Club for Growth,https://clubforgrowthfoundation.org/wp-content/uploads/2020/08/2019-Alabama-House-Scorecard-FINAL.pdf,data\raw\ballotpedia\linked_scorecards\5cba83cb1b73f7dc_2019-Alabama-House-Scorecard-FINAL.pdf,d99c0b851ffe48d61a6ea4dabaa07c5cdac7bbbc8a676a2b737e14329dab3cb6,2022,ALLEN TREADAWAY,AL-2022-house-51-R-GSL051RTRE,ALPERSON-GSL051RTRE,GSL051RTRE,2022.0,51.0,R
"Wadsworth, Timothy",house,14.0,R,22.0,2019,The Club for Growth,https://clubforgrowthfoundation.org/wp-content/uploads/2020/08/2019-Alabama-House-Scorecard-FINAL.pdf,data\raw\ballotpedia\linked_scorecards\5cba83cb1b73f7dc_2019-Alabama-House-Scorecard-FINAL.pdf,d99c0b851ffe48d61a6ea4dabaa07c5cdac7bbbc8a676a2b737e14329dab3cb6,2022,TIMOTHY WADSWORTH,,,,,,
"Warren, Pebblin",house,82.0,D,15.0,2019,The Club for Growth,https://clubforgrowthfoundation.org/wp-content/uploads/2020/08/2019-Alabama-House-Scorecard-FINAL.pdf,data\raw\ballotpedia\linked_scorecards\5cba83cb1b73f7dc_2019-Alabama-House-Scorecard-FINAL.pdf,d99c0b851ffe48d61a6ea4dabaa07c5cdac7bbbc8a676a2b737e14329dab3cb6,2022,PEBBLIN WARREN,AL-2022-house-82-D-GSL082DWAR,ALPERSON-GSL082DWAR,GSL082DWAR,2022.0,82.0,D
"Weaver, April",house,49.0,R,27.0,2019,The Club for Growth,https://clubforgrowthfoundation.org/wp-content/uploads/2020/08/2019-Alabama-House-Scorecard-FINAL.pdf,data\raw\ballotpedia\linked_scorecards\5cba83cb1b73f7dc_2019-Alabama-House-Scorecard-FINAL.pdf,d99c0b851ffe48d61a6ea4dabaa07c5cdac7bbbc8a676a2b737e14329dab3cb6,2022,APRIL WEAVER,,,,,,
"Wheeler, David",house,47.0,R,37.0,2019,The Club for Growth,https://clubforgrowthfoundation.org/wp-content/uploads/2020/08/2019-Alabama-House-Scorecard-FINAL.pdf,data\raw\ballotpedia\linked_scorecards\5cba83cb1b73f7dc_2019-Alabama-House-Scorecard-FINAL.pdf,d99c0b851ffe48d61a6ea4dabaa07c5cdac7bbbc8a676a2b737e14329dab3cb6,2022,DAVID WHEELER,,,,,,
"Whitt, Andy",house,6.0,R,17.0,2019,The Club for Growth,https://clubforgrowthfoundation.org/wp-content/uploads/2020/08/2019-Alabama-House-Scorecard-FINAL.pdf,data\raw\ballotpedia\linked_scorecards\5cba83cb1b73f7dc_2019-Alabama-House-Scorecard-FINAL.pdf,d99c0b851ffe48d61a6ea4dabaa07c5cdac7bbbc8a676a2b737e14329dab3cb6,2022,ANDY WHITT,AL-2022-house-6-R-GSL006RWHI,ALPERSON-GSL006RWHI,GSL006RWHI,2022.0,6.0,R
"Whorton, Ritchie",house,22.0,R,39.0,2019,The Club for Growth,https://clubforgrowthfoundation.org/wp-content/uploads/2020/08/2019-Alabama-House-Scorecard-FINAL.pdf,data\raw\ballotpedia\linked_scorecards\5cba83cb1b73f7dc_2019-Alabama-House-Scorecard-FINAL.pdf,d99c0b851ffe48d61a6ea4dabaa07c5cdac7bbbc8a676a2b737e14329dab3cb6,2022,RITCHIE WHORTON,AL-2022-house-22-R-GSL022RWHO,ALPERSON-GSL022RWHO,GSL022RWHO,2022.0,22.0,R
"Wilcox, Margie",house,104.0,R,15.0,2019,The Club for Growth,https://clubforgrowthfoundation.org/wp-content/uploads/2020/08/2019-Alabama-House-Scorecard-FINAL.pdf,data\raw\ballotpedia\linked_scorecards\5cba83cb1b73f7dc_2019-Alabama-House-Scorecard-FINAL.pdf,d99c0b851ffe48d61a6ea4dabaa07c5cdac7bbbc8a676a2b737e14329dab3cb6,2022,MARGIE WILCOX,AL-2022-house-104-R-GSL104RWIL,ALPERSON-GSL104RWIL,GSL104RWIL,2022.0,104.0,R
"Wingo, Rich",house,62.0,R,18.0,2019,The Club for Growth,https://clubforgrowthfoundation.org/wp-content/uploads/2020/08/2019-Alabama-House-Scorecard-FINAL.pdf,data\raw\ballotpedia\linked_scorecards\5cba83cb1b73f7dc_2019-Alabama-House-Scorecard-FINAL.pdf,d99c0b851ffe48d61a6ea4dabaa07c5cdac7bbbc8a676a2b737e14329dab3cb6,2022,RICH WINGO,,,,,,
"Wood, Debbie",house,38.0,R,16.0,2019,The Club for Growth,https://clubforgrowthfoundation.org/wp-content/uploads/2020/08/2019-Alabama-House-Scorecard-FINAL.pdf,data\raw\ballotpedia\linked_scorecards\5cba83cb1b73f7dc_2019-Alabama-House-Scorecard-FINAL.pdf,d99c0b851ffe48d61a6ea4dabaa07c5cdac7bbbc8a676a2b737e14329dab3cb6,2022,DEBBIE WOOD,AL-2022-house-38-R-GSL038RWOO,ALPERSON-GSL038RWOO,GSL038RWOO,2022.0,38.0,R
"Wood, Randy",house,36.0,R,16.0,2019,The Club for Growth,https://clubforgrowthfoundation.org/wp-content/uploads/2020/08/2019-Alabama-House-Scorecard-FINAL.pdf,data\raw\ballotpedia\linked_scorecards\5cba83cb1b73f7dc_2019-Alabama-House-Scorecard-FINAL.pdf,d99c0b851ffe48d61a6ea4dabaa07c5cdac7bbbc8a676a2b737e14329dab3cb6,2022,RANDY WOOD,AL-2022-house-36-R-GSL036RWOO,ALPERSON-GSL036RWOO,GSL036RWOO,2022.0,36.0,R
"ALBRITTON, GREG",senate,22.0,R,60.0,2019,American Conservative Union (ACU),https://web.archive.org/web/20210421024106/http://acuratings.conservative.org/wp-content/uploads/sites/5/2019/09/CLA_Alabama_2019_web.pdf,data\raw\ballotpedia\linked_scorecards\6f349abcdc7e8a5f_CLA_Alabama_2019_web.pdf,c22395daf2170c25269389619a535eb7860063364580f626d6af68dbf9e3770c,2022,GREG ALBRITTON,AL-2022-senate-22-R-GSU22RALB,ALPERSON-GSU22RALB,GSU22RALB,2022.0,22.0,R
"ALLEN, GERALD",senate,21.0,R,63.0,2019,American Conservative Union (ACU),https://web.archive.org/web/20210421024106/http://acuratings.conservative.org/wp-content/uploads/sites/5/2019/09/CLA_Alabama_2019_web.pdf,data\raw\ballotpedia\linked_scorecards\6f349abcdc7e8a5f_CLA_Alabama_2019_web.pdf,c22395daf2170c25269389619a535eb7860063364580f626d6af68dbf9e3770c,2022,GERALD ALLEN,AL-2022-senate-21-R-GSU21RALL,ALPERSON-GSU21RALL,GSU21RALL,2022.0,21.0,R
"BARFOOT, WILL",senate,25.0,R,73.0,2019,American Conservative Union (ACU),https://web.archive.org/web/20210421024106/http://acuratings.conservative.org/wp-content/uploads/sites/5/2019/09/CLA_Alabama_2019_web.pdf,data\raw\ballotpedia\linked_scorecards\6f349abcdc7e8a5f_CLA_Alabama_2019_web.pdf,c22395daf2170c25269389619a535eb7860063364580f626d6af68dbf9e3770c,2022,WILL BARFOOT,AL-2022-senate-25-R-GSU25RBAR,ALPERSON-GSU25RBAR,GSU25RBAR,2022.0,25.0,R
"Beasley, Billy",senate,28.0,D,56.0,2019,American Conservative Union (ACU),https://web.archive.org/web/20210421024106/http://acuratings.conservative.org/wp-content/uploads/sites/5/2019/09/CLA_Alabama_2019_web.pdf,data\raw\ballotpedia\linked_scorecards\6f349abcdc7e8a5f_CLA_Alabama_2019_web.pdf,c22395daf2170c25269389619a535eb7860063364580f626d6af68dbf9e3770c,2022,BILLY BEASLEY,AL-2022-senate-28-D-GSU28DBEA,ALPERSON-GSU28DBEA,GSU28DBEA,2022.0,28.0,D
"Burkette, David",senate,26.0,D,60.0,2019,American Conservative Union (ACU),https://web.archive.org/web/20210421024106/http://acuratings.conservative.org/wp-content/uploads/sites/5/2019/09/CLA_Alabama_2019_web.pdf,data\raw\ballotpedia\linked_scorecards\6f349abcdc7e8a5f_CLA_Alabama_2019_web.pdf,c22395daf2170c25269389619a535eb7860063364580f626d6af68dbf9e3770c,2022,DAVID BURKETTE,,,,,,
"BUTLER, TOM",senate,2.0,R,63.0,2019,American Conservative Union (ACU),https://web.archive.org/web/20210421024106/http://acuratings.conservative.org/wp-content/uploads/sites/5/2019/09/CLA_Alabama_2019_web.pdf,data\raw\ballotpedia\linked_scorecards\6f349abcdc7e8a5f_CLA_Alabama_2019_web.pdf,c22395daf2170c25269389619a535eb7860063364580f626d6af68dbf9e3770c,2022,TOM BUTLER,AL-2022-senate-2-R-GSU02RBUT,ALPERSON-GSU02RBUT,GSU02RBUT,2022.0,2.0,R
"CHAMBLISS, CLYDE",senate,30.0,R,67.0,2019,American Conservative Union (ACU),https://web.archive.org/web/20210421024106/http://acuratings.conservative.org/wp-content/uploads/sites/5/2019/09/CLA_Alabama_2019_web.pdf,data\raw\ballotpedia\linked_scorecards\6f349abcdc7e8a5f_CLA_Alabama_2019_web.pdf,c22395daf2170c25269389619a535eb7860063364580f626d6af68dbf9e3770c,2022,CLYDE CHAMBLISS,,,,,,
"CHESTEEN, DONNIE",senate,29.0,R,71.0,2019,American Conservative Union (ACU),https://web.archive.org/web/20210421024106/http://acuratings.conservative.org/wp-content/uploads/sites/5/2019/09/CLA_Alabama_2019_web.pdf,data\raw\ballotpedia\linked_scorecards\6f349abcdc7e8a5f_CLA_Alabama_2019_web.pdf,c22395daf2170c25269389619a535eb7860063364580f626d6af68dbf9e3770c,2022,DONNIE CHESTEEN,AL-2022-senate-29-R-GSU29RCHE,ALPERSON-GSU29RCHE,GSU29RCHE,2022.0,29.0,R
"Coleman-Madison, Linda",senate,20.0,D,56.0,2019,American Conservative Union (ACU),https://web.archive.org/web/20210421024106/http://acuratings.conservative.org/wp-content/uploads/sites/5/2019/09/CLA_Alabama_2019_web.pdf,data\raw\ballotpedia\linked_scorecards\6f349abcdc7e8a5f_CLA_Alabama_2019_web.pdf,c22395daf2170c25269389619a535eb7860063364580f626d6af68dbf9e3770c,2022,LINDA COLEMAN MADISON,AL-2022-senate-20-D-GSU20DCOL,ALPERSON-GSU20DCOL,GSU20DCOL,2022.0,20.0,D
"Dunn, Priscilla",senate,19.0,D,73.0,2019,American Conservative Union (ACU),https://web.archive.org/web/20210421024106/http://acuratings.conservative.org/wp-content/uploads/sites/5/2019/09/CLA_Alabama_2019_web.pdf,data\raw\ballotpedia\linked_scorecards\6f349abcdc7e8a5f_CLA_Alabama_2019_web.pdf,c22395daf2170c25269389619a535eb7860063364580f626d6af68dbf9e3770c,2022,PRISCILLA DUNN,,,,,,
"ELLIOTT, CHRIS",senate,32.0,R,69.0,2019,American Conservative Union (ACU),https://web.archive.org/web/20210421024106/http://acuratings.conservative.org/wp-content/uploads/sites/5/2019/09/CLA_Alabama_2019_web.pdf,data\raw\ballotpedia\linked_scorecards\6f349abcdc7e8a5f_CLA_Alabama_2019_web.pdf,c22395daf2170c25269389619a535eb7860063364580f626d6af68dbf9e3770c,2022,CHRIS ELLIOTT,AL-2022-senate-32-R-GSU32RELL,ALPERSON-GSU32RELL,GSU32RELL,2022.0,32.0,R
"Figures, Vivian",senate,33.0,D,62.0,2019,American Conservative Union (ACU),https://web.archive.org/web/20210421024106/http://acuratings.conservative.org/wp-content/uploads/sites/5/2019/09/CLA_Alabama_2019_web.pdf,data\raw\ballotpedia\linked_scorecards\6f349abcdc7e8a5f_CLA_Alabama_2019_web.pdf,c22395daf2170c25269389619a535eb7860063364580f626d6af68dbf9e3770c,2022,VIVIAN FIGURES,AL-2022-senate-33-D-GSU33DFIG,ALPERSON-GSU33DFIG,GSU33DFIG,2022.0,33.0,D
"GIVHAN, SAM",senate,7.0,R,67.0,2019,American Conservative Union (ACU),https://web.archive.org/web/20210421024106/http://acuratings.conservative.org/wp-content/uploads/sites/5/2019/09/CLA_Alabama_2019_web.pdf,data\raw\ballotpedia\linked_scorecards\6f349abcdc7e8a5f_CLA_Alabama_2019_web.pdf,c22395daf2170c25269389619a535eb7860063364580f626d6af68dbf9e3770c,2022,SAM GIVHAN,AL-2022-senate-7-R-GSU07RGIV,ALPERSON-GSU07RGIV,GSU07RGIV,2022.0,7.0,R
"GUDGER, GARLAN",senate,4.0,R,69.0,2019,American Conservative Union (ACU),https://web.archive.org/web/20210421024106/http://acuratings.conservative.org/wp-content/uploads/sites/5/2019/09/CLA_Alabama_2019_web.pdf,data\raw\ballotpedia\linked_scorecards\6f349abcdc7e8a5f_CLA_Alabama_2019_web.pdf,c22395daf2170c25269389619a535eb7860063364580f626d6af68dbf9e3770c,2022,GARLAN GUDGER,AL-2022-senate-4-R-GSU04RGUD,ALPERSON-GSU04RGUD,GSU04RGUD,2022.0,4.0,R
"HOLLEY, JIMMY",senate,31.0,R,64.0,2019,American Conservative Union (ACU),https://web.archive.org/web/20210421024106/http://acuratings.conservative.org/wp-content/uploads/sites/5/2019/09/CLA_Alabama_2019_web.pdf,data\raw\ballotpedia\linked_scorecards\6f349abcdc7e8a5f_CLA_Alabama_2019_web.pdf,c22395daf2170c25269389619a535eb7860063364580f626d6af68dbf9e3770c,2022,JIMMY HOLLEY,,,,,,
"JONES, ANDREW",senate,10.0,R,71.0,2019,American Conservative Union (ACU),https://web.archive.org/web/20210421024106/http://acuratings.conservative.org/wp-content/uploads/sites/5/2019/09/CLA_Alabama_2019_web.pdf,data\raw\ballotpedia\linked_scorecards\6f349abcdc7e8a5f_CLA_Alabama_2019_web.pdf,c22395daf2170c25269389619a535eb7860063364580f626d6af68dbf9e3770c,2022,ANDREW JONES,AL-2022-senate-10-R-GSU10RJON,ALPERSON-GSU10RJON,GSU10RJON,2022.0,10.0,R
"LIVINGSTON, STEVE",senate,8.0,R,71.0,2019,American Conservative Union (ACU),https://web.archive.org/web/20210421024106/http://acuratings.conservative.org/wp-content/uploads/sites/5/2019/09/CLA_Alabama_2019_web.pdf,data\raw\ballotpedia\linked_scorecards\6f349abcdc7e8a5f_CLA_Alabama_2019_web.pdf,c22395daf2170c25269389619a535eb7860063364580f626d6af68dbf9e3770c,2022,STEVE LIVINGSTON,AL-2022-senate-8-R-GSU08RLIV,ALPERSON-GSU08RLIV,GSU08RLIV,2022.0,8.0,R
"MARSH, DEL",senate,12.0,R,71.0,2019,American Conservative Union (ACU),https://web.archive.org/web/20210421024106/http://acuratings.conservative.org/wp-content/uploads/sites/5/2019/09/CLA_Alabama_2019_web.pdf,data\raw\ballotpedia\linked_scorecards\6f349abcdc7e8a5f_CLA_Alabama_2019_web.pdf,c22395daf2170c25269389619a535eb7860063364580f626d6af68dbf9e3770c,2022,DEL MARSH,,,,,,
"MCCLENDON, JIM",senate,11.0,R,71.0,2019,American Conservative Union (ACU),https://web.archive.org/web/20210421024106/http://acuratings.conservative.org/wp-content/uploads/sites/5/2019/09/CLA_Alabama_2019_web.pdf,data\raw\ballotpedia\linked_scorecards\6f349abcdc7e8a5f_CLA_Alabama_2019_web.pdf,c22395daf2170c25269389619a535eb7860063364580f626d6af68dbf9e3770c,2022,JIM MCCLENDON,,,,,,
"MELSON, TIM",senate,1.0,R,71.0,2019,American Conservative Union (ACU),https://web.archive.org/web/20210421024106/http://acuratings.conservative.org/wp-content/uploads/sites/5/2019/09/CLA_Alabama_2019_web.pdf,data\raw\ballotpedia\linked_scorecards\6f349abcdc7e8a5f_CLA_Alabama_2019_web.pdf,c22395daf2170c25269389619a535eb7860063364580f626d6af68dbf9e3770c,2022,TIM MELSON,AL-2022-senate-1-R-GSU01RMEL,ALPERSON-GSU01RMEL,GSU01RMEL,2022.0,1.0,R
"ORR, ARTHUR",senate,3.0,R,58.0,2019,American Conservative Union (ACU),https://web.archive.org/web/20210421024106/http://acuratings.conservative.org/wp-content/uploads/sites/5/2019/09/CLA_Alabama_2019_web.pdf,data\raw\ballotpedia\linked_scorecards\6f349abcdc7e8a5f_CLA_Alabama_2019_web.pdf,c22395daf2170c25269389619a535eb7860063364580f626d6af68dbf9e3770c,2022,ARTHUR ORR,AL-2022-senate-3-R-GSU03RORR,ALPERSON-GSU03RORR,GSU03RORR,2022.0,3.0,R
"PRICE, RANDY",senate,13.0,R,69.0,2019,American Conservative Union (ACU),https://web.archive.org/web/20210421024106/http://acuratings.conservative.org/wp-content/uploads/sites/5/2019/09/CLA_Alabama_2019_web.pdf,data\raw\ballotpedia\linked_scorecards\6f349abcdc7e8a5f_CLA_Alabama_2019_web.pdf,c22395daf2170c25269389619a535eb7860063364580f626d6af68dbf9e3770c,2022,RANDY PRICE,AL-2022-senate-13-R-GSU13RPRI,ALPERSON-GSU13RPRI,GSU13RPRI,2022.0,13.0,R
"REED, GREG",senate,5.0,R,60.0,2019,American Conservative Union (ACU),https://web.archive.org/web/20210421024106/http://acuratings.conservative.org/wp-content/uploads/sites/5/2019/09/CLA_Alabama_2019_web.pdf,data\raw\ballotpedia\linked_scorecards\6f349abcdc7e8a5f_CLA_Alabama_2019_web.pdf,c22395daf2170c25269389619a535eb7860063364580f626d6af68dbf9e3770c,2022,GREG REED,AL-2022-senate-5-R-GSU05RREE,ALPERSON-GSU05RREE,GSU05RREE,2022.0,5.0,R
"ROBERTS, DAN",senate,15.0,R,65.0,2019,American Conservative Union (ACU),https://web.archive.org/web/20210421024106/http://acuratings.conservative.org/wp-content/uploads/sites/5/2019/09/CLA_Alabama_2019_web.pdf,data\raw\ballotpedia\linked_scorecards\6f349abcdc7e8a5f_CLA_Alabama_2019_web.pdf,c22395daf2170c25269389619a535eb7860063364580f626d6af68dbf9e3770c,2022,DAN ROBERTS,AL-2022-senate-15-R-GSU15RROB,ALPERSON-GSU15RROB,GSU15RROB,2022.0,15.0,R
"Sanders-Fortier, Malika",senate,23.0,D,69.0,2019,American Conservative Union (ACU),https://web.archive.org/web/20210421024106/http://acuratings.conservative.org/wp-content/uploads/sites/5/2019/09/CLA_Alabama_2019_web.pdf,data\raw\ballotpedia\linked_scorecards\6f349abcdc7e8a5f_CLA_Alabama_2019_web.pdf,c22395daf2170c25269389619a535eb7860063364580f626d6af68dbf9e3770c,2022,MALIKA SANDERS FORTIER,,,,,,
"SCOFIELD, CLAY",senate,9.0,R,71.0,2019,American Conservative Union (ACU),https://web.archive.org/web/20210421024106/http://acuratings.conservative.org/wp-content/uploads/sites/5/2019/09/CLA_Alabama_2019_web.pdf,data\raw\ballotpedia\linked_scorecards\6f349abcdc7e8a5f_CLA_Alabama_2019_web.pdf,c22395daf2170c25269389619a535eb7860063364580f626d6af68dbf9e3770c,2022,CLAY SCOFIELD,AL-2022-senate-9-R-GSU09RSCO,ALPERSON-GSU09RSCO,GSU09RSCO,2022.0,9.0,R
"SESSIONS, DAVID",senate,35.0,R,69.0,2019,American Conservative Union (ACU),https://web.archive.org/web/20210421024106/http://acuratings.conservative.org/wp-content/uploads/sites/5/2019/09/CLA_Alabama_2019_web.pdf,data\raw\ballotpedia\linked_scorecards\6f349abcdc7e8a5f_CLA_Alabama_2019_web.pdf,c22395daf2170c25269389619a535eb7860063364580f626d6af68dbf9e3770c,2022,DAVID SESSIONS,AL-2022-senate-35-R-GSU35RSES,ALPERSON-GSU35RSES,GSU35RSES,2022.0,35.0,R
"SHELNUTT, SHAY",senate,17.0,R,91.0,2019,American Conservative Union (ACU),https://web.archive.org/web/20210421024106/http://acuratings.conservative.org/wp-content/uploads/sites/5/2019/09/CLA_Alabama_2019_web.pdf,data\raw\ballotpedia\linked_scorecards\6f349abcdc7e8a5f_CLA_Alabama_2019_web.pdf,c22395daf2170c25269389619a535eb7860063364580f626d6af68dbf9e3770c,2022,SHAY SHELNUTT,AL-2022-senate-17-R-GSU17RSHE,ALPERSON-GSU17RSHE,GSU17RSHE,2022.0,17.0,R
"Singleton, Bobby",senate,24.0,D,53.0,2019,American Conservative Union (ACU),https://web.archive.org/web/20210421024106/http://acuratings.conservative.org/wp-content/uploads/sites/5/2019/09/CLA_Alabama_2019_web.pdf,data\raw\ballotpedia\linked_scorecards\6f349abcdc7e8a5f_CLA_Alabama_2019_web.pdf,c22395daf2170c25269389619a535eb7860063364580f626d6af68dbf9e3770c,2022,BOBBY SINGLETON,AL-2022-senate-24-D-GSU24DSIN,ALPERSON-GSU24DSIN,GSU24DSIN,2022.0,24.0,D
"Smitherman, Rodger",senate,18.0,D,46.0,2019,American Conservative Union (ACU),https://web.archive.org/web/20210421024106/http://acuratings.conservative.org/wp-content/uploads/sites/5/2019/09/CLA_Alabama_2019_web.pdf,data\raw\ballotpedia\linked_scorecards\6f349abcdc7e8a5f_CLA_Alabama_2019_web.pdf,c22395daf2170c25269389619a535eb7860063364580f626d6af68dbf9e3770c,2022,RODGER SMITHERMAN,AL-2022-senate-18-D-GSU18DSMI,ALPERSON-GSU18DSMI,GSU18DSMI,2022.0,18.0,D
"STUTTS, LARRY",senate,6.0,R,64.0,2019,American Conservative Union (ACU),https://web.archive.org/web/20210421024106/http://acuratings.conservative.org/wp-content/uploads/sites/5/2019/09/CLA_Alabama_2019_web.pdf,data\raw\ballotpedia\linked_scorecards\6f349abcdc7e8a5f_CLA_Alabama_2019_web.pdf,c22395daf2170c25269389619a535eb7860063364580f626d6af68dbf9e3770c,2022,LARRY STUTTS,AL-2022-senate-6-R-GSU06RSTU,ALPERSON-GSU06RSTU,GSU06RSTU,2022.0,6.0,R
"WAGGONER, J. T.",senate,16.0,R,71.0,2019,American Conservative Union (ACU),https://web.archive.org/web/20210421024106/http://acuratings.conservative.org/wp-content/uploads/sites/5/2019/09/CLA_Alabama_2019_web.pdf,data\raw\ballotpedia\linked_scorecards\6f349abcdc7e8a5f_CLA_Alabama_2019_web.pdf,c22395daf2170c25269389619a535eb7860063364580f626d6af68dbf9e3770c,2022,J T WAGGONER,,,,,,
"WARD, CAM",senate,14.0,R,71.0,2019,American Conservative Union (ACU),https://web.archive.org/web/20210421024106/http://acuratings.conservative.org/wp-content/uploads/sites/5/2019/09/CLA_Alabama_2019_web.pdf,data\raw\ballotpedia\linked_scorecards\6f349abcdc7e8a5f_CLA_Alabama_2019_web.pdf,c22395daf2170c25269389619a535eb7860063364580f626d6af68dbf9e3770c,2022,CAM WARD,,,,,,
"WHATLEY, TOM",senate,27.0,R,67.0,2019,American Conservative Union (ACU),https://web.archive.org/web/20210421024106/http://acuratings.conservative.org/wp-content/uploads/sites/5/2019/09/CLA_Alabama_2019_web.pdf,data\raw\ballotpedia\linked_scorecards\6f349abcdc7e8a5f_CLA_Alabama_2019_web.pdf,c22395daf2170c25269389619a535eb7860063364580f626d6af68dbf9e3770c,2022,TOM WHATLEY,,,,,,
"WILLIAMS, JACK",senate,34.0,R,63.0,2019,American Conservative Union (ACU),https://web.archive.org/web/20210421024106/http://acuratings.conservative.org/wp-content/uploads/sites/5/2019/09/CLA_Alabama_2019_web.pdf,data\raw\ballotpedia\linked_scorecards\6f349abcdc7e8a5f_CLA_Alabama_2019_web.pdf,c22395daf2170c25269389619a535eb7860063364580f626d6af68dbf9e3770c,2022,JACK WILLIAMS,AL-2022-senate-34-R-GSU34RWIL,ALPERSON-GSU34RWIL,GSU34RWIL,2022.0,34.0,R
