source_id,organization,url,filename,resource_type,candidate_level_data_available_online,target_material,acquisition_status,download_status,local_path,sha256,byte_count,content_type,download_error
AL1994-TRENHOLM-GWEN-PATTON,Alabama New South Coalition,https://library.trenholmstate.edu/gwen-patton-collection,trenholm_gwen_patton_collection.html,finding_aid,False,"ComStoBox 11 #403003 candidate surveys, screenings, endorsements, PAC material; ComStoBox 13 #403006 1994 convention booklet",archive_request_required,downloaded,data\raw\ideology\alabama_1994_archival_sources\trenholm_gwen_patton_collection.html,13668d7fe9283ea13b14183cce1b22865ec32521fc5f92bdb6dcb723fc29d376,95409,text/html,
AL1994-ADC-KELLEY-BENNETT,Alabama Democratic Conference,https://law.justia.com/cases/federal/district-courts/FSupp2/96/1301/2420973/,kelley_v_bennett_2000.html,legal_corroboration,False,1994 Democratic legislative-primary ADC endorsed sample ballots and screening records,underlying_ballots_not_digitized,failed,,,0,,HTTPError: HTTP Error 403: Forbidden
AL1994-AUBURN-LWV,League of Women Voters of Alabama,https://archivesspace.lib.auburn.edu/repositories/2/archival_objects/37754,auburn_lwv_finding_aid.html,finding_aid,False,"The Alabama Voter 1994 issues, Capitol Newsletter 1994-1995, voter-service and candidate-comparison material",archive_request_required,failed,,,0,,URLError: <urlopen error [WinError 10054] An existing connection was forcibly closed by the remote host>
AL1994-AUBURN-BCA,Business Council of Alabama / ProgressPAC,https://archivesspace.lib.auburn.edu/repositories/2/archival_objects/18941,auburn_bca_box6_folder22.html,finding_aid,False,"Box 6 Folder 22, especially 1993-1994 ProgressPAC endorsements, evaluations, questionnaires, and correspondence",archive_request_required,failed,,,0,,URLError: <urlopen error [WinError 10054] An existing connection was forcibly closed by the remote host>
AL1994-ADAH-SUBJECT-FILES,Alabama Department of Archives and History,https://archives.alabama.gov/research/finding-aids/v5935f.htm,adah_public_information_subject_files.html,finding_aid,False,"SG006938 folders 007 ADC, 032 Alabama Medical PAC, and 039 ANSC; inspect January-November 1994",archive_request_required,downloaded,data\raw\ideology\alabama_1994_archival_sources\adah_public_information_subject_files.html,43c39d46578b1306fcaf79c9f5c7916a627af72019bea6bc9bf4508d809da69c,192578,text/html,
AL1994-JCLC-NEWSLIBRARY,Jefferson County Library Cooperative,https://www.jclc.org/resources/databases/help/NewsLibrary.pdf,jclc_newslibrary_help.pdf,database_access_guide,False,"Birmingham News searches for ADC, ANSC, A-VOTE, FarmPAC, ProgressPAC and legislative endorsement slates in 1994",licensed_database_search_required,downloaded,data\raw\ideology\alabama_1994_archival_sources\jclc_newslibrary_help.pdf,a9da1bc9cd59c2ef6fe060b0bc6e81ed8b98999bbd42300bd5e2aa5d343225a0,150613,application/pdf,
AL1994-ADAH-NEWSPAPERS,Alabama Department of Archives and History,https://archives.alabama.gov/research/Newspapers.aspx,adah_newspapers_database.html,database_access_guide,False,"Statewide and local newspaper endorsement, questionnaire, sample-ballot, and candidate-screening coverage",research_room_or_database_access_required,downloaded,data\raw\ideology\alabama_1994_archival_sources\adah_newspapers_database.html,b2f62a4824096ff8941b33c9a64f97cf9c4ec28fb31efb5b026ecdaa6d97770f,41651,text/html,
