votesmart_candidate_id,candidate,election_year,election_description,section,question,option_number,option_text,raw_answer,selected,source_type,source_url,policy_key,dimension,affirmative_direction,coding_confidence,response_mode,coding_status,response_sign,ideology_score,score_eligible
101243,Trip Pittman,2014.0,Alabama State Legislative Election 2014 Political Courage Test,"Budget, Spending, & Tax Issues:","1) State Spending:Using the key, indicate what state funding levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.2) State Taxes:Using the key, indicate what state tax levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.3) Budget Stabilization:Indicate which proposals you support (if any) for balancing Alabama's budget.",18,"a) Tapping into Alabama's ""rainy day"" fund",No,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/101243/trip-pittman,budget_rainy_day,position_only,,high,binary,position_only,-1.0,,False
101243,Trip Pittman,2014.0,Alabama State Legislative Election 2014 Political Courage Test,Campaign Finance & Government Reform Issues:,a) Do you support limits on the following types of contributions for state candidates?,1,1) Individual,No,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/101243/trip-pittman,campaign_contribution_limits_individual,position_only,,high,binary,position_only,-1.0,,False
101243,Trip Pittman,2014.0,Alabama State Legislative Election 2014 Political Courage Test,Campaign Finance & Government Reform Issues:,a) Do you support limits on the following types of contributions for state candidates?,3,3) Corporate,No,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/101243/trip-pittman,campaign_contribution_limits_corporate,position_only,,high,binary,position_only,-1.0,,False
101243,Trip Pittman,2014.0,Alabama State Legislative Election 2014 Political Courage Test,Campaign Finance & Government Reform Issues:,a) Do you support limits on the following types of contributions for state candidates?,6,c) Do you support requiring full and timely disclosure of campaign finance information?,Yes,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/101243/trip-pittman,campaign_finance_disclosure,position_only,,high,binary,position_only,1.0,,False
1042,Terry Smith,2002.0,Alabama State Legislative Election 2002 National Political Awareness Test,"Budgetary, Spending and Tax Issues",State Budget: Indicate the funding levels you will support for the following general categories.State Taxes: Indicate the tax levels you will support.,6,f) Transportation and Highway infrastructure,,False,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/1042/terry-smith,transportation_spending,position_only,,high,ordinal,position_only,,,False
1042,Terry Smith,2002.0,Alabama State Legislative Election 2002 National Political Awareness Test,"Budgetary, Spending and Tax Issues",State Budget: Indicate the funding levels you will support for the following general categories.State Taxes: Indicate the tax levels you will support.,21,m) Should Alabama create a state lottery with proceeds funding education?,No,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/1042/terry-smith,education_lottery,position_only,,high,binary,position_only,-1.0,,False
1042,Terry Smith,2002.0,Alabama State Legislative Election 2002 National Political Awareness Test,Campaign Finance and Governmental Reform Issues,Indicate which principles you support (if any) regarding campaign finance and government reform.c) Do you support limiting the following types of contributions to state legislative and gubernatorial candidates?,1,a) Do you support the current limit of two four-year terms for Alabama governors?,Yes,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/1042/terry-smith,government_term_limits,position_only,,high,binary,position_only,1.0,,False
1042,Terry Smith,2002.0,Alabama State Legislative Election 2002 National Political Awareness Test,Campaign Finance and Governmental Reform Issues,Indicate which principles you support (if any) regarding campaign finance and government reform.c) Do you support limiting the following types of contributions to state legislative and gubernatorial candidates?,2,b) Do you support limiting the number of terms for Alabama state senators and representatives?,Yes,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/1042/terry-smith,government_term_limits,position_only,,high,binary,position_only,1.0,,False
1042,Terry Smith,2002.0,Alabama State Legislative Election 2002 National Political Awareness Test,Campaign Finance and Governmental Reform Issues,Indicate which principles you support (if any) regarding campaign finance and government reform.c) Do you support limiting the following types of contributions to state legislative and gubernatorial candidates?,3,1) Individual,No,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/1042/terry-smith,campaign_contribution_limits_individual,position_only,,high,binary,position_only,-1.0,,False
1042,Terry Smith,2002.0,Alabama State Legislative Election 2002 National Political Awareness Test,Campaign Finance and Governmental Reform Issues,Indicate which principles you support (if any) regarding campaign finance and government reform.c) Do you support limiting the following types of contributions to state legislative and gubernatorial candidates?,4,2) PAC,Undecided,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/1042/terry-smith,campaign_contribution_limits_pac,position_only,,high,binary,position_only,,,False
1042,Terry Smith,2002.0,Alabama State Legislative Election 2002 National Political Awareness Test,Campaign Finance and Governmental Reform Issues,Indicate which principles you support (if any) regarding campaign finance and government reform.c) Do you support limiting the following types of contributions to state legislative and gubernatorial candidates?,5,3) Corporate,Undecided,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/1042/terry-smith,campaign_contribution_limits_corporate,position_only,,high,binary,position_only,,,False
1042,Terry Smith,2002.0,Alabama State Legislative Election 2002 National Political Awareness Test,Campaign Finance and Governmental Reform Issues,Indicate which principles you support (if any) regarding campaign finance and government reform.c) Do you support limiting the following types of contributions to state legislative and gubernatorial candidates?,6,4) Political Parties,No,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/1042/terry-smith,campaign_contribution_limits_political_parties,position_only,,high,binary,position_only,-1.0,,False
1042,Terry Smith,2002.0,Alabama State Legislative Election 2002 National Political Awareness Test,Campaign Finance and Governmental Reform Issues,Indicate which principles you support (if any) regarding campaign finance and government reform.c) Do you support limiting the following types of contributions to state legislative and gubernatorial candidates?,7,d) Do you support requiring full and timely disclosure of campaign finance information?,Yes,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/1042/terry-smith,campaign_finance_disclosure,position_only,,high,binary,position_only,1.0,,False
1042,Terry Smith,2002.0,Alabama State Legislative Election 2002 National Political Awareness Test,Campaign Finance and Governmental Reform Issues,Indicate which principles you support (if any) regarding campaign finance and government reform.c) Do you support limiting the following types of contributions to state legislative and gubernatorial candidates?,8,e) Do you support partial funding from state taxes for state level political campaigns?,No,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/1042/terry-smith,campaign_public_funding,position_only,,high,binary,position_only,-1.0,,False
1042,Terry Smith,2002.0,Alabama State Legislative Election 2002 National Political Awareness Test,Campaign Finance and Governmental Reform Issues,Indicate which principles you support (if any) regarding campaign finance and government reform.c) Do you support limiting the following types of contributions to state legislative and gubernatorial candidates?,10,g) Do you support voting on-line?,No,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/1042/terry-smith,election_online_voting,position_only,,high,binary,position_only,-1.0,,False
1042,Terry Smith,2002.0,Alabama State Legislative Election 2002 National Political Awareness Test,Campaign Finance and Governmental Reform Issues,Indicate which principles you support (if any) regarding campaign finance and government reform.c) Do you support limiting the following types of contributions to state legislative and gubernatorial candidates?,11,"h) Do you support adopting statewide standards for counting, verifying and ensuring accuracy of votes?",Yes,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/1042/terry-smith,election_counting_standards,position_only,,high,binary,position_only,1.0,,False
1042,Terry Smith,2002.0,Alabama State Legislative Election 2002 National Political Awareness Test,Campaign Finance and Governmental Reform Issues,Indicate which principles you support (if any) regarding campaign finance and government reform.c) Do you support limiting the following types of contributions to state legislative and gubernatorial candidates?,12,i) Do you support prohibiting media exit polling of voters until all polling locations in Alabama are closed?,Yes,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/1042/terry-smith,election_exit_polling,position_only,,high,binary,position_only,1.0,,False
1042,Terry Smith,2002.0,Alabama State Legislative Election 2002 National Political Awareness Test,Campaign Finance and Governmental Reform Issues,Indicate which principles you support (if any) regarding campaign finance and government reform.c) Do you support limiting the following types of contributions to state legislative and gubernatorial candidates?,15,l) Should Alabama hold a constitutional convention to rewrite the state constitution?,No,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/1042/terry-smith,constitution_rewrite,position_only,,high,binary,position_only,-1.0,,False
1042,Terry Smith,2002.0,Alabama State Legislative Election 2002 National Political Awareness Test,Campaign Finance and Governmental Reform Issues,Indicate which principles you support (if any) regarding campaign finance and government reform.c) Do you support limiting the following types of contributions to state legislative and gubernatorial candidates?,16,m) Should the Alabama legislature rewrite the state constitution?,Yes,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/1042/terry-smith,constitution_rewrite,position_only,,high,binary,position_only,1.0,,False
111312,Bill Holtzclaw,2010.0,Alabama State Legislative Election 2010 Political Courage Test,"Budget, Spending, and Tax Issues",1) State SpendingIndicate what state funding levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.2) State TaxesIndicate what state tax levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.3) Budget StabilizationIndicate which proposals you support (if any) for balancing Alabama's budget.,6,f) Transportation and highway infrastructure,Slightly Increase,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/111312/bill-holtzclaw,transportation_spending,position_only,,high,ordinal,position_only,0.5,,False
111312,Bill Holtzclaw,2010.0,Alabama State Legislative Election 2010 Political Courage Test,"Budget, Spending, and Tax Issues",1) State SpendingIndicate what state funding levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.2) State TaxesIndicate what state tax levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.3) Budget StabilizationIndicate which proposals you support (if any) for balancing Alabama's budget.,20,"a) Tapping into Alabama's ""rainy day"" fund",No,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/111312/bill-holtzclaw,budget_rainy_day,position_only,,high,binary,position_only,-1.0,,False
111312,Bill Holtzclaw,2010.0,Alabama State Legislative Election 2010 Political Courage Test,Campaign Finance and Government Reform Issues,c) Do you support limits on the following types of contributions to candidates for state government?,3,1) Individual,No,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/111312/bill-holtzclaw,campaign_contribution_limits_individual,position_only,,high,binary,position_only,-1.0,,False
111312,Bill Holtzclaw,2010.0,Alabama State Legislative Election 2010 Political Courage Test,Campaign Finance and Government Reform Issues,c) Do you support limits on the following types of contributions to candidates for state government?,5,3) Corporate,Yes,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/111312/bill-holtzclaw,campaign_contribution_limits_corporate,position_only,,high,binary,position_only,1.0,,False
111312,Bill Holtzclaw,2010.0,Alabama State Legislative Election 2010 Political Courage Test,Campaign Finance and Government Reform Issues,c) Do you support limits on the following types of contributions to candidates for state government?,8,e) Do you support requiring full and timely disclosure of campaign finance information?,Yes,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/111312/bill-holtzclaw,campaign_finance_disclosure,position_only,,high,binary,position_only,1.0,,False
111312,Bill Holtzclaw,2010.0,Alabama State Legislative Election 2010 Political Courage Test,Campaign Finance and Government Reform Issues,c) Do you support limits on the following types of contributions to candidates for state government?,11,h) Should Alabama hold a constitutional convention to rewrite the state constitution?,,False,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/111312/bill-holtzclaw,constitution_rewrite,position_only,,high,binary,position_only,,,False
115767,Paul Sanford,2010.0,Alabama State Legislative Election 2010 Political Courage Test,"Budget, Spending, and Tax Issues",1) State SpendingIndicate what state funding levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.2) State TaxesIndicate what state tax levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.3) Budget StabilizationIndicate which proposals you support (if any) for balancing Alabama's budget.,6,f) Transportation and highway infrastructure,Slightly Increase,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/115767/paul-sanford,transportation_spending,position_only,,high,ordinal,position_only,0.5,,False
115767,Paul Sanford,2010.0,Alabama State Legislative Election 2010 Political Courage Test,"Budget, Spending, and Tax Issues",1) State SpendingIndicate what state funding levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.2) State TaxesIndicate what state tax levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.3) Budget StabilizationIndicate which proposals you support (if any) for balancing Alabama's budget.,20,"a) Tapping into Alabama's ""rainy day"" fund",No,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/115767/paul-sanford,budget_rainy_day,position_only,,high,binary,position_only,-1.0,,False
115767,Paul Sanford,2010.0,Alabama State Legislative Election 2010 Political Courage Test,Campaign Finance and Government Reform Issues,c) Do you support limits on the following types of contributions to candidates for state government?,3,1) Individual,No,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/115767/paul-sanford,campaign_contribution_limits_individual,position_only,,high,binary,position_only,-1.0,,False
115767,Paul Sanford,2010.0,Alabama State Legislative Election 2010 Political Courage Test,Campaign Finance and Government Reform Issues,c) Do you support limits on the following types of contributions to candidates for state government?,5,3) Corporate,No,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/115767/paul-sanford,campaign_contribution_limits_corporate,position_only,,high,binary,position_only,-1.0,,False
115767,Paul Sanford,2010.0,Alabama State Legislative Election 2010 Political Courage Test,Campaign Finance and Government Reform Issues,c) Do you support limits on the following types of contributions to candidates for state government?,8,e) Do you support requiring full and timely disclosure of campaign finance information?,Yes,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/115767/paul-sanford,campaign_finance_disclosure,position_only,,high,binary,position_only,1.0,,False
115767,Paul Sanford,2010.0,Alabama State Legislative Election 2010 Political Courage Test,Campaign Finance and Government Reform Issues,c) Do you support limits on the following types of contributions to candidates for state government?,11,h) Should Alabama hold a constitutional convention to rewrite the state constitution?,No,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/115767/paul-sanford,constitution_rewrite,position_only,,high,binary,position_only,-1.0,,False
119442,K.L. Brown,2010.0,Alabama State Legislative Election 2010 Political Courage Test,"Budget, Spending, and Tax Issues",1) State SpendingIndicate what state funding levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.2) State TaxesIndicate what state tax levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.3) Budget StabilizationIndicate which proposals you support (if any) for balancing Alabama's budget.,6,f) Transportation and highway infrastructure,Slightly Increase,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/119442/kl-brown,transportation_spending,position_only,,high,ordinal,position_only,0.5,,False
119442,K.L. Brown,2010.0,Alabama State Legislative Election 2010 Political Courage Test,"Budget, Spending, and Tax Issues",1) State SpendingIndicate what state funding levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.2) State TaxesIndicate what state tax levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.3) Budget StabilizationIndicate which proposals you support (if any) for balancing Alabama's budget.,20,"a) Tapping into Alabama's ""rainy day"" fund",No,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/119442/kl-brown,budget_rainy_day,position_only,,high,binary,position_only,-1.0,,False
119442,K.L. Brown,2010.0,Alabama State Legislative Election 2010 Political Courage Test,Campaign Finance and Government Reform Issues,c) Do you support limits on the following types of contributions to candidates for state government?,3,1) Individual,Yes,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/119442/kl-brown,campaign_contribution_limits_individual,position_only,,high,binary,position_only,1.0,,False
119442,K.L. Brown,2010.0,Alabama State Legislative Election 2010 Political Courage Test,Campaign Finance and Government Reform Issues,c) Do you support limits on the following types of contributions to candidates for state government?,5,3) Corporate,Yes,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/119442/kl-brown,campaign_contribution_limits_corporate,position_only,,high,binary,position_only,1.0,,False
119442,K.L. Brown,2010.0,Alabama State Legislative Election 2010 Political Courage Test,Campaign Finance and Government Reform Issues,c) Do you support limits on the following types of contributions to candidates for state government?,8,e) Do you support requiring full and timely disclosure of campaign finance information?,Yes,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/119442/kl-brown,campaign_finance_disclosure,position_only,,high,binary,position_only,1.0,,False
119442,K.L. Brown,2010.0,Alabama State Legislative Election 2010 Political Courage Test,Campaign Finance and Government Reform Issues,c) Do you support limits on the following types of contributions to candidates for state government?,11,h) Should Alabama hold a constitutional convention to rewrite the state constitution?,No,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/119442/kl-brown,constitution_rewrite,position_only,,high,binary,position_only,-1.0,,False
