votesmart_candidate_id,candidate,endorsement_year,organization,interest_group_id,source_type,source_url,candidate_page_url
149960,Terry Jones,2018,Alabama AFL-CIO,1968,interest_group_endorsement,https://votesmart.org/interest-group/1968/alabama-afl-cio,https://j.futurefacts.votesmart.io/candidate/evaluations/149960/terry-jones
149960,Terry Jones,2018,"United Automobile, Aerospace and Agricultural Implement Workers of America (UAW)",1268,interest_group_endorsement,https://votesmart.org/interest-group/1268/united-automobile-aerospace-and-agricultural-implement-workers-of-america-uaw,https://j.futurefacts.votesmart.io/candidate/evaluations/149960/terry-jones
149964,Steve Livingston,2026,National Federation of Independent Business - Alabama,608,interest_group_endorsement,https://votesmart.org/interest-group/608/national-federation-of-independent-business-alabama,https://j.futurefacts.votesmart.io/candidate/evaluations/149964/steve-livingston
149965,Jennifer Marsden,2014,Women's Campaign Fund,1910,interest_group_endorsement,https://votesmart.org/interest-group/1910/womens-campaign-fund,https://j.futurefacts.votesmart.io/candidate/evaluations/149965/jennifer-marsden
149967,Melinda McClendon,2014,Business Council of Alabama,2586,interest_group_endorsement,https://votesmart.org/interest-group/2586/business-council-of-alabama,https://j.futurefacts.votesmart.io/candidate/evaluations/149967/melinda-mcclendon
149972,Tim Melson,2026,National Federation of Independent Business - Alabama,608,interest_group_endorsement,https://votesmart.org/interest-group/608/national-federation-of-independent-business-alabama,https://j.futurefacts.votesmart.io/candidate/evaluations/149972/tim-melson
149974,Arnold Mooney II,2026,National Federation of Independent Business - Alabama,608,interest_group_endorsement,https://votesmart.org/interest-group/608/national-federation-of-independent-business-alabama,https://j.futurefacts.votesmart.io/candidate/evaluations/149974/arnold-mooney-ii
149977,Phillip Pettus,2026,National Federation of Independent Business - Alabama,608,interest_group_endorsement,https://votesmart.org/interest-group/608/national-federation-of-independent-business-alabama,https://j.futurefacts.votesmart.io/candidate/evaluations/149977/phillip-pettus
149979,Randy Price,2026,National Federation of Independent Business - Alabama,608,interest_group_endorsement,https://votesmart.org/interest-group/608/national-federation-of-independent-business-alabama,https://j.futurefacts.votesmart.io/candidate/evaluations/149979/randy-price
149982,Connie Rowe,2018,Alabama AFL-CIO,1968,interest_group_endorsement,https://votesmart.org/interest-group/1968/alabama-afl-cio,https://j.futurefacts.votesmart.io/candidate/evaluations/149982/connie-rowe
149982,Connie Rowe,2018,Alabama Association of Realtors,2718,interest_group_endorsement,https://votesmart.org/interest-group/2718/alabama-association-of-realtors,https://j.futurefacts.votesmart.io/candidate/evaluations/149982/connie-rowe
149982,Connie Rowe,2018,Alabama Farmers Federation,2202,interest_group_endorsement,https://votesmart.org/interest-group/2202/alabama-farmers-federation,https://j.futurefacts.votesmart.io/candidate/evaluations/149982/connie-rowe
149982,Connie Rowe,2018,Alabama Forestry Association,2294,interest_group_endorsement,https://votesmart.org/interest-group/2294/alabama-forestry-association,https://j.futurefacts.votesmart.io/candidate/evaluations/149982/connie-rowe
149982,Connie Rowe,2018,Business Council of Alabama,2586,interest_group_endorsement,https://votesmart.org/interest-group/2586/business-council-of-alabama,https://j.futurefacts.votesmart.io/candidate/evaluations/149982/connie-rowe
149982,Connie Rowe,2018,National Federation of Independent Business - Alabama,608,interest_group_endorsement,https://votesmart.org/interest-group/608/national-federation-of-independent-business-alabama,https://j.futurefacts.votesmart.io/candidate/evaluations/149982/connie-rowe
149982,Connie Rowe,2018,"United Automobile, Aerospace and Agricultural Implement Workers of America (UAW)",1268,interest_group_endorsement,https://votesmart.org/interest-group/1268/united-automobile-aerospace-and-agricultural-implement-workers-of-america-uaw,https://j.futurefacts.votesmart.io/candidate/evaluations/149982/connie-rowe
149982,Connie Rowe,2018,United Mine Workers of America,2334,interest_group_endorsement,https://votesmart.org/interest-group/2334/united-mine-workers-of-america,https://j.futurefacts.votesmart.io/candidate/evaluations/149982/connie-rowe
149989,Shay Shelnutt,2026,National Federation of Independent Business - Alabama,608,interest_group_endorsement,https://votesmart.org/interest-group/608/national-federation-of-independent-business-alabama,https://j.futurefacts.votesmart.io/candidate/evaluations/149989/shay-shelnutt
149991,Kyle South,2022,Alabama AFL-CIO,1968,interest_group_endorsement,https://votesmart.org/interest-group/1968/alabama-afl-cio,https://j.futurefacts.votesmart.io/candidate/evaluations/149991/kyle-south
149991,Kyle South,2022,Alabama Association of Realtors,2718,interest_group_endorsement,https://votesmart.org/interest-group/2718/alabama-association-of-realtors,https://j.futurefacts.votesmart.io/candidate/evaluations/149991/kyle-south
149991,Kyle South,2022,Alabama Farmers Federation,2202,interest_group_endorsement,https://votesmart.org/interest-group/2202/alabama-farmers-federation,https://j.futurefacts.votesmart.io/candidate/evaluations/149991/kyle-south
149991,Kyle South,2022,Alabama Grocers Association,2587,interest_group_endorsement,https://votesmart.org/interest-group/2587/alabama-grocers-association,https://j.futurefacts.votesmart.io/candidate/evaluations/149991/kyle-south
149991,Kyle South,2022,Business Council of Alabama,2586,interest_group_endorsement,https://votesmart.org/interest-group/2586/business-council-of-alabama,https://j.futurefacts.votesmart.io/candidate/evaluations/149991/kyle-south
149991,Kyle South,2022,National Rifle Association (NRA),1034,interest_group_endorsement,https://votesmart.org/interest-group/1034/national-rifle-association-nra,https://j.futurefacts.votesmart.io/candidate/evaluations/149991/kyle-south
149991,Kyle South,2022,United Mine Workers of America,2334,interest_group_endorsement,https://votesmart.org/interest-group/2334/united-mine-workers-of-america,https://j.futurefacts.votesmart.io/candidate/evaluations/149991/kyle-south
150000,Darrell Turner,2018,Alabama AFL-CIO,1968,interest_group_endorsement,https://votesmart.org/interest-group/1968/alabama-afl-cio,https://j.futurefacts.votesmart.io/candidate/evaluations/150000/darrell-turner
150000,Darrell Turner,2018,"United Automobile, Aerospace and Agricultural Implement Workers of America (UAW)",1268,interest_group_endorsement,https://votesmart.org/interest-group/1268/united-automobile-aerospace-and-agricultural-implement-workers-of-america-uaw,https://j.futurefacts.votesmart.io/candidate/evaluations/150000/darrell-turner
150001,Tim Wadsworth,2026,National Federation of Independent Business - Alabama,608,interest_group_endorsement,https://votesmart.org/interest-group/608/national-federation-of-independent-business-alabama,https://j.futurefacts.votesmart.io/candidate/evaluations/150001/tim-wadsworth
150005,Ritchie Whorton,2026,National Federation of Independent Business - Alabama,608,interest_group_endorsement,https://votesmart.org/interest-group/608/national-federation-of-independent-business-alabama,https://j.futurefacts.votesmart.io/candidate/evaluations/150005/ritchie-whorton
150006,Isaac Whorton,2014,National Rifle Association Political Victory Fund (NRA-PVF) - Alabama,1557,interest_group_endorsement,https://votesmart.org/interest-group/1557/national-rifle-association-political-victory-fund-nra-pvf-alabama,https://j.futurefacts.votesmart.io/candidate/evaluations/150006/isaac-whorton
150009,Rich Wingo,2018,Alabama Association of Realtors,2718,interest_group_endorsement,https://votesmart.org/interest-group/2718/alabama-association-of-realtors,https://j.futurefacts.votesmart.io/candidate/evaluations/150009/rich-wingo
150009,Rich Wingo,2018,Alabama Farmers Federation,2202,interest_group_endorsement,https://votesmart.org/interest-group/2202/alabama-farmers-federation,https://j.futurefacts.votesmart.io/candidate/evaluations/150009/rich-wingo
150009,Rich Wingo,2018,Alabama Forestry Association,2294,interest_group_endorsement,https://votesmart.org/interest-group/2294/alabama-forestry-association,https://j.futurefacts.votesmart.io/candidate/evaluations/150009/rich-wingo
150009,Rich Wingo,2018,Alabama Retail Association,2593,interest_group_endorsement,https://votesmart.org/interest-group/2593/alabama-retail-association,https://j.futurefacts.votesmart.io/candidate/evaluations/150009/rich-wingo
150009,Rich Wingo,2018,Business Council of Alabama,2586,interest_group_endorsement,https://votesmart.org/interest-group/2586/business-council-of-alabama,https://j.futurefacts.votesmart.io/candidate/evaluations/150009/rich-wingo
150009,Rich Wingo,2018,National Federation of Independent Business - Alabama,608,interest_group_endorsement,https://votesmart.org/interest-group/608/national-federation-of-independent-business-alabama,https://j.futurefacts.votesmart.io/candidate/evaluations/150009/rich-wingo
152242,Larry Stutts,2026,National Federation of Independent Business - Alabama,608,interest_group_endorsement,https://votesmart.org/interest-group/608/national-federation-of-independent-business-alabama,https://j.futurefacts.votesmart.io/candidate/evaluations/152242/larry-stutts
153872,Jack Williams,2022,Alabama Association of Realtors,2718,interest_group_endorsement,https://votesmart.org/interest-group/2718/alabama-association-of-realtors,https://j.futurefacts.votesmart.io/candidate/evaluations/153872/jack-williams
153872,Jack Williams,2022,Alabama Farmers Federation,2202,interest_group_endorsement,https://votesmart.org/interest-group/2202/alabama-farmers-federation,https://j.futurefacts.votesmart.io/candidate/evaluations/153872/jack-williams
153872,Jack Williams,2022,Alabama Grocers Association,2587,interest_group_endorsement,https://votesmart.org/interest-group/2587/alabama-grocers-association,https://j.futurefacts.votesmart.io/candidate/evaluations/153872/jack-williams
153872,Jack Williams,2022,Business Council of Alabama,2586,interest_group_endorsement,https://votesmart.org/interest-group/2586/business-council-of-alabama,https://j.futurefacts.votesmart.io/candidate/evaluations/153872/jack-williams
153872,Jack Williams,2022,National Rifle Association (NRA),1034,interest_group_endorsement,https://votesmart.org/interest-group/1034/national-rifle-association-nra,https://j.futurefacts.votesmart.io/candidate/evaluations/153872/jack-williams
155784,Susan Smith,2018,Alabama AFL-CIO,1968,interest_group_endorsement,https://votesmart.org/interest-group/1968/alabama-afl-cio,https://j.futurefacts.votesmart.io/candidate/evaluations/155784/susan-smith
155784,Susan Smith,2018,"United Automobile, Aerospace and Agricultural Implement Workers of America (UAW)",1268,interest_group_endorsement,https://votesmart.org/interest-group/1268/united-automobile-aerospace-and-agricultural-implement-workers-of-america-uaw,https://j.futurefacts.votesmart.io/candidate/evaluations/155784/susan-smith
156754,Van Smith,2026,National Federation of Independent Business - Alabama,608,interest_group_endorsement,https://votesmart.org/interest-group/608/national-federation-of-independent-business-alabama,https://j.futurefacts.votesmart.io/candidate/evaluations/156754/van-smith
156759,Chris Elliott,2026,National Federation of Independent Business - Alabama,608,interest_group_endorsement,https://votesmart.org/interest-group/608/national-federation-of-independent-business-alabama,https://j.futurefacts.votesmart.io/candidate/evaluations/156759/chris-elliott
156773,Josh Carnley,2026,National Federation of Independent Business - Alabama,608,interest_group_endorsement,https://votesmart.org/interest-group/608/national-federation-of-independent-business-alabama,https://j.futurefacts.votesmart.io/candidate/evaluations/156773/josh-carnley
15872,Billy Beasley,2022,Alabama AFL-CIO,1968,interest_group_endorsement,https://votesmart.org/interest-group/1968/alabama-afl-cio,https://j.futurefacts.votesmart.io/candidate/evaluations/15872/billy-beasley
15872,Billy Beasley,2022,Alabama Association of Realtors,2718,interest_group_endorsement,https://votesmart.org/interest-group/2718/alabama-association-of-realtors,https://j.futurefacts.votesmart.io/candidate/evaluations/15872/billy-beasley
15872,Billy Beasley,2022,Alabama Farmers Federation,2202,interest_group_endorsement,https://votesmart.org/interest-group/2202/alabama-farmers-federation,https://j.futurefacts.votesmart.io/candidate/evaluations/15872/billy-beasley
15872,Billy Beasley,2022,Alabama Grocers Association,2587,interest_group_endorsement,https://votesmart.org/interest-group/2587/alabama-grocers-association,https://j.futurefacts.votesmart.io/candidate/evaluations/15872/billy-beasley
15872,Billy Beasley,2022,Alabama Retail Association,2593,interest_group_endorsement,https://votesmart.org/interest-group/2593/alabama-retail-association,https://j.futurefacts.votesmart.io/candidate/evaluations/15872/billy-beasley
15872,Billy Beasley,2022,Business Council of Alabama,2586,interest_group_endorsement,https://votesmart.org/interest-group/2586/business-council-of-alabama,https://j.futurefacts.votesmart.io/candidate/evaluations/15872/billy-beasley
15890,Elwyn Thomas,2010,Alabama State Employees Association,1454,interest_group_endorsement,https://votesmart.org/interest-group/1454/alabama-state-employees-association,https://j.futurefacts.votesmart.io/candidate/evaluations/15890/elwyn-thomas
15890,Elwyn Thomas,2010,National Federation of Independent Business - Alabama,608,interest_group_endorsement,https://votesmart.org/interest-group/608/national-federation-of-independent-business-alabama,https://j.futurefacts.votesmart.io/candidate/evaluations/15890/elwyn-thomas
15890,Elwyn Thomas,2010,National Rifle Association (NRA),1034,interest_group_endorsement,https://votesmart.org/interest-group/1034/national-rifle-association-nra,https://j.futurefacts.votesmart.io/candidate/evaluations/15890/elwyn-thomas
15896,Robert Bentley,2014,Alabama AFL-CIO,1968,interest_group_endorsement,https://votesmart.org/interest-group/1968/alabama-afl-cio,https://j.futurefacts.votesmart.io/candidate/evaluations/15896/robert-bentley
15896,Robert Bentley,2014,Alabama Farmers Federation,2202,interest_group_endorsement,https://votesmart.org/interest-group/2202/alabama-farmers-federation,https://j.futurefacts.votesmart.io/candidate/evaluations/15896/robert-bentley
15896,Robert Bentley,2014,Business Council of Alabama,2586,interest_group_endorsement,https://votesmart.org/interest-group/2586/business-council-of-alabama,https://j.futurefacts.votesmart.io/candidate/evaluations/15896/robert-bentley
15896,Robert Bentley,2014,Conservative Christians of Alabama,2201,interest_group_endorsement,https://votesmart.org/interest-group/2201/conservative-christians-of-alabama,https://j.futurefacts.votesmart.io/candidate/evaluations/15896/robert-bentley
15896,Robert Bentley,2014,Conservative Christians of Alabama,2201,interest_group_endorsement,https://votesmart.org/interest-group/2201/conservative-christians-of-alabama,https://j.futurefacts.votesmart.io/candidate/evaluations/15896/robert-bentley
15896,Robert Bentley,2014,League of Southeastern Credit Unions,2033,interest_group_endorsement,https://votesmart.org/interest-group/2033/league-of-southeastern-credit-unions,https://j.futurefacts.votesmart.io/candidate/evaluations/15896/robert-bentley
15896,Robert Bentley,2014,League of Southeastern Credit Unions,1991,interest_group_endorsement,https://votesmart.org/interest-group/1991/league-of-southeastern-credit-unions,https://j.futurefacts.votesmart.io/candidate/evaluations/15896/robert-bentley
15896,Robert Bentley,2014,National Federation of Independent Business - Alabama,608,interest_group_endorsement,https://votesmart.org/interest-group/608/national-federation-of-independent-business-alabama,https://j.futurefacts.votesmart.io/candidate/evaluations/15896/robert-bentley
15896,Robert Bentley,2014,National Rifle Association (NRA),1034,interest_group_endorsement,https://votesmart.org/interest-group/1034/national-rifle-association-nra,https://j.futurefacts.votesmart.io/candidate/evaluations/15896/robert-bentley
15896,Robert Bentley,2014,National Right to Life Committee,252,interest_group_endorsement,https://votesmart.org/interest-group/252/national-right-to-life-committee,https://j.futurefacts.votesmart.io/candidate/evaluations/15896/robert-bentley
15896,Robert Bentley,2014,Sportsmen's and Animal Owners' Voting Alliance,1221,interest_group_endorsement,https://votesmart.org/interest-group/1221/sportsmens-and-animal-owners-voting-alliance,https://j.futurefacts.votesmart.io/candidate/evaluations/15896/robert-bentley
15907,Jim Preuitt,2010,Alabama State Employees Association,1454,interest_group_endorsement,https://votesmart.org/interest-group/1454/alabama-state-employees-association,https://j.futurefacts.votesmart.io/candidate/evaluations/15907/jim-preuitt
15910,Bobby Humphryes,2018,CASA in Action,2591,interest_group_endorsement,https://votesmart.org/interest-group/2591/casa-in-action,https://j.futurefacts.votesmart.io/candidate/evaluations/15910/bobby-humphryes
15923,Mike Hubbard,2014,Alabama Farmers Federation,2202,interest_group_endorsement,https://votesmart.org/interest-group/2202/alabama-farmers-federation,https://j.futurefacts.votesmart.io/candidate/evaluations/15923/mike-hubbard
15923,Mike Hubbard,2014,Business Council of Alabama,2586,interest_group_endorsement,https://votesmart.org/interest-group/2586/business-council-of-alabama,https://j.futurefacts.votesmart.io/candidate/evaluations/15923/mike-hubbard
15923,Mike Hubbard,2014,National Federation of Independent Business - Alabama,608,interest_group_endorsement,https://votesmart.org/interest-group/608/national-federation-of-independent-business-alabama,https://j.futurefacts.votesmart.io/candidate/evaluations/15923/mike-hubbard
15923,Mike Hubbard,2014,National Rifle Association Political Victory Fund (NRA-PVF) - Alabama,1557,interest_group_endorsement,https://votesmart.org/interest-group/1557/national-rifle-association-political-victory-fund-nra-pvf-alabama,https://j.futurefacts.votesmart.io/candidate/evaluations/15923/mike-hubbard
15934,Mike Ball,2018,Alabama Association of Realtors,2718,interest_group_endorsement,https://votesmart.org/interest-group/2718/alabama-association-of-realtors,https://j.futurefacts.votesmart.io/candidate/evaluations/15934/mike-ball
15934,Mike Ball,2018,Alabama Farmers Federation,2202,interest_group_endorsement,https://votesmart.org/interest-group/2202/alabama-farmers-federation,https://j.futurefacts.votesmart.io/candidate/evaluations/15934/mike-ball
15934,Mike Ball,2018,Alabama Forestry Association,2294,interest_group_endorsement,https://votesmart.org/interest-group/2294/alabama-forestry-association,https://j.futurefacts.votesmart.io/candidate/evaluations/15934/mike-ball
15934,Mike Ball,2018,Alabama Grocers Association,2587,interest_group_endorsement,https://votesmart.org/interest-group/2587/alabama-grocers-association,https://j.futurefacts.votesmart.io/candidate/evaluations/15934/mike-ball
15934,Mike Ball,2018,Alabama Retail Association,2593,interest_group_endorsement,https://votesmart.org/interest-group/2593/alabama-retail-association,https://j.futurefacts.votesmart.io/candidate/evaluations/15934/mike-ball
15934,Mike Ball,2018,Business Council of Alabama,2586,interest_group_endorsement,https://votesmart.org/interest-group/2586/business-council-of-alabama,https://j.futurefacts.votesmart.io/candidate/evaluations/15934/mike-ball
15934,Mike Ball,2018,National Federation of Independent Business - Alabama,608,interest_group_endorsement,https://votesmart.org/interest-group/608/national-federation-of-independent-business-alabama,https://j.futurefacts.votesmart.io/candidate/evaluations/15934/mike-ball
15934,Mike Ball,2018,National Rifle Association (NRA),1034,interest_group_endorsement,https://votesmart.org/interest-group/1034/national-rifle-association-nra,https://j.futurefacts.votesmart.io/candidate/evaluations/15934/mike-ball
15938,"Zeb Little, Sr.",2010,Alabama AFL-CIO,1968,interest_group_endorsement,https://votesmart.org/interest-group/1968/alabama-afl-cio,https://j.futurefacts.votesmart.io/candidate/evaluations/15938/zeb-little-sr
15938,"Zeb Little, Sr.",2010,Alabama State Employees Association,1454,interest_group_endorsement,https://votesmart.org/interest-group/1454/alabama-state-employees-association,https://j.futurefacts.votesmart.io/candidate/evaluations/15938/zeb-little-sr
15938,"Zeb Little, Sr.",2010,National Rifle Association (NRA),1034,interest_group_endorsement,https://votesmart.org/interest-group/1034/national-rifle-association-nra,https://j.futurefacts.votesmart.io/candidate/evaluations/15938/zeb-little-sr
15943,Jeff Enfinger,2010,Alabama AFL-CIO,1968,interest_group_endorsement,https://votesmart.org/interest-group/1968/alabama-afl-cio,https://j.futurefacts.votesmart.io/candidate/evaluations/15943/jeff-enfinger
15943,Jeff Enfinger,2010,Alabama State Employees Association,1454,interest_group_endorsement,https://votesmart.org/interest-group/1454/alabama-state-employees-association,https://j.futurefacts.votesmart.io/candidate/evaluations/15943/jeff-enfinger
15966,"William Thigpen, Sr.",2010,Alabama AFL-CIO,1968,interest_group_endorsement,https://votesmart.org/interest-group/1968/alabama-afl-cio,https://j.futurefacts.votesmart.io/candidate/evaluations/15966/william-thigpen-sr
15966,"William Thigpen, Sr.",2010,Alabama State Employees Association,1454,interest_group_endorsement,https://votesmart.org/interest-group/1454/alabama-state-employees-association,https://j.futurefacts.votesmart.io/candidate/evaluations/15966/william-thigpen-sr
15966,"William Thigpen, Sr.",2010,National Rifle Association (NRA),1034,interest_group_endorsement,https://votesmart.org/interest-group/1034/national-rifle-association-nra,https://j.futurefacts.votesmart.io/candidate/evaluations/15966/william-thigpen-sr
15971,Chip Brown,2026,National Federation of Independent Business - Alabama,608,interest_group_endorsement,https://votesmart.org/interest-group/608/national-federation-of-independent-business-alabama,https://j.futurefacts.votesmart.io/candidate/evaluations/15971/chip-brown
15975,Steve Hurst,2026,National Federation of Independent Business - Alabama,608,interest_group_endorsement,https://votesmart.org/interest-group/608/national-federation-of-independent-business-alabama,https://j.futurefacts.votesmart.io/candidate/evaluations/15975/steve-hurst
15983,Del Marsh,2018,Alabama Association of Realtors,2718,interest_group_endorsement,https://votesmart.org/interest-group/2718/alabama-association-of-realtors,https://j.futurefacts.votesmart.io/candidate/evaluations/15983/del-marsh
15983,Del Marsh,2018,Alabama Farmers Federation,2202,interest_group_endorsement,https://votesmart.org/interest-group/2202/alabama-farmers-federation,https://j.futurefacts.votesmart.io/candidate/evaluations/15983/del-marsh
15983,Del Marsh,2018,Alabama Forestry Association,2294,interest_group_endorsement,https://votesmart.org/interest-group/2294/alabama-forestry-association,https://j.futurefacts.votesmart.io/candidate/evaluations/15983/del-marsh
15983,Del Marsh,2018,Alabama Grocers Association,2587,interest_group_endorsement,https://votesmart.org/interest-group/2587/alabama-grocers-association,https://j.futurefacts.votesmart.io/candidate/evaluations/15983/del-marsh
15983,Del Marsh,2018,Alabama Retail Association,2593,interest_group_endorsement,https://votesmart.org/interest-group/2593/alabama-retail-association,https://j.futurefacts.votesmart.io/candidate/evaluations/15983/del-marsh
15983,Del Marsh,2018,Business Council of Alabama,2586,interest_group_endorsement,https://votesmart.org/interest-group/2586/business-council-of-alabama,https://j.futurefacts.votesmart.io/candidate/evaluations/15983/del-marsh
15983,Del Marsh,2018,National Federation of Independent Business - Alabama,608,interest_group_endorsement,https://votesmart.org/interest-group/608/national-federation-of-independent-business-alabama,https://j.futurefacts.votesmart.io/candidate/evaluations/15983/del-marsh
15983,Del Marsh,2018,National Rifle Association (NRA),1034,interest_group_endorsement,https://votesmart.org/interest-group/1034/national-rifle-association-nra,https://j.futurefacts.votesmart.io/candidate/evaluations/15983/del-marsh
15986,Joel Lee Williams,2018,Alabama AFL-CIO,1968,interest_group_endorsement,https://votesmart.org/interest-group/1968/alabama-afl-cio,https://j.futurefacts.votesmart.io/candidate/evaluations/15986/joel-lee-williams
15986,Joel Lee Williams,2018,"United Automobile, Aerospace and Agricultural Implement Workers of America (UAW)",1268,interest_group_endorsement,https://votesmart.org/interest-group/1268/united-automobile-aerospace-and-agricultural-implement-workers-of-america-uaw,https://j.futurefacts.votesmart.io/candidate/evaluations/15986/joel-lee-williams
15990,Greg Albritton,2026,National Federation of Independent Business - Alabama,608,interest_group_endorsement,https://votesmart.org/interest-group/608/national-federation-of-independent-business-alabama,https://j.futurefacts.votesmart.io/candidate/evaluations/15990/greg-albritton
15991,Terry Spicer,2010,Alabama AFL-CIO,1968,interest_group_endorsement,https://votesmart.org/interest-group/1968/alabama-afl-cio,https://j.futurefacts.votesmart.io/candidate/evaluations/15991
15991,Terry Spicer,2010,Alabama State Employees Association,1454,interest_group_endorsement,https://votesmart.org/interest-group/1454/alabama-state-employees-association,https://j.futurefacts.votesmart.io/candidate/evaluations/15991
15991,Terry Spicer,2010,National Rifle Association (NRA),1034,interest_group_endorsement,https://votesmart.org/interest-group/1034/national-rifle-association-nra,https://j.futurefacts.votesmart.io/candidate/evaluations/15991
15996,Harri Anne Smith,2014,National Federation of Independent Business - Alabama,608,interest_group_endorsement,https://votesmart.org/interest-group/608/national-federation-of-independent-business-alabama,https://j.futurefacts.votesmart.io/candidate/evaluations/15996/harri-anne-smith
16003,Oliver Robinson,2014,Business Council of Alabama,2586,interest_group_endorsement,https://votesmart.org/interest-group/2586/business-council-of-alabama,https://j.futurefacts.votesmart.io/candidate/evaluations/16003/oliver-robinson
16019,Priscilla Dunn,2018,Alabama AFL-CIO,1968,interest_group_endorsement,https://votesmart.org/interest-group/1968/alabama-afl-cio,https://j.futurefacts.votesmart.io/candidate/evaluations/16019/priscilla-dunn
16019,Priscilla Dunn,2018,Alabama Association of Realtors,2718,interest_group_endorsement,https://votesmart.org/interest-group/2718/alabama-association-of-realtors,https://j.futurefacts.votesmart.io/candidate/evaluations/16019/priscilla-dunn
16019,Priscilla Dunn,2018,Alabama Farmers Federation,2202,interest_group_endorsement,https://votesmart.org/interest-group/2202/alabama-farmers-federation,https://j.futurefacts.votesmart.io/candidate/evaluations/16019/priscilla-dunn
16019,Priscilla Dunn,2018,"United Automobile, Aerospace and Agricultural Implement Workers of America (UAW)",1268,interest_group_endorsement,https://votesmart.org/interest-group/1268/united-automobile-aerospace-and-agricultural-implement-workers-of-america-uaw,https://j.futurefacts.votesmart.io/candidate/evaluations/16019/priscilla-dunn
16025,James Martin,2018,Alabama Association of Realtors,2718,interest_group_endorsement,https://votesmart.org/interest-group/2718/alabama-association-of-realtors,https://j.futurefacts.votesmart.io/candidate/evaluations/16025/james-martin
16025,James Martin,2018,Alabama Grocers Association,2587,interest_group_endorsement,https://votesmart.org/interest-group/2587/alabama-grocers-association,https://j.futurefacts.votesmart.io/candidate/evaluations/16025/james-martin
16025,James Martin,2018,Alabama Retail Association,2593,interest_group_endorsement,https://votesmart.org/interest-group/2593/alabama-retail-association,https://j.futurefacts.votesmart.io/candidate/evaluations/16025/james-martin
16025,James Martin,2018,Business Council of Alabama,2586,interest_group_endorsement,https://votesmart.org/interest-group/2586/business-council-of-alabama,https://j.futurefacts.votesmart.io/candidate/evaluations/16025/james-martin
16025,James Martin,2018,National Federation of Independent Business - Alabama,608,interest_group_endorsement,https://votesmart.org/interest-group/608/national-federation-of-independent-business-alabama,https://j.futurefacts.votesmart.io/candidate/evaluations/16025/james-martin
16030,Jimmy Holley,2018,Alabama Association of Realtors,2718,interest_group_endorsement,https://votesmart.org/interest-group/2718/alabama-association-of-realtors,https://j.futurefacts.votesmart.io/candidate/evaluations/16030/jimmy-holley
16030,Jimmy Holley,2018,Alabama Farmers Federation,2202,interest_group_endorsement,https://votesmart.org/interest-group/2202/alabama-farmers-federation,https://j.futurefacts.votesmart.io/candidate/evaluations/16030/jimmy-holley
16030,Jimmy Holley,2018,Alabama Forestry Association,2294,interest_group_endorsement,https://votesmart.org/interest-group/2294/alabama-forestry-association,https://j.futurefacts.votesmart.io/candidate/evaluations/16030/jimmy-holley
16030,Jimmy Holley,2018,National Federation of Independent Business - Alabama,608,interest_group_endorsement,https://votesmart.org/interest-group/608/national-federation-of-independent-business-alabama,https://j.futurefacts.votesmart.io/candidate/evaluations/16030/jimmy-holley
16030,Jimmy Holley,2018,National Rifle Association (NRA),1034,interest_group_endorsement,https://votesmart.org/interest-group/1034/national-rifle-association-nra,https://j.futurefacts.votesmart.io/candidate/evaluations/16030/jimmy-holley
16046,Alan Boothe,2014,Business Council of Alabama,2586,interest_group_endorsement,https://votesmart.org/interest-group/2586/business-council-of-alabama,https://j.futurefacts.votesmart.io/candidate/evaluations/16046/alan-boothe
16046,Alan Boothe,2014,National Federation of Independent Business - Alabama,608,interest_group_endorsement,https://votesmart.org/interest-group/608/national-federation-of-independent-business-alabama,https://j.futurefacts.votesmart.io/candidate/evaluations/16046/alan-boothe
16051,Mary Sue McClurkin,2010,Alabama State Employees Association,1454,interest_group_endorsement,https://votesmart.org/interest-group/1454/alabama-state-employees-association,https://j.futurefacts.votesmart.io/candidate/evaluations/16051/mary-sue-mcclurkin
16051,Mary Sue McClurkin,2010,National Federation of Independent Business - Alabama,608,interest_group_endorsement,https://votesmart.org/interest-group/608/national-federation-of-independent-business-alabama,https://j.futurefacts.votesmart.io/candidate/evaluations/16051/mary-sue-mcclurkin
16051,Mary Sue McClurkin,2010,National Rifle Association (NRA),1034,interest_group_endorsement,https://votesmart.org/interest-group/1034/national-rifle-association-nra,https://j.futurefacts.votesmart.io/candidate/evaluations/16051/mary-sue-mcclurkin
16065,Todd Greeson,2014,National Rifle Association Political Victory Fund (NRA-PVF) - Alabama,1557,interest_group_endorsement,https://votesmart.org/interest-group/1557/national-rifle-association-political-victory-fund-nra-pvf-alabama,https://j.futurefacts.votesmart.io/candidate/evaluations/16065/todd-greeson
16074,Scott Beason,2014,Conservative Christians of Alabama,2201,interest_group_endorsement,https://votesmart.org/interest-group/2201/conservative-christians-of-alabama,https://j.futurefacts.votesmart.io/candidate/evaluations/16074/scott-beason
16077,Steve French,2014,National Rifle Association Political Victory Fund (NRA-PVF) - Alabama,1557,interest_group_endorsement,https://votesmart.org/interest-group/1557/national-rifle-association-political-victory-fund-nra-pvf-alabama,https://j.futurefacts.votesmart.io/candidate/evaluations/16077/steve-french
175673,Joe Lovvorn,2026,National Federation of Independent Business - Alabama,608,interest_group_endorsement,https://votesmart.org/interest-group/608/national-federation-of-independent-business-alabama,https://j.futurefacts.votesmart.io/candidate/evaluations/175673/joe-lovvorn
