poll_id,dimension,group,dem_pct,rep_pct,cell_base,population_override,source_url,page_or_table,extraction_method,reviewed
gen202youdb34af58,overall,all,41,35,1603,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_AvLU7vY.pdf#page=58,PDF page 58: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202youdb34af58,race,white,35,43,1080,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_AvLU7vY.pdf#page=58,PDF page 58: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202youdb34af58,race,black,65,8,200,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_AvLU7vY.pdf#page=58,PDF page 58: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202youdb34af58,race,hispanic,48,26,209,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_AvLU7vY.pdf#page=58,PDF page 58: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202youdb34af58,education,yougov_no_degree,37,35,1001,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_AvLU7vY.pdf#page=58,PDF page 58: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202youdb34af58,education,yougov_college_grad,47,34,602,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_AvLU7vY.pdf#page=58,PDF page 58: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202youb0c541de,overall,all,38,34,1570,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_Zi1MEwp.pdf#page=32,PDF page 32: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202youb0c541de,race,white,33,40,1014,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_Zi1MEwp.pdf#page=32,PDF page 32: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202youb0c541de,race,black,62,6,214,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_Zi1MEwp.pdf#page=32,PDF page 32: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202youb0c541de,race,hispanic,38,36,239,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_Zi1MEwp.pdf#page=32,PDF page 32: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202youb0c541de,education,yougov_no_degree,31,36,1056,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_Zi1MEwp.pdf#page=32,PDF page 32: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202youb0c541de,education,yougov_college_grad,50,30,514,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_Zi1MEwp.pdf#page=32,PDF page 32: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202you92365a96,overall,all,39,36,1547,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_GpnDRNm.pdf#page=74,PDF page 74: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202you92365a96,race,white,35,43,1043,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_GpnDRNm.pdf#page=74,PDF page 74: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202you92365a96,race,black,59,8,189,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_GpnDRNm.pdf#page=74,PDF page 74: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
