poll_id,dimension,group,dem_pct,rep_pct,cell_base,population_override,source_url,page_or_table,extraction_method,reviewed
gen202you92365a96,race,hispanic,34,30,214,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_GpnDRNm.pdf#page=74,PDF page 74: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202you92365a96,education,yougov_no_degree,32,38,998,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_GpnDRNm.pdf#page=74,PDF page 74: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202you92365a96,education,yougov_college_grad,52,31,549,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_GpnDRNm.pdf#page=74,PDF page 74: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202you0dee45a4,overall,all,40,36,1561,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_EcCnfRV.pdf#page=50,PDF page 50: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202you0dee45a4,race,white,37,45,1029,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_EcCnfRV.pdf#page=50,PDF page 50: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202you0dee45a4,race,black,61,9,199,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_EcCnfRV.pdf#page=50,PDF page 50: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202you0dee45a4,race,hispanic,43,27,228,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_EcCnfRV.pdf#page=50,PDF page 50: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202you0dee45a4,education,yougov_no_degree,34,37,1011,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_EcCnfRV.pdf#page=50,PDF page 50: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202you0dee45a4,education,yougov_college_grad,51,33,550,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_EcCnfRV.pdf#page=50,PDF page 50: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202you38c2a9ca,overall,all,40,33,1512,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_ubu5DXD.pdf#page=62,PDF page 62: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202you38c2a9ca,race,white,35,41,1028,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_ubu5DXD.pdf#page=62,PDF page 62: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202you38c2a9ca,race,black,65,9,173,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_ubu5DXD.pdf#page=62,PDF page 62: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202you38c2a9ca,race,hispanic,41,25,226,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_ubu5DXD.pdf#page=62,PDF page 62: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202you38c2a9ca,education,yougov_no_degree,34,35,974,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_ubu5DXD.pdf#page=62,PDF page 62: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202you38c2a9ca,education,yougov_college_grad,51,30,538,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_ubu5DXD.pdf#page=62,PDF page 62: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202you1706e723,overall,all,39,33,1703,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_I24AWdp.pdf#page=65,PDF page 65: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202you1706e723,race,white,33,42,1111,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_I24AWdp.pdf#page=65,PDF page 65: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202you1706e723,race,black,62,6,212,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_I24AWdp.pdf#page=65,PDF page 65: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202you1706e723,race,hispanic,41,24,255,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_I24AWdp.pdf#page=65,PDF page 65: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202you1706e723,education,yougov_no_degree,34,35,1089,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_I24AWdp.pdf#page=65,PDF page 65: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202you1706e723,education,yougov_college_grad,48,30,614,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_I24AWdp.pdf#page=65,PDF page 65: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202you5ba4707a,overall,all,39,33,1674,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_3wplfYX.pdf#page=50,PDF page 50: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202you5ba4707a,race,white,34,40,1128,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_3wplfYX.pdf#page=50,PDF page 50: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202you5ba4707a,race,black,56,5,206,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_3wplfYX.pdf#page=50,PDF page 50: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202you5ba4707a,race,hispanic,42,34,219,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_3wplfYX.pdf#page=50,PDF page 50: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202you5ba4707a,education,yougov_no_degree,33,34,1094,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_3wplfYX.pdf#page=50,PDF page 50: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202you5ba4707a,education,yougov_college_grad,49,31,580,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_3wplfYX.pdf#page=50,PDF page 50: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202you3180bc85,overall,all,39,35,1593,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_CwWXhS2.pdf#page=58,PDF page 58: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202you3180bc85,race,white,34,42,1040,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_CwWXhS2.pdf#page=58,PDF page 58: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202you3180bc85,race,black,60,7,205,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_CwWXhS2.pdf#page=58,PDF page 58: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202you3180bc85,race,hispanic,43,29,243,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_CwWXhS2.pdf#page=58,PDF page 58: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202you3180bc85,education,yougov_no_degree,33,37,1041,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_CwWXhS2.pdf#page=58,PDF page 58: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202you3180bc85,education,yougov_college_grad,50,33,552,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_CwWXhS2.pdf#page=58,PDF page 58: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202youedd3df25,overall,all,40,35,1543,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_YTE4G2g.pdf#page=49,PDF page 49: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202youedd3df25,race,white,36,44,1003,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_YTE4G2g.pdf#page=49,PDF page 49: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202youedd3df25,race,black,68,6,190,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_YTE4G2g.pdf#page=49,PDF page 49: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202youedd3df25,race,hispanic,40,27,238,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_YTE4G2g.pdf#page=49,PDF page 49: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202youedd3df25,education,yougov_no_degree,37,34,992,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_YTE4G2g.pdf#page=49,PDF page 49: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202youedd3df25,education,yougov_college_grad,46,37,551,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_YTE4G2g.pdf#page=49,PDF page 49: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202youd8d72505,overall,all,38,36,1745,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_SVRZJH8.pdf#page=30,PDF page 30: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202youd8d72505,race,white,33,43,1178,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_SVRZJH8.pdf#page=30,PDF page 30: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202youd8d72505,race,black,59,8,198,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_SVRZJH8.pdf#page=30,PDF page 30: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202youd8d72505,race,hispanic,44,32,238,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_SVRZJH8.pdf#page=30,PDF page 30: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202youd8d72505,education,yougov_no_degree,34,37,1125,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_SVRZJH8.pdf#page=30,PDF page 30: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202youd8d72505,education,yougov_college_grad,46,33,620,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_SVRZJH8.pdf#page=30,PDF page 30: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202youxi2k24mg,overall,all,39,31,1728,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_vNnwPx2.pdf,PDF page 95: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202youxi2k24mg,race,white,34,38,1140,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_vNnwPx2.pdf,PDF page 95: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202youxi2k24mg,race,black,56,9,212,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_vNnwPx2.pdf,PDF page 95: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202youxi2k24mg,race,hispanic,43,27,246,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_vNnwPx2.pdf,PDF page 95: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202youxi2k24mg,education,yougov_no_degree,31,33,1090,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_vNnwPx2.pdf,PDF page 95: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202youxi2k24mg,education,yougov_college_grad,53,28,638,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_vNnwPx2.pdf,PDF page 95: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202you3de5efa3,overall,all,39,34,1834,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_Ty7ikPd.pdf#page=52,PDF page 52: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202you3de5efa3,race,white,35,41,1219,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_Ty7ikPd.pdf#page=52,PDF page 52: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202you3de5efa3,race,black,62,6,216,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_Ty7ikPd.pdf#page=52,PDF page 52: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202you3de5efa3,race,hispanic,43,25,276,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_Ty7ikPd.pdf#page=52,PDF page 52: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202you3de5efa3,education,yougov_no_degree,36,35,1142,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_Ty7ikPd.pdf#page=52,PDF page 52: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202you3de5efa3,education,yougov_college_grad,46,33,692,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_Ty7ikPd.pdf#page=52,PDF page 52: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202you2ea3a450,overall,all,37,33,1567,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_nvajahp.pdf#page=31,PDF page 31: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202you2ea3a450,race,white,31,41,1103,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_nvajahp.pdf#page=31,PDF page 31: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202you2ea3a450,race,black,63,8,179,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_nvajahp.pdf#page=31,PDF page 31: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202you2ea3a450,race,hispanic,42,21,198,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_nvajahp.pdf#page=31,PDF page 31: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202you2ea3a450,education,yougov_no_degree,34,34,938,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_nvajahp.pdf#page=31,PDF page 31: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202you2ea3a450,education,yougov_college_grad,44,31,629,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_nvajahp.pdf#page=31,PDF page 31: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
genconyou0df1e8df,overall,all,38,35,1679,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_v8p0Pe8.pdf#page=58,PDF page 58: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
genconyou0df1e8df,race,white,34,42,1132,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_v8p0Pe8.pdf#page=58,PDF page 58: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
genconyou0df1e8df,race,black,59,10,207,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_v8p0Pe8.pdf#page=58,PDF page 58: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
genconyou0df1e8df,race,hispanic,38,30,225,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_v8p0Pe8.pdf#page=58,PDF page 58: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
genconyou0df1e8df,education,yougov_no_degree,32,37,1083,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_v8p0Pe8.pdf#page=58,PDF page 58: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
genconyou0df1e8df,education,yougov_college_grad,49,32,596,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_v8p0Pe8.pdf#page=58,PDF page 58: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202you519cb5b0,overall,all,39,33,1678,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_usZL1Jt.pdf,PDF page 17: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202you519cb5b0,race,white,34,39,1131,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_usZL1Jt.pdf,PDF page 17: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202you519cb5b0,race,black,60,8,208,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_usZL1Jt.pdf,PDF page 17: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202you519cb5b0,race,hispanic,39,28,224,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_usZL1Jt.pdf,PDF page 17: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202you519cb5b0,education,yougov_no_degree,33,33,1045,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_usZL1Jt.pdf,PDF page 17: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202you519cb5b0,education,yougov_college_grad,52,33,633,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_usZL1Jt.pdf,PDF page 17: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202youc2d75ff6,overall,all,38,35,1745,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_G1zNgZq.pdf#page=49,PDF page 49: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202youc2d75ff6,race,white,32,41,1153,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_G1zNgZq.pdf#page=49,PDF page 49: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202youc2d75ff6,race,black,61,7,220,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_G1zNgZq.pdf#page=49,PDF page 49: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202youc2d75ff6,race,hispanic,38,31,254,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_G1zNgZq.pdf#page=49,PDF page 49: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202youc2d75ff6,education,yougov_no_degree,32,36,1114,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_G1zNgZq.pdf#page=49,PDF page 49: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202youc2d75ff6,education,yougov_college_grad,48,32,631,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_G1zNgZq.pdf#page=49,PDF page 49: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202youa37aee72,overall,all,37,35,1603,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_1tbbxVr.pdf#page=58,PDF page 58: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202youa37aee72,race,white,33,41,1044,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_1tbbxVr.pdf#page=58,PDF page 58: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202youa37aee72,race,black,63,7,213,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_1tbbxVr.pdf#page=58,PDF page 58: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202youa37aee72,race,hispanic,38,32,245,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_1tbbxVr.pdf#page=58,PDF page 58: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202youa37aee72,education,yougov_no_degree,31,36,1038,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_1tbbxVr.pdf#page=58,PDF page 58: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202youa37aee72,education,yougov_college_grad,49,33,565,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_1tbbxVr.pdf#page=58,PDF page 58: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202youa317f770,overall,all,39,33,1514,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_aWdgoE7.pdf#page=51,PDF page 51: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202youa317f770,race,white,35,41,1001,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_aWdgoE7.pdf#page=51,PDF page 51: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202youa317f770,race,black,65,6,194,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_aWdgoE7.pdf#page=51,PDF page 51: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202youa317f770,race,hispanic,39,26,216,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_aWdgoE7.pdf#page=51,PDF page 51: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202youa317f770,education,yougov_no_degree,32,34,981,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_aWdgoE7.pdf#page=51,PDF page 51: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202youa317f770,education,yougov_college_grad,52,31,533,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_aWdgoE7.pdf#page=51,PDF page 51: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202you91f64a9d,overall,all,37,34,1547,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_ONiR6Nb.pdf#page=60,PDF page 60: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202you91f64a9d,race,white,33,40,1009,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_ONiR6Nb.pdf#page=60,PDF page 60: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202you91f64a9d,race,black,61,8,198,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_ONiR6Nb.pdf#page=60,PDF page 60: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202you91f64a9d,race,hispanic,37,33,233,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_ONiR6Nb.pdf#page=60,PDF page 60: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202you91f64a9d,education,yougov_no_degree,33,34,998,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_ONiR6Nb.pdf#page=60,PDF page 60: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
gen202you91f64a9d,education,yougov_college_grad,45,33,549,a,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_ONiR6Nb.pdf#page=60,PDF page 60: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True
