cycle,acs_vintage,cell,prior_strength,shifted_catalist_prior,estimated_dem_support,estimated_turnout,optimizer_success,precinct_weighted_mae,vote_total_error_pct,prior_sensitivity_range,polarization_anchor,anchor_difference,cell_gate_passed
2018,2022,white_nh_noncollege,25.0,0.20070743801466281,0.04654760333312527,0.45388899158776685,True,0.06851868964281649,-0.002068065004037171,0.004326503021785097,0.9570175438596492,,True
2018,2022,white_nh_college,25.0,0.3056180018749387,0.4160030641555355,0.6465705028299091,True,0.06851868964281649,-0.002068065004037171,0.0027667945302719543,0.9570175438596492,,True
2018,2022,black_noncollege,25.0,0.8808189875842939,0.9968719790653597,0.5035459429022807,True,0.06851868964281649,-0.002068065004037171,0.006793135032304387,0.9570175438596492,0.039854435205710526,True
2018,2022,black_college,25.0,0.8244240832827989,0.9730216860517711,0.5349467959413368,True,0.06851868964281649,-0.002068065004037171,0.02253859290335214,0.9570175438596492,0.016004142192121873,True
2018,2022,other,25.0,0.41835036650124263,0.41835036650124263,0.3489454566908577,True,0.06851868964281649,-0.002068065004037171,0.0,0.9570175438596492,,True
2018,2022,white_nh_noncollege,100.0,0.20070743801466281,0.04674298976627225,0.45380349605118564,True,0.06852994244421187,-0.0020728065794555317,0.004326503021785097,0.9570175438596492,,True
2018,2022,white_nh_college,100.0,0.3056180018749387,0.41599077836344284,0.646490629120626,True,0.06852994244421187,-0.0020728065794555317,0.0027667945302719543,0.9570175438596492,,True
2018,2022,black_noncollege,100.0,0.8808189875842939,0.99641476855612,0.5039064898630414,True,0.06852994244421187,-0.0020728065794555317,0.006793135032304387,0.9570175438596492,0.03939722469647078,True
2018,2022,black_college,100.0,0.8244240832827989,0.9706179562624067,0.5350707573821859,True,0.06852994244421187,-0.0020728065794555317,0.02253859290335214,0.9570175438596492,0.013600412402757445,True
2018,2022,other,100.0,0.41835036650124263,0.41835036650124263,0.3486062302669507,True,0.06852994244421187,-0.0020728065794555317,0.0,0.9570175438596492,,True
2018,2022,white_nh_noncollege,400.0,0.20070743801466281,0.04770716823128983,0.45350818265665466,True,0.06858532213573636,-0.0020386134990109327,0.004326503021785097,0.9570175438596492,,True
