cycle,acs_vintage,cell,prior_strength,catalist_shifted_prior,estimated_dem_support,estimated_turnout,optimizer_success,precinct_weighted_mae,state_dem_share_error,vote_total_error_pct,prior_sensitivity_range,boundary_solution,release_eligible
2018,2022,white_nh_noncollege,25.0,0.20191221687384173,0.041700268411672854,0.45457894068892996,True,0.06813503993652541,0.00010205787051625892,-0.0010199906353000443,0.00576753021210593,False,True
2018,2022,white_nh_college,25.0,0.30721047990488815,0.38506648295576695,0.6400699989359387,True,0.06813503993652541,0.00010205787051625892,-0.0010199906353000443,0.013013180729782303,False,True
2018,2022,black_noncollege,25.0,0.8816033545123416,0.9949422241672417,0.49941271987863756,True,0.06813503993652541,0.00010205787051625892,-0.0010199906353000443,0.005108101617157801,True,False
2018,2022,black_college,25.0,0.8255060756275763,0.9623292743479581,0.5258883831736432,True,0.06813503993652541,0.00010205787051625892,-0.0010199906353000443,0.016651336900041058,False,True
2018,2022,other_noncollege,25.0,0.3784486143422482,0.6076528354394627,0.35242981316907873,True,0.06813503993652541,0.00010205787051625892,-0.0010199906353000443,0.07210959569264364,False,True
2018,2022,other_college,25.0,0.46543375820615035,0.8110190802099829,0.4816714316539371,True,0.06813503993652541,0.00010205787051625892,-0.0010199906353000443,0.21087858472684984,False,False
2018,2022,white_nh_noncollege,100.0,0.20191221687384173,0.04169074569815443,0.45452249628449426,True,0.06814610658509809,2.3945761411903188e-05,-0.0010446541360390666,0.00576753021210593,False,True
2018,2022,white_nh_college,100.0,0.30721047990488815,0.38752062305577456,0.6395322349038444,True,0.06814610658509809,2.3945761411903188e-05,-0.0010446541360390666,0.013013180729782303,False,True
2018,2022,black_noncollege,100.0,0.8816033545123416,0.9945294558020241,0.4997747642317642,True,0.06814610658509809,2.3945761411903188e-05,-0.0010446541360390666,0.005108101617157801,True,False
2018,2022,black_college,100.0,0.8255060756275763,0.961932068795956,0.5267284298914773,True,0.06814610658509809,2.3945761411903188e-05,-0.0010446541360390666,0.016651336900041058,False,True
2018,2022,other_noncollege,100.0,0.3784486143422482,0.6073088743626167,0.3523640517936276,True,0.06814610658509809,2.3945761411903188e-05,-0.0010446541360390666,0.07210959569264364,False,True
2018,2022,other_college,100.0,0.46543375820615035,0.7707510986555207,0.4824100054499279,True,0.06814610658509809,2.3945761411903188e-05,-0.0010446541360390666,0.21087858472684984,False,False
2018,2022,white_nh_noncollege,400.0,0.20191221687384173,0.04291155834682677,0.45429278029640524,True,0.06820713115080815,-0.0001721963291550499,-0.001012279825130175,0.00576753021210593,False,True
2018,2022,white_nh_college,400.0,0.30721047990488815,0.3924902715676912,0.6384743350044787,True,0.06820713115080815,-0.0001721963291550499,-0.001012279825130175,0.013013180729782303,False,True
2018,2022,black_noncollege,400.0,0.8816033545123416,0.9935278456215064,0.5010212533692792,True,0.06820713115080815,-0.0001721963291550499,-0.001012279825130175,0.005108101617157801,True,False
2018,2022,black_college,400.0,0.8255060756275763,0.9588529219130278,0.5280728728779626,True,0.06820713115080815,-0.0001721963291550499,-0.001012279825130175,0.016651336900041058,False,True
2018,2022,other_noncollege,400.0,0.3784486143422482,0.5877744153691161,0.35227641983559294,True,0.06820713115080815,-0.0001721963291550499,-0.001012279825130175,0.07210959569264364,False,True
2018,2022,other_college,400.0,0.46543375820615035,0.6954613726326927,0.48396018041582173,True,0.06820713115080815,-0.0001721963291550499,-0.001012279825130175,0.21087858472684984,False,False
2018,2022,white_nh_noncollege,1600.0,0.20191221687384173,0.04745827591026036,0.4536135798574702,True,0.06846556111263719,-0.0007785413425372423,-0.0013291294938986655,0.00576753021210593,False,True
2018,2022,white_nh_college,1600.0,0.30721047990488815,0.39807966368554926,0.63596895726977,True,0.06846556111263719,-0.0007785413425372423,-0.0013291294938986655,0.013013180729782303,False,True
2018,2022,black_noncollege,1600.0,0.8816033545123416,0.9898341225500839,0.5040902755626456,True,0.06846556111263719,-0.0007785413425372423,-0.0013291294938986655,0.005108101617157801,True,False
2018,2022,black_college,1600.0,0.8255060756275763,0.9456779374479171,0.5307266254984171,True,0.06846556111263719,-0.0007785413425372423,-0.0013291294938986655,0.016651336900041058,False,True
2018,2022,other_noncollege,1600.0,0.3784486143422482,0.535543239746819,0.3511472410919253,True,0.06846556111263719,-0.0007785413425372423,-0.0013291294938986655,0.07210959569264364,False,True
2018,2022,other_college,1600.0,0.46543375820615035,0.6001404954831331,0.4833713428990738,True,0.06846556111263719,-0.0007785413425372423,-0.0013291294938986655,0.21087858472684984,False,False
2020,2022,white_nh_noncollege,25.0,0.19289258878657656,0.013019050515015455,0.6615423844457715,True,0.06462104966067264,0.0017105107965791344,0.0004196268465662223,0.00735118434740786,True,False
2020,2022,white_nh_college,25.0,0.3172729595833185,0.34248624620732804,0.752858920763131,True,0.06462104966067264,0.0017105107965791344,0.0004196268465662223,0.01848318058726134,False,True
2020,2022,black_noncollege,25.0,0.7619699317877097,0.9998013949602096,0.6400585712840573,True,0.06462104966067264,0.0017105107965791344,0.0004196268465662223,0.005518181262342159,True,False
2020,2022,black_college,25.0,0.7418332864075223,0.9974846445429459,0.6771778844965339,True,0.06462104966067264,0.0017105107965791344,0.0004196268465662223,0.02558671054127981,True,False
2020,2022,other_noncollege,25.0,0.3404045269384405,0.7679773466931737,0.5039859547949865,True,0.06462104966067264,0.0017105107965791344,0.0004196268465662223,0.11616184367542048,False,False
2020,2022,other_college,25.0,0.39858643110766434,0.8672424435595175,0.6537702940322505,True,0.06462104966067264,0.0017105107965791344,0.0004196268465662223,0.2399439705372619,False,False
2020,2022,white_nh_noncollege,100.0,0.19289258878657656,0.01363902895247266,0.6615110697193693,True,0.06465826952835621,0.0015935696559687407,0.0004185365993804913,0.00735118434740786,True,False
2020,2022,white_nh_college,100.0,0.3172729595833185,0.3450935857388086,0.7519007574319297,True,0.06465826952835621,0.0015935696559687407,0.0004185365993804913,0.01848318058726134,False,True
2020,2022,black_noncollege,100.0,0.7619699317877097,0.9994358010792237,0.6406912304289079,True,0.06465826952835621,0.0015935696559687407,0.0004185365993804913,0.005518181262342159,True,False
2020,2022,black_college,100.0,0.7418332864075223,0.9953053144567303,0.6779548735569942,True,0.06465826952835621,0.0015935696559687407,0.0004185365993804913,0.02558671054127981,True,False
2020,2022,other_noncollege,100.0,0.3404045269384405,0.7611639820548808,0.5043817709495978,True,0.06465826952835621,0.0015935696559687407,0.0004185365993804913,0.11616184367542048,False,False
2020,2022,other_college,100.0,0.39858643110766434,0.8273067947924458,0.6550449830675662,True,0.06465826952835621,0.0015935696559687407,0.0004185365993804913,0.2399439705372619,False,False
2020,2022,white_nh_noncollege,400.0,0.19289258878657656,0.015186568677102988,0.6609147613359958,True,0.06478980029981586,0.0012174929124842415,0.00036098365074690243,0.00735118434740786,True,False
2020,2022,white_nh_college,400.0,0.3172729595833185,0.35141783595933007,0.7502554072643628,True,0.06478980029981586,0.0012174929124842415,0.00036098365074690243,0.01848318058726134,False,True
2020,2022,black_noncollege,400.0,0.7619699317877097,0.9981356462824318,0.6426572746897152,True,0.06478980029981586,0.0012174929124842415,0.00036098365074690243,0.005518181262342159,True,False
2020,2022,black_college,400.0,0.7418332864075223,0.98907773648553,0.679643809212919,True,0.06478980029981586,0.0012174929124842415,0.00036098365074690243,0.02558671054127981,True,False
2020,2022,other_noncollege,400.0,0.3404045269384405,0.7322845175238102,0.5059713782661811,True,0.06478980029981586,0.0012174929124842415,0.00036098365074690243,0.11616184367542048,False,False
2020,2022,other_college,400.0,0.39858643110766434,0.7466786456928941,0.6562202438719676,True,0.06478980029981586,0.0012174929124842415,0.00036098365074690243,0.2399439705372619,False,False
2020,2022,white_nh_noncollege,1600.0,0.19289258878657656,0.020370234862423314,0.6596193975694812,True,0.06531528667271978,0.00032591046929492107,0.0003353206661068332,0.00735118434740786,False,True
2020,2022,white_nh_college,1600.0,0.3172729595833185,0.3609694267945894,0.7469229439389723,True,0.06531528667271978,0.00032591046929492107,0.0003353206661068332,0.01848318058726134,False,True
2020,2022,black_noncollege,1600.0,0.7619699317877097,0.9942832136978674,0.6478261082043666,True,0.06531528667271978,0.00032591046929492107,0.0003353206661068332,0.005518181262342159,True,False
2020,2022,black_college,1600.0,0.7418332864075223,0.9718979340016661,0.6830085088956575,True,0.06531528667271978,0.00032591046929492107,0.0003353206661068332,0.02558671054127981,False,True
2020,2022,other_noncollege,1600.0,0.3404045269384405,0.6518155030177533,0.5072326720478106,True,0.06531528667271978,0.00032591046929492107,0.0003353206661068332,0.11616184367542048,False,False
2020,2022,other_college,1600.0,0.39858643110766434,0.6272984730222556,0.656867653026585,True,0.06531528667271978,0.00032591046929492107,0.0003353206661068332,0.2399439705372619,False,False
