cycle,six_cell_mae,five_cell_mae,mae_change,all_cell_gates_passed,vote_total_error_pct,model_gate_passed
2018,0.0682071311508081,0.06858532213573636,0.00037819098492825054,True,-0.0020386134990109327,True
2020,0.0647898002998158,0.06597308901819134,0.0011832887183755303,True,-0.0009546067510838785,True
