dimension,group,date,dem_raw_share,rep_raw_share,unweighted_base,dem_two_party_share,dem_margin_two_party
age,30_44,2026-04-20,0.5,0.35,422,0.5882352941176471,17.647058823529413
age,30_44,2026-04-27,0.46,0.41,400,0.5287356321839081,5.747126436781614
age,30_44,2026-05-04,0.47,0.35,381,0.573170731707317,14.634146341463415
age,30_44,2026-05-11,0.44,0.4,361,0.5238095238095237,4.761904761904759
age,30_44,2026-05-18,0.53,0.35,346,0.6022727272727273,20.454545454545457
age,30_44,2026-05-26,0.49,0.37,332,0.5697674418604651,13.953488372093023
age,30_44,2026-06-01,0.52,0.37,315,0.5842696629213483,16.853932584269664
age,30_44,2026-06-08,0.44,0.35,291,0.5569620253164557,11.392405063291141
age,30_44,2026-06-15,0.46,0.43,354,0.5168539325842697,3.3707865168539355
age,30_44,2026-06-22,0.45,0.41,384,0.5232558139534884,4.651162790697678
age,30_44,2026-06-29,0.47,0.41,345,0.5340909090909092,6.818181818181819
age,30_44,2026-07-06,0.47,0.41,357,0.5340909090909092,6.818181818181819
age,30_44,2026-07-13,0.47,0.37,352,0.5595238095238095,11.904761904761903
age,30_44,2026-07-20,0.45,0.39,346,0.5357142857142857,7.142857142857142
age,30_44,2026-07-27,0.45,0.39,355,0.5357142857142857,7.142857142857142
age,30_44,2026-08-02,0.5,0.38,379,0.5681818181818182,13.636363636363637
age,30_44,2026-08-10,0.45,0.37,345,0.548780487804878,9.756097560975611
age,45_64,2017-04-11,0.38,0.37,499,0.5066666666666667,1.3333333333333346
age,45_64,2017-04-18,0.36,0.33,505,0.5217391304347826,4.347826086956518
age,45_64,2017-04-25,0.37,0.33,456,0.5285714285714286,5.714285714285712
age,45_64,2017-05-02,0.35,0.37,483,0.4861111111111111,-2.7777777777777803
age,45_64,2017-05-09,0.37,0.38,491,0.49333333333333335,-1.3333333333333346
age,45_64,2017-05-16,0.35,0.32,477,0.5223880597014926,4.477611940298504
age,45_64,2017-05-23,0.4,0.34,500,0.5405405405405406,8.108108108108109
age,45_64,2017-05-30,0.37,0.35,456,0.513888888888889,2.7777777777777803
age,45_64,2017-06-06,0.39,0.38,516,0.5064935064935066,1.2987012987012998
age,45_64,2017-06-13,0.35,0.38,481,0.4794520547945205,-4.109589041095894
age,45_64,2017-06-20,0.37,0.37,485,0.5,0.0
age,45_64,2017-06-27,0.39,0.38,498,0.5064935064935066,1.2987012987012998
age,45_64,2017-07-04,0.34,0.38,505,0.47222222222222227,-5.555555555555554
age,45_64,2017-07-11,0.36,0.33,482,0.5217391304347826,4.347826086956518
age,45_64,2017-07-18,0.37,0.33,483,0.5285714285714286,5.714285714285712
age,45_64,2017-07-25,0.41,0.36,509,0.5324675324675324,6.493506493506493
age,45_64,2017-08-01,0.39,0.35,495,0.5270270270270271,5.405405405405411
age,45_64,2017-08-08,0.39,0.34,502,0.5342465753424658,6.84931506849315
age,45_64,2017-08-15,0.37,0.36,484,0.5068493150684932,1.3698630136986314
age,45_64,2017-08-22,0.38,0.37,479,0.5066666666666667,1.3333333333333346
age,45_64,2017-08-29,0.39,0.34,457,0.5342465753424658,6.84931506849315
age,45_64,2017-09-05,0.37,0.34,535,0.5211267605633803,4.2253521126760525
age,45_64,2017-09-12,0.37,0.33,460,0.5285714285714286,5.714285714285712
age,45_64,2017-09-19,0.35,0.37,498,0.4861111111111111,-2.7777777777777803
age,45_64,2017-09-26,0.39,0.36,479,0.52,4.0000000000000036
age,45_64,2017-10-03,0.34,0.41,482,0.45333333333333337,-9.333333333333327
age,45_64,2017-10-10,0.38,0.34,544,0.5277777777777778,5.555555555555554
age,45_64,2017-10-17,0.42,0.35,480,0.5454545454545454,9.090909090909092
age,45_64,2017-10-24,0.4,0.37,481,0.5194805194805195,3.8961038961038996
age,45_64,2017-10-31,0.39,0.37,514,0.5131578947368421,2.6315789473684235
age,45_64,2017-11-07,0.37,0.35,539,0.513888888888889,2.7777777777777803
age,45_64,2017-11-14,0.42,0.33,514,0.5599999999999999,11.999999999999995
age,45_64,2017-11-21,0.42,0.32,587,0.5675675675675675,13.51351351351351
age,45_64,2017-11-28,0.42,0.33,535,0.5599999999999999,11.999999999999995
age,45_64,2017-12-05,0.39,0.37,572,0.5131578947368421,2.6315789473684235
age,45_64,2017-12-12,0.44,0.37,600,0.5432098765432098,8.641975308641976
age,45_64,2017-12-19,0.41,0.37,485,0.5256410256410255,5.128205128205126
age,45_64,2017-12-26,0.39,0.38,512,0.5064935064935066,1.2987012987012998
age,45_64,2018-01-02,0.41,0.37,460,0.5256410256410255,5.128205128205126
age,45_64,2018-01-09,0.39,0.4,530,0.4936708860759494,-1.2658227848101276
age,45_64,2018-01-16,0.36,0.42,572,0.4615384615384615,-7.692307692307692
age,45_64,2018-01-23,0.42,0.39,510,0.5185185185185185,3.7037037037037
age,45_64,2018-01-30,0.4,0.36,503,0.5263157894736842,5.263157894736847
age,45_64,2018-02-06,0.42,0.39,588,0.5185185185185185,3.7037037037037
age,45_64,2018-02-13,0.42,0.37,485,0.5316455696202531,6.329113924050631
age,45_64,2018-02-20,0.38,0.42,522,0.475,-4.999999999999997
age,45_64,2018-02-27,0.38,0.41,523,0.4810126582278481,-3.797468354430376
age,45_64,2018-03-06,0.42,0.38,628,0.5249999999999999,4.999999999999997
age,45_64,2018-03-13,0.4,0.39,511,0.5063291139240507,1.2658227848101276
age,45_64,2018-03-20,0.41,0.38,545,0.5189873417721519,3.797468354430376
age,45_64,2018-03-27,0.39,0.34,552,0.5342465753424658,6.84931506849315
age,45_64,2018-04-03,0.43,0.39,519,0.5243902439024389,4.878048780487802
age,45_64,2018-04-10,0.4,0.39,566,0.5063291139240507,1.2658227848101276
age,45_64,2018-04-16,0.43,0.41,531,0.5119047619047619,2.380952380952383
age,45_64,2018-04-24,0.38,0.42,522,0.475,-4.999999999999997
age,45_64,2018-05-01,0.41,0.4,484,0.5061728395061728,1.234567901234562
age,45_64,2018-05-08,0.42,0.36,513,0.5384615384615384,7.692307692307692
age,45_64,2018-05-15,0.39,0.39,477,0.5,0.0
age,45_64,2018-05-22,0.4,0.41,501,0.49382716049382713,-1.234567901234562
age,45_64,2018-05-29,0.44,0.37,455,0.5432098765432098,8.641975308641976
age,45_64,2018-06-05,0.43,0.37,486,0.5375,7.5
age,45_64,2018-06-12,0.46,0.36,473,0.5609756097560975,12.195121951219516
age,45_64,2018-06-19,0.44,0.37,487,0.5432098765432098,8.641975308641976
age,45_64,2018-06-26,0.42,0.4,533,0.5121951219512194,2.4390243902438975
age,45_64,2018-07-03,0.4,0.4,497,0.5,0.0
age,45_64,2018-07-10,0.41,0.38,491,0.5189873417721519,3.797468354430376
age,45_64,2018-07-17,0.4,0.43,533,0.4819277108433735,-3.6144578313252977
age,45_64,2018-07-24,0.44,0.4,445,0.5238095238095237,4.761904761904759
age,45_64,2018-07-31,0.44,0.4,430,0.5238095238095237,4.761904761904759
age,45_64,2018-08-07,0.43,0.41,447,0.5119047619047619,2.380952380952383
age,45_64,2018-08-14,0.4,0.45,440,0.47058823529411764,-5.882352941176469
age,45_64,2018-08-21,0.43,0.41,453,0.5119047619047619,2.380952380952383
age,45_64,2018-08-28,0.41,0.42,442,0.4939759036144578,-1.204819277108435
age,45_64,2018-09-04,0.43,0.42,435,0.5058823529411764,1.1764705882352953
age,45_64,2018-09-11,0.42,0.45,430,0.48275862068965514,-3.4482758620689684
age,45_64,2018-09-18,0.44,0.42,427,0.5116279069767442,2.325581395348839
age,45_64,2018-09-25,0.46,0.38,450,0.5476190476190476,9.523809523809526
age,45_64,2018-10-02,0.44,0.41,440,0.5176470588235295,3.529411764705886
age,45_64,2018-10-09,0.44,0.43,491,0.5057471264367817,1.1494252873563229
age,45_64,2018-10-16,0.46,0.43,599,0.5168539325842697,3.3707865168539355
age,45_64,2018-10-23,0.45,0.44,513,0.5056179775280899,1.1235955056179785
age,45_64,2018-10-30,0.42,0.48,604,0.4666666666666667,-6.666666666666667
age,45_64,2018-11-06,0.48,0.43,548,0.5274725274725275,5.494505494505494
age,45_64,2019-05-28,0.48,0.38,403,0.5581395348837209,11.627906976744184
age,45_64,2019-06-04,0.41,0.48,468,0.4606741573033708,-7.865168539325844
age,45_64,2019-06-11,0.48,0.38,417,0.5581395348837209,11.627906976744184
age,45_64,2019-06-18,0.45,0.41,419,0.5232558139534884,4.651162790697678
age,45_64,2019-06-24,0.45,0.41,407,0.5232558139534884,4.651162790697678
age,45_64,2019-07-02,0.48,0.38,466,0.5581395348837209,11.627906976744184
age,45_64,2019-07-09,0.44,0.42,409,0.5116279069767442,2.325581395348839
age,45_64,2019-07-16,0.47,0.43,425,0.5222222222222223,4.444444444444443
age,45_64,2019-07-23,0.45,0.45,444,0.5,0.0
age,45_64,2019-07-29,0.45,0.41,415,0.5232558139534884,4.651162790697678
age,45_64,2019-08-06,0.46,0.43,436,0.5168539325842697,3.3707865168539355
age,45_64,2019-08-13,0.42,0.45,429,0.48275862068965514,-3.4482758620689684
age,45_64,2019-08-20,0.46,0.39,407,0.5411764705882353,8.23529411764706
age,45_64,2019-08-27,0.46,0.4,399,0.5348837209302325,6.976744186046511
age,45_64,2019-09-03,0.42,0.46,448,0.47727272727272724,-4.545454545454549
age,45_64,2019-09-10,0.47,0.4,456,0.5402298850574713,8.045977011494246
age,45_64,2019-09-17,0.48,0.39,465,0.5517241379310345,10.344827586206893
age,45_64,2019-09-24,0.46,0.42,454,0.5227272727272727,4.545454545454549
age,45_64,2019-09-29,0.44,0.44,420,0.5,0.0
age,45_64,2019-10-08,0.41,0.49,484,0.45555555555555555,-8.888888888888891
age,45_64,2019-10-15,0.48,0.38,470,0.5581395348837209,11.627906976744184
age,45_64,2019-10-22,0.46,0.44,494,0.5111111111111111,2.222222222222224
age,45_64,2019-10-29,0.43,0.45,595,0.48863636363636365,-2.2727272727272747
age,45_64,2019-11-05,0.44,0.45,522,0.4943820224719101,-1.1235955056179785
age,45_64,2019-11-12,0.46,0.43,538,0.5168539325842697,3.3707865168539355
age,45_64,2019-11-19,0.44,0.42,489,0.5116279069767442,2.325581395348839
age,45_64,2019-11-26,0.44,0.44,531,0.5,0.0
age,45_64,2019-12-03,0.44,0.45,472,0.4943820224719101,-1.1235955056179785
age,45_64,2019-12-10,0.45,0.43,504,0.5113636363636364,2.2727272727272747
age,45_64,2019-12-17,0.46,0.43,464,0.5168539325842697,3.3707865168539355
age,45_64,2019-12-24,0.47,0.42,537,0.5280898876404495,5.617977528089887
age,45_64,2019-12-31,0.48,0.41,468,0.5393258426966292,7.865168539325844
age,45_64,2020-01-07,0.45,0.44,528,0.5056179775280899,1.1235955056179785
age,45_64,2020-01-14,0.45,0.42,432,0.5172413793103449,3.4482758620689684
age,45_64,2020-01-21,0.36,0.51,540,0.41379310344827586,-17.24137931034483
age,45_64,2020-01-28,0.51,0.39,548,0.5666666666666667,13.333333333333332
age,45_64,2020-02-04,0.43,0.44,665,0.4942528735632184,-1.1494252873563229
age,45_64,2020-02-11,0.47,0.43,477,0.5222222222222223,4.444444444444443
age,45_64,2020-02-18,0.43,0.46,461,0.4831460674157303,-3.3707865168539355
age,45_64,2020-02-25,0.43,0.47,511,0.4777777777777778,-4.444444444444443
age,45_64,2020-03-03,0.48,0.41,525,0.5393258426966292,7.865168539325844
age,45_64,2020-03-10,0.41,0.52,492,0.44086021505376344,-11.827956989247317
age,45_64,2020-03-17,0.43,0.43,509,0.5,0.0
age,45_64,2020-03-24,0.44,0.41,429,0.5176470588235295,3.529411764705886
age,45_64,2020-03-31,0.42,0.43,473,0.49411764705882355,-1.1764705882352953
age,45_64,2020-04-07,0.43,0.42,436,0.5058823529411764,1.1764705882352953
age,45_64,2020-04-14,0.45,0.42,465,0.5172413793103449,3.4482758620689684
age,45_64,2020-04-21,0.43,0.41,443,0.5119047619047619,2.380952380952383
age,45_64,2020-04-28,0.41,0.47,506,0.46590909090909094,-6.818181818181819
age,45_64,2020-05-05,0.43,0.45,531,0.48863636363636365,-2.2727272727272747
age,45_64,2020-05-12,0.5,0.4,504,0.5555555555555556,11.111111111111109
age,45_64,2020-05-19,0.48,0.42,484,0.5333333333333333,6.666666666666667
age,45_64,2020-05-26,0.42,0.45,466,0.48275862068965514,-3.4482758620689684
age,45_64,2020-06-02,0.45,0.43,485,0.5113636363636364,2.2727272727272747
age,45_64,2020-06-04,0.45,0.4,568,0.5294117647058824,5.882352941176469
age,45_64,2020-06-16,0.45,0.45,482,0.5,0.0
age,45_64,2020-06-23,0.47,0.43,468,0.5222222222222223,4.444444444444443
age,45_64,2020-06-30,0.52,0.37,524,0.5842696629213483,16.853932584269664
age,45_64,2020-07-07,0.48,0.44,455,0.5217391304347826,4.34782608695652
age,45_64,2020-07-14,0.43,0.45,455,0.48863636363636365,-2.2727272727272747
age,45_64,2020-07-21,0.48,0.4,465,0.5454545454545454,9.090909090909086
age,45_64,2020-07-28,0.47,0.42,597,0.5280898876404495,5.617977528089887
age,45_64,2020-08-04,0.47,0.42,456,0.5280898876404495,5.617977528089887
age,45_64,2020-08-11,0.46,0.41,493,0.5287356321839081,5.747126436781614
age,45_64,2020-08-18,0.48,0.41,511,0.5393258426966292,7.865168539325844
age,45_64,2020-08-25,0.45,0.43,534,0.5113636363636364,2.2727272727272747
age,45_64,2020-09-02,0.45,0.44,511,0.5056179775280899,1.1235955056179785
age,45_64,2020-09-08,0.42,0.46,448,0.47727272727272724,-4.545454545454549
age,45_64,2020-09-16,0.48,0.42,543,0.5333333333333333,6.666666666666667
age,45_64,2020-09-22,0.43,0.45,625,0.48863636363636365,-2.2727272727272747
age,45_64,2020-09-30,0.4,0.51,660,0.43956043956043955,-12.087912087912086
age,45_64,2020-10-18,0.4,0.42,626,0.4878048780487805,-2.4390243902438975
age,45_64,2020-10-20,0.45,0.43,548,0.5113636363636364,2.2727272727272747
age,45_64,2020-10-27,0.44,0.46,669,0.4888888888888889,-2.222222222222224
age,45_64,2020-11-02,0.46,0.43,632,0.5168539325842697,3.3707865168539355
age,45_64,2021-04-20,0.39,0.41,485,0.4875,-2.499999999999995
age,45_64,2021-04-27,0.39,0.45,448,0.46428571428571425,-7.142857142857142
age,45_64,2021-05-11,0.39,0.44,470,0.4698795180722891,-6.024096385542167
age,45_64,2021-05-18,0.41,0.46,463,0.47126436781609193,-5.747126436781614
age,45_64,2021-05-25,0.37,0.46,437,0.4457831325301204,-10.843373493975905
age,45_64,2021-06-01,0.42,0.4,500,0.5121951219512194,2.4390243902438975
age,45_64,2021-06-08,0.44,0.4,480,0.5238095238095237,4.761904761904759
age,45_64,2021-06-15,0.41,0.35,599,0.5394736842105263,7.894736842105263
age,45_64,2021-06-22,0.45,0.39,497,0.5357142857142857,7.142857142857142
age,45_64,2021-06-29,0.4,0.41,498,0.49382716049382713,-1.234567901234562
age,45_64,2021-07-06,0.42,0.42,520,0.5,0.0
age,45_64,2021-07-13,0.44,0.42,496,0.5116279069767442,2.325581395348839
age,45_64,2021-07-20,0.43,0.39,521,0.5243902439024389,4.878048780487802
age,45_64,2021-07-28,0.38,0.44,485,0.46341463414634143,-7.317073170731707
age,45_64,2021-08-02,0.44,0.4,454,0.5238095238095237,4.761904761904759
age,45_64,2021-08-10,0.42,0.39,998,0.5185185185185185,3.7037037037037
age,45_64,2021-08-17,0.49,0.36,539,0.5764705882352941,15.294117647058824
age,45_64,2021-08-24,0.44,0.37,494,0.5432098765432098,8.641975308641976
age,45_64,2021-08-31,0.42,0.4,485,0.5121951219512194,2.4390243902438975
age,45_64,2021-09-07,0.42,0.4,531,0.5121951219512194,2.4390243902438975
age,45_64,2021-09-14,0.43,0.4,515,0.5180722891566265,3.6144578313252977
age,45_64,2021-11-09,0.42,0.41,559,0.5060240963855421,1.204819277108435
age,45_64,2021-11-16,0.46,0.39,564,0.5411764705882353,8.23529411764706
age,45_64,2021-11-23,0.44,0.38,514,0.5365853658536585,7.317073170731707
age,45_64,2021-11-30,0.47,0.37,510,0.5595238095238095,11.904761904761903
age,45_64,2021-12-07,0.42,0.42,514,0.5,0.0
age,45_64,2021-12-14,0.46,0.39,501,0.5411764705882353,8.23529411764706
age,45_64,2021-12-21,0.4,0.43,605,0.4819277108433735,-3.6144578313252977
age,45_64,2022-01-04,0.37,0.45,448,0.4512195121951219,-9.756097560975611
age,45_64,2022-01-11,0.45,0.4,507,0.5294117647058824,5.882352941176469
age,45_64,2022-01-18,0.44,0.41,443,0.5176470588235295,3.529411764705886
age,45_64,2022-01-25,0.4,0.47,493,0.4597701149425288,-8.045977011494246
age,45_64,2022-02-08,0.46,0.43,443,0.5168539325842697,3.3707865168539355
age,45_64,2022-02-15,0.44,0.42,465,0.5116279069767442,2.325581395348839
age,45_64,2022-02-22,0.39,0.45,534,0.46428571428571425,-7.142857142857142
age,45_64,2022-03-01,0.41,0.42,443,0.4939759036144578,-1.204819277108435
age,45_64,2022-03-08,0.43,0.42,460,0.5058823529411764,1.1764705882352953
age,45_64,2022-03-15,0.37,0.46,470,0.4457831325301204,-10.843373493975905
age,45_64,2022-03-22,0.44,0.38,506,0.5365853658536585,7.317073170731707
age,45_64,2022-03-29,0.39,0.43,619,0.47560975609756095,-4.878048780487802
age,45_64,2022-04-05,0.38,0.44,496,0.46341463414634143,-7.317073170731707
age,45_64,2022-04-12,0.35,0.46,521,0.4320987654320987,-13.58024691358025
age,45_64,2022-04-19,0.39,0.44,531,0.4698795180722891,-6.024096385542167
age,45_64,2022-04-27,0.41,0.43,578,0.4880952380952381,-2.380952380952383
age,45_64,2022-07-05,0.41,0.45,586,0.4767441860465116,-4.651162790697678
age,45_64,2022-07-11,0.4,0.47,504,0.4597701149425288,-8.045977011494246
age,45_64,2022-07-19,0.4,0.47,478,0.4597701149425288,-8.045977011494246
age,45_64,2022-07-26,0.41,0.43,554,0.4880952380952381,-2.380952380952383
age,45_64,2022-08-02,0.38,0.45,491,0.4578313253012048,-8.433734939759036
age,45_64,2022-08-09,0.39,0.47,566,0.4534883720930233,-9.302325581395344
age,45_64,2022-08-16,0.42,0.44,484,0.4883720930232558,-2.325581395348839
age,45_64,2022-08-23,0.39,0.45,472,0.46428571428571425,-7.142857142857142
age,45_64,2022-08-30,0.42,0.43,555,0.49411764705882355,-1.1764705882352953
age,45_64,2022-09-06,0.42,0.42,452,0.5,0.0
age,45_64,2022-09-13,0.43,0.43,502,0.5,0.0
age,45_64,2022-09-20,0.4,0.47,545,0.4597701149425288,-8.045977011494246
age,45_64,2022-09-27,0.42,0.49,504,0.46153846153846156,-7.692307692307694
age,45_64,2022-10-04,0.42,0.49,514,0.46153846153846156,-7.692307692307694
age,45_64,2022-10-11,0.44,0.48,496,0.4782608695652174,-4.34782608695652
age,45_64,2022-10-18,0.43,0.46,596,0.4831460674157303,-3.3707865168539355
age,45_64,2022-10-25,0.44,0.47,575,0.4835164835164836,-3.296703296703294
age,45_64,2022-11-01,0.41,0.51,556,0.44565217391304346,-10.869565217391308
age,45_64,2022-11-06,0.41,0.5,461,0.45054945054945056,-9.890109890109892
age,45_64,2023-06-27,0.37,0.43,578,0.46249999999999997,-7.5
age,45_64,2023-07-05,0.39,0.41,597,0.4875,-2.499999999999995
age,45_64,2023-07-11,0.4,0.47,506,0.4597701149425288,-8.045977011494246
age,45_64,2023-07-18,0.35,0.46,581,0.4320987654320987,-13.58024691358025
age,45_64,2023-07-25,0.4,0.4,491,0.5,0.0
age,45_64,2023-08-08,0.4,0.46,456,0.46511627906976744,-6.976744186046511
age,45_64,2023-08-15,0.38,0.45,583,0.4578313253012048,-8.433734939759036
age,45_64,2023-08-22,0.41,0.43,588,0.4880952380952381,-2.380952380952383
age,45_64,2023-08-29,0.39,0.44,582,0.4698795180722891,-6.024096385542167
age,45_64,2023-09-05,0.39,0.46,573,0.4588235294117647,-8.23529411764706
age,45_64,2023-09-12,0.41,0.45,617,0.4767441860465116,-4.651162790697678
age,45_64,2023-09-19,0.36,0.48,571,0.42857142857142855,-14.285714285714286
age,45_64,2023-09-26,0.38,0.47,599,0.4470588235294118,-10.588235294117643
age,45_64,2023-10-03,0.4,0.46,650,0.46511627906976744,-6.976744186046511
age,45_64,2023-10-10,0.38,0.44,591,0.46341463414634143,-7.317073170731707
age,45_64,2023-10-17,0.38,0.44,545,0.46341463414634143,-7.317073170731707
age,45_64,2023-10-24,0.4,0.45,552,0.47058823529411764,-5.882352941176469
age,45_64,2023-10-31,0.42,0.45,591,0.48275862068965514,-3.4482758620689684
age,45_64,2023-11-07,0.38,0.47,581,0.4470588235294118,-10.588235294117643
age,45_64,2023-11-14,0.39,0.46,522,0.4588235294117647,-8.23529411764706
age,45_64,2023-11-20,0.41,0.45,532,0.4767441860465116,-4.651162790697678
age,45_64,2023-11-27,0.41,0.45,579,0.4767441860465116,-4.651162790697678
age,45_64,2023-12-05,0.37,0.44,551,0.4567901234567901,-8.641975308641976
age,45_64,2023-12-18,0.39,0.46,596,0.4588235294117647,-8.23529411764706
age,45_64,2023-12-26,0.39,0.49,570,0.4431818181818182,-11.363636363636362
age,45_64,2024-01-02,0.38,0.46,466,0.45238095238095233,-9.523809523809526
age,45_64,2024-01-09,0.43,0.44,488,0.4942528735632184,-1.1494252873563229
age,45_64,2024-01-16,0.38,0.44,585,0.46341463414634143,-7.317073170731707
age,45_64,2024-01-23,0.38,0.46,602,0.45238095238095233,-9.523809523809526
age,45_64,2024-01-30,0.38,0.47,604,0.4470588235294118,-10.588235294117643
age,45_64,2024-02-06,0.41,0.45,508,0.4767441860465116,-4.651162790697678
age,45_64,2024-02-12,0.39,0.46,575,0.4588235294117647,-8.23529411764706
age,45_64,2024-02-20,0.39,0.43,453,0.47560975609756095,-4.878048780487802
age,45_64,2024-02-27,0.4,0.45,619,0.47058823529411764,-5.882352941176469
age,45_64,2024-03-05,0.38,0.47,599,0.4470588235294118,-10.588235294117643
age,45_64,2024-03-12,0.39,0.46,526,0.4588235294117647,-8.23529411764706
age,45_64,2024-03-19,0.41,0.46,671,0.47126436781609193,-5.747126436781614
age,45_64,2024-03-26,0.41,0.46,580,0.47126436781609193,-5.747126436781614
age,45_64,2024-04-01,0.4,0.44,654,0.47619047619047616,-4.761904761904759
age,45_64,2024-04-09,0.4,0.47,568,0.4597701149425288,-8.045977011494246
age,45_64,2024-04-16,0.39,0.45,512,0.46428571428571425,-7.142857142857142
age,45_64,2024-04-23,0.41,0.47,546,0.46590909090909094,-6.818181818181819
age,45_64,2024-04-30,0.4,0.45,507,0.47058823529411764,-5.882352941176469
age,45_64,2024-05-07,0.41,0.46,535,0.47126436781609193,-5.747126436781614
age,45_64,2024-05-14,0.42,0.47,543,0.4719101123595506,-5.617977528089887
age,45_64,2024-05-21,0.41,0.45,519,0.4767441860465116,-4.651162790697678
age,45_64,2024-05-28,0.42,0.46,537,0.47727272727272724,-4.545454545454549
age,45_64,2024-06-04,0.42,0.47,548,0.4719101123595506,-5.617977528089887
age,45_64,2024-06-10,0.39,0.51,514,0.43333333333333335,-13.333333333333332
age,45_64,2024-06-18,0.41,0.45,489,0.4767441860465116,-4.651162790697678
age,45_64,2024-06-25,0.38,0.47,481,0.4470588235294118,-10.588235294117643
age,45_64,2024-07-02,0.41,0.49,499,0.45555555555555555,-8.888888888888891
age,45_64,2024-07-09,0.42,0.48,489,0.4666666666666667,-6.666666666666667
age,45_64,2024-07-16,0.42,0.48,483,0.4666666666666667,-6.666666666666667
age,45_64,2024-07-23,0.43,0.49,526,0.4673913043478261,-6.521739130434783
age,45_64,2024-07-30,0.42,0.5,489,0.4565217391304348,-8.695652173913047
age,45_64,2024-08-06,0.39,0.49,501,0.4431818181818182,-11.363636363636362
age,45_64,2024-08-13,0.41,0.48,494,0.4606741573033708,-7.865168539325844
age,45_64,2024-08-19,0.43,0.46,475,0.4831460674157303,-3.3707865168539355
age,45_64,2024-08-27,0.42,0.48,499,0.4666666666666667,-6.666666666666667
age,45_64,2024-09-03,0.43,0.49,500,0.4673913043478261,-6.521739130434783
age,45_64,2024-09-10,0.43,0.49,514,0.4673913043478261,-6.521739130434783
age,45_64,2024-09-17,0.42,0.49,498,0.46153846153846156,-7.692307692307694
age,45_64,2024-09-24,0.42,0.48,507,0.4666666666666667,-6.666666666666667
age,45_64,2024-10-01,0.43,0.49,467,0.4673913043478261,-6.521739130434783
age,45_64,2024-10-07,0.43,0.5,458,0.4623655913978495,-7.526881720430109
age,45_64,2024-10-15,0.4,0.52,514,0.43478260869565216,-13.043478260869565
age,45_64,2024-10-22,0.44,0.48,491,0.4782608695652174,-4.34782608695652
age,45_64,2024-10-28,0.43,0.48,454,0.47252747252747257,-5.494505494505494
age,45_64,2025-02-18,0.36,0.47,495,0.43373493975903615,-13.253012048192769
age,45_64,2025-04-07,0.37,0.47,541,0.44047619047619047,-11.904761904761903
age,45_64,2025-05-19,0.39,0.46,466,0.4588235294117647,-8.23529411764706
age,45_64,2025-05-26,0.37,0.45,441,0.4512195121951219,-9.756097560975611
age,45_64,2025-06-02,0.39,0.49,437,0.4431818181818182,-11.363636363636362
age,45_64,2025-06-09,0.41,0.43,445,0.4880952380952381,-2.380952380952383
age,45_64,2025-06-16,0.39,0.45,451,0.46428571428571425,-7.142857142857142
age,45_64,2025-06-23,0.37,0.45,481,0.4512195121951219,-9.756097560975611
age,45_64,2025-06-30,0.39,0.46,489,0.4588235294117647,-8.23529411764706
age,45_64,2025-07-07,0.41,0.46,496,0.47126436781609193,-5.747126436781614
age,45_64,2025-07-14,0.4,0.43,462,0.4819277108433735,-3.6144578313252977
age,45_64,2025-07-21,0.38,0.45,501,0.4578313253012048,-8.433734939759036
age,45_64,2025-07-28,0.39,0.47,508,0.4534883720930233,-9.302325581395344
age,45_64,2025-08-04,0.38,0.42,478,0.475,-4.999999999999997
age,45_64,2025-08-11,0.39,0.42,490,0.48148148148148145,-3.7037037037037
age,45_64,2025-08-18,0.4,0.44,437,0.47619047619047616,-4.761904761904759
age,45_64,2025-08-25,0.36,0.49,448,0.4235294117647059,-15.294117647058824
age,45_64,2025-09-02,0.41,0.41,513,0.5,0.0
age,45_64,2025-09-08,0.42,0.42,449,0.5,0.0
age,45_64,2025-09-15,0.38,0.44,451,0.46341463414634143,-7.317073170731707
age,45_64,2025-09-22,0.42,0.44,467,0.4883720930232558,-2.325581395348839
age,45_64,2025-09-29,0.39,0.44,477,0.4698795180722891,-6.024096385542167
age,45_64,2025-10-06,0.4,0.41,465,0.49382716049382713,-1.234567901234562
age,45_64,2025-10-13,0.38,0.45,440,0.4578313253012048,-8.433734939759036
age,45_64,2025-10-20,0.39,0.42,442,0.48148148148148145,-3.7037037037037
age,45_64,2025-10-27,0.38,0.48,411,0.4418604651162791,-11.627906976744184
age,45_64,2025-11-03,0.4,0.45,423,0.47058823529411764,-5.882352941176469
age,45_64,2025-11-10,0.39,0.46,922,0.4588235294117647,-8.23529411764706
age,45_64,2025-11-17,0.38,0.43,427,0.4691358024691358,-6.172839506172838
age,45_64,2025-11-24,0.41,0.46,439,0.47126436781609193,-5.747126436781614
age,45_64,2025-12-01,0.41,0.42,446,0.4939759036144578,-1.204819277108435
age,45_64,2025-12-08,0.36,0.43,440,0.45569620253164556,-8.860759493670887
age,45_64,2025-12-15,0.38,0.44,435,0.46341463414634143,-7.317073170731707
age,45_64,2025-12-22,0.39,0.46,416,0.4588235294117647,-8.23529411764706
age,45_64,2025-12-29,0.37,0.42,461,0.46835443037974683,-6.329113924050631
age,45_64,2026-01-05,0.4,0.44,433,0.47619047619047616,-4.761904761904759
age,45_64,2026-01-12,0.4,0.43,451,0.4819277108433735,-3.6144578313252977
age,45_64,2026-01-19,0.38,0.42,481,0.475,-4.999999999999997
age,45_64,2026-01-26,0.38,0.42,449,0.475,-4.999999999999997
age,45_64,2026-02-02,0.42,0.43,440,0.49411764705882355,-1.1764705882352953
