year,election_type,dimension,group,metric,value,source_vintage,source_url
2016,us_house,intersectional,White 30-44,dem_two_party_share_pct,43.58,2024_workbook,https://catalist.us/whathappened2024/
2016,us_house,intersectional,White 45-64,dem_two_party_share_pct,37.03,2024_workbook,https://catalist.us/whathappened2024/
2016,us_house,intersectional,White 65+,dem_two_party_share_pct,38.89,2024_workbook,https://catalist.us/whathappened2024/
2016,us_house,intersectional,White College,dem_two_party_share_pct,46.06,2024_workbook,https://catalist.us/whathappened2024/
2016,us_house,intersectional,White College Men,dem_two_party_share_pct,41.27,2024_workbook,https://catalist.us/whathappened2024/
2016,us_house,intersectional,White College Women,dem_two_party_share_pct,50.6,2024_workbook,https://catalist.us/whathappened2024/
2016,us_house,intersectional,White Married Men,dem_two_party_share_pct,32.03,2024_workbook,https://catalist.us/whathappened2024/
2016,us_house,intersectional,White Married Women,dem_two_party_share_pct,38.47,2024_workbook,https://catalist.us/whathappened2024/
2016,us_house,intersectional,White Men,dem_two_party_share_pct,36.32,2024_workbook,https://catalist.us/whathappened2024/
2016,us_house,intersectional,White Non-College,dem_two_party_share_pct,36.83,2024_workbook,https://catalist.us/whathappened2024/
2016,us_house,intersectional,White Non-College Men,dem_two_party_share_pct,33.08,2024_workbook,https://catalist.us/whathappened2024/
2016,us_house,intersectional,White Non-College Women,dem_two_party_share_pct,39.96,2024_workbook,https://catalist.us/whathappened2024/
2016,us_house,intersectional,White Single Men,dem_two_party_share_pct,43.46,2024_workbook,https://catalist.us/whathappened2024/
2016,us_house,intersectional,White Single Women,dem_two_party_share_pct,50.65,2024_workbook,https://catalist.us/whathappened2024/
2016,us_house,intersectional,White Women,dem_two_party_share_pct,43.85,2024_workbook,https://catalist.us/whathappened2024/
2016,us_house,other,Baby Boomers,dem_two_party_share_pct,46.33,2024_workbook,https://catalist.us/whathappened2024/
2016,us_house,other,Female 18-29,dem_two_party_share_pct,64.24,2024_workbook,https://catalist.us/whathappened2024/
2016,us_house,other,Female 30-44,dem_two_party_share_pct,58.94,2024_workbook,https://catalist.us/whathappened2024/
2016,us_house,other,Female 45-64,dem_two_party_share_pct,51.02,2024_workbook,https://catalist.us/whathappened2024/
2016,us_house,other,Female 65+,dem_two_party_share_pct,49.16,2024_workbook,https://catalist.us/whathappened2024/
2016,us_house,other,Gen X,dem_two_party_share_pct,49.46,2024_workbook,https://catalist.us/whathappened2024/
2016,us_house,other,Gen Z / Millennials,dem_two_party_share_pct,58.06,2024_workbook,https://catalist.us/whathappened2024/
2016,us_house,other,Latina Women,dem_two_party_share_pct,73.51,2024_workbook,https://catalist.us/whathappened2024/
2016,us_house,other,Male 18-29,dem_two_party_share_pct,52.02,2024_workbook,https://catalist.us/whathappened2024/
2016,us_house,other,Male 30-44,dem_two_party_share_pct,47.93,2024_workbook,https://catalist.us/whathappened2024/
2016,us_house,other,Male 45-64,dem_two_party_share_pct,40.63,2024_workbook,https://catalist.us/whathappened2024/
2016,us_house,other,Male 65+,dem_two_party_share_pct,40.29,2024_workbook,https://catalist.us/whathappened2024/
2016,us_house,other,Married,dem_two_party_share_pct,42.94,2024_workbook,https://catalist.us/whathappened2024/
2016,us_house,other,Modeled Historical Democrat,dem_two_party_share_pct,93.21,2024_workbook,https://catalist.us/whathappened2024/
2016,us_house,other,Modeled Historical Middle,dem_two_party_share_pct,46.34,2024_workbook,https://catalist.us/whathappened2024/
2016,us_house,other,Modeled Historical Republican,dem_two_party_share_pct,6.63,2024_workbook,https://catalist.us/whathappened2024/
2016,us_house,other,Rural,dem_two_party_share_pct,32.28,2024_workbook,https://catalist.us/whathappened2024/
2016,us_house,other,Rural 18-29,dem_two_party_share_pct,36.73,2024_workbook,https://catalist.us/whathappened2024/
2016,us_house,other,Rural 30-44,dem_two_party_share_pct,32.67,2024_workbook,https://catalist.us/whathappened2024/
2016,us_house,other,Rural 45-64,dem_two_party_share_pct,30.38,2024_workbook,https://catalist.us/whathappened2024/
2016,us_house,other,Rural 65+,dem_two_party_share_pct,32.91,2024_workbook,https://catalist.us/whathappened2024/
2016,us_house,other,Silent / Greatest,dem_two_party_share_pct,44.01,2024_workbook,https://catalist.us/whathappened2024/
2016,us_house,other,Single,dem_two_party_share_pct,57.94,2024_workbook,https://catalist.us/whathappened2024/
2016,us_house,other,Suburban,dem_two_party_share_pct,48.38,2024_workbook,https://catalist.us/whathappened2024/
2016,us_house,other,Suburban 18-29,dem_two_party_share_pct,56.96,2024_workbook,https://catalist.us/whathappened2024/
2016,us_house,other,Suburban 30-44,dem_two_party_share_pct,52.31,2024_workbook,https://catalist.us/whathappened2024/
2016,us_house,other,Suburban 45-64,dem_two_party_share_pct,45.44,2024_workbook,https://catalist.us/whathappened2024/
2016,us_house,other,Suburban 65+,dem_two_party_share_pct,44.46,2024_workbook,https://catalist.us/whathappened2024/
2016,us_house,other,Urban,dem_two_party_share_pct,73.44,2024_workbook,https://catalist.us/whathappened2024/
2016,us_house,other,Urban 18-29,dem_two_party_share_pct,78.77,2024_workbook,https://catalist.us/whathappened2024/
2016,us_house,other,Urban 30-44,dem_two_party_share_pct,77.55,2024_workbook,https://catalist.us/whathappened2024/
2016,us_house,other,Urban 45-64,dem_two_party_share_pct,70.86,2024_workbook,https://catalist.us/whathappened2024/
2016,us_house,other,Urban 65+,dem_two_party_share_pct,67.74,2024_workbook,https://catalist.us/whathappened2024/
2016,us_house,overall,Total,dem_two_party_share_pct,49.54,2024_workbook,https://catalist.us/whathappened2024/
2016,us_house,race,AAPI,dem_two_party_share_pct,67.78,2024_workbook,https://catalist.us/whathappened2024/
2016,us_house,race,Black,dem_two_party_share_pct,88.24,2024_workbook,https://catalist.us/whathappened2024/
2016,us_house,race,Latino,dem_two_party_share_pct,65.93,2024_workbook,https://catalist.us/whathappened2024/
2016,us_house,race,Other,dem_two_party_share_pct,61.03,2024_workbook,https://catalist.us/whathappened2024/
2016,us_house,race,White,dem_two_party_share_pct,40.34,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,age,18-29,dem_two_party_share_pct,68.23,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,age,30-44,dem_two_party_share_pct,61.52,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,age,45-64,dem_two_party_share_pct,49.73,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,age,65+,dem_two_party_share_pct,47.86,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,education,College,dem_two_party_share_pct,59.31,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,education,Non-College,dem_two_party_share_pct,50.35,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,gender,Men,dem_two_party_share_pct,48.26,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,gender,Women,dem_two_party_share_pct,58.71,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,intersectional,AAPI 18-29,dem_two_party_share_pct,87.05,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,intersectional,AAPI 30-44,dem_two_party_share_pct,77.19,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,intersectional,AAPI 45-64,dem_two_party_share_pct,65.3,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,intersectional,AAPI 65+,dem_two_party_share_pct,59.86,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,intersectional,AAPI College,dem_two_party_share_pct,74.41,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,intersectional,AAPI Men,dem_two_party_share_pct,67.23,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,intersectional,AAPI Non-College,dem_two_party_share_pct,67.23,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,intersectional,AAPI Women,dem_two_party_share_pct,73.96,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,intersectional,Black 18-29,dem_two_party_share_pct,85.87,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,intersectional,Black 30-44,dem_two_party_share_pct,95.4,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,intersectional,Black 45-64,dem_two_party_share_pct,95.79,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,intersectional,Black 65+,dem_two_party_share_pct,95.19,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,intersectional,Black College,dem_two_party_share_pct,92.32,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,intersectional,Black Men,dem_two_party_share_pct,91.51,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,intersectional,Black Non-College,dem_two_party_share_pct,94.98,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,intersectional,Black Women,dem_two_party_share_pct,95.71,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,intersectional,Latino 18-29,dem_two_party_share_pct,79.32,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,intersectional,Latino 30-44,dem_two_party_share_pct,74.65,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,intersectional,Latino 45-64,dem_two_party_share_pct,63.59,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,intersectional,Latino 65+,dem_two_party_share_pct,69.66,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,intersectional,Latino College,dem_two_party_share_pct,70.2,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,intersectional,Latino Men,dem_two_party_share_pct,64.49,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,intersectional,Latino Non-College,dem_two_party_share_pct,71.11,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,intersectional,Other 18-29,dem_two_party_share_pct,81.38,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,intersectional,Other 30-44,dem_two_party_share_pct,71.14,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,intersectional,Other 45-64,dem_two_party_share_pct,59.79,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,intersectional,Other 65+,dem_two_party_share_pct,54.49,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,intersectional,Other College,dem_two_party_share_pct,68.87,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,intersectional,Other Men,dem_two_party_share_pct,59.24,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,intersectional,Other Non-College,dem_two_party_share_pct,60.74,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,intersectional,Other Women,dem_two_party_share_pct,68.13,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,intersectional,Rural AAPI,dem_two_party_share_pct,54.37,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,intersectional,Rural Black,dem_two_party_share_pct,91.04,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,intersectional,Rural Latino,dem_two_party_share_pct,53.73,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,intersectional,Rural Other,dem_two_party_share_pct,47.53,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,intersectional,Rural White,dem_two_party_share_pct,30.54,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,intersectional,Suburban AAPI,dem_two_party_share_pct,67.94,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,intersectional,Suburban Black,dem_two_party_share_pct,93.76,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,intersectional,Suburban Latino,dem_two_party_share_pct,67.11,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,intersectional,Suburban Other,dem_two_party_share_pct,63.52,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,intersectional,Suburban White,dem_two_party_share_pct,46.19,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,intersectional,Urban AAPI,dem_two_party_share_pct,77.15,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,intersectional,Urban Black,dem_two_party_share_pct,96.26,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,intersectional,Urban Latino,dem_two_party_share_pct,79.07,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,intersectional,Urban Other,dem_two_party_share_pct,80.06,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,intersectional,Urban White,dem_two_party_share_pct,67.78,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,intersectional,White 18-29,dem_two_party_share_pct,60.05,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,intersectional,White 30-44,dem_two_party_share_pct,51.63,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,intersectional,White 45-64,dem_two_party_share_pct,40.08,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,intersectional,White 65+,dem_two_party_share_pct,41.18,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,intersectional,White College,dem_two_party_share_pct,52.98,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,intersectional,White College Men,dem_two_party_share_pct,47.75,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,intersectional,White College Women,dem_two_party_share_pct,57.98,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,intersectional,White Married Men,dem_two_party_share_pct,35.33,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,intersectional,White Married Women,dem_two_party_share_pct,42.92,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,intersectional,White Men,dem_two_party_share_pct,40.0,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,intersectional,White Non-College,dem_two_party_share_pct,39.13,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,intersectional,White Non-College Men,dem_two_party_share_pct,34.32,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,intersectional,White Non-College Women,dem_two_party_share_pct,43.24,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,intersectional,White Single Men,dem_two_party_share_pct,48.19,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,intersectional,White Single Women,dem_two_party_share_pct,57.36,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,intersectional,White Women,dem_two_party_share_pct,49.08,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,other,Baby Boomers,dem_two_party_share_pct,49.2,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,other,Female 18-29,dem_two_party_share_pct,73.54,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,other,Female 30-44,dem_two_party_share_pct,66.09,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,other,Female 45-64,dem_two_party_share_pct,54.63,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,other,Female 65+,dem_two_party_share_pct,52.23,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,other,Gen X,dem_two_party_share_pct,53.63,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,other,Gen Z / Millennials,dem_two_party_share_pct,66.78,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,other,Latina Women,dem_two_party_share_pct,75.57,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,other,Male 18-29,dem_two_party_share_pct,61.8,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,other,Male 30-44,dem_two_party_share_pct,55.95,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,other,Male 45-64,dem_two_party_share_pct,44.07,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,other,Male 65+,dem_two_party_share_pct,42.7,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,other,Married,dem_two_party_share_pct,47.03,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,other,Modeled Historical Democrat,dem_two_party_share_pct,95.37,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,other,Modeled Historical Middle,dem_two_party_share_pct,53.13,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,other,Modeled Historical Republican,dem_two_party_share_pct,8.71,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,other,Rural,dem_two_party_share_pct,35.9,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,other,Rural 18-29,dem_two_party_share_pct,46.96,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,other,Rural 30-44,dem_two_party_share_pct,38.96,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,other,Rural 45-64,dem_two_party_share_pct,32.99,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,other,Rural 65+,dem_two_party_share_pct,34.8,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,other,Silent / Greatest,dem_two_party_share_pct,45.87,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,other,Single,dem_two_party_share_pct,63.22,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,other,Suburban,dem_two_party_share_pct,54.24,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,other,Suburban 18-29,dem_two_party_share_pct,67.91,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,other,Suburban 30-44,dem_two_party_share_pct,61.5,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,other,Suburban 45-64,dem_two_party_share_pct,50.31,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,other,Suburban 65+,dem_two_party_share_pct,48.42,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,other,Urban,dem_two_party_share_pct,75.65,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,other,Urban 18-29,dem_two_party_share_pct,83.43,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,other,Urban 30-44,dem_two_party_share_pct,81.6,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,other,Urban 45-64,dem_two_party_share_pct,72.15,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,other,Urban 65+,dem_two_party_share_pct,69.02,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,overall,Total,dem_two_party_share_pct,53.92,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,race,AAPI,dem_two_party_share_pct,70.84,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,race,Black,dem_two_party_share_pct,94.09,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,race,Latino,dem_two_party_share_pct,70.8,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,race,Other,dem_two_party_share_pct,64.09,2024_workbook,https://catalist.us/whathappened2024/
2018,us_house,race,White,dem_two_party_share_pct,44.79,2024_workbook,https://catalist.us/whathappened2024/
2020,president,age,18-29,dem_two_party_share_pct,61.36,2024_workbook,https://catalist.us/whathappened2024/
2020,president,age,30-44,dem_two_party_share_pct,56.59,2024_workbook,https://catalist.us/whathappened2024/
2020,president,age,45-64,dem_two_party_share_pct,48.37,2024_workbook,https://catalist.us/whathappened2024/
2020,president,age,65+,dem_two_party_share_pct,48.62,2024_workbook,https://catalist.us/whathappened2024/
2020,president,education,College,dem_two_party_share_pct,59.12,2024_workbook,https://catalist.us/whathappened2024/
2020,president,education,Non-College,dem_two_party_share_pct,48.08,2024_workbook,https://catalist.us/whathappened2024/
2020,president,gender,Men,dem_two_party_share_pct,47.53,2024_workbook,https://catalist.us/whathappened2024/
2020,president,gender,Women,dem_two_party_share_pct,56.38,2024_workbook,https://catalist.us/whathappened2024/
2020,president,intersectional,AAPI 18-29,dem_two_party_share_pct,74.34,2024_workbook,https://catalist.us/whathappened2024/
2020,president,intersectional,AAPI 30-44,dem_two_party_share_pct,68.43,2024_workbook,https://catalist.us/whathappened2024/
2020,president,intersectional,AAPI 45-64,dem_two_party_share_pct,60.54,2024_workbook,https://catalist.us/whathappened2024/
2020,president,intersectional,AAPI 65+,dem_two_party_share_pct,60.21,2024_workbook,https://catalist.us/whathappened2024/
2020,president,intersectional,AAPI College,dem_two_party_share_pct,67.72,2024_workbook,https://catalist.us/whathappened2024/
2020,president,intersectional,AAPI Men,dem_two_party_share_pct,61.37,2024_workbook,https://catalist.us/whathappened2024/
2020,president,intersectional,AAPI Non-College,dem_two_party_share_pct,62.92,2024_workbook,https://catalist.us/whathappened2024/
2020,president,intersectional,AAPI Women,dem_two_party_share_pct,68.59,2024_workbook,https://catalist.us/whathappened2024/
2020,president,intersectional,Black 18-29,dem_two_party_share_pct,87.42,2024_workbook,https://catalist.us/whathappened2024/
2020,president,intersectional,Black 30-44,dem_two_party_share_pct,88.16,2024_workbook,https://catalist.us/whathappened2024/
2020,president,intersectional,Black 45-64,dem_two_party_share_pct,88.81,2024_workbook,https://catalist.us/whathappened2024/
2020,president,intersectional,Black 65+,dem_two_party_share_pct,90.23,2024_workbook,https://catalist.us/whathappened2024/
2020,president,intersectional,Black College,dem_two_party_share_pct,87.93,2024_workbook,https://catalist.us/whathappened2024/
2020,president,intersectional,Black Men,dem_two_party_share_pct,86.37,2024_workbook,https://catalist.us/whathappened2024/
2020,president,intersectional,Black Non-College,dem_two_party_share_pct,89.03,2024_workbook,https://catalist.us/whathappened2024/
2020,president,intersectional,Black Women,dem_two_party_share_pct,90.2,2024_workbook,https://catalist.us/whathappened2024/
2020,president,intersectional,Latino 18-29,dem_two_party_share_pct,68.75,2024_workbook,https://catalist.us/whathappened2024/
2020,president,intersectional,Latino 30-44,dem_two_party_share_pct,63.0,2024_workbook,https://catalist.us/whathappened2024/
2020,president,intersectional,Latino 45-64,dem_two_party_share_pct,59.59,2024_workbook,https://catalist.us/whathappened2024/
2020,president,intersectional,Latino 65+,dem_two_party_share_pct,62.91,2024_workbook,https://catalist.us/whathappened2024/
2020,president,intersectional,Latino College,dem_two_party_share_pct,63.92,2024_workbook,https://catalist.us/whathappened2024/
2020,president,intersectional,Latino Men,dem_two_party_share_pct,58.52,2024_workbook,https://catalist.us/whathappened2024/
2020,president,intersectional,Latino Non-College,dem_two_party_share_pct,62.97,2024_workbook,https://catalist.us/whathappened2024/
2020,president,intersectional,Other 18-29,dem_two_party_share_pct,67.19,2024_workbook,https://catalist.us/whathappened2024/
2020,president,intersectional,Other 30-44,dem_two_party_share_pct,62.56,2024_workbook,https://catalist.us/whathappened2024/
2020,president,intersectional,Other 45-64,dem_two_party_share_pct,55.41,2024_workbook,https://catalist.us/whathappened2024/
2020,president,intersectional,Other 65+,dem_two_party_share_pct,54.88,2024_workbook,https://catalist.us/whathappened2024/
2020,president,intersectional,Other College,dem_two_party_share_pct,62.69,2024_workbook,https://catalist.us/whathappened2024/
2020,president,intersectional,Other Men,dem_two_party_share_pct,54.23,2024_workbook,https://catalist.us/whathappened2024/
2020,president,intersectional,Other Non-College,dem_two_party_share_pct,56.68,2024_workbook,https://catalist.us/whathappened2024/
2020,president,intersectional,Other Women,dem_two_party_share_pct,63.24,2024_workbook,https://catalist.us/whathappened2024/
2020,president,intersectional,Rural AAPI,dem_two_party_share_pct,48.31,2024_workbook,https://catalist.us/whathappened2024/
2020,president,intersectional,Rural Black,dem_two_party_share_pct,83.1,2024_workbook,https://catalist.us/whathappened2024/
2020,president,intersectional,Rural Latino,dem_two_party_share_pct,45.71,2024_workbook,https://catalist.us/whathappened2024/
2020,president,intersectional,Rural Other,dem_two_party_share_pct,41.71,2024_workbook,https://catalist.us/whathappened2024/
2020,president,intersectional,Rural White,dem_two_party_share_pct,28.57,2024_workbook,https://catalist.us/whathappened2024/
2020,president,intersectional,Suburban AAPI,dem_two_party_share_pct,63.02,2024_workbook,https://catalist.us/whathappened2024/
2020,president,intersectional,Suburban Black,dem_two_party_share_pct,88.52,2024_workbook,https://catalist.us/whathappened2024/
2020,president,intersectional,Suburban Latino,dem_two_party_share_pct,59.97,2024_workbook,https://catalist.us/whathappened2024/
2020,president,intersectional,Suburban Other,dem_two_party_share_pct,59.02,2024_workbook,https://catalist.us/whathappened2024/
2020,president,intersectional,Suburban White,dem_two_party_share_pct,46.66,2024_workbook,https://catalist.us/whathappened2024/
2020,president,intersectional,Urban AAPI,dem_two_party_share_pct,70.54,2024_workbook,https://catalist.us/whathappened2024/
2020,president,intersectional,Urban Black,dem_two_party_share_pct,91.63,2024_workbook,https://catalist.us/whathappened2024/
2020,president,intersectional,Urban Latino,dem_two_party_share_pct,71.3,2024_workbook,https://catalist.us/whathappened2024/
2020,president,intersectional,Urban Other,dem_two_party_share_pct,73.56,2024_workbook,https://catalist.us/whathappened2024/
2020,president,intersectional,Urban White,dem_two_party_share_pct,66.26,2024_workbook,https://catalist.us/whathappened2024/
2020,president,intersectional,White 18-29,dem_two_party_share_pct,52.97,2024_workbook,https://catalist.us/whathappened2024/
2020,president,intersectional,White 30-44,dem_two_party_share_pct,48.38,2024_workbook,https://catalist.us/whathappened2024/
2020,president,intersectional,White 45-64,dem_two_party_share_pct,39.54,2024_workbook,https://catalist.us/whathappened2024/
2020,president,intersectional,White 65+,dem_two_party_share_pct,42.63,2024_workbook,https://catalist.us/whathappened2024/
2020,president,intersectional,White College,dem_two_party_share_pct,54.09,2024_workbook,https://catalist.us/whathappened2024/
2020,president,intersectional,White College Men,dem_two_party_share_pct,49.78,2024_workbook,https://catalist.us/whathappened2024/
2020,president,intersectional,White College Women,dem_two_party_share_pct,58.22,2024_workbook,https://catalist.us/whathappened2024/
2020,president,intersectional,White Married Men,dem_two_party_share_pct,36.67,2024_workbook,https://catalist.us/whathappened2024/
2020,president,intersectional,White Married Women,dem_two_party_share_pct,43.44,2024_workbook,https://catalist.us/whathappened2024/
2020,president,intersectional,White Men,dem_two_party_share_pct,40.01,2024_workbook,https://catalist.us/whathappened2024/
2020,president,intersectional,White Non-College,dem_two_party_share_pct,37.73,2024_workbook,https://catalist.us/whathappened2024/
2020,president,intersectional,White Non-College Men,dem_two_party_share_pct,33.26,2024_workbook,https://catalist.us/whathappened2024/
2020,president,intersectional,White Non-College Women,dem_two_party_share_pct,41.54,2024_workbook,https://catalist.us/whathappened2024/
2020,president,intersectional,White Single Men,dem_two_party_share_pct,45.13,2024_workbook,https://catalist.us/whathappened2024/
2020,president,intersectional,White Single Women,dem_two_party_share_pct,53.33,2024_workbook,https://catalist.us/whathappened2024/
2020,president,intersectional,White Women,dem_two_party_share_pct,47.88,2024_workbook,https://catalist.us/whathappened2024/
2020,president,other,Baby Boomers,dem_two_party_share_pct,48.58,2024_workbook,https://catalist.us/whathappened2024/
2020,president,other,Female 18-29,dem_two_party_share_pct,66.0,2024_workbook,https://catalist.us/whathappened2024/
2020,president,other,Female 30-44,dem_two_party_share_pct,60.47,2024_workbook,https://catalist.us/whathappened2024/
2020,president,other,Female 45-64,dem_two_party_share_pct,52.51,2024_workbook,https://catalist.us/whathappened2024/
2020,president,other,Female 65+,dem_two_party_share_pct,52.42,2024_workbook,https://catalist.us/whathappened2024/
2020,president,other,Gen X,dem_two_party_share_pct,50.38,2024_workbook,https://catalist.us/whathappened2024/
2020,president,other,Gen Z / Millennials,dem_two_party_share_pct,59.79,2024_workbook,https://catalist.us/whathappened2024/
2020,president,other,Latina Women,dem_two_party_share_pct,66.99,2024_workbook,https://catalist.us/whathappened2024/
2020,president,other,Male 18-29,dem_two_party_share_pct,55.93,2024_workbook,https://catalist.us/whathappened2024/
2020,president,other,Male 30-44,dem_two_party_share_pct,52.0,2024_workbook,https://catalist.us/whathappened2024/
2020,president,other,Male 45-64,dem_two_party_share_pct,43.6,2024_workbook,https://catalist.us/whathappened2024/
2020,president,other,Male 65+,dem_two_party_share_pct,44.04,2024_workbook,https://catalist.us/whathappened2024/
2020,president,other,Married,dem_two_party_share_pct,47.09,2024_workbook,https://catalist.us/whathappened2024/
2020,president,other,Modeled Historical Democrat,dem_two_party_share_pct,92.08,2024_workbook,https://catalist.us/whathappened2024/
2020,president,other,Modeled Historical Middle,dem_two_party_share_pct,50.39,2024_workbook,https://catalist.us/whathappened2024/
2020,president,other,Modeled Historical Republican,dem_two_party_share_pct,10.93,2024_workbook,https://catalist.us/whathappened2024/
2020,president,other,Rural,dem_two_party_share_pct,33.3,2024_workbook,https://catalist.us/whathappened2024/
2020,president,other,Rural 18-29,dem_two_party_share_pct,39.59,2024_workbook,https://catalist.us/whathappened2024/
2020,president,other,Rural 30-44,dem_two_party_share_pct,34.09,2024_workbook,https://catalist.us/whathappened2024/
