year,election_type,dimension,group,metric,value,source_vintage,source_url
2024,president,race,Latino,dem_two_party_share_pct,54.23,2024_workbook,https://catalist.us/whathappened2024/
2024,president,race,Other,dem_two_party_share_pct,53.53,2024_workbook,https://catalist.us/whathappened2024/
2024,president,race,White,dem_two_party_share_pct,42.38,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,age,18-29,dem_two_party_share_pct,55.41,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,age,30-44,dem_two_party_share_pct,52.5,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,age,45-64,dem_two_party_share_pct,45.78,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,age,65+,dem_two_party_share_pct,47.83,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,education,College,dem_two_party_share_pct,55.38,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,education,Non-College,dem_two_party_share_pct,45.17,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,gender,Men,dem_two_party_share_pct,42.26,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,gender,Women,dem_two_party_share_pct,55.32,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,intersectional,AAPI 18-29,dem_two_party_share_pct,65.5,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,intersectional,AAPI 30-44,dem_two_party_share_pct,63.16,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,intersectional,AAPI 45-64,dem_two_party_share_pct,59.48,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,intersectional,AAPI 65+,dem_two_party_share_pct,59.77,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,intersectional,AAPI College,dem_two_party_share_pct,65.03,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,intersectional,AAPI Men,dem_two_party_share_pct,56.19,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,intersectional,AAPI Non-College,dem_two_party_share_pct,58.11,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,intersectional,AAPI Women,dem_two_party_share_pct,66.17,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,intersectional,Black 18-29,dem_two_party_share_pct,83.45,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,intersectional,Black 30-44,dem_two_party_share_pct,79.77,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,intersectional,Black 45-64,dem_two_party_share_pct,87.41,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,intersectional,Black 65+,dem_two_party_share_pct,91.5,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,intersectional,Black College,dem_two_party_share_pct,85.15,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,intersectional,Black Men,dem_two_party_share_pct,79.4,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,intersectional,Black Non-College,dem_two_party_share_pct,86.22,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,intersectional,Black Women,dem_two_party_share_pct,89.99,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,intersectional,Latino 18-29,dem_two_party_share_pct,60.45,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,intersectional,Latino 30-44,dem_two_party_share_pct,54.66,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,intersectional,Latino 45-64,dem_two_party_share_pct,55.19,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,intersectional,Latino 65+,dem_two_party_share_pct,59.81,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,intersectional,Latino College,dem_two_party_share_pct,58.93,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,intersectional,Latino Men,dem_two_party_share_pct,49.8,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,intersectional,Latino Non-College,dem_two_party_share_pct,56.05,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,intersectional,Other 18-29,dem_two_party_share_pct,55.9,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,intersectional,Other 30-44,dem_two_party_share_pct,55.81,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,intersectional,Other 45-64,dem_two_party_share_pct,52.77,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,intersectional,Other 65+,dem_two_party_share_pct,53.2,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,intersectional,Other College,dem_two_party_share_pct,58.67,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,intersectional,Other Men,dem_two_party_share_pct,47.55,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,intersectional,Other Non-College,dem_two_party_share_pct,50.85,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,intersectional,Other Women,dem_two_party_share_pct,59.75,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,intersectional,Rural AAPI,dem_two_party_share_pct,43.98,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,intersectional,Rural Black,dem_two_party_share_pct,79.43,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,intersectional,Rural Latino,dem_two_party_share_pct,39.68,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,intersectional,Rural Other,dem_two_party_share_pct,37.3,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,intersectional,Rural White,dem_two_party_share_pct,25.88,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,intersectional,Suburban AAPI,dem_two_party_share_pct,58.67,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,intersectional,Suburban Black,dem_two_party_share_pct,85.76,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,intersectional,Suburban Latino,dem_two_party_share_pct,53.78,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,intersectional,Suburban Other,dem_two_party_share_pct,53.23,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,intersectional,Suburban White,dem_two_party_share_pct,43.55,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,intersectional,Urban AAPI,dem_two_party_share_pct,67.2,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,intersectional,Urban Black,dem_two_party_share_pct,88.47,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,intersectional,Urban Latino,dem_two_party_share_pct,64.78,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,intersectional,Urban Other,dem_two_party_share_pct,67.57,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,intersectional,Urban White,dem_two_party_share_pct,63.37,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,intersectional,White 18-29,dem_two_party_share_pct,48.37,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,intersectional,White 30-44,dem_two_party_share_pct,46.42,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,intersectional,White 45-64,dem_two_party_share_pct,36.63,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,intersectional,White 65+,dem_two_party_share_pct,41.53,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,intersectional,White College,dem_two_party_share_pct,50.22,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,intersectional,White College Men,dem_two_party_share_pct,43.8,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,intersectional,White College Women,dem_two_party_share_pct,56.39,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,intersectional,White Married Men,dem_two_party_share_pct,33.09,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,intersectional,White Married Women,dem_two_party_share_pct,42.9,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,intersectional,White Men,dem_two_party_share_pct,35.66,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,intersectional,White Non-College,dem_two_party_share_pct,35.97,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,intersectional,White Non-College Men,dem_two_party_share_pct,29.57,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,intersectional,White Non-College Women,dem_two_party_share_pct,41.44,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,intersectional,White Single Men,dem_two_party_share_pct,39.4,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,intersectional,White Single Women,dem_two_party_share_pct,52.83,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,intersectional,White Women,dem_two_party_share_pct,47.41,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,other,Baby Boomers,dem_two_party_share_pct,46.96,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,other,Female 18-29,dem_two_party_share_pct,63.09,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,other,Female 30-44,dem_two_party_share_pct,58.57,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,other,Female 45-64,dem_two_party_share_pct,51.6,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,other,Female 65+,dem_two_party_share_pct,53.14,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,other,Gen X,dem_two_party_share_pct,46.67,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,other,Gen Z / Millennials,dem_two_party_share_pct,53.81,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,other,Latina Women,dem_two_party_share_pct,62.76,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,other,Male 18-29,dem_two_party_share_pct,46.34,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,other,Male 30-44,dem_two_party_share_pct,45.4,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,other,Male 45-64,dem_two_party_share_pct,39.08,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,other,Male 65+,dem_two_party_share_pct,41.44,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,other,Married,dem_two_party_share_pct,44.53,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,other,Modeled Historical Democrat,dem_two_party_share_pct,91.66,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,other,Modeled Historical Middle,dem_two_party_share_pct,45.63,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,other,Modeled Historical Republican,dem_two_party_share_pct,8.07,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,other,Rural,dem_two_party_share_pct,30.04,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,other,Rural 18-29,dem_two_party_share_pct,34.63,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,other,Rural 30-44,dem_two_party_share_pct,30.12,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,other,Rural 45-64,dem_two_party_share_pct,26.36,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,other,Rural 65+,dem_two_party_share_pct,32.15,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,other,Silent / Greatest,dem_two_party_share_pct,46.69,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,other,Single,dem_two_party_share_pct,54.87,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,other,Suburban,dem_two_party_share_pct,49.86,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,other,Suburban 18-29,dem_two_party_share_pct,55.43,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,other,Suburban 30-44,dem_two_party_share_pct,52.59,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,other,Suburban 45-64,dem_two_party_share_pct,46.6,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,other,Suburban 65+,dem_two_party_share_pct,48.75,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,other,Urban,dem_two_party_share_pct,68.03,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,other,Urban 18-29,dem_two_party_share_pct,70.19,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,other,Urban 30-44,dem_two_party_share_pct,69.92,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,other,Urban 45-64,dem_two_party_share_pct,65.94,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,other,Urban 65+,dem_two_party_share_pct,67.1,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,overall,Total,dem_two_party_share_pct,49.31,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,race,AAPI,dem_two_party_share_pct,61.55,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,race,Black,dem_two_party_share_pct,85.83,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,race,Latino,dem_two_party_share_pct,57.08,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,race,Other,dem_two_party_share_pct,54.14,2024_workbook,https://catalist.us/whathappened2024/
2024,us_house,race,White,dem_two_party_share_pct,41.85,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,age,18-29,electorate_composition_pct,16.72,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,age,30-44,electorate_composition_pct,24.34,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,age,45-64,electorate_composition_pct,39.34,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,age,65+,electorate_composition_pct,19.6,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,education,College,electorate_composition_pct,31.77,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,education,Non-College,electorate_composition_pct,68.23,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,gender,Men,electorate_composition_pct,45.17,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,gender,Women,electorate_composition_pct,54.83,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,intersectional,AAPI 18-29,electorate_composition_pct,0.55,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,intersectional,AAPI 30-44,electorate_composition_pct,0.81,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,intersectional,AAPI 45-64,electorate_composition_pct,1.02,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,intersectional,AAPI 65+,electorate_composition_pct,0.38,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,intersectional,AAPI College,electorate_composition_pct,1.16,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,intersectional,AAPI Men,electorate_composition_pct,1.29,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,intersectional,AAPI Non-College,electorate_composition_pct,1.61,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,intersectional,AAPI Women,electorate_composition_pct,1.48,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,intersectional,Black 18-29,electorate_composition_pct,2.67,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,intersectional,Black 30-44,electorate_composition_pct,3.32,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,intersectional,Black 45-64,electorate_composition_pct,4.08,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,intersectional,Black 65+,electorate_composition_pct,1.42,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,intersectional,Black College,electorate_composition_pct,2.83,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,intersectional,Black Men,electorate_composition_pct,4.51,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,intersectional,Black Non-College,electorate_composition_pct,8.67,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,intersectional,Black Women,electorate_composition_pct,6.98,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,intersectional,Latino 18-29,electorate_composition_pct,1.64,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,intersectional,Latino 30-44,electorate_composition_pct,2.06,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,intersectional,Latino 45-64,electorate_composition_pct,2.36,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,intersectional,Latino 65+,electorate_composition_pct,0.94,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,intersectional,Latino College,electorate_composition_pct,1.92,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,intersectional,Latino Men,electorate_composition_pct,3.01,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,intersectional,Latino Non-College,electorate_composition_pct,5.07,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,intersectional,Other 18-29,electorate_composition_pct,0.52,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,intersectional,Other 30-44,electorate_composition_pct,0.72,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,intersectional,Other 45-64,electorate_composition_pct,1.07,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,intersectional,Other 65+,electorate_composition_pct,0.49,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,intersectional,Other College,electorate_composition_pct,0.91,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,intersectional,Other Men,electorate_composition_pct,1.26,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,intersectional,Other Non-College,electorate_composition_pct,1.89,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,intersectional,Other Women,electorate_composition_pct,1.54,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,intersectional,Rural AAPI,electorate_composition_pct,0.18,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,intersectional,Rural Black,electorate_composition_pct,1.6,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,intersectional,Rural Latino,electorate_composition_pct,0.66,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,intersectional,Rural Other,electorate_composition_pct,0.6,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,intersectional,Rural White,electorate_composition_pct,20.59,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,intersectional,Suburban AAPI,electorate_composition_pct,1.38,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,intersectional,Suburban Black,electorate_composition_pct,6.36,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,intersectional,Suburban Latino,electorate_composition_pct,3.24,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,intersectional,Suburban Other,electorate_composition_pct,1.5,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,intersectional,Suburban White,electorate_composition_pct,43.96,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,intersectional,Urban AAPI,electorate_composition_pct,1.21,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,intersectional,Urban Black,electorate_composition_pct,3.53,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,intersectional,Urban Latino,electorate_composition_pct,3.1,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,intersectional,Urban Other,electorate_composition_pct,0.7,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,intersectional,Urban White,electorate_composition_pct,11.41,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,intersectional,White 18-29,electorate_composition_pct,11.33,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,intersectional,White 30-44,electorate_composition_pct,17.43,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,intersectional,White 45-64,electorate_composition_pct,30.8,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,intersectional,White 65+,electorate_composition_pct,16.38,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,intersectional,White College,electorate_composition_pct,24.95,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,intersectional,White College Men,electorate_composition_pct,12.13,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,intersectional,White College Women,electorate_composition_pct,12.82,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,intersectional,White Married Men,electorate_composition_pct,22.54,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,intersectional,White Married Women,electorate_composition_pct,22.95,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,intersectional,White Men,electorate_composition_pct,35.11,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,intersectional,White Non-College,electorate_composition_pct,51.0,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,intersectional,White Non-College Men,electorate_composition_pct,22.97,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,intersectional,White Non-College Women,electorate_composition_pct,28.02,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,intersectional,White Single Men,electorate_composition_pct,12.57,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,intersectional,White Single Women,electorate_composition_pct,17.89,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,intersectional,White Women,electorate_composition_pct,40.84,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,other,Baby Boomers,electorate_composition_pct,38.51,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,other,Female 18-29,electorate_composition_pct,9.27,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,other,Female 30-44,electorate_composition_pct,13.44,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,other,Female 45-64,electorate_composition_pct,21.19,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,other,Female 65+,electorate_composition_pct,10.93,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,other,Gen X,electorate_composition_pct,25.22,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,other,Gen Z / Millennials,electorate_composition_pct,13.84,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,other,Latina Women,electorate_composition_pct,3.98,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,other,Male 18-29,electorate_composition_pct,7.44,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,other,Male 30-44,electorate_composition_pct,10.91,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,other,Male 45-64,electorate_composition_pct,18.15,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,other,Male 65+,electorate_composition_pct,8.67,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,other,Married,electorate_composition_pct,57.47,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,other,Modeled Historical Democrat,electorate_composition_pct,36.29,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,other,Modeled Historical Middle,electorate_composition_pct,25.91,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,other,Modeled Historical Republican,electorate_composition_pct,37.81,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,other,Rural,electorate_composition_pct,23.63,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,other,Rural 18-29,electorate_composition_pct,3.13,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,other,Rural 30-44,electorate_composition_pct,5.33,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,other,Rural 45-64,electorate_composition_pct,10.08,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,other,Rural 65+,electorate_composition_pct,5.1,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,other,Silent / Greatest,electorate_composition_pct,22.43,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,other,Single,electorate_composition_pct,42.53,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,other,Suburban,electorate_composition_pct,56.42,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,other,Suburban 18-29,electorate_composition_pct,9.4,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,other,Suburban 30-44,electorate_composition_pct,13.76,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,other,Suburban 45-64,electorate_composition_pct,22.19,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,other,Suburban 65+,electorate_composition_pct,11.08,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,other,Urban,electorate_composition_pct,19.95,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,other,Urban 18-29,electorate_composition_pct,4.19,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,other,Urban 30-44,electorate_composition_pct,5.25,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,other,Urban 45-64,electorate_composition_pct,7.08,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,other,Urban 65+,electorate_composition_pct,3.43,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,overall,Total,electorate_composition_pct,100.0,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,race,AAPI,electorate_composition_pct,2.77,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,race,Black,electorate_composition_pct,11.49,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,race,Latino,electorate_composition_pct,6.99,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,race,Other,electorate_composition_pct,2.8,2024_workbook,https://catalist.us/whathappened2024/
2008,electorate,race,White,electorate_composition_pct,75.95,2024_workbook,https://catalist.us/whathappened2024/
2010,electorate,age,18-29,electorate_composition_pct,9.55,2024_workbook,https://catalist.us/whathappened2024/
2010,electorate,age,30-44,electorate_composition_pct,20.21,2024_workbook,https://catalist.us/whathappened2024/
2010,electorate,age,45-64,electorate_composition_pct,44.44,2024_workbook,https://catalist.us/whathappened2024/
2010,electorate,age,65+,electorate_composition_pct,25.8,2024_workbook,https://catalist.us/whathappened2024/
2010,electorate,education,College,electorate_composition_pct,36.12,2024_workbook,https://catalist.us/whathappened2024/
2010,electorate,education,Non-College,electorate_composition_pct,63.88,2024_workbook,https://catalist.us/whathappened2024/
2010,electorate,gender,Men,electorate_composition_pct,46.84,2024_workbook,https://catalist.us/whathappened2024/
2010,electorate,gender,Women,electorate_composition_pct,53.16,2024_workbook,https://catalist.us/whathappened2024/
2010,electorate,intersectional,AAPI 18-29,electorate_composition_pct,0.32,2024_workbook,https://catalist.us/whathappened2024/
2010,electorate,intersectional,AAPI 30-44,electorate_composition_pct,0.67,2024_workbook,https://catalist.us/whathappened2024/
2010,electorate,intersectional,AAPI 45-64,electorate_composition_pct,1.09,2024_workbook,https://catalist.us/whathappened2024/
2010,electorate,intersectional,AAPI 65+,electorate_composition_pct,0.49,2024_workbook,https://catalist.us/whathappened2024/
2010,electorate,intersectional,AAPI College,electorate_composition_pct,1.17,2024_workbook,https://catalist.us/whathappened2024/
2010,electorate,intersectional,AAPI Men,electorate_composition_pct,1.24,2024_workbook,https://catalist.us/whathappened2024/
2010,electorate,intersectional,AAPI Non-College,electorate_composition_pct,1.4,2024_workbook,https://catalist.us/whathappened2024/
2010,electorate,intersectional,AAPI Women,electorate_composition_pct,1.33,2024_workbook,https://catalist.us/whathappened2024/
2010,electorate,intersectional,Black 18-29,electorate_composition_pct,1.26,2024_workbook,https://catalist.us/whathappened2024/
2010,electorate,intersectional,Black 30-44,electorate_composition_pct,2.56,2024_workbook,https://catalist.us/whathappened2024/
2010,electorate,intersectional,Black 45-64,electorate_composition_pct,4.4,2024_workbook,https://catalist.us/whathappened2024/
2010,electorate,intersectional,Black 65+,electorate_composition_pct,1.77,2024_workbook,https://catalist.us/whathappened2024/
2010,electorate,intersectional,Black College,electorate_composition_pct,2.93,2024_workbook,https://catalist.us/whathappened2024/
2010,electorate,intersectional,Black Men,electorate_composition_pct,3.87,2024_workbook,https://catalist.us/whathappened2024/
2010,electorate,intersectional,Black Non-College,electorate_composition_pct,7.06,2024_workbook,https://catalist.us/whathappened2024/
2010,electorate,intersectional,Black Women,electorate_composition_pct,6.11,2024_workbook,https://catalist.us/whathappened2024/
2010,electorate,intersectional,Latino 18-29,electorate_composition_pct,0.91,2024_workbook,https://catalist.us/whathappened2024/
2010,electorate,intersectional,Latino 30-44,electorate_composition_pct,1.54,2024_workbook,https://catalist.us/whathappened2024/
2010,electorate,intersectional,Latino 45-64,electorate_composition_pct,2.45,2024_workbook,https://catalist.us/whathappened2024/
2010,electorate,intersectional,Latino 65+,electorate_composition_pct,1.17,2024_workbook,https://catalist.us/whathappened2024/
2010,electorate,intersectional,Latino College,electorate_composition_pct,1.9,2024_workbook,https://catalist.us/whathappened2024/
2010,electorate,intersectional,Latino Men,electorate_composition_pct,2.73,2024_workbook,https://catalist.us/whathappened2024/
2010,electorate,intersectional,Latino Non-College,electorate_composition_pct,4.16,2024_workbook,https://catalist.us/whathappened2024/
2010,electorate,intersectional,Other 18-29,electorate_composition_pct,0.3,2024_workbook,https://catalist.us/whathappened2024/
2010,electorate,intersectional,Other 30-44,electorate_composition_pct,0.6,2024_workbook,https://catalist.us/whathappened2024/
