district_result_id,build_run_id,result_source_file_id,assignment_source_file_id,contract_version,state_code,election_cycle,plan_cycle,chamber,district,geography_unit_id,dem_votes,rep_votes,other_votes,total_votes,two_party_dem_margin,allocated_result_geographies,allocation_method,allocation_status
PRESDIST-E318534DD32CE454B2BABC5C,RUN-F1AF08B0478A4B34BA87DE80E91F1CAF,VEST-2016-AL-PRECINCT,RDH-NATIONAL-2022-SLD-BAF,1,AL,2016,2022,lower,1,GEOUNIT-8A64FC214764832F0F9B60BA,5148.672107514033,14399.728896929817,904.8188446211276,20453.21984906498,-0.4732385419816578,17,vest_precinct_2020_vap_weighted_to_rdh_baf,passed
PRESDIST-F36E85511DF740415D12FC2A,RUN-F1AF08B0478A4B34BA87DE80E91F1CAF,VEST-2016-AL-PRECINCT,RDH-NATIONAL-2022-SLD-BAF,1,AL,2016,2022,lower,10,GEOUNIT-375138F1FEFC92CB03BB8D4D,7502.1341343561,9919.845037831898,1641.1407276704067,19063.119899858404,-0.1387736077273798,8,vest_precinct_2020_vap_weighted_to_rdh_baf,passed
PRESDIST-894133B4DD5B3921C25E5833,RUN-F1AF08B0478A4B34BA87DE80E91F1CAF,VEST-2016-AL-PRECINCT,RDH-NATIONAL-2022-SLD-BAF,1,AL,2016,2022,lower,100,GEOUNIT-F658F87077DD1C1194CDFC41,4371.462389380531,14336.942477876106,695.1482300884956,19403.55309734513,-0.5326739590683711,7,vest_precinct_2020_vap_weighted_to_rdh_baf,passed
PRESDIST-7EE572FF75CD54D27418CDB7,RUN-F1AF08B0478A4B34BA87DE80E91F1CAF,VEST-2016-AL-PRECINCT,RDH-NATIONAL-2022-SLD-BAF,1,AL,2016,2022,lower,101,GEOUNIT-EDF9D9FC88AF2AF050D7E423,5354.67607215793,12022.97046771489,836.2660288233243,18213.91256869614,-0.3837282787549299,8,vest_precinct_2020_vap_weighted_to_rdh_baf,passed
PRESDIST-E52E946A959437A6A84BAE11,RUN-F1AF08B0478A4B34BA87DE80E91F1CAF,VEST-2016-AL-PRECINCT,RDH-NATIONAL-2022-SLD-BAF,1,AL,2016,2022,lower,102,GEOUNIT-2CF8E2D56836891C90EDC8AD,3859.4504253548475,15554.299011165564,412.1577670604281,19825.90720358084,-0.6024003052089881,16,vest_precinct_2020_vap_weighted_to_rdh_baf,passed
PRESDIST-02C7C9122C703CA620408E10,RUN-F1AF08B0478A4B34BA87DE80E91F1CAF,VEST-2016-AL-PRECINCT,RDH-NATIONAL-2022-SLD-BAF,1,AL,2016,2022,lower,103,GEOUNIT-EADD4F35A9901A3CDA8595C3,10503.877372727404,5843.732256723375,532.0808040597111,16879.69043351049,0.2850658427522405,10,vest_precinct_2020_vap_weighted_to_rdh_baf,passed
PRESDIST-D2C7354AB84C5EDBF9D67223,RUN-F1AF08B0478A4B34BA87DE80E91F1CAF,VEST-2016-AL-PRECINCT,RDH-NATIONAL-2022-SLD-BAF,1,AL,2016,2022,lower,104,GEOUNIT-FF8E31D442CEFEAF7AAB7CDD,6574.535786617177,13443.345273609755,842.8429683502746,20860.724028577206,-0.3431336946366445,13,vest_precinct_2020_vap_weighted_to_rdh_baf,passed
PRESDIST-05EAE9B3EFFF5FF73A1B2E3D,RUN-F1AF08B0478A4B34BA87DE80E91F1CAF,VEST-2016-AL-PRECINCT,RDH-NATIONAL-2022-SLD-BAF,1,AL,2016,2022,lower,105,GEOUNIT-4F429205E7514E4A7A6AEF13,3699.261739485504,14744.06369946917,538.0837076357698,18981.409146590446,-0.598850895763929,12,vest_precinct_2020_vap_weighted_to_rdh_baf,passed
PRESDIST-935790DBD6CCD4FCE60DAB3C,RUN-F1AF08B0478A4B34BA87DE80E91F1CAF,VEST-2016-AL-PRECINCT,RDH-NATIONAL-2022-SLD-BAF,1,AL,2016,2022,lower,11,GEOUNIT-BF364E6A1D9B4397AFBC59CB,1889.6942474319026,18071.7866001502,503.1745592374498,20464.655406819555,-0.8106659258538128,29,vest_precinct_2020_vap_weighted_to_rdh_baf,passed
PRESDIST-E9948B0E0194021C9CADB1F4,RUN-F1AF08B0478A4B34BA87DE80E91F1CAF,VEST-2016-AL-PRECINCT,RDH-NATIONAL-2022-SLD-BAF,1,AL,2016,2022,lower,12,GEOUNIT-158D96AAF7632E9E523E1D49,2153.284725754622,16982.0301466565,612.0430264688432,19747.357898879967,-0.7749412810698839,29,vest_precinct_2020_vap_weighted_to_rdh_baf,passed
