state,year,chamber,district,dem_votes,rep_votes,total_votes,dem_two_party_share,dem_margin,precinct_fragment_rows
MO,2002,house,74,10366.0,,10366.0,,,14
MO,2002,house,75,7651.0,5114.0,12765.0,0.599373286329808,0.19874657265961615,19
MO,2002,house,76,6889.0,3873.0,10762.0,0.640122653781825,0.2802453075636499,23
MO,2002,house,77,6679.0,2709.0,9388.0,0.7114401363442693,0.42288027268853856,20
MO,2002,house,78,6043.0,5976.0,12019.0,0.5027872535152675,0.005574507030534986,22
MO,2002,house,79,7160.0,5521.0,12681.0,0.5646242409904582,0.12924848198091632,28
MO,2002,house,80,9141.0,,9141.0,,,18
MO,2002,house,81,9000.0,,9000.0,,,16
MO,2002,house,82,7799.0,7175.0,15147.0,0.5208361159342861,0.04167223186857219,29
MO,2002,house,83,9764.0,,9764.0,,,19
MO,2002,house,84,3122.0,10918.0,14275.0,0.22236467236467236,-0.5552706552706552,25
MO,2002,house,85,6591.0,7180.0,13771.0,0.4786144797037252,-0.04277104059254956,22
MO,2002,house,86,4607.0,10990.0,15597.0,0.29537731615054175,-0.40924536769891645,19
MO,2002,house,87,5732.0,11578.0,17310.0,0.3311380704794916,-0.33772385904101676,29
MO,2002,house,88,4457.0,9674.0,14131.0,0.3154058453046494,-0.3691883093907013,20
MO,2002,house,89,3537.0,9458.0,12995.0,0.2721816083108888,-0.4556367833782224,18
MO,2002,house,90,4953.0,3668.0,8621.0,0.5745273170165874,0.14905463403317482,6
MO,2002,house,91,6981.0,9463.0,16444.0,0.42453174410119193,-0.15093651179761616,19
MO,2002,house,92,4934.0,9124.0,14058.0,0.3509745340731256,-0.29805093185374876,24
MO,2002,house,93,5495.0,7922.0,13417.0,0.409555042110755,-0.18088991577848998,24
MO,2002,house,94,,12005.0,12005.0,,,27
MO,2002,house,95,7113.0,9286.0,16399.0,0.4337459601195195,-0.13250807976096105,28
MO,2002,house,96,6504.0,4982.0,11814.0,0.5662545707818214,0.13250914156364269,20
MO,2002,house,97,5760.0,8004.0,13962.0,0.4184829991281604,-0.16303400174367916,18
MO,2002,house,98,5272.0,6141.0,11413.0,0.4619293787785858,-0.07614124244282836,21
MO,2002,house,99,4160.0,8441.0,12601.0,0.33013252916435204,-0.3397349416712959,33
MO,2002,house,100,7236.0,7083.0,14319.0,0.5053425518541798,0.010685103708359522,15
MO,2002,house,101,5686.0,4797.0,10483.0,0.5424019841648383,0.08480396832967661,7
MO,2002,house,102,7581.0,,7581.0,,,11
MO,2002,house,103,7186.0,4186.0,11372.0,0.6319029194512839,0.2638058389025677,18
MO,2002,house,104,8363.0,,8363.0,,,19
MO,2002,house,105,8047.0,,8047.0,,,18
MO,2002,house,106,3708.0,5643.0,9952.0,0.3965351299326275,-0.20692974013474494,21
MO,2002,house,107,6528.0,2708.0,9236.0,0.7067994802944998,0.4135989605889996,23
MO,2002,house,108,7655.0,,7655.0,,,64
MO,2002,house,109,5145.0,8442.0,13587.0,0.3786707882534776,-0.2426584234930448,19
MO,2002,house,110,5974.0,4783.0,10757.0,0.5553593009203309,0.1107186018406619,26
MO,2002,house,111,4134.0,6768.0,10902.0,0.37919647771051185,-0.24160704457897633,35
MO,2002,house,112,5109.0,7365.0,12474.0,0.4095719095719096,-0.18085618085618085,48
MO,2002,house,113,5844.0,6327.0,12171.0,0.4801577520335223,-0.03968449593295539,20
MO,2002,house,114,3662.0,10717.0,14379.0,0.25467695945476043,-0.4906460810904792,17
MO,2002,house,115,2909.0,8671.0,11580.0,0.2512089810017271,-0.49758203799654577,35
MO,2002,house,116,4838.0,8042.0,12880.0,0.3756211180124224,-0.24875776397515528,28
MO,2002,house,117,2389.0,8776.0,11165.0,0.21397223466188983,-0.5720555306762203,38
MO,2002,house,118,4046.0,6584.0,10904.0,0.380620884289746,-0.238758231420508,45
MO,2002,house,119,4606.0,8382.0,12988.0,0.35463504773637206,-0.29072990452725594,45
MO,2002,house,120,,9815.0,9815.0,,,42
MO,2002,house,121,3301.0,4984.0,8285.0,0.3984308992154496,-0.20313820156910078,11
MO,2002,house,122,7319.0,4480.0,11799.0,0.6203068056614968,0.24061361132299347,28
MO,2002,house,123,5528.0,6013.0,11541.0,0.4789879559830171,-0.04202408803396586,18
MO,2002,house,124,4943.0,8165.0,13108.0,0.3770979554470552,-0.24580408910588952,25
MO,2002,house,125,6023.0,6413.0,12436.0,0.484319716950788,-0.03136056609842393,47
MO,2002,house,126,3920.0,7904.0,11824.0,0.33152909336941816,-0.33694181326116374,46
MO,2002,house,127,2620.0,7364.0,9984.0,0.2624198717948718,-0.4751602564102564,24
MO,2002,house,128,,8019.0,8019.0,,,17
MO,2002,house,129,2385.0,6137.0,8944.0,0.2798638817179066,-0.4402722365641868,20
MO,2002,house,130,,7583.0,7583.0,,,26
MO,2002,house,131,,7568.0,7568.0,,,33
MO,2002,house,132,3896.0,6720.0,10616.0,0.36699321778447624,-0.26601356443104746,19
MO,2002,house,133,2860.0,7992.0,11168.0,0.2635458901584961,-0.4729082196830077,31
MO,2002,house,134,3808.0,9156.0,12964.0,0.2937365010799136,-0.41252699784017277,18
MO,2002,house,135,3944.0,11139.0,15083.0,0.2614864416893191,-0.4770271166213618,20
MO,2002,house,136,,8739.0,8739.0,,,18
MO,2002,house,137,2408.0,4081.0,6679.0,0.3710895361380798,-0.25782092772384035,16
MO,2002,house,138,5120.0,5237.0,10357.0,0.49435164622960315,-0.011296707540793666,22
MO,2002,house,139,4860.0,8018.0,12878.0,0.3773877931355801,-0.24522441372883988,23
MO,2002,house,140,4322.0,7685.0,12007.0,0.3599566919297077,-0.28008661614058467,22
MO,2002,house,141,4032.0,7895.0,11927.0,0.3380565104385009,-0.32388697912299824,21
MO,2002,house,142,4578.0,7752.0,12330.0,0.37128953771289536,-0.25742092457420923,25
MO,2002,house,143,,8660.0,8660.0,,,37
MO,2002,house,144,3223.0,8350.0,11573.0,0.27849304415449755,-0.4430139116910049,46
MO,2002,house,145,3316.0,8399.0,11715.0,0.2830559112249253,-0.43388817755014936,21
MO,2002,house,146,3219.0,8058.0,11277.0,0.2854482575152966,-0.42910348496940676,24
MO,2002,house,147,7065.0,,8467.0,,,34
MO,2002,house,148,6297.0,,7248.0,,,11
MO,2002,house,149,4267.0,6731.0,10998.0,0.38797963266048374,-0.22404073467903254,27
MO,2002,house,150,6092.0,4836.0,10928.0,0.5574670571010248,0.11493411420204978,29
MO,2002,house,151,,8156.0,8156.0,,,20
MO,2002,house,152,6248.0,4650.0,11103.0,0.5733162048082217,0.1466324096164434,51
MO,2002,house,153,4395.0,6979.0,11374.0,0.3864075962721997,-0.2271848074556005,45
MO,2002,house,154,2267.0,5998.0,8803.0,0.27428917120387175,-0.4514216575922565,19
MO,2002,house,155,4594.0,8868.0,13462.0,0.34125687119298764,-0.31748625761402466,28
MO,2002,house,156,,8190.0,8190.0,,,43
MO,2002,house,157,3733.0,8035.0,11940.0,0.31721617946974845,-0.36556764106050305,30
MO,2002,house,158,,8103.0,9063.0,,,18
MO,2002,house,159,,8933.0,8933.0,,,27
MO,2002,house,160,4910.0,5362.0,10272.0,0.47799844236760125,-0.044003115264797506,33
MO,2002,house,161,3788.0,6223.0,10011.0,0.3783837778443712,-0.24323244431125762,38
MO,2002,house,162,5498.0,,5498.0,,,34
MO,2002,house,163,4010.0,4206.0,8216.0,0.4880720545277507,-0.02385589094449854,27
MO,2002,senate,2,24694.0,35523.0,60217.0,0.41008353122872276,-0.17983293754255442,91
MO,2002,senate,4,41580.0,,41580.0,,,344
MO,2002,senate,6,24839.0,35244.0,60083.0,0.41341144749762826,-0.17317710500474343,117
MO,2002,senate,8,23289.0,36393.0,59682.0,0.39021815622800843,-0.21956368754398312,161
MO,2002,senate,10,38731.0,,38731.0,,,178
MO,2002,senate,12,,41721.0,41721.0,,,212
MO,2002,senate,14,39766.0,,39766.0,,,89
MO,2002,senate,16,14728.0,36288.0,51016.0,0.28869374313940727,-0.4226125137211855,136
MO,2002,senate,18,23890.0,29853.0,53743.0,0.4445230076475076,-0.11095398470498484,175
MO,2002,senate,20,27721.0,36586.0,64307.0,0.4310728225543098,-0.1378543548913804,109
MO,2002,senate,22,28854.0,19254.0,48108.0,0.5997755051134946,0.19955101022698926,51
MO,2002,senate,24,33799.0,30559.0,65488.0,0.5251716958264707,0.05034339165294136,117
MO,2002,senate,26,17952.0,42057.0,60009.0,0.2991551267309904,-0.4016897465380193,112
MO,2002,senate,28,18703.0,37543.0,57425.0,0.3325214237456886,-0.33495715250862285,159
MO,2002,senate,30,24419.0,25915.0,50334.0,0.4851392696785473,-0.02972146064290539,92
MO,2002,senate,32,,36993.0,36993.0,,,103
MO,2002,senate,34,22855.0,27334.0,52833.0,0.4553786686325689,-0.08924266273486223,95
MO,2004,house,1,6640.0,9296.0,15936.0,0.4166666666666667,-0.16666666666666666,52
MO,2004,house,2,5610.0,9872.0,15482.0,0.36235628471773673,-0.27528743056452654,30
MO,2004,house,3,10573.0,5514.0,16087.0,0.6572387642195562,0.3144775284391123,77
MO,2004,house,4,,13742.0,13742.0,,,40
MO,2004,house,5,7322.0,8887.0,16209.0,0.4517243506693812,-0.09655129866123759,79
MO,2004,house,6,12935.0,,12935.0,,,27
MO,2004,house,7,4140.0,11233.0,15373.0,0.26930332400962725,-0.46139335198074544,44
MO,2004,house,8,7809.0,8361.0,16170.0,0.4829313543599258,-0.034137291280148425,63
MO,2004,house,9,9654.0,7105.0,16759.0,0.5760486902559818,0.15209738051196373,47
MO,2004,house,10,7398.0,7239.0,14637.0,0.5054314408690306,0.010862881738061079,44
MO,2004,house,11,10951.0,6036.0,17549.0,0.6446694531112027,0.2893389062224054,27
MO,2004,house,12,,12756.0,17480.0,,,25
MO,2004,house,13,8770.0,15946.0,24716.0,0.3548308787829746,-0.2903382424340508,33
MO,2004,house,14,,14432.0,14432.0,,,23
MO,2004,house,15,8427.0,8703.0,17130.0,0.49194395796847634,-0.016112084063047285,24
MO,2004,house,16,8311.0,9775.0,18086.0,0.4595267057392458,-0.08094658852150835,25
MO,2004,house,17,8027.0,10510.0,18537.0,0.43302584021146895,-0.1339483195770621,29
MO,2004,house,18,,10882.0,13320.0,,,23
MO,2004,house,19,8178.0,12340.0,20518.0,0.3985768593430159,-0.20284628131396823,23
MO,2004,house,20,5901.0,9066.0,14967.0,0.39426738825415913,-0.2114652234916817,23
MO,2004,house,21,6465.0,9934.0,16399.0,0.39423135557046163,-0.21153728885907677,39
MO,2004,house,22,6817.0,8071.0,14888.0,0.45788554540569587,-0.08422890918860827,38
MO,2004,house,23,13955.0,5649.0,19604.0,0.7118445215262191,0.42368904305243826,35
MO,2004,house,24,9343.0,11734.0,21077.0,0.44327940408976607,-0.1134411918204678,40
MO,2004,house,25,10811.0,5529.0,16340.0,0.6616279069767442,0.32325581395348835,28
MO,2004,house,26,9622.0,5330.0,14952.0,0.643525949705725,0.28705189941145,34
MO,2004,house,27,10594.0,,10594.0,,,21
MO,2004,house,28,,13682.0,13682.0,,,30
MO,2004,house,29,9192.0,7206.0,16398.0,0.5605561653860227,0.12111233077204538,28
MO,2004,house,30,9584.0,10236.0,19820.0,0.48355196770938447,-0.03289606458123108,19
MO,2004,house,31,9451.0,4338.0,13789.0,0.6854014069185582,0.37080281383711655,17
MO,2004,house,32,9509.0,9733.0,19242.0,0.4941793992308492,-0.011641201538301631,17
MO,2004,house,33,8491.0,9024.0,17515.0,0.48478447045389667,-0.03043105909220668,15
MO,2004,house,34,7552.0,9774.0,17326.0,0.43587671707260767,-0.12824656585478472,13
MO,2004,house,35,9464.0,12605.0,22069.0,0.4288368299424532,-0.14232634011509357,18
MO,2004,house,36,7593.0,8049.0,15642.0,0.48542385884158035,-0.02915228231683928,21
MO,2004,house,37,11025.0,,12089.0,,,42
MO,2004,house,38,8919.0,8348.0,17267.0,0.5165344298372618,0.03306885967452366,13
MO,2004,house,39,14346.0,,14346.0,,,38
MO,2004,house,40,6296.0,,6296.0,,,32
MO,2004,house,41,10078.0,,10078.0,,,41
MO,2004,house,42,12852.0,,12852.0,,,47
MO,2004,house,43,13653.0,,13653.0,,,40
MO,2004,house,44,14547.0,,14547.0,,,42
MO,2004,house,45,11705.0,4560.0,16265.0,0.7196434060866892,0.4392868121733784,43
MO,2004,house,46,11498.0,6683.0,18181.0,0.6324184588306474,0.26483691766129475,40
MO,2004,house,47,,16011.0,16011.0,,,29
MO,2004,house,48,8787.0,9851.0,18638.0,0.471456164824552,-0.05708767035089602,45
MO,2004,house,49,12902.0,,12902.0,,,35
MO,2004,house,50,12526.0,,12526.0,,,42
MO,2004,house,51,8411.0,3853.0,12533.0,0.6858284409654273,0.37165688193085455,30
MO,2004,house,52,10301.0,9627.0,19928.0,0.516910879164994,0.033821758329987954,37
MO,2004,house,53,9879.0,,14055.0,,,32
MO,2004,house,54,,15995.0,15995.0,,,31
MO,2004,house,55,6789.0,11583.0,18372.0,0.3695297191378184,-0.26094056172436314,40
MO,2004,house,56,,17293.0,17293.0,,,40
MO,2004,house,57,12973.0,,12973.0,,,40
MO,2004,house,58,11945.0,,11945.0,,,45
MO,2004,house,59,9035.0,,10115.0,,,37
MO,2004,house,60,13486.0,,13486.0,,,44
MO,2004,house,61,13190.0,,13190.0,,,42
MO,2004,house,62,5661.0,11594.0,17255.0,0.32807881773399017,-0.3438423645320197,19
MO,2004,house,63,11001.0,1916.0,12917.0,0.8516683440427344,0.7033366880854688,50
MO,2004,house,64,11738.0,2878.0,14616.0,0.8030925013683634,0.6061850027367269,46
MO,2004,house,65,11630.0,5215.0,16845.0,0.6904125853368952,0.38082517067379046,40
MO,2004,house,66,9959.0,4690.0,14649.0,0.6798416274148406,0.3596832548296812,29
MO,2004,house,67,10299.0,,11342.0,,,32
MO,2004,house,68,,11271.0,11271.0,,,21
MO,2004,house,69,12511.0,,12964.0,,,19
MO,2004,house,70,13808.0,,14450.0,,,16
MO,2004,house,71,13382.0,,13382.0,,,24
MO,2004,house,72,15497.0,,15497.0,,,21
MO,2004,house,73,13102.0,5948.0,19050.0,0.6877690288713911,0.37553805774278215,18
MO,2004,house,74,15401.0,,15401.0,,,16
MO,2004,house,75,12522.0,,15042.0,,,24
MO,2004,house,76,9972.0,5292.0,15264.0,0.6533018867924528,0.30660377358490565,26
MO,2004,house,77,11359.0,,11359.0,,,20
MO,2004,house,78,10938.0,4793.0,15731.0,0.6953149831542813,0.3906299663085627,21
MO,2004,house,79,10325.0,7159.0,17484.0,0.5905399222145962,0.1810798444291924,34
MO,2004,house,80,14418.0,,15324.0,,,26
MO,2004,house,81,14438.0,,14438.0,,,18
MO,2004,house,82,11207.0,8358.0,19565.0,0.5728085867620751,0.14561717352415027,27
MO,2004,house,83,13631.0,,13631.0,,,20
MO,2004,house,84,,16743.0,16743.0,,,25
MO,2004,house,85,8767.0,9047.0,18006.0,0.49214101268665095,-0.015717974626698102,29
MO,2004,house,86,,15884.0,15884.0,,,19
MO,2004,house,87,8131.0,13020.0,21549.0,0.3844262682615479,-0.23114746347690415,29
MO,2004,house,88,,14777.0,14777.0,,,21
MO,2004,house,89,,15380.0,15380.0,,,20
MO,2004,house,90,7743.0,6650.0,14393.0,0.537969846453137,0.07593969290627388,13
MO,2004,house,91,,14379.0,17409.0,,,22
MO,2004,house,92,,14177.0,14177.0,,,20
MO,2004,house,93,7549.0,11187.0,18736.0,0.4029141759180188,-0.19417164816396243,21
MO,2004,house,94,9567.0,11206.0,20773.0,0.4605497520820296,-0.07890049583594089,23
MO,2004,house,95,,16048.0,16048.0,,,32
MO,2004,house,96,9168.0,5795.0,15293.0,0.6127113546748647,0.22542270934972933,23
MO,2004,house,97,7623.0,11143.0,18766.0,0.40621336459554513,-0.18757327080890973,18
MO,2004,house,98,5924.0,9816.0,15740.0,0.3763659466327827,-0.24726810673443456,22
MO,2004,house,99,,14277.0,14277.0,,,35
MO,2004,house,100,11051.0,8389.0,19440.0,0.5684670781893004,0.13693415637860082,16
MO,2004,house,101,8868.0,6920.0,15788.0,0.5616924246262984,0.1233848492525969,15
MO,2004,house,102,8178.0,7902.0,16080.0,0.5085820895522388,0.017164179104477612,17
MO,2004,house,103,9827.0,6504.0,16331.0,0.6017390239421958,0.20347804788439164,21
MO,2004,house,104,10425.0,4546.0,14971.0,0.6963462694542782,0.39269253890855654,23
MO,2004,house,105,11115.0,,11115.0,,,23
MO,2004,house,106,6562.0,7847.0,14409.0,0.455409813311125,-0.08918037337775002,23
MO,2004,house,107,7354.0,6417.0,13771.0,0.5340207682811706,0.06804153656234115,22
MO,2004,house,108,11052.0,,11052.0,,,30
MO,2004,house,109,,14968.0,14968.0,,,24
MO,2004,house,110,10073.0,4451.0,14524.0,0.6935417240429633,0.38708344808592676,31
MO,2004,house,111,,11837.0,11837.0,,,35
MO,2004,house,112,4101.0,11937.0,16038.0,0.2557052001496446,-0.4885895997007108,49
MO,2004,house,113,5005.0,10700.0,15705.0,0.3186883158229863,-0.36262336835402736,21
MO,2004,house,114,5841.0,12521.0,18362.0,0.3181026032022655,-0.3637947935954689,18
MO,2004,house,115,,13099.0,13099.0,,,42
MO,2004,house,116,,13930.0,13930.0,,,26
MO,2004,house,117,,12157.0,12157.0,,,35
MO,2004,house,118,,12453.0,12453.0,,,32
MO,2004,house,119,,13889.0,13889.0,,,45
MO,2004,house,120,4919.0,11952.0,16871.0,0.29156540809673404,-0.41686918380653193,45
MO,2004,house,121,,10112.0,11797.0,,,11
MO,2004,house,122,7442.0,10029.0,17471.0,0.4259630244405014,-0.14807395111899718,31
MO,2004,house,123,6693.0,11269.0,17962.0,0.37261997550384146,-0.25476004899231713,19
MO,2004,house,124,6833.0,12027.0,18860.0,0.3623011664899258,-0.27539766702014845,25
MO,2004,house,125,7300.0,8433.0,15733.0,0.4639928812051103,-0.07201423758977944,54
MO,2004,house,126,4336.0,12133.0,16469.0,0.2632825308154715,-0.47343493836905703,54
MO,2004,house,127,,12439.0,12439.0,,,25
MO,2004,house,128,,12146.0,12146.0,,,20
MO,2004,house,129,,10942.0,10942.0,,,24
MO,2004,house,130,4345.0,9787.0,14132.0,0.3074582507783753,-0.38508349844324935,20
MO,2004,house,131,3724.0,9954.0,13678.0,0.27226202661207777,-0.4554759467758444,25
MO,2004,house,132,,12687.0,12687.0,,,20
MO,2004,house,133,3197.0,11471.0,15357.0,0.21795745841287156,-0.5640850831742569,39
MO,2004,house,134,5491.0,13911.0,19828.0,0.283012060612308,-0.43397587877538396,25
MO,2004,house,135,6887.0,13982.0,20869.0,0.33001102113182235,-0.33997795773635536,25
MO,2004,house,136,,14113.0,14113.0,,,22
MO,2004,house,137,4810.0,5768.0,10869.0,0.4547173378710531,-0.09056532425789374,16
MO,2004,house,138,8565.0,7528.0,16093.0,0.5322189771950537,0.0644379543901075,20
MO,2004,house,139,5755.0,12434.0,18189.0,0.31640002199131345,-0.36719995601737315,30
MO,2004,house,140,,12740.0,12740.0,,,24
MO,2004,house,141,4538.0,13596.0,18134.0,0.250248152641447,-0.499503694717106,22
MO,2004,house,142,,15177.0,16994.0,,,24
MO,2004,house,143,4710.0,11094.0,15804.0,0.2980258162490509,-0.4039483675018983,38
MO,2004,house,144,,13390.0,13390.0,,,49
MO,2004,house,145,,13956.0,13956.0,,,23
MO,2004,house,146,4016.0,11243.0,15259.0,0.26318893767612556,-0.4736221246477489,31
MO,2004,house,147,4751.0,7216.0,12435.0,0.39700843987632656,-0.20598312024734686,40
MO,2004,house,148,4144.0,7029.0,11173.0,0.3708941197529759,-0.25821176049404815,20
MO,2004,house,149,6736.0,8583.0,15319.0,0.4397153861218095,-0.12056922775638096,31
MO,2004,house,150,8532.0,5626.0,14158.0,0.6026274897584405,0.2052549795168809,34
MO,2004,house,151,6113.0,8805.0,14918.0,0.4097734280734683,-0.1804531438530634,20
MO,2004,house,152,9933.0,5228.0,15161.0,0.6551678649165622,0.31033572983312446,53
MO,2004,house,153,5210.0,9444.0,14654.0,0.3555343250989491,-0.28893134980210183,45
MO,2004,house,154,,11292.0,11292.0,,,19
MO,2004,house,155,5638.0,12622.0,18269.0,0.30876232201533405,-0.38247535596933185,34
MO,2004,house,156,5383.0,10031.0,15414.0,0.349227974568574,-0.30154405086285196,43
MO,2004,house,157,,14880.0,14880.0,,,32
MO,2004,house,158,,11809.0,11809.0,,,17
MO,2004,house,159,6978.0,8518.0,15496.0,0.45030975735673723,-0.09938048528652556,28
MO,2004,house,160,4811.0,10679.0,15683.0,0.3105874757908328,-0.3788250484183344,27
MO,2004,house,161,4603.0,9298.0,13901.0,0.33112725703186824,-0.3377454859362636,74
MO,2004,house,162,7919.0,3706.0,11625.0,0.6812043010752689,0.36240860215053766,33
MO,2004,house,163,5497.0,6930.0,12427.0,0.4423432847831335,-0.115313430433733,28
MO,2004,senate,1,6640.0,9296.0,15936.0,0.4166666666666667,-0.16666666666666666,52
MO,2004,senate,2,5610.0,9872.0,15482.0,0.36235628471773673,-0.27528743056452654,30
MO,2004,senate,3,10573.0,5514.0,16087.0,0.6572387642195562,0.3144775284391123,77
MO,2004,senate,4,,13742.0,13742.0,,,40
MO,2004,senate,5,7322.0,8887.0,16209.0,0.4517243506693812,-0.09655129866123759,79
MO,2004,senate,6,12935.0,,12935.0,,,27
MO,2004,senate,7,4140.0,11233.0,15373.0,0.26930332400962725,-0.46139335198074544,44
MO,2004,senate,8,7809.0,8361.0,16170.0,0.4829313543599258,-0.034137291280148425,63
MO,2004,senate,9,9654.0,7105.0,16759.0,0.5760486902559818,0.15209738051196373,47
MO,2004,senate,10,7398.0,7239.0,14637.0,0.5054314408690306,0.010862881738061079,44
MO,2004,senate,11,10951.0,6036.0,17549.0,0.6446694531112027,0.2893389062224054,27
MO,2004,senate,12,,12756.0,17480.0,,,25
MO,2004,senate,13,8770.0,15946.0,24716.0,0.3548308787829746,-0.2903382424340508,33
MO,2004,senate,14,,14432.0,14432.0,,,23
MO,2004,senate,15,8427.0,8703.0,17130.0,0.49194395796847634,-0.016112084063047285,24
MO,2004,senate,16,8311.0,9775.0,18086.0,0.4595267057392458,-0.08094658852150835,25
MO,2004,senate,17,8027.0,10510.0,18537.0,0.43302584021146895,-0.1339483195770621,29
MO,2004,senate,18,,10882.0,13320.0,,,23
MO,2004,senate,19,8178.0,12340.0,20518.0,0.3985768593430159,-0.20284628131396823,23
MO,2004,senate,20,5901.0,9066.0,14967.0,0.39426738825415913,-0.2114652234916817,23
MO,2004,senate,21,6465.0,9934.0,16399.0,0.39423135557046163,-0.21153728885907677,39
MO,2004,senate,22,6817.0,8071.0,14888.0,0.45788554540569587,-0.08422890918860827,38
MO,2004,senate,23,13955.0,5649.0,19604.0,0.7118445215262191,0.42368904305243826,35
MO,2004,senate,24,9343.0,11734.0,21077.0,0.44327940408976607,-0.1134411918204678,40
MO,2004,senate,25,10811.0,5529.0,16340.0,0.6616279069767442,0.32325581395348835,28
MO,2004,senate,26,9622.0,5330.0,14952.0,0.643525949705725,0.28705189941145,34
MO,2004,senate,27,10594.0,,10594.0,,,21
MO,2004,senate,28,,13682.0,13682.0,,,30
MO,2004,senate,29,9192.0,7206.0,16398.0,0.5605561653860227,0.12111233077204538,28
MO,2004,senate,30,9584.0,10236.0,19820.0,0.48355196770938447,-0.03289606458123108,19
MO,2004,senate,31,9451.0,4338.0,13789.0,0.6854014069185582,0.37080281383711655,17
MO,2004,senate,32,9509.0,9733.0,19242.0,0.4941793992308492,-0.011641201538301631,17
MO,2004,senate,33,8491.0,9024.0,17515.0,0.48478447045389667,-0.03043105909220668,15
MO,2004,senate,34,7552.0,9774.0,17326.0,0.43587671707260767,-0.12824656585478472,13
MO,2004,senate,35,9464.0,12605.0,22069.0,0.4288368299424532,-0.14232634011509357,18
MO,2004,senate,36,7593.0,8049.0,15642.0,0.48542385884158035,-0.02915228231683928,21
MO,2004,senate,37,11025.0,,12089.0,,,42
MO,2004,senate,38,8919.0,8348.0,17267.0,0.5165344298372618,0.03306885967452366,13
MO,2004,senate,39,14346.0,,14346.0,,,38
MO,2004,senate,40,6296.0,,6296.0,,,32
MO,2004,senate,41,10078.0,,10078.0,,,41
MO,2004,senate,42,12852.0,,12852.0,,,47
MO,2004,senate,43,13653.0,,13653.0,,,40
MO,2004,senate,44,14547.0,,14547.0,,,42
MO,2004,senate,45,11705.0,4560.0,16265.0,0.7196434060866892,0.4392868121733784,43
MO,2004,senate,46,11498.0,6683.0,18181.0,0.6324184588306474,0.26483691766129475,40
MO,2004,senate,47,,16011.0,16011.0,,,29
MO,2004,senate,48,8787.0,9851.0,18638.0,0.471456164824552,-0.05708767035089602,45
MO,2004,senate,49,12902.0,,12902.0,,,35
MO,2004,senate,50,12526.0,,12526.0,,,42
MO,2004,senate,51,8411.0,3853.0,12533.0,0.6858284409654273,0.37165688193085455,30
MO,2004,senate,52,10301.0,9627.0,19928.0,0.516910879164994,0.033821758329987954,37
MO,2004,senate,53,9879.0,,14055.0,,,32
MO,2004,senate,54,,15995.0,15995.0,,,31
MO,2004,senate,55,6789.0,11583.0,18372.0,0.3695297191378184,-0.26094056172436314,40
MO,2004,senate,56,,17293.0,17293.0,,,40
MO,2004,senate,57,12973.0,,12973.0,,,40
MO,2004,senate,58,11945.0,,11945.0,,,45
MO,2004,senate,59,9035.0,,10115.0,,,37
MO,2004,senate,60,13486.0,,13486.0,,,44
MO,2004,senate,61,13190.0,,13190.0,,,42
MO,2004,senate,62,5661.0,11594.0,17255.0,0.32807881773399017,-0.3438423645320197,19
MO,2004,senate,63,11001.0,1916.0,12917.0,0.8516683440427344,0.7033366880854688,50
MO,2004,senate,64,11738.0,2878.0,14616.0,0.8030925013683634,0.6061850027367269,46
MO,2004,senate,65,11630.0,5215.0,16845.0,0.6904125853368952,0.38082517067379046,40
MO,2004,senate,66,9959.0,4690.0,14649.0,0.6798416274148406,0.3596832548296812,29
MO,2004,senate,67,10299.0,,11342.0,,,32
MO,2004,senate,68,,11271.0,11271.0,,,21
MO,2004,senate,69,12511.0,,12964.0,,,19
MO,2004,senate,70,13808.0,,14450.0,,,16
MO,2004,senate,71,13382.0,,13382.0,,,24
MO,2004,senate,72,15497.0,,15497.0,,,21
MO,2004,senate,73,13102.0,5948.0,19050.0,0.6877690288713911,0.37553805774278215,18
MO,2004,senate,74,15401.0,,15401.0,,,16
MO,2004,senate,75,12522.0,,15042.0,,,24
MO,2004,senate,76,9972.0,5292.0,15264.0,0.6533018867924528,0.30660377358490565,26
MO,2004,senate,77,11359.0,,11359.0,,,20
MO,2004,senate,78,10938.0,4793.0,15731.0,0.6953149831542813,0.3906299663085627,21
MO,2004,senate,79,10325.0,7159.0,17484.0,0.5905399222145962,0.1810798444291924,34
MO,2004,senate,80,14418.0,,15324.0,,,26
MO,2004,senate,81,14438.0,,14438.0,,,18
MO,2004,senate,82,11207.0,8358.0,19565.0,0.5728085867620751,0.14561717352415027,27
MO,2004,senate,83,13631.0,,13631.0,,,20
MO,2004,senate,84,,16743.0,16743.0,,,25
MO,2004,senate,85,8767.0,9047.0,18006.0,0.49214101268665095,-0.015717974626698102,29
MO,2004,senate,86,,15884.0,15884.0,,,19
MO,2004,senate,87,8131.0,13020.0,21549.0,0.3844262682615479,-0.23114746347690415,29
MO,2004,senate,88,,14777.0,14777.0,,,21
MO,2004,senate,89,,15380.0,15380.0,,,20
MO,2004,senate,90,7743.0,6650.0,14393.0,0.537969846453137,0.07593969290627388,13
MO,2004,senate,91,,14379.0,17409.0,,,22
MO,2004,senate,92,,14177.0,14177.0,,,20
MO,2004,senate,93,7549.0,11187.0,18736.0,0.4029141759180188,-0.19417164816396243,21
MO,2004,senate,94,9567.0,11206.0,20773.0,0.4605497520820296,-0.07890049583594089,23
MO,2004,senate,95,,16048.0,16048.0,,,32
