left_node_id,right_node_id,name_score,code_exact,vote_score,shared_offices,composite_score,candidate_rank,score_margin,match_method,accepted,relationship
18371,20500,100.0,0,51.16866253065936,1,93.48915500408792,1,15.655845717308708,review,0,unresolved
18372,20519,100.0,0,51.08179419525065,1,93.47757255936676,1,35.040598786699135,review,0,unresolved
18373,20506,100.0,0,51.01254677525864,1,93.46833957003449,1,93.46833957003449,review,0,unresolved
18374,20487,100.0,0,50.95975232198142,1,93.46130030959753,1,18.108015135878915,review,0,unresolved
18375,20526,100.0,0,51.029674071671806,1,93.47062320955625,1,15.498400086481809,review,0,unresolved
18376,20527,100.0,0,50.953058321479375,1,93.46040777619726,1,7.422996680891416,review,0,unresolved
18377,20495,100.0,0,51.15715230328411,1,93.48762030710455,1,93.48762030710455,review,0,unresolved
18378,20494,100.0,0,51.030779003291556,1,93.47077053377221,1,16.498833516197948,review,0,unresolved
18381,20552,100.0,0,51.50602409638554,1,93.53413654618474,1,15.2854330160379,review,0,unresolved
18382,20535,100.0,0,51.75808720112518,1,93.56774496015002,1,93.56774496015002,review,0,unresolved
18383,20551,100.0,0,52.60663507109005,1,93.68088467614534,1,93.68088467614534,review,0,unresolved
18384,20541,100.0,0,51.69491525423729,1,93.55932203389831,1,10.645762711864407,review,0,unresolved
18385,20540,100.0,0,52.034261241970015,1,93.604568165596,1,16.287818225077316,review,0,unresolved
18386,20538,100.0,0,51.350261991132605,1,93.51336826548435,1,13.67912132204755,review,0,unresolved
18387,20536,100.0,0,51.199616122840695,1,93.4932821497121,1,11.242290467050552,review,0,unresolved
18388,20544,100.0,0,51.215953307392994,1,93.49546044098574,1,93.49546044098574,review,0,unresolved
18389,20550,100.0,0,52.11581291759466,1,93.61544172234596,1,14.081143281365996,review,0,unresolved
18390,20539,100.0,0,51.54929577464789,1,93.53990610328638,1,93.53990610328638,review,0,unresolved
18391,20545,100.0,0,51.86170212765957,1,93.58156028368795,1,93.58156028368795,review,0,unresolved
18392,20547,100.0,0,51.18343195266273,1,93.49112426035504,1,15.167444160386268,review,0,unresolved
18393,20546,100.0,0,51.80722891566265,1,93.57429718875503,1,16.12746638728828,review,0,unresolved
18394,20537,100.0,0,51.52439024390244,1,93.53658536585367,1,7.438414355336974,review,0,unresolved
18395,20543,100.0,0,51.34670487106017,1,93.51289398280802,1,93.51289398280802,review,0,unresolved
18396,20542,100.0,0,51.09845402766477,1,93.47979387035531,1,13.591890425820452,review,0,unresolved
18397,20549,100.0,0,51.3874614594039,1,93.51832819458718,1,93.51832819458718,review,0,unresolved
18400,20558,100.0,0,50.668953687821606,1,93.42252715837621,1,20.652920209724698,review,0,unresolved
18401,20554,100.0,0,50.37616611495637,1,93.38348881532752,1,93.38348881532752,review,0,unresolved
18402,20557,100.0,0,50.86206896551724,1,93.44827586206897,1,12.905677053865645,review,0,unresolved
18403,20555,100.0,0,50.84485407066053,1,93.44598054275474,1,93.44598054275474,review,0,unresolved
18404,20556,100.0,0,50.6741050674105,1,93.42321400898807,1,93.42321400898807,review,0,unresolved
18405,20562,100.0,0,50.442477876106196,1,93.39233038348083,1,20.787572800847144,review,0,unresolved
18406,20559,100.0,0,50.63291139240506,1,93.41772151898735,1,13.437220304308937,review,0,unresolved
18407,20560,100.0,0,50.42278593680463,1,93.38970479157396,1,93.38970479157396,review,0,unresolved
18410,20573,100.0,0,50.701590271281574,1,93.42687870283754,1,41.719675709385726,review,0,unresolved
18411,20583,100.0,0,50.848972296693475,1,93.44652963955913,1,93.44652963955913,review,0,unresolved
18412,20565,100.0,0,50.825688073394495,1,93.4434250764526,1,21.498470948012226,review,0,unresolved
18413,20570,100.0,0,50.838349097162514,1,93.44511321295501,1,93.44511321295501,review,0,unresolved
18414,20586,100.0,0,50.690754516471834,1,93.42543393552958,1,93.42543393552958,review,0,unresolved
18415,20575,100.0,0,51.17324013979032,1,93.48976535197205,1,29.391955329131804,review,0,unresolved
18416,20566,100.0,0,51.21450564488539,1,93.49526741931805,1,31.33974921536837,review,0,unresolved
18417,20587,100.0,0,50.86206896551724,1,93.44827586206897,1,32.50800611255066,review,0,unresolved
18418,20582,100.0,0,50.965250965250966,1,93.46203346203346,1,23.003003003002988,review,0,unresolved
18419,20567,100.0,0,50.80745341614907,1,93.44099378881988,1,25.98124337010806,review,0,unresolved
18420,20584,100.0,0,50.782778864970645,1,93.43770384866275,1,39.12850619699934,review,0,unresolved
18421,20588,100.0,0,51.13011606597435,1,93.48401547546325,1,93.48401547546325,review,0,unresolved
18422,20574,100.0,0,50.78864353312302,1,93.4384858044164,1,93.4384858044164,review,0,unresolved
18423,20585,100.0,0,50.9231285666331,1,93.45641714221775,1,21.098056767744566,review,0,unresolved
18424,20571,100.0,0,51.35135135135135,1,93.51351351351352,1,21.341388447270802,review,0,unresolved
18425,20568,100.0,0,51.35495335406486,1,93.51399378054198,1,93.51399378054198,review,0,unresolved
18426,20572,100.0,0,51.07344632768361,1,93.47645951035781,1,93.47645951035781,review,0,unresolved
18427,20569,100.0,0,51.240341602277354,1,93.49871221363699,1,93.49871221363699,review,0,unresolved
18428,20579,100.0,0,50.61412487205732,1,93.41521664960764,1,93.41521664960764,review,0,unresolved
18429,20577,100.0,0,50.78328981723237,1,93.437771975631,1,16.08790178023233,review,0,unresolved
18430,20564,100.0,0,50.71428571428571,1,93.42857142857143,1,93.42857142857143,review,0,unresolved
18431,20576,100.0,0,50.92364532019704,1,93.45648604269294,1,37.31800766283525,review,0,unresolved
18432,20581,100.0,0,51.212751212751215,1,93.4950334950335,1,28.8121066657652,review,0,unresolved
18433,20580,100.0,0,51.33630289532294,1,93.51150705270973,1,26.31566443949518,review,0,unresolved
18436,20612,100.0,0,51.20213713268031,1,93.49361828435738,1,93.49361828435738,review,0,unresolved
18437,20607,100.0,0,51.086113266097755,1,93.47814843547971,1,8.682518748383757,review,0,unresolved
18438,20616,100.0,0,51.0477299185099,1,93.47303065580132,1,10.309097964511238,review,0,unresolved
18439,20615,100.0,0,50.92524056254626,1,93.45669874167284,1,16.644191732274635,review,0,unresolved
18440,20591,100.0,0,51.330049261083744,1,93.51067323481116,1,93.51067323481116,review,0,unresolved
18441,20609,100.0,0,50.98765432098765,1,93.46502057613169,1,11.164564995266076,review,0,unresolved
18442,20608,100.0,0,51.461988304093566,1,93.52826510721248,1,20.40038986354776,review,0,unresolved
18443,20602,100.0,0,50.79908675799088,1,93.43987823439879,1,28.39117199391174,review,0,unresolved
18444,20635,100.0,0,50.9116409537167,1,93.45488546049556,1,34.04541246138474,review,0,unresolved
18445,20600,100.0,0,50.785854616895875,1,93.43811394891945,1,15.02573673870333,review,0,unresolved
18446,20589,100.0,0,50.9940119760479,1,93.46586826347306,1,93.46586826347306,review,0,unresolved
18447,20592,100.0,0,51.03607060629317,1,93.4714760808391,1,11.81967255052443,review,0,unresolved
18448,20610,100.0,0,50.858232676414495,1,93.44776435685527,1,21.41750841750843,review,0,unresolved
18449,20633,100.0,0,51.00207325501036,1,93.46694310066805,1,13.239322736696607,review,0,unresolved
18450,20599,100.0,0,51.36165577342048,1,93.51488743645606,1,19.499636891793756,review,0,unresolved
18451,20626,100.0,0,51.305057096247964,1,93.5073409461664,1,34.528015012421506,review,0,unresolved
18452,20625,100.0,0,51.178707224334595,1,93.49049429657795,1,20.881115335868188,review,0,unresolved
18453,20627,100.0,0,50.98522167487685,1,93.46469622331692,1,21.404388714733543,review,0,unresolved
18454,20624,100.0,0,52.03488372093024,1,93.6046511627907,1,19.399577167019032,review,0,unresolved
18455,20637,100.0,0,51.56794425087108,1,93.54239256678281,1,15.178629500580712,review,0,unresolved
18456,20636,100.0,0,51.07594936708861,1,93.47679324894516,1,23.863291139240502,review,0,unresolved
18457,20606,100.0,0,50.957592339261296,1,93.46101231190151,1,21.173917008663935,review,0,unresolved
18458,20605,100.0,0,51.25513464171612,1,93.50068461889549,1,23.685322973828818,review,0,unresolved
18459,20622,100.0,0,50.970017636684304,1,93.46266901822457,1,93.46266901822457,review,0,unresolved
18460,20621,100.0,0,51.15562403697997,1,93.487416538264,1,93.487416538264,review,0,unresolved
18461,20601,100.0,0,50.949720670391066,1,93.45996275605215,1,10.298965540157425,review,0,unresolved
18462,20614,100.0,0,51.87500000000001,1,93.58333333333334,1,93.58333333333334,review,0,unresolved
18463,20618,100.0,0,51.161771153003066,1,93.48823615373375,1,18.999970773052752,review,0,unresolved
18464,20594,100.0,0,50.51282051282051,1,93.40170940170941,1,14.06937827977734,review,0,unresolved
18465,20630,100.0,0,50.962176509621756,1,93.46162353461624,1,18.579822895453404,review,0,unresolved
18466,20598,100.0,0,50.588235294117645,1,93.41176470588236,1,33.56572258533045,review,0,unresolved
18467,20603,100.0,0,51.35135135135135,1,93.51351351351352,1,31.547374498194166,review,0,unresolved
18468,20596,100.0,0,51.27092374457533,1,93.50278983261005,1,22.810498036784466,review,0,unresolved
18469,20638,100.0,0,51.2013256006628,1,93.49351008008838,1,14.057165741783265,review,0,unresolved
18470,20604,100.0,0,51.358695652173914,1,93.51449275362319,1,8.237575517480423,review,0,unresolved
18471,20613,100.0,0,51.509769094138534,1,93.53463587921847,1,93.53463587921847,review,0,unresolved
18472,20623,100.0,0,50.60240963855422,1,93.4136546184739,1,93.4136546184739,review,0,unresolved
18473,20632,100.0,0,51.77165354330708,1,93.56955380577428,1,34.98070094179404,review,0,unresolved
18474,20620,100.0,0,51.23042505592841,1,93.49739000745713,1,12.850037285607755,review,0,unresolved
18475,20619,100.0,0,50.667714061272584,1,93.42236187483635,1,18.930770505927683,review,0,unresolved
18476,20629,100.0,0,50.94447624499141,1,93.4592634993322,1,34.04197672199963,review,0,unresolved
18477,20617,100.0,0,51.027397260273965,1,93.4703196347032,1,93.4703196347032,review,0,unresolved
18478,20611,100.0,0,51.054545454545455,1,93.4739393939394,1,22.503719548425437,review,0,unresolved
18479,20634,100.0,0,51.11281657712969,1,93.48170887695063,1,36.243178871040314,review,0,unresolved
18480,20593,100.0,0,50.61655901350558,1,93.41554120180075,1,9.00432569974555,review,0,unresolved
18481,20597,100.0,0,50.571131879543096,1,93.40948425060574,1,15.292488750432668,review,0,unresolved
18482,20595,100.0,0,50.688559322033896,1,93.42514124293785,1,37.78269057561615,review,0,unresolved
18483,20631,100.0,0,50.74626865671642,1,93.43283582089552,1,14.631343283582083,review,0,unresolved
18486,20655,100.0,0,51.4018691588785,1,93.5202492211838,1,93.5202492211838,review,0,unresolved
18487,20656,100.0,0,50.877192982456144,1,93.45029239766082,1,93.45029239766082,review,0,unresolved
18488,20649,100.0,0,51.29151291512915,1,93.50553505535056,1,93.50553505535056,review,0,unresolved
18489,20648,100.0,0,51.873198847262245,1,93.58309317963497,1,93.58309317963497,review,0,unresolved
18490,20654,100.0,0,50.0,1,93.33333333333334,1,93.33333333333334,review,0,unresolved
18491,20658,100.0,0,51.61290322580645,1,93.54838709677419,1,93.54838709677419,review,0,unresolved
18492,20642,100.0,0,51.21042830540037,1,93.49472377405338,1,93.49472377405338,review,0,unresolved
18493,20640,100.0,0,51.40350877192983,1,93.52046783625731,1,93.52046783625731,review,0,unresolved
18494,20650,100.0,0,52.8888888888889,1,93.71851851851852,1,93.71851851851852,review,0,unresolved
18495,20643,100.0,0,50.79113924050633,1,93.43881856540085,1,93.43881856540085,review,0,unresolved
18496,20647,100.0,0,50.95813953488373,1,93.46108527131784,1,32.08144702842378,review,0,unresolved
18497,20652,100.0,0,51.12847222222222,1,93.4837962962963,1,93.4837962962963,review,0,unresolved
18498,20646,100.0,0,50.955414012738856,1,93.46072186836518,1,93.46072186836518,review,0,unresolved
18499,20645,100.0,0,51.34370579915135,1,93.51249410655352,1,22.820996385352814,review,0,unresolved
18500,20653,100.0,0,50.39370078740157,1,93.38582677165354,1,93.38582677165354,review,0,unresolved
18501,20661,100.0,0,51.262135922330096,1,93.50161812297735,1,93.50161812297735,review,0,unresolved
18502,20660,100.0,0,50.526315789473685,1,93.40350877192984,1,93.40350877192984,review,0,unresolved
18503,20657,100.0,0,51.28205128205128,1,93.50427350427351,1,93.50427350427351,review,0,unresolved
18504,20641,100.0,0,51.61290322580645,1,93.54838709677419,1,93.54838709677419,review,0,unresolved
18505,20659,100.0,0,51.217884551217885,1,93.4957179401624,1,93.4957179401624,review,0,unresolved
18506,20644,100.0,0,51.16525423728814,1,93.48870056497175,1,93.48870056497175,review,0,unresolved
18509,20668,100.0,0,51.23674911660777,1,93.49823321554771,1,28.440047114252067,review,0,unresolved
18510,20673,100.0,0,52.19780219780219,1,93.62637362637363,1,7.365201465201466,review,0,unresolved
18511,20663,100.0,0,51.22950819672132,1,93.49726775956285,1,27.32103825136612,review,0,unresolved
18512,20684,100.0,0,50.85910652920962,1,93.44788087056129,1,14.9950744558992,review,0,unresolved
18513,20686,100.0,0,51.31313131313131,1,93.50841750841751,1,40.94949494949495,review,0,unresolved
18514,20669,100.0,0,51.809210526315795,1,93.57456140350878,1,93.57456140350878,review,0,unresolved
18515,20685,100.0,0,51.59235668789809,1,93.54564755838642,1,21.179936305732497,review,0,unresolved
18516,20666,100.0,0,50.583657587548636,1,93.4111543450065,1,26.95512321660182,review,0,unresolved
18517,20664,100.0,0,51.61803713527851,1,93.54907161803715,1,93.54907161803715,review,0,unresolved
18518,20676,100.0,0,51.075268817204304,1,93.47670250896059,1,30.606288428475693,review,0,unresolved
18519,20679,100.0,0,51.131541725601124,1,93.48420556341348,1,93.48420556341348,review,0,unresolved
18520,20671,100.0,0,50.728155339805824,1,93.43042071197411,1,93.43042071197411,review,0,unresolved
18521,20683,100.0,0,51.66702985399869,1,93.55560398053316,1,19.025590179414536,review,0,unresolved
18522,20667,100.0,0,50.75757575757576,1,93.43434343434343,1,40.58510272795987,review,0,unresolved
18523,20680,100.0,0,50.920245398773,1,93.4560327198364,1,15.47055214723926,review,0,unresolved
18524,20674,100.0,0,51.42118863049095,1,93.52282515073213,1,26.78036175710595,review,0,unresolved
18525,20672,100.0,0,51.02040816326531,1,93.46938775510205,1,26.201058201058203,review,0,unresolved
18526,20665,100.0,0,53.76344086021505,1,93.83512544802868,1,25.89360498019242,review,0,unresolved
18527,20681,100.0,0,52.02797202797203,1,93.6037296037296,1,22.293706293706293,review,0,unresolved
18528,20675,100.0,0,51.26353790613718,1,93.50180505415163,1,93.50180505415163,review,0,unresolved
18529,20678,100.0,0,53.00546448087431,1,93.73406193078324,1,10.85708351351704,review,0,unresolved
18530,20670,100.0,0,50.63752276867031,1,93.41833636915605,1,16.962537947783858,review,0,unresolved
18531,20682,100.0,0,50.62713797035347,1,93.41695172938047,1,24.731004457344255,review,0,unresolved
18534,20698,100.0,0,51.09433962264151,1,93.47924528301887,1,4.5911949685534665,review,0,unresolved
18535,20703,100.0,0,51.43678160919541,1,93.5249042145594,1,13.007279693486595,review,0,unresolved
18536,20694,100.0,0,51.34228187919463,1,93.51230425055928,1,18.809752088754962,review,0,unresolved
18537,20693,100.0,0,51.240694789081886,1,93.49875930521092,1,20.7065227845423,review,0,unresolved
18538,20706,100.0,0,51.25191619826265,1,93.50025549310169,1,22.233383601081798,review,0,unresolved
18539,20701,100.0,0,52.02578268876612,1,93.60343769183548,1,10.712768569674637,review,0,unresolved
18540,20689,100.0,0,52.23628691983122,1,93.63150492264417,1,11.475246132208156,review,0,unresolved
18541,20705,100.0,0,51.06162610046607,1,93.47488348006215,1,14.430985672363192,review,0,unresolved
18542,20696,100.0,0,51.33483435188164,1,93.51131124691756,1,39.740601290371416,review,0,unresolved
18543,20700,100.0,0,50.871559633027516,1,93.44954128440368,1,31.12595926374705,review,0,unresolved
18544,20699,100.0,0,51.697530864197525,1,93.559670781893,1,12.093415637860076,review,0,unresolved
18545,20704,100.0,0,51.74563591022444,1,93.56608478802993,1,36.29015696053983,review,0,unresolved
18546,20691,100.0,0,51.83553597650514,1,93.57807146353403,1,6.7965072177239705,review,0,unresolved
18547,20695,100.0,0,51.252408477842,1,93.50032113037894,1,12.974293904788766,review,0,unresolved
18548,20688,100.0,0,52.17807563427477,1,93.62374341790331,1,93.62374341790331,review,0,unresolved
18549,20697,100.0,0,51.20681495504022,1,93.49424199400536,1,11.222274806751855,review,0,unresolved
18550,20690,100.0,0,51.267175572519086,1,93.50229007633588,1,93.50229007633588,review,0,unresolved
18551,20692,100.0,0,50.86071987480438,1,93.44809598330725,1,40.31994435750304,review,0,unresolved
18554,20729,100.0,0,51.847290640394085,1,93.57963875205255,1,93.57963875205255,review,0,unresolved
18555,20728,100.0,0,51.14942528735632,1,93.48659003831418,1,31.819923371647505,review,0,unresolved
18556,20716,100.0,0,51.153846153846146,1,93.48717948717949,1,93.48717948717949,review,0,unresolved
18557,20721,100.0,0,52.112676056338024,1,93.6150234741784,1,36.35680751173708,review,0,unresolved
18558,20719,100.0,0,54.90196078431373,1,93.98692810457517,1,29.772642390289448,review,0,unresolved
18559,20740,100.0,0,52.6,1,93.68,1,36.8,review,0,unresolved
18560,20715,100.0,0,53.6,1,93.81333333333333,1,93.81333333333333,review,0,unresolved
18561,20724,100.0,0,52.56797583081572,1,93.67573011077543,1,37.98992950654582,review,0,unresolved
18562,20723,100.0,0,50.44642857142857,1,93.39285714285715,1,93.39285714285715,review,0,unresolved
18563,20711,100.0,0,54.528985507246375,1,93.93719806763285,1,93.93719806763285,review,0,unresolved
18564,20738,100.0,0,53.629629629629626,1,93.81728395061728,1,27.586980920314247,review,0,unresolved
18565,20718,100.0,0,53.32369942196532,1,93.77649325626204,1,35.1090153128486,review,0,unresolved
18566,20726,100.0,0,53.35820895522387,1,93.7810945273632,1,32.527363184079604,review,0,unresolved
18567,20720,100.0,0,54.16666666666667,1,93.8888888888889,1,93.8888888888889,review,0,unresolved
18568,20709,100.0,0,54.691689008042886,1,93.95889186773906,1,26.03170123700673,review,0,unresolved
18569,20739,100.0,0,53.551912568306,1,93.80692167577413,1,93.80692167577413,review,0,unresolved
18570,20714,100.0,0,55.42725173210161,1,94.05696689761355,1,35.756076102496415,review,0,unresolved
18571,20717,100.0,0,54.67032967032968,1,93.95604395604396,1,93.95604395604396,review,0,unresolved
18572,20710,100.0,0,55.47445255474452,1,94.06326034063261,1,24.24817518248176,review,0,unresolved
18573,20735,100.0,0,53.150242326332794,1,93.75336564351105,1,38.93376413570275,review,0,unresolved
18574,20736,100.0,0,59.48275862068966,1,94.59770114942529,1,36.563253327743425,review,0,unresolved
18575,20722,100.0,0,54.36893203883495,1,93.91585760517799,1,32.33656957928801,review,0,unresolved
18576,20737,100.0,0,52.5974025974026,1,93.67965367965368,1,19.30496759226041,review,0,unresolved
18577,20725,100.0,0,55.46218487394958,1,94.06162464985995,1,94.06162464985995,review,0,unresolved
18578,20730,100.0,0,54.62686567164179,1,93.95024875621891,1,29.114999714073306,review,0,unresolved
18579,20708,100.0,0,55.05226480836236,1,94.00696864111498,1,32.529616724738666,review,0,unresolved
18580,20712,100.0,0,52.56797583081572,1,93.67573011077543,1,93.67573011077543,review,0,unresolved
18581,20732,100.0,0,52.14285714285714,1,93.61904761904762,1,93.61904761904762,review,0,unresolved
18582,20713,100.0,0,52.60821309655939,1,93.68109507954125,1,93.68109507954125,review,0,unresolved
18583,20727,100.0,0,53.448275862068975,1,93.79310344827587,1,36.31417624521073,review,0,unresolved
18584,20733,100.0,0,52.63157894736843,1,93.6842105263158,1,93.6842105263158,review,0,unresolved
18585,20734,100.0,0,54.970760233918135,1,93.99610136452242,1,27.403508771929822,review,0,unresolved
18588,20749,100.0,0,50.7029053420806,1,93.42705404561075,1,93.42705404561075,review,0,unresolved
18589,20745,100.0,0,50.52083333333333,1,93.40277777777779,1,14.99722222222222,review,0,unresolved
18590,20762,100.0,0,50.837988826815646,1,93.44506517690876,1,32.292830540037244,review,0,unresolved
18591,20746,100.0,0,51.079954528230395,1,93.47732727043072,1,29.8698542836474,review,0,unresolved
18592,20760,100.0,0,51.21951219512195,1,93.4959349593496,1,93.4959349593496,review,0,unresolved
18593,20757,100.0,0,50.94017094017094,1,93.45868945868946,1,35.03546099290781,review,0,unresolved
18594,20750,100.0,0,51.465798045602604,1,93.52877307274701,1,11.350597176981537,review,0,unresolved
18595,20764,100.0,0,50.88862559241707,1,93.45181674565562,1,17.882622432859407,review,0,unresolved
18596,20755,100.0,0,51.344537815126046,1,93.51260504201682,1,25.744475568004987,review,0,unresolved
18597,20754,100.0,0,51.016456921587604,1,93.46886092287835,1,16.96808647950951,review,0,unresolved
18598,20763,100.0,0,51.52354570637119,1,93.53647276084949,1,7.250818752410666,review,0,unresolved
18599,20769,100.0,0,51.269841269841265,1,93.5026455026455,1,16.69365079365079,review,0,unresolved
18600,20753,100.0,0,52.02127659574468,1,93.60283687943263,1,31.593380614657228,review,0,unresolved
18601,20742,100.0,0,50.77120822622108,1,93.43616109682948,1,16.14850042844901,review,0,unresolved
18602,20756,100.0,0,50.59701492537314,1,93.4129353233831,1,93.4129353233831,review,0,unresolved
18603,20751,100.0,0,51.27681307456589,1,93.50357507660878,1,24.17250255362616,review,0,unresolved
18604,20758,100.0,0,51.733333333333334,1,93.56444444444445,1,14.913333333333327,review,0,unresolved
18605,20768,100.0,0,52.102803738317746,1,93.61370716510903,1,93.61370716510903,review,0,unresolved
18606,20752,100.0,0,51.627906976744185,1,93.55038759689923,1,16.88285960378984,review,0,unresolved
18607,20747,100.0,0,51.21527777777778,1,93.49537037037038,1,93.49537037037038,review,0,unresolved
18608,20766,100.0,0,51.08973100333791,1,93.47863080044506,1,33.59975379919317,review,0,unresolved
18609,20744,100.0,0,51.196172248803826,1,93.49282296650718,1,93.49282296650718,review,0,unresolved
18610,20759,100.0,0,51.2,1,93.49333333333334,1,7.938579610538369,review,0,unresolved
18611,20748,100.0,0,51.356993736951985,1,93.5142658315936,1,21.12793909871155,review,0,unresolved
18612,20767,100.0,0,51.28939828080229,1,93.50525310410697,1,93.50525310410697,review,0,unresolved
18613,20743,100.0,0,51.18483412322274,1,93.49131121642971,1,28.58392866609414,review,0,unresolved
18614,20765,100.0,0,51.64644714038129,1,93.5528596187175,1,35.0354609929078,review,0,unresolved
