left_node_id,right_node_id,name_score,code_exact,vote_score,shared_offices,composite_score,candidate_rank,score_margin,match_method,accepted,relationship,left_year,left_county_key,left_precinct_key,left_name_norm,left_precinct_code,right_precinct_key,right_name_norm,right_precinct_code
18319,20482,100.0,0,74.68936953520479,1,96.62524927136064,1,3.181010207897913,review,0,unresolved,2012,AUTAUGA,160 SAFE HARBOR MINISTRIES,SAFE HARBOR MINISTRIES,160,SAFE HARBOR MINISTRIES,SAFE HARBOR MINISTRIES,
18329,20477,100.0,0,51.486486486486484,1,93.53153153153154,1,13.848455598455615,review,0,unresolved,2012,AUTAUGA,OLD KINGSTON VOLUNTEER FIRE DEPT,OLD KINGSTON VOLUNTEER FIRE DEPARTMENT,,OLD KINGSTON VOLUNTEER FIRE DEPT,OLD KINGSTON VOLUNTEER FIRE DEPARTMENT,
18317,20474,100.0,0,51.09809663250366,1,93.47974621766716,1,25.6021001550084,review,0,unresolved,2012,AUTAUGA,JONES COMMUNTY CTR,JONES COMMUNTY CENTER,,JONES COMMUNTY CTR,JONES COMMUNTY CENTER,
18327,20473,100.0,0,51.00671140939597,1,93.4675615212528,1,9.739400234366684,review,0,unresolved,2012,AUTAUGA,INDEPENDENCE VOLUNTEER FIRE DEPT,INDEPENDENCE VOLUNTEER FIRE DEPARTMENT,,INDEPENDENCE VOLUNTEER FIRE DEPT,INDEPENDENCE VOLUNTEER FIRE DEPARTMENT,
18320,20485,100.0,0,50.943396226415096,1,93.45911949685535,1,10.373490066886305,review,0,unresolved,2012,AUTAUGA,WHITE CITY VOLUNTEER FIRE DEPT,WHITE CITY VOLUNTEER FIRE DEPARTMENT,,WHITE CITY VOLUNTEER FIRE DEPT,WHITE CITY VOLUNTEER FIRE DEPARTMENT,
18324,20484,100.0,0,50.88323998276605,1,93.45109866436881,1,31.2795490449519,review,0,unresolved,2012,AUTAUGA,UPPER KINGSTON COMMUNITY CTR,UPPER KINGSTON COMMUNITY CENTER,,UPPER KINGSTON COMMUNITY CTR,UPPER KINGSTON COMMUNITY CENTER,
18322,20476,100.0,0,50.85616438356164,1,93.44748858447488,1,93.44748858447488,review,0,unresolved,2012,AUTAUGA,MARBURY MIDDLE SCHOOL BAND ROOM,MARBURY MIDDLE SCHOOL BAND ROOM,,MARBURY MIDDLE SCHOOL BAND ROOM,MARBURY MIDDLE SCHOOL BAND ROOM,
18328,20471,100.0,0,50.82706766917293,1,93.4436090225564,1,93.4436090225564,review,0,unresolved,2012,AUTAUGA,CENTRAL ALABAMA ELECTRIC COOP,CENTRAL ALABAMA ELECTRIC COOP,,CENTRAL ALABAMA ELECTRIC COOP,CENTRAL ALABAMA ELECTRIC COOP,
18312,20475,100.0,0,50.765916706558166,1,93.43545556087443,1,12.222004148715499,review,0,unresolved,2012,AUTAUGA,JOURNEY CHURCH,JOURNEY CHURCH,,JOURNEY CHURCH,JOURNEY CHURCH,
18326,20480,100.0,0,50.765462339252906,1,93.43539497856706,1,93.43539497856706,review,0,unresolved,2012,AUTAUGA,PRATTVILLE CHAMBER OF COMMERCE,PRATTVILLE CHAMBER OF COMMERCE,,PRATTVILLE CHAMBER OF COMMERCE,PRATTVILLE CHAMBER OF COMMERCE,
18318,20482,100.0,0,50.68812689526475,1,93.4250835860353,1,4.192520021771244,review,0,unresolved,2012,AUTAUGA,SAFE HARBOR MINISTRIES,SAFE HARBOR MINISTRIES,,SAFE HARBOR MINISTRIES,SAFE HARBOR MINISTRIES,
18330,20472,100.0,0,50.68631408962454,1,93.4248418786166,1,93.4248418786166,review,0,unresolved,2012,AUTAUGA,EAST MEMORIAL CHRISTIAN ACADEMY,EAST MEMORIAL CHRISTIAN ACADEMY,,EAST MEMORIAL CHRISTIAN ACADEMY,EAST MEMORIAL CHRISTIAN ACADEMY,
18321,20468,100.0,0,50.67750677506775,1,93.42366757000903,1,93.42366757000903,review,0,unresolved,2012,AUTAUGA,BILLINGSLEY GOVT CTR,BILLINGSLEY GOVT CENTER,,BILLINGSLEY GOVT CTR,BILLINGSLEY GOVT CENTER,
18315,20479,100.0,0,50.62645011600928,1,93.4168600154679,1,6.193890177880888,review,0,unresolved,2012,AUTAUGA,PRATTMONT BAPTIST CHURCH,PRATTMONT BAPTIST CHURCH,,PRATTMONT BAPTIST CHURCH,PRATTMONT BAPTIST CHURCH,
18325,20467,100.0,0,50.62421972534332,1,93.41656263004577,1,14.203451043338688,review,0,unresolved,2012,AUTAUGA,AUTAUGAVILLE VOLUNTEER FIRE DEPT,AUTAUGAVILLE VOLUNTEER FIRE DEPARTMENT,,AUTAUGAVILLE VOLUNTEER FIRE DEPT,AUTAUGAVILLE VOLUNTEER FIRE DEPARTMENT,
18313,20483,100.0,0,50.5786249149081,1,93.41048332198775,1,12.89341955979124,review,0,unresolved,2012,AUTAUGA,TRINITY UNITED METHODIST CHURCH,TRINITY UNITED METHODIST CHURCH,,TRINITY UNITED METHODIST CHURCH,TRINITY UNITED METHODIST CHURCH,
18314,20470,100.0,0,50.48375950241879,1,93.39783460032251,1,9.525892651462797,review,0,unresolved,2012,AUTAUGA,CAMELLIA BAPTIST CHURCH,CAMELLIA BAPTIST CHURCH,,CAMELLIA BAPTIST CHURCH,CAMELLIA BAPTIST CHURCH,
18323,20478,100.0,0,50.48286309411096,1,93.3977150792148,1,44.57330642031316,review,0,unresolved,2012,AUTAUGA,PINE LEVEL CULTURAL CTR,PINE LEVEL CULTURAL CENTER,,PINE LEVEL CULTURAL CTR,PINE LEVEL CULTURAL CENTER,
18316,20469,100.0,0,50.4047093451067,1,93.38729457934757,1,11.918558814254183,review,0,unresolved,2012,AUTAUGA,BOOTH VOLUNTEER FIRE DEPT,BOOTH VOLUNTEER FIRE DEPARTMENT,,BOOTH VOLUNTEER FIRE DEPT,BOOTH VOLUNTEER FIRE DEPARTMENT,
18334,20531,100.0,0,55.18672199170125,1,94.02489626556017,1,5.845874362626702,review,0,unresolved,2012,BALDWIN,TENSAW VFD,TENSAW VOLUNTEER FIRE DEPARTMENT,,TENSAW VFD,TENSAW VOLUNTEER FIRE DEPARTMENT,
18333,20508,100.0,0,52.59515570934256,1,93.67935409457901,1,93.67935409457901,review,0,unresolved,2012,BALDWIN,LITTLE RIVER FERGUSON STORE,LITTLE RIVER FERGUSON STORE,,LITTLE RIVER FERGUSON STORE,LITTLE RIVER FERGUSON STORE,
18337,20496,100.0,0,52.31388329979879,1,93.64185110663985,1,13.266264252179752,review,0,unresolved,2012,BALDWIN,DOUGLASVILLE COMMUNITY CENTER,DOUGLASVILLE COMMUNITY CENTER,,DOUGLASVILLE COMMUNITY CENTER,DOUGLASVILLE COMMUNITY CENTER,
18342,20509,100.0,0,52.23880597014925,1,93.6318407960199,1,10.430001024625142,review,0,unresolved,2012,BALDWIN,LOTTIE VFD,LOTTIE VOLUNTEER FIRE DEPARTMENT,,LOTTIE VFD,LOTTIE VOLUNTEER FIRE DEPARTMENT,
18359,20516,100.0,0,51.75688509021843,1,93.5675846786958,1,4.004115226337447,review,0,unresolved,2012,BALDWIN,PERDIDO BEACH VFD,PERDIDO BEACH VOLUNTEER FIRE DEPARTMENT,,PERDIDO BEACH VFD,PERDIDO BEACH VOLUNTEER FIRE DEPARTMENT,
18345,20517,100.0,0,51.487826871055,1,93.531710249474,1,4.645927261797411,review,0,unresolved,2012,BALDWIN,PERDIDO VFD,PERDIDO VOLUNTEER FIRE DEPARTMENT,,PERDIDO VFD,PERDIDO VOLUNTEER FIRE DEPARTMENT,
18336,20493,100.0,0,51.437371663244356,1,93.52498288843259,1,93.52498288843259,review,0,unresolved,2012,BALDWIN,CROSSROADS DURANT,CROSSROADS DURANT,,CROSSROADS DURANT,CROSSROADS DURANT,
18347,20518,100.0,0,51.41903171953255,1,93.52253756260434,1,12.815258546379042,review,0,unresolved,2012,BALDWIN,PINEGROVE VFD,PINEGROVE VOLUNTEER FIRE DEPARTMENT,,PINEGROVE VFD,PINEGROVE VOLUNTEER FIRE DEPARTMENT,
18357,20524,100.0,0,51.315789473684205,1,93.50877192982456,1,10.002564102564094,review,0,unresolved,2012,BALDWIN,SEMINOLE FIRE HOUSE,SEMINOLE FIRE HOUSE,,SEMINOLE FIRE HOUSE,SEMINOLE FIRE HOUSE,
18335,20532,100.0,0,51.31086142322096,1,93.50811485642947,1,11.118853770267847,review,0,unresolved,2012,BALDWIN,VAUGHN COMMUNITY CENTER,VAUGHN COMMUNITY CENTER,,VAUGHN COMMUNITY CENTER,VAUGHN COMMUNITY CENTER,
18361,20530,100.0,0,51.259657373194486,1,93.50128764975926,1,6.591971783674836,review,0,unresolved,2012,BALDWIN,SUMMERDALE COMMUNITY CENTER,SUMMERDALE COMMUNITY CENTER,,SUMMERDALE COMMUNITY CENTER,SUMMERDALE COMMUNITY CENTER,
18344,20521,100.0,0,51.257861635220124,1,93.50104821802935,1,12.144739157440128,review,0,unresolved,2012,BALDWIN,RABUN VFD,RABUN VOLUNTEER FIRE DEPARTMENT,,RABUN VFD,RABUN VOLUNTEER FIRE DEPARTMENT,
18348,20533,100.0,0,51.244416081684754,1,93.49925547755797,1,9.663173703733008,review,0,unresolved,2012,BALDWIN,WHITEHOUSE FORK VFD,WHITEHOUSE FORK VOLUNTEER FIRE DEPARTMENT,,WHITEHOUSE FORK VFD,WHITEHOUSE FORK VOLUNTEER FIRE DEPARTMENT,
18349,20528,100.0,0,51.16926503340758,1,93.48923533778768,1,12.18804751299183,review,0,unresolved,2012,BALDWIN,STAPLETON COMMUNITY HALL,STAPLETON COMMUNITY HALL,,STAPLETON COMMUNITY HALL,STAPLETON COMMUNITY HALL,
18371,20500,100.0,0,51.16866253065936,1,93.48915500408792,1,15.655845717308708,review,0,unresolved,2012,BALDWIN,FAIRHOPE CIVIC CENTER,FAIRHOPE CIVIC CENTER,,FAIRHOPE CIVIC CENTER,FAIRHOPE CIVIC CENTER,
18377,20495,100.0,0,51.15715230328411,1,93.48762030710455,1,93.48762030710455,review,0,unresolved,2012,BALDWIN,DAPHNE HIGH SCHOOL,DAPHNE HIGH SCHOOL,,DAPHNE HIGH SCHOOL,DAPHNE HIGH SCHOOL,
18353,20489,100.0,0,51.15124153498871,1,93.48683220466516,1,9.060491878324825,review,0,unresolved,2012,BALDWIN,BELFOREST COMMUNITY CENTER,BELFOREST COMMUNITY CENTER,,BELFOREST COMMUNITY CENTER,BELFOREST COMMUNITY CENTER,
18339,20514,100.0,0,51.10814864189302,1,93.48108648558573,1,93.48108648558573,review,0,unresolved,2012,BALDWIN,NEW LIFE ASSEMBLY OF GOD,NEW LIFE ASSEMBLY OF GOD,,NEW LIFE ASSEMBLY OF GOD,NEW LIFE ASSEMBLY OF GOD,
18355,20522,100.0,0,51.08548168249661,1,93.47806422433288,1,36.78114478114478,review,0,unresolved,2012,BALDWIN,ROBERTSDALE CITY HALL,ROBERTSDALE CITY HALL,,ROBERTSDALE CITY HALL,ROBERTSDALE CITY HALL,
18372,20519,100.0,0,51.08179419525065,1,93.47757255936676,1,35.040598786699135,review,0,unresolved,2012,BALDWIN,POINT CLEAR ST FRANCIS,POINT CLEAR SAINT FRANCIS,,POINT CLEAR ST FRANCIS,POINT CLEAR SAINT FRANCIS,
18346,20488,100.0,0,51.06628242074929,1,93.47550432276658,1,18.508255098442845,review,0,unresolved,2012,BALDWIN,BAY MINETTE CIVIC CENTER,BAY MINETTE CIVIC CENTER,,BAY MINETTE CIVIC CENTER,BAY MINETTE CIVIC CENTER,
18358,20507,100.0,0,51.05319528739736,1,93.47375937165299,1,10.49597762703796,review,0,unresolved,2012,BALDWIN,LILLIAN COMMUNITY,LILLIAN COMMUNITY,,LILLIAN COMMUNITY,LILLIAN COMMUNITY,
18367,20501,100.0,0,51.05143966353931,1,93.47352528847192,1,14.010284338042354,review,0,unresolved,2012,BALDWIN,FOLEY CIVIC CENTER,FOLEY CIVIC CENTER,,FOLEY CIVIC CENTER,FOLEY CIVIC CENTER,
18351,20492,100.0,0,51.04895104895104,1,93.47319347319348,1,15.441921995530237,review,0,unresolved,2012,BALDWIN,CLEAR SPRINGS FELLOWSHIP HALL,CLEAR SPRINGS FELLOWSHIP HALL,,CLEAR SPRINGS FELLOWSHIP HALL,CLEAR SPRINGS FELLOWSHIP HALL,
18354,20525,100.0,0,51.0314875135722,1,93.47086500180963,1,30.68018820123055,review,0,unresolved,2012,BALDWIN,SILVERHILL TOWN HALL,SILVERHILL TOWN HALL,,SILVERHILL TOWN HALL,SILVERHILL TOWN HALL,
18378,20494,100.0,0,51.030779003291556,1,93.47077053377221,1,16.498833516197948,review,0,unresolved,2012,BALDWIN,DAPHNE CIVIC CENTER,DAPHNE CIVIC CENTER,,DAPHNE CIVIC CENTER,DAPHNE CIVIC CENTER,
18356,20499,100.0,0,51.03001765744556,1,93.47066902099274,1,11.407511284338952,review,0,unresolved,2012,BALDWIN,ELSANOR COMMUNITY CENTER,ELSANOR COMMUNITY CENTER,,ELSANOR COMMUNITY CENTER,ELSANOR COMMUNITY CENTER,
18375,20526,100.0,0,51.029674071671806,1,93.47062320955625,1,15.498400086481809,review,0,unresolved,2012,BALDWIN,SPANISH FORT EAST POINTE,SPANISH FORT EAST POINTE,,SPANISH FORT EAST POINTE,SPANISH FORT EAST POINTE,
18373,20506,100.0,0,51.01254677525864,1,93.46833957003449,1,93.46833957003449,review,0,unresolved,2012,BALDWIN,LIFE TABERNACLE CHURCH,LIFE TABERNACLE CHURCH,,LIFE TABERNACLE CHURCH,LIFE TABERNACLE CHURCH,
18364,20505,100.0,0,50.991831971995325,1,93.46557759626604,1,6.813340944029392,review,0,unresolved,2012,BALDWIN,JOSEPHINE VFD,JOSEPHINE VOLUNTEER FIRE DEPARTMENT,,JOSEPHINE VFD,JOSEPHINE VOLUNTEER FIRE DEPARTMENT,
18360,20512,100.0,0,50.977614054973074,1,93.46368187399642,1,16.639652403891574,review,0,unresolved,2012,BALDWIN,MARLOW VFD,MARLOW VOLUNTEER FIRE DEPARTMENT,,MARLOW VFD,MARLOW VOLUNTEER FIRE DEPARTMENT,
18374,20487,100.0,0,50.95975232198142,1,93.46130030959753,1,18.108015135878915,review,0,unresolved,2012,BALDWIN,BARNWELL COMMUNITY CENTER,BARNWELL COMMUNITY CENTER,,BARNWELL COMMUNITY CENTER,BARNWELL COMMUNITY CENTER,
18376,20527,100.0,0,50.953058321479375,1,93.46040777619726,1,7.422996680891416,review,0,unresolved,2012,BALDWIN,SPANISH FT VFD,SPANISH FT VOLUNTEER FIRE DEPARTMENT,,SPANISH FT VFD,SPANISH FT VOLUNTEER FIRE DEPARTMENT,
18338,20491,100.0,0,50.950292397660824,1,93.46003898635477,1,11.098850671859068,review,0,unresolved,2012,BALDWIN,BROMLEY VFD SUBST,BROMLEY VOLUNTEER FIRE DEPARTMENT SUBST,,BROMLEY VFD SUBST,BROMLEY VOLUNTEER FIRE DEPARTMENT SUBST,
18370,20515,100.0,0,50.935408985388506,1,93.45805453138514,1,8.309056002472616,review,0,unresolved,2012,BALDWIN,ORANGE BEACH COMMUNITY CNTR,ORANGE BEACH COMMUNITY CENTER,,ORANGE BEACH COMMUNITY CNTR,ORANGE BEACH COMMUNITY CENTER,
18350,20503,100.0,0,50.933333333333344,1,93.45777777777778,1,9.495844838921755,review,0,unresolved,2012,BALDWIN,GATESWOOD VFD,GATESWOOD VOLUNTEER FIRE DEPARTMENT,,GATESWOOD VFD,GATESWOOD VOLUNTEER FIRE DEPARTMENT,
18362,20497,100.0,0,50.92558983666062,1,93.45674531155476,1,17.276222182862725,review,0,unresolved,2012,BALDWIN,ELBERTA CIVIC CENTER,ELBERTA CIVIC CENTER,,ELBERTA CIVIC CENTER,ELBERTA CIVIC CENTER,
18366,20490,100.0,0,50.87463556851313,1,93.44995140913508,1,93.44995140913508,review,0,unresolved,2012,BALDWIN,BON SECOUR MORGANS CHAPEL,BON SECOUR MORGANS CHAPEL,,BON SECOUR MORGANS CHAPEL,BON SECOUR MORGANS CHAPEL,
18363,20513,100.0,0,50.86160473882606,1,93.44821396517682,1,19.983485909172515,review,0,unresolved,2012,BALDWIN,MIFLIN COMMUNITY CENTER,MIFLIN COMMUNITY CENTER,,MIFLIN COMMUNITY CENTER,MIFLIN COMMUNITY CENTER,
18340,20498,100.0,0,50.83986562150056,1,93.44531541620007,1,11.395510051725054,review,0,unresolved,2012,BALDWIN,ELLISVILLE COMMUNITY CENTER,ELLISVILLE COMMUNITY CENTER,,ELLISVILLE COMMUNITY CENTER,ELLISVILLE COMMUNITY CENTER,
18365,20511,100.0,0,50.80552359033372,1,93.44073647871117,1,93.44073647871117,review,0,unresolved,2012,BALDWIN,MAGNOLIA SPRGS WESLEYAN CH.,MAGNOLIA SPRGS WESLEYAN CHURCH,,MAGNOLIA SPRGS WESLEYAN CH.,MAGNOLIA SPRGS WESLEYAN CHURCH,
18368,20504,100.0,0,50.77605321507761,1,93.43680709534368,1,93.43680709534368,review,0,unresolved,2012,BALDWIN,GULF SHORES ACTIVITY,GULF SHORES ACTIVITY,,GULF SHORES ACTIVITY,GULF SHORES ACTIVITY,
18352,20523,100.0,0,50.67226890756302,1,93.42296918767508,1,93.42296918767508,review,0,unresolved,2012,BALDWIN,ROSINTON METHODIST,ROSINTON METHODIST,,ROSINTON METHODIST,ROSINTON METHODIST,
18341,20510,100.0,0,50.65274151436031,1,93.42036553524804,1,12.921758050478672,review,0,unresolved,2012,BALDWIN,LOXLEY TOWN HALL,LOXLEY TOWN HALL,,LOXLEY TOWN HALL,LOXLEY TOWN HALL,
18369,20502,100.0,0,50.61898211829436,1,93.41586428243926,1,8.285884984647026,review,0,unresolved,2012,BALDWIN,FT. MORGAN VFD,FT MORGAN VOLUNTEER FIRE DEPARTMENT,,FT. MORGAN VFD,FT MORGAN VOLUNTEER FIRE DEPARTMENT,
18343,20529,100.0,0,50.41518386714117,1,93.3886911822855,1,93.3886911822855,review,0,unresolved,2012,BALDWIN,STOCKTON CIVIC BUILDING,STOCKTON CIVIC BUILDING,,STOCKTON CIVIC BUILDING,STOCKTON CIVIC BUILDING,
18383,20551,100.0,0,52.60663507109005,1,93.68088467614534,1,93.68088467614534,review,0,unresolved,2012,BARBOUR,SUTTON’S RESTAURANT,SUTTONS RESTAURANT,,SUTTON’S RESTAURANT,SUTTONS RESTAURANT,
18389,20550,100.0,0,52.11581291759466,1,93.61544172234596,1,14.081143281365996,review,0,unresolved,2012,BARBOUR,SPRINGHILL VFD,SPRINGHILL VOLUNTEER FIRE DEPARTMENT,,SPRINGHILL VFD,SPRINGHILL VOLUNTEER FIRE DEPARTMENT,
18385,20540,100.0,0,52.034261241970015,1,93.604568165596,1,16.287818225077316,review,0,unresolved,2012,BARBOUR,CLIO CITY HALL,CLIO CITY HALL,,CLIO CITY HALL,CLIO CITY HALL,
18391,20545,100.0,0,51.86170212765957,1,93.58156028368795,1,93.58156028368795,review,0,unresolved,2012,BARBOUR,GREENS CROSSROADS,GREENS CROSSROADS,,GREENS CROSSROADS,GREENS CROSSROADS,
18393,20546,100.0,0,51.80722891566265,1,93.57429718875503,1,16.12746638728828,review,0,unresolved,2012,BARBOUR,LOUISVILLE CITY HALL,LOUISVILLE CITY HALL,,LOUISVILLE CITY HALL,LOUISVILLE CITY HALL,
18382,20535,100.0,0,51.75808720112518,1,93.56774496015002,1,93.56774496015002,review,0,unresolved,2012,BARBOUR,BAKERHILL TOWN HALL,BAKERHILL TOWN HALL,,BAKERHILL TOWN HALL,BAKERHILL TOWN HALL,
18384,20541,100.0,0,51.69491525423729,1,93.55932203389831,1,10.645762711864407,review,0,unresolved,2012,BARBOUR,ELAMVILLE VOL. FIRE,ELAMVILLE VOLUNTEER FIRE,,ELAMVILLE VOL. FIRE,ELAMVILLE VOLUNTEER FIRE,
18390,20539,100.0,0,51.54929577464789,1,93.53990610328638,1,93.53990610328638,review,0,unresolved,2012,BARBOUR,CLAYTON COURTHOUSE,CLAYTON COURTHOUSE,,CLAYTON COURTHOUSE,CLAYTON COURTHOUSE,
18394,20537,100.0,0,51.52439024390244,1,93.53658536585367,1,7.438414355336974,review,0,unresolved,2012,BARBOUR,BLUE SPRINGS CITY HALL,BLUE SPRINGS CITY HALL,,BLUE SPRINGS CITY HALL,BLUE SPRINGS CITY HALL,
18381,20552,100.0,0,51.50602409638554,1,93.53413654618474,1,15.2854330160379,review,0,unresolved,2012,BARBOUR,TEXASVILLE COMMUNITY CENTER,TEXASVILLE COMMUNITY CENTER,,TEXASVILLE COMMUNITY CENTER,TEXASVILLE COMMUNITY CENTER,
18397,20549,100.0,0,51.3874614594039,1,93.51832819458718,1,93.51832819458718,review,0,unresolved,2012,BARBOUR,SAMFORD AVENUE GYM,SAMFORD AVENUE GYM,,SAMFORD AVENUE GYM,SAMFORD AVENUE GYM,
18386,20538,100.0,0,51.350261991132605,1,93.51336826548435,1,13.67912132204755,review,0,unresolved,2012,BARBOUR,CHATT CTS COMMUNITY CENTER,CHATT CTS COMMUNITY CENTER,,CHATT CTS COMMUNITY CENTER,CHATT CTS COMMUNITY CENTER,
18395,20543,100.0,0,51.34670487106017,1,93.51289398280802,1,93.51289398280802,review,0,unresolved,2012,BARBOUR,EUFAULA WATER BOARD,EUFAULA WATER BOARD,,EUFAULA WATER BOARD,EUFAULA WATER BOARD,
18388,20544,100.0,0,51.215953307392994,1,93.49546044098574,1,93.49546044098574,review,0,unresolved,2012,BARBOUR,FELLOWSHIP BAPTIST,FELLOWSHIP BAPTIST,,FELLOWSHIP BAPTIST,FELLOWSHIP BAPTIST,
18387,20536,100.0,0,51.199616122840695,1,93.4932821497121,1,11.242290467050552,review,0,unresolved,2012,BARBOUR,BEVILL CENTER,BEVILL CENTER,,BEVILL CENTER,BEVILL CENTER,
18392,20547,100.0,0,51.18343195266273,1,93.49112426035504,1,15.167444160386268,review,0,unresolved,2012,BARBOUR,MT. ANDREW COMMUNITY CENTER,MOUNT ANDREW COMMUNITY CENTER,,MT. ANDREW COMMUNITY CENTER,MOUNT ANDREW COMMUNITY CENTER,
18396,20542,100.0,0,51.09845402766477,1,93.47979387035531,1,13.591890425820452,review,0,unresolved,2012,BARBOUR,EUFAULA COMMUNITY CENTER,EUFAULA COMMUNITY CENTER,,EUFAULA COMMUNITY CENTER,EUFAULA COMMUNITY CENTER,
18402,20557,100.0,0,50.86206896551724,1,93.44827586206897,1,12.905677053865645,review,0,unresolved,2012,BIBB,EOLINE FIRE DEPARTMENT,EOLINE FIRE DEPARTMENT,,EOLINE FIRE DEPARTMENT,EOLINE FIRE DEPARTMENT,
18403,20555,100.0,0,50.84485407066053,1,93.44598054275474,1,93.44598054275474,review,0,unresolved,2012,BIBB,BRENT CITY HALL,BRENT CITY HALL,,BRENT CITY HALL,BRENT CITY HALL,
18404,20556,100.0,0,50.6741050674105,1,93.42321400898807,1,93.42321400898807,review,0,unresolved,2012,BIBB,CENTREVILLE ROCK BLDG.,CENTREVILLE ROCK BUILDING,,CENTREVILLE ROCK BLDG.,CENTREVILLE ROCK BUILDING,
18400,20558,100.0,0,50.668953687821606,1,93.42252715837621,1,20.652920209724698,review,0,unresolved,2012,BIBB,GREENPOND FIRE DEPT.,GREENPOND FIRE DEPARTMENT,,GREENPOND FIRE DEPT.,GREENPOND FIRE DEPARTMENT,
18406,20559,100.0,0,50.63291139240506,1,93.41772151898735,1,13.437220304308937,review,0,unresolved,2012,BIBB,LAWLEY COMMUNITY CTR.,LAWLEY COMMUNITY CENTER,,LAWLEY COMMUNITY CTR.,LAWLEY COMMUNITY CENTER,
18405,20562,100.0,0,50.442477876106196,1,93.39233038348083,1,20.787572800847144,review,0,unresolved,2012,BIBB,SIX MILE COMMUNITY CENTER,SIX MILE COMMUNITY CENTER,,SIX MILE COMMUNITY CENTER,SIX MILE COMMUNITY CENTER,
18407,20560,100.0,0,50.42278593680463,1,93.38970479157396,1,93.38970479157396,review,0,unresolved,2012,BIBB,NATIONAL GUARD ARMORY,NATIONAL GUARD ARMORY,,NATIONAL GUARD ARMORY,NATIONAL GUARD ARMORY,
18401,20554,100.0,0,50.37616611495637,1,93.38348881532752,1,93.38348881532752,review,0,unresolved,2012,BIBB,ALTERNATIVE SCHOOL,ALTERNATIVE SCHOOL,,ALTERNATIVE SCHOOL,ALTERNATIVE SCHOOL,
18425,20568,100.0,0,51.35495335406486,1,93.51399378054198,1,93.51399378054198,review,0,unresolved,2012,BLOUNT,CLEVELAND,CLEVELAND,,CLEVELAND,CLEVELAND,
18424,20571,100.0,0,51.35135135135135,1,93.51351351351352,1,21.341388447270802,review,0,unresolved,2012,BLOUNT,HOLLY SPRINGS,HOLLY SPRINGS,,HOLLY SPRINGS,HOLLY SPRINGS,
18433,20580,100.0,0,51.33630289532294,1,93.51150705270973,1,26.31566443949518,review,0,unresolved,2012,BLOUNT,ROCK SPRINGS,ROCK SPRINGS,,ROCK SPRINGS,ROCK SPRINGS,
18427,20569,100.0,0,51.240341602277354,1,93.49871221363699,1,93.49871221363699,review,0,unresolved,2012,BLOUNT,DALLAS-SELFVILLE,DALLAS SELFVILLE,,DALLAS-SELFVILLE,DALLAS SELFVILLE,
18416,20566,100.0,0,51.21450564488539,1,93.49526741931805,1,31.33974921536837,review,0,unresolved,2012,BLOUNT,BLOUNTSVILLE,BLOUNTSVILLE,,BLOUNTSVILLE,BLOUNTSVILLE,
18432,20581,100.0,0,51.212751212751215,1,93.4950334950335,1,28.8121066657652,review,0,unresolved,2012,BLOUNT,ROSA,ROSA,,ROSA,ROSA,
18415,20575,100.0,0,51.17324013979032,1,93.48976535197205,1,29.391955329131804,review,0,unresolved,2012,BLOUNT,NECTAR,NECTAR,,NECTAR,NECTAR,
18421,20588,100.0,0,51.13011606597435,1,93.48401547546325,1,93.48401547546325,review,0,unresolved,2012,BLOUNT,SUSAN MOORE,SUSAN MOORE,,SUSAN MOORE,SUSAN MOORE,
18426,20572,100.0,0,51.07344632768361,1,93.47645951035781,1,93.47645951035781,review,0,unresolved,2012,BLOUNT,LOCUST FORK,LOCUST FORK,,LOCUST FORK,LOCUST FORK,
18418,20582,100.0,0,50.965250965250966,1,93.46203346203346,1,23.003003003002988,review,0,unresolved,2012,BLOUNT,ROYAL,ROYAL,,ROYAL,ROYAL,
18431,20576,100.0,0,50.92364532019704,1,93.45648604269294,1,37.31800766283525,review,0,unresolved,2012,BLOUNT,ONEONTA,ONEONTA,,ONEONTA,ONEONTA,
18423,20585,100.0,0,50.9231285666331,1,93.45641714221775,1,21.098056767744566,review,0,unresolved,2012,BLOUNT,ST. MOUNTAIN,SAINT MOUNTAIN,,ST. MOUNTAIN,SAINT MOUNTAIN,
18417,20587,100.0,0,50.86206896551724,1,93.44827586206897,1,32.50800611255066,review,0,unresolved,2012,BLOUNT,SUMMIT,SUMMIT,,SUMMIT,SUMMIT,
18411,20583,100.0,0,50.848972296693475,1,93.44652963955913,1,93.44652963955913,review,0,unresolved,2012,BLOUNT,SMOKE RISE,SMOKE RISE,,SMOKE RISE,SMOKE RISE,
18413,20570,100.0,0,50.838349097162514,1,93.44511321295501,1,93.44511321295501,review,0,unresolved,2012,BLOUNT,HAYDEN,HAYDEN,,HAYDEN,HAYDEN,
18412,20565,100.0,0,50.825688073394495,1,93.4434250764526,1,21.498470948012226,review,0,unresolved,2012,BLOUNT,BLOUNT SPRINGS,BLOUNT SPRINGS,,BLOUNT SPRINGS,BLOUNT SPRINGS,
18419,20567,100.0,0,50.80745341614907,1,93.44099378881988,1,25.98124337010806,review,0,unresolved,2012,BLOUNT,BROOKSVILLE,BROOKSVILLE,,BROOKSVILLE,BROOKSVILLE,
18422,20574,100.0,0,50.78864353312302,1,93.4384858044164,1,93.4384858044164,review,0,unresolved,2012,BLOUNT,MURPHREE VALLEY,MURPHREE VALLEY,,MURPHREE VALLEY,MURPHREE VALLEY,
