model_run_id,cycle,races,lag_context_races,raw_gap_mae,fitted_expected_gap_mae,war_mae,war_bias,mean_abs_lag_component_all,mean_abs_lag_component_available,lag_share_of_raw_mae_available
WAR-POST2016-V3-D9C7EE17BD14B8C7D23A,2018,1025,347,8.700355845655128,7.122884554929569,6.430093076020618,-2.4955647304744985e-16,1.3963745289666796,4.12473744147218,0.5721214044625056
WAR-POST2016-V3-D9C7EE17BD14B8C7D23A,2019,142,0,20.10370104677182,12.576872957247922,13.794735214369164,-5.003822082817607e-16,0.0,,
WAR-POST2016-V3-D9C7EE17BD14B8C7D23A,2020,870,268,6.064333795325626,3.9297096529873605,4.65716968384226,3.756892625858001e-16,0.7304631842399008,2.37127973988326,0.4347373533722171
WAR-POST2016-V3-D9C7EE17BD14B8C7D23A,2022,761,335,4.7126893702866335,3.3929613711656352,3.152403032539744,2.520979482985901e-16,0.8850451930213715,2.0105056474306378,0.39514798166581133
WAR-POST2016-V3-D9C7EE17BD14B8C7D23A,2023,90,0,20.316122994462646,6.352023908224608,16.319731679314483,7.894919286223335e-16,0.0,,
WAR-POST2016-V3-D9C7EE17BD14B8C7D23A,2024,770,334,6.282050704146111,4.637555665947186,3.549826977124948,-2.9529048758861306e-16,0.4818966780770594,1.1109594075429212,0.2706419291764765
