model_run_id,specification,alpha,scope,evaluation_cycle,races,mae,zero_baseline_mae,rmse,bias,train_min_cycle,train_max_cycle
WAR-POST2016-V3-D9C7EE17BD14B8C7D23A,nested_viability,10.0,finance_complete_nested,all,1272,5.676178327451382,5.6273742367664035,8.526861640556982,-0.5417353029359473,2018,2023
WAR-POST2016-V3-D9C7EE17BD14B8C7D23A,nested_viability,10.0,finance_complete_nested,2022,592,4.6136491365891965,4.549617871684016,6.113318099822039,0.0619314015248373,2018,2020
WAR-POST2016-V3-D9C7EE17BD14B8C7D23A,nested_viability,10.0,finance_complete_nested,2023,70,19.59614952915714,20.500666377262984,24.119892011359624,5.940587427300742,2018,2022
WAR-POST2016-V3-D9C7EE17BD14B8C7D23A,nested_viability,10.0,finance_complete_nested,2024,610,5.109980453469432,4.966556725772983,6.970113827785571,-1.8714619917184934,2018,2023
WAR-POST2016-V3-D9C7EE17BD14B8C7D23A,no_finance,10.0,finance_complete_nested,all,1272,5.6596364078432435,5.6273742367664035,8.696617804320649,-0.6948388375302565,2018,2023
WAR-POST2016-V3-D9C7EE17BD14B8C7D23A,no_finance,10.0,finance_complete_nested,2022,592,4.550794475039879,4.549617871684016,6.114282855328053,0.007113490983982729,2018,2020
WAR-POST2016-V3-D9C7EE17BD14B8C7D23A,no_finance,10.0,finance_complete_nested,2023,70,20.485280496884045,20.500666377262984,25.171915374169615,6.09803272850105,2018,2022
WAR-POST2016-V3-D9C7EE17BD14B8C7D23A,no_finance,10.0,finance_complete_nested,2024,610,5.034454994706745,4.966556725772983,6.979767854609987,-2.155587670485373,2018,2023
