session_year,people_id,name,normalized_name,first_name,middle_name,last_name,suffix,party,party_id,role,role_id,district,source_archive,source_member
2012,12548,Allen Farley,ALLEN FARLEY,Allen,,Farley,,R,2,Rep,1,HD-015,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip,AL/2012-2012_Regular_Session/people/12548.json
2012,12549,Dexter Grimsley,DEXTER GRIMSLEY,Dexter,,Grimsley,,D,1,Rep,1,HD-085,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip,AL/2012-2012_Regular_Session/people/12549.json
2012,12550,Juandalynn Givan,JUANDALYNN GIVAN,Juandalynn,,Givan,,D,1,Rep,1,HD-060,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip,AL/2012-2012_Regular_Session/people/12550.json
2012,13150,David Sessions,DAVID SESSIONS,David,,Sessions,,R,2,Rep,1,SD-035,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip,AL/2012-2012_Regular_Session/people/13150.json
2012,13766,Jim Carns,JIM CARNS,Jim,,Carns,,R,2,Rep,1,HD-048,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip,AL/2012-2012_Regular_Session/people/13766.json
2012,3354,John Knight,JOHN KNIGHT,John,F.,Knight,,D,1,Rep,1,HD-077,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip,AL/2012-2012_Regular_Session/people/3354.json
2012,3356,Tammy Irons,TAMMY IRONS,Tammy,L.,Irons,,D,1,Sen,2,SD-001,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip,AL/2012-2012_Regular_Session/people/3356.json
2012,3357,Laura Hall,LAURA HALL,Laura,,Hall,,D,1,Rep,1,HD-019,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip,AL/2012-2012_Regular_Session/people/3357.json
2012,3358,Artis McCampbell,ARTIS MCCAMPBELL,Artis,,McCampbell,,D,1,Rep,1,HD-071,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip,AL/2012-2012_Regular_Session/people/3358.json
2012,3360,Barbara Boyd,BARBARA BOYD,Barbara,Bigsby,Boyd,,D,1,Rep,1,HD-032,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip,AL/2012-2012_Regular_Session/people/3360.json
2012,3361,Joseph Mitchell,JOSEPH MITCHELL,Joseph,C.,Mitchell,,D,1,Rep,1,HD-103,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip,AL/2012-2012_Regular_Session/people/3361.json
2012,3368,Demetrius Newton,DEMETRIUS NEWTON,Demetrius,C.,Newton,,D,1,Rep,1,HD-053,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip,AL/2012-2012_Regular_Session/people/3368.json
2012,3370,Pebblin Warren,PEBBLIN WARREN,Pebblin,W.,Warren,,D,1,Rep,1,HD-082,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip,AL/2012-2012_Regular_Session/people/3370.json
2012,3371,Ralph Howard,RALPH HOWARD,Ralph,A.,Howard,,D,1,Rep,1,HD-072,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip,AL/2012-2012_Regular_Session/people/3371.json
2012,3372,Thad McClammy,THAD MCCLAMMY,Thad,,McClammy,,D,1,Rep,1,HD-076,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip,AL/2012-2012_Regular_Session/people/3372.json
2012,3374,Christopher England,CHRISTOPHER ENGLAND,Christopher,John,England,,D,1,Rep,1,HD-070,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip,AL/2012-2012_Regular_Session/people/3374.json
2012,3375,Oliver Robinson,OLIVER ROBINSON,Oliver,,Robinson,,D,1,Rep,1,HD-058,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip,AL/2012-2012_Regular_Session/people/3375.json
2012,3376,Yvonne Kennedy,YVONNE KENNEDY,Yvonne,,Kennedy,,D,1,Rep,1,HD-097,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip,AL/2012-2012_Regular_Session/people/3376.json
2012,3379,Mike Millican,MIKE MILLICAN,Mike,,Millican,,R,2,Rep,1,HD-017,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip,AL/2012-2012_Regular_Session/people/3379.json
2012,3380,Marcel Black,MARCEL BLACK,Marcel,,Black,,D,1,Rep,1,HD-003,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip,AL/2012-2012_Regular_Session/people/3380.json
2012,3381,Alan Harper,ALAN HARPER,Alan,,Harper,,R,2,Rep,1,HD-061,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip,AL/2012-2012_Regular_Session/people/3381.json
2012,3382,Thomas Jackson,THOMAS JACKSON,Thomas,E.,Jackson,,D,1,Rep,1,HD-068,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip,AL/2012-2012_Regular_Session/people/3382.json
2012,3385,Lesley Vance,LESLEY VANCE,Lesley,,Vance,,R,2,Rep,1,HD-080,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip,AL/2012-2012_Regular_Session/people/3385.json
2012,3386,William Beasley,WILLIAM BEASLEY,William,M.,Beasley,,D,1,Sen,2,SD-028,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip,AL/2012-2012_Regular_Session/people/3386.json
2012,3387,Stephen Hurst,STEPHEN HURST,Stephen,W.,Hurst,,R,2,Rep,1,HD-035,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip,AL/2012-2012_Regular_Session/people/3387.json
2012,3388,James Buskey,JAMES BUSKEY,James,E.,Buskey,,D,1,Rep,1,HD-099,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip,AL/2012-2012_Regular_Session/people/3388.json
2012,3389,Mary Moore,MARY MOORE,Mary,,Moore,,D,1,Rep,1,HD-059,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip,AL/2012-2012_Regular_Session/people/3389.json
2012,3391,Merika Coleman-Evans,MERIKA COLEMAN EVANS,Merika,,Coleman-Evans,,D,1,Rep,1,HD-057,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip,AL/2012-2012_Regular_Session/people/3391.json
2012,3392,Richard Lindsey,RICHARD LINDSEY,Richard,J.,Lindsey,,D,1,Rep,1,HD-039,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip,AL/2012-2012_Regular_Session/people/3392.json
2012,3400,John Robinson,JOHN ROBINSON,John,,Robinson,,D,1,Rep,1,HD-023,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip,AL/2012-2012_Regular_Session/people/3400.json
2012,3401,Patricia Todd,PATRICIA TODD,Patricia,,Todd,,D,1,Rep,1,HD-054,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip,AL/2012-2012_Regular_Session/people/3401.json
2012,3402,Johnny Morrow,JOHNNY MORROW,Johnny,Mack,Morrow,,D,1,Rep,1,HD-018,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip,AL/2012-2012_Regular_Session/people/3402.json
2012,3403,Jeremy Oden,JEREMY ODEN,Jeremy,H.,Oden,,R,2,Rep,1,HD-011,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip,AL/2012-2012_Regular_Session/people/3403.json
2012,3404,Elwyn Thomas,ELWYN THOMAS,Elwyn,,Thomas,,R,2,Rep,1,HD-034,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip,AL/2012-2012_Regular_Session/people/3404.json
2012,3405,Robert Ward,ROBERT WARD,Robert,Cameron,Ward,,R,2,Sen,2,SD-014,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip,AL/2012-2012_Regular_Session/people/3405.json
2012,3406,Craig Ford,CRAIG FORD,Craig,,Ford,,D,1,Rep,1,HD-028,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip,AL/2012-2012_Regular_Session/people/3406.json
2012,3407,Todd Greeson,TODD GREESON,Todd,,Greeson,,R,2,Rep,1,HD-024,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip,AL/2012-2012_Regular_Session/people/3407.json
2012,3408,Randy Davis,RANDY DAVIS,Randy,,Davis,,R,2,Rep,1,HD-096,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip,AL/2012-2012_Regular_Session/people/3408.json
2012,3410,Mike Hill,MIKE HILL,Mike,,Hill,,R,2,Rep,1,HD-041,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip,AL/2012-2012_Regular_Session/people/3410.json
2012,3411,Mac McCutcheon,MAC MCCUTCHEON,Mac,,McCutcheon,,R,2,Rep,1,HD-025,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip,AL/2012-2012_Regular_Session/people/3411.json
2012,3414,Jay Love,JAY LOVE,Jay,,Love,Jr.,R,2,Rep,1,HD-074,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip,AL/2012-2012_Regular_Session/people/3414.json
2012,3415,Victor Gaston,VICTOR GASTON,Victor,,Gaston,,R,2,Rep,1,HD-100,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip,AL/2012-2012_Regular_Session/people/3415.json
2012,3416,Mike Ball,MIKE BALL,Mike,,Ball,,R,2,Rep,1,HD-010,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip,AL/2012-2012_Regular_Session/people/3416.json
2012,3417,Paul DeMarco,PAUL DEMARCO,Paul,,DeMarco,,R,2,Rep,1,HD-046,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip,AL/2012-2012_Regular_Session/people/3417.json
2012,3418,Jack Williams,JACK WILLIAMS,Jack,"D,",Williams,,R,2,Rep,1,HD-047,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip,AL/2012-2012_Regular_Session/people/3418.json
2012,3419,Dickie Drake,DICKIE DRAKE,Dickie,,Drake,,R,2,Rep,1,HD-045,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip,AL/2012-2012_Regular_Session/people/3419.json
2012,3420,Gerald Allen,GERALD ALLEN,Gerald,,Allen,,R,2,Sen,2,SD-021,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip,AL/2012-2012_Regular_Session/people/3420.json
2012,3421,Joseph Hubbard,JOSEPH HUBBARD,Joseph,Lister,Hubbard,,D,1,Rep,1,HD-073,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip,AL/2012-2012_Regular_Session/people/3421.json
2012,3423,Harry Shiver,HARRY SHIVER,Harry,,Shiver,,R,2,Rep,1,HD-064,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip,AL/2012-2012_Regular_Session/people/3423.json
2012,3424,Joe Faust,JOE FAUST,Joe,,Faust,Sr.,R,2,Rep,1,HD-094,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip,AL/2012-2012_Regular_Session/people/3424.json
2012,3425,Chad Fincher,CHAD FINCHER,Chad,,Fincher,,R,2,Rep,1,HD-102,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip,AL/2012-2012_Regular_Session/people/3425.json
2012,3426,Alan Baker,ALAN BAKER,Alan,,Baker,,R,2,Rep,1,HD-066,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip,AL/2012-2012_Regular_Session/people/3426.json
2012,3427,Steve McMillan,STEVE MCMILLAN,Steve,,McMillan,,R,2,Rep,1,HD-095,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip,AL/2012-2012_Regular_Session/people/3427.json
2012,3428,James Ison,JAMES ISON,James,,Ison,,R,2,Rep,1,HD-101,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip,AL/2012-2012_Regular_Session/people/3428.json
2012,3429,Jim McClendon,JIM MCCLENDON,Jim,,McClendon,,R,2,Rep,1,SD-011,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip,AL/2012-2012_Regular_Session/people/3429.json
2012,3430,Randy Wood,RANDY WOOD,Randy,,Wood,,R,2,Rep,1,HD-036,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip,AL/2012-2012_Regular_Session/people/3430.json
2012,3431,Jim Barton,JIM BARTON,Jim,,Barton,,R,2,Rep,1,HD-104,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip,AL/2012-2012_Regular_Session/people/3431.json
2012,3432,Steve Clouse,STEVE CLOUSE,Steve,,Clouse,,R,2,Rep,1,HD-093,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip,AL/2012-2012_Regular_Session/people/3432.json
2012,3433,Barry Mask,BARRY MASK,Barry,,Mask,,R,2,Rep,1,HD-031,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip,AL/2012-2012_Regular_Session/people/3433.json
2012,3434,Harry Bridges,HARRY BRIDGES,Harry,Duwayne,Bridges,,R,2,Rep,1,HD-038,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip,AL/2012-2012_Regular_Session/people/3434.json
2012,3435,Howard Sanderford,HOWARD SANDERFORD,Howard,,Sanderford,,R,2,Rep,1,HD-020,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip,AL/2012-2012_Regular_Session/people/3435.json
2012,3437,Phil Williams,PHIL WILLIAMS,Phil,,Williams,,R,2,Rep,1,HD-006,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip,AL/2012-2012_Regular_Session/people/3437.json
2012,3438,Micky Hammon,MICKY HAMMON,Micky,,Hammon,,R,2,Rep,1,HD-004,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip,AL/2012-2012_Regular_Session/people/3438.json
2012,3439,Gregory Wren,GREGORY WREN,Gregory,D.,Wren,,R,2,Rep,1,HD-075,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip,AL/2012-2012_Regular_Session/people/3439.json
2012,3442,Alvin Holmes,ALVIN HOLMES,Alvin,,Holmes,,D,1,Rep,1,HD-078,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip,AL/2012-2012_Regular_Session/people/3442.json
2012,3443,Blaine Galliher,BLAINE GALLIHER,Blaine,,Galliher,,R,2,Rep,1,HD-030,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip,AL/2012-2012_Regular_Session/people/3443.json
2012,3445,Allen Treadaway,ALLEN TREADAWAY,Allen,,Treadaway,,R,2,Rep,1,HD-051,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip,AL/2012-2012_Regular_Session/people/3445.json
2012,3446,Arthur Payne,ARTHUR PAYNE,Arthur,,Payne,,R,2,Rep,1,HD-044,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip,AL/2012-2012_Regular_Session/people/3446.json
2012,3447,Charles Newton,CHARLES NEWTON,Charles,O.,Newton,,D,1,Rep,1,HD-090,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip,AL/2012-2012_Regular_Session/people/3447.json
2012,3448,Richard Laird,RICHARD LAIRD,Richard,J.,Laird,,D,1,Rep,1,HD-037,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip,AL/2012-2012_Regular_Session/people/3448.json
2012,3449,Ronald Johnson,RONALD JOHNSON,Ronald,G.,Johnson,,R,2,Rep,1,HD-033,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip,AL/2012-2012_Regular_Session/people/3449.json
2012,3450,Alan Boothe,ALAN BOOTHE,Alan,C.,Boothe,,R,2,Rep,1,HD-089,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip,AL/2012-2012_Regular_Session/people/3450.json
2012,3453,Mary McClurkin,MARY MCCLURKIN,Mary,Sue,McClurkin,,R,2,Rep,1,HD-043,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip,AL/2012-2012_Regular_Session/people/3453.json
2012,3454,John Rogers,JOHN ROGERS,John,W.,Rogers,Jr.,D,1,Rep,1,HD-052,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip,AL/2012-2012_Regular_Session/people/3454.json
2012,3455,Elaine Beech,ELAINE BEECH,Elaine,,Beech,,D,1,Rep,1,HD-065,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip,AL/2012-2012_Regular_Session/people/3455.json
2012,3456,Roderick Scott,RODERICK SCOTT,Roderick,,Scott,,D,1,Rep,1,HD-055,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip,AL/2012-2012_Regular_Session/people/3456.json
2012,3457,Lawrence McAdory,LAWRENCE MCADORY,Lawrence,,McAdory,,D,1,Rep,1,HD-056,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip,AL/2012-2012_Regular_Session/people/3457.json
2012,3458,George Bandy,GEORGE BANDY,George,C.,Bandy,,D,1,Rep,1,HD-083,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip,AL/2012-2012_Regular_Session/people/3458.json
2012,3459,K.L. Brown,K L BROWN,K.L.,,Brown,,R,2,Rep,1,HD-040,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip,AL/2012-2012_Regular_Session/people/3459.json
2012,3461,J.T. Waggoner,J T WAGGONER,J. T.,,Waggoner,,R,2,Sen,2,SD-016,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip,AL/2012-2012_Regular_Session/people/3461.json
2012,3462,Del Marsh,DEL MARSH,Del,,Marsh,,R,2,Sen,2,SD-012,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip,AL/2012-2012_Regular_Session/people/3462.json
2012,3463,Ben Brooks,BEN BROOKS,Ben,,Brooks,,R,2,Sen,2,SD-035,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip,AL/2012-2012_Regular_Session/people/3463.json
2012,3464,Trip Pittman,TRIP PITTMAN,Trip,,Pittman,,R,2,Sen,2,SD-032,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip,AL/2012-2012_Regular_Session/people/3464.json
2012,3465,Rodger Smitherman,RODGER SMITHERMAN,Rodger,M.,Smitherman,,D,1,Sen,2,SD-018,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip,AL/2012-2012_Regular_Session/people/3465.json
2012,3467,Paul Sanford,PAUL SANFORD,Paul,L.,Sanford,,R,2,Sen,2,SD-007,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip,AL/2012-2012_Regular_Session/people/3467.json
2012,3469,Rusty Glover,RUSTY GLOVER,Rusty,,Glover,,R,2,Sen,2,SD-034,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip,AL/2012-2012_Regular_Session/people/3469.json
2012,3470,Hank Sanders,HANK SANDERS,Henry,,Sanders,,D,1,Sen,2,SD-023,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip,AL/2012-2012_Regular_Session/people/3470.json
2012,3472,Quinton Ross,QUINTON ROSS,Quinton,T.,Ross,Jr.,D,1,Sen,2,SD-026,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip,AL/2012-2012_Regular_Session/people/3472.json
2012,3473,Roger Bedford,ROGER BEDFORD,Roger,,Bedford,,D,1,Sen,2,SD-006,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip,AL/2012-2012_Regular_Session/people/3473.json
2012,3479,Linda Coleman-Madison,LINDA COLEMAN MADISON,Linda,,Coleman-Madison,,D,1,Sen,2,SD-020,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip,AL/2012-2012_Regular_Session/people/3479.json
2012,3480,Priscilla Dunn,PRISCILLA DUNN,Priscilla,,Dunn,,D,1,Sen,2,SD-019,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip,AL/2012-2012_Regular_Session/people/3480.json
2012,3481,Arthur Orr,ARTHUR ORR,Arthur,,Orr,,R,2,Sen,2,SD-003,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip,AL/2012-2012_Regular_Session/people/3481.json
2012,3482,Bobby Singleton,BOBBY SINGLETON,Bobby,,Singleton,,D,1,Sen,2,SD-024,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip,AL/2012-2012_Regular_Session/people/3482.json
2012,3485,George Keahey,GEORGE KEAHEY,George,M.,Keahey,,D,1,Sen,2,SD-022,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip,AL/2012-2012_Regular_Session/people/3485.json
2012,3489,Scott Beason,SCOTT BEASON,Scott,,Beason,,R,2,Sen,2,SD-017,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip,AL/2012-2012_Regular_Session/people/3489.json
2012,3490,Vivian Figures,VIVIAN FIGURES,Vivian,Davis,Figures,,D,1,Sen,2,SD-033,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip,AL/2012-2012_Regular_Session/people/3490.json
2012,3491,Jimmy Holley,JIMMY HOLLEY,Jimmy,W.,Holley,,R,2,Sen,2,SD-031,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip,AL/2012-2012_Regular_Session/people/3491.json
2012,3493,Harri Smith,HARRI SMITH,Harri,Anne,Smith,,I,3,Sen,2,SD-029,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip,AL/2012-2012_Regular_Session/people/3493.json
2013,12485,Kerry Rich,KERRY RICH,Kerry,,Rich,,R,2,Rep,1,HD-026,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/12485.json
2013,12486,Terri Collins,TERRI COLLINS,Terri,,Collins,,R,2,Rep,1,HD-008,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/12486.json
2013,12487,William Roberts,WILLIAM ROBERTS,William,,Roberts,,R,2,Rep,1,HD-013,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/12487.json
2013,12488,Lynn Greer,LYNN GREER,Lynn,,Greer,,R,2,Rep,1,HD-002,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/12488.json
2013,12489,Dan Williams,DAN WILLIAMS,Dan,,Williams,,R,2,Rep,1,HD-005,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/12489.json
2013,12490,Paul Lee,PAUL LEE,Paul,,Lee,,R,2,Rep,1,HD-086,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/12490.json
2013,12492,Greg Reed,GREG REED,Greg,,Reed,,R,2,Sen,2,SD-005,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/12492.json
2013,12493,Shadrack McGill,SHADRACK MCGILL,Shadrack,,McGill,,R,2,Sen,2,SD-008,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/12493.json
2013,12495,Dick Brewbaker,DICK BREWBAKER,Dick,L.,Brewbaker,,R,2,Sen,2,SD-025,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/12495.json
2013,12496,Paul Bussman,PAUL BUSSMAN,Paul,,Bussman,,R,2,Sen,2,SD-004,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/12496.json
2013,12497,Bill Holtzclaw,BILL HOLTZCLAW,Bill,,Holtzclaw,,R,2,Sen,2,SD-002,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/12497.json
2013,12498,Phillip Williams,PHILLIP WILLIAMS,Phillip,W.,Williams,,R,2,Sen,2,SD-010,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/12498.json
2013,12499,Clay Scofield,CLAY SCOFIELD,Clay,,Scofield,,R,2,Sen,2,SD-009,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/12499.json
