bill_id,session_id,session_year,session_name,bill_number,title,description,status,status_date,url,state_link,source_archive,source_member
850386,1172,2016,Regular Session 2016,SR27,"Senate, Special Order Calendar","Senate, Special Order Calendar",1,2016-02-17,https://legiscan.com/AL/bill/SR27/2016,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SR27,AL_2016-2016_Regular_Session_JSON_20160504_e800c0b0cdea4446e6a9ef36040ac9ba.zip,AL/2016-2016_Regular_Session/bill/SR27.json
855167,1172,2016,Regular Session 2016,SR28,"Senate, Special Order Calendar","Senate, Special Order Calendar",1,2016-02-17,https://legiscan.com/AL/bill/SR28/2016,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SR28,AL_2016-2016_Regular_Session_JSON_20160504_e800c0b0cdea4446e6a9ef36040ac9ba.zip,AL/2016-2016_Regular_Session/bill/SR28.json
851139,1172,2016,Regular Session 2016,SR31,"Senate, Special Order Calendar","Senate, Special Order Calendar",1,2016-02-18,https://legiscan.com/AL/bill/SR31/2016,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SR31,AL_2016-2016_Regular_Session_JSON_20160504_e800c0b0cdea4446e6a9ef36040ac9ba.zip,AL/2016-2016_Regular_Session/bill/SR31.json
855266,1172,2016,Regular Session 2016,SR32,"Senate, Special Order Calendar","Senate, Special Order Calendar",1,2016-02-18,https://legiscan.com/AL/bill/SR32/2016,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SR32,AL_2016-2016_Regular_Session_JSON_20160504_e800c0b0cdea4446e6a9ef36040ac9ba.zip,AL/2016-2016_Regular_Session/bill/SR32.json
855218,1172,2016,Regular Session 2016,SR36,"Senate, Special Order Calendar","Senate, Special Order Calendar",1,2016-02-23,https://legiscan.com/AL/bill/SR36/2016,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SR36,AL_2016-2016_Regular_Session_JSON_20160504_e800c0b0cdea4446e6a9ef36040ac9ba.zip,AL/2016-2016_Regular_Session/bill/SR36.json
857517,1172,2016,Regular Session 2016,SR39,"Senate, Special Order Calendar","Senate, Special Order Calendar",1,2016-02-25,https://legiscan.com/AL/bill/SR39/2016,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SR39,AL_2016-2016_Regular_Session_JSON_20160504_e800c0b0cdea4446e6a9ef36040ac9ba.zip,AL/2016-2016_Regular_Session/bill/SR39.json
857618,1172,2016,Regular Session 2016,SR45,"Senate, Special Order Calendar","Senate, Special Order Calendar",1,2016-03-01,https://legiscan.com/AL/bill/SR45/2016,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SR45,AL_2016-2016_Regular_Session_JSON_20160504_e800c0b0cdea4446e6a9ef36040ac9ba.zip,AL/2016-2016_Regular_Session/bill/SR45.json
858933,1172,2016,Regular Session 2016,SR46,"Senate, Special Order Calendar","Senate, Special Order Calendar",1,2016-03-03,https://legiscan.com/AL/bill/SR46/2016,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SR46,AL_2016-2016_Regular_Session_JSON_20160504_e800c0b0cdea4446e6a9ef36040ac9ba.zip,AL/2016-2016_Regular_Session/bill/SR46.json
861727,1172,2016,Regular Session 2016,SR58,"Senate, Special Order Calendar","Senate, Special Order Calendar",1,2016-03-08,https://legiscan.com/AL/bill/SR58/2016,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SR58,AL_2016-2016_Regular_Session_JSON_20160504_e800c0b0cdea4446e6a9ef36040ac9ba.zip,AL/2016-2016_Regular_Session/bill/SR58.json
862782,1172,2016,Regular Session 2016,SR60,"Senate, Special Order Calendar","Senate, Special Order Calendar",1,2016-03-10,https://legiscan.com/AL/bill/SR60/2016,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SR60,AL_2016-2016_Regular_Session_JSON_20160504_e800c0b0cdea4446e6a9ef36040ac9ba.zip,AL/2016-2016_Regular_Session/bill/SR60.json
866103,1172,2016,Regular Session 2016,SR63,"Senate, Special Order Calendar","Senate, Special Order Calendar",1,2016-03-15,https://legiscan.com/AL/bill/SR63/2016,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SR63,AL_2016-2016_Regular_Session_JSON_20160504_e800c0b0cdea4446e6a9ef36040ac9ba.zip,AL/2016-2016_Regular_Session/bill/SR63.json
866179,1172,2016,Regular Session 2016,SR64,"Senate, Special Order Calendar","Senate, Special Order Calendar",1,2016-03-17,https://legiscan.com/AL/bill/SR64/2016,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SR64,AL_2016-2016_Regular_Session_JSON_20160504_e800c0b0cdea4446e6a9ef36040ac9ba.zip,AL/2016-2016_Regular_Session/bill/SR64.json
867421,1172,2016,Regular Session 2016,SR73,"Senate, Special Order Calendar","Senate, Special Order Calendar",1,2016-03-22,https://legiscan.com/AL/bill/SR73/2016,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SR73,AL_2016-2016_Regular_Session_JSON_20160504_e800c0b0cdea4446e6a9ef36040ac9ba.zip,AL/2016-2016_Regular_Session/bill/SR73.json
871236,1172,2016,Regular Session 2016,SR74,"Senate, Special Order Calendar","Senate, Special Order Calendar",1,2016-03-23,https://legiscan.com/AL/bill/SR74/2016,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SR74,AL_2016-2016_Regular_Session_JSON_20160504_e800c0b0cdea4446e6a9ef36040ac9ba.zip,AL/2016-2016_Regular_Session/bill/SR74.json
871238,1172,2016,Regular Session 2016,SR76,"Senate, Special Order Calendar","Senate, Special Order Calendar",1,2016-04-05,https://legiscan.com/AL/bill/SR76/2016,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SR76,AL_2016-2016_Regular_Session_JSON_20160504_e800c0b0cdea4446e6a9ef36040ac9ba.zip,AL/2016-2016_Regular_Session/bill/SR76.json
871298,1172,2016,Regular Session 2016,SR77,"Senate, Special Order Calendar","Senate, Special Order Calendar",1,2016-04-05,https://legiscan.com/AL/bill/SR77/2016,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SR77,AL_2016-2016_Regular_Session_JSON_20160504_e800c0b0cdea4446e6a9ef36040ac9ba.zip,AL/2016-2016_Regular_Session/bill/SR77.json
873695,1172,2016,Regular Session 2016,SR84,"Senate, Special Order Calendar","Senate, Special Order Calendar",1,2016-04-07,https://legiscan.com/AL/bill/SR84/2016,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SR84,AL_2016-2016_Regular_Session_JSON_20160504_e800c0b0cdea4446e6a9ef36040ac9ba.zip,AL/2016-2016_Regular_Session/bill/SR84.json
873566,1172,2016,Regular Session 2016,SR92,"Senate, Special Order Calendar","Senate, Special Order Calendar",1,2016-04-12,https://legiscan.com/AL/bill/SR92/2016,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SR92,AL_2016-2016_Regular_Session_JSON_20160504_e800c0b0cdea4446e6a9ef36040ac9ba.zip,AL/2016-2016_Regular_Session/bill/SR92.json
873579,1172,2016,Regular Session 2016,SR93,"Senate, Special Order Calendar","Senate, Special Order Calendar",1,2016-04-13,https://legiscan.com/AL/bill/SR93/2016,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SR93,AL_2016-2016_Regular_Session_JSON_20160504_e800c0b0cdea4446e6a9ef36040ac9ba.zip,AL/2016-2016_Regular_Session/bill/SR93.json
873670,1172,2016,Regular Session 2016,SR98,"Senate, Special Order Calendar","Senate, Special Order Calendar",1,2016-04-19,https://legiscan.com/AL/bill/SR98/2016,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SR98,AL_2016-2016_Regular_Session_JSON_20160504_e800c0b0cdea4446e6a9ef36040ac9ba.zip,AL/2016-2016_Regular_Session/bill/SR98.json
1004447,1254,2017,Regular Session 2017,HR246,"Child Abuse Prevention Month, April 2017, recognized","Child Abuse Prevention Month, April 2017, recognized",2,2017-04-06,https://legiscan.com/AL/bill/HR246/2017,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=HR246&WIN_TYPE=SELECTED_STATUS,AL_2017-2017_Regular_Session_JSON_20170519_a6e8167b88b79bd5122564de30d42fb2.zip,AL/2017-2017_Regular_Session/bill/HR246.json
948711,1254,2017,Regular Session 2017,HR27,"Notice in writing, House, Rule 34 procedures for resolutions of local applications","Notice in writing, House, Rule 34 procedures for resolutions of local applications",3,2017-03-16,https://legiscan.com/AL/bill/HR27/2017,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=HR27&WIN_TYPE=SELECTED_STATUS,AL_2017-2017_Regular_Session_JSON_20170519_a6e8167b88b79bd5122564de30d42fb2.zip,AL/2017-2017_Regular_Session/bill/HR27.json
1006145,1254,2017,Regular Session 2017,HR278,"House of Representatives, Special Order Calendar","House of Representatives, Special Order Calendar",2,2017-04-13,https://legiscan.com/AL/bill/HR278/2017,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=HR278&WIN_TYPE=SELECTED_STATUS,AL_2017-2017_Regular_Session_JSON_20170519_a6e8167b88b79bd5122564de30d42fb2.zip,AL/2017-2017_Regular_Session/bill/HR278.json
954339,1254,2017,Regular Session 2017,HR30,"House of Representatives, House rules amended","House of Representatives, House rules amended",1,2017-02-09,https://legiscan.com/AL/bill/HR30/2017,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=HR30&WIN_TYPE=SELECTED_STATUS,AL_2017-2017_Regular_Session_JSON_20170519_a6e8167b88b79bd5122564de30d42fb2.zip,AL/2017-2017_Regular_Session/bill/HR30.json
1007227,1254,2017,Regular Session 2017,HR324,"House of Representatives, House rules amended","House of Representatives, House rules amended",1,2017-04-20,https://legiscan.com/AL/bill/HR324/2017,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=HR324&WIN_TYPE=SELECTED_STATUS,AL_2017-2017_Regular_Session_JSON_20170519_a6e8167b88b79bd5122564de30d42fb2.zip,AL/2017-2017_Regular_Session/bill/HR324.json
1014540,1254,2017,Regular Session 2017,HR495,"House of Representatives, Special Order Calendar","House of Representatives, Special Order Calendar",1,2017-05-17,https://legiscan.com/AL/bill/HR495/2017,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=HR495&WIN_TYPE=SELECTED_STATUS,AL_2017-2017_Regular_Session_JSON_20170519_a6e8167b88b79bd5122564de30d42fb2.zip,AL/2017-2017_Regular_Session/bill/HR495.json
1014707,1254,2017,Regular Session 2017,HR504,"House of Representatives, Special Order Calendar","House of Representatives, Special Order Calendar",2,2017-05-18,https://legiscan.com/AL/bill/HR504/2017,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=HR504&WIN_TYPE=SELECTED_STATUS,AL_2017-2017_Regular_Session_JSON_20170519_a6e8167b88b79bd5122564de30d42fb2.zip,AL/2017-2017_Regular_Session/bill/HR504.json
1010623,1254,2017,Regular Session 2017,SR101,"Senate, Special Order Calendar","Senate, Special Order Calendar",1,2017-05-02,https://legiscan.com/AL/bill/SR101/2017,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=SR101&WIN_TYPE=SELECTED_STATUS,AL_2017-2017_Regular_Session_JSON_20170519_a6e8167b88b79bd5122564de30d42fb2.zip,AL/2017-2017_Regular_Session/bill/SR101.json
1010660,1254,2017,Regular Session 2017,SR103,"Senate, Special Order Calendar","Senate, Special Order Calendar",1,2017-05-03,https://legiscan.com/AL/bill/SR103/2017,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=SR103&WIN_TYPE=SELECTED_STATUS,AL_2017-2017_Regular_Session_JSON_20170519_a6e8167b88b79bd5122564de30d42fb2.zip,AL/2017-2017_Regular_Session/bill/SR103.json
1010890,1254,2017,Regular Session 2017,SR105,"Senate, Special Order Calendar","Senate, Special Order Calendar",1,2017-05-04,https://legiscan.com/AL/bill/SR105/2017,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=SR105&WIN_TYPE=SELECTED_STATUS,AL_2017-2017_Regular_Session_JSON_20170519_a6e8167b88b79bd5122564de30d42fb2.zip,AL/2017-2017_Regular_Session/bill/SR105.json
1013124,1254,2017,Regular Session 2017,SR110,"Senate, Special Order Calendar","Senate, Special Order Calendar",1,2017-05-11,https://legiscan.com/AL/bill/SR110/2017,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=SR110&WIN_TYPE=SELECTED_STATUS,AL_2017-2017_Regular_Session_JSON_20170519_a6e8167b88b79bd5122564de30d42fb2.zip,AL/2017-2017_Regular_Session/bill/SR110.json
1014240,1254,2017,Regular Session 2017,SR118,"Senate, Special Order Calendar","Senate, Special Order Calendar",1,2017-05-16,https://legiscan.com/AL/bill/SR118/2017,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=SR118&WIN_TYPE=SELECTED_STATUS,AL_2017-2017_Regular_Session_JSON_20170519_a6e8167b88b79bd5122564de30d42fb2.zip,AL/2017-2017_Regular_Session/bill/SR118.json
1014604,1254,2017,Regular Session 2017,SR122,"Senate, Special Order Calendar","Senate, Special Order Calendar",1,2017-05-17,https://legiscan.com/AL/bill/SR122/2017,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=SR122&WIN_TYPE=SELECTED_STATUS,AL_2017-2017_Regular_Session_JSON_20170519_a6e8167b88b79bd5122564de30d42fb2.zip,AL/2017-2017_Regular_Session/bill/SR122.json
975313,1254,2017,Regular Session 2017,SR29,"Senate, Special Order Calendar","Senate, Special Order Calendar",1,2017-02-14,https://legiscan.com/AL/bill/SR29/2017,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=SR29&WIN_TYPE=SELECTED_STATUS,AL_2017-2017_Regular_Session_JSON_20170519_a6e8167b88b79bd5122564de30d42fb2.zip,AL/2017-2017_Regular_Session/bill/SR29.json
975386,1254,2017,Regular Session 2017,SR30,"Senate, Special Order Calendar","Senate, Special Order Calendar",1,2017-02-16,https://legiscan.com/AL/bill/SR30/2017,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=SR30&WIN_TYPE=SELECTED_STATUS,AL_2017-2017_Regular_Session_JSON_20170519_a6e8167b88b79bd5122564de30d42fb2.zip,AL/2017-2017_Regular_Session/bill/SR30.json
975369,1254,2017,Regular Session 2017,SR34,"Senate, Special Order Calendar","Senate, Special Order Calendar",1,2017-02-23,https://legiscan.com/AL/bill/SR34/2017,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=SR34&WIN_TYPE=SELECTED_STATUS,AL_2017-2017_Regular_Session_JSON_20170519_a6e8167b88b79bd5122564de30d42fb2.zip,AL/2017-2017_Regular_Session/bill/SR34.json
978538,1254,2017,Regular Session 2017,SR45,"Senate, Special Order Calendar","Senate, Special Order Calendar",1,2017-02-28,https://legiscan.com/AL/bill/SR45/2017,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=SR45&WIN_TYPE=SELECTED_STATUS,AL_2017-2017_Regular_Session_JSON_20170519_a6e8167b88b79bd5122564de30d42fb2.zip,AL/2017-2017_Regular_Session/bill/SR45.json
985902,1254,2017,Regular Session 2017,SR51,"Senate, Special Order Calendar","Senate, Special Order Calendar",1,2017-03-07,https://legiscan.com/AL/bill/SR51/2017,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=SR51&WIN_TYPE=SELECTED_STATUS,AL_2017-2017_Regular_Session_JSON_20170519_a6e8167b88b79bd5122564de30d42fb2.zip,AL/2017-2017_Regular_Session/bill/SR51.json
992415,1254,2017,Regular Session 2017,SR59,"Senate, Special Order Calendar","Senate, Special Order Calendar",1,2017-03-14,https://legiscan.com/AL/bill/SR59/2017,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=SR59&WIN_TYPE=SELECTED_STATUS,AL_2017-2017_Regular_Session_JSON_20170519_a6e8167b88b79bd5122564de30d42fb2.zip,AL/2017-2017_Regular_Session/bill/SR59.json
993061,1254,2017,Regular Session 2017,SR62,"Senate, Special Order Calendar","Senate, Special Order Calendar",1,2017-03-15,https://legiscan.com/AL/bill/SR62/2017,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=SR62&WIN_TYPE=SELECTED_STATUS,AL_2017-2017_Regular_Session_JSON_20170519_a6e8167b88b79bd5122564de30d42fb2.zip,AL/2017-2017_Regular_Session/bill/SR62.json
993654,1254,2017,Regular Session 2017,SR63,"Senate, Special Order Calendar","Senate, Special Order Calendar",1,2017-03-16,https://legiscan.com/AL/bill/SR63/2017,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=SR63&WIN_TYPE=SELECTED_STATUS,AL_2017-2017_Regular_Session_JSON_20170519_a6e8167b88b79bd5122564de30d42fb2.zip,AL/2017-2017_Regular_Session/bill/SR63.json
1005390,1254,2017,Regular Session 2017,SR64,"Senate, Special Order Calendar","Senate, Special Order Calendar",1,2017-03-16,https://legiscan.com/AL/bill/SR64/2017,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=SR64&WIN_TYPE=SELECTED_STATUS,AL_2017-2017_Regular_Session_JSON_20170519_a6e8167b88b79bd5122564de30d42fb2.zip,AL/2017-2017_Regular_Session/bill/SR64.json
1005392,1254,2017,Regular Session 2017,SR73,"Senate, Special Order Calendar","Senate, Special Order Calendar",1,2017-04-04,https://legiscan.com/AL/bill/SR73/2017,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=SR73&WIN_TYPE=SELECTED_STATUS,AL_2017-2017_Regular_Session_JSON_20170519_a6e8167b88b79bd5122564de30d42fb2.zip,AL/2017-2017_Regular_Session/bill/SR73.json
1005389,1254,2017,Regular Session 2017,SR77,"Senate, Special Order Calendar","Senate, Special Order Calendar",1,2017-04-06,https://legiscan.com/AL/bill/SR77/2017,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=SR77&WIN_TYPE=SELECTED_STATUS,AL_2017-2017_Regular_Session_JSON_20170519_a6e8167b88b79bd5122564de30d42fb2.zip,AL/2017-2017_Regular_Session/bill/SR77.json
1005476,1254,2017,Regular Session 2017,SR80,"Senate, Special Order Calendar","Senate, Special Order Calendar",1,2017-04-11,https://legiscan.com/AL/bill/SR80/2017,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=SR80&WIN_TYPE=SELECTED_STATUS,AL_2017-2017_Regular_Session_JSON_20170519_a6e8167b88b79bd5122564de30d42fb2.zip,AL/2017-2017_Regular_Session/bill/SR80.json
1006050,1254,2017,Regular Session 2017,SR83,"Senate, Special Order Calendar","Senate, Special Order Calendar",1,2017-04-13,https://legiscan.com/AL/bill/SR83/2017,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=SR83&WIN_TYPE=SELECTED_STATUS,AL_2017-2017_Regular_Session_JSON_20170519_a6e8167b88b79bd5122564de30d42fb2.zip,AL/2017-2017_Regular_Session/bill/SR83.json
1006857,1254,2017,Regular Session 2017,SR88,"Senate, Special Order Calendar","Senate, Special Order Calendar",1,2017-04-18,https://legiscan.com/AL/bill/SR88/2017,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=SR88&WIN_TYPE=SELECTED_STATUS,AL_2017-2017_Regular_Session_JSON_20170519_a6e8167b88b79bd5122564de30d42fb2.zip,AL/2017-2017_Regular_Session/bill/SR88.json
1007250,1254,2017,Regular Session 2017,SR89,"Senate, Special Order Calendar","Senate, Special Order Calendar",1,2017-04-20,https://legiscan.com/AL/bill/SR89/2017,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=SR89&WIN_TYPE=SELECTED_STATUS,AL_2017-2017_Regular_Session_JSON_20170519_a6e8167b88b79bd5122564de30d42fb2.zip,AL/2017-2017_Regular_Session/bill/SR89.json
1008480,1254,2017,Regular Session 2017,SR97,"Senate, Special Order Calendar","Senate, Special Order Calendar",1,2017-04-25,https://legiscan.com/AL/bill/SR97/2017,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=SR97&WIN_TYPE=SELECTED_STATUS,AL_2017-2017_Regular_Session_JSON_20170519_a6e8167b88b79bd5122564de30d42fb2.zip,AL/2017-2017_Regular_Session/bill/SR97.json
1009127,1254,2017,Regular Session 2017,SR98,"Senate, Special Order Calendar","Senate, Special Order Calendar",1,2017-04-27,https://legiscan.com/AL/bill/SR98/2017,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=SR98&WIN_TYPE=SELECTED_STATUS,AL_2017-2017_Regular_Session_JSON_20170519_a6e8167b88b79bd5122564de30d42fb2.zip,AL/2017-2017_Regular_Session/bill/SR98.json
1072001,1468,2018,Regular Session 2018,HR111,"Stedham, W. Gene, death mourned","Stedham, W. Gene, death mourned",2,2018-01-25,https://legiscan.com/AL/bill/HR111/2018,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=HR111&WIN_TYPE=SELECTED_STATUS,AL_2018-2018_Regular_Session_JSON_20180329_d0d7e3346110d0a0729590eab6a018f3.zip,AL/2018-2018_Regular_Session/bill/HR111.json
1084463,1468,2018,Regular Session 2018,HR163,"House of Representatives, Special Order Calendar","House of Representatives, Special Order Calendar",2,2018-02-08,https://legiscan.com/AL/bill/HR163/2018,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=HR163&WIN_TYPE=SELECTED_STATUS,AL_2018-2018_Regular_Session_JSON_20180329_d0d7e3346110d0a0729590eab6a018f3.zip,AL/2018-2018_Regular_Session/bill/HR163.json
1090151,1468,2018,Regular Session 2018,HR201,"House of Representatives, Special Order Calendar","House of Representatives, Special Order Calendar",1,2018-02-15,https://legiscan.com/AL/bill/HR201/2018,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=HR201&WIN_TYPE=SELECTED_STATUS,AL_2018-2018_Regular_Session_JSON_20180329_d0d7e3346110d0a0729590eab6a018f3.zip,AL/2018-2018_Regular_Session/bill/HR201.json
1090517,1468,2018,Regular Session 2018,HR212,"House of Representatives, Special Order Calendar","House of Representatives, Special Order Calendar",1,2018-02-15,https://legiscan.com/AL/bill/HR212/2018,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=HR212&WIN_TYPE=SELECTED_STATUS,AL_2018-2018_Regular_Session_JSON_20180329_d0d7e3346110d0a0729590eab6a018f3.zip,AL/2018-2018_Regular_Session/bill/HR212.json
1093834,1468,2018,Regular Session 2018,HR214,"House of Representatives, Special Order Calendar","House of Representatives, Special Order Calendar",2,2018-02-20,https://legiscan.com/AL/bill/HR214/2018,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=HR214&WIN_TYPE=SELECTED_STATUS,AL_2018-2018_Regular_Session_JSON_20180329_d0d7e3346110d0a0729590eab6a018f3.zip,AL/2018-2018_Regular_Session/bill/HR214.json
1093920,1468,2018,Regular Session 2018,HR217,"House of Representatives, Special Order Calendar","House of Representatives, Special Order Calendar",2,2018-02-20,https://legiscan.com/AL/bill/HR217/2018,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=HR217&WIN_TYPE=SELECTED_STATUS,AL_2018-2018_Regular_Session_JSON_20180329_d0d7e3346110d0a0729590eab6a018f3.zip,AL/2018-2018_Regular_Session/bill/HR217.json
1095428,1468,2018,Regular Session 2018,HR230,"House of Representatives, Special Order Calendar","House of Representatives, Special Order Calendar",2,2018-02-22,https://legiscan.com/AL/bill/HR230/2018,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=HR230&WIN_TYPE=SELECTED_STATUS,AL_2018-2018_Regular_Session_JSON_20180329_d0d7e3346110d0a0729590eab6a018f3.zip,AL/2018-2018_Regular_Session/bill/HR230.json
1097381,1468,2018,Regular Session 2018,HR248,"House of Representatives, Special Order Calendar","House of Representatives, Special Order Calendar",2,2018-02-27,https://legiscan.com/AL/bill/HR248/2018,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=HR248&WIN_TYPE=SELECTED_STATUS,AL_2018-2018_Regular_Session_JSON_20180329_d0d7e3346110d0a0729590eab6a018f3.zip,AL/2018-2018_Regular_Session/bill/HR248.json
1099406,1468,2018,Regular Session 2018,HR263,"House of Representatives, Consent Calendar","House of Representatives, Consent Calendar",2,2018-03-01,https://legiscan.com/AL/bill/HR263/2018,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=HR263&WIN_TYPE=SELECTED_STATUS,AL_2018-2018_Regular_Session_JSON_20180329_d0d7e3346110d0a0729590eab6a018f3.zip,AL/2018-2018_Regular_Session/bill/HR263.json
1099185,1468,2018,Regular Session 2018,HR264,"House of Representatives, Special Order Calendar","House of Representatives, Special Order Calendar",2,2018-03-01,https://legiscan.com/AL/bill/HR264/2018,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=HR264&WIN_TYPE=SELECTED_STATUS,AL_2018-2018_Regular_Session_JSON_20180329_d0d7e3346110d0a0729590eab6a018f3.zip,AL/2018-2018_Regular_Session/bill/HR264.json
1101844,1468,2018,Regular Session 2018,HR295,"House of Representatives, Special Order Calendar","House of Representatives, Special Order Calendar",2,2018-03-06,https://legiscan.com/AL/bill/HR295/2018,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=HR295&WIN_TYPE=SELECTED_STATUS,AL_2018-2018_Regular_Session_JSON_20180329_d0d7e3346110d0a0729590eab6a018f3.zip,AL/2018-2018_Regular_Session/bill/HR295.json
1103022,1468,2018,Regular Session 2018,HR347,"House of Representatives, Special Order Calendar","House of Representatives, Special Order Calendar",2,2018-03-08,https://legiscan.com/AL/bill/HR347/2018,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=HR347&WIN_TYPE=SELECTED_STATUS,AL_2018-2018_Regular_Session_JSON_20180329_d0d7e3346110d0a0729590eab6a018f3.zip,AL/2018-2018_Regular_Session/bill/HR347.json
1105116,1468,2018,Regular Session 2018,HR373,"House of Representatives, Special Order Calendar","House of Representatives, Special Order Calendar",2,2018-03-13,https://legiscan.com/AL/bill/HR373/2018,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=HR373&WIN_TYPE=SELECTED_STATUS,AL_2018-2018_Regular_Session_JSON_20180329_d0d7e3346110d0a0729590eab6a018f3.zip,AL/2018-2018_Regular_Session/bill/HR373.json
