rollcall_id,session,session_year,bill_type,bill_number,motion_type,count_valid,act_id,act_citation,act_number,title,act_match_count,act_link_status,analytical_eligibility
JRC-5C1E0E488B5FEB18,2000_RegularSession,2000,HB,750.0,final_passage,True,,,,,0,no_act_match,False
JRC-AD6485A577331ED8,2000_RegularSession,2000,HB,749.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-CA92AC8B90967A6E,2000_RegularSession,2000,HB,749.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-F78BAEE6B801185D,2000_RegularSession,2000,HB,754.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-653B91BCAB07671D,2000_RegularSession,2000,HB,754.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-096F11D8B2CC0A1F,2000_RegularSession,2000,SB,165.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-E3136D53B5880C5E,2000_RegularSession,2000,SB,165.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-6B67FEDD3A41D36E,2000_RegularSession,2000,HB,729.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-FB3191CFAE774A09,2000_RegularSession,2000,HB,729.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-EADAD2A333463D4C,2000_RegularSession,2000,HB,734.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-5615FA1C72F6FBF9,2000_RegularSession,2000,HB,734.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-6A8B51EFE25F53B4,2000_RegularSession,2000,HB,698.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-A796925C92BDEE59,2000_RegularSession,2000,HB,698.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-1403B951C52E55C6,2000_RegularSession,2000,HB,698.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-B5F3D1918EB2D5C9,2000_RegularSession,2000,HB,720.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-B857984CE6D76A5A,2000_RegularSession,2000,HB,720.0,budget_isolation_resolution,False,,,,,0,no_act_match,False
JRC-4CD75F670BC01E82,2000_RegularSession,2000,HB,737.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-8B01EEFA855D17F6,2000_RegularSession,2000,HB,737.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-42267CC42D146DDE,2000_RegularSession,2000,HB,737.0,final_passage,True,,,,,0,no_act_match,False
JRC-D759999E296B151B,2000_RegularSession,2000,HB,731.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-F06D888AD26C3C0C,2000_RegularSession,2000,HB,731.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-1767EBD542F58458,2000_RegularSession,2000,HB,688.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-48C4011C59F7E007,2000_RegularSession,2000,HB,688.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-26701C5BD55BE7B1,2000_RegularSession,2000,HB,599.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-C29224E5A594B36B,2000_RegularSession,2000,HB,599.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-7BFBAFBAF4D05740,2000_RegularSession,2000,HB,570.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-4A1ABE0EFFDD438A,2000_RegularSession,2000,HB,570.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-E79EE70A1D7B1248,2000_RegularSession,2000,HB,614.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-C54F99259E3E5ACF,2000_RegularSession,2000,HB,614.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-8F8ADA5F62F80E27,2000_RegularSession,2000,HB,423.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-9F254045EBFE561D,2000_RegularSession,2000,HB,423.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-CC9680A2B15174A5,2000_RegularSession,2000,HB,602.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-2319616ED5BAE1B2,2000_RegularSession,2000,HB,602.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-17C4F095E6DF5ACF,2000_RegularSession,2000,HB,133.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-049BF2A8A2E9DB9A,2000_RegularSession,2000,HB,133.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-4474C326E0CEB656,2000_RegularSession,2000,HB,133.0,final_passage,True,,,,,0,no_act_match,False
JRC-98B7F9519AD441E0,2000_RegularSession,2000,HB,562.0,budget_isolation_resolution,False,,,,,0,no_act_match,False
JRC-59BF10C7A6D00167,2000_RegularSession,2000,HB,562.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-48904272B999D77B,2000_RegularSession,2000,HB,562.0,final_passage,True,,,,,0,no_act_match,False
JRC-79F663986ED1926D,2000_RegularSession,2000,HB,465.0,final_passage,True,,,,,0,no_act_match,False
JRC-EA90E226A5AB990C,2000_RegularSession,2000,HB,603.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-D60BA46DEB60BA7B,2000_RegularSession,2000,HB,603.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-7BF3F607E2C91CE9,2000_RegularSession,2000,HB,419.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-6ED4E6212C31A584,2000_RegularSession,2000,,,substitute,True,,,,,0,no_act_match,False
JRC-4D3E17DC49ED9EE6,2000_RegularSession,2000,HB,419.0,amendment_or_concurrence,True,,,,,0,no_act_match,False
JRC-3772E95A0B52BA0A,2000_RegularSession,2000,HB,419.0,amendment_or_concurrence,True,,,,,0,no_act_match,False
JRC-02CE77EC630E6211,2000_RegularSession,2000,HB,419.0,final_passage,True,,,,,0,no_act_match,False
JRC-41D771297A7FAE34,2000_RegularSession,2000,HB,493.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-A5C03E81F964D7D6,2000_RegularSession,2000,HB,493.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-0B64A14C494CBDB0,2000_RegularSession,2000,SB,218.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-043559568D65B50C,2000_RegularSession,2000,SB,218.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-F24F6E55FE7E4744,2000_RegularSession,2000,SB,152.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-80F6166ECF161D2E,2000_RegularSession,2000,SB,152.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-56BD4881061BD250,2000_RegularSession,2000,SB,189.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-B94B48AC60DB8226,2000_RegularSession,2000,SB,189.0,substitute,False,,,,,0,no_act_match,False
JRC-7570C6FAE1971B43,2000_RegularSession,2000,SB,189.0,final_passage,True,,,,,0,no_act_match,False
JRC-0E080D0166238B4D,2000_RegularSession,2000,HB,418.0,amendment_or_concurrence,True,,,,,0,no_act_match,False
JRC-4DADDDCC171960C5,2000_RegularSession,2000,HB,418.0,amendment_or_concurrence,True,,,,,0,no_act_match,False
JRC-B426FDDE4AB1658E,2000_RegularSession,2000,HB,418.0,final_passage,True,,,,,0,no_act_match,False
JRC-9586467DF8DC0565,2000_RegularSession,2000,SB,241.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-00590B42B6095796,2000_RegularSession,2000,,,substitute,True,,,,,0,no_act_match,False
JRC-ADD8896098D9637A,2000_RegularSession,2000,SB,241.0,final_passage,True,,,,,0,no_act_match,False
JRC-C1480F6DC1B98597,2000_RegularSession,2000,HB,463.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-21646B1CFDA3341E,2000_RegularSession,2000,HB,463.0,budget_isolation_resolution,False,,,,,0,no_act_match,False
JRC-0C12467E9F02F881,2000_RegularSession,2000,HB,334.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-0E1BBE5B3B15876B,2000_RegularSession,2000,,,substitute,True,,,,,0,no_act_match,False
JRC-194DC604D5ACDE2A,2000_RegularSession,2000,HB,334.0,amendment_or_concurrence,True,,,,,0,no_act_match,False
JRC-CDFC0A87C5428121,2000_RegularSession,2000,HB,334.0,final_passage,True,,,,,0,no_act_match,False
JRC-4E9667783CB2F3FD,2000_RegularSession,2000,HB,185.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-460D544696544BD6,2000_RegularSession,2000,HB,185.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-4861AEED91D61C28,2000_RegularSession,2000,HB,391.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-9324718DBEACFA2C,2000_RegularSession,2000,HB,391.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-AAA56E6A3BCF3F78,2000_RegularSession,2000,HB,391.0,amendment_or_concurrence,True,,,,,0,no_act_match,False
JRC-F41574C7726D9155,2000_RegularSession,2000,HB,391.0,amendment_or_concurrence,True,,,,,0,no_act_match,False
JRC-2A98F5E090D733AE,2000_RegularSession,2000,HB,391.0,final_passage,True,,,,,0,no_act_match,False
JRC-0DD2ACC93442A815,2000_RegularSession,2000,HB,690.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-CA2018F90DB300FB,2000_RegularSession,2000,HB,690.0,amendment_or_concurrence,True,,,,,0,no_act_match,False
JRC-51E2BC2B3F70EE4F,2000_RegularSession,2000,HB,690.0,final_passage,True,,,,,0,no_act_match,False
JRC-3BCC4F7624F8DA0C,2000_RegularSession,2000,HB,338.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-B2E1679992194E49,2000_RegularSession,2000,HB,338.0,amendment_or_concurrence,True,,,,,0,no_act_match,False
JRC-D88A958905D11CB5,2000_RegularSession,2000,HB,338.0,amendment_or_concurrence,True,,,,,0,no_act_match,False
JRC-A7771071FA7686B1,2000_RegularSession,2000,HB,338.0,amendment_or_concurrence,False,,,,,0,no_act_match,False
JRC-1D113F2D931A41C9,2000_RegularSession,2000,HB,338.0,final_passage,True,,,,,0,no_act_match,False
JRC-E64754085B5CB092,2000_RegularSession,2000,HB,668.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-89E34EB7BF6C24D8,2000_RegularSession,2000,HB,668.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-39B1AD5C72C6779C,2000_RegularSession,2000,HB,668.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-4BFDE1F3BE61615D,2000_RegularSession,2000,HB,312.0,budget_isolation_resolution,False,,,,,0,no_act_match,False
JRC-88F3E87A9F7005DA,2000_RegularSession,2000,HB,312.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-7444F1AF48961BA2,2000_RegularSession,2000,HB,312.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-D8E7962008F3103B,2000_RegularSession,2000,HB,661.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-F0EE2D7D9CB65142,2000_RegularSession,2000,HB,661.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-96D75064D5E1E1F2,2000_RegularSession,2000,HB,661.0,budget_isolation_resolution,False,,,,,0,no_act_match,False
JRC-7774E5B0C2C320A5,2000_RegularSession,2000,HB,775.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-F34B3F29616947D8,2000_RegularSession,2000,HB,572.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-45EFDAC3FD643BE8,2000_RegularSession,2000,HB,572.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-A05022FB7AA55A6A,2000_RegularSession,2000,HB,572.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-6AF437198B220B8B,2000_RegularSession,2000,HB,535.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-62B0A78C8C7FCDCD,2000_RegularSession,2000,HB,535.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-493410B0C9B3B3EE,2000_RegularSession,2000,HB,535.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-3C49E34A95316C2A,2000_RegularSession,2000,HB,535.0,final_passage,True,,,,,0,no_act_match,False
JRC-FBCBB9DA32916CA2,2000_RegularSession,2000,HB,516.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-B979B4CA52834920,2000_RegularSession,2000,HB,516.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-6812DEA03196EA74,2000_RegularSession,2000,HB,516.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-29F4262EC7646C76,2000_RegularSession,2000,HB,516.0,final_passage,True,,,,,0,no_act_match,False
JRC-7626C02C887414B3,2000_RegularSession,2000,HB,85.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-0C84D0E715A5129E,2000_RegularSession,2000,HB,618.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-5C62F4E051D0F373,2000_RegularSession,2000,HB,618.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-757176EDC8C222D5,2000_RegularSession,2000,HB,618.0,amendment_or_concurrence,True,,,,,0,no_act_match,False
JRC-6716331AEF12FD17,2000_RegularSession,2000,HB,618.0,final_passage,True,,,,,0,no_act_match,False
JRC-5445C5C820A2D6E7,2000_RegularSession,2000,HB,597.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-53831480BA4CDDD5,2000_RegularSession,2000,HB,597.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-C3ABB54E88F3489F,2000_RegularSession,2000,HB,597.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-285573D1A719B6CF,2000_RegularSession,2000,HB,637.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-E96A336295F29702,2000_RegularSession,2000,HB,637.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-6047874D7CA6FD88,2000_RegularSession,2000,HB,653.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-9E94477A4B99E15E,2000_RegularSession,2000,HB,653.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-9D0E5FC654ABF0D5,2000_RegularSession,2000,HB,742.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-42E781161AA86417,2000_RegularSession,2000,HB,742.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-D38D046ACAD237E1,2000_RegularSession,2000,HB,70.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-D097ED1C11C36E19,2000_RegularSession,2000,HB,70.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-CBC964A7427053B6,2000_RegularSession,2000,HB,630.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-35575DCF56B73D97,2000_RegularSession,2000,HB,630.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-1561F8BD8A31EF5B,2000_RegularSession,2000,HB,636.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-28F0B9547B7031EB,2000_RegularSession,2000,HB,636.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-3E5F447F748FA374,2000_RegularSession,2000,HB,704.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-53459310982CC46B,2000_RegularSession,2000,HB,704.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-5B2058B4462DF6F9,2000_RegularSession,2000,HB,92.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-DB29DD0BC93FDD28,2000_RegularSession,2000,HB,92.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-89F83ACC67208245,2000_RegularSession,2000,HB,92.0,final_passage,False,,,,,0,no_act_match,False
JRC-B60D48775996DCA5,2000_RegularSession,2000,HB,179.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-54C45258053839C7,2000_RegularSession,2000,HB,179.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-F7529868872F0D26,2000_RegularSession,2000,HB,179.0,final_passage,False,,,,,0,no_act_match,False
JRC-B840A26086AA1E86,2000_RegularSession,2000,HB,556.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-DA7EE131ECCC1ADD,2000_RegularSession,2000,HB,556.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-B3CAAC2EF1F8227E,2000_RegularSession,2000,HB,672.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-256B4A4210965584,2000_RegularSession,2000,HB,672.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-00D9B36757ED8ED5,2000_RegularSession,2000,HB,672.0,final_passage,True,,,,,0,no_act_match,False
JRC-BB035F74DDFDF6BA,2000_RegularSession,2000,HR,282.0,other_recorded_motion,True,,,,,0,no_act_match,False
JRC-40561137770AF6F3,2000_RegularSession,2000,HB,756.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-C0A34C26184CFA27,2000_RegularSession,2000,HB,756.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-143F4941236985CB,2000_RegularSession,2000,SB,147.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-331C7C3400B4EB2F,2000_RegularSession,2000,SB,147.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-76375F10254539DB,2000_RegularSession,2000,HB,17.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-07184DD978BCF15E,2000_RegularSession,2000,HB,17.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-A67A04930D66AD36,2000_RegularSession,2000,HB,17.0,amendment_or_concurrence,False,,,,,0,no_act_match,False
JRC-B0A6AD1445619349,2000_RegularSession,2000,HB,17.0,amendment_or_concurrence,True,,,,,0,no_act_match,False
JRC-143B57B895024399,2000_RegularSession,2000,HB,17.0,amendment_or_concurrence,True,,,,,0,no_act_match,False
JRC-A655D2EB4034EEB5,2000_RegularSession,2000,HB,17.0,amendment_or_concurrence,True,,,,,0,no_act_match,False
JRC-573B46BF6BC8C6E0,2000_RegularSession,2000,HB,17.0,final_passage,True,,,,,0,no_act_match,False
JRC-D4AF31203F8C9D3B,2000_RegularSession,2000,HB,189.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-171B11403D7AADBD,2000_RegularSession,2000,HB,189.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-B2E8CEAB8C18C8F5,2000_RegularSession,2000,HB,270.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-3EA624B9F220FF08,2000_RegularSession,2000,HB,339.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-384EB2C8DC3433DA,2000_RegularSession,2000,HB,339.0,amendment_or_concurrence,True,,,,,0,no_act_match,False
JRC-1A70CDAEAA068B79,2000_RegularSession,2000,HB,339.0,final_passage,True,,,,,0,no_act_match,False
JRC-A823111865DEA737,2000_RegularSession,2000,SB,84.0,amendment_or_concurrence,True,,,,,0,no_act_match,False
JRC-B465B630F9DAA508,2000_RegularSession,2000,HB,441.0,budget_isolation_resolution,False,,,,,0,no_act_match,False
JRC-B912FDF211EA0EC3,2000_RegularSession,2000,HB,441.0,final_passage,True,,,,,0,no_act_match,False
JRC-311471A671FCD07C,2000_RegularSession,2000,HB,270.0,substitute,True,,,,,0,no_act_match,False
JRC-69A009DD1F69080D,2000_RegularSession,2000,HB,270.0,amendment_or_concurrence,True,,,,,0,no_act_match,False
JRC-3710A40520CDF715,2000_RegularSession,2000,HB,270.0,amendment_or_concurrence,True,,,,,0,no_act_match,False
JRC-A14334B06CA5010F,2000_RegularSession,2000,HB,270.0,amendment_or_concurrence,True,,,,,0,no_act_match,False
JRC-9DB70A9577ACA36D,2000_RegularSession,2000,HB,270.0,amendment_or_concurrence,True,,,,,0,no_act_match,False
JRC-CB0A3A278D2E2F0A,2000_RegularSession,2000,HB,270.0,amendment_or_concurrence,True,,,,,0,no_act_match,False
JRC-3B5EB0BD5CF9DB2C,2000_RegularSession,2000,HB,270.0,amendment_or_concurrence,True,,,,,0,no_act_match,False
JRC-5212777D3F7E5C37,2000_RegularSession,2000,HB,270.0,amendment_or_concurrence,True,,,,,0,no_act_match,False
JRC-09275E13C1B5234F,2000_RegularSession,2000,HB,270.0,final_passage,True,,,,,0,no_act_match,False
JRC-C899D72790443133,2000_RegularSession,2000,HB,105.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-54F310BC80AF0CBB,2000_RegularSession,2000,,,substitute,True,,,,,0,no_act_match,False
JRC-7EEA1CA67D3E0C68,2000_RegularSession,2000,HB,105.0,amendment_or_concurrence,False,,,,,0,no_act_match,False
JRC-CD1D37846ACE801F,2000_RegularSession,2000,HB,105.0,amendment_or_concurrence,True,,,,,0,no_act_match,False
JRC-5C5910F6B0FDD14A,2000_RegularSession,2000,HB,105.0,final_passage,True,,,,,0,no_act_match,False
JRC-383FDC7634956A1B,2000_RegularSession,2000,SB,377.0,budget_isolation_resolution,False,,,,,0,no_act_match,False
JRC-3D9FBD0B536FEA82,2000_RegularSession,2000,SB,377.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-C0F0F364786FE185,2000_RegularSession,2000,HB,85.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-86C08CFEA09F5740,2000_RegularSession,2000,HB,435.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-EBFD78E186A07C37,2000_RegularSession,2000,HB,573.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-C945B3448D564E74,2000_RegularSession,2000,HB,573.0,amendment_or_concurrence,False,,,,,0,no_act_match,False
JRC-9EABEC64F24764E7,2000_RegularSession,2000,HB,573.0,amendment_or_concurrence,True,,,,,0,no_act_match,False
JRC-9F8CB2BF77C763CA,2000_RegularSession,2000,HB,573.0,amendment_or_concurrence,True,,,,,0,no_act_match,False
JRC-C1B13F238E4C058B,2000_RegularSession,2000,HB,573.0,amendment_or_concurrence,True,,,,,0,no_act_match,False
JRC-3AF9EF7F1886D5A6,2000_RegularSession,2000,HB,573.0,amendment_or_concurrence,True,,,,,0,no_act_match,False
JRC-93F86C26A0566003,2000_RegularSession,2000,HB,85.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-DDB793D77C32D28D,2000_RegularSession,2000,HB,85.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-B3ACB40B41BB4C32,2000_RegularSession,2000,HB,85.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-3FA53D1E8B8C5930,2000_RegularSession,2000,HB,85.0,final_passage,True,,,,,0,no_act_match,False
JRC-A99502D4634B61D9,2000_RegularSession,2000,SB,22.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-E1AEAAA707039D17,2000_RegularSession,2000,SB,22.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-74E1095B82DD27CB,2000_RegularSession,2000,SB,22.0,final_passage,True,,,,,0,no_act_match,False
JRC-79A12FF9E88BA4B9,2000_RegularSession,2000,HB,725.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-05ED4A8F0422AFDA,2000_RegularSession,2000,HB,725.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-9BBDB10E173E9A42,2000_RegularSession,2000,HB,442.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-2B49A3606DCD3F62,2000_RegularSession,2000,,,substitute,True,,,,,0,no_act_match,False
JRC-D1572E7C4EF38FE6,2000_RegularSession,2000,HB,442.0,final_passage,True,,,,,0,no_act_match,False
JRC-DA92467A103849B2,2000_RegularSession,2000,HB,725.0,final_passage,False,,,,,0,no_act_match,False
JRC-74A95E0980354150,2000_RegularSession,2000,HB,760.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-75240D1FD3218FB5,2000_RegularSession,2000,HB,760.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-2B2720A5F16A8FB4,2000_RegularSession,2000,HB,808.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-7D04D741FDBD20BC,2000_RegularSession,2000,HB,808.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-309A93644B639331,2000_RegularSession,2000,HB,791.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-0523833C75C2A99D,2000_RegularSession,2000,HB,791.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-F3F6B3B042781EC6,2000_RegularSession,2000,HB,799.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-697EF989641CF7F6,2000_RegularSession,2000,HB,799.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-215F4D323A2FD088,2000_RegularSession,2000,HB,816.0,budget_isolation_resolution,False,,,,,0,no_act_match,False
JRC-54B17F9B85B00E0A,2000_RegularSession,2000,HB,816.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-E7DEEC6506C833E9,2000_RegularSession,2000,HB,669.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-D2B37FFCAA4EAEDF,2000_RegularSession,2000,HB,669.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-7BABECDA0E531184,2000_RegularSession,2000,HB,699.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-E41649805F033243,2000_RegularSession,2000,,,amendment_or_concurrence,True,,,,,0,no_act_match,False
JRC-06796CB2BF7CD319,2000_RegularSession,2000,HB,699.0,final_passage,True,,,,,0,no_act_match,False
JRC-F8324D297BF627C8,2000_RegularSession,2000,HB,778.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-F71EA64233BEC290,2000_RegularSession,2000,HB,778.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-D8866E2D200ADEB3,2000_RegularSession,2000,HB,42.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-E6F7D89188DEC901,2000_RegularSession,2000,HB,42.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-C3AA0DABB55D9304,2000_RegularSession,2000,HB,42.0,final_passage,True,,,,,0,no_act_match,False
JRC-2FE6E5C7B3284CAA,2000_RegularSession,2000,HB,576.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-3307881162823D08,2000_RegularSession,2000,HB,576.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-A697DA24A4A089D5,2000_RegularSession,2000,HB,801.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-87347A4FD3A1E226,2000_RegularSession,2000,HB,801.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-26BD02AB4FF838FF,2000_RegularSession,2000,HB,801.0,final_passage,True,,,,,0,no_act_match,False
JRC-13020D21787F6295,2000_RegularSession,2000,HB,792.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-10864B28F4AE5C3B,2000_RegularSession,2000,HB,792.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-F62A2CA6B3CA1A54,2000_RegularSession,2000,HB,798.0,budget_isolation_resolution,False,,,,,0,no_act_match,False
JRC-B6BCA648DF88A403,2000_RegularSession,2000,HB,798.0,budget_isolation_resolution,True,,,,,0,no_act_match,False
JRC-205EE4D2A229629F,2000_RegularSession,2000,HB,725.0,final_passage,True,,,,,0,no_act_match,False
JRC-7476B55620B6D621,2000_RegularSession,2000,HB,725.0,final_passage,True,,,,,0,no_act_match,False
JRC-373D805384111C71,2000_RegularSession,2000,,,substitute,True,,,,,0,no_act_match,False
JRC-C572CE946047B39A,2000_RegularSession,2000,,,amendment_or_concurrence,True,,,,,0,no_act_match,False
JRC-457D7ADDFEA72833,2000_RegularSession,2000,HB,251.0,amendment_or_concurrence,True,,,,,0,no_act_match,False
