bill_id,bill_number,session_id,session_name,amendment_id,date,chamber,title,description,adopted,url,state_link,amendment_hash
893780,HB29,1254,Regular Session 2017,52638,2017-04-04,H,House Holmes (M) Amendment Offered,House Holmes (M) Amendment Offered,0,https://legiscan.com/AL/amendment/HB29/id/52638,http://alisondb.legislature.state.al.us/ALISON/SearchableInstruments/2017RS/PrintFiles/183934-3.pdf,21a4e6849d09caf0f2d2ed4d1cdce83d
893780,HB29,1254,Regular Session 2017,52639,2017-04-27,S,Senate Judiciary Amendment Offered,Senate Judiciary Amendment Offered,0,https://legiscan.com/AL/amendment/HB29/id/52639,http://alisondb.legislature.state.al.us/ALISON/SearchableInstruments/2017RS/PrintFiles/185199-1.pdf,af3ca2e2ae7aa7e8cc3f1336733fffa4
893784,HB33,1254,Regular Session 2017,52651,2017-02-23,H,House Judiciary Amendment Offered,House Judiciary Amendment Offered,0,https://legiscan.com/AL/amendment/HB33/id/52651,http://alisondb.legislature.state.al.us/ALISON/SearchableInstruments/2017RS/PrintFiles/182294-6.pdf,54c64968b187731ef898a74bf5387287
893784,HB33,1254,Regular Session 2017,52652,2017-05-02,S,Senate Judiciary Amendment Offered,Senate Judiciary Amendment Offered,0,https://legiscan.com/AL/amendment/HB33/id/52652,http://alisondb.legislature.state.al.us/ALISON/SearchableInstruments/2017RS/PrintFiles/185002-2.pdf,580355e4b19e478dc0cb10f2a34ec23a
893785,HB34,1254,Regular Session 2017,50239,2017-03-02,H,House Jefferson County Legislation Amendment #1 offered,House Jefferson County Legislation Amendment #1 offered,0,https://legiscan.com/AL/amendment/HB34/id/50239,http://alisondb.legislature.state.al.us/ALISON/SearchableInstruments/2017RS/PrintFiles/182814-2.pdf,79da0505a061559b3a2bfea0442bf386
893785,HB34,1254,Regular Session 2017,50240,2017-03-02,H,House Jefferson County Legislation Amendment #2 Offered,House Jefferson County Legislation Amendment #2 Offered,0,https://legiscan.com/AL/amendment/HB34/id/50240,http://alisondb.legislature.state.al.us/ALISON/SearchableInstruments/2017RS/PrintFiles/182925-1.pdf,8d14dd53e9a36ad3a4da3200d421b65e
893785,HB34,1254,Regular Session 2017,50241,2017-03-02,H,House Jefferson County Legislation Amendment #3 Offered,House Jefferson County Legislation Amendment #3 Offered,0,https://legiscan.com/AL/amendment/HB34/id/50241,http://alisondb.legislature.state.al.us/ALISON/SearchableInstruments/2017RS/PrintFiles/182195-2.pdf,1b6519a1ce57298032d7ce04a6d1233e
893785,HB34,1254,Regular Session 2017,50242,2017-03-02,H,House Givan Amendment #1 Offered,House Givan Amendment #1 Offered,0,https://legiscan.com/AL/amendment/HB34/id/50242,http://alisondb.legislature.state.al.us/ALISON/SearchableInstruments/2017RS/PrintFiles/183128-2.pdf,124cdcb08bd99abe4960503d0d9fa63e
893785,HB34,1254,Regular Session 2017,50243,2017-03-07,H,House Givan Amendment #2 Offered,House Givan Amendment #2 Offered,0,https://legiscan.com/AL/amendment/HB34/id/50243,http://alisondb.legislature.state.al.us/ALISON/SearchableInstruments/2017RS/PrintFiles/183405-1.pdf,d9be921aef5de2b0a7255d4d097eedc3
893785,HB34,1254,Regular Session 2017,52653,2017-05-17,S,"Senate Local Legislation, Jefferson County Amendment Offered","Senate Local Legislation, Jefferson County Amendment Offered",0,https://legiscan.com/AL/amendment/HB34/id/52653,http://alisondb.legislature.state.al.us/ALISON/SearchableInstruments/2017RS/PrintFiles/186464-2.pdf,97127b82eab6ae0a759c8fcc48560247
893785,HB34,1254,Regular Session 2017,52654,2017-05-17,S,"Senate Local Legislation, Jefferson County Amendment Offered","Senate Local Legislation, Jefferson County Amendment Offered",0,https://legiscan.com/AL/amendment/HB34/id/52654,http://alisondb.legislature.state.al.us/ALISON/SearchableInstruments/2017RS/PrintFiles/186467-2.pdf,0a69704998069d1936303be05256d0a5
893785,HB34,1254,Regular Session 2017,52655,2017-05-17,S,"Senate Local Legislation, Jefferson County Amendment Offered","Senate Local Legislation, Jefferson County Amendment Offered",0,https://legiscan.com/AL/amendment/HB34/id/52655,http://alisondb.legislature.state.al.us/ALISON/SearchableInstruments/2017RS/PrintFiles/186468-2.pdf,e4f66cc320fae968906b6d133111a1d5
893785,HB34,1254,Regular Session 2017,52656,2017-05-17,S,"Senate Local Legislation, Jefferson County Amendment Offered","Senate Local Legislation, Jefferson County Amendment Offered",0,https://legiscan.com/AL/amendment/HB34/id/52656,http://alisondb.legislature.state.al.us/ALISON/SearchableInstruments/2017RS/PrintFiles/186492-2.pdf,95b396ceae7d35a0c0eedd783ea31e6b
893785,HB34,1254,Regular Session 2017,52657,2017-05-17,S,"Senate Local Legislation, Jefferson County Amendment Offered","Senate Local Legislation, Jefferson County Amendment Offered",0,https://legiscan.com/AL/amendment/HB34/id/52657,http://alisondb.legislature.state.al.us/ALISON/SearchableInstruments/2017RS/PrintFiles/184958-2.pdf,fc08ebf5725d7e1c65aff7600c55183e
893785,HB34,1254,Regular Session 2017,52658,2017-05-17,S,"Senate Local Legislation, Jefferson County Amendment Offered","Senate Local Legislation, Jefferson County Amendment Offered",0,https://legiscan.com/AL/amendment/HB34/id/52658,http://alisondb.legislature.state.al.us/ALISON/SearchableInstruments/2017RS/PrintFiles/186356-2.pdf,f7eaab7a3759d241ac612b941a086833
906447,HB36,1254,Regular Session 2017,48548,2017-04-04,H,House Judiciary first Substitute Offered,House Judiciary first Substitute Offered,0,https://legiscan.com/AL/amendment/HB36/id/48548,http://alisondb.legislature.state.al.us/ALISON/SearchableInstruments/2017RS/PrintFiles/182767-2.pdf,e331bcd7c74ed6e32f03934b3d46c09c
906447,HB36,1254,Regular Session 2017,48549,2017-04-04,H,House JUDY Amendment Offered,House JUDY Amendment Offered,0,https://legiscan.com/AL/amendment/HB36/id/48549,http://alisondb.legislature.state.al.us/ALISON/SearchableInstruments/2017RS/PrintFiles/183670-2.pdf,c1395886f5ce7425523c4ef9e70e1b80
906447,HB36,1254,Regular Session 2017,50469,2017-04-20,S,Senate Judiciary first Amendment Offered,Senate Judiciary first Amendment Offered,0,https://legiscan.com/AL/amendment/HB36/id/50469,http://alisondb.legislature.state.al.us/ALISON/SearchableInstruments/2017RS/PrintFiles/184961-2.pdf,a3c754239796e7cc8626e416b5a1fadd
906645,HB37,1254,Regular Session 2017,48606,2017-02-16,H,"House Boards, Agencies and Commissions first Amendment Offered","House Boards, Agencies and Commissions first Amendment Offered",0,https://legiscan.com/AL/amendment/HB37/id/48606,http://alisondb.legislature.state.al.us/ALISON/SearchableInstruments/2017RS/PrintFiles/182382-2.pdf,92f368ec80b7ced96c634f5f31a1edbe
906836,HB39,1254,Regular Session 2017,48613,2017-03-15,H,House Judiciary first Amendment Offered,House Judiciary first Amendment Offered,0,https://legiscan.com/AL/amendment/HB39/id/48613,http://alisondb.legislature.state.al.us/ALISON/SearchableInstruments/2017RS/PrintFiles/182194-2.pdf,03ad368d3613d3cb6753307cf71e7ac5
907038,HB43,1254,Regular Session 2017,48546,2017-04-04,H,House Economic Development and Tourism Amendment Offered,House Economic Development and Tourism Amendment Offered,0,https://legiscan.com/AL/amendment/HB43/id/48546,http://alisondb.legislature.state.al.us/ALISON/SearchableInstruments/2017RS/PrintFiles/183418-4.pdf,4813a27a36c43f6bb20998dedca059ca
947443,HB47,1254,Regular Session 2017,52662,2017-04-13,S,Senate Holley Amendment Offered,Senate Holley Amendment Offered,0,https://legiscan.com/AL/amendment/HB47/id/52662,http://alisondb.legislature.state.al.us/ALISON/SearchableInstruments/2017RS/PrintFiles/185304-1.pdf,f72810b78875cd1173024b7dc67d9747
947443,HB47,1254,Regular Session 2017,52663,2017-04-13,S,Senate Blackwell Amendment Offered,Senate Blackwell Amendment Offered,0,https://legiscan.com/AL/amendment/HB47/id/52663,http://alisondb.legislature.state.al.us/ALISON/SearchableInstruments/2017RS/PrintFiles/185321-1.pdf,25c801f8663a4fe7e66c3dee8fef3b22
931750,HB50,1254,Regular Session 2017,50080,2017-04-18,H,House Boyd first Substitute Offered,House Boyd first Substitute Offered,0,https://legiscan.com/AL/amendment/HB50/id/50080,http://alisondb.legislature.state.al.us/ALISON/SearchableInstruments/2017RS/PrintFiles/184843-3.pdf,a14e6044c5a111471e4a04f5bb5d4e2a
932078,HB53,1254,Regular Session 2017,52668,2017-02-21,H,House Agriculture and Forestry Amendment Offered,House Agriculture and Forestry Amendment Offered,0,https://legiscan.com/AL/amendment/HB53/id/52668,http://alisondb.legislature.state.al.us/ALISON/SearchableInstruments/2017RS/PrintFiles/181781-3.pdf,ff7d510f7df0948ea4ffa4f391202c23
932078,HB53,1254,Regular Session 2017,52669,2017-02-21,H,House Beech Amendment Offered,House Beech Amendment Offered,0,https://legiscan.com/AL/amendment/HB53/id/52669,http://alisondb.legislature.state.al.us/ALISON/SearchableInstruments/2017RS/PrintFiles/182261-1.pdf,15bdc2a9b99c5840c098448b41ef0d1d
931827,HB59,1254,Regular Session 2017,52673,2017-03-09,H,House Johnson (R) amendment offered,House Johnson (R) amendment offered,0,https://legiscan.com/AL/amendment/HB59/id/52673,http://alisondb.legislature.state.al.us/ALISON/SearchableInstruments/2017RS/PrintFiles/182547-1.pdf,0dd8b8f8086daa6b62b33b2c2e25a1b4
931827,HB59,1254,Regular Session 2017,52674,2017-04-27,S,Senate Judiciary Amendment Offered,Senate Judiciary Amendment Offered,0,https://legiscan.com/AL/amendment/HB59/id/52674,http://alisondb.legislature.state.al.us/ALISON/SearchableInstruments/2017RS/PrintFiles/184685-2.pdf,18517d29fe6d3850f6a79a8c9642b292
931876,HB61,1254,Regular Session 2017,50563,2017-05-04,H,House Beckman Amendment Offered,House Beckman Amendment Offered,0,https://legiscan.com/AL/amendment/HB61/id/50563,http://alisondb.legislature.state.al.us/ALISON/SearchableInstruments/2017RS/PrintFiles/186578-1.pdf,6ffff038475bac93fbcba373cb3a3c84
941469,HB78,1254,Regular Session 2017,48683,2017-03-15,H,House County and Municipal Government first Amendment Offered,House County and Municipal Government first Amendment Offered,0,https://legiscan.com/AL/amendment/HB78/id/48683,http://alisondb.legislature.state.al.us/ALISON/SearchableInstruments/2017RS/PrintFiles/181938-2.pdf,ca963304a686f8a235f5c64846e83424
941884,HB81,1254,Regular Session 2017,48607,2017-02-16,H,"House Transportation, Utilities and Infrastructure first Substitute Offered","House Transportation, Utilities and Infrastructure first Substitute Offered",0,https://legiscan.com/AL/amendment/HB81/id/48607,http://alisondb.legislature.state.al.us/ALISON/SearchableInstruments/2017RS/PrintFiles/182384-2.pdf,918d86b677c31d5e64dfad6ec887f995
947140,HB97,1254,Regular Session 2017,48639,2017-02-16,H,House Education Policy first Amendment Offered,House Education Policy first Amendment Offered,0,https://legiscan.com/AL/amendment/HB97/id/48639,http://alisondb.legislature.state.al.us/ALISON/SearchableInstruments/2017RS/PrintFiles/182443-3.pdf,1f716e61b05354db4c7f2914ecfbce35
947271,HB98,1254,Regular Session 2017,49274,2017-04-20,S,Senate Williams Amendment Offered,Senate Williams Amendment Offered,0,https://legiscan.com/AL/amendment/HB98/id/49274,http://alisondb.legislature.state.al.us/ALISON/SearchableInstruments/2017RS/PrintFiles/185627-1.pdf,fea8cc32a44ca90287da605274444187
947271,HB98,1254,Regular Session 2017,49275,2017-04-20,S,Senate Figures Amendment Offered,Senate Figures Amendment Offered,0,https://legiscan.com/AL/amendment/HB98/id/49275,http://alisondb.legislature.state.al.us/ALISON/SearchableInstruments/2017RS/PrintFiles/185644-1.pdf,50608058b742933e5c045906fc984952
947271,HB98,1254,Regular Session 2017,49276,2017-04-20,S,Senate Singleton Amendment Offered,Senate Singleton Amendment Offered,0,https://legiscan.com/AL/amendment/HB98/id/49276,http://alisondb.legislature.state.al.us/ALISON/SearchableInstruments/2017RS/PrintFiles/185658-1.pdf,6b3033e1ff5fa06a135ab03f380e5fd0
948557,HB134,1254,Regular Session 2017,52569,2017-05-11,S,Senate Banking and Insurance first Amendment Offered,Senate Banking and Insurance first Amendment Offered,0,https://legiscan.com/AL/amendment/HB134/id/52569,http://alisondb.legislature.state.al.us/ALISON/SearchableInstruments/2017RS/PrintFiles/186758-2.pdf,5c80b066c45c4fc45c0bb653aedebe37
948557,HB134,1254,Regular Session 2017,52570,2017-05-11,S,Senate Banking and Insurance third Amendment Offered,Senate Banking and Insurance third Amendment Offered,0,https://legiscan.com/AL/amendment/HB134/id/52570,http://alisondb.legislature.state.al.us/ALISON/SearchableInstruments/2017RS/PrintFiles/186311-2.pdf,66f633aad803ba7eff0ddf05253158e0
948557,HB134,1254,Regular Session 2017,52571,2017-05-17,S,Senate Indefinitely Postponed,Senate Indefinitely Postponed,0,https://legiscan.com/AL/amendment/HB134/id/52571,http://alisondb.legislature.state.al.us/ALISON/SearchableInstruments/2017RS/PrintFiles/186278-2.pdf,9fd8f888cb978f1a035cdc01718c775e
948409,HB135,1254,Regular Session 2017,48601,2017-04-06,H,House Ways and Means Education first Amendment Offered,House Ways and Means Education first Amendment Offered,0,https://legiscan.com/AL/amendment/HB135/id/48601,http://alisondb.legislature.state.al.us/ALISON/SearchableInstruments/2017RS/PrintFiles/184658-4.pdf,61af0b549277a625f63ef9dbd69343f6
948507,HB136,1254,Regular Session 2017,52583,2017-05-03,S,Senate Figures Amendment Offered,Senate Figures Amendment Offered,0,https://legiscan.com/AL/amendment/HB136/id/52583,http://alisondb.legislature.state.al.us/ALISON/SearchableInstruments/2017RS/PrintFiles/186341-1.pdf,e2ef7c0bbc74d833213a07b44bd2c359
948507,HB136,1254,Regular Session 2017,52584,2017-05-03,S,Senate Smitherman Amendment Offered,Senate Smitherman Amendment Offered,0,https://legiscan.com/AL/amendment/HB136/id/52584,http://alisondb.legislature.state.al.us/ALISON/SearchableInstruments/2017RS/PrintFiles/186441-1.pdf,24d978aa500943116cdddf690c836e17
948507,HB136,1254,Regular Session 2017,52585,2017-05-03,S,Senate Holtzclaw Amendment Offered,Senate Holtzclaw Amendment Offered,0,https://legiscan.com/AL/amendment/HB136/id/52585,http://alisondb.legislature.state.al.us/ALISON/SearchableInstruments/2017RS/PrintFiles/186442-1.pdf,f1749d24a28f916f22c7180d75363b7f
948507,HB136,1254,Regular Session 2017,52586,2017-05-03,S,Senate Allen Amendment Offered,Senate Allen Amendment Offered,0,https://legiscan.com/AL/amendment/HB136/id/52586,http://alisondb.legislature.state.al.us/ALISON/SearchableInstruments/2017RS/PrintFiles/186445-1.pdf,7a3d88fdde182cdff8a7bdbcafda1cee
949337,HB140,1254,Regular Session 2017,49443,2017-02-07,H,"House Constitution, Campaigns and Elections first Substitute Offered","House Constitution, Campaigns and Elections first Substitute Offered",0,https://legiscan.com/AL/amendment/HB140/id/49443,http://alisondb.legislature.state.al.us/ALISON/SearchableInstruments/2017RS/PrintFiles/185719-3.pdf,b9aaffac23155bc32dbb10329eb79993
949337,HB140,1254,Regular Session 2017,49444,2017-02-07,H,"House Constitution, Campaigns and Elections first Amendment Offered","House Constitution, Campaigns and Elections first Amendment Offered",0,https://legiscan.com/AL/amendment/HB140/id/49444,http://alisondb.legislature.state.al.us/ALISON/SearchableInstruments/2017RS/PrintFiles/185961-1.pdf,ba41915035d62e8de1387c51c463970e
949337,HB140,1254,Regular Session 2017,49445,2017-02-07,H,"House Constitution, Campaigns and Elections second Amendment Offered","House Constitution, Campaigns and Elections second Amendment Offered",0,https://legiscan.com/AL/amendment/HB140/id/49445,http://alisondb.legislature.state.al.us/ALISON/SearchableInstruments/2017RS/PrintFiles/185969-1.pdf,7e7f0a6fa14bd7c9b5fe6c00ea273a40
949065,HB143,1254,Regular Session 2017,52587,2017-03-14,H,House Mobile County Legislation Amendment reported,House Mobile County Legislation Amendment reported,0,https://legiscan.com/AL/amendment/HB143/id/52587,http://alisondb.legislature.state.al.us/ALISON/SearchableInstruments/2017RS/PrintFiles/183800-1.pdf,fe89a6401154467acabda5d173c78bbd
949065,HB143,1254,Regular Session 2017,52588,2017-04-13,S,"Senate Local Legislation, Mobile County Amendment Offered","Senate Local Legislation, Mobile County Amendment Offered",0,https://legiscan.com/AL/amendment/HB143/id/52588,http://alisondb.legislature.state.al.us/ALISON/SearchableInstruments/2017RS/PrintFiles/184851-2.pdf,a05eef10b3c0f7200bc977b4351bd503
949314,HB151,1254,Regular Session 2017,48638,2017-03-15,H,House Public Safety and Homeland Security first Amendment Offered,House Public Safety and Homeland Security first Amendment Offered,0,https://legiscan.com/AL/amendment/HB151/id/48638,http://alisondb.legislature.state.al.us/ALISON/SearchableInstruments/2017RS/PrintFiles/184067-2.pdf,27592367bdf64c490c83d02b9f995eb1
956328,HB153,1254,Regular Session 2017,48605,2017-02-16,H,House Education Policy first Amendment Offered,House Education Policy first Amendment Offered,0,https://legiscan.com/AL/amendment/HB153/id/48605,http://alisondb.legislature.state.al.us/ALISON/SearchableInstruments/2017RS/PrintFiles/182265-3.pdf,fd1ee1335e8bdd1acd9d9939e6a8b47e
955358,HB155,1254,Regular Session 2017,52589,2017-03-14,H,House Ways and Means General Fund first Substitute Offered,House Ways and Means General Fund first Substitute Offered,0,https://legiscan.com/AL/amendment/HB155/id/52589,http://alisondb.legislature.state.al.us/ALISON/SearchableInstruments/2017RS/PrintFiles/181375-4.pdf,da8622fe381008385e33bbaf1cd41bd8
955358,HB155,1254,Regular Session 2017,52590,2017-03-14,H,House Knight Amendment Offered,House Knight Amendment Offered,0,https://legiscan.com/AL/amendment/HB155/id/52590,http://alisondb.legislature.state.al.us/ALISON/SearchableInstruments/2017RS/PrintFiles/184028-1.pdf,32162492d2f7a4f75ff1e3adf1b87031
955358,HB155,1254,Regular Session 2017,52591,2017-03-14,H,House Polizos Amendment Offered,House Polizos Amendment Offered,0,https://legiscan.com/AL/amendment/HB155/id/52591,http://alisondb.legislature.state.al.us/ALISON/SearchableInstruments/2017RS/PrintFiles/183751-2.pdf,882fb89875cf6c0b6703c208a90907ac
955358,HB155,1254,Regular Session 2017,52592,2017-03-14,H,House Rogers Amendment Offered,House Rogers Amendment Offered,0,https://legiscan.com/AL/amendment/HB155/id/52592,http://alisondb.legislature.state.al.us/ALISON/SearchableInstruments/2017RS/PrintFiles/184091-1.pdf,bfe90ce151033d1831d0f1480991fe96
955358,HB155,1254,Regular Session 2017,52593,2017-03-14,H,House Ingram Amendment Offered,House Ingram Amendment Offered,0,https://legiscan.com/AL/amendment/HB155/id/52593,http://alisondb.legislature.state.al.us/ALISON/SearchableInstruments/2017RS/PrintFiles/184094-1.pdf,6ca8adbafc6d27ea4a354d02b67c0b1c
955358,HB155,1254,Regular Session 2017,52594,2017-03-14,H,House Wadsworth Amendment Offered,House Wadsworth Amendment Offered,0,https://legiscan.com/AL/amendment/HB155/id/52594,http://alisondb.legislature.state.al.us/ALISON/SearchableInstruments/2017RS/PrintFiles/184101-1.pdf,6e28ba1a53d7eaba9277a08294a2a2c2
955358,HB155,1254,Regular Session 2017,52595,2017-03-14,H,House Holmes (A) 1st Amendment Offered,House Holmes (A) 1st Amendment Offered,0,https://legiscan.com/AL/amendment/HB155/id/52595,http://alisondb.legislature.state.al.us/ALISON/SearchableInstruments/2017RS/PrintFiles/184107-1.pdf,f1fc841128959f4a0cc8fa44ca27b9d9
955358,HB155,1254,Regular Session 2017,52596,2017-05-04,S,Senate Finance and Taxation General Fund Amendment Offered,Senate Finance and Taxation General Fund Amendment Offered,0,https://legiscan.com/AL/amendment/HB155/id/52596,http://alisondb.legislature.state.al.us/ALISON/SearchableInstruments/2017RS/PrintFiles/186338-2.pdf,442da39c73a75b8625e26d6a3d110721
955358,HB155,1254,Regular Session 2017,52597,2017-05-04,S,Senate Finance and Taxation General Fund first Substitute Offered,Senate Finance and Taxation General Fund first Substitute Offered,0,https://legiscan.com/AL/amendment/HB155/id/52597,http://alisondb.legislature.state.al.us/ALISON/SearchableInstruments/2017RS/PrintFiles/181375-7.pdf,efc15442ae5181917a8f33d712ffe941
955358,HB155,1254,Regular Session 2017,52598,2017-05-04,S,Senate Holtzclaw Amendment Offered,Senate Holtzclaw Amendment Offered,0,https://legiscan.com/AL/amendment/HB155/id/52598,http://alisondb.legislature.state.al.us/ALISON/SearchableInstruments/2017RS/PrintFiles/186480-1.pdf,154fa47ce4571ee60aeecc9462f244e4
955358,HB155,1254,Regular Session 2017,52599,2017-05-04,S,Senate Williams Amendment Offered,Senate Williams Amendment Offered,0,https://legiscan.com/AL/amendment/HB155/id/52599,http://alisondb.legislature.state.al.us/ALISON/SearchableInstruments/2017RS/PrintFiles/186576-1.pdf,258459f1273937639064689f4d19224e
956356,HB157,1254,Regular Session 2017,52600,2017-03-14,H,House South Amendment Offered,House South Amendment Offered,0,https://legiscan.com/AL/amendment/HB157/id/52600,http://alisondb.legislature.state.al.us/ALISON/SearchableInstruments/2017RS/PrintFiles/183853-1.pdf,86f7f92fa2801728b155f1f33a2b73a5
956356,HB157,1254,Regular Session 2017,52601,2017-05-04,S,Senate Finance and Taxation General Fund Amendment Offered,Senate Finance and Taxation General Fund Amendment Offered,0,https://legiscan.com/AL/amendment/HB157/id/52601,http://alisondb.legislature.state.al.us/ALISON/SearchableInstruments/2017RS/PrintFiles/186143-2.pdf,59bfb4bb585a81673f77c19689fdc104
955672,HB163,1254,Regular Session 2017,52602,2017-02-28,H,House Education Policy Amendment Offered,House Education Policy Amendment Offered,0,https://legiscan.com/AL/amendment/HB163/id/52602,http://alisondb.legislature.state.al.us/ALISON/SearchableInstruments/2017RS/PrintFiles/182366-2.pdf,542a07a4918578c936a17dcc66161d5e
955672,HB163,1254,Regular Session 2017,52603,2017-04-11,S,Senate Education and Youth Affairs Amendment Offered,Senate Education and Youth Affairs Amendment Offered,0,https://legiscan.com/AL/amendment/HB163/id/52603,http://alisondb.legislature.state.al.us/ALISON/SearchableInstruments/2017RS/PrintFiles/183983-2.pdf,f65a1bb57f47d790c8c146abd9936b62
956301,HB170,1254,Regular Session 2017,52604,2017-03-09,H,House Health Amendment #1 Offered,House Health Amendment #1 Offered,0,https://legiscan.com/AL/amendment/HB170/id/52604,http://alisondb.legislature.state.al.us/ALISON/SearchableInstruments/2017RS/PrintFiles/182283-2.pdf,61c8382f923192e10759021b8ae23c5a
956301,HB170,1254,Regular Session 2017,52605,2017-03-09,H,House Health Amendment #2 Offered,House Health Amendment #2 Offered,0,https://legiscan.com/AL/amendment/HB170/id/52605,http://alisondb.legislature.state.al.us/ALISON/SearchableInstruments/2017RS/PrintFiles/182691-2.pdf,ae2c6ca565628ca23e9b08c41a74a11f
956301,HB170,1254,Regular Session 2017,52606,2017-03-09,H,House Beech Amendment Offered,House Beech Amendment Offered,0,https://legiscan.com/AL/amendment/HB170/id/52606,http://alisondb.legislature.state.al.us/ALISON/SearchableInstruments/2017RS/PrintFiles/183270-1.pdf,7ac73b5d8d4e926e9a094383a1386a79
956414,HB173,1254,Regular Session 2017,49771,2017-05-02,H,House Judiciary first Amendment Offered,House Judiciary first Amendment Offered,0,https://legiscan.com/AL/amendment/HB173/id/49771,http://alisondb.legislature.state.al.us/ALISON/SearchableInstruments/2017RS/PrintFiles/186224-1.pdf,2686cf796e793174e1ecaf1d66c51f9d
956414,HB173,1254,Regular Session 2017,49772,2017-05-02,H,House Judiciary second Amendment Offered,House Judiciary second Amendment Offered,0,https://legiscan.com/AL/amendment/HB173/id/49772,http://alisondb.legislature.state.al.us/ALISON/SearchableInstruments/2017RS/PrintFiles/185345-3.pdf,7435cdca2f36c4ca60b9da1431cadf08
956499,HB174,1254,Regular Session 2017,48678,2017-03-09,H,House Health first Amendment Offered,House Health first Amendment Offered,0,https://legiscan.com/AL/amendment/HB174/id/48678,http://alisondb.legislature.state.al.us/ALISON/SearchableInstruments/2017RS/PrintFiles/183537-1.pdf,36406ea4aef3d69cabec571eb5945418
955584,HB176,1254,Regular Session 2017,48688,2017-02-16,H,House Technology and Research first Amendment Offered,House Technology and Research first Amendment Offered,0,https://legiscan.com/AL/amendment/HB176/id/48688,http://alisondb.legislature.state.al.us/ALISON/SearchableInstruments/2017RS/PrintFiles/182438-2.pdf,894bc570ac34a8242a51ef59fb36b62f
955584,HB176,1254,Regular Session 2017,50082,2017-05-02,H,House Sanderford Amendment Offered,House Sanderford Amendment Offered,0,https://legiscan.com/AL/amendment/HB176/id/50082,http://alisondb.legislature.state.al.us/ALISON/SearchableInstruments/2017RS/PrintFiles/185082-1.pdf,b694808133d1cf1fa4b2c9df8fc93e88
