roll_call_id,yea,nay,not_voting,absent,total,Absent,Nay,Not Voting,Yea,parsed_vote_count,reported_total_matches
174239,33,0,0,2,35,2,0,0,33,35,True
174261,23,11,0,1,35,1,11,0,23,35,True
174262,33,0,0,2,35,2,0,0,33,35,True
174269,23,11,0,1,35,1,11,0,23,35,True
174270,23,11,0,1,35,1,11,0,23,35,True
174369,34,1,0,0,35,0,1,0,34,35,True
174370,33,2,0,0,35,0,2,0,33,35,True
174371,35,0,0,0,35,0,0,0,35,35,True
174372,94,0,0,11,105,11,0,0,94,105,True
174373,93,1,1,10,105,10,1,1,93,105,True
174374,93,0,1,11,105,11,0,1,93,105,True
174375,95,0,0,10,105,10,0,0,95,105,True
174376,98,0,1,6,105,6,0,1,98,105,True
174377,98,0,0,7,105,7,0,0,98,105,True
174378,98,0,0,7,105,7,0,0,98,105,True
174379,93,0,1,11,105,11,0,1,93,105,True
174380,98,0,2,5,105,5,0,2,98,105,True
174381,98,0,0,7,105,7,0,0,98,105,True
174382,98,0,1,6,105,6,0,1,98,105,True
174383,99,0,0,6,105,6,0,0,99,105,True
174384,102,0,0,3,105,3,0,0,102,105,True
174385,99,0,0,6,105,6,0,0,99,105,True
174386,99,0,0,6,105,6,0,0,99,105,True
174387,98,0,0,7,105,7,0,0,98,105,True
174388,102,0,0,3,105,3,0,0,102,105,True
174389,31,0,0,4,35,4,0,0,31,35,True
174390,101,0,0,4,105,4,0,0,101,105,True
174391,31,2,0,2,35,2,2,0,31,35,True
174392,92,7,0,6,105,6,7,0,92,105,True
174453,23,0,8,4,35,4,0,8,23,35,True
174454,29,3,1,2,35,2,3,1,29,35,True
174455,95,0,0,10,105,10,0,0,95,105,True
174456,31,51,5,18,105,18,51,5,31,105,True
174457,55,29,6,15,105,15,29,6,55,105,True
174458,74,15,2,14,105,14,15,2,74,105,True
174459,68,9,5,23,105,23,9,5,68,105,True
174460,66,25,6,8,105,8,25,6,66,105,True
174461,31,0,0,4,35,4,0,0,31,35,True
174462,95,1,2,7,105,7,1,2,95,105,True
174463,29,0,2,4,35,4,0,2,29,35,True
174464,72,20,5,8,105,8,20,5,72,105,True
174483,11,23,0,1,35,1,23,0,11,35,True
174484,22,12,0,1,35,1,12,0,22,35,True
174485,22,12,0,1,35,1,12,0,22,35,True
174486,22,12,0,1,35,1,12,0,22,35,True
174487,52,43,0,10,105,10,43,0,52,105,True
174488,54,42,0,9,105,9,42,0,54,105,True
174489,51,44,0,10,105,10,44,0,51,105,True
174490,84,14,1,6,105,6,14,1,84,105,True
174491,53,44,0,8,105,8,44,0,53,105,True
174492,51,43,1,10,105,10,43,1,51,105,True
174493,55,44,1,5,105,5,44,1,55,105,True
174494,39,58,0,8,105,8,58,0,39,105,True
174495,60,39,0,6,105,6,39,0,60,105,True
174496,96,1,0,8,105,8,1,0,96,105,True
174497,55,40,0,10,105,10,40,0,55,105,True
174498,58,42,0,5,105,5,42,0,58,105,True
174499,59,35,0,11,105,11,35,0,59,105,True
174500,56,40,0,9,105,9,40,0,56,105,True
174501,58,40,0,7,105,7,40,0,58,105,True
174502,59,38,0,8,105,8,38,0,59,105,True
174503,60,37,0,8,105,8,37,0,60,105,True
174504,60,40,0,5,105,5,40,0,60,105,True
174505,58,41,0,6,105,6,41,0,58,105,True
174506,62,39,0,4,105,4,39,0,62,105,True
174507,52,49,0,4,105,4,49,0,52,105,True
174508,22,12,0,1,35,1,12,0,22,35,True
174512,34,0,0,1,35,1,0,0,34,35,True
174513,35,0,0,0,35,0,0,0,35,35,True
174514,98,0,0,7,105,7,0,0,98,105,True
174515,99,0,0,6,105,6,0,0,99,105,True
174516,59,36,0,10,105,10,36,0,59,105,True
174517,99,0,0,6,105,6,0,0,99,105,True
174518,32,0,0,3,35,3,0,0,32,35,True
174519,94,0,1,10,105,10,0,1,94,105,True
174520,32,0,0,3,35,3,0,0,32,35,True
174521,99,0,0,6,105,6,0,0,99,105,True
175012,97,0,0,8,105,8,0,0,97,105,True
175013,104,0,0,1,105,1,0,0,104,105,True
175014,75,0,0,30,105,30,0,0,75,105,True
175015,32,0,0,3,35,3,0,0,32,35,True
175016,32,0,0,3,35,3,0,0,32,35,True
175017,33,0,0,2,35,2,0,0,33,35,True
175018,34,0,0,1,35,1,0,0,34,35,True
175019,102,0,0,3,105,3,0,0,102,105,True
175022,104,0,0,1,105,1,0,0,104,105,True
175023,85,0,0,20,105,20,0,0,85,105,True
175024,32,0,0,3,35,3,0,0,32,35,True
175029,98,0,0,7,105,7,0,0,98,105,True
175030,99,0,3,3,105,3,0,3,99,105,True
175031,102,0,0,3,105,3,0,0,102,105,True
175032,64,16,0,25,105,25,16,0,64,105,True
175033,88,0,0,17,105,17,0,0,88,105,True
175034,61,33,0,11,105,11,33,0,61,105,True
175035,101,0,0,4,105,4,0,0,101,105,True
175036,43,49,0,13,105,13,49,0,43,105,True
175037,57,39,0,9,105,9,39,0,57,105,True
175038,99,0,0,6,105,6,0,0,99,105,True
175039,91,5,0,9,105,9,5,0,91,105,True
175040,102,0,0,3,105,3,0,0,102,105,True
175041,99,0,0,6,105,6,0,0,99,105,True
175042,104,0,0,1,105,1,0,0,104,105,True
175043,89,0,0,16,105,16,0,0,89,105,True
175044,20,12,0,3,35,3,12,0,20,35,True
175045,31,0,0,4,35,4,0,0,31,35,True
175046,32,0,0,3,35,3,0,0,32,35,True
175047,32,0,0,3,35,3,0,0,32,35,True
175048,33,0,0,2,35,2,0,0,33,35,True
175049,33,0,0,2,35,2,0,0,33,35,True
175050,33,0,0,2,35,2,0,0,33,35,True
175051,34,0,0,1,35,1,0,0,34,35,True
175052,82,0,0,23,105,23,0,0,82,105,True
175053,28,2,0,5,35,5,2,0,28,35,True
175054,102,0,0,3,105,3,0,0,102,105,True
175055,32,0,0,3,35,3,0,0,32,35,True
105935,27,0,0,8,35,8,0,0,27,35,True
105939,30,0,0,5,35,5,0,0,30,35,True
105956,28,0,0,7,35,7,0,0,28,35,True
105968,32,0,0,3,35,3,0,0,32,35,True
105988,31,0,0,4,35,4,0,0,31,35,True
105997,24,0,0,11,35,11,0,0,24,35,True
106003,21,0,2,12,35,12,0,2,21,35,True
106026,20,10,0,5,35,5,10,0,20,35,True
106044,18,0,0,17,35,17,0,0,18,35,True
106045,18,0,0,17,35,17,0,0,18,35,True
106079,15,2,0,18,35,18,2,0,15,35,True
106080,18,13,0,4,35,4,13,0,18,35,True
106147,17,14,1,3,35,3,14,1,17,35,True
106175,21,0,0,14,35,14,0,0,21,35,True
106194,35,0,0,0,35,0,0,0,35,35,True
106221,27,0,1,7,35,7,0,1,27,35,True
106268,20,13,0,2,35,2,13,0,20,35,True
106302,19,16,0,0,35,0,16,0,19,35,True
106311,28,0,2,5,35,5,0,2,28,35,True
106373,28,2,0,5,35,5,2,0,28,35,True
106387,25,0,0,10,35,10,0,0,25,35,True
106412,23,0,1,11,35,11,0,1,23,35,True
106444,32,0,0,3,35,3,0,0,32,35,True
106475,29,0,1,5,35,5,0,1,29,35,True
106491,12,1,0,22,35,22,1,0,12,35,True
106492,27,1,0,7,35,7,1,0,27,35,True
106517,31,0,0,4,35,4,0,0,31,35,True
106541,21,3,1,10,35,10,3,1,21,35,True
106552,30,0,0,5,35,5,0,0,30,35,True
106688,29,1,0,5,35,5,1,0,29,35,True
106705,20,12,0,3,35,3,12,0,20,35,True
106721,30,0,0,5,35,5,0,0,30,35,True
106756,32,0,0,3,35,3,0,0,32,35,True
109220,29,22,0,52,103,52,22,0,29,103,True
109435,18,10,0,7,35,7,10,0,18,35,True
109436,42,32,1,28,103,28,32,1,42,103,True
109437,22,10,0,3,35,3,10,0,22,35,True
109438,53,25,2,23,103,23,25,2,53,103,True
109453,20,11,0,4,35,4,11,0,20,35,True
109454,72,17,1,13,103,13,17,1,72,103,True
109644,28,0,0,7,35,7,0,0,28,35,True
109736,25,0,4,6,35,6,0,4,25,35,True
109737,46,0,35,22,103,22,0,35,46,103,True
109801,25,0,4,6,35,6,0,4,25,35,True
109802,42,0,46,15,103,15,0,46,42,103,True
109868,25,0,4,6,35,6,0,4,25,35,True
109869,29,0,46,28,103,28,0,46,29,103,True
109891,28,0,0,7,35,7,0,0,28,35,True
109892,26,0,1,8,35,8,0,1,26,35,True
109893,42,0,39,22,103,22,0,39,42,103,True
109919,20,0,2,13,35,13,0,2,20,35,True
109920,20,0,2,13,35,13,0,2,20,35,True
109921,21,0,2,12,35,12,0,2,21,35,True
109922,66,0,12,25,103,25,0,12,66,103,True
109923,68,0,9,26,103,26,0,9,68,103,True
109924,26,0,2,7,35,7,0,2,26,35,True
109941,32,0,0,3,35,3,0,0,32,35,True
109942,32,0,0,3,35,3,0,0,32,35,True
109984,21,0,2,12,35,12,0,2,21,35,True
109985,52,0,12,39,103,39,0,12,52,103,True
110059,31,0,0,4,35,4,0,0,31,35,True
110060,31,0,0,4,35,4,0,0,31,35,True
110061,54,0,27,22,103,22,0,27,54,103,True
110216,21,2,0,12,35,12,2,0,21,35,True
110217,22,2,0,11,35,11,2,0,22,35,True
110218,67,14,3,19,103,19,14,3,67,103,True
110219,69,20,2,12,103,12,20,2,69,103,True
110220,17,15,0,3,35,3,15,0,17,35,True
110319,22,0,0,13,35,13,0,0,22,35,True
110366,19,6,0,10,35,10,6,0,19,35,True
110367,20,5,0,10,35,10,5,0,20,35,True
110368,95,0,0,8,103,8,0,0,95,103,True
110495,25,1,4,5,35,5,1,4,25,35,True
110544,25,0,4,6,35,6,0,4,25,35,True
110545,39,0,11,53,103,53,0,11,39,103,True
110546,48,0,12,43,103,43,0,12,48,103,True
110591,22,0,2,11,35,11,0,2,22,35,True
110592,40,0,35,28,103,28,0,35,40,103,True
110716,21,0,2,12,35,12,0,2,21,35,True
110717,35,0,47,21,103,21,0,47,35,103,True
110741,21,0,2,12,35,12,0,2,21,35,True
110764,21,0,2,12,35,12,0,2,21,35,True
110765,21,0,2,12,35,12,0,2,21,35,True
110767,21,0,2,12,35,12,0,2,21,35,True
110768,22,0,2,11,35,11,0,2,22,35,True
110769,47,0,40,16,103,16,0,40,47,103,True
110797,20,0,3,12,35,12,0,3,20,35,True
110798,43,1,44,15,103,15,1,44,43,103,True
110799,41,0,50,12,103,12,0,50,41,103,True
110800,21,0,4,10,35,10,0,4,21,35,True
111021,21,0,0,14,35,14,0,0,21,35,True
111022,21,0,0,14,35,14,0,0,21,35,True
111034,23,0,2,10,35,10,0,2,23,35,True
111035,39,0,27,37,103,37,0,27,39,103,True
111074,19,3,0,13,35,13,3,0,19,35,True
111397,26,0,0,9,35,9,0,0,26,35,True
111398,18,3,0,14,35,14,3,0,18,35,True
111399,100,0,1,2,103,2,0,1,100,103,True
111400,99,0,0,4,103,4,0,0,99,103,True
111401,22,0,4,9,35,9,0,4,22,35,True
111463,22,1,2,10,35,10,1,2,22,35,True
111464,59,0,11,33,103,33,0,11,59,103,True
111465,58,0,14,31,103,31,0,14,58,103,True
111565,27,0,0,8,35,8,0,0,27,35,True
111640,22,2,0,11,35,11,2,0,22,35,True
111641,22,2,0,11,35,11,2,0,22,35,True
111745,24,0,0,11,35,11,0,0,24,35,True
111771,26,0,0,9,35,9,0,0,26,35,True
111772,26,0,0,9,35,9,0,0,26,35,True
111773,27,0,0,8,35,8,0,0,27,35,True
111774,96,0,1,6,103,6,0,1,96,103,True
111775,96,1,0,6,103,6,1,0,96,103,True
111776,26,0,2,7,35,7,0,2,26,35,True
111843,20,0,2,13,35,13,0,2,20,35,True
111846,50,0,29,24,103,24,0,29,50,103,True
111957,24,0,1,10,35,10,0,1,24,35,True
111958,24,0,1,10,35,10,0,1,24,35,True
111959,32,0,47,24,103,24,0,47,32,103,True
111960,34,0,46,23,103,23,0,46,34,103,True
111961,21,0,4,10,35,10,0,4,21,35,True
112037,31,0,0,4,35,4,0,0,31,35,True
112038,31,0,0,4,35,4,0,0,31,35,True
112061,24,0,0,11,35,11,0,0,24,35,True
112062,25,0,0,10,35,10,0,0,25,35,True
112063,25,0,0,10,35,10,0,0,25,35,True
112095,22,0,0,13,35,13,0,0,22,35,True
112200,21,0,0,14,35,14,0,0,21,35,True
112201,21,0,0,14,35,14,0,0,21,35,True
112202,86,0,1,16,103,16,0,1,86,103,True
112240,21,0,0,14,35,14,0,0,21,35,True
112349,22,0,1,12,35,12,0,1,22,35,True
112350,32,0,39,32,103,32,0,39,32,103,True
112402,21,0,2,12,35,12,0,2,21,35,True
112403,38,1,41,23,103,23,1,41,38,103,True
112482,24,0,1,10,35,10,0,1,24,35,True
112484,24,0,1,10,35,10,0,1,24,35,True
112486,22,0,1,12,35,12,0,1,22,35,True
112487,23,0,0,12,35,12,0,0,23,35,True
112489,23,0,0,12,35,12,0,0,23,35,True
112491,82,0,6,15,103,15,0,6,82,103,True
112573,23,0,2,10,35,10,0,2,23,35,True
112587,27,0,0,8,35,8,0,0,27,35,True
112646,26,0,0,9,35,9,0,0,26,35,True
112647,26,0,0,9,35,9,0,0,26,35,True
112648,25,0,1,9,35,9,0,1,25,35,True
112800,28,0,0,7,35,7,0,0,28,35,True
112801,28,0,0,7,35,7,0,0,28,35,True
112802,100,0,0,3,103,3,0,0,100,103,True
112803,96,0,0,7,103,7,0,0,96,103,True
112804,93,0,0,10,103,10,0,0,93,103,True
112805,89,0,2,12,103,12,0,2,89,103,True
112806,81,16,2,4,103,4,16,2,81,103,True
112807,19,0,0,16,35,16,0,0,19,35,True
112828,27,0,3,5,35,5,0,3,27,35,True
112929,18,0,1,16,35,16,0,1,18,35,True
112930,36,0,51,16,103,16,0,51,36,103,True
113086,22,0,1,12,35,12,0,1,22,35,True
113087,37,0,49,17,103,17,0,49,37,103,True
113163,33,0,0,2,35,2,0,0,33,35,True
113260,27,0,0,8,35,8,0,0,27,35,True
113282,28,0,2,5,35,5,0,2,28,35,True
113283,93,0,1,9,103,9,0,1,93,103,True
113284,97,0,1,5,103,5,0,1,97,103,True
113285,21,0,4,10,35,10,0,4,21,35,True
113325,30,0,0,5,35,5,0,0,30,35,True
113379,25,0,3,7,35,7,0,3,25,35,True
113380,23,2,3,7,35,7,2,3,23,35,True
113410,33,0,0,2,35,2,0,0,33,35,True
113411,93,0,1,9,103,9,0,1,93,103,True
113449,20,0,7,8,35,8,0,7,20,35,True
113450,71,0,12,20,103,20,0,12,71,103,True
113470,24,0,0,11,35,11,0,0,24,35,True
113471,24,0,0,11,35,11,0,0,24,35,True
113472,24,0,0,11,35,11,0,0,24,35,True
113473,98,0,0,5,103,5,0,0,98,103,True
113474,87,0,1,15,103,15,0,1,87,103,True
113475,92,0,1,10,103,10,0,1,92,103,True
113476,26,0,0,9,35,9,0,0,26,35,True
113619,21,0,2,12,35,12,0,2,21,35,True
113620,52,0,20,31,103,31,0,20,52,103,True
113646,23,0,0,12,35,12,0,0,23,35,True
113912,21,0,6,8,35,8,0,6,21,35,True
113913,60,0,29,14,103,14,0,29,60,103,True
113934,23,0,2,10,35,10,0,2,23,35,True
113935,56,0,15,33,104,33,0,15,56,104,True
113936,70,0,9,24,103,24,0,9,70,103,True
113954,23,0,2,10,35,10,0,2,23,35,True
113955,82,0,7,14,103,14,0,7,82,103,True
114000,23,0,2,10,35,10,0,2,23,35,True
114001,67,0,16,20,103,20,0,16,67,103,True
114067,28,0,0,7,35,7,0,0,28,35,True
114068,28,0,0,7,35,7,0,0,28,35,True
114260,31,0,0,4,35,4,0,0,31,35,True
114261,31,0,0,4,35,4,0,0,31,35,True
114262,30,1,1,3,35,3,1,1,30,35,True
114318,25,0,0,10,35,10,0,0,25,35,True
114319,25,0,0,10,35,10,0,0,25,35,True
114320,25,0,0,10,35,10,0,0,25,35,True
114321,25,0,0,10,35,10,0,0,25,35,True
114322,32,0,0,3,35,3,0,0,32,35,True
114323,30,1,1,3,35,3,1,1,30,35,True
114493,27,0,3,5,35,5,0,3,27,35,True
114569,24,0,4,7,35,7,0,4,24,35,True
114596,28,0,0,7,35,7,0,0,28,35,True
114597,28,0,0,7,35,7,0,0,28,35,True
114598,28,0,0,7,35,7,0,0,28,35,True
114642,30,0,0,5,35,5,0,0,30,35,True
114643,99,0,0,4,103,4,0,0,99,103,True
114644,25,0,2,8,35,8,0,2,25,35,True
114645,64,1,6,32,103,32,1,6,64,103,True
114646,60,15,3,25,103,25,15,3,60,103,True
114647,18,5,0,12,35,12,5,0,18,35,True
114801,27,0,3,5,35,5,0,3,27,35,True
114832,32,0,0,3,35,3,0,0,32,35,True
114833,32,0,0,3,35,3,0,0,32,35,True
114864,29,0,0,6,35,6,0,0,29,35,True
114865,29,0,0,6,35,6,0,0,29,35,True
114884,28,0,0,7,35,7,0,0,28,35,True
114885,28,0,0,7,35,7,0,0,28,35,True
114961,33,0,0,2,35,2,0,0,33,35,True
114984,31,0,0,4,35,4,0,0,31,35,True
114985,31,0,0,4,35,4,0,0,31,35,True
114986,75,0,2,26,103,26,0,2,75,103,True
115053,27,0,0,8,35,8,0,0,27,35,True
115054,102,0,0,1,103,1,0,0,102,103,True
115146,21,13,0,1,35,1,13,0,21,35,True
115147,21,12,0,2,35,2,12,0,21,35,True
115148,21,13,0,1,35,1,13,0,21,35,True
115221,25,0,1,9,35,9,0,1,25,35,True
115226,27,0,3,5,35,5,0,3,27,35,True
115253,26,0,1,8,35,8,0,1,26,35,True
115254,56,0,26,21,103,21,0,26,56,103,True
115360,29,0,0,6,35,6,0,0,29,35,True
115504,27,0,1,7,35,7,0,1,27,35,True
115505,27,0,1,7,35,7,0,1,27,35,True
115599,31,0,0,4,35,4,0,0,31,35,True
115601,96,0,0,7,103,7,0,0,96,103,True
115660,15,11,0,9,35,9,11,0,15,35,True
115661,26,2,0,7,35,7,2,0,26,35,True
115886,30,0,0,5,35,5,0,0,30,35,True
115887,86,0,4,13,103,13,0,4,86,103,True
115916,29,0,0,6,35,6,0,0,29,35,True
115917,29,0,0,6,35,6,0,0,29,35,True
115918,103,0,0,0,103,0,0,0,103,103,True
115927,27,0,3,5,35,5,0,3,27,35,True
115928,36,1,42,24,103,24,1,42,36,103,True
116028,31,0,0,4,35,4,0,0,31,35,True
116029,97,0,2,4,103,4,0,2,97,103,True
116078,24,0,0,11,35,11,0,0,24,35,True
116079,24,0,0,11,35,11,0,0,24,35,True
116081,22,35,1,45,103,45,35,1,22,103,True
116083,34,36,2,31,103,31,36,2,34,103,True
116084,40,40,0,23,103,23,40,0,40,103,True
116158,28,0,0,7,35,7,0,0,28,35,True
116159,28,0,0,7,35,7,0,0,28,35,True
116160,65,2,14,22,103,22,2,14,65,103,True
116207,27,0,0,8,35,8,0,0,27,35,True
116208,27,0,0,8,35,8,0,0,27,35,True
116228,26,0,1,8,35,8,0,1,26,35,True
116229,26,0,1,8,35,8,0,1,26,35,True
116230,62,0,5,36,103,36,0,5,62,103,True
116321,26,0,4,5,35,5,0,4,26,35,True
116322,38,0,45,20,103,20,0,45,38,103,True
116415,24,1,0,10,35,10,1,0,24,35,True
116447,20,3,0,12,35,12,3,0,20,35,True
116449,13,7,1,14,35,14,7,1,13,35,True
116460,27,0,1,7,35,7,0,1,27,35,True
116462,97,0,0,6,103,6,0,0,97,103,True
116488,20,0,0,15,35,15,0,0,20,35,True
116489,20,0,0,15,35,15,0,0,20,35,True
116490,20,0,0,15,35,15,0,0,20,35,True
116491,19,2,0,14,35,14,2,0,19,35,True
116492,88,6,1,8,103,8,6,1,88,103,True
116513,20,5,0,10,35,10,5,0,20,35,True
116514,20,5,0,10,35,10,5,0,20,35,True
116515,20,5,0,10,35,10,5,0,20,35,True
116516,67,17,1,18,103,18,17,1,67,103,True
116621,27,0,0,8,35,8,0,0,27,35,True
116623,90,0,0,13,103,13,0,0,90,103,True
116626,97,0,0,6,103,6,0,0,97,103,True
116627,30,0,0,5,35,5,0,0,30,35,True
116649,30,0,0,5,35,5,0,0,30,35,True
116730,31,0,0,4,35,4,0,0,31,35,True
116759,34,0,0,1,35,1,0,0,34,35,True
116792,31,0,0,4,35,4,0,0,31,35,True
116794,31,0,0,4,35,4,0,0,31,35,True
116797,32,0,0,3,35,3,0,0,32,35,True
116799,99,0,0,4,103,4,0,0,99,103,True
116800,100,0,0,3,103,3,0,0,100,103,True
116801,27,0,0,8,35,8,0,0,27,35,True
116951,16,6,4,9,35,9,6,4,16,35,True
116952,58,30,6,9,103,9,30,6,58,103,True
116953,25,0,2,8,35,8,0,2,25,35,True
116954,81,5,3,14,103,14,5,3,81,103,True
116980,27,0,0,8,35,8,0,0,27,35,True
116993,34,0,1,0,35,0,0,1,34,35,True
117046,29,0,0,6,35,6,0,0,29,35,True
117047,92,5,2,4,103,4,5,2,92,103,True
117098,32,0,1,2,35,2,0,1,32,35,True
117099,33,0,0,2,35,2,0,0,33,35,True
117158,25,0,0,10,35,10,0,0,25,35,True
117159,77,5,1,20,103,20,5,1,77,103,True
117160,94,2,0,7,103,7,2,0,94,103,True
117180,32,0,0,3,35,3,0,0,32,35,True
117181,32,0,0,3,35,3,0,0,32,35,True
117182,32,0,1,2,35,2,0,1,32,35,True
117183,32,0,1,2,35,2,0,1,32,35,True
117184,96,0,0,7,103,7,0,0,96,103,True
117185,99,0,0,4,103,4,0,0,99,103,True
117186,28,0,0,7,35,7,0,0,28,35,True
117270,13,16,0,6,35,6,16,0,13,35,True
117272,13,14,0,8,35,8,14,0,13,35,True
117342,24,5,0,6,35,6,5,0,24,35,True
117343,96,0,0,7,103,7,0,0,96,103,True
117393,58,32,2,12,104,12,32,2,58,104,True
117394,22,1,2,10,35,10,1,2,22,35,True
117395,22,2,2,9,35,9,2,2,22,35,True
117396,84,0,4,15,103,15,0,4,84,103,True
117419,16,12,1,6,35,6,12,1,16,35,True
117456,32,0,0,3,35,3,0,0,32,35,True
117458,97,0,0,6,103,6,0,0,97,103,True
117498,22,0,0,13,35,13,0,0,22,35,True
117543,27,1,0,7,35,7,1,0,27,35,True
129128,98,0,0,5,103,5,0,0,98,103,True
129129,58,0,0,45,103,45,0,0,58,103,True
129150,51,0,29,23,103,23,0,29,51,103,True
129151,23,0,2,10,35,10,0,2,23,35,True
129171,53,0,19,31,103,31,0,19,53,103,True
129172,22,0,2,11,35,11,0,2,22,35,True
129378,96,0,0,7,103,7,0,0,96,103,True
129379,96,0,1,6,103,6,0,1,96,103,True
129455,97,0,0,6,103,6,0,0,97,103,True
129456,101,0,0,2,103,2,0,0,101,103,True
129457,31,0,0,4,35,4,0,0,31,35,True
129528,38,1,33,31,103,31,1,33,38,103,True
129529,23,0,1,11,35,11,0,1,23,35,True
129530,25,0,1,9,35,9,0,1,25,35,True
129531,52,0,30,21,103,21,0,30,52,103,True
129532,83,0,16,5,104,5,0,16,83,104,True
129533,26,0,1,8,35,8,0,1,26,35,True
129644,91,0,0,12,103,12,0,0,91,103,True
129645,22,0,0,13,35,13,0,0,22,35,True
129727,101,0,0,2,103,2,0,0,101,103,True
129728,32,0,0,3,35,3,0,0,32,35,True
129788,54,0,26,23,103,23,0,26,54,103,True
129789,21,0,7,7,35,7,0,7,21,35,True
129807,18,0,61,24,103,24,0,61,18,103,True
129808,26,0,3,6,35,6,0,3,26,35,True
129825,55,0,30,18,103,18,0,30,55,103,True
129826,26,0,1,8,35,8,0,1,26,35,True
129881,91,0,3,9,103,9,0,3,91,103,True
129882,28,0,0,7,35,7,0,0,28,35,True
129925,97,0,1,5,103,5,0,1,97,103,True
129926,46,0,1,56,103,56,0,1,46,103,True
129927,25,0,1,9,35,9,0,1,25,35,True
129928,25,0,1,9,35,9,0,1,25,35,True
129929,74,0,3,26,103,26,0,3,74,103,True
129971,89,1,0,13,103,13,1,0,89,103,True
129972,24,1,1,9,35,9,1,1,24,35,True
129973,27,0,0,8,35,8,0,0,27,35,True
129974,90,1,0,12,103,12,1,0,90,103,True
130019,91,0,0,13,104,13,0,0,91,104,True
130036,64,0,19,21,104,21,0,19,64,104,True
130038,24,0,2,9,35,9,0,2,24,35,True
130040,23,0,2,10,35,10,0,2,23,35,True
130042,51,0,29,23,103,23,0,29,51,103,True
130095,98,0,0,5,103,5,0,0,98,103,True
130096,27,0,0,8,35,8,0,0,27,35,True
130144,102,0,0,1,103,1,0,0,102,103,True
130145,103,0,0,0,103,0,0,0,103,103,True
130146,33,0,0,2,35,2,0,0,33,35,True
130147,33,0,0,2,35,2,0,0,33,35,True
130148,89,0,3,11,103,11,0,3,89,103,True
130160,88,0,0,15,103,15,0,0,88,103,True
130224,99,0,0,4,103,4,0,0,99,103,True
130225,95,0,0,8,103,8,0,0,95,103,True
130226,33,0,0,2,35,2,0,0,33,35,True
130239,100,0,1,2,103,2,0,1,100,103,True
130240,28,0,0,7,35,7,0,0,28,35,True
130261,99,0,0,4,103,4,0,0,99,103,True
130262,19,6,0,10,35,10,6,0,19,35,True
130277,50,30,3,20,103,20,30,3,50,103,True
130278,42,32,7,22,103,22,32,7,42,103,True
130290,75,4,0,24,103,24,4,0,75,103,True
130291,60,27,1,15,103,15,27,1,60,103,True
130407,52,0,25,26,103,26,0,25,52,103,True
130445,102,0,0,2,104,2,0,0,102,104,True
130446,101,0,0,3,104,3,0,0,101,104,True
130519,95,0,1,7,103,7,0,1,95,103,True
130520,97,0,1,5,103,5,0,1,97,103,True
130570,96,0,2,6,104,6,0,2,96,104,True
130636,91,0,0,12,103,12,0,0,91,103,True
130637,97,0,0,6,103,6,0,0,97,103,True
130638,27,0,0,8,35,8,0,0,27,35,True
130683,96,0,0,7,103,7,0,0,96,103,True
130684,100,0,0,3,103,3,0,0,100,103,True
130685,66,0,0,37,103,37,0,0,66,103,True
130686,32,0,0,3,35,3,0,0,32,35,True
130687,32,0,0,3,35,3,0,0,32,35,True
130688,78,0,4,21,103,21,0,4,78,103,True
130724,94,0,0,10,104,10,0,0,94,104,True
130725,95,0,0,9,104,9,0,0,95,104,True
130726,28,0,0,7,35,7,0,0,28,35,True
130727,28,0,0,7,35,7,0,0,28,35,True
130728,28,0,0,7,35,7,0,0,28,35,True
130729,65,0,3,35,103,35,0,3,65,103,True
130763,97,0,0,7,104,7,0,0,97,104,True
130764,97,0,0,7,104,7,0,0,97,104,True
130765,32,0,0,3,35,3,0,0,32,35,True
130802,92,0,1,10,103,10,0,1,92,103,True
130803,92,0,3,8,103,8,0,3,92,103,True
130804,61,0,5,37,103,37,0,5,61,103,True
130855,49,4,15,35,103,35,4,15,49,103,True
130856,75,0,17,11,103,11,0,17,75,103,True
130890,41,0,42,21,104,21,0,42,41,104,True
130891,22,0,2,11,35,11,0,2,22,35,True
130924,63,0,18,22,103,22,0,18,63,103,True
130925,22,0,2,11,35,11,0,2,22,35,True
131033,101,0,0,3,104,3,0,0,101,104,True
131034,79,0,1,24,104,24,0,1,79,104,True
131035,28,0,0,7,35,7,0,0,28,35,True
131058,95,0,0,8,103,8,0,0,95,103,True
131059,94,0,0,9,103,9,0,0,94,103,True
131060,28,0,0,7,35,7,0,0,28,35,True
131086,95,0,1,7,103,7,0,1,95,103,True
131175,93,0,0,10,103,10,0,0,93,103,True
131176,94,0,0,9,103,9,0,0,94,103,True
131177,58,0,0,45,103,45,0,0,58,103,True
131178,34,0,0,1,35,1,0,0,34,35,True
131208,83,0,0,21,104,21,0,0,83,104,True
131209,22,0,0,13,35,13,0,0,22,35,True
131229,81,1,5,17,104,17,1,5,81,104,True
131230,32,0,0,3,35,3,0,0,32,35,True
131332,95,0,0,8,103,8,0,0,95,103,True
131333,101,0,0,2,103,2,0,0,101,103,True
131334,31,0,1,3,35,3,0,1,31,35,True
131354,94,0,0,9,103,9,0,0,94,103,True
131355,98,0,0,5,103,5,0,0,98,103,True
131356,97,0,0,6,103,6,0,0,97,103,True
131430,94,0,0,9,103,9,0,0,94,103,True
131431,24,0,2,9,35,9,0,2,24,35,True
131546,96,0,0,7,103,7,0,0,96,103,True
