session_year,people_id,name,party,role,district_legiscan,year,years_before_election,person_id,canonical_candidate_id,canonical_name,canonical_party,chamber,district_candidate,match_status,source_archive
2011,3430,Randy Wood,R,Rep,HD-036,2014.0,3.0,ALPERSON-RANDY-WOOD,AL-2014-house-36-R-RANDY-WOOD,Randy Wood,R,house,36.0,exact_name_candidate,AL_2011-2011_Regular_Session_JSON_20110609_8630dd6dd02598534d1c350c45095228.zip
2011,3430,Randy Wood,R,Rep,HD-036,2018.0,7.0,ALPERSON-RANDY-WOOD,AL-2018-house-36-R-RANDY-WOOD,Randy Wood                            ,R,house,36.0,exact_name_candidate,AL_2011-2011_Regular_Session_JSON_20110609_8630dd6dd02598534d1c350c45095228.zip
2011,3432,Steve Clouse,R,Rep,HD-093,2014.0,3.0,ALPERSON-STEVE-CLOUSE,AL-2014-house-93-R-STEVE-CLOUSE,Steve Clouse,R,house,93.0,exact_name_candidate,AL_2011-2011_Regular_Session_JSON_20110609_8630dd6dd02598534d1c350c45095228.zip
2011,3432,Steve Clouse,R,Rep,HD-093,2018.0,7.0,ALPERSON-STEVE-CLOUSE,AL-2018-house-93-R-STEVE-CLOUSE,Steve Clouse                          ,R,house,93.0,exact_name_candidate,AL_2011-2011_Regular_Session_JSON_20110609_8630dd6dd02598534d1c350c45095228.zip
2011,3434,Harry Bridges,R,Rep,HD-038,,,,,,,,,unmatched_or_out_of_window,AL_2011-2011_Regular_Session_JSON_20110609_8630dd6dd02598534d1c350c45095228.zip
2011,3435,Howard Sanderford,R,Rep,HD-020,2014.0,3.0,ALPERSON-HOWARD-SANDERFORD,AL-2014-house-20-R-HOWARD-SANDERFORD,Howard Sanderford,R,house,20.0,exact_name_candidate,AL_2011-2011_Regular_Session_JSON_20110609_8630dd6dd02598534d1c350c45095228.zip
2011,3435,Howard Sanderford,R,Rep,HD-020,2018.0,7.0,ALPERSON-HOWARD-SANDERFORD,AL-2018-house-20-R-HOWARD-SANDERFORD,Howard Sanderford                     ,R,house,20.0,exact_name_candidate,AL_2011-2011_Regular_Session_JSON_20110609_8630dd6dd02598534d1c350c45095228.zip
2011,3437,Phil Williams,R,Rep,HD-006,2014.0,3.0,ALPERSON-PHIL-WILLIAMS,AL-2014-house-6-R-PHIL-WILLIAMS,Phil Williams,R,house,6.0,exact_name_candidate,AL_2011-2011_Regular_Session_JSON_20110609_8630dd6dd02598534d1c350c45095228.zip
2011,3437,Phil Williams,R,Rep,HD-006,2014.0,3.0,ALPERSON-PHIL-WILLIAMS,AL-2014-senate-10-R-PHIL-WILLIAMS,Phil Williams,R,senate,10.0,exact_name_candidate,AL_2011-2011_Regular_Session_JSON_20110609_8630dd6dd02598534d1c350c45095228.zip
2011,3438,Micky Hammon,R,Rep,HD-004,2014.0,3.0,ALPERSON-MICKY-HAMMON,AL-2014-house-4-R-MICKY-HAMMON,Micky Hammon,R,house,4.0,exact_name_candidate,AL_2011-2011_Regular_Session_JSON_20110609_8630dd6dd02598534d1c350c45095228.zip
2011,3439,Gregory Wren,R,Rep,HD-075,,,,,,,,,unmatched_or_out_of_window,AL_2011-2011_Regular_Session_JSON_20110609_8630dd6dd02598534d1c350c45095228.zip
2011,3442,Alvin Holmes,D,Rep,HD-078,2014.0,3.0,ALPERSON-ALVIN-HOLMES,AL-2014-house-78-D-ALVIN-HOLMES,Alvin Holmes,D,house,78.0,exact_name_candidate,AL_2011-2011_Regular_Session_JSON_20110609_8630dd6dd02598534d1c350c45095228.zip
2011,3445,Allen Treadaway,R,Rep,HD-051,2014.0,3.0,ALPERSON-ALLEN-TREADAWAY,AL-2014-house-51-R-ALLEN-TREADAWAY,Allen Treadaway,R,house,51.0,exact_name_candidate,AL_2011-2011_Regular_Session_JSON_20110609_8630dd6dd02598534d1c350c45095228.zip
2011,3445,Allen Treadaway,R,Rep,HD-051,2018.0,7.0,ALPERSON-ALLEN-TREADAWAY,AL-2018-house-51-R-ALLEN-TREADAWAY,Allen Treadaway                       ,R,house,51.0,exact_name_candidate,AL_2011-2011_Regular_Session_JSON_20110609_8630dd6dd02598534d1c350c45095228.zip
2011,3449,Ronald Johnson,R,Rep,HD-033,,,,,,,,,unmatched_or_out_of_window,AL_2011-2011_Regular_Session_JSON_20110609_8630dd6dd02598534d1c350c45095228.zip
2011,3450,Alan Boothe,R,Rep,HD-089,,,,,,,,,unmatched_or_out_of_window,AL_2011-2011_Regular_Session_JSON_20110609_8630dd6dd02598534d1c350c45095228.zip
2011,3453,Mary McClurkin,R,Rep,HD-043,,,,,,,,,unmatched_or_out_of_window,AL_2011-2011_Regular_Session_JSON_20110609_8630dd6dd02598534d1c350c45095228.zip
2011,3454,John Rogers,D,Rep,HD-052,,,,,,,,,unmatched_or_out_of_window,AL_2011-2011_Regular_Session_JSON_20110609_8630dd6dd02598534d1c350c45095228.zip
2011,3455,Elaine Beech,D,Rep,HD-065,2014.0,3.0,ALPERSON-ELAINE-BEECH,AL-2014-house-65-D-ELAINE-BEECH,Elaine Beech,D,house,65.0,exact_name_candidate,AL_2011-2011_Regular_Session_JSON_20110609_8630dd6dd02598534d1c350c45095228.zip
2011,3455,Elaine Beech,D,Rep,HD-065,2018.0,7.0,ALPERSON-ELAINE-BEECH,AL-2018-house-65-D-ELAINE-BEECH,Elaine Beech                          ,D,house,65.0,exact_name_candidate,AL_2011-2011_Regular_Session_JSON_20110609_8630dd6dd02598534d1c350c45095228.zip
2011,3456,Roderick Scott,D,Rep,HD-055,,,,,,,,,unmatched_or_out_of_window,AL_2011-2011_Regular_Session_JSON_20110609_8630dd6dd02598534d1c350c45095228.zip
2011,3458,George Bandy,D,Rep,HD-083,,,,,,,,,unmatched_or_out_of_window,AL_2011-2011_Regular_Session_JSON_20110609_8630dd6dd02598534d1c350c45095228.zip
2011,3459,K.L. Brown,R,Rep,HD-040,,,,,,,,,unmatched_or_out_of_window,AL_2011-2011_Regular_Session_JSON_20110609_8630dd6dd02598534d1c350c45095228.zip
2012,12485,Kerry Rich,R,Rep,HD-026,2014.0,2.0,ALPERSON-KERRY-RICH,AL-2014-house-26-R-KERRY-RICH,Kerry Rich,R,house,26.0,exact_name_candidate,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip
2012,12485,Kerry Rich,R,Rep,HD-026,2018.0,6.0,ALPERSON-KERRY-RICH,AL-2018-house-26-R-KERRY-RICH,Kerry Rich                            ,R,house,26.0,exact_name_candidate,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip
2012,12486,Terri Collins,R,Rep,HD-008,2014.0,2.0,ALPERSON-TERRI-COLLINS,AL-2014-house-8-R-TERRI-COLLINS,Terri Collins,R,house,8.0,exact_name_candidate,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip
2012,12486,Terri Collins,R,Rep,HD-008,2018.0,6.0,ALPERSON-TERRI-COLLINS,AL-2018-house-8-R-TERRI-COLLINS,Terri Collins                         ,R,house,8.0,exact_name_candidate,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip
2012,12487,William Roberts,R,Rep,HD-013,,,,,,,,,unmatched_or_out_of_window,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip
2012,12488,Lynn Greer,R,Rep,HD-002,2014.0,2.0,ALPERSON-LYNN-GREER,AL-2014-house-2-R-LYNN-GREER,Lynn Greer,R,house,2.0,exact_name_candidate,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip
2012,12488,Lynn Greer,R,Rep,HD-002,2018.0,6.0,ALPERSON-LYNN-GREER,AL-2018-house-2-R-LYNN-GREER,Lynn Greer                            ,R,house,2.0,exact_name_candidate,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip
2012,12489,Dan Williams,R,Rep,HD-005,2014.0,2.0,ALPERSON-DAN-WILLIAMS,AL-2014-house-5-R-DAN-WILLIAMS,Dan Williams,R,house,5.0,exact_name_candidate,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip
2012,12492,Greg Reed,R,Sen,SD-005,2014.0,2.0,ALPERSON-GREG-REED,AL-2014-senate-5-R-GREG-REED,Greg Reed,R,senate,5.0,exact_name_candidate,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip
2012,12495,Dick Brewbaker,R,Sen,SD-025,,,,,,,,,unmatched_or_out_of_window,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip
2012,12496,Paul Bussman,R,Sen,SD-004,2014.0,2.0,ALPERSON-PAUL-BUSSMAN,AL-2014-senate-4-R-PAUL-BUSSMAN,Paul Bussman,R,senate,4.0,exact_name_candidate,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip
2012,12497,Bill Holtzclaw,R,Sen,SD-002,2014.0,2.0,ALPERSON-BILL-HOLTZCLAW,AL-2014-senate-2-R-BILL-HOLTZCLAW,Bill Holtzclaw,R,senate,2.0,exact_name_candidate,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip
2012,12498,Phillip Williams,R,Sen,SD-010,,,,,,,,,unmatched_or_out_of_window,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip
2012,12499,Clay Scofield,R,Sen,SD-009,2014.0,2.0,ALPERSON-CLAY-SCOFIELD,AL-2014-senate-9-R-CLAY-SCOFIELD,Clay Scofield,R,senate,9.0,exact_name_candidate,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip
2012,12499,Clay Scofield,R,Sen,SD-009,2018.0,6.0,ALPERSON-CLAY-SCOFIELD,AL-2018-senate-9-R-CLAY-SCOFIELD,Clay Scofield                         ,R,senate,9.0,exact_name_candidate,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip
2012,12500,April Weaver,R,Rep,HD-049,2014.0,2.0,ALPERSON-APRIL-WEAVER,AL-2014-house-49-R-APRIL-WEAVER,April Weaver,R,house,49.0,exact_name_candidate,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip
2012,12500,April Weaver,R,Rep,HD-049,2018.0,6.0,ALPERSON-APRIL-WEAVER,AL-2018-house-49-R-APRIL-WEAVER,April Weaver                          ,R,house,49.0,exact_name_candidate,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip
2012,12501,Barry Moore,R,Rep,HD-091,2014.0,2.0,ALPERSON-BARRY-MOORE,AL-2014-house-91-R-BARRY-MOORE,Barry Moore,R,house,91.0,exact_name_candidate,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip
2012,12502,Ed Henry,R,Rep,HD-009,2014.0,2.0,ALPERSON-ED-HENRY,AL-2014-house-9-R-ED-HENRY,Ed Henry,R,house,9.0,exact_name_candidate,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip
2012,12503,Mike Hubbard,R,Rep,HD-079,2014.0,2.0,ALPERSON-MIKE-HUBBARD,AL-2014-house-79-R-MIKE-HUBBARD,Mike Hubbard,R,house,79.0,exact_name_candidate,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip
2012,12506,Becky Nordgren,R,Rep,HD-029,2014.0,2.0,ALPERSON-BECKY-NORDGREN,AL-2014-house-29-R-BECKY-NORDGREN,Becky Nordgren,R,house,29.0,exact_name_candidate,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip
2012,12506,Becky Nordgren,R,Rep,HD-029,2018.0,6.0,ALPERSON-BECKY-NORDGREN,AL-2018-house-29-R-BECKY-NORDGREN,Becky Nordgren                        ,R,house,29.0,exact_name_candidate,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip
2012,12509,Donnie Chesteen,R,Rep,SD-029,2014.0,2.0,ALPERSON-DONNIE-CHESTEEN,AL-2014-house-87-R-DONNIE-CHESTEEN,Donnie Chesteen,R,house,87.0,exact_name_candidate,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip
2012,12509,Donnie Chesteen,R,Rep,SD-029,2018.0,6.0,ALPERSON-DONNIE-CHESTEEN,AL-2018-senate-29-R-DONNIE-CHESTEEN,Donnie Chesteen                       ,R,senate,29.0,exact_name_candidate,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip
2012,12512,Ken Johnson,R,Rep,HD-007,2014.0,2.0,ALPERSON-KEN-JOHNSON,AL-2014-house-7-R-KEN-JOHNSON,Ken Johnson,R,house,7.0,exact_name_candidate,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip
2012,12513,Jim Patterson,R,Rep,HD-021,2014.0,2.0,ALPERSON-JIM-PATTERSON,AL-2014-house-21-R-JIM-PATTERSON,Jim Patterson,R,house,21.0,exact_name_candidate,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip
2012,12515,Gerald Dial,R,Sen,SD-013,2014.0,2.0,ALPERSON-GERALD-DIAL,AL-2014-senate-13-R-GERALD-DIAL,Gerald Dial,R,senate,13.0,exact_name_candidate,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip
2012,12517,Jerry Fielding,D,Sen,SD-011,,,,,,,,,unmatched_or_out_of_window,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip
2012,12521,Thomas Whatley,R,Sen,SD-027,,,,,,,,,unmatched_or_out_of_window,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip
2012,12523,Daniel Boman,R,Rep,HD-016,,,,,,,,,unmatched_or_out_of_window,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip
2012,12525,Mike Jones,R,Rep,HD-092,2014.0,2.0,ALPERSON-MIKE-JONES-JR,AL-2014-house-92-R-MIKE-JONES-JR,"Mike Jones, Jr.",R,house,92.0,exact_name_candidate,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip
2012,12525,Mike Jones,R,Rep,HD-092,2018.0,6.0,ALPERSON-MIKE-JONES-JR,AL-2018-house-92-R-MIKE-JONES-JR,"Mike Jones, Jr.                       ",R,house,92.0,exact_name_candidate,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip
2012,12526,Paul Beckman,R,Rep,HD-088,2014.0,2.0,ALPERSON-PAUL-BECKMAN,AL-2014-house-88-R-PAUL-BECKMAN,Paul Beckman,R,house,88.0,exact_name_candidate,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip
2012,12530,William Poole,R,Rep,HD-063,,,,,,,,,unmatched_or_out_of_window,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip
2012,12541,Slade Blackwell,R,Sen,SD-015,2014.0,2.0,ALPERSON-SLADE-BLACKWELL,AL-2014-senate-15-R-SLADE-BLACKWELL,Slade Blackwell,R,senate,15.0,exact_name_candidate,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip
2012,12542,Napoleon Bracy,D,Rep,HD-098,2014.0,2.0,ALPERSON-NAPOLEON-BRACY-JR,AL-2014-house-98-D-NAPOLEON-BRACY-JR,"Napoleon Bracy, Jr.",D,house,98.0,exact_name_candidate,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip
2012,12542,Napoleon Bracy,D,Rep,HD-098,2018.0,6.0,ALPERSON-NAPOLEON-BRACY-JR,AL-2018-house-98-D-NAPOLEON-BRACY-JR,"Napoleon Bracy, Jr.                   ",D,house,98.0,exact_name_candidate,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip
2012,12543,Berry Forte,D,Rep,HD-084,2014.0,2.0,ALPERSON-BERRY-FORTE,AL-2014-house-84-D-BERRY-FORTE,Berry Forte,D,house,84.0,exact_name_candidate,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip
2012,12543,Berry Forte,D,Rep,HD-084,2018.0,6.0,ALPERSON-BERRY-FORTE,AL-2018-house-84-D-BERRY-FORTE,Berry Forte                           ,D,house,84.0,exact_name_candidate,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip
2012,12545,Mark Tuggle,R,Rep,HD-081,,,,,,,,,unmatched_or_out_of_window,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip
2012,12546,Darrio Melton,D,Rep,HD-067,2014.0,2.0,ALPERSON-DARRIO-MELTON,AL-2014-house-67-D-DARRIO-MELTON,Darrio Melton,D,house,67.0,exact_name_candidate,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip
2012,12547,Greg Burdine,D,Rep,HD-001,2014.0,2.0,ALPERSON-GREG-BURDINE,AL-2014-house-1-D-GREG-BURDINE,Greg Burdine,D,house,1.0,exact_name_candidate,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip
2012,12548,Allen Farley,R,Rep,HD-015,2014.0,2.0,ALPERSON-ALLEN-FARLEY,AL-2014-house-15-R-ALLEN-FARLEY,Allen Farley,R,house,15.0,exact_name_candidate,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip
2012,12548,Allen Farley,R,Rep,HD-015,2018.0,6.0,ALPERSON-ALLEN-FARLEY,AL-2018-house-15-R-ALLEN-FARLEY,Allen Farley                          ,R,house,15.0,exact_name_candidate,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip
2012,12549,Dexter Grimsley,D,Rep,HD-085,2014.0,2.0,ALPERSON-DEXTER-GRIMSLEY,AL-2014-house-85-D-DEXTER-GRIMSLEY,Dexter Grimsley,D,house,85.0,exact_name_candidate,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip
2012,12549,Dexter Grimsley,D,Rep,HD-085,2018.0,6.0,ALPERSON-DEXTER-GRIMSLEY,AL-2018-house-85-D-DEXTER-GRIMSLEY,Dexter Grimsley                       ,D,house,85.0,exact_name_candidate,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip
2012,12550,Juandalynn Givan,D,Rep,HD-060,2018.0,6.0,ALPERSON-JUANDALYNN-GIVAN,AL-2018-house-60-D-JUANDALYNN-GIVAN,Juandalynn Givan                      ,D,house,60.0,exact_name_candidate,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip
2012,13150,David Sessions,R,Rep,SD-035,2014.0,2.0,ALPERSON-DAVID-SESSIONS,AL-2014-house-105-R-DAVID-SESSIONS,David Sessions,R,house,105.0,exact_name_candidate,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip
2012,13150,David Sessions,R,Rep,SD-035,2018.0,6.0,ALPERSON-DAVID-SESSIONS,AL-2018-senate-35-R-DAVID-SESSIONS,David Sessions                        ,R,senate,35.0,exact_name_candidate,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip
2012,13766,Jim Carns,R,Rep,HD-048,2014.0,2.0,ALPERSON-JIM-CARNS,AL-2014-house-48-R-JIM-CARNS,Jim Carns,R,house,48.0,exact_name_candidate,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip
2012,13766,Jim Carns,R,Rep,HD-048,2018.0,6.0,ALPERSON-JIM-CARNS,AL-2018-house-48-R-JIM-CARNS,Jim Carns                             ,R,house,48.0,exact_name_candidate,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip
2012,3354,John Knight,D,Rep,HD-077,2014.0,2.0,ALPERSON-JOHN-KNIGHT,AL-2014-house-77-D-JOHN-KNIGHT,John Knight,D,house,77.0,exact_name_candidate,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip
2012,3356,Tammy Irons,D,Sen,SD-001,,,,,,,,,unmatched_or_out_of_window,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip
2012,3357,Laura Hall,D,Rep,HD-019,2014.0,2.0,ALPERSON-LAURA-HALL,AL-2014-house-19-D-LAURA-HALL,Laura Hall,D,house,19.0,exact_name_candidate,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip
2012,3357,Laura Hall,D,Rep,HD-019,2018.0,6.0,ALPERSON-LAURA-HALL,AL-2018-house-19-D-LAURA-HALL,Laura Hall                            ,D,house,19.0,exact_name_candidate,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip
2012,3358,Artis McCampbell,D,Rep,HD-071,,,,,,,,,unmatched_or_out_of_window,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip
2012,3360,Barbara Boyd,D,Rep,HD-032,,,,,,,,,unmatched_or_out_of_window,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip
2012,3361,Joseph Mitchell,D,Rep,HD-103,,,,,,,,,unmatched_or_out_of_window,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip
2012,3368,Demetrius Newton,D,Rep,HD-053,,,,,,,,,unmatched_or_out_of_window,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip
2012,3370,Pebblin Warren,D,Rep,HD-082,,,,,,,,,unmatched_or_out_of_window,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip
2012,3371,Ralph Howard,D,Rep,HD-072,,,,,,,,,unmatched_or_out_of_window,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip
2012,3372,Thad McClammy,D,Rep,HD-076,2014.0,2.0,ALPERSON-THAD-MCCLAMMY,AL-2014-house-76-D-THAD-MCCLAMMY,Thad McClammy,D,house,76.0,exact_name_candidate,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip
2012,3372,Thad McClammy,D,Rep,HD-076,2018.0,6.0,ALPERSON-THAD-MCCLAMMY,AL-2018-house-76-D-THAD-MCCLAMMY,Thad McClammy                         ,D,house,76.0,exact_name_candidate,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip
2012,3374,Christopher England,D,Rep,HD-070,,,,,,,,,unmatched_or_out_of_window,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip
2012,3375,Oliver Robinson,D,Rep,HD-058,2014.0,2.0,ALPERSON-OLIVER-ROBINSON,AL-2014-house-58-D-OLIVER-ROBINSON,Oliver Robinson,D,house,58.0,exact_name_candidate,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip
2012,3379,Mike Millican,R,Rep,HD-017,2014.0,2.0,ALPERSON-MIKE-MILLICAN,AL-2014-house-17-R-MIKE-MILLICAN,Mike Millican,R,house,17.0,exact_name_candidate,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip
2012,3380,Marcel Black,D,Rep,HD-003,2014.0,2.0,ALPERSON-MARCEL-BLACK,AL-2014-house-3-D-MARCEL-BLACK,Marcel Black,D,house,3.0,exact_name_candidate,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip
2012,3381,Alan Harper,R,Rep,HD-061,2014.0,2.0,ALPERSON-ALAN-HARPER,AL-2014-house-61-R-ALAN-HARPER,Alan Harper,R,house,61.0,exact_name_candidate,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip
2012,3382,Thomas Jackson,D,Rep,HD-068,,,,,,,,,unmatched_or_out_of_window,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip
2012,3385,Lesley Vance,R,Rep,HD-080,2014.0,2.0,ALPERSON-LESLEY-VANCE,AL-2014-house-80-R-LESLEY-VANCE,Lesley Vance,R,house,80.0,exact_name_candidate,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip
2012,3386,William Beasley,D,Sen,SD-028,,,,,,,,,unmatched_or_out_of_window,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip
2012,3387,Stephen Hurst,R,Rep,HD-035,,,,,,,,,unmatched_or_out_of_window,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip
2012,3388,James Buskey,D,Rep,HD-099,,,,,,,,,unmatched_or_out_of_window,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip
2012,3389,Mary Moore,D,Rep,HD-059,2014.0,2.0,ALPERSON-MARY-MOORE,AL-2014-house-59-D-MARY-MOORE,Mary Moore,D,house,59.0,exact_name_candidate,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip
2012,3389,Mary Moore,D,Rep,HD-059,2018.0,6.0,ALPERSON-MARY-MOORE,AL-2018-house-59-D-MARY-MOORE,Mary Moore                            ,D,house,59.0,exact_name_candidate,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip
2012,3391,Merika Coleman-Evans,D,Rep,HD-057,,,,,,,,,unmatched_or_out_of_window,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip
2012,3392,Richard Lindsey,D,Rep,HD-039,2014.0,2.0,ALPERSON-RICHARD-LINDSEY,AL-2014-house-39-D-RICHARD-LINDSEY,Richard Lindsey,D,house,39.0,exact_name_candidate,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip
2012,3400,John Robinson,D,Rep,HD-023,2014.0,2.0,ALPERSON-JOHN-ROBINSON,AL-2014-house-23-D-JOHN-ROBINSON,John Robinson,D,house,23.0,exact_name_candidate,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip
2012,3402,Johnny Morrow,D,Rep,HD-018,,,,,,,,,unmatched_or_out_of_window,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip
2012,3403,Jeremy Oden,R,Rep,HD-011,,,,,,,,,unmatched_or_out_of_window,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip
2012,3405,Robert Ward,R,Sen,SD-014,,,,,,,,,unmatched_or_out_of_window,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip
