passage_event_id,session,session_year,asset,local_path,page,source_char_offset,bill_type,bill_number,outcome_text,nearest_rollcall_ordinal,rollcall_distance_characters,named_rollcall_detected,matched_rollcall_id,matched_rollcall_count_valid,matched_rollcall_same_measure,audit_status,context
SPASS-991ACB288F3F498B,1998_RegularSession,1998,1998RegularSession_Day03,data\raw\alabama_legislature\senate_journals\1998_RegularSession\1998RegularSession_Day03.pdf,20,66149,SB,17.0,passed,2,46,True,SJRC-9CF6BF1AB9ADA1C9,True,True,matched_same_measure_count_valid,"was read a third time at length and passed, and ordered sent forthwith to the House. Yeas 34 Nays 0 Yeas: Senators: Adams, Amari, Armistead, Bailey, Barron, Bedford, Biddle, Butler, Clay, Davidson, Denton, Dial, Dixon, Escott-Russell, Figures, Freeman, Ghee, Hill, Langford, Lindsey, Lipscomb, Little, McClain, Mitchell, Mitchem, Myers, "
SPASS-5F2D2A41898B1BD8,1998_RegularSession,1998,1998RegularSession_Day03,data\raw\alabama_legislature\senate_journals\1998_RegularSession\1998RegularSession_Day03.pdf,21,67189,SB,16.0,passed,4,47,True,SJRC-ADECE2EFDFC4594D,True,True,matched_same_measure_count_valid,"was read a third time at length and passed, and ordered sent forthwith to the House. Yeas 34 Nays 0 Yeas: Senators: Adams, Amari, Armistead, Bailey, Barron, Bedford, Biddle, Butler, Clay, Davidson, Denton, Dial, Dixon, Escott-Russell, Figures, Freeman, Ghee, Hill, Langford, Lindsey, Lipscomb, Little, McClain, Mitchell, Mitchem, Myers,"
SPASS-6BB12584E7210B92,1998_RegularSession,1998,1998RegularSession_Day03,data\raw\alabama_legislature\senate_journals\1998_RegularSession\1998RegularSession_Day03.pdf,21,68335,SB,18.0,passed,6,45,True,SJRC-BB24E1811EB8DAAF,True,True,matched_same_measure_count_valid,"was read a third time at length and passed, and ordered sent forthwith to the House. Yeas 34 Nays 0 Yeas: Senators: Adams, Amari, Armistead, Bailey, Barron, Bedford, Biddle, Butler, Clay, Davidson, Denton, Dial, Dixon, Escott-Russell, Figures, Freeman, Ghee, Hill, Langford, Lindsey, Lipscomb, Little, McClain, Mitchell, Mitchem, Myers, P"
SPASS-585572C6A1FC65C1,1998_RegularSession,1998,1998RegularSession_Day04,data\raw\alabama_legislature\senate_journals\1998_RegularSession\1998RegularSession_Day04.pdf,24,83453,SB,41.0,passed,2,45,True,SJRC-D8C52BEE46ABAC39,True,True,matched_same_measure_count_valid,"was read a third time at length and passed, and ordered sent forthwith to the House. Yeas 25 Nays 0 Yeas: Senators: Amari, Bailey, Barron, Bedford, Biddle, Clay, Davidson, Denton, Dixon, Ghee, Hale, Hill, Langford, Lindsey, Lipscomb, Little, McClain, Myers, Poole, Roberts, Sanders, Smith, Smitherman, Steele, and Waggoner -25 Nays: - 0"
SPASS-BD3842E8BEC7F9AF,1998_RegularSession,1998,1998RegularSession_Day04,data\raw\alabama_legislature\senate_journals\1998_RegularSession\1998RegularSession_Day04.pdf,25,85426,SB,129.0,passed,6,47,True,SJRC-C66CE2AC73AD8AD8,True,True,matched_same_measure_count_valid,"was read a third time at length and passed, and ordered sent forthwith to the House. Yeas 25 Nays 0 Yeas: Senators: Adams, Amari, Armistead, Bedford, Clay, Davidson, Denton, Dixon, Escott-Russell, Ghee, Hill, Langford, Lindsey, Lipscomb, Little, McClain, Mitchell, Myers, Poole, Roberts, Sanders, Smith, Smitherman, Waggoner, and Windom"
SPASS-6B549BBBD468A5A8,1998_RegularSession,1998,1998RegularSession_Day04,data\raw\alabama_legislature\senate_journals\1998_RegularSession\1998RegularSession_Day04.pdf,25,86493,SB,143.0,passed,8,47,True,SJRC-4577DEF661B59F19,True,True,matched_same_measure_count_valid,"was read a third time at length and passed, and ordered sent forthwith to the House. Yeas 25 Nays 0 Yeas: Senators: Amari, Armistead, Bailey, Barron, Bedford, Biddle, Clay, Davidson, Denton, Freeman, Hale, Hill, Langford, Lindsey, Lipscomb, McClain, Mitchell, Myers, Poole, Roberts, Sanders, Smith, Steele, Waggoner, and Windom -25 Nay"
SPASS-9992800781FE378C,1998_RegularSession,1998,1998RegularSession_Day04,data\raw\alabama_legislature\senate_journals\1998_RegularSession\1998RegularSession_Day04.pdf,26,87651,SB,278.0,passed,10,47,True,SJRC-B8C5897351E3C644,True,True,matched_same_measure_count_valid,"was read a third time at length and passed, and ordered sent forthwith to the House. Yeas 25 Nays 0 Yeas: Senators: Adams, Amari, Bailey, Bedford, Biddle, Clay, Davidson, Denton, Dixon, Escott-Russell, Figures, Freeman, Ghee, Hale, Hill, Lang­ ford, Lindsey, Lipscomb, McClain, Poole, Roberts, Sanders, Smitherman, Waggoner, and Windom "
SPASS-A19C10A0832BE8D3,1998_RegularSession,1998,1998RegularSession_Day04,data\raw\alabama_legislature\senate_journals\1998_RegularSession\1998RegularSession_Day04.pdf,27,91554,SB,78.0,passed,13,45,True,SJRC-6584EF5416BD4ADD,True,True,matched_same_measure_count_valid,"was read a third time at length and passed, and ordered sent forthwith to the House. Yeas 33 Nays 0 Yeas: Senators: Adams, Amari, Armistead, Bailey, Barron, Bedford, Biddle, Butler, Clay, Davidson, Denton, Dixon, Escott-Russell, Figures, Free­ man, Ghee, Hale, Hill, Langford, Lindsey, Lipscomb, Little, McClain, Mitchell, Myers, Poole, Ro"
SPASS-364B95552F9378A3,1998_RegularSession,1998,1998RegularSession_Day05,data\raw\alabama_legislature\senate_journals\1998_RegularSession\1998RegularSession_Day05.pdf,19,56616,SB,289.0,passed,2,39,True,SJRC-BC7BDB1F854C556C,True,True,matched_same_measure_count_valid,"was read a third time at length and passed, and sent forthwith to the House. Yeas 33 Nays 0 Yeas: Senators: Adams, Amari, Bailey, Barron, Bedford, Biddle, Butler, Clay, Davidson, Denton, Dial, Dixon, Escott- Russell, Figures, Freeman, Ghee, Hill, Langford, Lindsey, Lipscomb, Little, McClain, Mitchell, Mitchem, Myers, Poole, Roberts, S"
SPASS-36DD7E97CD871309,1998_RegularSession,1998,1998RegularSession_Day05,data\raw\alabama_legislature\senate_journals\1998_RegularSession\1998RegularSession_Day05.pdf,37,170628,SB,90.0,passed,7,63,True,SJRC-4511C349F9A7EE1E,True,True,matched_same_measure_count_valid,"was read a third time at length and passed, and ordered sent forthwith to the House upon engrossment. Yeas 24 Nays 0 Yeas: Senators: Adams, Armistead, Bailey, Barron, Bedford, Butler, Davidson, Denton, Dixon, Escott-Russell, Figures, Freeman, Ghee, Lindsey, Little, McClain, Mitchell, Mitchem, Poole, Roberts, Smith, Smitherman, Steele, a"
SPASS-578943C2E0B7F73F,1998_RegularSession,1998,1998RegularSession_Day06,data\raw\alabama_legislature\senate_journals\1998_RegularSession\1998RegularSession_Day06.pdf,16,64957,SB,53.0,passed,3,65,True,SJRC-110E6685E58C02D7,True,True,matched_same_measure_count_valid,"was read a third time at length and passed, and ordered sent forthwith to the House upon engrossment. Yeas 25 Nays 0 Yeas: Senators: Amari, Armistead, Bailey, Barron, Biddle, Butler, Clay, Davidson, Denton, Dixon, Escott-Russell, Figures, Ghee, Hale, Langford, Lindsey, McClain, Mitchell, Myers, Poole, Roberts, Smith, Smitherman, Stee"
SPASS-B886D1F911DBED11,1998_RegularSession,1998,1998RegularSession_Day06,data\raw\alabama_legislature\senate_journals\1998_RegularSession\1998RegularSession_Day06.pdf,16,66134,SB,302.0,passed,5,74,True,SJRC-DD5E099804A7E536,True,True,matched_same_measure_count_valid,"was read a third time at length and passed, and ordered sent forthwith to the House. <<<PAGE 17>>> 160 SIXTH DAY Yeas 25 Nays 0 Yeas: Senators: Amari, Armistead, Barron, Bedford, Biddle, Butler, Davidson, Denton, Dial, Dixon, Escott-Russell, Figures, Freeman, Ghee, Hale, Hill, Langford, Lindsey, Mitchem, Myers, Roberts, Sanders, Smithe"
SPASS-2025C9B6D2A874A4,1998_RegularSession,1998,1998RegularSession_Day06,data\raw\alabama_legislature\senate_journals\1998_RegularSession\1998RegularSession_Day06.pdf,17,67886,SB,166.0,passed,7,45,True,SJRC-8379048C404D00FA,True,True,matched_same_measure_count_valid,"was read a third time at length and passed, and ordered sent forthwith to the House. Yeas 12 Nays 1 Abstaining 3 Yeas: Senators: Clay, Dial, Dixon, Escott-Russell, Hale, Langford, Lindsey, McClain, Myers, Sanders, Smitherman, and Steele -12 Nay: Senator Poole - 1 Abstaining: Senators: Denton, Mitchell, and Windom - 3 The Presiden"
SPASS-1FF792DEEBCAFB88,1998_RegularSession,1998,1998RegularSession_Day06,data\raw\alabama_legislature\senate_journals\1998_RegularSession\1998RegularSession_Day06.pdf,18,72121,SB,44.0,passed,9,45,True,SJRC-8CC86ADF995602A3,True,True,matched_same_measure_count_valid,"was read a third time at length and passed, and ordered sent forthwith to the House. Yeas 16 Nays 2 Abstaining 4 Yeas: Senators: Biddle, Butler, Clay, Davidson, Denton, Dial, Escott-Russell, Figures, Langford, Lindsey, Little, McClain, Mitchem, Myers, Smith­ erman, and Steele -16 Nays: Senators: Amari and Poole - 2 Abstaining: Senat"
SPASS-0D6C64B780AD4A1E,1998_RegularSession,1998,1998RegularSession_Day06,data\raw\alabama_legislature\senate_journals\1998_RegularSession\1998RegularSession_Day06.pdf,19,73650,HB,175.0,passed,11,45,True,SJRC-D02DB00843E85AB4,True,True,matched_same_measure_count_valid,"was read a third time at length and passed, and ordered sent forthwith to the House. Yeas 25 Nays 0 Yeas: Senators: Adams, Amari, Bailey, Barron, Butler, Clay, Davidson, Denton, Dial, Freeman, Ghee, Hale, Hill, Langford, Lindsey, Little, McClain, Mitchell, Mitchem, Myers, Poole, Smith, Steele, Waggoner, and Windom -25 Nays: - 0 BUDGET"
SPASS-EC255463ADBD8F95,1998_RegularSession,1998,1998RegularSession_Day06,data\raw\alabama_legislature\senate_journals\1998_RegularSession\1998RegularSession_Day06.pdf,19,74540,HB,176.0,passed,13,45,True,SJRC-49648CF227B45BF0,True,True,matched_same_measure_count_valid,"was read a third time at length and passed, and ordered sent forthwith to the House. Yeas 25 Nays 0 Yeas: Senators: Amari, Armistead, Bailey, Barron, Bedford, Biddle, Butler, Denton, Dial, Escott-Russell, Figures, Freeman, Ghee, Hill, Langford, Lindsey, McClain, Mitchem, Myers, Roberts, Sanders, Smith, Steele, Waggoner, and Windom -25 "
SPASS-AB622B9E9215BD22,1998_RegularSession,1998,1998RegularSession_Day06,data\raw\alabama_legislature\senate_journals\1998_RegularSession\1998RegularSession_Day06.pdf,20,75443,HB,178.0,passed,15,45,True,SJRC-9E93EE84047A658A,True,True,matched_same_measure_count_valid,"was read a third time at length and passed, and ordered sent forthwith to the House. Yeas 25 Nays 0 Yeas: Senators: Armistead, Bailey, Barron, Bedford, Biddle, Butler, Clay, Davidson, Denton, Dixon, Figures, Ghee, Hale, Langford, Little, Mitchell, Mitchem, Myers, Poole, Roberts, Sanders, Smith, Smitherman, Steele, and Windom -25 Nays: "
SPASS-AF7DEDA9CC6CAB0C,1998_RegularSession,1998,1998RegularSession_Day06,data\raw\alabama_legislature\senate_journals\1998_RegularSession\1998RegularSession_Day06.pdf,21,80932,SB,82.0,passed,20,45,True,SJRC-B229140E678223F3,True,True,matched_same_measure_count_valid,"was read a third time at length and passed, and ordered sent forthwith to the House. Yeas 33 Nays 0 Yeas: Senators: Adams, Amari, Armistead, Bailey, Barron, Bedford, Biddle, Butler, Clay, Davidson, Denton, Dial, Dixon, Escott-Russell, Figures, Freeman, Ghee, Hale, Hill, Langford, Lindsey, Little, McClain, Mitchell, Mitchem, Myers, Poole"
SPASS-D1CFBA3A9C110429,1998_RegularSession,1998,1998RegularSession_Day06,data\raw\alabama_legislature\senate_journals\1998_RegularSession\1998RegularSession_Day06.pdf,22,83452,SB,5.0,passed,22,47,True,SJRC-DD5F9EE46080DE57,True,True,matched_same_measure_count_valid,"was read a third time at length and passed, and ordered sent forthwith to the House. Yeas 34 Nays 0 Yeas: Senators: Adams, Amari, Armistead, Bailey, Barron, Bedford, Biddle, Butler, Clay, Davidson, Denton, Dial, Dixon, Escott-Russell, Figures, Freeman, Ghee, Hale, Hill, Langford, Lindsey, Little, McClain, Mitchell, Mitchem, Myers, Poo"
SPASS-081A3CF5095154B0,1998_RegularSession,1998,1998RegularSession_Day06,data\raw\alabama_legislature\senate_journals\1998_RegularSession\1998RegularSession_Day06.pdf,22,84499,SB,66.0,passed,24,45,True,SJRC-67D6CBEA59391F4E,True,True,matched_same_measure_count_valid,"was read a third time at length and passed, and ordered sent forthwith to the House. Yeas 33 Nays 0 Yeas: Senators: Adams, Amari, Armistead, Bailey, Barron, Bedford, Biddle, Butler, Clay, Davidson, Denton, Dial, Dixon, Escott-Russell, Figures, Freeman, Ghee, Hale, Hill, Langford, Lindsey, Little, McClain, Mitchell, Mitchem, Myers, Poole"
SPASS-72D59446B7856802,1998_RegularSession,1998,1998RegularSession_Day06,data\raw\alabama_legislature\senate_journals\1998_RegularSession\1998RegularSession_Day06.pdf,24,88920,SB,108.0,passed,29,45,True,SJRC-A2096985BFEC0762,True,True,matched_same_measure_count_valid,"was read a third time at length and passed, and ordered sent forthwith to the House. Yeas 29 Nays 0 Yeas: Senators: Adams, Armistead, Bailey, Bedford, Biddle, Butler, Clay, Davidson, Denton, Dixon, Escott-Russell, Figures, Freeman, Ghee, Hale, Hill, Langford, Lindsey, Little, McClain, Mitchell, Mitchem, Myers, Poole, Roberts, Sanders, S"
SPASS-BB414A7E2C0A50C3,1998_RegularSession,1998,1998RegularSession_Day06,data\raw\alabama_legislature\senate_journals\1998_RegularSession\1998RegularSession_Day06.pdf,24,90079,SB,116.0,passed,31,45,True,SJRC-1EB223305789DFF4,True,True,matched_same_measure_count_valid,"was read a third time at length and passed, and ordered sent forthwith to the House. Yeas 29 Nays 0 Yeas: Senators: Adams, Armistead, Bailey, Bedford, Biddle, Butler, Clay, Davidson, Denton, Dixon, Escott-Russell, Figures, Freeman, Ghee, Hale, Hill, Langford, Little, McClain, Mitchell, Mitchem, Myers, Poole, Roberts, Sanders, Smitherman"
SPASS-69CFED37B0155C20,1998_RegularSession,1998,1998RegularSession_Day06,data\raw\alabama_legislature\senate_journals\1998_RegularSession\1998RegularSession_Day06.pdf,25,91488,SB,12.0,passed,33,45,True,SJRC-3846101F7C992968,True,True,matched_same_measure_count_valid,"was read a third time at length and passed, and ordered sent forthwith to the House. Yeas 29 Nays 0 Yeas: Senators: Adams, Armistead, Bailey, Bedford, Biddle, Butler, Clay, Davidson, Denton, Dixon, Escott-Russell, Figures, Freeman, Ghee, Hale, Hill, Langford, Little, McClain, Mitchell, Mitchem, Myers, Poole, Roberts, Sanders, Smitherman"
SPASS-EC37E065BF497514,1998_RegularSession,1998,1998RegularSession_Day06,data\raw\alabama_legislature\senate_journals\1998_RegularSession\1998RegularSession_Day06.pdf,25,92597,SB,7.0,passed,35,45,True,SJRC-C2B9AD7BDFF50EF6,True,True,matched_same_measure_count_valid,"was read a third time at length and passed, and ordered sent forthwith to the House. Yeas 18 Nays 1 Yeas: Senators: Armistead, Bailey, Butler, Davidson, Denton, Figures, Freeman, Hill, Langford, Little, Mitchell, Mitchem, Myers, Roberts, Sanders, Smitherman, Steele, and Windom -18 Nay: Senator Adams - 1 BUDGET ISOLATION RESOLUTION S"
SPASS-81959AA785FE4AA3,1998_RegularSession,1998,1998RegularSession_Day06,data\raw\alabama_legislature\senate_journals\1998_RegularSession\1998RegularSession_Day06.pdf,25,94060,SB,131.0,passed,37,74,True,SJRC-56FD908788AEE192,True,True,matched_same_measure_count_valid,"was read a third time at length and passed, and ordered sent forthwith to the House. <<<PAGE 26>>> 169 SIXTH DAY Yeas 20 Nays 0 Yeas: Senators: Armistead, Bailey, Butler, Denton, Figures, Freeman, Ghee, Hill, Lindsey, Little, Mitchell, Mitchem, Myers, Poole, Roberts, Sanders, Smitherman, Steele, Waggoner, and Windom -20 Nays: - 0 MES"
SPASS-511C213981680A5D,1998_RegularSession,1998,1998RegularSession_Day06,data\raw\alabama_legislature\senate_journals\1998_RegularSession\1998RegularSession_Day06.pdf,26,96137,SB,109.0,passed,39,45,True,SJRC-AADCE0A0A79A35E4,True,True,matched_same_measure_count_valid,"was read a third time at length and passed, and ordered sent forthwith to the House. Yeas 25 Nays 0 Yeas: Senators: Adams, Armistead, Bailey, Bedford, Biddle, Butler, Davidson, Denton, Dial, Dixon, Figures, Freeman, Hill, Langford, Lindsey, Little, Mitchell, Mitchem, Myers, Poole, Roberts, Sanders, Smitherman, Steele, and Windom -25 Na"
SPASS-1B2EF06AEA86E1EE,1998_RegularSession,1998,1998RegularSession_Day06,data\raw\alabama_legislature\senate_journals\1998_RegularSession\1998RegularSession_Day06.pdf,27,97318,SB,14.0,passed,41,45,True,SJRC-133F4DC064E41A16,True,True,matched_same_measure_count_valid,"was read a third time at length and passed, and ordered sent forthwith to the House. Yeas 24 Nays 0 Yeas: Senators: Adams, Amari, Armistead, Bedford, Biddle, Butler, Davidson, Denton, Dial, Figures, Freeman, Hill, Langford, Little, Mitchell, Mitchem, Myers, Poole, Roberts, Sanders, Smitherman, Steele, Waggoner, and Windom -24 Nays: - "
SPASS-310C783169879277,1998_RegularSession,1998,1998RegularSession_Day06,data\raw\alabama_legislature\senate_journals\1998_RegularSession\1998RegularSession_Day06.pdf,27,98359,SB,77.0,passed,43,45,True,SJRC-8610D96309F97ED1,True,True,matched_same_measure_count_valid,"was read a third time at length and passed, and ordered sent forthwith to the House. Yeas 24 Nays 0 Yeas: Senators: Adams, Amari, Armistead, Bedford, Biddle, Butler, Davidson, Denton, Dial, Figures, Freeman, Hill, Langford, Little, Mitchell, Mitchem, Myers, Poole, Roberts, Sanders, Smitherman, Steele, Waggoner, and Windom -24 Nays: - "
SPASS-0C95ABC04DD34844,1998_RegularSession,1998,1998RegularSession_Day07,data\raw\alabama_legislature\senate_journals\1998_RegularSession\1998RegularSession_Day07.pdf,23,70247,SB,319.0,passed,2,47,True,SJRC-842CA6305E1F3369,True,True,matched_same_measure_count_valid,"was read a third time at length and passed, and ordered sent forthwith to the House. Yeas 25 Nays 0 Yeas: Senators: Adams, Amari, Armistead, Bailey, Barron, Bedford, Biddle, Butler, Clay, Davidson, Denton, Dial, Dixon, Figures, Freeman, Ghee, Hale, Hill, Langford, McClain, Mitchell, Roberts, Sanders, Smitherman, and Steele -25 Nays: "
SPASS-D48B00940A0DA4BF,1998_RegularSession,1998,1998RegularSession_Day07,data\raw\alabama_legislature\senate_journals\1998_RegularSession\1998RegularSession_Day07.pdf,24,74557,,,passed,4,43,True,SJRC-BF473A2C24400C1D,True,False,review_measure_mismatch,"was read a third time at length and passed, and ordered sent forthwith to House. Yeas 23 Nays 0 Yeas: Senators: Armistead, Bailey, Biddle, Dixon, Escott-Russell, Figures, Freeman, Ghee, Hale, Hill, Langford, Lindsey, Little, McClain, Mitchell, Myers, Poole, Roberts, Sanders, Smith, Steele, Waggoner, and Windom -23 Nays: - 0 BUDGET I"
SPASS-C94DF0596F607B56,1998_RegularSession,1998,1998RegularSession_Day07,data\raw\alabama_legislature\senate_journals\1998_RegularSession\1998RegularSession_Day07.pdf,25,77083,SB,6.0,passed,8,65,True,SJRC-B7087F8BBD4E4E1E,True,True,matched_same_measure_count_valid,"was read a third time at length and passed, and ordered sent forthwith to the House upon engrossment. Yeas 24 Nays 0 Yeas: Senators: Amari, Bailey, Bedford, Biddle, Denton, Dial, Dixon, Escott-Russell, Figures, Freeman, Ghee, Hill, Langford, Lindsey, Little, Mc­ Clain, Mitchell, Myers, Poole, Roberts, Sanders, Steele, Waggoner, and Wi"
SPASS-6B16B50DB60BA29D,1998_RegularSession,1998,1998RegularSession_Day07,data\raw\alabama_legislature\senate_journals\1998_RegularSession\1998RegularSession_Day07.pdf,25,80995,,,passed,10,47,True,SJRC-1CBFDC93EA159413,True,False,review_measure_mismatch,"was read a third time at length and passed, and ordered sent forthwith to the House. Yeas 24 Nays 0 Yeas: Senators: Adams, Amari, Armistead, Bailey, Bedford, Biddle, Davidson, Dial, Dixon, Escott-Russell, Figures, Freeman, Ghee, Hill, Langford, Lindsey, Little, McClain, Poole, Roberts, Sanders, Smith, Steele, and Windom -24 Nays: - "
SPASS-0EF5E98C741C456A,1998_RegularSession,1998,1998RegularSession_Day07,data\raw\alabama_legislature\senate_journals\1998_RegularSession\1998RegularSession_Day07.pdf,26,82052,SB,63.0,passed,12,47,True,SJRC-176C5743DCEC737F,True,True,matched_same_measure_count_valid,"was read a third time at length and passed, and ordered sent forthwith to the House. Yeas 24 Nays 0 Yeas: Senators: Adams, Amari, Armistead, Bailey, Bedford, Biddle, Davidson, Dial, Dixon, Escott-Russell, Figures, Freeman, Ghee, Hill, Langford, Lindsey, Little, McClain, Poole, Roberts, Sanders, Smith, Steele, and Windom -24 Nays: - "
SPASS-271A7FBE0C97C3E3,1998_RegularSession,1998,1998RegularSession_Day07,data\raw\alabama_legislature\senate_journals\1998_RegularSession\1998RegularSession_Day07.pdf,28,92179,SB,232.0,passed,18,63,True,SJRC-6A7A55012BA0967F,True,True,matched_same_measure_count_valid,"was read a third time at length and passed, and ordered sent forthwith to the House upon engrossment. Yeas 26 Nays 0 Yeas: Senators: Adams, Amari, Bailey, Barron, Bedford, Butler, Denton, Dial, Dixon, Escott-Russell, Figures, Freeman, Ghee, Hale, Hill, Langford, Little, Mitchell, Myers, Poole, Roberts, Sanders, Smith, Steele, Waggoner,"
SPASS-4E6905E1C7D5F95E,1998_RegularSession,1998,1998RegularSession_Day08,data\raw\alabama_legislature\senate_journals\1998_RegularSession\1998RegularSession_Day08.pdf,15,55638,HB,31.0,passed,2,4,True,SJRC-DCC037C8D5693863,True,True,matched_same_measure_count_valid,"was read a third time at length and passed. Yeas 25 Nays 0 Yeas: Senators: Amari, Armistead, Barron, Bedford, Biddle, Butler, Clay, Davidson, Denton, Dial, Figures, Hale, Hill, Langford, Lindsey, Little, McClain, Mitchell, Poole, Roberts, Sanders, Smith, Smitherman, Steele, and Waggoner -25 Nays: - 0 <<<PAGE 16>>> 216 EIGHTH DAY BUDG"
SPASS-5FE72475D8EB7A9D,1998_RegularSession,1998,1998RegularSession_Day08,data\raw\alabama_legislature\senate_journals\1998_RegularSession\1998RegularSession_Day08.pdf,16,56629,HB,185.0,passed,4,8,True,SJRC-792097A71E471C00,True,True,matched_same_measure_count_valid,"was read a third time at length and passed. Yeas 25 Nays 0 Yeas: Senators: Adams, Amari, Armistead, Bailey, Barron, Bedford, Butler, Clay, Davidson, Denton, Dial, Escott-Russell, Figures, Freeman, Hale, Lipscomb, Little, McClain, Mitchell, Myers, Poole, Roberts, Smith, Smitherman, and Windom -25 Nays: - 0 BUDGET ISOLATION RESOLUTI"
SPASS-AC033EE4BF179D4E,1998_RegularSession,1998,1998RegularSession_Day08,data\raw\alabama_legislature\senate_journals\1998_RegularSession\1998RegularSession_Day08.pdf,16,57495,HB,186.0,passed,6,6,True,SJRC-E43793589BFD55C8,True,True,matched_same_measure_count_valid,"was read a third time at length and passed. Yeas 25 Nays 0 Yeas: Senators: Adams, Amari, Armistead, Bailey, Bedford, Butler, Denton, Dial, Dixon, Figures, Freeman, Hale, Hill, Langford, Lindsey, Lipscomb, Little, McClain, Mitchell, Mitchem, Myers, Poole, Roberts, Waggoner, and Windom -25 Nays: - 0 BUDGET ISOLATION RESOLUTION Sen"
SPASS-6F4A6AD8A41DB821,1998_RegularSession,1998,1998RegularSession_Day08,data\raw\alabama_legislature\senate_journals\1998_RegularSession\1998RegularSession_Day08.pdf,17,59030,HB,320.0,passed,8,6,True,SJRC-79474CBF78BBB9E8,True,True,matched_same_measure_count_valid,"was read a third time at length and passed. Yeas 25 Nays 0 Yeas: Senators: Armistead, Bailey, Barron, Bedford, Biddle, Butler, Clay, Davidson, Escott-Russell, Figures, Freeman, Ghee, Hill, Langford, Lind­ sey, Lipscomb, Little, McClain, Poole, Sanders, Smith, Smitherman, Steele, Waggoner, and Windom -25 Nays: - 0 BUDGET ISOLATION RES"
SPASS-A1AE010BBE1E8DCA,1998_RegularSession,1998,1998RegularSession_Day08,data\raw\alabama_legislature\senate_journals\1998_RegularSession\1998RegularSession_Day08.pdf,19,63876,SB,92.0,passed,10,45,True,SJRC-3B2BB4F0D30E8974,True,True,matched_same_measure_count_valid,"was read a third time at length and passed, and ordered sent forthwith to the House. Yeas 24 Nays 0 Yeas: Senators: Adams, Amari, Armistead, Clay, Davidson, Dial, Dixon, Escott-Russell, Figures, Freeman, Langford, Lindsey, Lipscomb, Little, McClain, Mitchell, Mitchem, Myers, Poole, Sanders, Smith, Smitherman, Steele, and Windom -24 Nay"
SPASS-001927A6FE369EFB,1998_RegularSession,1998,1998RegularSession_Day08,data\raw\alabama_legislature\senate_journals\1998_RegularSession\1998RegularSession_Day08.pdf,19,64860,SB,56.0,passed,12,45,True,SJRC-D0A9FCEF83D13C13,True,True,matched_same_measure_count_valid,"was read a third time at length and passed, and ordered sent forthwith to the House. Yeas 25 Nays 0 Yeas: Senators: Adams, Amari, Armistead, Biddle, Butler, Davidson, Dial, Dixon, Escott-Russell, Figures, Freeman, Lindsey, Lipscomb, Little, McClain, Mitchell, Mitchem, Myers, Poole, Roberts, Smith, Smitherman, Steele, Waggoner, and Windo"
SPASS-65FF0300459E2D57,1998_RegularSession,1998,1998RegularSession_Day08,data\raw\alabama_legislature\senate_journals\1998_RegularSession\1998RegularSession_Day08.pdf,19,66082,SB,300.0,passed,14,47,True,SJRC-5E3101E7CC2E008B,True,True,matched_same_measure_count_valid,"was read a third time at length and passed, and ordered sent forthwith to the House. Yeas 25 Nays 0 Abstaining 1 <<<PAGE 20>>> 220 EIGHTH DAY Yeas: Senators: Adams, Amari, Armistead, Barron, Biddle, Butler, Davidson, Dial, Dixon, Escott-Russell, Figures, Freeman, Ghee, Hale, Langford, Lindsey, Little, McClain, Mitchell, Myers, Po"
SPASS-3E0BCAFFCA1E56F4,1998_RegularSession,1998,1998RegularSession_Day08,data\raw\alabama_legislature\senate_journals\1998_RegularSession\1998RegularSession_Day08.pdf,20,67281,SB,154.0,passed,16,47,True,SJRC-47EA111A525A0995,True,True,matched_same_measure_count_valid,"was read a third time at length and passed, and ordered sent forthwith to the House. Yeas 26 Nays 1 Yeas: Senators: Adams, Amari, Armistead, Bailey, Barron, Butler, Davidson, Dial, Dixon, Escott-Russell, Figures, Freeman, Hill, Langford, Lindsey, Little, McClain, Mitchell, Myers, Poole, Sanders, Smith, Smitherman, Steele, Waggoner, an"
SPASS-45157254F4E80F69,1998_RegularSession,1998,1998RegularSession_Day08,data\raw\alabama_legislature\senate_journals\1998_RegularSession\1998RegularSession_Day08.pdf,21,70319,SB,120.0,passed,19,65,True,SJRC-87AA7DE6C46972D6,True,True,matched_same_measure_count_valid,"was read a third time at length and passed, and ordered sent forthwith to the House upon engrossment. Yeas 26 Nays 0 Yeas: Senators: Adams, Amari, Armistead, Bailey, Barron, Biddle, Butler, Davidson, Dixon, Escott-Russell, Figures, Freeman, Ghee, Hill, Langford, Lindsey, Little, McClain, Mitchell, Mitchem, Myers, Poole, Smitherman, S"
SPASS-59336B28BD5D3B03,1998_RegularSession,1998,1998RegularSession_Day08,data\raw\alabama_legislature\senate_journals\1998_RegularSession\1998RegularSession_Day08.pdf,21,71406,SB,318.0,passed,21,47,True,SJRC-AE8D98555335EC98,True,True,matched_same_measure_count_valid,"was read a third time at length and passed, and ordered sent forthwith to the House. Yeas 28 Nays 0 Yeas: Senators: Adams, Amari, Armistead, Bailey, Barron, Biddle, Butler, Davidson, Dial, Dixon, Escott-Russell, Figures, Freeman, Ghee, Hale, Langford, Lindsey, Lipscomb, Little, McClain, Mitchell, Mitchem, Myers, Poole, Smitherman, Ste"
