roll_call_id,bill_id,session_year,vote_date,chamber,vote_description,yea,nay,not_voting,absent,total,passed,url,state_link,source_archive,source_member
334000,599233,2014,2014-03-05,senate,Motion to Read a Third Time and Pass,24,7,0,4,35,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/334000.json
334054,608881,2014,2014-03-05,senate,Rules Committee Petition to Cease Debate,22,10,0,3,35,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/334054.json
334055,608881,2014,2014-03-05,senate,Motion to Read a Third Time and Pass,33,1,0,1,35,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/334055.json
334094,618420,2014,2014-03-05,senate,Motion to Read a Third Time and Pass,26,4,0,5,35,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/334094.json
334095,618420,2014,2014-03-05,senate,Williams motion to Adopt,27,1,0,7,35,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/334095.json
334105,608955,2014,2014-03-05,senate,Reed motion to Adopt,27,1,0,7,35,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/334105.json
334106,608955,2014,2014-03-05,senate,Motion to Read a Third Time and Pass,27,1,0,7,35,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/334106.json
334107,608955,2014,2014-03-04,house,Greer motion to Concur In and Adopt,101,0,0,3,104,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/334107.json
334118,612573,2014,2014-03-05,senate,Motion to Read a Third Time and Pass,32,0,0,3,35,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/334118.json
334136,620117,2014,2014-03-05,senate,Motion to Read a Third Time and Pass,30,0,0,5,35,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/334136.json
334143,619931,2014,2014-03-05,senate,Motion to Read a Third Time and Pass,26,3,1,5,35,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/334143.json
334188,612611,2014,2014-03-05,senate,Brewbaker motion to Adopt,32,0,0,3,35,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/334188.json
334521,620078,2014,2014-03-05,house,Motion to Read a Third Time and Pass,35,0,52,17,104,0,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/334521.json
334560,618430,2014,2014-03-05,house,Motion to Read a Third Time and Pass,40,0,56,8,104,0,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/334560.json
334586,587909,2014,2014-03-05,house,Motion to Adopt,99,0,0,5,104,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/334586.json
334587,587909,2014,2014-03-05,house,Motion to Read a Third Time and Pass,94,0,0,10,104,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/334587.json
334588,587909,2014,2014-03-05,house,Cosponsors Added,78,0,1,25,104,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/334588.json
334611,619429,2014,2014-03-05,house,Motion to Adopt,100,0,1,3,104,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/334611.json
334612,619429,2014,2014-03-05,house,Motion to Read a Third Time and Pass,96,0,0,8,104,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/334612.json
334632,591065,2014,2014-03-05,house,Motion to Adopt,95,2,1,6,104,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/334632.json
334633,591065,2014,2014-03-05,house,Motion to Read a Third Time and Pass,98,2,0,4,104,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/334633.json
334634,615466,2014,2014-03-05,house,Motion to Read a Third Time and Pass,98,0,1,5,104,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/334634.json
334635,615466,2014,2014-03-05,house,Cosponsors Added,43,0,1,60,104,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/334635.json
334671,575045,2014,2014-03-05,house,Motion to Read a Third Time and Pass,88,1,10,5,104,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/334671.json
334682,634180,2014,2014-03-05,senate,Waggoner motion to Adopt,19,6,0,10,35,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/334682.json
334765,587491,2014,2014-03-05,house,Motion to Adopt,99,0,1,4,104,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/334765.json
334766,587491,2014,2014-03-05,house,Motion to Read a Third Time and Pass,99,0,1,4,104,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/334766.json
334800,592582,2014,2014-03-05,house,Motion to Read a Third Time and Pass,98,1,0,5,104,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/334800.json
334815,590764,2014,2014-03-05,house,Motion to Adopt,100,0,1,3,104,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/334815.json
334904,582122,2014,2014-03-05,house,Motion to Adopt,101,0,0,3,104,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/334904.json
334905,582122,2014,2014-03-05,house,Motion to Read a Third Time and Pass,97,0,1,6,104,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/334905.json
334909,622403,2014,2014-03-05,house,Motion to Read a Third Time and Pass,101,0,0,3,104,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/334909.json
334979,590852,2014,2014-03-05,house,Motion to Adopt,97,1,3,3,104,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/334979.json
334980,590852,2014,2014-03-05,house,Motion to Adopt,93,1,4,6,104,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/334980.json
334984,599066,2014,2014-03-05,house,Motion to Read a Third Time and Pass,92,2,3,7,104,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/334984.json
335069,591941,2014,2014-03-05,house,Motion to Read a Third Time and Pass,99,0,0,5,104,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/335069.json
335070,574816,2014,2014-03-05,house,Motion to Read a Third Time and Pass,97,0,0,7,104,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/335070.json
335079,589896,2014,2014-03-05,house,Motion to Read a Third Time and Pass,101,0,0,3,104,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/335079.json
335084,612774,2014,2014-03-05,house,Motion to Read a Third Time and Pass,36,0,52,16,104,0,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/335084.json
335100,588369,2014,2014-03-05,house,Motion to Read a Third Time and Pass,76,0,18,10,104,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/335100.json
335126,582382,2014,2014-03-05,house,Motion to Read a Third Time and Pass,99,0,0,5,104,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/335126.json
335131,615295,2014,2014-03-05,house,Motion to Adopt,99,0,0,5,104,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/335131.json
335132,615295,2014,2014-03-05,house,Motion to Adopt,100,0,0,4,104,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/335132.json
335133,615295,2014,2014-03-05,house,Motion to Adopt,99,0,0,5,104,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/335133.json
335134,615295,2014,2014-03-05,house,Motion to Read a Third Time and Pass,98,0,0,6,104,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/335134.json
335138,629707,2014,2014-03-05,house,Motion to Read a Third Time and Pass,38,0,47,19,104,0,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/335138.json
335141,601560,2014,2014-03-05,house,Motion to Read a Third Time and Pass,101,0,0,3,104,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/335141.json
335178,624126,2014,2014-03-05,house,Motion to Read a Third Time and Pass,39,0,57,8,104,0,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/335178.json
335183,618528,2014,2014-03-06,senate,Rules Committee Petition to Cease Debate,20,12,0,3,35,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/335183.json
335207,628755,2014,2014-03-05,house,Motion to Adopt,33,0,50,21,104,0,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/335207.json
335208,628755,2014,2014-03-05,house,Motion to Read a Third Time and Pass,38,0,53,13,104,0,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/335208.json
335220,618588,2014,2014-03-06,senate,Figures motion to Adopt,23,0,0,12,35,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/335220.json
335221,618588,2014,2014-03-06,senate,Motion to Read a Third Time and Pass,23,1,1,10,35,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/335221.json
335255,622546,2014,2014-03-05,house,Motion to Read a Third Time and Pass,100,0,0,4,104,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/335255.json
335256,622546,2014,2014-03-05,house,Cosponsors Added,50,0,2,52,104,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/335256.json
335257,582416,2014,2014-03-05,house,Motion to Adopt,92,0,1,11,104,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/335257.json
335258,582416,2014,2014-03-05,house,Motion to Read a Third Time and Pass,97,0,3,4,104,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/335258.json
335262,629192,2014,2014-03-05,house,Motion to Read a Third Time and Pass,39,0,49,16,104,0,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/335262.json
335297,606746,2014,2014-03-06,senate,Marsh motion to Adopt,26,0,0,9,35,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/335297.json
335298,606746,2014,2014-03-06,senate,Marsh motion to Adopt,27,1,0,7,35,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/335298.json
335299,606746,2014,2014-03-06,senate,Motion to Read a Third Time and Pass,28,0,0,7,35,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/335299.json
335301,574842,2014,2014-03-05,house,Motion to Adopt,101,0,0,3,104,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/335301.json
335302,574842,2014,2014-03-05,house,Motion to Read a Third Time and Pass,101,0,0,3,104,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/335302.json
335306,619414,2014,2014-03-05,house,Motion to Read a Third Time and Pass,99,0,0,5,104,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/335306.json
335312,588071,2014,2014-03-05,house,Motion to Read a Third Time and Pass,98,0,0,6,104,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/335312.json
335329,560565,2014,2014-03-06,senate,Dial motion to Adopt,27,0,0,8,35,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/335329.json
335330,560565,2014,2014-03-06,senate,Motion to Read a Third Time and Pass,27,0,1,7,35,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/335330.json
335334,608890,2014,2014-03-05,house,Motion to Adopt,97,0,0,7,104,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/335334.json
335335,608890,2014,2014-03-05,house,Motion to Read a Third Time and Pass,100,0,0,4,104,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/335335.json
335338,624062,2014,2014-03-06,senate,Singleton motion to recommit,13,13,0,9,35,0,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/335338.json
335347,577440,2014,2014-03-05,house,Motion to Read a Third Time and Pass,93,0,0,11,104,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/335347.json
335370,599426,2014,2014-03-05,house,Motion to Adopt,92,1,0,11,104,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/335370.json
335371,599426,2014,2014-03-05,house,Motion to Adopt,91,0,0,13,104,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/335371.json
335372,599426,2014,2014-03-05,house,Motion to Read a Third Time and Pass,96,0,0,8,104,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/335372.json
335373,599426,2014,2014-03-05,house,Cosponsors Added,65,0,0,39,104,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/335373.json
335391,592507,2014,2014-03-05,house,Motion to Adopt,99,0,0,5,104,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/335391.json
335392,592507,2014,2014-03-05,house,Motion to Adopt,98,0,1,5,104,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/335392.json
335393,592507,2014,2014-03-05,house,Motion to Adopt,96,1,1,6,104,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/335393.json
335394,592507,2014,2014-03-05,house,Motion to Adopt,96,0,2,6,104,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/335394.json
335395,592507,2014,2014-03-05,house,Motion to Read a Third Time and Pass,88,9,1,6,104,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/335395.json
335398,601748,2014,2014-03-06,senate,McGill motion to Adopt,27,1,0,7,35,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/335398.json
335399,601748,2014,2014-03-06,senate,Motion to Read a Third Time and Pass,24,2,1,8,35,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/335399.json
335420,571480,2014,2014-03-05,house,Motion to Adopt,94,0,1,9,104,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/335420.json
335421,571480,2014,2014-03-05,house,Motion to Read a Third Time and Pass,95,0,1,8,104,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/335421.json
335453,592620,2014,2014-03-05,house,Motion to Adopt,85,0,0,19,104,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/335453.json
335454,592620,2014,2014-03-05,house,Motion to Read a Third Time and Pass,86,0,0,18,104,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/335454.json
335457,589840,2014,2014-03-05,house,Motion to Adopt,100,0,0,4,104,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/335457.json
335458,589840,2014,2014-03-05,house,Motion to Adopt,101,0,0,3,104,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/335458.json
335459,589840,2014,2014-03-05,house,Motion to Read a Third Time and Pass,101,0,0,3,104,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/335459.json
335469,563562,2014,2014-03-05,house,Motion to Adopt,76,0,0,28,104,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/335469.json
335470,563562,2014,2014-03-05,house,Motion to Read a Third Time and Pass,77,0,1,26,104,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/335470.json
335482,582366,2014,2014-03-05,house,Motion to Read a Third Time and Pass,90,0,2,12,104,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/335482.json
335492,599761,2014,2014-03-05,house,Wallace motion to Concur In and Adopt,91,0,7,6,104,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/335492.json
335493,599761,2014,2014-03-06,senate,Ward motion to Concur In and Adopt,22,0,1,12,35,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/335493.json
335494,588203,2014,2014-03-05,house,Motion to Read a Third Time and Pass,97,1,3,3,104,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/335494.json
335505,634547,2014,2014-03-06,senate,Waggoner motion to Adopt,24,2,0,9,35,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/335505.json
335521,599807,2014,2014-03-06,senate,Hightower motion to Adopt,29,0,0,6,35,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/335521.json
335522,599807,2014,2014-03-06,senate,Hightower motion to Adopt,30,1,0,4,35,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/335522.json
335523,599807,2014,2014-03-06,senate,Motion to Read a Third Time and Pass,29,1,0,5,35,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/335523.json
335526,609015,2014,2014-03-06,house,Motion to Adopt,81,9,2,12,104,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/335526.json
335527,609015,2014,2014-03-06,house,Motion to Read a Third Time and Pass,77,19,0,8,104,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/335527.json
335545,619307,2014,2014-03-06,house,Motion to Read a Third Time and Pass,95,2,4,3,104,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/335545.json
335546,619747,2014,2014-03-06,house,Motion to Read a Third Time and Pass,92,0,0,12,104,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/335546.json
335550,627517,2014,2014-03-06,senate,Singleton motion to Adopt,21,0,1,13,35,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/335550.json
335551,627517,2014,2014-03-06,senate,Motion to Read a Third Time and Pass,14,0,5,16,35,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/335551.json
335552,627517,2014,2014-03-06,senate,Singleton motion to Adopt,15,0,2,18,35,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/335552.json
335553,627517,2014,2014-03-06,senate,Motion to Read Again a Third Time and Pass as Amended,15,0,2,18,35,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/335553.json
335554,587666,2014,2014-03-06,house,Motion to Adopt,80,0,0,24,104,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/335554.json
335555,587666,2014,2014-03-06,house,Motion to Read a Third Time and Pass,83,0,0,21,104,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/335555.json
335556,587666,2014,2014-03-06,senate,Marsh motion to Concur In and Adopt,24,0,0,11,35,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/335556.json
335564,602461,2014,2014-03-06,senate,Figures motion to Adopt,17,0,3,15,35,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/335564.json
335565,602461,2014,2014-03-06,senate,Motion to Read a Third Time and Pass,30,0,0,5,35,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/335565.json
335576,581640,2014,2014-03-06,house,Motion to Read a Third Time and Pass,84,0,1,19,104,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/335576.json
335579,590623,2014,2014-03-06,senate,Motion to Read a Third Time and Pass,23,0,0,12,35,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/335579.json
335610,587400,2014,2014-03-06,house,Motion to Adopt,97,0,0,7,104,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/335610.json
335611,587400,2014,2014-03-06,house,Motion to Read a Third Time and Pass,99,0,0,5,104,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/335611.json
335664,618538,2014,2014-03-06,house,Laird motion to Table,92,0,0,12,104,1,,,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/vote/335664.json
