session,session_year,asset,local_path,sha256,pages,text_characters,rollcall_anchors
2007_RegularSession,2007,2007RegularSession_Day28,data\raw\alabama_legislature\house_journals\2007_RegularSession\Volume3_2007RegularSession\2007RegularSession_Day28.pdf,0f35872bcc2833f4ade1df72aec006ce59a3513aa9622fc5f4c348b2ae09b98f,404,828500,125
2007_RegularSession,2007,2007RegularSession_Day29,data\raw\alabama_legislature\house_journals\2007_RegularSession\Volume4_2007RegularSession\2007RegularSession_Day29.pdf,21b77f43856cd0803e0c03bbd241c9e8f29c26bd1669bba936d0d6d5b22c31d1,142,300055,25
2007_RegularSession,2007,2007RegularSession_Day30,data\raw\alabama_legislature\house_journals\2007_RegularSession\Volume4_2007RegularSession\2007RegularSession_Day30.pdf,c3db396b4a84cb5e9780f767ec91c8407a9d53bdeb4b939534824bafa71eb53d,186,357185,80
2008_1stExtraordinarySession,2008,20081stExtraordinarySession_Day1,data\raw\alabama_legislature\house_journals\2008_1stExtraordinarySession\20081stExtraordinarySession_Day1.pdf,d8ccf9e0a6990412b5e8c32fb910052a3545a9875479df8813b79089319bd41a,34,72467,0
2008_1stExtraordinarySession,2008,20081stExtraordinarySession_Day2,data\raw\alabama_legislature\house_journals\2008_1stExtraordinarySession\20081stExtraordinarySession_Day2.pdf,7907ebd1708297e0afa6bc69f22e338301fab4a20c8c82dd16de9bc478a4db18,16,38249,0
2008_1stExtraordinarySession,2008,20081stExtraordinarySession_Day3,data\raw\alabama_legislature\house_journals\2008_1stExtraordinarySession\20081stExtraordinarySession_Day3.pdf,04b576d2c42b76e96336613f9b68c64981cb27b822f9fa98e19e6f50c95a1f0a,64,137935,23
2008_1stExtraordinarySession,2008,20081stExtraordinarySession_Day4,data\raw\alabama_legislature\house_journals\2008_1stExtraordinarySession\20081stExtraordinarySession_Day4.pdf,532e9f8e18ac0aa16bdf7f673efde140401c7805ac5437f6228fe3ba352a23a8,20,39640,3
2008_1stExtraordinarySession,2008,20081stExtraordinarySession_Day5,data\raw\alabama_legislature\house_journals\2008_1stExtraordinarySession\20081stExtraordinarySession_Day5.pdf,f131218b776ac9344e60454b5c6d83dcc6f7f96e8115f96f359ae5b6ffb94bba,48,94765,15
2008_RegularSession,2008,2008RegularSession_Day1,data\raw\alabama_legislature\house_journals\2008_RegularSession\Volume1_2008RegularSession\2008RegularSession_Day1.pdf,65d39d4734e6f5a0b41a234cc19ab5665a8820d8de4254841315618ef6d0f3fa,92,205276,0
2008_RegularSession,2008,2008RegularSession_Day2,data\raw\alabama_legislature\house_journals\2008_RegularSession\Volume1_2008RegularSession\2008RegularSession_Day2.pdf,80f658e7614b99acc7e7144608614a6bc615d6fafb77002d1d90dbb348225acf,58,140060,0
2008_RegularSession,2008,2008RegularSession_Day3,data\raw\alabama_legislature\house_journals\2008_RegularSession\Volume1_2008RegularSession\2008RegularSession_Day3.pdf,9d049ce7ecea07039feb3536941827b10bb3d306bd3b2d287656128a0fdf1a9b,120,282906,44
2008_RegularSession,2008,2008RegularSession_Day4,data\raw\alabama_legislature\house_journals\2008_RegularSession\Volume1_2008RegularSession\2008RegularSession_Day4.pdf,2e4c50c9688649da962e1386be2be4a9a016dbc66b48117a116124ff2f4b876b,150,371394,57
2008_RegularSession,2008,2008RegularSession_Day5,data\raw\alabama_legislature\house_journals\2008_RegularSession\Volume1_2008RegularSession\2008RegularSession_Day5.pdf,dbbde7e3f9894fcdfec12b916ad6ce0f95f3199d8bcea87a1496617229d5a47d,68,158288,18
2008_RegularSession,2008,2008RegularSession_Day6,data\raw\alabama_legislature\house_journals\2008_RegularSession\Volume1_2008RegularSession\2008RegularSession_Day6.pdf,d7edb64a315e2583797ce257a595b03b6b7d946c2b32bec483fa4a02998a2cf6,84,194258,40
2008_RegularSession,2008,2008RegularSession_Day7,data\raw\alabama_legislature\house_journals\2008_RegularSession\Volume1_2008RegularSession\2008RegularSession_Day7.pdf,3e66855025a9ec571e22af18586ae22cc775d8672bebe314b6b25827d80983b4,50,124605,19
2008_RegularSession,2008,2008RegularSession_Day8,data\raw\alabama_legislature\house_journals\2008_RegularSession\Volume1_2008RegularSession\2008RegularSession_Day8.pdf,9e11dc7ab719de6be893e0b473fdff6592867520685317b41cc85730ec7c7601,88,206244,54
2008_RegularSession,2008,2008RegularSession_Day9,data\raw\alabama_legislature\house_journals\2008_RegularSession\Volume1_2008RegularSession\2008RegularSession_Day9.pdf,c7740fd375e118b35d697d7f9d2d02ad69cbe73b619230787d2b864224f5749b,348,897924,49
2008_RegularSession,2008,2008RegularSession_Day10,data\raw\alabama_legislature\house_journals\2008_RegularSession\Volume2_2008RegularSession\2008RegularSession_Day10.pdf,c909b65bed7516eaeb739076826ebffebd93e9cd0baf4b6e77fdb47008b66fd4,94,202214,54
2008_RegularSession,2008,2008RegularSession_Day11,data\raw\alabama_legislature\house_journals\2008_RegularSession\Volume2_2008RegularSession\2008RegularSession_Day11.pdf,2b7ec1ade381625812dea467592d5b851153b7e4a6f297785acda110a34e09e7,178,464397,16
2008_RegularSession,2008,2008RegularSession_Day12,data\raw\alabama_legislature\house_journals\2008_RegularSession\Volume2_2008RegularSession\2008RegularSession_Day12.pdf,269962d5028c13c628f2fb9aa98fb5cbeb16e93f158f4fde6b4a3f6d8f05601a,104,243717,51
2008_RegularSession,2008,2008RegularSession_Day13,data\raw\alabama_legislature\house_journals\2008_RegularSession\Volume2_2008RegularSession\2008RegularSession_Day13.pdf,519d19b6e657813ba592e2b9e06a7e82c0ee179161d1ef010ae8a47300c200c4,44,98077,10
2008_RegularSession,2008,2008RegularSession_Day14,data\raw\alabama_legislature\house_journals\2008_RegularSession\Volume2_2008RegularSession\2008RegularSession_Day14.pdf,d90e5d0e7a6f3c2f445187834e00c76545aa732e9c4e85d659ad415ea207f462,80,169610,60
2008_RegularSession,2008,2008RegularSession_Day15,data\raw\alabama_legislature\house_journals\2008_RegularSession\Volume2_2008RegularSession\2008RegularSession_Day15.pdf,3868a406d70a384fdd07c3c912eb0241efa967ca68414ba25d9c88f9fb4d5b44,122,280036,43
2008_RegularSession,2008,2008RegularSession_Day16,data\raw\alabama_legislature\house_journals\2008_RegularSession\Volume2_2008RegularSession\2008RegularSession_Day16.pdf,3f8c6c76a843ee2e7e3be49ea39616f80018827b96adcf5261fad4876b7522e2,134,290709,79
2008_RegularSession,2008,2008RegularSession_Day17,data\raw\alabama_legislature\house_journals\2008_RegularSession\Volume2_2008RegularSession\2008RegularSession_Day17.pdf,be7923f9b43bdcbbded1bd7a8d1962c9cee957309a3d5282d9ed4eaac0a9efa4,112,251053,69
2008_RegularSession,2008,2008RegularSession_Day18,data\raw\alabama_legislature\house_journals\2008_RegularSession\Volume2_2008RegularSession\2008RegularSession_Day18.pdf,d469353b7140a765f740bfc38013c40da4c9c8a941c9926c40417b32b320dae9,182,351748,66
2008_RegularSession,2008,2008RegularSession_Day19,data\raw\alabama_legislature\house_journals\2008_RegularSession\Volume3_2008RegularSession\2008RegularSession_Day19.pdf,ce5aea144f636fc93cdefeedd4f96e56e262c4b23ae5427d56a3ab787758c294,94,181199,42
2008_RegularSession,2008,2008RegularSession_Day20,data\raw\alabama_legislature\house_journals\2008_RegularSession\Volume3_2008RegularSession\2008RegularSession_Day20.pdf,88d5249b13280c712892624a1adbe1fec69a8eaeb2e203effd7abf244a17db04,96,180023,50
2008_RegularSession,2008,2008RegularSession_Day21,data\raw\alabama_legislature\house_journals\2008_RegularSession\Volume3_2008RegularSession\2008RegularSession_Day21.pdf,4a590ca8d982806d064cd99cfa5de88ff1211d69e52015b725bba687b793a763,116,267440,45
2008_RegularSession,2008,2008RegularSession_Day22,data\raw\alabama_legislature\house_journals\2008_RegularSession\Volume3_2008RegularSession\2008RegularSession_Day22.pdf,58c65b1a5521f1c12e5eb2733bb69ddca9f0be32cb4db17c4c4ec1eb8c68a003,120,259747,61
2008_RegularSession,2008,2008RegularSession_Day23,data\raw\alabama_legislature\house_journals\2008_RegularSession\Volume3_2008RegularSession\2008RegularSession_Day23.pdf,526b5af9f024ad8506948f25c2b30d1cbac2ec085b92e0d23b55f0a818e26509,54,105781,24
2008_RegularSession,2008,2008RegularSession_Day24,data\raw\alabama_legislature\house_journals\2008_RegularSession\Volume3_2008RegularSession\2008RegularSession_Day24.pdf,2c40e56b66edb9daebc7ef16d91dfb4c62c5cffffe40754a22dbd931df58bd4a,70,153753,22
2008_RegularSession,2008,2008RegularSession_Day25,data\raw\alabama_legislature\house_journals\2008_RegularSession\Volume3_2008RegularSession\2008RegularSession_Day25.pdf,ff19eb4d07a327f37bd47b06a580b0cc0b5ba1a9976f68323b038a9a04307373,114,240779,36
2008_RegularSession,2008,2008RegularSession_Day26,data\raw\alabama_legislature\house_journals\2008_RegularSession\Volume3_2008RegularSession\2008RegularSession_Day26.pdf,a2624c17ad5cc1e04228bc3d6564d6166f57801161ba87bbc3f6107d6eb743b0,174,383351,71
2008_RegularSession,2008,2008RegularSession_Day27,data\raw\alabama_legislature\house_journals\2008_RegularSession\Volume3_2008RegularSession\2008RegularSession_Day27.pdf,f70eb34c3ba307e1a236ac047c0017f504b4b277715bf22ec4be6b485e1fd4c0,84,169964,31
2008_RegularSession,2008,2008RegularSession_Day28,data\raw\alabama_legislature\house_journals\2008_RegularSession\Volume3_2008RegularSession\2008RegularSession_Day28.pdf,01972539496b3003b9b4a09f108e5859b884f35101eaa1768f7c478b5e03932c,228,466700,76
2008_RegularSession,2008,2008RegularSession_Day29,data\raw\alabama_legislature\house_journals\2008_RegularSession\Volume4_2008RegularSession\2008RegularSession_Day29.pdf,5c15d4f880dd0bd8fa8f5dc8cba3e49f487d55a9edaeae9da6cb4e0e9c260e8a,156,324766,34
2008_RegularSession,2008,2008RegularSession_Day30,data\raw\alabama_legislature\house_journals\2008_RegularSession\Volume4_2008RegularSession\2008RegularSession_Day30.pdf,0c8f1b126235be62f3d2dc21b7f158d22890773a4e45b288b3b8a627363334a7,166,365864,30
2009_1stExtraordinarySession,2009,20091stExtraordinarySession_Day1,data\raw\alabama_legislature\house_journals\2009_1stExtraordinarySession\20091stExtraordinarySession_Day1.pdf,1791356493b4698453f5a2f0acd033134065b495c8fd80810d8bc5383135124e,11,22450,0
2009_1stExtraordinarySession,2009,20091stExtraordinarySession_Day2,data\raw\alabama_legislature\house_journals\2009_1stExtraordinarySession\20091stExtraordinarySession_Day2.pdf,3648a9a1515998e84eb229e4cd79e579483f6b3deead734bcc499f6e1dc25455,11,26217,0
2009_1stExtraordinarySession,2009,20091stExtraordinarySession_Day3,data\raw\alabama_legislature\house_journals\2009_1stExtraordinarySession\20091stExtraordinarySession_Day3.pdf,78812304b727baaea4a0f677bfe977595b554f6ac11d94578e1d3265e4aafcfe,36,80015,14
2009_1stExtraordinarySession,2009,20091stExtraordinarySession_Day4,data\raw\alabama_legislature\house_journals\2009_1stExtraordinarySession\20091stExtraordinarySession_Day4.pdf,c4a978a4e2d8e1eb1ff814e7646d87495641b08d770064c5961c54a07057dca0,12,19816,0
2009_1stExtraordinarySession,2009,20091stExtraordinarySession_Day5,data\raw\alabama_legislature\house_journals\2009_1stExtraordinarySession\20091stExtraordinarySession_Day5.pdf,972fad0c8ad9b67dfcad9cd3492f83bfe1b460124b61be53b1c20606a7bef9c8,35,72787,5
2009_RegularSession,2009,2009RegularSession_Day1,data\raw\alabama_legislature\house_journals\2009_RegularSession\Volume1_2009RegularSession\2009RegularSession_Day1.pdf,06d48001fb062a08111c588086235d97569398fb9c86bad9a17e4ed2610dfb2a,112,245351,0
2009_RegularSession,2009,2009RegularSession_Day2,data\raw\alabama_legislature\house_journals\2009_RegularSession\Volume1_2009RegularSession\2009RegularSession_Day2.pdf,449e6acbfafa6357ae6e1066d74083e3b42aee3d0319704ed548b81ad2d1b9ca,78,187897,1
2009_RegularSession,2009,2009RegularSession_Day3,data\raw\alabama_legislature\house_journals\2009_RegularSession\Volume1_2009RegularSession\2009RegularSession_Day3.pdf,dbd42844ac62ce08913229f56ff7cc23d245e40491665f630e5ef20d3ef5a0a2,139,317618,105
2009_RegularSession,2009,2009RegularSession_Day4,data\raw\alabama_legislature\house_journals\2009_RegularSession\Volume1_2009RegularSession\2009RegularSession_Day4.pdf,f497a375b6287cf715e76083dc2cd1db76dd0285a949e8e17480587f94695d5b,136,348936,33
2009_RegularSession,2009,2009RegularSession_Day5,data\raw\alabama_legislature\house_journals\2009_RegularSession\Volume1_2009RegularSession\2009RegularSession_Day5.pdf,2b4d0e53b9c5053698c9e4db1a78b11c90e345c31b4786e88faae71209cf8cb0,95,219704,35
2009_RegularSession,2009,2009RegularSession_Day6,data\raw\alabama_legislature\house_journals\2009_RegularSession\Volume1_2009RegularSession\2009RegularSession_Day6.pdf,4b805e9c8135746496f0885b8bf659f03950baff3abef1a0cd005cc86573d52b,146,360786,66
2009_RegularSession,2009,2009RegularSession_Day7,data\raw\alabama_legislature\house_journals\2009_RegularSession\Volume1_2009RegularSession\2009RegularSession_Day7.pdf,f6c51bd7dbcc590715e5bb7c492179c5aa08183546d6efa2900d288d05bba482,143,361779,62
2009_RegularSession,2009,2009RegularSession_Day8,data\raw\alabama_legislature\house_journals\2009_RegularSession\Volume1_2009RegularSession\2009RegularSession_Day8.pdf,ba058d4df9ebdf429348158df22a83c595487b2a9f3f90ed065a8a42231fd92a,105,250137,47
2009_RegularSession,2009,2009RegularSession_Day10,data\raw\alabama_legislature\house_journals\2009_RegularSession\Volume2_2009RegularSession\2009RegularSession_Day10.pdf,3e8809c56f4c53f6b8e2d6527b2665bd1fd6a78219fb0b56c0736d7ee0deb8ab,546,1371358,45
2009_RegularSession,2009,2009RegularSession_Day11,data\raw\alabama_legislature\house_journals\2009_RegularSession\Volume2_2009RegularSession\2009RegularSession_Day11.pdf,0b9c2c032cb0710243d18660c3ff6aaafe7692c49e13972758ef4d8536c6bac8,140,294761,59
2009_RegularSession,2009,2009RegularSession_Day12,data\raw\alabama_legislature\house_journals\2009_RegularSession\Volume2_2009RegularSession\2009RegularSession_Day12.pdf,5f01df518d0e931fba86295ae04fdc1bd66a179ce05ad9a3f3e13479ef68263b,102,211889,52
2009_RegularSession,2009,2009RegularSession_Day9,data\raw\alabama_legislature\house_journals\2009_RegularSession\Volume2_2009RegularSession\2009RegularSession_Day9.pdf,9939256e84f9014a78013f1459b5ae4e9d62a2c3d2e59a3c344b34008cfdbf54,364,978803,69
2009_RegularSession,2009,2009RegularSession_Day13,data\raw\alabama_legislature\house_journals\2009_RegularSession\Volume3_2009RegularSession\2009RegularSession_Day13.pdf,545ec0973bdeb4c795f6d0fe648a574f230b878e39ac45b250cdfd4ea2843d07,78,169644,26
2009_RegularSession,2009,2009RegularSession_Day14,data\raw\alabama_legislature\house_journals\2009_RegularSession\Volume3_2009RegularSession\2009RegularSession_Day14.pdf,2b0890ccaf50f4f8b012dd4ea2b47ca09dcc557501f1b2b6433754430c696b19,72,167106,14
2009_RegularSession,2009,2009RegularSession_Day15,data\raw\alabama_legislature\house_journals\2009_RegularSession\Volume3_2009RegularSession\2009RegularSession_Day15.pdf,c003084372076a1b00c17aed12a0cc923410109f51410fdc5e98f72da0f712fe,66,134834,21
2009_RegularSession,2009,2009RegularSession_Day16,data\raw\alabama_legislature\house_journals\2009_RegularSession\Volume3_2009RegularSession\2009RegularSession_Day16.pdf,d2f99898297dd8d5776adab54638a250dd4e31a93f5dc6280cfc91f1baef57ea,78,178333,36
2009_RegularSession,2009,2009RegularSession_Day17,data\raw\alabama_legislature\house_journals\2009_RegularSession\Volume3_2009RegularSession\2009RegularSession_Day17.pdf,a98c5270c995211cee4d54c98c50815bd0a705759bd6a4ed380f046dbfa7708c,56,119020,31
2009_RegularSession,2009,2009RegularSession_Day18,data\raw\alabama_legislature\house_journals\2009_RegularSession\Volume3_2009RegularSession\2009RegularSession_Day18.pdf,addf53431631b0dc6b75d4e20a7974ab60c937677f18374c20dd750f9be73d3a,48,93321,16
2009_RegularSession,2009,2009RegularSession_Day19,data\raw\alabama_legislature\house_journals\2009_RegularSession\Volume3_2009RegularSession\2009RegularSession_Day19.pdf,a8764c55ecd2cc04490247b94ce168963c611634e48144639a6b9758f61dae86,104,205975,33
2009_RegularSession,2009,2009RegularSession_Day20,data\raw\alabama_legislature\house_journals\2009_RegularSession\Volume3_2009RegularSession\2009RegularSession_Day20.pdf,2862c63fc59ec7ded50e72676a05bcca6c14af788a65a4682ab7e2179d5bc108,70,148750,28
2009_RegularSession,2009,2009RegularSession_Day21,data\raw\alabama_legislature\house_journals\2009_RegularSession\Volume3_2009RegularSession\2009RegularSession_Day21.pdf,0e575c5244559b074f97ea5df1f72b8a830a4695899df4703f2383ac7268e43d,144,332859,45
2009_RegularSession,2009,2009RegularSession_Day22,data\raw\alabama_legislature\house_journals\2009_RegularSession\Volume3_2009RegularSession\2009RegularSession_Day22.pdf,ef24956fe441f9324480fdbbad5d56104a4ad39d39e0d16ed983ce54face17e7,198,393560,39
2009_RegularSession,2009,2009RegularSession_Day23,data\raw\alabama_legislature\house_journals\2009_RegularSession\Volume3_2009RegularSession\2009RegularSession_Day23.pdf,2a6a27a456550d4d40518094dafd56c43dfa58fc8d57589d0cef5a38129b9616,150,301232,63
2009_RegularSession,2009,2009RegularSession_Day24,data\raw\alabama_legislature\house_journals\2009_RegularSession\Volume4_2009RegularSession\2009RegularSession_Day24.pdf,30dca718a1fa591c63285c107e108601baeb15b83ebde5beedbbb4ba588ab4bc,194,415705,80
2009_RegularSession,2009,2009RegularSession_Day25,data\raw\alabama_legislature\house_journals\2009_RegularSession\Volume4_2009RegularSession\2009RegularSession_Day25.pdf,b9b7a4374cb29ce955ae0adb377b39e0d9ae246a4973e9014c1e29010123101c,152,316256,68
2009_RegularSession,2009,2009RegularSession_Day26,data\raw\alabama_legislature\house_journals\2009_RegularSession\Volume4_2009RegularSession\2009RegularSession_Day26.pdf,c2770aadcd0fee9bf52cfe334be4d8fd27b9230d1a19845dcc8e2366efffe89b,236,535072,150
2009_RegularSession,2009,2009RegularSession_Day27,data\raw\alabama_legislature\house_journals\2009_RegularSession\Volume4_2009RegularSession\2009RegularSession_Day27.pdf,e8db2fa0dcdd5ad71d9ea3152672653917d8af90e01bb7d3f4850655c099f300,342,740403,99
2009_RegularSession,2009,2009RegularSession_Day28,data\raw\alabama_legislature\house_journals\2009_RegularSession\Volume4_2009RegularSession\2009RegularSession_Day28.pdf,0126da7dbe74ec65e06cdbb8f26ebb45de988714a921a8ccbd9bd034498df90e,228,480142,71
2009_RegularSession,2009,2009RegularSession_Day29,data\raw\alabama_legislature\house_journals\2009_RegularSession\Volume5_2009RegularSession\2009RegularSession_Day29.pdf,79a9a24ae695074cb4f8dee5171b35c0374c0bdb57028e50d8eef46b0a883950,212,447700,50
2009_RegularSession,2009,2009RegularSession_Day30,data\raw\alabama_legislature\house_journals\2009_RegularSession\Volume5_2009RegularSession\2009RegularSession_Day30.pdf,12827ff7530ee13dc73d2100a64ff6b2aeb6ed0d3fb5728e5a6bfc0a80588081,210,442966,55
