rollcall_id,original_bill_type,original_bill_number,bill_type,bill_number,measure_identity_status,context_synopsis,recovered_synopsis,recovery_status,source_page_window,best_synopsis,synopsis_source
SJRC-18CF82FA28E6EF37,SJR,104.0,SJR,104.0,parser_measure_retained_no_formal_marker,,"COMMENDING MR. JOSEPH E. GIBBS, FOUNDER OF THE GOLF CHANNEL, FOR HIS OUTSTAND- ING PROFESSIONAL ACCOMPLISHMENTS. WHEREAS, we are pleased to commend Mr. Joseph (Joe) E. Gibbs, founder of the Golf Channel, for his outstanding professional accomplishments; and WHEREAS, a native of Oneonta, Alabama, and graduate of The University of Alabama, Cum Laude, Joe Gibbs is Chairman of Gibbs Investments, LLC, in Orlando, Florida; and has served as Vice Chairman, President, and Chief Executive Officer of TGC, Incorpo- rated for 10 years; and WHEREAS, Joe Gibbs, along with Arnold Palmer, launched The Golf Channel in January 1995 and today over 60 million viewers subscribe worldwide in the United States, Canada, Japan, Europe, Asia, the Middle East, and the Caribbean; and WHEREAS, a seasoned cable television entrepreneur and manager, Joe Gibbs has successfully financed and built cable and cel- lular telephone companies in the United States and abroad including Crowley Cellular Telecommunications, which grew to be the largest private cellular operator in the U. S., prior to its sale in 1994; and WHEREAS, Joe Gibbs served four years in the United States Navy as a crewman navigator; he is married to his loving wife, Kay, and they have a son and a daughter; and WHEREAS, a Certified Public Accountant, Joe Gibbs serves as a Director for the following boards: Board of Visitors; University of Alabama Business School and the School of Communications; International Advisory Board of the Arnold Palmer Women and Chil- dren’s Hospital in Orlando, Florida; Digital Media Arts College; CONVERGYS (a Fortune 500 Company); and the Barbara Ingalls Shook Foundation; and WHEREAS, a genius in creating The Golf Channel which has served to revolutionize the great game of golf, both in the level of par- ticipation and spectator interest, as well as the economic impact, Joe Gibbs has indeed earned the admiration and respect of all associated with him and it is most fitting to recognize such a talented native son; now therefore, BE IT RESOLVED BY THE LEGISLATURE OF ALA- BAMA, BOTH HOUSES THEREOF CONCURRING, That it is with great pride that Mr. Joseph E. Gibbs is hereby honored and rec- 1516 JOURNAL OF THE SENATE, 2006 23rd Day - March 28, 2006 ognized for his outstanding professional accomplishments and we do direct that a copy of this resolution be provided for appropriate pre- sentation with our sincere tribute and praise. Senator Mitchem requested and received unanimous consent to suspend the provisions of Senate Rule 55 and the Resolution was adopted by the Senate.",recovered_exact_pdf_window,31-49,"COMMENDING MR. JOSEPH E. GIBBS, FOUNDER OF THE GOLF CHANNEL, FOR HIS OUTSTAND- ING PROFESSIONAL ACCOMPLISHMENTS. WHEREAS, we are pleased to commend Mr. Joseph (Joe) E. Gibbs, founder of the Golf Channel, for his outstanding professional accomplishments; and WHEREAS, a native of Oneonta, Alabama, and graduate of The University of Alabama, Cum Laude, Joe Gibbs is Chairman of Gibbs Investments, LLC, in Orlando, Florida; and has served as Vice Chairman, President, and Chief Executive Officer of TGC, Incorpo- rated for 10 years; and WHEREAS, Joe Gibbs, along with Arnold Palmer, launched The Golf Channel in January 1995 and today over 60 million viewers subscribe worldwide in the United States, Canada, Japan, Europe, Asia, the Middle East, and the Caribbean; and WHEREAS, a seasoned cable television entrepreneur and manager, Joe Gibbs has successfully financed and built cable and cel- lular telephone companies in the United States and abroad including Crowley Cellular Telecommunications, which grew to be the largest private cellular operator in the U. S., prior to its sale in 1994; and WHEREAS, Joe Gibbs served four years in the United States Navy as a crewman navigator; he is married to his loving wife, Kay, and they have a son and a daughter; and WHEREAS, a Certified Public Accountant, Joe Gibbs serves as a Director for the following boards: Board of Visitors; University of Alabama Business School and the School of Communications; International Advisory Board of the Arnold Palmer Women and Chil- dren’s Hospital in Orlando, Florida; Digital Media Arts College; CONVERGYS (a Fortune 500 Company); and the Barbara Ingalls Shook Foundation; and WHEREAS, a genius in creating The Golf Channel which has served to revolutionize the great game of golf, both in the level of par- ticipation and spectator interest, as well as the economic impact, Joe Gibbs has indeed earned the admiration and respect of all associated with him and it is most fitting to recognize such a talented native son; now therefore, BE IT RESOLVED BY THE LEGISLATURE OF ALA- BAMA, BOTH HOUSES THEREOF CONCURRING, That it is with great pride that Mr. Joseph E. Gibbs is hereby honored and rec- 1516 JOURNAL OF THE SENATE, 2006 23rd Day - March 28, 2006 ognized for his outstanding professional accomplishments and we do direct that a copy of this resolution be provided for appropriate pre- sentation with our sincere tribute and praise. Senator Mitchem requested and received unanimous consent to suspend the provisions of Senate Rule 55 and the Resolution was adopted by the Senate.",exact_pdf_page_window
SJRC-7E5143AEAC890DCA,SJR,105.0,SJR,105.0,parser_measure_retained_no_formal_marker,,"DESIGNATING THE JACK TONEY MEMORIAL HIGHWAY. WHEREAS, Jack Toney was a resident of the Boaz, Ala- bama, area, and this award winning singer and songwriter brought positive publicity and great honor to the community he called home; and WHEREAS, Jack Toney’s musical career was notable; his accomplishments include winning the State FFA Quartet Competi- tion while in high school; joining his first trio, the JoyMakers, in 1951; in 1963, he sang a sweet lead for the legendary Statesmen Quartet; and later contributed his classy stage presence and strong vocals to the Stamps Quartet and the Masters Five; and WHEREAS, Mr. Toney’s honors also include receiving the Nashville Songwriters Association International Number One Song award in 1995 for the beautiful “I Will Rise Up From My Grave”; he wrote over 500 songs, with more than 200 being recorded by various artists; and he is credited with having one of the smoothest voices in southern Gospel music; and WHEREAS, most impressively, Jack Toney was inducted into the Southern Gospel Music Hall of Fame in 2005, a singular hon- or for which his hometown is unquestionably proud; and REGULAR SESSION 1517 23rd Day - March 28, 2006 WHEREAS, it is highly appropriate that the talents and artis- tic contributions of this Alabama musician be recognized and remem- bered in a permanent and lasting fashion; now therefore, BE IT RESOLVED BY THE LEGISLATURE OF ALA- BAMA, BOTH HOUSES THEREOF CONCURRING, That State Highway 205, in Marshall County, from the Etowah County line to U.S. Highway 431 is designated the Jack Toney Memorial Highway. Appropriate officials are requested to erect signs indicating this des- ignation. A copy of this resolution shall be provided to the family of Mr. Toney, so that they may know of this recognition and our respect and appreciation. Senator Mitchem requested and received unanimous consent to suspend the provisions of Senate Rule 55 and the Resolution was adopted by the Senate.",recovered_exact_pdf_window,32-50,"DESIGNATING THE JACK TONEY MEMORIAL HIGHWAY. WHEREAS, Jack Toney was a resident of the Boaz, Ala- bama, area, and this award winning singer and songwriter brought positive publicity and great honor to the community he called home; and WHEREAS, Jack Toney’s musical career was notable; his accomplishments include winning the State FFA Quartet Competi- tion while in high school; joining his first trio, the JoyMakers, in 1951; in 1963, he sang a sweet lead for the legendary Statesmen Quartet; and later contributed his classy stage presence and strong vocals to the Stamps Quartet and the Masters Five; and WHEREAS, Mr. Toney’s honors also include receiving the Nashville Songwriters Association International Number One Song award in 1995 for the beautiful “I Will Rise Up From My Grave”; he wrote over 500 songs, with more than 200 being recorded by various artists; and he is credited with having one of the smoothest voices in southern Gospel music; and WHEREAS, most impressively, Jack Toney was inducted into the Southern Gospel Music Hall of Fame in 2005, a singular hon- or for which his hometown is unquestionably proud; and REGULAR SESSION 1517 23rd Day - March 28, 2006 WHEREAS, it is highly appropriate that the talents and artis- tic contributions of this Alabama musician be recognized and remem- bered in a permanent and lasting fashion; now therefore, BE IT RESOLVED BY THE LEGISLATURE OF ALA- BAMA, BOTH HOUSES THEREOF CONCURRING, That State Highway 205, in Marshall County, from the Etowah County line to U.S. Highway 431 is designated the Jack Toney Memorial Highway. Appropriate officials are requested to erect signs indicating this des- ignation. A copy of this resolution shall be provided to the family of Mr. Toney, so that they may know of this recognition and our respect and appreciation. Senator Mitchem requested and received unanimous consent to suspend the provisions of Senate Rule 55 and the Resolution was adopted by the Senate.",exact_pdf_page_window
SJRC-6D0CC14D452AC09F,SJR,106.0,SJR,106.0,parser_measure_retained_no_formal_marker,,"RECOGNIZING THE 40TH ANNIVERSARY OF THE VOTING RIGHTS ACT. WHEREAS, in 2005, many of America’s most respected civil rights group, religious organizations, news organizations, and gov- ernmental entities such as the Department of Justice celebrated or recognized the 40th Anniversary of the passage of the Voting Rights Act of 1965; and WHEREAS, scores of local governments in Alabama, includ- ing the cities of Selma, Montgomery, Opelika, Birmingham, and Huntsville, and county commissions, large and small, ranging from the Jefferson and Houston County Commissions to the Coosa and Conecuh County Commissions, have gone on record to adopt resolu- tions affirming their support for the reauthorization of key provisions of the Voting Rights Act of 1965 when it comes up for renewal in 2007; and 1520 JOURNAL OF THE SENATE, 2006 23rd Day - March 28, 2006 WHEREAS, it also is noteworthy that several members of Alabama’s Congressional Delegation have made known or expressed their support for the renewal of the Voting Rights Act in 2007; and WHEREAS, the recent deaths of Mrs. Rosa Parks and Mrs. Coretta Scott King have reminded the nation in general, and our state in particular, of the impact that these two brave black women from Alabama have had in helping to change Civil Rights Laws and Vot- ing Rights Laws for the betterment of all; now therefore, BE IT RESOLVED BY THE LEGISLATURE OF ALA- BAMA, BOTH HOUSES THEREOF CONCURRING, That as our nation celebrates Women’s History Month during March, we hereby recognize and honor Rosa Parks and Coretta Scott King by publicly supporting the 2007 reauthorization of the Voting Rights Act of 1965 through the adoption of this special resolution. Senator Ross requested and received unanimous consent to suspend the provisions of Senate Rule 55 and the Resolution was adopted by the Senate.",recovered_exact_pdf_window,35-53,"RECOGNIZING THE 40TH ANNIVERSARY OF THE VOTING RIGHTS ACT. WHEREAS, in 2005, many of America’s most respected civil rights group, religious organizations, news organizations, and gov- ernmental entities such as the Department of Justice celebrated or recognized the 40th Anniversary of the passage of the Voting Rights Act of 1965; and WHEREAS, scores of local governments in Alabama, includ- ing the cities of Selma, Montgomery, Opelika, Birmingham, and Huntsville, and county commissions, large and small, ranging from the Jefferson and Houston County Commissions to the Coosa and Conecuh County Commissions, have gone on record to adopt resolu- tions affirming their support for the reauthorization of key provisions of the Voting Rights Act of 1965 when it comes up for renewal in 2007; and 1520 JOURNAL OF THE SENATE, 2006 23rd Day - March 28, 2006 WHEREAS, it also is noteworthy that several members of Alabama’s Congressional Delegation have made known or expressed their support for the renewal of the Voting Rights Act in 2007; and WHEREAS, the recent deaths of Mrs. Rosa Parks and Mrs. Coretta Scott King have reminded the nation in general, and our state in particular, of the impact that these two brave black women from Alabama have had in helping to change Civil Rights Laws and Vot- ing Rights Laws for the betterment of all; now therefore, BE IT RESOLVED BY THE LEGISLATURE OF ALA- BAMA, BOTH HOUSES THEREOF CONCURRING, That as our nation celebrates Women’s History Month during March, we hereby recognize and honor Rosa Parks and Coretta Scott King by publicly supporting the 2007 reauthorization of the Voting Rights Act of 1965 through the adoption of this special resolution. Senator Ross requested and received unanimous consent to suspend the provisions of Senate Rule 55 and the Resolution was adopted by the Senate.",exact_pdf_page_window
SJRC-F81D34F24634A0D4,SJR,107.0,SJR,107.0,parser_measure_retained_no_formal_marker,,"RECOGNIZING THE OUTSTANDING SUPPORT FOR THE ALABAMA DEPARTMENT OF SENIOR SERVICES DURING HURRICANES KATRINA AND RITA. WHEREAS, it is with great pride and honor that we recognize the employees of the New York State Office for the Aging, Governor Sonny Perdue of the State of Georgia and the Division of Aging Ser- vices of Georgia, and the Maryland Department of Aging for their contributions to the Alabama Department of Senior Services to help senior citizens devastated by Hurricanes Katrina and Rita; and REGULAR SESSION 1521 23rd Day - March 28, 2006 WHEREAS, in the aftermath caused by Hurricanes Katrina and Rita, the employees of the New York State Office for the Aging and the Maryland Department of Aging donated cash contributions to assist thousands of families whose lives were in turmoil; and Gover- nor Sonny Perdue and the Division of Aging Services of Georgia worked tirelessly and selflessly to provide 125,000 meals to countless individuals whose lives had been threatened; and WHEREAS, indeed, it is appropriate to acknowledge the efforts and generous contributions made by these caring individuals and to convey our sincere appreciation to each of them on behalf of the citizenry of the State of Alabama; now therefore, BE IT RESOLVED BY THE LEGISLATURE OF ALA- BAMA, BOTH HOUSES THEREOF CONCURRING, That in rec- ognition of outstanding contributions to the Alabama Department of Senior Services, we commend the New York State Office for the Aging, Governor Sonny Perdue and the Division of Aging Services of Georgia, and the employees of the Maryland Department of Aging. BE IT FURTHER RESOLVED, That a copy of this resolu- tion be provided to each of these agencies with tribute and esteem. Senator Dial requested and received unanimous consent to suspend the provisions of Senate Rule 55 and the Resolution was adopted by the Senate.",recovered_exact_pdf_window,36-54,"RECOGNIZING THE OUTSTANDING SUPPORT FOR THE ALABAMA DEPARTMENT OF SENIOR SERVICES DURING HURRICANES KATRINA AND RITA. WHEREAS, it is with great pride and honor that we recognize the employees of the New York State Office for the Aging, Governor Sonny Perdue of the State of Georgia and the Division of Aging Ser- vices of Georgia, and the Maryland Department of Aging for their contributions to the Alabama Department of Senior Services to help senior citizens devastated by Hurricanes Katrina and Rita; and REGULAR SESSION 1521 23rd Day - March 28, 2006 WHEREAS, in the aftermath caused by Hurricanes Katrina and Rita, the employees of the New York State Office for the Aging and the Maryland Department of Aging donated cash contributions to assist thousands of families whose lives were in turmoil; and Gover- nor Sonny Perdue and the Division of Aging Services of Georgia worked tirelessly and selflessly to provide 125,000 meals to countless individuals whose lives had been threatened; and WHEREAS, indeed, it is appropriate to acknowledge the efforts and generous contributions made by these caring individuals and to convey our sincere appreciation to each of them on behalf of the citizenry of the State of Alabama; now therefore, BE IT RESOLVED BY THE LEGISLATURE OF ALA- BAMA, BOTH HOUSES THEREOF CONCURRING, That in rec- ognition of outstanding contributions to the Alabama Department of Senior Services, we commend the New York State Office for the Aging, Governor Sonny Perdue and the Division of Aging Services of Georgia, and the employees of the Maryland Department of Aging. BE IT FURTHER RESOLVED, That a copy of this resolu- tion be provided to each of these agencies with tribute and esteem. Senator Dial requested and received unanimous consent to suspend the provisions of Senate Rule 55 and the Resolution was adopted by the Senate.",exact_pdf_page_window
SJRC-2F03B2767B4D9221,SJR,109.0,SJR,109.0,parser_measure_retained_no_formal_marker,,"RECOGNIZING ALABAMA’S CHEMISTRY INDUSTRY AND ITS EMPLOYEES FOR THEIR ESSENTIAL CONTRIBUTIONS TO THE STATE’S ECONOMY AND TO THE QUALITY OF LIFE OF ALABAMA CITIZENS. WHEREAS, Alabama’s chemistry industry is vital to the state’s economic well-being and tax base, employing some 10,000 workers directly and generating more than 50,000 indirect support jobs; and WHEREAS, chemistry industry jobs in Alabama are some of the best paying jobs in the state, averaging more than $60,000 annu- ally; and WHEREAS, through the significant capital investment, hard work, and commitment of the industry, chemistry manufacturing sites in Alabama are among the most modern and efficient, safe and secure, and environmentally sound in the world; and 1524 JOURNAL OF THE SENATE, 2006 23rd Day - March 28, 2006 WHEREAS, Alabama’s chemistry industry makes possible a variety of products that are essential in the daily lives of Alabamians and other Americans, from medical and health-related products to clothing and food and many of the other items that contribute to a high quality of life; and WHEREAS, Alabama’s chemistry companies and employees contribute significantly to their communities, not only through mil- lions of dollars in taxes and purchased goods and services, but also to charitable and community organizations, both financially and through volunteer service; and WHEREAS, Alabama’s chemistry industry currently is par- ticipating in a national chemistry awareness and promotion cam- paign; now therefore, BE IT RESOLVED BY THE LEGISLATURE OF ALA- BAMA, BOTH HOUSES THEREOF CONCURRING, That this body recognizes Alabama’s chemistry industry and commends its employees for their essential contributions to Alabama’s economy, to the state’s employment and tax base, and to the high quality of life enjoyed by residents of Alabama, the United States of America, and the world. Senator Myers requested and received unanimous consent to suspend the provisions of Senate Rule 55 and the Resolution was adopted by the Senate.",recovered_exact_pdf_window,39-57,"RECOGNIZING ALABAMA’S CHEMISTRY INDUSTRY AND ITS EMPLOYEES FOR THEIR ESSENTIAL CONTRIBUTIONS TO THE STATE’S ECONOMY AND TO THE QUALITY OF LIFE OF ALABAMA CITIZENS. WHEREAS, Alabama’s chemistry industry is vital to the state’s economic well-being and tax base, employing some 10,000 workers directly and generating more than 50,000 indirect support jobs; and WHEREAS, chemistry industry jobs in Alabama are some of the best paying jobs in the state, averaging more than $60,000 annu- ally; and WHEREAS, through the significant capital investment, hard work, and commitment of the industry, chemistry manufacturing sites in Alabama are among the most modern and efficient, safe and secure, and environmentally sound in the world; and 1524 JOURNAL OF THE SENATE, 2006 23rd Day - March 28, 2006 WHEREAS, Alabama’s chemistry industry makes possible a variety of products that are essential in the daily lives of Alabamians and other Americans, from medical and health-related products to clothing and food and many of the other items that contribute to a high quality of life; and WHEREAS, Alabama’s chemistry companies and employees contribute significantly to their communities, not only through mil- lions of dollars in taxes and purchased goods and services, but also to charitable and community organizations, both financially and through volunteer service; and WHEREAS, Alabama’s chemistry industry currently is par- ticipating in a national chemistry awareness and promotion cam- paign; now therefore, BE IT RESOLVED BY THE LEGISLATURE OF ALA- BAMA, BOTH HOUSES THEREOF CONCURRING, That this body recognizes Alabama’s chemistry industry and commends its employees for their essential contributions to Alabama’s economy, to the state’s employment and tax base, and to the high quality of life enjoyed by residents of Alabama, the United States of America, and the world. Senator Myers requested and received unanimous consent to suspend the provisions of Senate Rule 55 and the Resolution was adopted by the Senate.",exact_pdf_page_window
SJRC-E3781ED85EF6D3DE,SJR,110.0,SJR,110.0,parser_measure_retained_no_formal_marker,,"RECOGNIZING THE NAMING OF THE ALA- BAMA NATIONAL GUARD ARMORY AT FORT MCCLELLAN IN HONOR OF MAJOR GENERAL C. MARK BOWEN. WHEREAS, it is with great pride and pleasure that we recog- nize the naming of the Alabama National Guard Armory at Fort McClellan in honor of Major General C. Mark Bowen, who has served with distinction in the Alabama National Guard for more than 44 years, including service as Adjutant General since January 20, 2003; and WHEREAS, General Bowen has used his training and expe- rience to serve his country both as an enlisted soldier and officer and, throughout his career, he has placed an unwavering emphasis on pro- REGULAR SESSION 1547 23rd Day - March 28, 2006 viding leadership and service for Alabama’s Guard members, their families, and their employers; and WHEREAS, General Bowen was appointed by Governor Riley to command the mobilization of more than 10,000 Alabama National Guard members in the Global War on Terrorism, and he commanded an additional 5,000 Guard members during the 2004 and 2005 hurricane seasons; and WHEREAS, this Alabama son has indeed served his country as a warrior in combat and as a leader in peace as a citizen-soldier; and WHEREAS, it is the desire of the City of Anniston, the Cal- houn County Commission, and numerous veterans’ groups in the Calhoun County Community that the Alabama Armory Commission name the new Alabama National Guard Armory at the Fort McClel- lan Army National Guard Training Site the Fort C. Mark Bowen Armory in honor of Major General C. Mark Bowen; now therefore, BE IT RESOLVED BY THE LEGISLATURE OF ALA- BAMA, BOTH HOUSES THEREOF CONCURRING, That it is with highest commendation that we recognize the naming of the new Alabama National Guard Armory at the Fort McClellan Army National Guard Training Site as the Fort C. Mark Bowen Armory in honor of Major General C. Mark Bowen, and direct that a copy of this resolution be provided to him with tribute and esteem. Senator Dial requested and received unanimous consent to suspend the provisions of Senate Rule 55 and the Resolution was adopted by the Senate.",recovered_exact_pdf_window,62-79,"RECOGNIZING THE NAMING OF THE ALA- BAMA NATIONAL GUARD ARMORY AT FORT MCCLELLAN IN HONOR OF MAJOR GENERAL C. MARK BOWEN. WHEREAS, it is with great pride and pleasure that we recog- nize the naming of the Alabama National Guard Armory at Fort McClellan in honor of Major General C. Mark Bowen, who has served with distinction in the Alabama National Guard for more than 44 years, including service as Adjutant General since January 20, 2003; and WHEREAS, General Bowen has used his training and expe- rience to serve his country both as an enlisted soldier and officer and, throughout his career, he has placed an unwavering emphasis on pro- REGULAR SESSION 1547 23rd Day - March 28, 2006 viding leadership and service for Alabama’s Guard members, their families, and their employers; and WHEREAS, General Bowen was appointed by Governor Riley to command the mobilization of more than 10,000 Alabama National Guard members in the Global War on Terrorism, and he commanded an additional 5,000 Guard members during the 2004 and 2005 hurricane seasons; and WHEREAS, this Alabama son has indeed served his country as a warrior in combat and as a leader in peace as a citizen-soldier; and WHEREAS, it is the desire of the City of Anniston, the Cal- houn County Commission, and numerous veterans’ groups in the Calhoun County Community that the Alabama Armory Commission name the new Alabama National Guard Armory at the Fort McClel- lan Army National Guard Training Site the Fort C. Mark Bowen Armory in honor of Major General C. Mark Bowen; now therefore, BE IT RESOLVED BY THE LEGISLATURE OF ALA- BAMA, BOTH HOUSES THEREOF CONCURRING, That it is with highest commendation that we recognize the naming of the new Alabama National Guard Armory at the Fort McClellan Army National Guard Training Site as the Fort C. Mark Bowen Armory in honor of Major General C. Mark Bowen, and direct that a copy of this resolution be provided to him with tribute and esteem. Senator Dial requested and received unanimous consent to suspend the provisions of Senate Rule 55 and the Resolution was adopted by the Senate.",exact_pdf_page_window
SJRC-2F3A8F0844A56499,SJR,119.0,SJR,119.0,parser_measure_retained_no_formal_marker,,"MOURNING THE DEATH OF MRS. MARY ANN HALL. WHEREAS, herein recorded with deepest sorrow and regret is the death of Mrs. Mary Ann Hall of Gurley, Alabama, wife of our friend and colleague, Representative Albert Hall, on March 19, 2006; and WHEREAS, Mrs. Hall attended Calhoun Community Col- lege and The University of Alabama, earning a Registered Nurse Degree and beginning a 30-year nursing career at the Huntsville Hos- pital, and later with Home Health Care, where, with her infectious smile and contagious personality, she treated her patients with joy, compassion, and understanding, including bringing home-bound patients lunch from their favorite restaurant or supplying them with additional medical or personal supplies; and WHEREAS, Mrs. Hall was a warm and gracious lady who possessed a sweet spirit and had a genuine love for people all of her life; she especially enjoyed eating out, shopping, and traveling with REGULAR SESSION 1807 26th Day - April 4, 2006 her devoted granddaughter, Jessica Paige Curington, who, after she began driving, would bring breakfast to her grandmother on her way to school; and WHEREAS, Mrs. Hall also was a member of the Baptist Church and known for her charismatic personality, which quickly won the hearts of the members of her bridge group, as well as count- less others with whom she was associated; and WHEREAS, indeed, Mrs. Hall had warm and understanding ways, kindly wisdom, and a loving heart which entitled her to the gratitude and devotion of all those who loved her; and WHEREAS, left to cherish the memory of Mrs. Hall are her devoted husband of 48 years, Representative Albert Hall; daughter, Mary Lynda Hall; son, James “Jim” Hall; granddaughter, Jessica Paige Curington; and other loving family members and friends; now therefore, BE IT RESOLVED BY THE LEGISLATURE OF ALA- BAMA, BOTH HOUSES THEREOF CONCURRING, That heart- felt sympathy is extended to the husband of Mrs. Mary Ann Hall of Gurley, Alabama, whose sorrow we share, and for whom a copy of this resolution is provided with our sincere condolence. Senator Butler requested and received unanimous consent to suspend the provisions of Senate Rule 55 and the Resolution was adopted by the Senate.",recovered_exact_pdf_window,5-23,"MOURNING THE DEATH OF MRS. MARY ANN HALL. WHEREAS, herein recorded with deepest sorrow and regret is the death of Mrs. Mary Ann Hall of Gurley, Alabama, wife of our friend and colleague, Representative Albert Hall, on March 19, 2006; and WHEREAS, Mrs. Hall attended Calhoun Community Col- lege and The University of Alabama, earning a Registered Nurse Degree and beginning a 30-year nursing career at the Huntsville Hos- pital, and later with Home Health Care, where, with her infectious smile and contagious personality, she treated her patients with joy, compassion, and understanding, including bringing home-bound patients lunch from their favorite restaurant or supplying them with additional medical or personal supplies; and WHEREAS, Mrs. Hall was a warm and gracious lady who possessed a sweet spirit and had a genuine love for people all of her life; she especially enjoyed eating out, shopping, and traveling with REGULAR SESSION 1807 26th Day - April 4, 2006 her devoted granddaughter, Jessica Paige Curington, who, after she began driving, would bring breakfast to her grandmother on her way to school; and WHEREAS, Mrs. Hall also was a member of the Baptist Church and known for her charismatic personality, which quickly won the hearts of the members of her bridge group, as well as count- less others with whom she was associated; and WHEREAS, indeed, Mrs. Hall had warm and understanding ways, kindly wisdom, and a loving heart which entitled her to the gratitude and devotion of all those who loved her; and WHEREAS, left to cherish the memory of Mrs. Hall are her devoted husband of 48 years, Representative Albert Hall; daughter, Mary Lynda Hall; son, James “Jim” Hall; granddaughter, Jessica Paige Curington; and other loving family members and friends; now therefore, BE IT RESOLVED BY THE LEGISLATURE OF ALA- BAMA, BOTH HOUSES THEREOF CONCURRING, That heart- felt sympathy is extended to the husband of Mrs. Mary Ann Hall of Gurley, Alabama, whose sorrow we share, and for whom a copy of this resolution is provided with our sincere condolence. Senator Butler requested and received unanimous consent to suspend the provisions of Senate Rule 55 and the Resolution was adopted by the Senate.",exact_pdf_page_window
SJRC-E03CA704DCA6AC62,SJR,139.0,SJR,139.0,parser_measure_retained_no_formal_marker,"COMMENDING THE AUBURN UNIVERSITY MEN’S SWIMMING AND DIVING TEAM AND HEAD COACH DAVID MARSH UPON WINNING THE NCAA SWIMMING AND DIVING CHAMPIONSHIP. WHEREAS, highest commendations are herein extended to the Auburn University Men’s Swimming and Diving Team and Head Coach David Marsh upon winning the NCAA Swimming and Diving",,,,"COMMENDING THE AUBURN UNIVERSITY MEN’S SWIMMING AND DIVING TEAM AND HEAD COACH DAVID MARSH UPON WINNING THE NCAA SWIMMING AND DIVING CHAMPIONSHIP. WHEREAS, highest commendations are herein extended to the Auburn University Men’s Swimming and Diving Team and Head Coach David Marsh upon winning the NCAA Swimming and Diving",context_window
SJRC-36626BB351B9BA86,SJR,140.0,SJR,140.0,parser_measure_retained_no_formal_marker,COMMENDING THE AUBURN UNIVERSITY,,,,COMMENDING THE AUBURN UNIVERSITY,context_window
SJRC-F77BBE258CA8CF4F,SJR,146.0,SJR,146.0,parser_measure_retained_no_formal_marker,"EXPRESSING THE INTENT OF THE LEGISLA- TURE REGARDING SUPERNUMERARY JUDICIAL OFFICE. WHEREAS, the Alabama Unified Court System, and the position of supernumerary, was created in 1973, by ratification of Amendment 328, the Judicial Article, of the Constitution of Alabama of 1901, now appearing as Section 155 of Article VI of the Official Recompilation of the Constitution of Alabama of 1901, as amended; and WHEREAS, the position of supernumerary was established to provide life long retirement benefits for those officers of the court to avoid interruption in court services; now therefore; BE IT RESOLVED BY THE LEGISLATURE OF ALA- BAMA, BOTH HOUSES THEREOF CONCURRING, That, in cre- ating supernumerary judicial offices, it is the intent of this body that: (1) A person is eligible for supernumerary status if he or she accumulates the required number of years of service and has contrib- uted the appropriate amount of funds into the supernumerary fund, as required by law. (2) A person who has attained supernumerary status shall for- feit that status and be barred from obtaining supernumerary status if he or she endeavors to serve in an office of profit that is different from that for which supernumerary status was originally granted. (3) A person who forfeits his or her supernumerary status pur- suant to paragraph (2) shall lose all prior service credit, may not be reinstated to his or her former supernumerary status, and shall be required to serve and contribute the appropriate number of years and amount of funds as provided in paragraph (1) to again be eligible for supernumerary status. On motion of Senator Preuitt, the Resolution, SJR146, was adopted by the Senate.",,,,"EXPRESSING THE INTENT OF THE LEGISLA- TURE REGARDING SUPERNUMERARY JUDICIAL OFFICE. WHEREAS, the Alabama Unified Court System, and the position of supernumerary, was created in 1973, by ratification of Amendment 328, the Judicial Article, of the Constitution of Alabama of 1901, now appearing as Section 155 of Article VI of the Official Recompilation of the Constitution of Alabama of 1901, as amended; and WHEREAS, the position of supernumerary was established to provide life long retirement benefits for those officers of the court to avoid interruption in court services; now therefore; BE IT RESOLVED BY THE LEGISLATURE OF ALA- BAMA, BOTH HOUSES THEREOF CONCURRING, That, in cre- ating supernumerary judicial offices, it is the intent of this body that: (1) A person is eligible for supernumerary status if he or she accumulates the required number of years of service and has contrib- uted the appropriate amount of funds into the supernumerary fund, as required by law. (2) A person who has attained supernumerary status shall for- feit that status and be barred from obtaining supernumerary status if he or she endeavors to serve in an office of profit that is different from that for which supernumerary status was originally granted. (3) A person who forfeits his or her supernumerary status pur- suant to paragraph (2) shall lose all prior service credit, may not be reinstated to his or her former supernumerary status, and shall be required to serve and contribute the appropriate number of years and amount of funds as provided in paragraph (1) to again be eligible for supernumerary status. On motion of Senator Preuitt, the Resolution, SJR146, was adopted by the Senate.",context_window
