roll_call_id,bill_id,session_year,vote_date,chamber,vote_description,yea,nay,not_voting,absent,total,passed,url,state_link,source_archive,source_member,source_file_id,bill_number,bill_type,title,description,cycle,recorded_yea_nay,minority_count,minority_share,eligible_ideal_point,reported_total_matches
281942,490624,2013,2013-05-22,senate,Motion to Read a Third Time and Pass,28,1,1,5,35,1,,,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/vote/281942.json,SRC-062B8B9B9550F89A25DC,HB227,HB,"Attorney General, state litigation, contingency fee contracts with private attorneys, regulated, Transparency in Private Attorney Contracts Act, Sec. 41-16-72 am'd.","Attorney General, state litigation, contingency fee contracts with private attorneys, regulated, Transparency in Private Attorney Contracts Act, Sec. 41-16-72 am'd.",2014,29,1,0.034482758620689655,False,1
281943,490624,2013,2013-05-22,house,DeMarco motion to Concur In and Adopt,98,1,0,5,104,1,,,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/vote/281943.json,SRC-062B8B9B9550F89A25DC,HB227,HB,"Attorney General, state litigation, contingency fee contracts with private attorneys, regulated, Transparency in Private Attorney Contracts Act, Sec. 41-16-72 am'd.","Attorney General, state litigation, contingency fee contracts with private attorneys, regulated, Transparency in Private Attorney Contracts Act, Sec. 41-16-72 am'd.",2014,99,1,0.010101010101010102,False,1
281944,546481,2013,2013-05-22,senate,Motion to Read a Third Time and Pass,27,1,2,5,35,1,,,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/vote/281944.json,SRC-062B8B9B9550F89A25DC,HB625,HB,"Albertville, Municipal Utilities Board, local act creating repealed, Act 1943-287, 1943 Reg. Sess., repealed","Albertville, Municipal Utilities Board, local act creating repealed, Act 1943-287, 1943 Reg. Sess., repealed",2014,28,1,0.03571428571428571,False,1
281949,494860,2013,2013-05-22,senate,Motion to Read a Third Time and Pass,27,1,2,5,35,1,,,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/vote/281949.json,SRC-062B8B9B9550F89A25DC,HB249,HB,"Motor vehicles, Alabama Move Over Act, garbage, trash, refuse, or recycling collection vehicles included, Sec. 32-5A-58.2 am'd.","Motor vehicles, Alabama Move Over Act, garbage, trash, refuse, or recycling collection vehicles included, Sec. 32-5A-58.2 am'd.",2014,28,1,0.03571428571428571,False,1
281951,515982,2013,2013-05-22,senate,Motion to Read a Third Time and Pass,17,0,3,15,35,1,,,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/vote/281951.json,SRC-062B8B9B9550F89A25DC,HB341,HB,"Tuscaloosa, deannexation of certan property, annexation to Northport","Tuscaloosa, deannexation of certan property, annexation to Northport",2014,17,0,0.0,False,1
281956,543642,2013,2013-05-22,senate,Motion to Read a Third Time and Pass,14,3,7,11,35,1,,,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/vote/281956.json,SRC-062B8B9B9550F89A25DC,HB571,HB,"Dallas Co., alcoholic beverages, sales tax, add'l. levied, penalties","Dallas Co., alcoholic beverages, sales tax, add'l. levied, penalties",2014,17,3,0.17647058823529413,True,1
281960,544699,2013,2013-05-22,senate,Motion to Read a Third Time and Pass,27,1,2,5,35,1,,,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/vote/281960.json,SRC-062B8B9B9550F89A25DC,HB600,HB,"Etowah Co., school resource officers, retired law enforcement officers allowed to serve on part-time basis, certification as peace officer required","Etowah Co., school resource officers, retired law enforcement officers allowed to serve on part-time basis, certification as peace officer required",2014,28,1,0.03571428571428571,False,1
281964,536847,2013,2013-05-22,senate,Motion to Read a Third Time and Pass,29,1,4,1,35,1,,,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/vote/281964.json,SRC-062B8B9B9550F89A25DC,HB442,HB,"Marshall Co., T VA in lieu of taxes payments, received pursuant to Act 2010-135, distrib., Discretionary Fund Committee, further provided for, Act 2011-527, 2011 Reg. Sess., am'd.","Marshall Co., T VA in lieu of taxes payments, received pursuant to Act 2010-135, distrib., Discretionary Fund Committee, further provided for, Act 2011-527, 2011 Reg. Sess., am'd.",2014,30,1,0.03333333333333333,False,1
281970,498384,2013,2013-05-22,senate,Motion to Read a Third Time and Pass,31,1,1,2,35,1,,,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/vote/281970.json,SRC-062B8B9B9550F89A25DC,HB267,HB,"State Health Insurance Board, Alabama Network of Children Advocacy Centers and member centers authorized to participate in, Sec. 36-29-14 am'd.","State Health Insurance Board, Alabama Network of Children Advocacy Centers and member centers authorized to participate in, Sec. 36-29-14 am'd.",2014,32,1,0.03125,False,1
281974,541669,2013,2013-05-22,senate,Motion to Read a Third Time and Pass,16,1,11,7,35,1,,,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/vote/281974.json,SRC-062B8B9B9550F89A25DC,HB495,HB,"Geneva Co., pretrial diversion program, certain municipalities authorized to establish","Geneva Co., pretrial diversion program, certain municipalities authorized to establish",2014,17,1,0.058823529411764705,False,1
281975,541868,2013,2013-05-22,senate,Motion to Read a Third Time and Pass,14,0,7,14,35,1,,,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/vote/281975.json,SRC-062B8B9B9550F89A25DC,HB534,HB,"Calhoun Co., gasoline tax, distrib. municipalities, deleted, Act 393, 1971 Reg. Sess., repealed","Calhoun Co., gasoline tax, distrib. municipalities, deleted, Act 393, 1971 Reg. Sess., repealed",2014,14,0,0.0,False,1
281979,534014,2013,2013-05-22,house,Motion to Read a Third Time and Pass,64,2,32,6,104,1,,,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/vote/281979.json,SRC-062B8B9B9550F89A25DC,SB338,SB,"Weaver, corp. limits alt.","Weaver, corp. limits alt.",2014,66,2,0.030303030303030304,True,1
281990,543667,2013,2013-05-22,senate,Motion to Read a Third Time and Pass,18,0,7,10,35,1,,,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/vote/281990.json,SRC-062B8B9B9550F89A25DC,HB573,HB,"St. Clair Co., judge of probate, expense allowance, Act 80-195, 1980 Reg. Sess., am'd.","St. Clair Co., judge of probate, expense allowance, Act 80-195, 1980 Reg. Sess., am'd.",2014,18,0,0.0,False,1
282048,536829,2013,2013-05-22,senate,Motion to Read a Third Time and Pass,19,0,3,13,35,1,,,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/vote/282048.json,SRC-062B8B9B9550F89A25DC,HB432,HB,"Thirty-Fifth Judicial Circuit, Monroe and Conecuh Co., official court reporter, salary supplement, Sec. 45-18-80 repealed","Thirty-Fifth Judicial Circuit, Monroe and Conecuh Co., official court reporter, salary supplement, Sec. 45-18-80 repealed",2014,19,0,0.0,False,1
282051,523956,2013,2013-05-22,house,Clouse motion to Concur In and Adopt,62,35,0,7,104,1,,,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/vote/282051.json,SRC-062B8B9B9550F89A25DC,SB287,SB,"Tobacco master settlement, transfer of funds to State General Fund, portion appropriated to University of South Alabama","Tobacco master settlement, transfer of funds to State General Fund, portion appropriated to University of South Alabama",2014,97,35,0.36082474226804123,True,1
282055,548943,2013,2013-05-22,house,Motion to Read a Third Time and Pass,61,0,36,7,104,1,,,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/vote/282055.json,SRC-062B8B9B9550F89A25DC,SB468,SB,"Jackson Co., Tennessee Valley Authority, payments in lieu of taxes, further provided for, Act 79-473, 1979 Reg. Sess. amended and reenacted","Jackson Co., Tennessee Valley Authority, payments in lieu of taxes, further provided for, Act 79-473, 1979 Reg. Sess. amended and reenacted",2014,61,0,0.0,False,1
282056,544002,2013,2013-05-22,senate,Motion to Read a Third Time and Pass,27,1,2,5,35,1,,,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/vote/282056.json,SRC-062B8B9B9550F89A25DC,HB582,HB,"Marshall Co., volunteer fire districts, co. commission authorized to establish, service fee, referendum in districts","Marshall Co., volunteer fire districts, co. commission authorized to establish, service fee, referendum in districts",2014,28,1,0.03571428571428571,False,1
282059,536878,2013,2013-05-22,senate,Motion to Read a Third Time and Pass,26,1,3,5,35,1,,,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/vote/282059.json,SRC-062B8B9B9550F89A25DC,HB452,HB,"Huntsville, pretrial diversion program, city authorized to establish","Huntsville, pretrial diversion program, city authorized to establish",2014,27,1,0.037037037037037035,False,1
282063,543724,2013,2013-05-22,senate,Motion to Read a Third Time and Pass,14,3,7,11,35,1,,,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/vote/282063.json,SRC-062B8B9B9550F89A25DC,HB572,HB,"St. Clair Co., judge of probate, marriage ceremony, additional fee","St. Clair Co., judge of probate, marriage ceremony, additional fee",2014,17,3,0.17647058823529413,True,1
282080,542560,2013,2013-05-22,senate,Motion to Read a Third Time and Pass,30,1,0,4,35,1,,,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/vote/282080.json,SRC-062B8B9B9550F89A25DC,HB546,HB,"Alabama Family Trust, definitions of contributor and settlor added, references to donor replaced with defined terms contributor or settlor, reimbursement upon death of life beneficiary to other jurisdictions for certain public benefits, Secs. 38-9B-2, 38-9B-3, 38-9B-5, 38-9B-6, 38-9B-7 am'd.","Alabama Family Trust, definitions of contributor and settlor added, references to donor replaced with defined terms contributor or settlor, reimbursement upon death of life beneficiary to other jurisdictions for certain public benefits, Secs. 38-9B-2, 38-9B-3, 38-9B-5, 38-9B-6, 38-9B-7 am'd.",2014,31,1,0.03225806451612903,False,1
282088,536866,2013,2013-05-22,senate,Motion to Read a Third Time and Pass,19,0,4,12,35,1,,,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/vote/282088.json,SRC-062B8B9B9550F89A25DC,HB439,HB,"Montgomery, housing authority, personnnel merit system, and Personnel Appeals Board, membership, duties, and powers","Montgomery, housing authority, personnnel merit system, and Personnel Appeals Board, membership, duties, and powers",2014,19,0,0.0,False,1
282093,542547,2013,2013-05-22,senate,Blackwell motion to Adopt,28,2,2,3,35,1,,,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/vote/282093.json,SRC-062B8B9B9550F89A25DC,HB544,HB,"Psychology, practice further defined, unauthorized practice further regulated, membership of Board of Examiners altered, continuing education; license renewal, proof of citizenship or legal status required for applicants for licensure, temporary licenses, emergency disaster licenses, reciprocal licensing, fine and penalty for unauthorized practice, civil procedure for enjoining unauthorized practice, certain fees increased, examinations of applicants, disciplinary evidence required by clear and convincing evidence, judicial review of board's orders, complaints of alleged misconduct, Sec. 34-26-45 repealed; Secs. 34-26-21, 34-26-22, 34-26-41, 34-26-42, 34-26-43, 34-26-43.1, 34-26-44, 34-26-46, 34-26-47 am'd","Psychology, practice further defined, unauthorized practice further regulated, membership of Board of Examiners altered, continuing education; license renewal, proof of citizenship or legal status required for applicants for licensure, temporary licenses, emergency disaster licenses, reciprocal licensing, fine and penalty for unauthorized practice, civil procedure for enjoining unauthorized practice, certain fees increased, examinations of applicants, disciplinary evidence required by clear and convincing evidence, judicial review of board's orders, complaints of alleged misconduct, Sec. 34-26-45 repealed; Secs. 34-26-21, 34-26-22, 34-26-41, 34-26-42, 34-26-43, 34-26-43.1, 34-26-44, 34-26-46, 34-26-47 am'd",2014,30,2,0.06666666666666667,True,1
282094,542547,2013,2013-05-22,senate,Motion to Read a Third Time and Pass,28,2,2,3,35,1,,,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/vote/282094.json,SRC-062B8B9B9550F89A25DC,HB544,HB,"Psychology, practice further defined, unauthorized practice further regulated, membership of Board of Examiners altered, continuing education; license renewal, proof of citizenship or legal status required for applicants for licensure, temporary licenses, emergency disaster licenses, reciprocal licensing, fine and penalty for unauthorized practice, civil procedure for enjoining unauthorized practice, certain fees increased, examinations of applicants, disciplinary evidence required by clear and convincing evidence, judicial review of board's orders, complaints of alleged misconduct, Sec. 34-26-45 repealed; Secs. 34-26-21, 34-26-22, 34-26-41, 34-26-42, 34-26-43, 34-26-43.1, 34-26-44, 34-26-46, 34-26-47 am'd","Psychology, practice further defined, unauthorized practice further regulated, membership of Board of Examiners altered, continuing education; license renewal, proof of citizenship or legal status required for applicants for licensure, temporary licenses, emergency disaster licenses, reciprocal licensing, fine and penalty for unauthorized practice, civil procedure for enjoining unauthorized practice, certain fees increased, examinations of applicants, disciplinary evidence required by clear and convincing evidence, judicial review of board's orders, complaints of alleged misconduct, Sec. 34-26-45 repealed; Secs. 34-26-21, 34-26-22, 34-26-41, 34-26-42, 34-26-43, 34-26-43.1, 34-26-44, 34-26-46, 34-26-47 am'd",2014,30,2,0.06666666666666667,True,1
282095,542547,2013,2013-05-22,house,Patterson motion to Concur In and Adopt,99,0,0,5,104,1,,,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/vote/282095.json,SRC-062B8B9B9550F89A25DC,HB544,HB,"Psychology, practice further defined, unauthorized practice further regulated, membership of Board of Examiners altered, continuing education; license renewal, proof of citizenship or legal status required for applicants for licensure, temporary licenses, emergency disaster licenses, reciprocal licensing, fine and penalty for unauthorized practice, civil procedure for enjoining unauthorized practice, certain fees increased, examinations of applicants, disciplinary evidence required by clear and convincing evidence, judicial review of board's orders, complaints of alleged misconduct, Sec. 34-26-45 repealed; Secs. 34-26-21, 34-26-22, 34-26-41, 34-26-42, 34-26-43, 34-26-43.1, 34-26-44, 34-26-46, 34-26-47 am'd","Psychology, practice further defined, unauthorized practice further regulated, membership of Board of Examiners altered, continuing education; license renewal, proof of citizenship or legal status required for applicants for licensure, temporary licenses, emergency disaster licenses, reciprocal licensing, fine and penalty for unauthorized practice, civil procedure for enjoining unauthorized practice, certain fees increased, examinations of applicants, disciplinary evidence required by clear and convincing evidence, judicial review of board's orders, complaints of alleged misconduct, Sec. 34-26-45 repealed; Secs. 34-26-21, 34-26-22, 34-26-41, 34-26-42, 34-26-43, 34-26-43.1, 34-26-44, 34-26-46, 34-26-47 am'd",2014,99,0,0.0,False,1
282103,536892,2013,2013-05-22,senate,Motion to Read a Third Time and Pass,24,1,5,5,35,1,,,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/vote/282103.json,SRC-062B8B9B9550F89A25DC,HB479,HB,"Clay Co., volunteer fire departments and rescue squads, co. commission authorized to sell fuel to","Clay Co., volunteer fire departments and rescue squads, co. commission authorized to sell fuel to",2014,25,1,0.04,False,1
282105,548072,2013,2013-05-22,senate,Motion to Read a Third Time and Pass,26,4,0,5,35,1,,,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/vote/282105.json,SRC-062B8B9B9550F89A25DC,HB654,HB,"Calhoun Co., East Alabama Community Development Corp., exempt from county and municipal sales and use taxes","Calhoun Co., East Alabama Community Development Corp., exempt from county and municipal sales and use taxes",2014,30,4,0.13333333333333333,True,1
282109,546398,2013,2013-05-22,senate,Motion to Read a Third Time and Pass,26,1,2,6,35,1,,,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/vote/282109.json,SRC-062B8B9B9550F89A25DC,HB621,HB,"DeKalb Co., Tennessee Valley Authority, payments in lieu of taxes, Economic Development Authority, share increased, until fiscal year 2015, Sec. 45-25-160.03 am'd.","DeKalb Co., Tennessee Valley Authority, payments in lieu of taxes, Economic Development Authority, share increased, until fiscal year 2015, Sec. 45-25-160.03 am'd.",2014,27,1,0.037037037037037035,False,1
282113,547292,2013,2013-05-22,senate,Motion to Read a Third Time and Pass,26,4,0,5,35,1,,,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/vote/282113.json,SRC-062B8B9B9550F89A25DC,HB645,HB,"Hoover, pretrial diversion program, city authorized to establish, basic operating standards provided","Hoover, pretrial diversion program, city authorized to establish, basic operating standards provided",2014,30,4,0.13333333333333333,True,1
282129,526282,2013,2013-05-22,senate,Motion to Read a Third Time and Pass,20,0,3,12,35,1,,,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/vote/282129.json,SRC-062B8B9B9550F89A25DC,HB404,HB,"Franklin Co., schools, creation of volunteer security forces, role of sheriff and co. board of education","Franklin Co., schools, creation of volunteer security forces, role of sheriff and co. board of education",2014,20,0,0.0,False,1
282130,526282,2013,2013-05-22,house,"Morrow motion to Read a Third Time, Veto to the Contrary Not Withstanding",68,3,17,16,104,1,,,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/vote/282130.json,SRC-062B8B9B9550F89A25DC,HB404,HB,"Franklin Co., schools, creation of volunteer security forces, role of sheriff and co. board of education","Franklin Co., schools, creation of volunteer security forces, role of sheriff and co. board of education",2014,71,3,0.04225352112676056,True,1
282131,526282,2013,2013-05-22,senate,"Marsh motion to Read a Third Time, Veto to the Contrary Not Withstanding",16,2,6,11,35,1,,,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/vote/282131.json,SRC-062B8B9B9550F89A25DC,HB404,HB,"Franklin Co., schools, creation of volunteer security forces, role of sheriff and co. board of education","Franklin Co., schools, creation of volunteer security forces, role of sheriff and co. board of education",2014,18,2,0.1111111111111111,True,1
282132,526282,2013,2013-05-22,senate,"Fielding motion to Read a Third Time, Veto to the Contrary Not Withstanding",22,1,1,11,35,1,,,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/vote/282132.json,SRC-062B8B9B9550F89A25DC,HB404,HB,"Franklin Co., schools, creation of volunteer security forces, role of sheriff and co. board of education","Franklin Co., schools, creation of volunteer security forces, role of sheriff and co. board of education",2014,23,1,0.043478260869565216,False,1
282135,550025,2013,2013-05-22,house,Motion to Read a Third Time and Pass,69,0,28,7,104,1,,,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/vote/282135.json,SRC-062B8B9B9550F89A25DC,SB477,SB,"Morgan Co., sex offenders, residency, prohibited within 100 yards of another sex offender, civil penalties against landlord","Morgan Co., sex offenders, residency, prohibited within 100 yards of another sex offender, civil penalties against landlord",2014,69,0,0.0,False,1
282138,519852,2013,2013-05-22,senate,Motion to Read a Third Time and Pass,21,0,4,10,35,1,,,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/vote/282138.json,SRC-062B8B9B9550F89A25DC,HB359,HB,"Washington Co., sheriff, impoundment of motor vehicle used to transport drugs, fee, deposit, expenditure","Washington Co., sheriff, impoundment of motor vehicle used to transport drugs, fee, deposit, expenditure",2014,21,0,0.0,False,1
282144,536933,2013,2013-05-22,senate,Motion to Read a Third Time and Pass,30,1,3,1,35,1,,,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/vote/282144.json,SRC-062B8B9B9550F89A25DC,HB440,HB,"Saraland, municipal court, warrant recall fee authorized, distrib. to municipal corrections fund","Saraland, municipal court, warrant recall fee authorized, distrib. to municipal corrections fund",2014,31,1,0.03225806451612903,False,1
282148,548085,2013,2013-05-22,senate,Motion to Read a Third Time and Pass,18,2,6,9,35,1,,,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/vote/282148.json,SRC-062B8B9B9550F89A25DC,HB656,HB,"Jackson Co., Tennessee Valley Authority, payments in lieu of taxes, further provided for, Act 79-473, 1979 Reg. Sess. amended and reenacted","Jackson Co., Tennessee Valley Authority, payments in lieu of taxes, further provided for, Act 79-473, 1979 Reg. Sess. amended and reenacted",2014,20,2,0.1,True,1
282163,542660,2013,2013-05-22,senate,Motion to Read a Third Time and Pass,14,3,7,11,35,1,,,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/vote/282163.json,SRC-062B8B9B9550F89A25DC,HB569,HB,"Woodland, corp. limits alt.","Woodland, corp. limits alt.",2014,17,3,0.17647058823529413,True,1
282165,536920,2013,2013-05-22,senate,Motion to Read a Third Time and Pass,18,0,4,13,35,1,,,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/vote/282165.json,SRC-062B8B9B9550F89A25DC,HB435,HB,"Lee Co., sales tax, additional, outside of Auburn, Opelika, and Phenix City, collection and distribution, referendum","Lee Co., sales tax, additional, outside of Auburn, Opelika, and Phenix City, collection and distribution, referendum",2014,18,0,0.0,False,1
282166,489200,2013,2013-05-22,senate,Motion to Read a Third Time and Pass,17,4,2,12,35,1,,,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/vote/282166.json,SRC-062B8B9B9550F89A25DC,HB175,HB,"Ophthalmologists, dispensing of, exemption removed, Sec. 40-23-1 am'd.","Ophthalmologists, dispensing of, exemption removed, Sec. 40-23-1 am'd.",2014,21,4,0.19047619047619047,True,1
282168,544668,2013,2013-05-22,senate,Motion to Read a Third Time and Pass,27,1,2,5,35,1,,,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/vote/282168.json,SRC-062B8B9B9550F89A25DC,HB591,HB,"Morgan Co., license inspector, authorized to enforce all state laws, access to Law Enforcement Tactical System (LETS) authorized","Morgan Co., license inspector, authorized to enforce all state laws, access to Law Enforcement Tactical System (LETS) authorized",2014,28,1,0.03571428571428571,False,1
282171,546430,2013,2013-05-22,senate,Motion to Read a Third Time and Pass,28,1,1,5,35,1,,,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/vote/282171.json,SRC-062B8B9B9550F89A25DC,HB623,HB,"Bibb Co., sheriff, jail store, operation, proceeds earmarked for co. general fund for salaries","Bibb Co., sheriff, jail store, operation, proceeds earmarked for co. general fund for salaries",2014,29,1,0.034482758620689655,False,1
282172,524085,2013,2013-05-22,senate,Motion to Read a Third Time and Pass,17,0,2,16,35,1,,,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/vote/282172.json,SRC-062B8B9B9550F89A25DC,HB381,HB,"Cullman Co., municipalities, contracting with sheriff for police services authorized, funding by municipality","Cullman Co., municipalities, contracting with sheriff for police services authorized, funding by municipality",2014,17,0,0.0,False,1
282177,541651,2013,2013-05-22,senate,Bedford motion to Adopt,25,6,0,4,35,1,,,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/vote/282177.json,SRC-062B8B9B9550F89A25DC,HB514,HB,"Gas and oil tax, proceeds of four cent excise tax distrib. to counties, use for vegetation management, Sec. 40-17-362 am'd.; Sec.40-17-224 repealed","Gas and oil tax, proceeds of four cent excise tax distrib. to counties, use for vegetation management, Sec. 40-17-362 am'd.; Sec.40-17-224 repealed",2014,31,6,0.1935483870967742,True,1
282178,541651,2013,2013-05-22,senate,Motion to Read a Third Time and Pass,29,2,0,4,35,1,,,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/vote/282178.json,SRC-062B8B9B9550F89A25DC,HB514,HB,"Gas and oil tax, proceeds of four cent excise tax distrib. to counties, use for vegetation management, Sec. 40-17-362 am'd.; Sec.40-17-224 repealed","Gas and oil tax, proceeds of four cent excise tax distrib. to counties, use for vegetation management, Sec. 40-17-362 am'd.; Sec.40-17-224 repealed",2014,31,2,0.06451612903225806,True,1
282179,541651,2013,2013-05-22,house,Grimsley motion to Concur In and Adopt,99,0,0,5,104,1,,,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/vote/282179.json,SRC-062B8B9B9550F89A25DC,HB514,HB,"Gas and oil tax, proceeds of four cent excise tax distrib. to counties, use for vegetation management, Sec. 40-17-362 am'd.; Sec.40-17-224 repealed","Gas and oil tax, proceeds of four cent excise tax distrib. to counties, use for vegetation management, Sec. 40-17-362 am'd.; Sec.40-17-224 repealed",2014,99,0,0.0,False,1
282180,546513,2013,2013-05-22,senate,Motion to Read a Third Time and Pass,29,0,1,5,35,1,,,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/vote/282180.json,SRC-062B8B9B9550F89A25DC,HB633,HB,"Wilcox Co., solid waste fees, co. commission authorized to have tax assessor, tax collector, and judge of probate assist in collection","Wilcox Co., solid waste fees, co. commission authorized to have tax assessor, tax collector, and judge of probate assist in collection",2014,29,0,0.0,False,1
282185,537014,2013,2013-05-22,senate,Motion to Read a Third Time and Pass,13,1,13,8,35,0,,,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/vote/282185.json,SRC-062B8B9B9550F89A25DC,HB480,HB,"Shelby Co., probate court, recording fees, additional, for legislative delegation office, Act 248, 1975 Reg. Sess. am'd.","Shelby Co., probate court, recording fees, additional, for legislative delegation office, Act 248, 1975 Reg. Sess. am'd.",2014,14,1,0.07142857142857142,False,1
