session,session_year,asset,local_path,sha256,pages,text_characters,rollcall_anchors,final_passage_events
1998_RegularSession,1998,1998RegularSession_Day01,data\raw\alabama_legislature\senate_journals\1998_RegularSession\1998RegularSession_Day01.pdf,f47f887abad4d127c299bdf1420e9d40e04f5e322c890f6556955ded4acd3391,35,140569,0,0
1998_RegularSession,1998,1998RegularSession_Day02,data\raw\alabama_legislature\senate_journals\1998_RegularSession\1998RegularSession_Day02.pdf,e5a9880a4d9c624522f61665a9b52f594c0b9633c15ac440e946fb909be930b7,19,89759,0,0
1998_RegularSession,1998,1998RegularSession_Day03,data\raw\alabama_legislature\senate_journals\1998_RegularSession\1998RegularSession_Day03.pdf,4e4cfec4a0c21587c23efafdd570a34c98681498ee2aa527c6be714395f3bc27,22,68680,6,3
1998_RegularSession,1998,1998RegularSession_Day04,data\raw\alabama_legislature\senate_journals\1998_RegularSession\1998RegularSession_Day04.pdf,43820d88126a44f16042fe285b1c65035abf413e333e8324b2e0fc13b07c7391,29,96651,15,5
1998_RegularSession,1998,1998RegularSession_Day05,data\raw\alabama_legislature\senate_journals\1998_RegularSession\1998RegularSession_Day05.pdf,ec1dfc1ece6b6212c7b00d054b15bc21121bef367164db998630875216f246bc,38,171378,7,2
1998_RegularSession,1998,1998RegularSession_Day06,data\raw\alabama_legislature\senate_journals\1998_RegularSession\1998RegularSession_Day06.pdf,a5e94851798a6b6dd32ad3b189db9456da8f100ece49799fb846c92b7a8ef9af,28,102542,43,18
1998_RegularSession,1998,1998RegularSession_Day07,data\raw\alabama_legislature\senate_journals\1998_RegularSession\1998RegularSession_Day07.pdf,a5e7d3e16110c8229969ca1549e1837d53bd0d1e082e69eb14f6c86a9a87ca6a,29,93244,19,6
1998_RegularSession,1998,1998RegularSession_Day08,data\raw\alabama_legislature\senate_journals\1998_RegularSession\1998RegularSession_Day08.pdf,e223db28a450fedbb3c60bc08a2e018d47e3436b8a37a87a4b95259eceb55a92,24,78913,31,13
1998_RegularSession,1998,1998RegularSession_Day09,data\raw\alabama_legislature\senate_journals\1998_RegularSession\1998RegularSession_Day09.pdf,7c4e0e87a928e09e6a3a6ef2b6c85050b7678b7b8fc105a3a3c859539b6dd42e,30,118990,42,15
1998_RegularSession,1998,1998RegularSession_Day10,data\raw\alabama_legislature\senate_journals\1998_RegularSession\1998RegularSession_Day10.pdf,09fa1957097bb8dd750292899aa2eb6000a380ecfd2aac2aceaeff4f95b3e949,28,123964,29,8
1998_RegularSession,1998,1998RegularSession_Day11,data\raw\alabama_legislature\senate_journals\1998_RegularSession\1998RegularSession_Day11.pdf,40aa4aff2ea3bc4118013625f8b105d13f8d7068d605f8275fdea2227f822bc5,9,39677,8,2
1998_RegularSession,1998,1998RegularSession_Day12,data\raw\alabama_legislature\senate_journals\1998_RegularSession\1998RegularSession_Day12.pdf,57f712bb8023467acc5e19ef4119901ea6df900d11b069c8d1acecce9f5183ff,18,98024,7,1
1999_OrganizationalSession,1999,1999OrganizationalSession_Day01,data\raw\alabama_legislature\senate_journals\1999_OrganizationalSession\1999OrganizationalSession_Day01.pdf,4b51a0620c78a2fc9bc12268cc9e7db2e4f29462e3e0a5cceec34d9717b9c2a7,35,75811,10,0
1999_OrganizationalSession,1999,1999OrganizationalSession_Day02,data\raw\alabama_legislature\senate_journals\1999_OrganizationalSession\1999OrganizationalSession_Day02.pdf,9a8e925c7442ea66b0eb8e639c65929afe7f4bef181ea2529f06b6995a9aeb0e,27,58732,2,0
1999_OrganizationalSession,1999,1999OrganizationalSession_Day03,data\raw\alabama_legislature\senate_journals\1999_OrganizationalSession\1999OrganizationalSession_Day03.pdf,17cd672f4549097feef1a796c08d11f9a478528b1432b25d323f54e7d2b2fe63,19,33400,4,0
1999_RegularSession,1999,1999RegularSession_Day01,data\raw\alabama_legislature\senate_journals\1999_RegularSession\1999RegularSession_Day01.pdf,4b1fb490498b8e878f4f6b45975ca09ab49c83410b50a75e1a6cf99b43a2a289,9,19037,0,0
1999_RegularSession,1999,1999RegularSession_Day02,data\raw\alabama_legislature\senate_journals\1999_RegularSession\1999RegularSession_Day02.pdf,db551af32aa98247093807e31f10e35f3e05148445f101df2e2e7a553ca36c70,1,843,0,0
1999_RegularSession,1999,1999RegularSession_Day03,data\raw\alabama_legislature\senate_journals\1999_RegularSession\1999RegularSession_Day03.pdf,1be17a96640116dcdea898128bd56b09a4986ad7f8d332168371cdd20af38f6d,1,828,0,0
1999_RegularSession,1999,1999RegularSession_Day04,data\raw\alabama_legislature\senate_journals\1999_RegularSession\1999RegularSession_Day04.pdf,68822be99c99afecd57d628884419491df64d94389fb7dfe3e9be6e57fc5646b,1,818,0,0
1999_RegularSession,1999,1999RegularSession_Day05,data\raw\alabama_legislature\senate_journals\1999_RegularSession\1999RegularSession_Day05.pdf,480fe65d3be1e9784ab15b20014739fd1c709e9353106db6422393db31d29695,1,829,0,0
1999_RegularSession,1999,1999RegularSession_Day06,data\raw\alabama_legislature\senate_journals\1999_RegularSession\1999RegularSession_Day06.pdf,1e5e3a735730f2ccbbc3585bcdb28f1419d15026faa852c6ba7d33f7aa2de380,1,831,0,0
1999_RegularSession,1999,1999RegularSession_Day07,data\raw\alabama_legislature\senate_journals\1999_RegularSession\1999RegularSession_Day07.pdf,14ab54a9865e00fcca49d5ff46c087ccf6c4e7091ff6a44a5da4d4ae76144601,1,799,0,0
1999_RegularSession,1999,1999RegularSession_Day08,data\raw\alabama_legislature\senate_journals\1999_RegularSession\1999RegularSession_Day08.pdf,fa5a7fee0896d22b2c660fab7087eb5e44494e565e0c7e9f45364ff20418c74d,1,826,0,0
1999_RegularSession,1999,1999RegularSession_Day09,data\raw\alabama_legislature\senate_journals\1999_RegularSession\1999RegularSession_Day09.pdf,be4b0415668de2c85b8cf127f00077faf1ecd470c4f3274b322d02601ec9d0bd,1,879,0,0
1999_RegularSession,1999,1999RegularSession_Day10,data\raw\alabama_legislature\senate_journals\1999_RegularSession\1999RegularSession_Day10.pdf,3943b6933ef23bbf79be5dbe867f715631e6b3bbf2d4b30960c7aedd989e3b9c,7,11788,1,0
1999_RegularSession,1999,1999RegularSession_Day11,data\raw\alabama_legislature\senate_journals\1999_RegularSession\1999RegularSession_Day11.pdf,b5772d9fd476e15d288ea7b0b00edf9763ee5f5027f167d1cd05b535021e4539,1,1274,1,0
1999_RegularSession,1999,1999RegularSession_Day12,data\raw\alabama_legislature\senate_journals\1999_RegularSession\1999RegularSession_Day12.pdf,f776dc640fbe683bf5f9a9426d1f27964e203d3837d4a49b1287e56dc778d374,128,234489,0,0
1999_RegularSession,1999,1999RegularSession_Day13,data\raw\alabama_legislature\senate_journals\1999_RegularSession\1999RegularSession_Day13.pdf,49c7c401b7ff2dd138b8836096126f064759e5599885d85074327d0509367be7,70,122276,2,0
1999_RegularSession,1999,1999RegularSession_Day14,data\raw\alabama_legislature\senate_journals\1999_RegularSession\1999RegularSession_Day14.pdf,84660f6550a502a4d0772014058c997af2ba3f4b15be63caa00a11ccaa90b365,25,32165,10,0
1999_RegularSession,1999,1999RegularSession_Day15,data\raw\alabama_legislature\senate_journals\1999_RegularSession\1999RegularSession_Day15.pdf,bb540cc5052e5c81b6dca6e60b7003a1f8b8e81daa3ca4f1451f5ed94f52938b,64,122292,38,8
1999_RegularSession,1999,1999RegularSession_Day16,data\raw\alabama_legislature\senate_journals\1999_RegularSession\1999RegularSession_Day16.pdf,fc6036bdb83e6d7f6e5b2fa58f604ccad7ba2f3505abeedce0cc7d872c337109,8,12617,11,0
1999_RegularSession,1999,1999RegularSession_Day17,data\raw\alabama_legislature\senate_journals\1999_RegularSession\1999RegularSession_Day17.pdf,1b43c1c551483010a4447452d7e15eb7b998a5c07d3438f768a24a0f6ba6a4b9,136,224935,39,17
1999_RegularSession,1999,1999RegularSession_Day18,data\raw\alabama_legislature\senate_journals\1999_RegularSession\1999RegularSession_Day18.pdf,8f06dd11164716007480ef84ebc604fdf838925e6c3933c341d6e630671ae13d,68,115292,25,5
1999_RegularSession,1999,1999RegularSession_Day19,data\raw\alabama_legislature\senate_journals\1999_RegularSession\1999RegularSession_Day19.pdf,fa267b6176d62ab9f410f3ef5d0936683c7dd399bc10f2ccb82db84c052e252c,84,159534,26,4
1999_RegularSession,1999,1999RegularSession_Day20,data\raw\alabama_legislature\senate_journals\1999_RegularSession\1999RegularSession_Day20.pdf,963b60418f153fea836619a8e54a4a7ba0a649a22a208fef560c54290829267c,62,112820,21,1
1999_RegularSession,1999,1999RegularSession_Day21,data\raw\alabama_legislature\senate_journals\1999_RegularSession\1999RegularSession_Day21.pdf,4c46f5d3024dd3bb4ab0f137ca745f3a1818c1ce81a9a0a6a99366282f218eda,111,205474,42,4
1999_RegularSession,1999,1999RegularSession_Day22,data\raw\alabama_legislature\senate_journals\1999_RegularSession\1999RegularSession_Day22.pdf,a376ea77f58574d817afa751b7bb4bc1fa3d041563c5b01df7d6cb712fa9e7aa,74,155614,38,7
1999_RegularSession,1999,1999RegularSession_Day23,data\raw\alabama_legislature\senate_journals\1999_RegularSession\1999RegularSession_Day23.pdf,b393547f2b36ff4318598c0df69ac9334aabc4f04cbc05540a4dde4ca93fa091,72,120015,37,13
1999_RegularSession,1999,1999RegularSession_Day24,data\raw\alabama_legislature\senate_journals\1999_RegularSession\1999RegularSession_Day24.pdf,70658a12c164ee365c1d58acfbe8c27a91fdbc664934c6324fdfa2d51d2d6129,94,166785,14,2
1999_RegularSession,1999,1999RegularSession_Day25,data\raw\alabama_legislature\senate_journals\1999_RegularSession\1999RegularSession_Day25.pdf,56f8fcaa180e586099f137d07bc9619bb74f1181b436bbd6a3b33b6c7ccafdbf,109,188531,91,31
1999_RegularSession,1999,1999RegularSession_Day26,data\raw\alabama_legislature\senate_journals\1999_RegularSession\1999RegularSession_Day26.pdf,f62008dd007fb1430a63b2f2b7f56a9d460ad156b950727e20309b8e0c3aa0b3,105,224815,13,2
1999_RegularSession,1999,1999RegularSession_Day26Afternoon,data\raw\alabama_legislature\senate_journals\1999_RegularSession\1999RegularSession_Day26Afternoon.pdf,d419748a88c7798287e0b6f933cf1be53bbedb98813b92006ff1cf684f0081a5,85,142042,20,4
1999_RegularSession,1999,1999RegularSession_Day27,data\raw\alabama_legislature\senate_journals\1999_RegularSession\1999RegularSession_Day27.pdf,6a71a978202c552d59a2e1df801825c1102c58828bcc17c8dd3fcfa9c17e9621,348,715666,138,40
1999_RegularSession,1999,1999RegularSession_Day28,data\raw\alabama_legislature\senate_journals\1999_RegularSession\1999RegularSession_Day28.pdf,ae752aa823a803bdcc3a44846ec958f0c8b3b3aef434759c98bb5ff6aaffe1b4,149,285824,108,38
1999_RegularSession,1999,1999RegularSession_Day28Afternoon,data\raw\alabama_legislature\senate_journals\1999_RegularSession\1999RegularSession_Day28Afternoon.pdf,d11a7d2c577cebec0dc16c545d06b7c878094274c5f9c8337bf065e9d34e90c8,162,301580,87,25
1999_RegularSession,1999,1999RegularSession_Day29,data\raw\alabama_legislature\senate_journals\1999_RegularSession\1999RegularSession_Day29.pdf,247c3e4f309e0f0ed0d69a5b42b589cecc5017585e993b110e2956f1daa62915,123,261074,28,2
2001_1stExtraordinarySession,2001,20011stExtraordinarySession_Day01,data\raw\alabama_legislature\senate_journals\2001_1stExtraordinarySession\20011stExtraordinarySession_Day01.pdf,ba13f6c9e10e02ef907c11cc97b95cb55c58519485d0ac43da6d644751c2ea5a,7,11924,1,0
2001_1stExtraordinarySession,2001,20011stExtraordinarySession_Day02,data\raw\alabama_legislature\senate_journals\2001_1stExtraordinarySession\20011stExtraordinarySession_Day02.pdf,6e2dac663868f2461c4625a5216cf29a4f9531f6143caea6d1d1336af62f71a1,2,2282,0,0
2001_1stExtraordinarySession,2001,20011stExtraordinarySession_Day04,data\raw\alabama_legislature\senate_journals\2001_1stExtraordinarySession\20011stExtraordinarySession_Day04.pdf,d16060a501da2564669b41d3e01cd0ba3ad4f00ec9befda343e255e3aedf49ec,14,26815,2,1
2001_1stExtraordinarySession,2001,20011stExtraordinarySession_Day05,data\raw\alabama_legislature\senate_journals\2001_1stExtraordinarySession\20011stExtraordinarySession_Day05.pdf,45287a2ba240c05ed91784f358a908ecdd077b99f147515ca62f8a180c074ca2,14,30106,0,0
2001_1stExtraordinarySession,2001,20011stExtraordinarySession_Day06,data\raw\alabama_legislature\senate_journals\2001_1stExtraordinarySession\20011stExtraordinarySession_Day06.pdf,616a99329b26f871d930a4d2c51196f79cb14ddf63980a7877d76b13576c7450,2,2824,0,0
2001_1stExtraordinarySession,2001,20011stExtraordinarySession_Day07,data\raw\alabama_legislature\senate_journals\2001_1stExtraordinarySession\20011stExtraordinarySession_Day07.pdf,7dd3e3db6b14939a1303495250d34f8533877e6ea67da608032023593f730e7b,10,14531,2,0
2001_1stExtraordinarySession,2001,20011stExtraordinarySession_Day08,data\raw\alabama_legislature\senate_journals\2001_1stExtraordinarySession\20011stExtraordinarySession_Day08.pdf,1ce549c7a54c78e8aba5e07be082455312e44ee8d5beea5098b0e71b018b3419,7,11866,5,1
2001_1stExtraordinarySession,2001,20011stExtraordinarySession_Day09,data\raw\alabama_legislature\senate_journals\2001_1stExtraordinarySession\20011stExtraordinarySession_Day09.pdf,a1a55435a6e5154cdc0bca7ca1ae680dc8483dcb255b6bf8a826f9996488f6a2,16,26607,5,1
2001_1stExtraordinarySession,2001,20011stExtraordinarySession_LegislativeDays,data\raw\alabama_legislature\senate_journals\2001_1stExtraordinarySession\Indexes\20011stExtraordinarySession_LegislativeDays.pdf,88c1e1db3e34161676569dd4cf7e16e7020e8a42869260bc250cfd795fe4d3b6,1,499,0,0
2001_2ndExtraordinarySession,2001,20012ndExtraordinarySession_Day01,data\raw\alabama_legislature\senate_journals\2001_2ndExtraordinarySession\20012ndExtraordinarySession_Day01.pdf,9370b158b0269a3765db3336c807e2d261593d6d6a445d960339665063cab157,25,44840,3,0
2001_2ndExtraordinarySession,2001,20012ndExtraordinarySession_Day02,data\raw\alabama_legislature\senate_journals\2001_2ndExtraordinarySession\20012ndExtraordinarySession_Day02.pdf,e1fd748fb69382364e595f6e3638ec46ba231a4257f3134af710d83795fc13ba,7,10104,5,0
2001_2ndExtraordinarySession,2001,20012ndExtraordinarySession_Day03,data\raw\alabama_legislature\senate_journals\2001_2ndExtraordinarySession\20012ndExtraordinarySession_Day03.pdf,8a68949c0ce302e787ee3846e744f61ee52d9c56158d0d17476240c0c8907380,191,494791,14,2
2001_2ndExtraordinarySession,2001,20012ndExtraordinarySession_Day04,data\raw\alabama_legislature\senate_journals\2001_2ndExtraordinarySession\20012ndExtraordinarySession_Day04.pdf,0fbf4672dbfa3cbe4c7cd383e13921468c74fb8757c9754c6be702f9ee34b639,23,36244,0,0
2001_2ndExtraordinarySession,2001,20012ndExtraordinarySession_Day05,data\raw\alabama_legislature\senate_journals\2001_2ndExtraordinarySession\20012ndExtraordinarySession_Day05.pdf,6c8bfb9b4dafa8d7984e17ed615b82ccf239bd88ed8d2f049ee74c8d7ba37dfe,580,1595450,10,3
2001_3rdExtraordinarySession,2001,20013rdExtraordinarySession_Day01,data\raw\alabama_legislature\senate_journals\2001_3rdExtraordinarySession\20013rdExtraordinarySession_Day01.pdf,ae9bb27705ff6d88406d13d7cf1a0290f3781a172953a3732a500dc0a1a03862,51,99205,0,0
2001_3rdExtraordinarySession,2001,20013rdExtraordinarySession_Day02,data\raw\alabama_legislature\senate_journals\2001_3rdExtraordinarySession\20013rdExtraordinarySession_Day02.pdf,9f92c59daa4c33122bf13d65e9af4c3707bc5fed850a091d6dc3e7971f48f288,19,39491,0,0
2001_3rdExtraordinarySession,2001,20013rdExtraordinarySession_Day03,data\raw\alabama_legislature\senate_journals\2001_3rdExtraordinarySession\20013rdExtraordinarySession_Day03.pdf,239ae665165436ca99b4d9ce4e25470304e9e88984c888ecbea2ad91d238be7b,56,141728,4,1
2001_3rdExtraordinarySession,2001,20013rdExtraordinarySession_Day04,data\raw\alabama_legislature\senate_journals\2001_3rdExtraordinarySession\20013rdExtraordinarySession_Day04.pdf,371335402ea05c6f443fba2bf2e7f6486b1187dabe3ec3af68f7fd40a4d0f1fc,80,135852,16,3
2001_3rdExtraordinarySession,2001,20013rdExtraordinarySession_Day05,data\raw\alabama_legislature\senate_journals\2001_3rdExtraordinarySession\20013rdExtraordinarySession_Day05.pdf,a7bb70a9b51575955e46b1effcd7bf8ba80f5b8e1ae3728443d6479975ea6415,29,58754,9,0
2001_3rdExtraordinarySession,2001,20013rdExtraordinarySession_Day06,data\raw\alabama_legislature\senate_journals\2001_3rdExtraordinarySession\20013rdExtraordinarySession_Day06.pdf,0c742d0b43d8d721a2d8ad17fd8e5182c57de29437fc5ee2638ca2ce615449cf,68,120780,43,34
2001_3rdExtraordinarySession,2001,20013rdExtraordinarySession_Day07,data\raw\alabama_legislature\senate_journals\2001_3rdExtraordinarySession\20013rdExtraordinarySession_Day07.pdf,6dbd2829000e8d5a9b0d12c8199c1df90f79989efe4f81a13d32af50965ee397,90,166219,36,22
2001_3rdExtraordinarySession,2001,20013rdExtraordinarySession_Day08,data\raw\alabama_legislature\senate_journals\2001_3rdExtraordinarySession\20013rdExtraordinarySession_Day08.pdf,e1dcb1dc4e2bb01cb1793ccf7cb24684cd2ff8d5b3afa77685d541b12b2b47da,59,97596,25,13
2001_3rdExtraordinarySession,2001,20013rdExtraordinarySession_Day09,data\raw\alabama_legislature\senate_journals\2001_3rdExtraordinarySession\20013rdExtraordinarySession_Day09.pdf,ab011cc60c5e5fe577722dbf777789b1f65d1c334d0aa2303d9656e4914e03d4,81,166365,25,7
2001_3rdExtraordinarySession,2001,20013rdExtraordinarySession_Day10,data\raw\alabama_legislature\senate_journals\2001_3rdExtraordinarySession\20013rdExtraordinarySession_Day10.pdf,33debebe64faf2f55b13b13f65d659ccfc30b080f78b37a1413d0409e1c8d1e5,3,3349,5,0
2001_3rdExtraordinarySession,2001,20013rdExtraordinarySession_Day11,data\raw\alabama_legislature\senate_journals\2001_3rdExtraordinarySession\20013rdExtraordinarySession_Day11.pdf,5bce32f02e8f6d949970b78d5fbde2d48a520df2b112c850c106a1be1182b59c,61,117398,12,2
2001_3rdExtraordinarySession,2001,20013rdExtraordinarySession_Day12,data\raw\alabama_legislature\senate_journals\2001_3rdExtraordinarySession\20013rdExtraordinarySession_Day12.pdf,68816ed25cb54f94f88135e05a6e95c8571d566f1d1652d5de36ca3c3bfdd58b,125,283143,26,11
2001_RegularSession,2001,2001RegularSession_Day01,data\raw\alabama_legislature\senate_journals\2001_RegularSession\2001RegularSession_Day01.pdf,a3ac2e79b3d86638d20b9607f5d9b9cd0e657729edf712918321bbf336917c48,118,199361,0,0
2001_RegularSession,2001,2001RegularSession_Day02,data\raw\alabama_legislature\senate_journals\2001_RegularSession\2001RegularSession_Day02.pdf,cfa05c8c6487aecfb969215ec0cd59c1d44d595306446a6717d720bd9be4126e,36,74750,0,0
2001_RegularSession,2001,2001RegularSession_Day03,data\raw\alabama_legislature\senate_journals\2001_RegularSession\2001RegularSession_Day03.pdf,644ba57368b45b1f397002b8e1624ef170b7a37b1396a731f4732f97162f9f77,87,148469,55,1
2001_RegularSession,2001,2001RegularSession_Day04,data\raw\alabama_legislature\senate_journals\2001_RegularSession\2001RegularSession_Day04.pdf,6d52bd60b6b59f7021cf8cda5ff2bce726bbbd36bf6514f93eb839d8a64368c1,42,81845,2,0
2001_RegularSession,2001,2001RegularSession_Day05,data\raw\alabama_legislature\senate_journals\2001_RegularSession\2001RegularSession_Day05.pdf,c64d70df68b448927140575b9e4097b81baacf36c4206fa3870b08204b7efa27,41,71050,11,3
2001_RegularSession,2001,2001RegularSession_Day06,data\raw\alabama_legislature\senate_journals\2001_RegularSession\2001RegularSession_Day06.pdf,2cbd9750595ab3479b7eb8eab891fbe9b48dd21380593b661cfee83bea10abe4,37,62793,2,1
2001_RegularSession,2001,2001RegularSession_Day07,data\raw\alabama_legislature\senate_journals\2001_RegularSession\2001RegularSession_Day07.pdf,b4569eced1ef10409efbf4c7a473a6a4df322242fb11cd7f6c48de833a74f64d,30,50154,5,0
2001_RegularSession,2001,2001RegularSession_Day08,data\raw\alabama_legislature\senate_journals\2001_RegularSession\2001RegularSession_Day08.pdf,aae9d2d997e3dc2df127d3a163f52b01a42da0d4bc8a70225fb7d3b5bf9bece0,12,16799,13,4
2001_RegularSession,2001,2001RegularSession_Day09,data\raw\alabama_legislature\senate_journals\2001_RegularSession\2001RegularSession_Day09.pdf,a22285032628f32b052866907d9e210a7fcb658c34e7d7306dde8e37c336fa52,61,114311,32,9
2001_RegularSession,2001,2001RegularSession_Day10PartA,data\raw\alabama_legislature\senate_journals\2001_RegularSession\2001RegularSession_Day10PartA.pdf,8d635eac4584823102e012d00c0afa60168935daacb8afaa08ed02d18afe8e9a,105,201913,78,24
2001_RegularSession,2001,2001RegularSession_Day10PartB,data\raw\alabama_legislature\senate_journals\2001_RegularSession\2001RegularSession_Day10PartB.pdf,2d1d4d7ebce14885dbb92fb4c297708c4debffc0049134ec6e29d9a4f9334029,50,87638,0,0
2001_RegularSession,2001,2001RegularSession_Day11,data\raw\alabama_legislature\senate_journals\2001_RegularSession\2001RegularSession_Day11.pdf,9f65c01b1967678904574d995f738f2040538c1fe8dc8edb681c24895a28097e,90,156609,28,8
2001_RegularSession,2001,2001RegularSession_Day12,data\raw\alabama_legislature\senate_journals\2001_RegularSession\2001RegularSession_Day12.pdf,6a9b23a4686dcac6a81810b80431e2b4f8c029b0c18bf5d52e62c00f9db79ff2,101,164681,17,5
2001_RegularSession,2001,2001RegularSession_Day13,data\raw\alabama_legislature\senate_journals\2001_RegularSession\2001RegularSession_Day13.pdf,a45eb3f4c26a3f324c64f6fc993be96fb839f53091a56c39fcc2d03895ad6a7d,47,76279,14,4
2001_RegularSession,2001,2001RegularSession_Day14,data\raw\alabama_legislature\senate_journals\2001_RegularSession\2001RegularSession_Day14.pdf,2a04dae624d6b16c7b9aeaa66eaa1c459c1b3890b3ffc4ebc9f0473396aa5551,37,70652,12,0
2001_RegularSession,2001,2001RegularSession_Day15,data\raw\alabama_legislature\senate_journals\2001_RegularSession\2001RegularSession_Day15.pdf,50b6d474c7b5ac9bb7113dd8be69f9ad47d8a6935f101d16e00382131f3cbc14,35,52434,20,6
2001_RegularSession,2001,2001RegularSession_Day16,data\raw\alabama_legislature\senate_journals\2001_RegularSession\2001RegularSession_Day16.pdf,0e0f3f82a802c6a9c1c9cc3aa671ea268e07f6d5d9f471cf23532b34d6e8a684,95,151716,34,15
2001_RegularSession,2001,2001RegularSession_Day17,data\raw\alabama_legislature\senate_journals\2001_RegularSession\2001RegularSession_Day17.pdf,ec182f8b02630a976d55b8cfe8f9f49a2d62b0200847adead487f10cc3334953,87,165362,46,14
2001_RegularSession,2001,2001RegularSession_Day18,data\raw\alabama_legislature\senate_journals\2001_RegularSession\2001RegularSession_Day18.pdf,32bd916ad90abc3b3688d9c7edef3b14c1701a178a55d613b5e81597f4aef2be,101,187453,9,3
2001_RegularSession,2001,2001RegularSession_Day19,data\raw\alabama_legislature\senate_journals\2001_RegularSession\2001RegularSession_Day19.pdf,1ad108b278d25db8a6dfaea4c81fbd7de130e39b8f5b898f7eabaf54e6120a2b,27,49655,23,9
2001_RegularSession,2001,2001RegularSession_Day20,data\raw\alabama_legislature\senate_journals\2001_RegularSession\2001RegularSession_Day20.pdf,c087104b81007dfc8667764ada211b289bc21ebde974c951c0736274efb2eb34,156,273277,94,39
2001_RegularSession,2001,2001RegularSession_Day21,data\raw\alabama_legislature\senate_journals\2001_RegularSession\2001RegularSession_Day21.pdf,d7847ffee8f836beb1fbd3d0c3e672397ed2b67541daa5501c853f61075e2292,98,176185,30,9
2001_RegularSession,2001,2001RegularSession_Day22,data\raw\alabama_legislature\senate_journals\2001_RegularSession\2001RegularSession_Day22.pdf,19561f18aa658c541a79d6636543e2dd5bd126e7cf300091dcbdbbbe4237ac9f,52,100952,29,12
2001_RegularSession,2001,2001RegularSession_Day23,data\raw\alabama_legislature\senate_journals\2001_RegularSession\2001RegularSession_Day23.pdf,f880a32754872a34a3a6278adb813f8109e9368ca8f8d3d44e82cf88240d0d33,105,166293,43,17
2001_RegularSession,2001,2001RegularSession_Day24,data\raw\alabama_legislature\senate_journals\2001_RegularSession\2001RegularSession_Day24.pdf,9de88da89fb4da78b0d3fb94a3a9798571af490547e8651d4d28d7f9c34a0fb4,176,318453,99,37
2001_RegularSession,2001,2001RegularSession_Day25PartA,data\raw\alabama_legislature\senate_journals\2001_RegularSession\2001RegularSession_Day25PartA.pdf,fe6cb94d13daf55a6e7e8de916a8b926ba1730fd80a224eb77a50688c3af00c4,156,269536,159,69
2001_RegularSession,2001,2001RegularSession_Day25PartB,data\raw\alabama_legislature\senate_journals\2001_RegularSession\2001RegularSession_Day25PartB.pdf,663d11ea6872a051b49ded37cd636791ec1311abfd79cdda1e96ab7024dfa330,90,202063,3,0
2001_RegularSession,2001,2001RegularSession_Day26,data\raw\alabama_legislature\senate_journals\2001_RegularSession\2001RegularSession_Day26.pdf,b628cd620bb2dbbdcf817afd7bc0c983ba1e4cfb1f0de9222f30b7fd72e98da0,89,167212,62,23
2001_RegularSession,2001,2001RegularSession_Day27PartA,data\raw\alabama_legislature\senate_journals\2001_RegularSession\2001RegularSession_Day27PartA.pdf,d0c480d7ee5d6186457041f90cbbf15dc0a203f1274e914f2ca75b532c4581e5,121,229942,27,4
2001_RegularSession,2001,2001RegularSession_Day27PartB,data\raw\alabama_legislature\senate_journals\2001_RegularSession\2001RegularSession_Day27PartB.pdf,6f996666e1c53d865a04dd5dcf30b143fd6a62479a3bd53ce4a05d144bcfd756,138,246658,115,52
2001_RegularSession,2001,2001RegularSession_Day28,data\raw\alabama_legislature\senate_journals\2001_RegularSession\2001RegularSession_Day28.pdf,25f22bfd33fa5c8f69dd5bbd34a4ccbb38568ddfd879db40aa8e813d7a741b31,38,66241,16,0
2001_RegularSession,2001,2001RegularSession_Day29,data\raw\alabama_legislature\senate_journals\2001_RegularSession\2001RegularSession_Day29.pdf,74f169d29d867066945f51f86408ced11f862ab47ac571c2fafcedd0f5336e6a,68,128885,3,0
2001_RegularSession,2001,2001RegularSession_Day30,data\raw\alabama_legislature\senate_journals\2001_RegularSession\2001RegularSession_Day30.pdf,6f4af6cad5c0629d3a0d1a47c2cb293d3bce263c8c25158c6771a16a4c83635e,137,287114,44,7
2002_RegularSession,2002,2002RegularSession_Day01,data\raw\alabama_legislature\senate_journals\2002_RegularSession\2002RegularSession_Day01.pdf,fb23eea339135dcb5d2c21c816d77866c7d747d0434d438daf657ad88f5f0e14,65,127155,0,0
2002_RegularSession,2002,2002RegularSession_Day02,data\raw\alabama_legislature\senate_journals\2002_RegularSession\2002RegularSession_Day02.pdf,3a64321fc3f67008fd10e895b732f2b08d90e3a5d7ee9a7a7c12e9f8015c7572,24,51329,0,0
2002_RegularSession,2002,2002RegularSession_Day03,data\raw\alabama_legislature\senate_journals\2002_RegularSession\2002RegularSession_Day03.pdf,0ed97328e0f6c1890bb3e25ac4efb45f24995a3e7c3734638ec59295d92ae816,85,158344,42,16
2002_RegularSession,2002,2002RegularSession_Day04,data\raw\alabama_legislature\senate_journals\2002_RegularSession\2002RegularSession_Day04.pdf,a1d0bd57ab61876be08c328ecfb3025d03ecc25e9c495bfa2fc54e0a99a8cb3f,74,175853,6,0
2002_RegularSession,2002,2002RegularSession_Day05,data\raw\alabama_legislature\senate_journals\2002_RegularSession\2002RegularSession_Day05.pdf,5b1ebe17e5d1494e3f81e0ff6f38482ed7b409425812d169c50d0e4b110f6ba6,49,84159,7,1
