cycle,chamber,people_id,name,normalized_name,party,role,district,ideal_point,chamber_percentile,votes_used,possible_votes,participation_rate,caucus_median,distance_from_caucus_median,ideological_extremity,party_loyalty_rate,cross_party_voting_rate,parties_disagree_votes
2010,house,3376,Yvonne Kennedy,YVONNE KENNEDY,D,Rep,HD-097,-0.995732723249202,9.70873786407767,49,55,0.8909090909090909,-0.8598335690255061,-0.13589915422369592,0.5251145212417482,0.9387755102040817,0.1,20
2010,house,3377,Mike Curtis,MIKE CURTIS,D,Rep,HD-002,-1.0386787914140918,5.825242718446602,49,55,0.8909090909090909,-0.8598335690255061,-0.1788452223885857,0.568060589406638,0.9795918367346939,0.05,20
2010,house,3379,Mike Millican,MIKE MILLICAN,R,Rep,HD-017,-0.36121055478889696,53.398058252427184,45,55,0.8181818181818182,0.9401912812644746,-1.3014018360533717,0.10940764721855689,0.7333333333333333,0.7333333333333333,15
2010,house,3380,Marcel Black,MARCEL BLACK,D,Rep,HD-003,-0.9725588911961277,14.563106796116504,42,55,0.7636363636363637,-0.8598335690255061,-0.11272532217062159,0.5019406891886738,1.0,0.0,16
2010,house,3381,Alan Harper,ALAN HARPER,R,Rep,HD-061,-0.8960634997272281,21.35922330097087,50,55,0.9090909090909091,0.9401912812644746,-1.8362547809917027,0.42544529771977424,0.64,0.85,20
2010,house,3382,Thomas Jackson,THOMAS JACKSON,D,Rep,HD-068,-0.664256362067271,42.71844660194174,36,55,0.6545454545454545,-0.8598335690255061,0.1955772069582351,0.19363816005981715,0.9722222222222222,0.0,12
2010,house,3384,Bill Dukes,BILL DUKES,D,Rep,HD-008,-1.0304102263830297,7.766990291262135,47,55,0.8545454545454545,-0.8598335690255061,-0.1705766573575236,0.5597920243755758,0.9787234042553191,0.05,20
2010,house,3385,Lesley Vance,LESLEY VANCE,R,Rep,HD-080,-0.2622601450389189,56.310679611650485,45,55,0.8181818181818182,0.9401912812644746,-1.2024514263033934,0.20835805696853493,0.7777777777777778,0.5882352941176471,17
2010,house,3386,William Beasley,WILLIAM BEASLEY,D,Rep,SD-028,-0.9794086070452926,12.62135922330097,51,55,0.9272727272727272,-0.8598335690255061,-0.11957503801978653,0.5087904050378388,0.9215686274509803,0.09523809523809523,21
2010,house,3387,Stephen Hurst,STEPHEN HURST,R,Rep,HD-035,-0.08922057999716278,58.252427184466015,28,55,0.509090909090909,0.9401912812644746,-1.0294118612616374,0.3813976220102911,0.7857142857142857,0.7142857142857143,7
2010,house,3388,James Buskey,JAMES BUSKEY,D,Rep,HD-099,-0.887613683318754,22.330097087378643,46,55,0.8363636363636363,-0.8598335690255061,-0.027780114293247893,0.41699548131130015,0.9130434782608695,0.1111111111111111,18
2010,house,3389,Mary Moore,MARY MOORE,D,Rep,HD-059,-0.7814868676721429,35.92233009708738,39,55,0.7090909090909091,-0.8598335690255061,0.07834670135336319,0.31086866566468907,0.9487179487179487,0.08333333333333333,12
2010,house,3390,Seth Hammett,SETH HAMMETT,D,Rep,HD-092,-1.028109748192767,8.737864077669903,46,55,0.8363636363636363,-0.8598335690255061,-0.1682761791672609,0.5574915461853132,0.9782608695652174,0.058823529411764705,17
2010,house,3391,Merika Coleman-Evans,MERIKA COLEMAN EVANS,D,Rep,HD-057,-0.8483691276362563,29.126213592233007,42,55,0.7636363636363637,-0.8598335690255061,0.011464441389249846,0.3777509256288024,0.9047619047619048,0.15,20
2010,house,3392,Richard Lindsey,RICHARD LINDSEY,D,Rep,HD-039,-0.6200186524076622,45.63106796116505,35,55,0.6363636363636364,-0.8598335690255061,0.23981491661784393,0.14940045040020833,0.9142857142857143,0.0,14
2010,house,3393,Tommy Sherer,TOMMY SHERER,D,Rep,HD-013,-0.8866659583024558,23.300970873786408,42,55,0.7636363636363637,-0.8598335690255061,-0.026832389276949642,0.4160477562950019,0.9761904761904762,0.05555555555555555,18
2010,house,3394,Ken Guin,KEN GUIN,D,Rep,HD-014,-1.0331064178916827,6.796116504854369,49,55,0.8909090909090909,-0.8598335690255061,-0.17327284886617655,0.5624882158842288,0.9591836734693877,0.05263157894736842,19
2010,house,3395,Henry White,HENRY WHITE,D,Rep,HD-005,-0.9281080753196924,19.41747572815534,48,55,0.8727272727272727,-0.8598335690255061,-0.0682745062941863,0.45748987331223856,0.9583333333333334,0.10526315789473684,19
2010,house,3396,Butch Taylor,BUTCH TAYLOR,D,Rep,HD-022,-1.1094695035876387,3.8834951456310676,46,55,0.8363636363636363,-0.8598335690255061,-0.24963593456213262,0.6388513015801849,0.9130434782608695,0.0,19
2010,house,3397,William Thigpen,WILLIAM THIGPEN,D,Rep,HD-016,-0.7900936424175246,34.95145631067961,49,55,0.8909090909090909,-0.8598335690255061,0.06973992660798156,0.3194754404100707,0.9183673469387755,0.19047619047619047,21
2010,house,3398,John Page,JOHN PAGE,D,Rep,HD-029,-0.9157251314277081,20.388349514563107,46,55,0.8363636363636363,-0.8598335690255061,-0.055891562402201944,0.4451069294202542,1.0,0.0,16
2010,house,3399,James Fields,JAMES FIELDS,D,Rep,HD-012,-0.8270529128269781,33.00970873786408,38,55,0.6909090909090909,-0.8598335690255061,0.03278065619852799,0.35643471081952427,1.0,0.0,14
2010,house,3400,John Robinson,JOHN ROBINSON,D,Rep,HD-023,-1.0880948341432928,4.854368932038835,47,55,0.8545454545454545,-0.8598335690255061,-0.22826126511778666,0.6174766321358389,0.9148936170212766,0.0,17
2010,house,3401,Patricia Todd,PATRICIA TODD,D,Rep,HD-054,-0.9805145814944994,11.650485436893204,42,55,0.7636363636363637,-0.8598335690255061,-0.12068101246899332,0.5098963794870456,0.8095238095238095,0.047619047619047616,21
2010,house,3402,Johnny Morrow,JOHNNY MORROW,D,Rep,HD-018,-0.4792458518243564,49.51456310679612,47,55,0.8545454545454545,-0.8598335690255061,0.3805877172011497,0.00862764981690256,0.8936170212765957,0.2777777777777778,18
2010,house,3403,Jeremy Oden,JEREMY ODEN,R,Rep,HD-011,-0.17018187970801063,57.28155339805825,31,55,0.5636363636363636,0.9401912812644746,-1.1103731609724852,0.3004363222994432,0.6774193548387096,0.7272727272727273,11
2010,house,3404,Elwyn Thomas,ELWYN THOMAS,R,Rep,HD-034,-0.44153460121735827,51.45631067961165,29,55,0.5272727272727272,0.9401912812644746,-1.3817258824818328,0.029083600790095587,0.6551724137931034,0.9,10
2010,house,3405,Robert Ward,ROBERT WARD,R,Rep,SD-014,0.45180807618586466,65.0485436893204,42,55,0.7636363636363637,0.9401912812644746,-0.48838320507860994,0.9224262781933186,0.8333333333333334,0.35294117647058826,17
2010,house,3406,Craig Ford,CRAIG FORD,D,Rep,HD-028,-0.6646725568244829,41.74757281553398,44,55,0.8,-0.8598335690255061,0.19516101220102322,0.19405435481702904,0.9318181818181818,0.11764705882352941,17
2010,house,3407,Todd Greeson,TODD GREESON,R,Rep,HD-024,-0.3444902397464718,54.36893203883495,39,55,0.7090909090909091,0.9401912812644746,-1.2846815210109463,0.12612796226098205,0.6410256410256411,0.7333333333333333,15
2010,house,3408,Randy Davis,RANDY DAVIS,R,Rep,HD-096,1.3852814240185873,87.37864077669903,49,55,0.8909090909090909,0.9401912812644746,0.44509014275411274,1.8558996260260412,0.7551020408163265,0.14285714285714285,21
2010,house,3409,H Gipson,H GIPSON,R,Rep,HD-088,0.5845778096230869,66.99029126213593,49,55,0.8909090909090909,0.9401912812644746,-0.3556134716413877,1.0551960116305408,0.8979591836734694,0.25,20
2010,house,3410,Mike Hill,MIKE HILL,R,Rep,HD-041,0.2680530777049372,62.13592233009708,47,55,0.8545454545454545,0.9401912812644746,-0.6721382035595374,0.7386712797123911,0.8297872340425532,0.42105263157894735,19
2010,house,3411,Mac McCutcheon,MAC MCCUTCHEON,R,Rep,HD-025,0.3922741303530562,64.07766990291263,43,55,0.7818181818181819,0.9401912812644746,-0.5479171509114185,0.86289233236051,0.7674418604651163,0.4444444444444444,18
2010,house,3412,Gregory Canfield,GREGORY CANFIELD,R,Rep,HD-048,1.067135788775113,79.6116504854369,41,55,0.7454545454545455,0.9401912812644746,0.12694450751063835,1.5377539907825668,0.6341463414634146,0.3333333333333333,18
2010,house,3413,Pat Moore,PAT MOORE,R,Rep,HD-015,1.321685893246665,85.43689320388349,46,55,0.8363636363636363,0.9401912812644746,0.3814946119821905,1.792304095254119,0.8695652173913043,0.05555555555555555,18
2010,house,3414,Jay Love,JAY LOVE,R,Rep,HD-074,2.02286177619625,98.05825242718447,45,55,0.8181818181818182,0.9401912812644746,1.0826704949317756,2.493479978203704,0.7777777777777778,0.0,20
2010,house,3415,Victor Gaston,VICTOR GASTON,R,Rep,HD-100,1.763401783412713,96.11650485436894,49,55,0.8909090909090909,0.9401912812644746,0.8232105021482383,2.2340199854201668,0.8979591836734694,0.0,21
2010,house,3416,Mike Ball,MIKE BALL,R,Rep,HD-010,0.8657255050282998,71.84466019417476,41,55,0.7454545454545455,0.9401912812644746,-0.07446577623617479,1.3363437070357538,0.7073170731707317,0.29411764705882354,17
2010,house,3417,Paul DeMarco,PAUL DEMARCO,R,Rep,HD-046,1.5340722529942319,90.29126213592234,45,55,0.8181818181818182,0.9401912812644746,0.5938809717297573,2.0046904550016857,0.6444444444444445,0.17647058823529413,17
2010,house,3418,Jack Williams,JACK WILLIAMS,R,Rep,HD-047,1.5458227367323314,91.2621359223301,50,55,0.9090909090909091,0.9401912812644746,0.6056314554678568,2.0164409387397852,0.76,0.15,20
2010,house,3419,Dickie Drake,DICKIE DRAKE,R,Rep,HD-045,1.3085864420036546,84.46601941747572,44,55,0.8,0.9401912812644746,0.36839516073918,1.7792046440111084,0.8636363636363636,0.05555555555555555,18
2010,house,3420,Gerald Allen,GERALD ALLEN,R,Rep,SD-021,2.146776470798718,99.02912621359224,50,55,0.9090909090909091,0.9401912812644746,1.2065851895342432,2.6173946728061717,0.82,0.0,22
2010,house,3421,Joseph Hubbard,JOSEPH HUBBARD,D,Rep,HD-073,2.2640491248614816,100.0,50,55,0.9090909090909091,-0.8598335690255061,3.123882693886988,2.7346673268689354,0.32,1.0,22
2010,house,3422,James Martin,JAMES MARTIN,R,Rep,HD-042,-0.4399305994557166,52.42718446601942,42,55,0.7636363636363637,0.9401912812644746,-1.3801218807201912,0.030687602551737247,0.7380952380952381,0.7333333333333333,15
2010,house,3423,Harry Shiver,HARRY SHIVER,R,Rep,HD-064,0.6437301406487189,70.87378640776699,49,55,0.8909090909090909,0.9401912812644746,-0.2964611406157557,1.1143483426561729,0.8571428571428571,0.3,20
2010,house,3424,Joe Faust,JOE FAUST,R,Rep,HD-094,0.9914286293897986,76.69902912621359,43,55,0.7818181818181819,0.9401912812644746,0.05123734812532399,1.4620468313972523,0.8604651162790697,0.16666666666666666,18
2010,house,3425,Chad Fincher,CHAD FINCHER,R,Rep,HD-102,1.2653349916022136,83.49514563106796,47,55,0.8545454545454545,0.9401912812644746,0.32514371033773903,1.7359531936096675,0.9361702127659575,0.0,18
2010,house,3426,Alan Baker,ALAN BAKER,R,Rep,HD-066,0.6196871774525977,69.90291262135922,43,55,0.7818181818181819,0.9401912812644746,-0.3205041038118769,1.0903053794600517,0.8604651162790697,0.26666666666666666,15
2010,house,3427,Steve McMillan,STEVE MCMILLAN,R,Rep,HD-095,0.900601571944126,73.7864077669903,44,55,0.8,0.9401912812644746,-0.039589709320348554,1.37121977395158,0.9772727272727273,0.058823529411764705,17
2010,house,3428,James Ison,JAMES ISON,R,Rep,HD-101,1.3345296980862358,86.40776699029125,53,55,0.9636363636363636,0.9401912812644746,0.3943384168217612,1.8051479000936896,0.9245283018867925,0.047619047619047616,21
2010,house,3429,Jim McClendon,JIM MCCLENDON,R,Rep,SD-011,1.3988349164351328,88.3495145631068,42,55,0.7636363636363637,0.9401912812644746,0.4586436351706582,1.8694531184425867,0.9047619047619048,0.05,20
2010,house,3430,Randy Wood,RANDY WOOD,R,Rep,HD-036,1.4608749018577236,89.32038834951457,48,55,0.8727272727272727,0.9401912812644746,0.520683620593249,1.9314931038651775,0.75,0.19047619047619047,21
2010,house,3431,Jim Barton,JIM BARTON,R,Rep,HD-104,1.243661423856911,82.52427184466019,47,55,0.8545454545454545,0.9401912812644746,0.30347014259243643,1.7142796258643649,0.9574468085106383,0.05,20
2010,house,3432,Steve Clouse,STEVE CLOUSE,R,Rep,HD-093,1.6509983365462415,95.14563106796116,45,55,0.8181818181818182,0.9401912812644746,0.7108070552817669,2.1216165385536954,0.8888888888888888,0.0,19
2010,house,3433,Barry Mask,BARRY MASK,R,Rep,HD-031,1.6023720430006363,94.1747572815534,46,55,0.8363636363636363,0.9401912812644746,0.6621807617361617,2.07299024500809,0.8478260869565217,0.09090909090909091,22
2010,house,3434,Harry Bridges,HARRY BRIDGES,R,Rep,HD-038,0.9593789114020935,75.72815533980582,48,55,0.8727272727272727,0.9401912812644746,0.019187630137618927,1.4299971134095473,0.8333333333333334,0.2,20
2010,house,3435,Howard Sanderford,HOWARD SANDERFORD,R,Rep,HD-020,0.30614822347953585,63.10679611650486,43,55,0.7818181818181819,0.9401912812644746,-0.6340430577849387,0.7767664254869897,0.7674418604651163,0.42105263157894735,19
2010,house,3436,David Grimes,DAVID GRIMES,R,Rep,HD-073,1.0458504912300182,78.64077669902912,43,55,0.7818181818181819,0.9401912812644746,0.10565920996554357,1.516468693237472,0.7441860465116279,0.2222222222222222,18
2010,house,3437,Phil Williams,PHIL WILLIAMS,R,Rep,HD-006,1.1048761431100809,80.58252427184466,44,55,0.8,0.9401912812644746,0.16468486184560627,1.5754943451175347,0.8181818181818182,0.17647058823529413,17
2010,house,3438,Micky Hammon,MICKY HAMMON,R,Rep,HD-004,1.1091622544229585,81.55339805825243,47,55,0.8545454545454545,0.9401912812644746,0.16897097315848386,1.5797804564304123,0.7872340425531915,0.25,20
2010,house,3439,Gregory Wren,GREGORY WREN,R,Rep,HD-075,0.5932072571726276,67.96116504854369,32,55,0.5818181818181818,0.9401912812644746,-0.34698402409184703,1.0638254591800815,0.84375,0.2,10
2010,house,3440,Robert Bentley,ROBERT BENTLEY,R,Rep,HD-063,0.04319606434734327,59.22330097087378,34,55,0.6181818181818182,0.9401912812644746,-0.8969952169171314,0.5138142663547971,0.7058823529411765,0.5454545454545454,11
2010,house,3441,Frank McDaniel,FRANK MCDANIEL,D,Rep,HD-026,-0.5113658874269736,47.57281553398058,39,55,0.7090909090909091,-0.8598335690255061,0.3484676815985325,0.040747685419519786,0.8717948717948718,0.15384615384615385,13
2010,house,3442,Alvin Holmes,ALVIN HOLMES,D,Rep,HD-078,-0.697706773452194,39.80582524271845,34,55,0.6181818181818182,-0.8598335690255061,0.1621267955733121,0.22708857144474015,0.8235294117647058,0.15384615384615385,13
2010,house,3443,Blaine Galliher,BLAINE GALLIHER,R,Rep,HD-030,0.6009332520913991,68.93203883495146,33,55,0.6,0.9401912812644746,-0.33925802917307546,1.071551454098853,0.9090909090909091,0.15384615384615385,13
2010,house,3444,Jack Collier,JACK COLLIER,R,Rep,HD-105,0.890340160859099,72.81553398058253,40,55,0.7272727272727273,0.9401912812644746,-0.04985112040537565,1.360958362866553,0.75,0.21428571428571427,14
2010,house,3445,Allen Treadaway,ALLEN TREADAWAY,R,Rep,HD-051,1.009309378532725,77.66990291262135,42,55,0.7636363636363637,0.9401912812644746,0.06911809726825036,1.4799275805401788,0.8333333333333334,0.16666666666666666,18
2010,house,3446,Arthur Payne,ARTHUR PAYNE,R,Rep,HD-044,1.5530796352282823,92.23300970873787,46,55,0.8363636363636363,0.9401912812644746,0.6128883539638077,2.023697837235736,0.5652173913043478,0.125,16
2010,house,3447,Charles Newton,CHARLES NEWTON,D,Rep,HD-090,-0.4833101555509156,48.54368932038835,39,55,0.7090909090909091,-0.8598335690255061,0.3765234134745905,0.012691953543461754,0.8461538461538461,0.2857142857142857,14
2010,house,3448,Richard Laird,RICHARD LAIRD,D,Rep,HD-037,0.22515058506566948,60.19417475728155,49,55,0.8909090909090909,-0.8598335690255061,1.0849841540911755,0.6957687870731233,0.6938775510204082,0.5238095238095238,21
2010,house,3449,Ronald Johnson,RONALD JOHNSON,R,Rep,HD-033,0.2553183848246891,61.165048543689316,37,55,0.6727272727272727,0.9401912812644746,-0.6848728964397854,0.725936586832143,0.7027027027027027,0.42857142857142855,14
2010,house,3450,Alan Boothe,ALAN BOOTHE,R,Rep,HD-089,-0.2873889561617149,55.33980582524271,44,55,0.8,0.9401912812644746,-1.2275802374261895,0.18322924584573896,0.75,0.6111111111111112,18
2010,house,3451,Warren Beck,WARREN BECK,R,Rep,HD-087,0.4859807605953125,66.01941747572816,21,55,0.38181818181818183,0.9401912812644746,-0.4542105206691621,0.9565989626027663,0.9523809523809523,0.0,8
2010,house,3452,Benjamin Lewis,BENJAMIN LEWIS,R,Rep,HD-086,1.8106392942796645,97.0873786407767,48,55,0.8727272727272727,0.9401912812644746,0.8704480130151899,2.281257496287118,0.7708333333333334,0.09523809523809523,21
2010,house,3453,Mary McClurkin,MARY MCCLURKIN,R,Rep,HD-043,1.5908970887309304,93.20388349514563,46,55,0.8363636363636363,0.9401912812644746,0.6507058074664558,2.0615152907383845,0.8913043478260869,0.047619047619047616,21
2010,house,3454,John Rogers,JOHN ROGERS,D,Rep,HD-052,-0.47061820200745386,50.48543689320388,35,55,0.6363636363636364,-0.8598335690255061,0.38921536701805226,0.0,0.9714285714285714,0.1111111111111111,9
2010,house,3455,Elaine Beech,ELAINE BEECH,D,Rep,HD-065,-0.9847374637123751,10.679611650485436,52,55,0.9454545454545454,-0.8598335690255061,-0.12490389468686902,0.5141192617049213,0.9423076923076923,0.09523809523809523,21
2010,house,3456,Roderick Scott,RODERICK SCOTT,D,Rep,HD-055,-0.6471657694456562,44.66019417475729,39,55,0.7090909090909091,-0.8598335690255061,0.21266779957984994,0.17654756743820232,0.9743589743589743,0.07692307692307693,13
2010,house,3457,Lawrence McAdory,LAWRENCE MCADORY,D,Rep,HD-056,-1.130985733077464,1.9417475728155338,46,55,0.8363636363636363,-0.8598335690255061,-0.27115216405195786,0.6603675310700101,0.9782608695652174,0.05,20
2010,house,3458,George Bandy,GEORGE BANDY,D,Rep,HD-083,-0.9300672722196474,18.446601941747574,37,55,0.6727272727272727,-0.8598335690255061,-0.07023370319414124,0.4594490702121935,0.9459459459459459,0.0625,16
2010,house,3459,K.L. Brown,K L BROWN,R,Rep,HD-040,0.9210036511268556,74.75728155339806,22,55,0.4,0.9401912812644746,-0.01918763013761904,1.3916218531343094,0.9545454545454546,0.07142857142857142,14
2010,senate,3460,Steve French,STEVE FRENCH,R,Sen,SD-015,1.065083697095034,80.64516129032258,26,44,0.5909090909090909,1.0827876876425846,-0.017703990547550674,1.497500089090209,0.7692307692307693,0.17647058823529413,17
2010,senate,3461,J.T. Waggoner,J T WAGGONER,R,Sen,SD-016,0.8388651031709784,67.74193548387096,39,44,0.8863636363636364,1.0827876876425846,-0.2439225844716062,1.2712814951661535,0.8205128205128205,0.2777777777777778,18
2010,senate,3462,Del Marsh,DEL MARSH,R,Sen,SD-012,1.032009924714511,74.19354838709677,31,44,0.7045454545454546,1.0827876876425846,-0.05077776292807368,1.464426316709686,0.8709677419354839,0.06666666666666667,15
2010,senate,3463,Ben Brooks,BEN BROOKS,R,Sen,SD-035,1.8839540125413388,100.0,39,44,0.8863636363636364,1.0827876876425846,0.8011663248987542,2.316370404536514,0.7948717948717948,0.0,22
2010,senate,3464,Trip Pittman,TRIP PITTMAN,R,Sen,SD-032,1.5425334487994344,93.54838709677419,38,44,0.8636363636363636,1.0827876876425846,0.45974576115684984,1.9749498407946096,0.7894736842105263,0.05,20
2010,senate,3465,Rodger Smitherman,RODGER SMITHERMAN,D,Sen,SD-018,-0.9656333966833504,19.35483870967742,42,44,0.9545454545454546,-0.861174015488501,-0.10445938119484932,0.5332170046881752,1.0,0.0,20
2010,senate,3466,Zeb Little,ZEB LITTLE,D,Sen,SD-004,-0.9800181492743942,12.903225806451612,39,44,0.8863636363636364,-0.861174015488501,-0.1188441337858932,0.5476017572792191,1.0,0.0,19
2010,senate,3467,Paul Sanford,PAUL SANFORD,R,Sen,SD-007,1.6128863307128216,96.7741935483871,39,44,0.8863636363636364,1.0827876876425846,0.530098643070237,2.045302722707997,0.6666666666666666,0.15,20
2010,senate,3468,Larry Means,LARRY MEANS,D,Sen,SD-010,-0.6691250833989427,48.38709677419355,31,44,0.7045454545454546,-0.861174015488501,0.1920489320895583,0.23670869140376755,1.0,0.0,15
2010,senate,3469,Rusty Glover,RUSTY GLOVER,R,Sen,SD-034,1.355892418216422,90.32258064516128,28,44,0.6363636363636364,1.0827876876425846,0.27310473057383744,1.7883088102115972,0.75,0.0,16
2010,senate,3470,Hank Sanders,HANK SANDERS,D,Sen,SD-023,-0.8525557292138886,35.483870967741936,29,44,0.6590909090909091,-0.861174015488501,0.008618286274612474,0.4201393372187134,1.0,0.0,18
2010,senate,3471,Bobby Denton,BOBBY DENTON,D,Sen,SD-001,-0.8198716634576256,38.70967741935484,29,44,0.6590909090909091,-0.861174015488501,0.0413023520308754,0.38745527146245046,1.0,0.0,18
2010,senate,3472,Quinton Ross,QUINTON ROSS,D,Sen,SD-026,-1.0002628878402102,9.67741935483871,39,44,0.8863636363636364,-0.861174015488501,-0.1390888723517092,0.5678464958450351,1.0,0.0,21
2010,senate,3473,Roger Bedford,ROGER BEDFORD,D,Sen,SD-006,-0.8829581468182819,22.58064516129032,35,44,0.7954545454545454,-0.861174015488501,-0.021784131329780854,0.4505417548231067,1.0,0.0,19
2010,senate,3474,Hinton Mitchem,HINTON MITCHEM,D,Sen,SD-009,-0.8146798156816288,41.935483870967744,32,44,0.7272727272727273,-0.861174015488501,0.046494199806872194,0.38226342368645366,1.0,0.0,16
2010,senate,3475,T.D. Little,T D LITTLE,D,Sen,SD-027,-0.4324163919951752,51.61290322580645,41,44,0.9318181818181818,-0.861174015488501,0.42875762349332586,0.0,0.8780487804878049,0.21052631578947367,19
2010,senate,3476,Lowell Barron,LOWELL BARRON,D,Sen,SD-008,-0.9751351190931644,16.129032258064516,42,44,0.9545454545454546,-0.861174015488501,-0.11396110360466338,0.5427187270979892,1.0,0.0,21
2010,senate,3479,Linda Coleman-Madison,LINDA COLEMAN MADISON,D,Sen,SD-020,-1.0525518450351141,6.451612903225806,39,44,0.8863636363636364,-0.861174015488501,-0.1913778295466131,0.620135453039939,1.0,0.0,22
2010,senate,3480,Priscilla Dunn,PRISCILLA DUNN,D,Sen,SD-019,-1.0584593208465303,3.225806451612903,44,44,1.0,-0.861174015488501,-0.19728530535802924,0.6260429288513552,1.0,0.0,22
2010,senate,3481,Arthur Orr,ARTHUR ORR,R,Sen,SD-003,1.1004916781901353,83.87096774193549,38,44,0.8636363636363636,1.0827876876425846,0.017703990547550674,1.5329080701853104,0.7631578947368421,0.21052631578947367,19
