source_row_id,target_norm,match_method,match_score,score_margin
475,FT DEPOSIT ARMORY,fuzzy,94.44444444444444,53.53535353535353
476,SANDY RIDGE COMMUNITY CENTER,exact,100.0,100.0
477,NEW HOPE CHURCH,exact,100.0,100.0
478,,unmatched,90.0,4.5
479,MOUNT OLIVE COMMUNITY CENTER,exact,100.0,100.0
480,WEST COOSA SENIOR CENTER,exact,100.0,100.0
481,,unmatched,48.64864864864865,12.005791505791507
482,,unmatched,85.5,0.0
483,,unmatched,54.0,9.0
484,LIVINGSTON CIVIC CENTER,exact,100.0,100.0
485,BOYD TRAILER,exact,100.0,100.0
486,EPES COMMUNITY CENTER,exact,100.0,100.0
487,EMELLE SUMTER TOWN HALL,fuzzy,95.0,20.0
488,GREENS CHAPEL UMC,fuzzy,95.0,46.53846153846154
489,EDWARDSVILLE COMMUNITY,fuzzy,95.0,39.61538461538461
490,,unmatched,86.11111111111111,5.555555555555557
491,,unmatched,90.0,44.83870967741935
492,MUSCADINE VOLUNTEER FIRE DEPARTMENT,exact,100.0,100.0
493,,unmatched,59.375,0.19467213114754145
494,FRUITHURST CITY HALL,exact,100.0,100.0
495,HOPEWELL SCHOOL,exact,100.0,100.0
496,,unmatched,90.0,22.5
497,,unmatched,74.64285714285714,29.64285714285714
498,MICAVILLE VOLUNTEER FIRE DEPARTMENT,exact,100.0,100.0
499,RANBURNE VOLUNTEER FIRE DEPARTMENT,fuzzy,95.0,9.5
500,TURKEY HEAVEN VOLUNTEER FIRE DEPARTMENT,exact,100.0,100.0
501,UNION FIRE DEPARTMENT,exact,100.0,100.0
502,,unmatched,90.0,36.0
503,CLINTON COMMUNITY CENTER,exact,100.0,100.0
504,MANTUA FIRE DEPARTMENT,exact,100.0,100.0
