county_norm,precinct,office,district,dem_allocated,rep_allocated,allocation_method,match_method
COLBERT,SHEFFIELD BOARD OF ED BLDG.,State House,3.0,180.0,254.0,direct_precinct_activity,fuzzy
COLBERT,SHEFFIELD BOARD OF ED BLDG.,State Senate,6.0,180.0,254.0,direct_precinct_activity,fuzzy
COLBERT,SHEFFIELD FIRE STN 2ND ST,State House,3.0,421.0,254.0,direct_precinct_activity,exact
COLBERT,SHEFFIELD FIRE STN 2ND ST,State Senate,6.0,421.0,254.0,direct_precinct_activity,exact
COLBERT,SHEFFIELD MICHAEL CENTER,State House,3.0,615.0,40.0,direct_precinct_activity,exact
COLBERT,SHEFFIELD MICHAEL CENTER,State Senate,6.0,615.0,40.0,direct_precinct_activity,exact
COLBERT,SHEFFIELD RECREATION CENTER,State House,3.0,290.0,498.0,direct_precinct_activity,exact
COLBERT,SHEFFIELD RECREATION CENTER,State Senate,6.0,290.0,498.0,direct_precinct_activity,exact
COLBERT,SHEFFIELD FIRE MONTGOMERY,State House,3.0,135.0,118.0,direct_precinct_activity,exact
COLBERT,SHEFFIELD FIRE MONTGOMERY,State Senate,6.0,135.0,118.0,direct_precinct_activity,exact
COLBERT,TREE HOUSE SCHOOL,State House,3.0,218.0,547.0,direct_precinct_activity,exact
COLBERT,TREE HOUSE SCHOOL,State Senate,6.0,218.0,547.0,direct_precinct_activity,exact
COLBERT,FIRST SOUTHERN BAPTIST CHURCH,State House,3.0,118.0,624.0,direct_precinct_activity,exact
COLBERT,FIRST SOUTHERN BAPTIST CHURCH,State Senate,6.0,118.0,624.0,direct_precinct_activity,exact
COLBERT,GATMAN PARK & REC. CENTER,State House,3.0,316.0,676.0,direct_precinct_activity,exact
COLBERT,GATMAN PARK & REC. CENTER,State Senate,6.0,316.0,676.0,direct_precinct_activity,exact
COLBERT,WOODWARD AVE. BAPTIST CHURCH,State House,3.0,418.0,627.0,direct_precinct_activity,exact
COLBERT,WOODWARD AVE. BAPTIST CHURCH,State Senate,6.0,418.0,627.0,direct_precinct_activity,exact
COLBERT,PLUMBER STEAMFITTER UNION,State House,3.0,268.0,325.0,direct_precinct_activity,exact
COLBERT,PLUMBER STEAMFITTER UNION,State Senate,6.0,268.0,325.0,direct_precinct_activity,exact
COLBERT,GRACE LIFE CHURCH,State House,3.0,578.0,871.0,direct_precinct_activity,exact
COLBERT,GRACE LIFE CHURCH,State Senate,6.0,578.0,871.0,direct_precinct_activity,exact
COLBERT,MUSCLE SHOALS CITY HALL,State House,3.0,348.0,829.0,direct_precinct_activity,exact
COLBERT,MUSCLE SHOALS CITY HALL,State Senate,6.0,348.0,829.0,direct_precinct_activity,exact
COLBERT,COLBERT HEIGHTS BAPTIST,State House,18.0,254.0,676.0,direct_precinct_activity,exact
COLBERT,COLBERT HEIGHTS BAPTIST,State Senate,6.0,254.0,676.0,direct_precinct_activity,exact
CONECUH,ANNEX VOTING HOUSE,State House,90.0,84.0,30.0,direct_precinct_activity,exact
CONECUH,ANNEX VOTING HOUSE,State Senate,23.0,84.0,30.0,direct_precinct_activity,exact
CONECUH,LYEFFION FIRE DEPT.,State House,90.0,69.0,210.0,direct_precinct_activity,exact
CONECUH,LYEFFION FIRE DEPT.,State Senate,23.0,69.0,210.0,direct_precinct_activity,exact
CONECUH,SKINNERTON FIRE DEPT.,State House,90.0,16.0,42.0,direct_precinct_activity,exact
CONECUH,SKINNERTON FIRE DEPT.,State Senate,23.0,16.0,42.0,direct_precinct_activity,exact
CONECUH,ROBINSONS MILL VOTING HOUSE,State House,68.0,115.0,70.0,direct_precinct_activity,exact
CONECUH,ROBINSONS MILL VOTING HOUSE,State Senate,23.0,115.0,70.0,direct_precinct_activity,exact
CONECUH,BELLEVILLE FIRE DEPT.,State House,68.0,355.0,91.0,direct_precinct_activity,exact
CONECUH,BELLEVILLE FIRE DEPT.,State Senate,22.0,23.20261437908497,5.947712418300654,direct_precinct_activity,exact
CONECUH,BELLEVILLE FIRE DEPT.,State Senate,23.0,331.797385620915,85.05228758169935,direct_precinct_activity,exact
CONECUH,OLD FIELD CHURCH,State House,68.0,183.0,101.0,direct_precinct_activity,exact
CONECUH,OLD FIELD CHURCH,State Senate,23.0,183.0,101.0,direct_precinct_activity,exact
CONECUH,WOOTEN VOTING HOUSE,State House,68.0,152.0,101.0,direct_precinct_activity,exact
CONECUH,WOOTEN VOTING HOUSE,State Senate,23.0,152.0,101.0,direct_precinct_activity,exact
CONECUH,SANDCUTT FIRE DEPT.,State House,90.0,17.0,217.0,direct_precinct_activity,exact
CONECUH,SANDCUTT FIRE DEPT.,State Senate,22.0,17.0,217.0,direct_precinct_activity,exact
CONECUH,CASTLEBERRY FIRE DEPT.,State House,68.0,219.0,308.0,direct_precinct_activity,exact
CONECUH,CASTLEBERRY FIRE DEPT.,State Senate,23.0,219.0,308.0,direct_precinct_activity,exact
CONECUH,BROOKLYN MASONIC LODGE,State House,90.0,36.0,42.0,direct_precinct_activity,exact
CONECUH,BROOKLYN MASONIC LODGE,State Senate,22.0,36.0,42.0,direct_precinct_activity,exact
CONECUH,PAUL FIRE DEPT.,State House,90.0,53.0,78.0,direct_precinct_activity,exact
CONECUH,PAUL FIRE DEPT.,State Senate,22.0,33.329896907216494,49.051546391752574,direct_precinct_activity,exact
CONECUH,PAUL FIRE DEPT.,State Senate,23.0,19.670103092783506,28.948453608247423,direct_precinct_activity,exact
CONECUH,JOHNSONVILLE FIRE DEPT.,State House,90.0,130.0,5.0,direct_precinct_activity,exact
CONECUH,JOHNSONVILLE FIRE DEPT.,State Senate,23.0,130.0,5.0,direct_precinct_activity,exact
CONECUH,ANTIOCH FIRE DEPARTMENT,State House,90.0,29.0,196.0,direct_precinct_activity,exact
CONECUH,ANTIOCH FIRE DEPARTMENT,State Senate,22.0,29.0,196.0,direct_precinct_activity,exact
CONECUH,BROWNVILLE FIRE DEPT.,State House,90.0,71.0,129.0,direct_precinct_activity,exact
CONECUH,BROWNVILLE FIRE DEPT.,State Senate,23.0,71.0,129.0,direct_precinct_activity,exact
CONECUH,FLAT ROCK FIRE DEPT.,State House,90.0,11.0,90.0,direct_precinct_activity,exact
CONECUH,FLAT ROCK FIRE DEPT.,State Senate,22.0,11.0,90.0,direct_precinct_activity,exact
CONECUH,DAVID BURT BUILDING,State House,68.0,200.0,516.0,direct_precinct_activity,exact
CONECUH,DAVID BURT BUILDING,State Senate,23.0,200.0,516.0,direct_precinct_activity,exact
CONECUH,NAZARENE BAPTIST CHURCH,State House,68.0,165.0,59.0,direct_precinct_activity,exact
CONECUH,NAZARENE BAPTIST CHURCH,State Senate,23.0,165.0,59.0,direct_precinct_activity,exact
CONECUH,2ND MOUNT ZION CHURCH,State House,68.0,20.123076923076923,4.430769230769231,direct_precinct_activity,exact
CONECUH,2ND MOUNT ZION CHURCH,State House,90.0,88.87692307692308,19.56923076923077,direct_precinct_activity,exact
CONECUH,2ND MOUNT ZION CHURCH,State Senate,23.0,109.0,24.0,direct_precinct_activity,exact
CONECUH,LITTLE ZION CHURCH,State House,68.0,103.0,60.0,direct_precinct_activity,exact
CONECUH,LITTLE ZION CHURCH,State Senate,23.0,103.0,60.0,direct_precinct_activity,exact
CONECUH,RANGE FIRE DEPT.,State House,90.0,10.0,105.0,direct_precinct_activity,exact
CONECUH,RANGE FIRE DEPT.,State Senate,22.0,10.0,105.0,direct_precinct_activity,exact
CONECUH,LENOX COMMUNITY HOUSE,State House,90.0,15.0,183.0,direct_precinct_activity,exact
CONECUH,LENOX COMMUNITY HOUSE,State Senate,22.0,15.0,183.0,direct_precinct_activity,exact
CONECUH,HEALTH DEPARTMENT,State House,68.0,267.0,96.0,direct_precinct_activity,exact
CONECUH,HEALTH DEPARTMENT,State Senate,23.0,267.0,96.0,direct_precinct_activity,exact
COOSA,EQUALITY FIRE DEPT. BOX 8,State House,81.0,65.0,298.0,direct_precinct_activity,exact
COOSA,EQUALITY FIRE DEPT. BOX 8,State Senate,30.0,65.0,298.0,direct_precinct_activity,exact
COOSA,KELLEYTON FIRE DEPT. BOX 2,State House,33.0,8.189427312775331,7.97136563876652,direct_precinct_activity,fuzzy
COOSA,KELLEYTON FIRE DEPT. BOX 2,State House,35.0,55.092511013215855,53.625550660792946,direct_precinct_activity,fuzzy
COOSA,KELLEYTON FIRE DEPT. BOX 2,State House,81.0,274.7180616740088,267.4030837004405,direct_precinct_activity,fuzzy
COOSA,KELLEYTON FIRE DEPT. BOX 2,State Senate,30.0,338.0,329.0,direct_precinct_activity,fuzzy
COOSA,OLD RAILROAD DEPOT BOX 1,State House,35.0,823.0,209.0,direct_precinct_activity,exact
COOSA,OLD RAILROAD DEPOT BOX 1,State Senate,30.0,823.0,209.0,direct_precinct_activity,exact
COOSA,MT. OLIVE COMM CTR BOX 20,State House,33.0,73.0,101.0,direct_precinct_activity,exact
COOSA,MT. OLIVE COMM CTR BOX 20,State Senate,30.0,73.0,101.0,direct_precinct_activity,exact
COOSA,HANOVER BOX 3,State House,33.0,35.0,169.0,direct_precinct_activity,exact
COOSA,HANOVER BOX 3,State Senate,30.0,35.0,169.0,direct_precinct_activity,exact
COOSA,COURTHOUSE BOX 10,State House,33.0,117.33632286995515,217.91031390134526,direct_precinct_activity,exact
COOSA,COURTHOUSE BOX 10,State House,81.0,78.66367713004485,146.0896860986547,direct_precinct_activity,exact
COOSA,COURTHOUSE BOX 10,State Senate,30.0,196.0,364.0,direct_precinct_activity,exact
COOSA,WEOGUFKA VOTING HOUSE BOX 17,State House,33.0,32.0,324.0,direct_precinct_activity,fuzzy
COOSA,WEOGUFKA VOTING HOUSE BOX 17,State Senate,30.0,32.0,324.0,direct_precinct_activity,fuzzy
COOSA,WEST COOSA SR. CTR. BOX 5,State House,33.0,74.0,632.0,direct_precinct_activity,exact
COOSA,WEST COOSA SR. CTR. BOX 5,State Senate,30.0,74.0,632.0,direct_precinct_activity,exact
COOSA,MARBLE VALLEY FIRE BOX 18,State House,33.0,20.0,77.0,direct_precinct_activity,exact
COOSA,MARBLE VALLEY FIRE BOX 18,State Senate,30.0,20.0,77.0,direct_precinct_activity,exact
COOSA,RICHVILLE FIRE BOX 13,State House,33.0,4.642857142857143,28.918367346938776,direct_precinct_activity,exact
COOSA,RICHVILLE FIRE BOX 13,State House,81.0,30.357142857142854,189.0816326530612,direct_precinct_activity,exact
COOSA,RICHVILLE FIRE BOX 13,State Senate,30.0,35.0,218.0,direct_precinct_activity,exact
COOSA,RAY FIRE DEPT. BOX 7,State House,81.0,199.0,207.0,direct_precinct_activity,exact
COOSA,RAY FIRE DEPT. BOX 7,State Senate,30.0,199.0,207.0,direct_precinct_activity,exact
COOSA,COTTAGE GROVE DAYCARE BOX 9,State House,81.0,231.0,8.0,direct_precinct_activity,exact
COOSA,COTTAGE GROVE DAYCARE BOX 9,State Senate,30.0,231.0,8.0,direct_precinct_activity,exact
COVINGTON,ANDALUSIA KIWANIS FAIR BD,State House,92.0,1234.0,2757.0,direct_precinct_activity,exact
COVINGTON,ANDALUSIA KIWANIS FAIR BD,State Senate,31.0,1234.0,2757.0,direct_precinct_activity,exact
COVINGTON,OPP SENIOR ACTIVITY CENTER,State House,92.0,643.0,2184.0,direct_precinct_activity,exact
COVINGTON,OPP SENIOR ACTIVITY CENTER,State Senate,31.0,643.0,2184.0,direct_precinct_activity,exact
COVINGTON,HARMONY,State House,92.0,20.0,190.0,direct_precinct_activity,exact
COVINGTON,HARMONY,State Senate,31.0,20.0,190.0,direct_precinct_activity,exact
COVINGTON,LOANGO FIRE DEPT.,State House,92.0,31.0,191.0,direct_precinct_activity,exact
COVINGTON,LOANGO FIRE DEPT.,State Senate,31.0,31.0,191.0,direct_precinct_activity,exact
COVINGTON,LOCKHART CITY HALL,State House,92.0,101.0,307.0,direct_precinct_activity,exact
COVINGTON,LOCKHART CITY HALL,State Senate,31.0,101.0,307.0,direct_precinct_activity,exact
COVINGTON,BABBIE  FIRE,State House,92.0,26.0,373.0,direct_precinct_activity,exact
COVINGTON,BABBIE  FIRE,State Senate,31.0,26.0,373.0,direct_precinct_activity,exact
COVINGTON,WING FIRE DEPT.,State House,92.0,22.0,181.0,direct_precinct_activity,exact
COVINGTON,WING FIRE DEPT.,State Senate,31.0,22.0,181.0,direct_precinct_activity,exact
COVINGTON,PLEASANT HOME/CATOE’S,State House,92.0,7.0,100.0,direct_precinct_activity,fuzzy
COVINGTON,PLEASANT HOME/CATOE’S,State Senate,31.0,7.0,100.0,direct_precinct_activity,fuzzy
COVINGTON,BUCK CREEK FIRE,State House,92.0,41.0,310.0,direct_precinct_activity,exact
COVINGTON,BUCK CREEK FIRE,State Senate,31.0,41.0,310.0,direct_precinct_activity,exact
COVINGTON,RED LEVEL FIRE DEPT.,State House,92.0,41.0,326.0,direct_precinct_activity,exact
COVINGTON,RED LEVEL FIRE DEPT.,State Senate,31.0,41.0,326.0,direct_precinct_activity,exact
COVINGTON,BLUE SPRINGS HORN HILL CT,State House,92.0,27.0,296.0,direct_precinct_activity,fuzzy
COVINGTON,BLUE SPRINGS HORN HILL CT,State Senate,31.0,27.0,296.0,direct_precinct_activity,fuzzy
COVINGTON,UNION GROVE FIRE,State House,92.0,35.0,248.0,direct_precinct_activity,exact
COVINGTON,UNION GROVE FIRE,State Senate,31.0,35.0,248.0,direct_precinct_activity,exact
COVINGTON,GANTT CITY HALL,State House,92.0,98.0,423.0,direct_precinct_activity,exact
COVINGTON,GANTT CITY HALL,State Senate,31.0,98.0,423.0,direct_precinct_activity,exact
COVINGTON,STRAUGHN (AG BUILDING),State House,92.0,42.0,458.0,direct_precinct_activity,exact
COVINGTON,STRAUGHN (AG BUILDING),State Senate,31.0,42.0,458.0,direct_precinct_activity,exact
COVINGTON,HEATH CITY HALL,State House,92.0,56.0,336.0,direct_precinct_activity,exact
COVINGTON,HEATH CITY HALL,State Senate,31.0,56.0,336.0,direct_precinct_activity,exact
COVINGTON,ROSE HILL COMMUNITY CTR,State House,92.0,45.0,281.0,direct_precinct_activity,exact
COVINGTON,ROSE HILL COMMUNITY CTR,State Senate,31.0,45.0,281.0,direct_precinct_activity,exact
COVINGTON,RIVER FALLS CITY HALL,State House,92.0,177.0,203.0,direct_precinct_activity,exact
COVINGTON,RIVER FALLS CITY HALL,State Senate,31.0,177.0,203.0,direct_precinct_activity,exact
COVINGTON,SANFORD  CITY HALL,State House,92.0,31.0,394.0,direct_precinct_activity,exact
COVINGTON,SANFORD  CITY HALL,State Senate,31.0,31.0,394.0,direct_precinct_activity,exact
COVINGTON,CAROLINA CITY HALL,State House,92.0,38.0,380.0,direct_precinct_activity,exact
COVINGTON,CAROLINA CITY HALL,State Senate,31.0,38.0,380.0,direct_precinct_activity,exact
COVINGTON,LIBERTYVILLE CITY HALL,State House,92.0,18.0,228.0,direct_precinct_activity,exact
COVINGTON,LIBERTYVILLE CITY HALL,State Senate,31.0,18.0,228.0,direct_precinct_activity,exact
COVINGTON,BEULAH VOTING HOUSE,State House,92.0,17.0,247.0,direct_precinct_activity,exact
COVINGTON,BEULAH VOTING HOUSE,State Senate,31.0,17.0,247.0,direct_precinct_activity,exact
COVINGTON,PROVSIONAL,State House,92.0,,,direct_precinct_activity,exact
COVINGTON,PROVSIONAL,State Senate,31.0,0.0,0.0,direct_precinct_activity,exact
CRENSHAW,PANOLA COMMUNITY CTR.,State House,90.0,107.0,189.0,direct_precinct_activity,exact
CRENSHAW,PANOLA COMMUNITY CTR.,State Senate,25.0,107.0,189.0,direct_precinct_activity,exact
CRENSHAW,DANIELVILLE SCHOOL HOUSE,State House,90.0,46.0,222.0,direct_precinct_activity,exact
CRENSHAW,DANIELVILLE SCHOOL HOUSE,State Senate,25.0,46.0,222.0,direct_precinct_activity,exact
CRENSHAW,PETREY COMMUNITY CTR.,State House,90.0,398.0,162.0,direct_precinct_activity,exact
CRENSHAW,PETREY COMMUNITY CTR.,State Senate,25.0,398.0,162.0,direct_precinct_activity,exact
CRENSHAW,VFD HONORAVILLE,State House,90.0,37.0,220.0,direct_precinct_activity,exact
CRENSHAW,VFD HONORAVILLE,State Senate,25.0,37.0,220.0,direct_precinct_activity,exact
CRENSHAW,PATSBURG DEPOT BLDG.,State House,90.0,6.0,166.0,direct_precinct_activity,exact
CRENSHAW,PATSBURG DEPOT BLDG.,State Senate,25.0,6.0,166.0,direct_precinct_activity,exact
CRENSHAW,RUTLEDGE COMMUNITY CTR.,State House,90.0,160.0,336.0,direct_precinct_activity,exact
CRENSHAW,RUTLEDGE COMMUNITY CTR.,State Senate,25.0,160.0,336.0,direct_precinct_activity,exact
CRENSHAW,VIDETTE COMMUNITY CTR.,State House,90.0,14.0,137.0,direct_precinct_activity,exact
CRENSHAW,VIDETTE COMMUNITY CTR.,State Senate,25.0,14.0,137.0,direct_precinct_activity,exact
CRENSHAW,BUSH’S GROCERY,State House,90.0,15.0,30.0,direct_precinct_activity,fuzzy
CRENSHAW,BUSH’S GROCERY,State Senate,25.0,15.0,30.0,direct_precinct_activity,fuzzy
CRENSHAW,BRANTLEY COMMUNITY CTR.,State House,90.0,233.0,482.0,direct_precinct_activity,exact
CRENSHAW,BRANTLEY COMMUNITY CTR.,State Senate,25.0,233.0,482.0,direct_precinct_activity,exact
CRENSHAW,GLENWOOD CITY HALL,State House,90.0,54.0,142.0,direct_precinct_activity,exact
CRENSHAW,GLENWOOD CITY HALL,State Senate,25.0,54.0,142.0,direct_precinct_activity,exact
CRENSHAW,WEEDS STORE BRANTLEY,State House,90.0,29.0,191.0,direct_precinct_activity,exact
CRENSHAW,WEEDS STORE BRANTLEY,State Senate,25.0,29.0,191.0,direct_precinct_activity,exact
CRENSHAW,PLEASANT HOME SCHOOL,State House,90.0,47.0,64.0,direct_precinct_activity,exact
CRENSHAW,PLEASANT HOME SCHOOL,State Senate,25.0,47.0,64.0,direct_precinct_activity,exact
CRENSHAW,HIGHLAND HOME NEW FIRE,State House,90.0,64.0,384.0,direct_precinct_activity,exact
CRENSHAW,HIGHLAND HOME NEW FIRE,State Senate,25.0,64.0,384.0,direct_precinct_activity,exact
CRENSHAW,COUNTY COURTHOUSE,State House,90.0,234.0,635.0,direct_precinct_activity,exact
CRENSHAW,COUNTY COURTHOUSE,State Senate,25.0,234.0,635.0,direct_precinct_activity,exact
CRENSHAW,DOZIER CITY HALL,State House,90.0,105.0,167.0,direct_precinct_activity,exact
CRENSHAW,DOZIER CITY HALL,State Senate,25.0,105.0,167.0,direct_precinct_activity,exact
CRENSHAW,HARBIN FARM CENTER,State House,90.0,369.0,159.0,direct_precinct_activity,exact
CRENSHAW,HARBIN FARM CENTER,State Senate,25.0,369.0,159.0,direct_precinct_activity,exact
CRENSHAW,LILLER’S STORE,State House,90.0,28.0,174.0,direct_precinct_activity,fuzzy
CRENSHAW,LILLER’S STORE,State Senate,25.0,28.0,174.0,direct_precinct_activity,fuzzy
CRENSHAW,CHAPEL HILL COMMUNITY CTR,State House,90.0,44.0,276.0,direct_precinct_activity,exact
CRENSHAW,CHAPEL HILL COMMUNITY CTR,State Senate,25.0,44.0,276.0,direct_precinct_activity,exact
CULLMAN,CULLMAN CIVIC CENTER,State House,9.0,0.45106805762543467,2.5345255837059115,direct_precinct_activity,exact
CULLMAN,CULLMAN CIVIC CENTER,State House,12.0,453.54893194237457,2548.465474416294,direct_precinct_activity,exact
CULLMAN,CULLMAN CIVIC CENTER,State Senate,4.0,454.0,2551.0,direct_precinct_activity,exact
CULLMAN,CULLMAN CO OFFICE BLDG,State House,9.0,5.636623748211731,32.3032904148784,direct_precinct_activity,fuzzy
CULLMAN,CULLMAN CO OFFICE BLDG,State House,12.0,191.36337625178828,1096.6967095851217,direct_precinct_activity,fuzzy
CULLMAN,CULLMAN CO OFFICE BLDG,State Senate,4.0,197.0,1129.0,direct_precinct_activity,fuzzy
CULLMAN,CULLMAN CITY HALL,State House,12.0,206.0,1129.0,direct_precinct_activity,exact
CULLMAN,CULLMAN CITY HALL,State Senate,4.0,206.0,1129.0,direct_precinct_activity,exact
CULLMAN,DODGE CITY TOWN HALL,State House,12.0,66.0,505.0,direct_precinct_activity,exact
CULLMAN,DODGE CITY TOWN HALL,State Senate,4.0,66.0,505.0,direct_precinct_activity,exact
CULLMAN,HANCEVILLE CITY HALL,State House,11.0,103.60377358490567,484.50000000000006,direct_precinct_activity,exact
CULLMAN,HANCEVILLE CITY HALL,State House,12.0,100.39622641509435,469.5,direct_precinct_activity,exact
CULLMAN,HANCEVILLE CITY HALL,State Senate,4.0,204.0,954.0,direct_precinct_activity,exact
CULLMAN,GARDEN CITY TOWN HALL,State House,11.0,8.88888888888889,72.96296296296296,direct_precinct_activity,exact
CULLMAN,GARDEN CITY TOWN HALL,State House,12.0,39.11111111111111,321.037037037037,direct_precinct_activity,exact
CULLMAN,GARDEN CITY TOWN HALL,State Senate,4.0,48.0,394.0,direct_precinct_activity,exact
CULLMAN,STOUTS MOUNTAIN CHURCH,State House,12.0,25.0,134.0,direct_precinct_activity,exact
CULLMAN,STOUTS MOUNTAIN CHURCH,State Senate,4.0,25.0,134.0,direct_precinct_activity,exact
CULLMAN,MOODY TOWN UNION HILL CH,State House,12.0,13.0,68.0,direct_precinct_activity,exact
CULLMAN,MOODY TOWN UNION HILL CH,State Senate,4.0,13.0,68.0,direct_precinct_activity,exact
CULLMAN,COLONY TOWN HALL,State House,12.0,223.0,77.0,direct_precinct_activity,exact
CULLMAN,COLONY TOWN HALL,State Senate,4.0,223.0,77.0,direct_precinct_activity,exact
CULLMAN,ARKADELPHIA FIRE DEPT.,State House,12.0,44.0,217.0,direct_precinct_activity,exact
CULLMAN,ARKADELPHIA FIRE DEPT.,State Senate,4.0,44.0,217.0,direct_precinct_activity,exact
CULLMAN,BEAT 8 COMMUNITY CENTER,State House,12.0,23.0,164.0,direct_precinct_activity,exact
CULLMAN,BEAT 8 COMMUNITY CENTER,State Senate,4.0,23.0,164.0,direct_precinct_activity,exact
CULLMAN,BREMEN FIRE DEPT.,State House,12.0,55.0,605.0,direct_precinct_activity,exact
CULLMAN,BREMEN FIRE DEPT.,State Senate,4.0,55.0,605.0,direct_precinct_activity,exact
CULLMAN,TRIMBLE FIRE STATION,State House,12.0,54.0,400.0,direct_precinct_activity,exact
CULLMAN,TRIMBLE FIRE STATION,State Senate,4.0,54.0,400.0,direct_precinct_activity,exact
CULLMAN,VALLEY GROVE COMM. CTR,State House,12.0,122.0,648.0,direct_precinct_activity,exact
CULLMAN,VALLEY GROVE COMM. CTR,State Senate,4.0,122.0,648.0,direct_precinct_activity,exact
CULLMAN,CRANE HILL FIRE DEPT.,State House,12.0,129.0,765.0,direct_precinct_activity,exact
CULLMAN,CRANE HILL FIRE DEPT.,State Senate,4.0,129.0,765.0,direct_precinct_activity,exact
CULLMAN,BETHSADIA FIRE DEPT.,State House,12.0,61.0,330.0,direct_precinct_activity,exact
CULLMAN,BETHSADIA FIRE DEPT.,State Senate,4.0,61.0,330.0,direct_precinct_activity,exact
CULLMAN,LOGAN FIRE DEPT.,State House,12.0,54.0,310.0,direct_precinct_activity,exact
CULLMAN,LOGAN FIRE DEPT.,State Senate,4.0,54.0,310.0,direct_precinct_activity,exact
CULLMAN,BETHEL COMMUNITY CENTER,State House,12.0,60.0,287.0,direct_precinct_activity,exact
CULLMAN,BETHEL COMMUNITY CENTER,State Senate,4.0,60.0,287.0,direct_precinct_activity,exact
CULLMAN,JONES CHAPEL FIRE DEPT.,State House,9.0,30.871541501976285,179.39525691699606,direct_precinct_activity,exact
CULLMAN,JONES CHAPEL FIRE DEPT.,State House,12.0,96.1284584980237,558.6047430830039,direct_precinct_activity,exact
CULLMAN,JONES CHAPEL FIRE DEPT.,State Senate,4.0,127.0,738.0,direct_precinct_activity,exact
CULLMAN,BATTLEGROUND FIRE DEPT.,State House,9.0,81.0,333.0,direct_precinct_activity,exact
CULLMAN,BATTLEGROUND FIRE DEPT.,State House,12.0,0.0,0.0,direct_precinct_activity,exact
CULLMAN,BATTLEGROUND FIRE DEPT.,State Senate,4.0,81.0,333.0,direct_precinct_activity,exact
CULLMAN,WEST POINT COMMUNITY CTR,State House,9.0,140.42627737226277,987.8598540145986,direct_precinct_activity,exact
CULLMAN,WEST POINT COMMUNITY CTR,State House,12.0,3.5737226277372263,25.14014598540146,direct_precinct_activity,exact
CULLMAN,WEST POINT COMMUNITY CTR,State Senate,4.0,144.0,1013.0,direct_precinct_activity,exact
CULLMAN,FRIENDSHIP METHODIST CH.,State House,9.0,112.0,845.0,direct_precinct_activity,exact
CULLMAN,FRIENDSHIP METHODIST CH.,State Senate,4.0,112.0,845.0,direct_precinct_activity,exact
CULLMAN,VINEMONT FIRE DEPT.,State House,9.0,197.41488020176544,1072.0996216897856,direct_precinct_activity,exact
CULLMAN,VINEMONT FIRE DEPT.,State House,12.0,4.585119798234553,24.90037831021438,direct_precinct_activity,exact
CULLMAN,VINEMONT FIRE DEPT.,State Senate,4.0,202.0,1097.0,direct_precinct_activity,exact
CULLMAN,PROVIDENCE FIRE DEPT.,State House,11.0,113.0,613.0,direct_precinct_activity,exact
CULLMAN,PROVIDENCE FIRE DEPT.,State Senate,4.0,113.0,613.0,direct_precinct_activity,exact
CULLMAN,GOLD RIDGE COMMUNITY CTR,State House,11.0,119.0,685.0,direct_precinct_activity,exact
CULLMAN,GOLD RIDGE COMMUNITY CTR,State Senate,4.0,119.0,685.0,direct_precinct_activity,exact
CULLMAN,BROOKLYN COMMUNITY CTR,State House,11.0,74.0,321.0,direct_precinct_activity,exact
CULLMAN,BROOKLYN COMMUNITY CTR,State Senate,4.0,74.0,321.0,direct_precinct_activity,exact
CULLMAN,JOPPA VOLUNTEER FIRE DEPT,State House,11.0,75.0,351.0,direct_precinct_activity,fuzzy
CULLMAN,JOPPA VOLUNTEER FIRE DEPT,State Senate,4.0,75.0,351.0,direct_precinct_activity,fuzzy
CULLMAN,HOLLY POND FIRE DEPT.,State House,11.0,155.0,1213.0,direct_precinct_activity,exact
CULLMAN,HOLLY POND FIRE DEPT.,State Senate,4.0,155.0,1213.0,direct_precinct_activity,exact
CULLMAN,BERLIN COMMUNITY CENTER,State House,11.0,90.0,647.0,direct_precinct_activity,exact
CULLMAN,BERLIN COMMUNITY CENTER,State Senate,4.0,90.0,647.0,direct_precinct_activity,exact
CULLMAN,WALTER COMMUNITY CENTER,State House,11.0,72.0,465.0,direct_precinct_activity,exact
CULLMAN,WALTER COMMUNITY CENTER,State Senate,4.0,72.0,465.0,direct_precinct_activity,exact
CULLMAN,WELTI MT. ZION CHURCH,State House,12.0,57.0,259.0,direct_precinct_activity,exact
CULLMAN,WELTI MT. ZION CHURCH,State Senate,4.0,57.0,259.0,direct_precinct_activity,exact
CULLMAN,BRUSHY POND COMMUNITY CTR,State House,12.0,58.0,418.0,direct_precinct_activity,exact
CULLMAN,BRUSHY POND COMMUNITY CTR,State Senate,4.0,58.0,418.0,direct_precinct_activity,exact
CULLMAN,WHITE CITY COMMUNITY CTR,State House,12.0,88.0,671.0,direct_precinct_activity,exact
CULLMAN,WHITE CITY COMMUNITY CTR,State Senate,4.0,88.0,671.0,direct_precinct_activity,exact
CULLMAN,FAIRVIEW FIRE DEPT. (A-K),State House,11.0,76.0,435.0,direct_precinct_activity,exact
CULLMAN,FAIRVIEW FIRE DEPT. (A-K),State Senate,4.0,76.0,435.0,direct_precinct_activity,exact
CULLMAN,FAIRVIEW TOWN HALL (L-Z),State House,11.0,64.0,342.0,direct_precinct_activity,exact
CULLMAN,FAIRVIEW TOWN HALL (L-Z),State Senate,4.0,64.0,342.0,direct_precinct_activity,exact
CULLMAN,GRANDVIEW COMMUNITY CTR,State House,12.0,36.0,292.0,direct_precinct_activity,exact
CULLMAN,GRANDVIEW COMMUNITY CTR,State Senate,4.0,36.0,292.0,direct_precinct_activity,exact
