cycle,county_key,precinct_key,dem_candidate,rep_candidate,dem_votes,rep_votes,source_file
1996,DEKALB,SHILOH TOWN HALL,Bill Clinton,Bob Dole,72.0,66.0,1996 Compiled Results.xls
1996,DEKALB,NEW GENESIS BAPTIST CHURCH,Bill Clinton,Bob Dole,20.0,49.0,1996 Compiled Results.xls
1996,DEKALB,PLEASANT HILL/COMM. CENTER,Bill Clinton,Bob Dole,95.0,136.0,1996 Compiled Results.xls
1996,DEKALB,GUEST MCKESTES C C,Bill Clinton,Bob Dole,57.0,49.0,1996 Compiled Results.xls
1996,DEKALB,A TO Z CENTER GR'DINE,Bill Clinton,Bob Dole,56.0,115.0,1996 Compiled Results.xls
1996,DEKALB,GERALDINE TOWN HALL,Bill Clinton,Bob Dole,197.0,258.0,1996 Compiled Results.xls
1996,DEKALB,OAK HILL METHODIST CHURCH,Bill Clinton,Bob Dole,42.0,46.0,1996 Compiled Results.xls
1996,DEKALB,FISCHER CROSSROADS/OLD SCHOOL,Bill Clinton,Bob Dole,123.0,179.0,1996 Compiled Results.xls
1996,DEKALB,LOVELESS MCNUTT CHURCH,Bill Clinton,Bob Dole,10.0,30.0,1996 Compiled Results.xls
1996,DEKALB,SKIRUM COMM. CENTER,Bill Clinton,Bob Dole,113.0,66.0,1996 Compiled Results.xls
1996,ELMORE,TALLASSEE RECREATION CENTER,Bill Clinton,Bob Dole,413.0,817.0,1996 Compiled Results.xls
1996,ELMORE,SOUTHSIDE SCHOOL,Bill Clinton,Bob Dole,162.0,26.0,1996 Compiled Results.xls
1996,ELMORE,FRIENDSHIP FIRE DEPRARTMENT,Bill Clinton,Bob Dole,136.0,189.0,1996 Compiled Results.xls
1996,ELMORE,ASBURY-KENT COMMUNITY CENTER,Bill Clinton,Bob Dole,129.0,303.0,1996 Compiled Results.xls
1996,ELMORE,KOWALIGA FIRE DEPT.,Bill Clinton,Bob Dole,105.0,334.0,1996 Compiled Results.xls
1996,ELMORE,REDHILL VOTING HOUSE,Bill Clinton,Bob Dole,97.0,280.0,1996 Compiled Results.xls
1996,ELMORE,ECELECTIC FIRE STATION,Bill Clinton,Bob Dole,282.0,365.0,1996 Compiled Results.xls
1996,ELMORE,SEMAN FIRE STATION,Bill Clinton,Bob Dole,119.0,339.0,1996 Compiled Results.xls
1996,ELMORE,SANTUCK COMMUNITY CENTER,Bill Clinton,Bob Dole,246.0,363.0,1996 Compiled Results.xls
1996,ELMORE,WALLSBORO FIRE DEPT.,Bill Clinton,Bob Dole,245.0,395.0,1996 Compiled Results.xls
1996,ELMORE,WEOKA VOTING HOUSE,Bill Clinton,Bob Dole,56.0,173.0,1996 Compiled Results.xls
1996,ELMORE,BUYCK FIRE DEPT.,Bill Clinton,Bob Dole,154.0,410.0,1996 Compiled Results.xls
1996,ELMORE,TITUS COMMUNITY CENTER,Bill Clinton,Bob Dole,101.0,179.0,1996 Compiled Results.xls
1996,ELMORE,LIGHTWOOD FIRE STATION,Bill Clinton,Bob Dole,128.0,294.0,1996 Compiled Results.xls
1996,ELMORE,HOLTVILLE FIRE STATION,Bill Clinton,Bob Dole,253.0,811.0,1996 Compiled Results.xls
1996,ELMORE,DEATSVILLE MASONIC LODGE,Bill Clinton,Bob Dole,48.0,153.0,1996 Compiled Results.xls
1996,ELMORE,CRENSHAW PARK,Bill Clinton,Bob Dole,284.0,53.0,1996 Compiled Results.xls
1996,ELMORE,FITZPATRICK COMMUNITY HOUSE,Bill Clinton,Bob Dole,227.0,411.0,1996 Compiled Results.xls
1996,ELMORE,COOSADA CITY HALL,Bill Clinton,Bob Dole,306.0,333.0,1996 Compiled Results.xls
1996,ELMORE,GRANDVIEW  PINES FIRE STATION 1,Bill Clinton,Bob Dole,420.0,1474.0,1996 Compiled Results.xls
1996,ELMORE,GRANDVIEW PINES FIRE STATION 2,Bill Clinton,Bob Dole,83.0,215.0,1996 Compiled Results.xls
1996,ELMORE,MILLBROOK MEMORIAL PARK 1,Bill Clinton,Bob Dole,296.0,692.0,1996 Compiled Results.xls
1996,ELMORE,MILLBROOK MEMORIAL PARK 2,Bill Clinton,Bob Dole,384.0,308.0,1996 Compiled Results.xls
1996,ELMORE,FAIN PARK-WETUMPKA,Bill Clinton,Bob Dole,550.0,503.0,1996 Compiled Results.xls
1996,ELMORE,WETEMPKA ARMORY,Bill Clinton,Bob Dole,410.0,1005.0,1996 Compiled Results.xls
1996,ELMORE,PLEASANT HILL COMM. CENTER,Bill Clinton,Bob Dole,96.0,405.0,1996 Compiled Results.xls
1996,ELMORE,BLUE RIDGE VOTING HOUSE,Bill Clinton,Bob Dole,138.0,555.0,1996 Compiled Results.xls
1996,ELMORE,REDLAND FIRE STATION,Bill Clinton,Bob Dole,329.0,976.0,1996 Compiled Results.xls
1996,ELMORE,ROCK SPRING,Bill Clinton,Bob Dole,108.0,210.0,1996 Compiled Results.xls
1996,ELMORE,ABSENTEE,Bill Clinton,Bob Dole,225.0,366.0,1996 Compiled Results.xls
1996,ESCAMBIA,DIXIE,Bill Clinton,Bob Dole,14.0,13.0,1996 Compiled Results.xls
1996,ESCAMBIA,BETHEL-ROBERTS,Bill Clinton,Bob Dole,38.0,38.0,1996 Compiled Results.xls
1996,ESCAMBIA,EAST BREWTON NEAL SCHOOL,Bill Clinton,Bob Dole,146.0,129.0,1996 Compiled Results.xls
1996,ESCAMBIA,EAST BREWTON NEAL SCHOOL,Bill Clinton,Bob Dole,81.0,97.0,1996 Compiled Results.xls
1996,ESCAMBIA,BREWTON COURT HOUSE,Bill Clinton,Bob Dole,94.0,45.0,1996 Compiled Results.xls
1996,ESCAMBIA,BREWTON COURT HOUSE,Bill Clinton,Bob Dole,41.0,19.0,1996 Compiled Results.xls
1996,ESCAMBIA,EAST BREWTON CITY HALL,Bill Clinton,Bob Dole,62.0,75.0,1996 Compiled Results.xls
1996,ESCAMBIA,EAST BREWTON CITY HALL,Bill Clinton,Bob Dole,93.0,106.0,1996 Compiled Results.xls
1996,ESCAMBIA,RIVERVIEW TOWN HALL,Bill Clinton,Bob Dole,81.0,118.0,1996 Compiled Results.xls
1996,ESCAMBIA,POLLARD,Bill Clinton,Bob Dole,68.0,104.0,1996 Compiled Results.xls
1996,ESCAMBIA,ALCO JDJC MUSEUM,Bill Clinton,Bob Dole,107.0,74.0,1996 Compiled Results.xls
1996,ESCAMBIA,ALCO JDJC MUSEUM,Bill Clinton,Bob Dole,109.0,98.0,1996 Compiled Results.xls
1996,ESCAMBIA,BREWTON ELEMENTARY SCHOOL,Bill Clinton,Bob Dole,138.0,155.0,1996 Compiled Results.xls
1996,ESCAMBIA,BREWTON ELEMENTARY SCHOOL,Bill Clinton,Bob Dole,145.0,168.0,1996 Compiled Results.xls
1996,ESCAMBIA,BREWTON ELEMENTARY SCHOOL,Bill Clinton,Bob Dole,140.0,179.0,1996 Compiled Results.xls
1996,ESCAMBIA,BREWTON ELEMENTARY SCHOOL,Bill Clinton,Bob Dole,185.0,119.0,1996 Compiled Results.xls
1996,ESCAMBIA,BREWTON ELEMENTARY SCHOOL,Bill Clinton,Bob Dole,136.0,174.0,1996 Compiled Results.xls
1996,ESCAMBIA,MCCALL SCHOOL,Bill Clinton,Bob Dole,68.0,191.0,1996 Compiled Results.xls
1996,ESCAMBIA,MCCALL SCHOOL,Bill Clinton,Bob Dole,47.0,126.0,1996 Compiled Results.xls
1996,ESCAMBIA,FLOMATON CITY HALL,Bill Clinton,Bob Dole,80.0,93.0,1996 Compiled Results.xls
1996,ESCAMBIA,FLOMATON CITY HALL,Bill Clinton,Bob Dole,51.0,88.0,1996 Compiled Results.xls
1996,ESCAMBIA,FLOMATON COMMUNITY HSE.,Bill Clinton,Bob Dole,90.0,130.0,1996 Compiled Results.xls
1996,ESCAMBIA,FLOMATON COMMUNITY HSE.,Bill Clinton,Bob Dole,74.0,99.0,1996 Compiled Results.xls
1996,ESCAMBIA,LITTLE ESCAMBIA,Bill Clinton,Bob Dole,41.0,87.0,1996 Compiled Results.xls
1996,ESCAMBIA,PINEVIEW,Bill Clinton,Bob Dole,43.0,66.0,1996 Compiled Results.xls
1996,ESCAMBIA,BARNETTS CROSSROADS ROBINSON'S STORE,Bill Clinton,Bob Dole,16.0,64.0,1996 Compiled Results.xls
1996,ESCAMBIA,HUXFORD MASONIC LODGE,Bill Clinton,Bob Dole,11.0,10.0,1996 Compiled Results.xls
1996,ESCAMBIA,HUXFORD MASONIC LODGE,Bill Clinton,Bob Dole,27.0,40.0,1996 Compiled Results.xls
1996,ESCAMBIA,BUTLER STREET BLACKS MILL,Bill Clinton,Bob Dole,10.0,27.0,1996 Compiled Results.xls
1996,ESCAMBIA,BUTLER STREET BLACKS MILL,Bill Clinton,Bob Dole,4.0,20.0,1996 Compiled Results.xls
1996,ESCAMBIA,MCCULLOUGH VFD,Bill Clinton,Bob Dole,26.0,52.0,1996 Compiled Results.xls
1996,ESCAMBIA,MCCULLOUGH VFD,Bill Clinton,Bob Dole,30.0,49.0,1996 Compiled Results.xls
1996,ESCAMBIA,MCCULLOUGH VFD,Bill Clinton,Bob Dole,0.0,1.0,1996 Compiled Results.xls
1996,ESCAMBIA,MCCULLOUGH VFD,Bill Clinton,Bob Dole,0.0,0.0,1996 Compiled Results.xls
1996,ESCAMBIA,CANOE CIVIC CLUB,Bill Clinton,Bob Dole,3.0,11.0,1996 Compiled Results.xls
1996,ESCAMBIA,CANOE CIVIC CLUB,Bill Clinton,Bob Dole,13.0,12.0,1996 Compiled Results.xls
1996,ESCAMBIA,CANOE CIVIC CLUB,Bill Clinton,Bob Dole,0.0,1.0,1996 Compiled Results.xls
1996,ESCAMBIA,CANOE CIVIC CLUB,Bill Clinton,Bob Dole,54.0,165.0,1996 Compiled Results.xls
1996,ESCAMBIA,ATMORE IND. DEV. BLDG.,Bill Clinton,Bob Dole,64.0,162.0,1996 Compiled Results.xls
1996,ESCAMBIA,ATMORE IND. DEV. BLDG.,Bill Clinton,Bob Dole,99.0,213.0,1996 Compiled Results.xls
1996,ESCAMBIA,ATMORE IND. DEV. BLDG.,Bill Clinton,Bob Dole,4.0,2.0,1996 Compiled Results.xls
1996,ESCAMBIA,ATMORE CITY HALL,Bill Clinton,Bob Dole,220.0,12.0,1996 Compiled Results.xls
1996,ESCAMBIA,ATMORE CITY HALL,Bill Clinton,Bob Dole,242.0,19.0,1996 Compiled Results.xls
1996,ESCAMBIA,ATMORE CITY HALL,Bill Clinton,Bob Dole,0.0,0.0,1996 Compiled Results.xls
1996,ESCAMBIA,ATMORE CITY HALL,Bill Clinton,Bob Dole,210.0,6.0,1996 Compiled Results.xls
1996,ESCAMBIA,ATMORE CITY HALL,Bill Clinton,Bob Dole,170.0,15.0,1996 Compiled Results.xls
1996,ESCAMBIA,LITTLE ROCK STORE,Bill Clinton,Bob Dole,0.0,0.0,1996 Compiled Results.xls
1996,ESCAMBIA,LITTLE ROCK STORE,Bill Clinton,Bob Dole,0.0,0.0,1996 Compiled Results.xls
1996,ESCAMBIA,LITTLE ROCK STORE,Bill Clinton,Bob Dole,3.0,11.0,1996 Compiled Results.xls
1996,ESCAMBIA,LITLE ROCK STORE,Bill Clinton,Bob Dole,10.0,26.0,1996 Compiled Results.xls
1996,ESCAMBIA,ATMORE COUNTY HWY. DEPT.,Bill Clinton,Bob Dole,122.0,66.0,1996 Compiled Results.xls
1996,ESCAMBIA,ATMORE COUNTY HWY. DEPT.,Bill Clinton,Bob Dole,23.0,15.0,1996 Compiled Results.xls
1996,ESCAMBIA,ATMORE COUNTY HWY. DEPT.,Bill Clinton,Bob Dole,127.0,132.0,1996 Compiled Results.xls
1996,ESCAMBIA,ATMORE COUNTY HWY. DEPT.,Bill Clinton,Bob Dole,61.0,69.0,1996 Compiled Results.xls
1996,ESCAMBIA,ATMORE STAFF CHEVROLET,Bill Clinton,Bob Dole,84.0,196.0,1996 Compiled Results.xls
1996,ESCAMBIA,ATMORE STAFF CHEVROLET,Bill Clinton,Bob Dole,66.0,176.0,1996 Compiled Results.xls
1996,ESCAMBIA,ATMORE STAFF CHEVROLET,Bill Clinton,Bob Dole,83.0,199.0,1996 Compiled Results.xls
1996,ESCAMBIA,ATMORE STAFF CHEVROLET,Bill Clinton,Bob Dole,72.0,177.0,1996 Compiled Results.xls
1996,ESCAMBIA,NOKOMIS,Bill Clinton,Bob Dole,0.0,0.0,1996 Compiled Results.xls
1996,ESCAMBIA,NOKOMIS,Bill Clinton,Bob Dole,32.0,52.0,1996 Compiled Results.xls
1996,ESCAMBIA,BRADLEY ROCK CREEK VFD,Bill Clinton,Bob Dole,26.0,37.0,1996 Compiled Results.xls
1996,ESCAMBIA,DAMASCUS BOYKIN SCHOOL,Bill Clinton,Bob Dole,92.0,17.0,1996 Compiled Results.xls
1996,ESCAMBIA,DAMASCUS BOYKIN SCHOOL,Bill Clinton,Bob Dole,60.0,41.0,1996 Compiled Results.xls
1996,ESCAMBIA,KIRKLAND NORTH BREWTON SCHOOL,Bill Clinton,Bob Dole,52.0,51.0,1996 Compiled Results.xls
1996,ESCAMBIA,KIRKLAND NORTH BREWTON SCHOOL,Bill Clinton,Bob Dole,58.0,88.0,1996 Compiled Results.xls
1996,ESCAMBIA,APPLETON VFD,Bill Clinton,Bob Dole,26.0,49.0,1996 Compiled Results.xls
1996,ESCAMBIA,APPLETON VFD,Bill Clinton,Bob Dole,10.0,35.0,1996 Compiled Results.xls
1996,ESCAMBIA,APPLETON VFD,Bill Clinton,Bob Dole,33.0,44.0,1996 Compiled Results.xls
1996,ESCAMBIA,APPLETON VFD,Bill Clinton,Bob Dole,0.0,0.0,1996 Compiled Results.xls
1996,ESCAMBIA,ROCK HILL VFD,Bill Clinton,Bob Dole,34.0,26.0,1996 Compiled Results.xls
1996,ESCAMBIA,ROCK HILL VFD,Bill Clinton,Bob Dole,40.0,38.0,1996 Compiled Results.xls
1996,ESCAMBIA,WALLACE METHODIST CHURCH,Bill Clinton,Bob Dole,25.0,17.0,1996 Compiled Results.xls
1996,ESCAMBIA,WALLACE METHODIST CHURCH,Bill Clinton,Bob Dole,2.0,18.0,1996 Compiled Results.xls
1996,ESCAMBIA,ABSENTEE,Bill Clinton,Bob Dole,115.0,162.0,1996 Compiled Results.xls
1996,ETOWAH,NOCCALULA KIWANIS PVLN 1,Bill Clinton,Bob Dole,301.0,383.0,1996 Compiled Results.xls
1996,ETOWAH,NOCCALULA KIWANIS PVLN 2,Bill Clinton,Bob Dole,420.0,705.0,1996 Compiled Results.xls
1996,ETOWAH,ELLIOTT COMM CTR 1,Bill Clinton,Bob Dole,357.0,204.0,1996 Compiled Results.xls
1996,ETOWAH,ELLIOTT COMM CTR 2,Bill Clinton,Bob Dole,450.0,265.0,1996 Compiled Results.xls
1996,ETOWAH,CARVER COMM CTR 1,Bill Clinton,Bob Dole,617.0,21.0,1996 Compiled Results.xls
1996,ETOWAH,CARVER COMM CTR 2,Bill Clinton,Bob Dole,612.0,12.0,1996 Compiled Results.xls
1996,ETOWAH,N GADSDEN BAPTIST,Bill Clinton,Bob Dole,79.0,36.0,1996 Compiled Results.xls
1996,ETOWAH,N GADSDEN REC CTR,Bill Clinton,Bob Dole,532.0,300.0,1996 Compiled Results.xls
1996,ETOWAH,12TH ST BAPTIST,Bill Clinton,Bob Dole,216.0,66.0,1996 Compiled Results.xls
1996,ETOWAH,WALNUT PARK REC CTR,Bill Clinton,Bob Dole,500.0,273.0,1996 Compiled Results.xls
1996,ETOWAH,GADSDEN CONV. HALL 1,Bill Clinton,Bob Dole,372.0,284.0,1996 Compiled Results.xls
1996,ETOWAH,GADSDEN CONV. HALL 2,Bill Clinton,Bob Dole,229.0,181.0,1996 Compiled Results.xls
1996,ETOWAH,GADSDEN CONV. HALL 3,Bill Clinton,Bob Dole,252.0,200.0,1996 Compiled Results.xls
1996,ETOWAH,JESSIE DEAN SMITH REC,Bill Clinton,Bob Dole,245.0,159.0,1996 Compiled Results.xls
1996,ETOWAH,ALABAMA TECH COLLEGE,Bill Clinton,Bob Dole,397.0,290.0,1996 Compiled Results.xls
1996,ETOWAH,MEADOW BROOK BAPTIST,Bill Clinton,Bob Dole,390.0,1099.0,1996 Compiled Results.xls
1996,ETOWAH,COLLEGE HEIGHTS BAPT,Bill Clinton,Bob Dole,931.0,213.0,1996 Compiled Results.xls
1996,ETOWAH,COREY SCHOOL-NEW GYM,Bill Clinton,Bob Dole,675.0,92.0,1996 Compiled Results.xls
1996,ETOWAH,E GADSDEN REC CTR,Bill Clinton,Bob Dole,497.0,256.0,1996 Compiled Results.xls
1996,ETOWAH,SOUTHSIDE TOWN HALL 1,Bill Clinton,Bob Dole,385.0,674.0,1996 Compiled Results.xls
1996,ETOWAH,SOUTHSIDE TOWN HALL 2,Bill Clinton,Bob Dole,570.0,1058.0,1996 Compiled Results.xls
1996,ETOWAH,TILLISON BEND WATER AUTH,Bill Clinton,Bob Dole,186.0,244.0,1996 Compiled Results.xls
1996,ETOWAH,GEORGE WALLACE SR. CTR 1,Bill Clinton,Bob Dole,478.0,497.0,1996 Compiled Results.xls
1996,ETOWAH,GEORGE WALLACE ST. CTR 2,Bill Clinton,Bob Dole,491.0,531.0,1996 Compiled Results.xls
1996,ETOWAH,HOKES BLUFF COMM CTR 1,Bill Clinton,Bob Dole,368.0,437.0,1996 Compiled Results.xls
1996,ETOWAH,HOKES BLUFF COMM CTR 2,Bill Clinton,Bob Dole,507.0,560.0,1996 Compiled Results.xls
1996,ETOWAH,LIBERTY METH. CHURCH,Bill Clinton,Bob Dole,81.0,87.0,1996 Compiled Results.xls
1996,ETOWAH,YOUNGS CHAPEL CHURCH,Bill Clinton,Bob Dole,141.0,174.0,1996 Compiled Results.xls
1996,ETOWAH,UNION #3 BAPT. CHURCH,Bill Clinton,Bob Dole,82.0,81.0,1996 Compiled Results.xls
1996,ETOWAH,UNION HILL METH CHURCH,Bill Clinton,Bob Dole,188.0,311.0,1996 Compiled Results.xls
1996,ETOWAH,COATES BEND FIRE DEPT.,Bill Clinton,Bob Dole,250.0,148.0,1996 Compiled Results.xls
1996,ETOWAH,GASTON HIGH SCHOOL,Bill Clinton,Bob Dole,114.0,137.0,1996 Compiled Results.xls
1996,ETOWAH,BLACK CREEK V.F.D.,Bill Clinton,Bob Dole,74.0,104.0,1996 Compiled Results.xls
1996,ETOWAH,HIGHLAND SCHOOL,Bill Clinton,Bob Dole,359.0,393.0,1996 Compiled Results.xls
1996,ETOWAH,REECE CITY TOWN HALL,Bill Clinton,Bob Dole,129.0,149.0,1996 Compiled Results.xls
1996,ETOWAH,DUCK SPRINGS SCHOOL,Bill Clinton,Bob Dole,104.0,103.0,1996 Compiled Results.xls
1996,ETOWAH,KEENER COMM CTR,Bill Clinton,Bob Dole,51.0,42.0,1996 Compiled Results.xls
1996,ETOWAH,CAVE SPRINGS COMM HSE,Bill Clinton,Bob Dole,90.0,115.0,1996 Compiled Results.xls
1996,ETOWAH,ATTALLA FIRE DEPT,Bill Clinton,Bob Dole,346.0,54.0,1996 Compiled Results.xls
1996,ETOWAH,ATTALLA CITY HALL,Bill Clinton,Bob Dole,218.0,73.0,1996 Compiled Results.xls
1996,ETOWAH,ETOWAH MIDDLE SCHOOL,Bill Clinton,Bob Dole,277.0,225.0,1996 Compiled Results.xls
1996,ETOWAH,CURTISTON SCHOOL,Bill Clinton,Bob Dole,245.0,193.0,1996 Compiled Results.xls
1996,ETOWAH,CARNES REC CTR,Bill Clinton,Bob Dole,396.0,397.0,1996 Compiled Results.xls
1996,ETOWAH,CARLISLE SCHOOL,Bill Clinton,Bob Dole,274.0,307.0,1996 Compiled Results.xls
1996,ETOWAH,SARDIS CITY HALL,Bill Clinton,Bob Dole,197.0,325.0,1996 Compiled Results.xls
1996,ETOWAH,DIST NO 3 MAINT SHOP,Bill Clinton,Bob Dole,236.0,270.0,1996 Compiled Results.xls
1996,ETOWAH,NEW UNION COMM CTR,Bill Clinton,Bob Dole,167.0,276.0,1996 Compiled Results.xls
1996,ETOWAH,AURORA BAPTIST CHURCH,Bill Clinton,Bob Dole,57.0,59.0,1996 Compiled Results.xls
1996,ETOWAH,NEW EGYPT V.F.D.,Bill Clinton,Bob Dole,111.0,113.0,1996 Compiled Results.xls
1996,ETOWAH,MORTON CHAPEL CHURCH,Bill Clinton,Bob Dole,146.0,147.0,1996 Compiled Results.xls
1996,ETOWAH,WALNUT GROVE FIRE DEPT,Bill Clinton,Bob Dole,95.0,129.0,1996 Compiled Results.xls
1996,ETOWAH,ALTOONA REC CTR,Bill Clinton,Bob Dole,133.0,164.0,1996 Compiled Results.xls
1996,ETOWAH,W ETOWAH VOL FIRE STA,Bill Clinton,Bob Dole,53.0,62.0,1996 Compiled Results.xls
1996,ETOWAH,GALLANT COMM CTR,Bill Clinton,Bob Dole,69.0,167.0,1996 Compiled Results.xls
1996,ETOWAH,CLEAR CREEK METH CH,Bill Clinton,Bob Dole,35.0,68.0,1996 Compiled Results.xls
1996,ETOWAH,RAINBOW CITY COMM CTR 1,Bill Clinton,Bob Dole,316.0,526.0,1996 Compiled Results.xls
1996,ETOWAH,RAINBOW CITY COMM CTR 2,Bill Clinton,Bob Dole,713.0,1115.0,1996 Compiled Results.xls
1996,ETOWAH,RAINBOW CITY COMM CTR 3,Bill Clinton,Bob Dole,18.0,16.0,1996 Compiled Results.xls
1996,ETOWAH,WHORTON BEND FIRE STA,Bill Clinton,Bob Dole,176.0,359.0,1996 Compiled Results.xls
1996,ETOWAH,RIDDLES BEND BAPTIST,Bill Clinton,Bob Dole,182.0,182.0,1996 Compiled Results.xls
1996,ETOWAH,IVALEE VOLUNTEER FIRE,Bill Clinton,Bob Dole,167.0,185.0,1996 Compiled Results.xls
1996,ETOWAH,RIDGEVILLE TOWN HALL,Bill Clinton,Bob Dole,91.0,24.0,1996 Compiled Results.xls
1996,ETOWAH,ABSENTEE VOTERS,Bill Clinton,Bob Dole,538.0,515.0,1996 Compiled Results.xls
1996,FAYETTE,ABSENTEE VOTERS,Bill Clinton,Bob Dole,59.0,70.0,1996 Compiled Results.xls
1996,FAYETTE,FAYETTE CIVIC CENTER,Bill Clinton,Bob Dole,584.0,759.0,1996 Compiled Results.xls
1996,FAYETTE,FAYETTE YOUTH CENTER,Bill Clinton,Bob Dole,496.0,308.0,1996 Compiled Results.xls
1996,FAYETTE,FAYETTE COVIN VOTING CENTER,Bill Clinton,Bob Dole,123.0,58.0,1996 Compiled Results.xls
1996,FAYETTE,RIDGE CONCORD CH. VT.,Bill Clinton,Bob Dole,66.0,78.0,1996 Compiled Results.xls
1996,FAYETTE,STUDDARDS CROSS ROADS,Bill Clinton,Bob Dole,12.0,12.0,1996 Compiled Results.xls
1996,FAYETTE,PLEASANT GROVE VOTING CENTER,Bill Clinton,Bob Dole,45.0,29.0,1996 Compiled Results.xls
1996,FAYETTE,STOUGH VOTING CENTER,Bill Clinton,Bob Dole,114.0,151.0,1996 Compiled Results.xls
1996,FAYETTE,RUSSELL VOTING CENTER,Bill Clinton,Bob Dole,245.0,219.0,1996 Compiled Results.xls
1996,FAYETTE,COLES NEW RIVERS CHURCH,Bill Clinton,Bob Dole,56.0,47.0,1996 Compiled Results.xls
1996,FAYETTE,COLES VOTING CENTER,Bill Clinton,Bob Dole,44.0,47.0,1996 Compiled Results.xls
1996,FAYETTE,HICO  VOTING CENTER,Bill Clinton,Bob Dole,104.0,34.0,1996 Compiled Results.xls
1996,FAYETTE,COLLIN VOTING CENTER,Bill Clinton,Bob Dole,53.0,153.0,1996 Compiled Results.xls
1996,FAYETTE,BERRY ARMORY,Bill Clinton,Bob Dole,268.0,239.0,1996 Compiled Results.xls
1996,FAYETTE,LEE-BELK COMMUNITY CENTER,Bill Clinton,Bob Dole,80.0,97.0,1996 Compiled Results.xls
1996,FAYETTE,LEE OAKRIDGE VT CENTER,Bill Clinton,Bob Dole,30.0,29.0,1996 Compiled Results.xls
1996,FAYETTE,BROWNS GLEN ALLEN COMM.,Bill Clinton,Bob Dole,141.0,65.0,1996 Compiled Results.xls
1996,FAYETTE,BROWNS-WHITES CHAPEL,Bill Clinton,Bob Dole,109.0,71.0,1996 Compiled Results.xls
1996,FAYETTE,WEBSTER VOTING CENTER,Bill Clinton,Bob Dole,62.0,73.0,1996 Compiled Results.xls
1996,FAYETTE,BOLEY-BOLEY SPRINGS CH,Bill Clinton,Bob Dole,81.0,61.0,1996 Compiled Results.xls
1996,FAYETTE,GILPIN LAWRENCE MILL,Bill Clinton,Bob Dole,101.0,140.0,1996 Compiled Results.xls
1996,FAYETTE,CLEAR CREEK-VT CENTER,Bill Clinton,Bob Dole,64.0,51.0,1996 Compiled Results.xls
1996,FAYETTE,THOMPSON-KIRKLAND SCH.,Bill Clinton,Bob Dole,64.0,82.0,1996 Compiled Results.xls
1996,FAYETTE,STONEWALL-CANNON COMM.,Bill Clinton,Bob Dole,143.0,51.0,1996 Compiled Results.xls
1996,FAYETTE,BYLOR VOTING CENTER,Bill Clinton,Bob Dole,113.0,126.0,1996 Compiled Results.xls
1996,FAYETTE,FORDS VOTING CENTER,Bill Clinton,Bob Dole,35.0,42.0,1996 Compiled Results.xls
1996,FAYETTE,GEORGES CREEK VT CENTER,Bill Clinton,Bob Dole,44.0,46.0,1996 Compiled Results.xls
1996,FAYETTE,SUGAR CREEK EXP STA,Bill Clinton,Bob Dole,45.0,53.0,1996 Compiled Results.xls
1996,FRANKLIN,UNION,Bill Clinton,Bob Dole,105.0,139.0,1996 Compiled Results.xls
1996,FRANKLIN,RUSSELLVILLE H.S.,Bill Clinton,Bob Dole,406.0,450.0,1996 Compiled Results.xls
1996,FRANKLIN,COLLEGE AVE. ELEM. SCH.,Bill Clinton,Bob Dole,349.0,230.0,1996 Compiled Results.xls
1996,FRANKLIN,COURTHOUSE,Bill Clinton,Bob Dole,246.0,164.0,1996 Compiled Results.xls
1996,FRANKLIN,CHUCKIE MULLINS CENTER,Bill Clinton,Bob Dole,309.0,35.0,1996 Compiled Results.xls
1996,FRANKLIN,RUSSELLVILLE ELEC. WHS.,Bill Clinton,Bob Dole,382.0,278.0,1996 Compiled Results.xls
1996,FRANKLIN,FRANKFORT,Bill Clinton,Bob Dole,66.0,47.0,1996 Compiled Results.xls
1996,FRANKLIN,PLEASANT SITE,Bill Clinton,Bob Dole,53.0,72.0,1996 Compiled Results.xls
1996,FRANKLIN,RED BAY,Bill Clinton,Bob Dole,62.0,596.0,1996 Compiled Results.xls
1996,FRANKLIN,VINA,Bill Clinton,Bob Dole,150.0,184.0,1996 Compiled Results.xls
1996,FRANKLIN,BELGREEN,Bill Clinton,Bob Dole,212.0,193.0,1996 Compiled Results.xls
1996,FRANKLIN,HODGES,Bill Clinton,Bob Dole,106.0,96.0,1996 Compiled Results.xls
1996,FRANKLIN,PHIL CAMPBELL,Bill Clinton,Bob Dole,422.0,295.0,1996 Compiled Results.xls
1996,FRANKLIN,ROCKWOOD,Bill Clinton,Bob Dole,156.0,155.0,1996 Compiled Results.xls
1996,FRANKLIN,MT. STAR HILLS,Bill Clinton,Bob Dole,120.0,121.0,1996 Compiled Results.xls
1996,FRANKLIN,ST. CROSS ROAD,Bill Clinton,Bob Dole,73.0,91.0,1996 Compiled Results.xls
1996,FRANKLIN,THARPTOWN,Bill Clinton,Bob Dole,145.0,154.0,1996 Compiled Results.xls
1996,FRANKLIN,HALLTOWN,Bill Clinton,Bob Dole,131.0,204.0,1996 Compiled Results.xls
1996,FRANKLIN,LAWLERS,Bill Clinton,Bob Dole,122.0,150.0,1996 Compiled Results.xls
1996,FRANKLIN,WACO,Bill Clinton,Bob Dole,136.0,92.0,1996 Compiled Results.xls
1996,FRANKLIN,JONESBORO,Bill Clinton,Bob Dole,119.0,103.0,1996 Compiled Results.xls
