source_row_id,target_match_norm,match_method,match_score,score_margin
50,PT CLEAR SAINT FRANCIS,exact,100.0,100.0
51,RABUN VOLUNTEER FIRE DEPARTMENT,exact,100.0,100.0
52,,unmatched,84.44444444444444,34.44444444444444
53,ROSINTON METHODIST,exact,100.0,100.0
54,,unmatched,89.85507246376811,2.8985507246376727
55,SILVERHILL COMMUNITY CENTER,exact,100.0,100.0
56,SPANISH FORT CHURCH CHRIST,fuzzy,95.0,32.93103448275862
57,SPANISH FORT COMMUNITY CENTER,exact,100.0,100.0
58,STAPLETON VOLUNTEER FIRE DEPARTMENT,exact,100.0,100.0
59,STOCKTON CIVIC BUILDING,exact,100.0,100.0
60,SUMMERDALE COMMUNITY CENTER,fuzzy,95.0,35.42553191489362
61,TENSAW VOLUNTEER FIRE DEPARTMENT,exact,100.0,100.0
62,,unmatched,77.94871794871794,0.0
63,WHITEHOUSE FORK VOLUNTEER FIRE DEPARTMENT,exact,100.0,100.0
64,BAKERHILL TOWN HALL,exact,100.0,100.0
65,BEVILL CENTER,exact,100.0,100.0
66,BLUE SPRINGS CITY HALL,exact,100.0,100.0
67,CLAYTON COURTHOUSE,exact,100.0,100.0
68,CLIO CITY HALL,exact,100.0,100.0
69,ELAMVILLE VOLUNTEER FIRE DEPARTMENT,fuzzy,95.0,9.5
70,EUFAULA COMMUNITY CENTER,exact,100.0,100.0
71,EUFAULA WATER BOARD,exact,100.0,100.0
72,FELLOWSHIP BAPTIST,exact,100.0,100.0
73,GREEN S CROSSROADS,fuzzy,97.14285714285714,57.14285714285714
74,LOUISVILLE CITY HALL,exact,100.0,100.0
75,MCCOO SCHOOL,exact,100.0,100.0
76,MOUNT ANDREWS COMMUNITY CENTER,fuzzy,98.30508474576271,12.805084745762713
77,,unmatched,90.9090909090909,54.90909090909091
78,SPRINGHILL VOLUNTEER FIRE DEPARTMENT,exact,100.0,100.0
79,TEXASVILLE COMMUNITY CENTER,exact,100.0,100.0
80,ALTERNATIVE SCHOOL,exact,100.0,100.0
81,BRENT CITY HALL,exact,100.0,100.0
82,CENTREVILLE ROCK BUILDING,exact,100.0,100.0
83,EOLINE FIRE DEPARTMENT,exact,100.0,100.0
84,GREENPOND FIRE DEPARTMENT,exact,100.0,100.0
85,LAWLEY COMMUNITY CENTER,exact,100.0,100.0
86,,unmatched,90.0,48.69565217391305
87,SIX MILE COMMUNITY CENTER,exact,100.0,100.0
88,ALLGOOD TOWN HALL,exact,100.0,100.0
89,BLOUNT SPRINGS,exact,100.0,100.0
90,BLOUNTSVILLE,exact,100.0,100.0
91,BROOKSVILLE,exact,100.0,100.0
92,CLEVELAND,exact,100.0,100.0
93,DALLAS SELFVILLE,exact,100.0,100.0
94,HAYDEN,exact,100.0,100.0
95,HOLLY SPRINGS,exact,100.0,100.0
96,LOCUST FORK,exact,100.0,100.0
97,MOUNT HIGH,exact,100.0,100.0
98,MURPHREE VALLEY,exact,100.0,100.0
99,NECTAR,exact,100.0,100.0
100,ONEONTA,exact,100.0,100.0
101,PINE MOUNTAIN,exact,100.0,100.0
102,REMLAP,exact,100.0,100.0
103,ROCK SPRINGS,exact,100.0,100.0
104,ROSA,exact,100.0,100.0
105,ROYAL,exact,100.0,100.0
106,SMOKE RISE,exact,100.0,100.0
107,SNEAD COMMUNITY CENTER,exact,100.0,100.0
108,,unmatched,83.87096774193549,2.3894862604539924
109,SUGAR CREEK BANGOR,exact,100.0,100.0
110,SUMMIT,exact,100.0,100.0
111,SUSAN MOORE,exact,100.0,100.0
112,,unmatched,51.42857142857142,6.4285714285714235
113,,unmatched,65.45454545454547,16.36363636363638
114,,unmatched,90.0,32.72727272727273
115,,unmatched,90.0,51.42857142857142
116,,unmatched,49.761904761904766,4.478885893980234
117,,unmatched,49.090909090909086,0.0
118,,unmatched,50.0,0.0
119,,unmatched,45.0,0.0
120,,unmatched,45.0,5.0
121,,unmatched,90.0,29.999999999999993
122,,unmatched,48.0,3.0
123,,unmatched,57.0,3.0
124,,unmatched,48.0,3.0
125,,unmatched,34.14634146341463,1.1028632025450662
126,,unmatched,85.5,48.76530612244898
127,,unmatched,91.89189189189189,26.891891891891888
128,CENTER HILL VTG HOUSE,fuzzy,93.33333333333333,31.111111111111107
129,CENTRAL VOLUNTEER FIRE DEPARTMENT,exact,100.0,100.0
130,,unmatched,66.66666666666667,20.512820512820518
131,DUNBAR COMMUNITY CENTER,exact,100.0,100.0
132,,unmatched,90.9090909090909,31.818181818181827
133,FRIENDSHIP OLD SCHOOL,exact,100.0,100.0
134,,unmatched,85.5,15.22972972972974
135,,unmatched,56.14035087719298,3.5087719298245474
136,,unmatched,87.8048780487805,19.38382541720155
137,HEALTH DEPARTMENT,exact,100.0,100.0
138,,unmatched,90.0,42.0
139,MANNINGHAM VTG HOUSE,fuzzy,93.02325581395348,28.023255813953483
140,,unmatched,83.33333333333334,39.885057471264375
141,,unmatched,82.92682926829268,12.656558998022419
142,,unmatched,85.5,18.83333333333333
143,,unmatched,71.42857142857143,10.13824884792627
144,PROVIDENCE VTG HOUSE,fuzzy,93.02325581395348,28.023255813953483
145,ROCKY CREEK VTG HOUSE,fuzzy,93.33333333333333,29.696969696969695
146,,unmatched,90.0,4.5
147,,unmatched,56.13636363636363,2.4407114624505866
148,STEINER S STORE,exact,100.0,100.0
149,,unmatched,81.63265306122449,30.56882327399044
150,ALEXANDRIA CIVITAN CLUB,exact,100.0,100.0
151,ANGEL FIRE STATION,exact,100.0,100.0
152,,unmatched,57.14285714285714,2.857142857142854
153,ANNISTON CARVER CENTER,exact,100.0,100.0
154,ANNISTON GOLDEN SPRINGS,exact,100.0,100.0
155,ANNISTON MEETING CENTER,exact,100.0,100.0
156,ANNISTON THANKFUL BAPTIST,exact,100.0,100.0
157,ASBERRY BAPTIST,fuzzy,95.0,38.86363636363637
158,BETTA VIEW CHURCH OF CHRIST,fuzzy,95.0,40.111111111111114
159,BOILING SPRINGS BAPTIST,fuzzy,95.0,9.5
160,BYNUM COMMUNITY CENTER,exact,100.0,100.0
161,,unmatched,88.52459016393442,3.0245901639344197
162,CALHOUN COUNTY HWY DEPARTMENT,exact,100.0,100.0
163,CHOCCOLOCCO COMMUNITY CENTER,exact,100.0,100.0
164,,unmatched,85.5,35.5
165,,unmatched,85.5,27.605263157894733
166,,unmatched,90.9090909090909,32.74582560296846
167,,unmatched,58.96551724137931,0.14198782961459955
168,FRIENDSHIP BAPTIST,fuzzy,95.0,9.5
169,FRIENDSHIP COMMUNITY CENTER,exact,100.0,100.0
170,GLENWOOD MEADOWS MTG RM,exact,100.0,100.0
171,GOD S COVENANT MINISTRY,exact,100.0,100.0
172,HOBSON CITY CITY HALL,exact,100.0,100.0
173,JACKSONVILLE FIRST BAPTIST,exact,100.0,100.0
174,JACKSONVILLE WESTSIDE BAPTIST,exact,100.0,100.0
175,LEATHERWOOD RD CIVIL,fuzzy,95.0,48.191489361702125
176,MENTAL HEALTH CENTER,exact,100.0,100.0
177,MOUNT VIEW BAPTIST,exact,100.0,100.0
178,OAK GROVE BAPTIST,fuzzy,95.0,9.5
179,OHATCHEE FIRST BAPTIST,fuzzy,95.0,9.5
180,OXFORD CHEAHA CLUBHOUSE,exact,100.0,100.0
181,OXFORD LAKE PK CIVIC CENTER,fuzzy,96.42857142857143,46.02040816326531
182,OXFORD PUBLIC LIBRARY,exact,100.0,100.0
183,PIEDMONT FIRE STATION,exact,100.0,100.0
184,PIEDMONT RECREATION BUILDING,exact,100.0,100.0
185,S HIGHLAND COMMUNITY CENTER,exact,100.0,100.0
186,SAKS HIGH SCHOOL,exact,100.0,100.0
187,,unmatched,54.54545454545454,11.302211302211298
188,TRINITY MISSIONARY BAPTIST,exact,100.0,100.0
189,,unmatched,85.5,21.731884057971023
190,WEST PARK HEIGHTS BAPTIST,exact,100.0,100.0
191,WHITE PLAINS FIRST BAPTIST,exact,100.0,100.0
192,WHITE PLAINS VOLUNTEER FIRE DEPARTMENT,exact,100.0,100.0
193,WIGGINS COMMUNITY CENTER,exact,100.0,100.0
194,BUFFALO,exact,100.0,100.0
195,CUSSETA,exact,100.0,100.0
196,FIVE POINTS,exact,100.0,100.0
197,FREDONIA,exact,100.0,100.0
198,HUGULEY,exact,100.0,100.0
199,LAFAYETTE,exact,100.0,100.0
200,LAKEVIEW,exact,100.0,100.0
201,LANETT,exact,100.0,100.0
202,,unmatched,52.77777777777778,19.02777777777778
203,MOUNT OLIVE,exact,100.0,100.0
204,,unmatched,51.300000000000004,6.300000000000004
205,RIDGE GROVE,exact,100.0,100.0
206,SPARKLING SPRINGS,exact,100.0,100.0
207,STANDING ROCK,exact,100.0,100.0
208,,unmatched,49.090909090909086,6.340909090909086
209,,unmatched,51.42857142857142,6.4285714285714235
210,UNION HILL,exact,100.0,100.0
211,VALLEY SPORTSPLEX,exact,100.0,100.0
212,WAVERLY,exact,100.0,100.0
213,WEST CHAMBERS,exact,100.0,100.0
214,BROOMTOWN FIRE DEPARTMENT,exact,100.0,100.0
215,CEDAR BLUFF FIRST BAPTIST,exact,100.0,100.0
216,CONGREGATIONAL METHODIST,exact,100.0,100.0
217,DANIELS CHAPEL FELLOWSHIP,exact,100.0,100.0
218,,unmatched,58.16326530612245,2.2809123649459835
219,,unmatched,77.19298245614034,14.23001949317738
220,GAYLESVILLE CITY HALL,exact,100.0,100.0
221,GOSHEN METHODIST,fuzzy,95.0,9.5
222,LEESBURG FEMA BUILDING,exact,100.0,100.0
223,MCCORDS CROSSROADS,fuzzy,95.0,9.5
224,,unmatched,73.88888888888889,13.43434343434344
225,MOUNT CALVARY BAPTIST CHURCH,exact,100.0,100.0
226,MOUNT WEISNER FIRE HALL,exact,100.0,100.0
227,NEW HOPE METHODIST,exact,100.0,100.0
228,ROCK RUN CHURCH,exact,100.0,100.0
229,SAND ROCK TOWN HALL,exact,100.0,100.0
230,SHADY GROVE CHURCH,exact,100.0,100.0
231,SPRING CREEK VOLUNTEER FIRE DEPARTMENT,exact,100.0,100.0
232,,unmatched,91.66666666666666,6.166666666666657
233,THE ROC,exact,100.0,100.0
234,THE VALLEY CHURCH,exact,100.0,100.0
235,TUCKERS CHAPEL FIRE DEPARTMENT,fuzzy,98.36065573770492,27.110655737704917
236,UNITY MISSIONARY BAPTIST,exact,100.0,100.0
237,,unmatched,46.51162790697675,0.35778175313059535
238,,unmatched,85.1063829787234,33.824331696672125
239,CLANTON RECREATION,exact,100.0,100.0
240,,unmatched,87.27272727272728,33.939393939393945
241,,unmatched,90.0,42.0
242,,unmatched,86.4,32.74146341463415
243,,unmatched,85.71428571428571,34.43223443223443
244,,unmatched,85.71428571428571,28.714285714285708
245,JEMISON CITY HALL,exact,100.0,100.0
246,,unmatched,90.0,0.0
247,MAPLESVILLE LIBRARY,exact,100.0,100.0
248,MARS HILL W CHILTON FS,fuzzy,95.0,9.5
249,PROVIDENCE BAPTIST,fuzzy,95.0,36.66666666666667
250,PROVIDENCE E CHILTON FS,exact,100.0,100.0
251,,unmatched,60.0,4.390243902439018
252,THORSBY TOWN HALL,exact,100.0,100.0
253,,unmatched,69.76744186046511,7.862679955703207
254,,unmatched,85.5,25.14705882352942
255,ARARAT,exact,100.0,100.0
256,BARRYTOWN,exact,100.0,100.0
257,BLADON SPRINGS,exact,100.0,100.0
258,BOGUELOOSA,exact,100.0,100.0
259,BRANCH,exact,100.0,100.0
260,BUTLER,exact,100.0,100.0
261,CHAPPELL HILL,exact,100.0,100.0
262,CROMWELL,exact,100.0,100.0
263,CROSSROADS,exact,100.0,100.0
264,CULLOMBURG,exact,100.0,100.0
265,GILBERTOWN,exact,100.0,100.0
266,HALSELL,exact,100.0,100.0
267,HURRICANE,exact,100.0,100.0
268,INTERSECTION,exact,100.0,100.0
269,ISNEY,exact,100.0,100.0
270,LAVACA,exact,100.0,100.0
271,LISMAN,exact,100.0,100.0
272,LUSK,exact,100.0,100.0
273,MELVIN,exact,100.0,100.0
274,MOUNT STERLING,exact,100.0,100.0
275,PELHAM,exact,100.0,100.0
276,PENNINGTON,exact,100.0,100.0
277,,unmatched,78.57142857142857,18.571428571428562
278,PUSHMATAHA,exact,100.0,100.0
279,RIDERWOOD,exact,100.0,100.0
280,ROCK SPRINGS,exact,100.0,100.0
281,SILAS,exact,100.0,100.0
282,SOUWILPA,exact,100.0,100.0
283,TOOMEY,exact,100.0,100.0
284,TOXEY,exact,100.0,100.0
285,WOMACK HILL,exact,100.0,100.0
286,YANTLEY,exact,100.0,100.0
287,,unmatched,85.5,0.0
288,,unmatched,79.16666666666666,20.63008130081299
289,,unmatched,85.5,0.0
290,JACKSON CITY HALL,fuzzy,95.0,29.23076923076924
291,,unmatched,66.66666666666667,8.130081300813004
292,,unmatched,90.0,33.0
293,,unmatched,90.0,42.0
294,,unmatched,85.5,0.0
295,GROVE HILL CITY HALL,exact,100.0,100.0
296,,unmatched,85.71428571428572,20.496894409937894
297,,unmatched,89.36170212765957,19.594260267194457
298,,unmatched,85.5,0.0
299,,unmatched,52.38095238095239,2.3809523809523867
300,JACKSON DOWNTOWN FIRE,exact,100.0,100.0
301,,unmatched,87.8048780487805,22.68859897901305
302,JACKSON SKIPPER FIRE,fuzzy,95.0,9.5
303,MORNING STAR CHURCH,exact,100.0,100.0
304,,unmatched,85.5,0.0
305,OPINE TALLAHATTA 161 1,fuzzy,95.0,51.75675675675676
306,,unmatched,74.34782608695652,15.524296675191806
307,,unmatched,85.5,0.0
308,,unmatched,67.5,3.375
309,,unmatched,72.72727272727273,10.822510822510829
310,T VILLE BASHI FIRE,exact,100.0,100.0
311,,unmatched,73.17073170731707,0.4434589800443405
312,,unmatched,75.55555555555556,5.8888888888889
313,,unmatched,85.5,40.04545454545454
314,,unmatched,73.54838709677419,22.881720430107528
315,,unmatched,90.0,29.999999999999993
316,,unmatched,85.5,11.152173913043484
317,,unmatched,48.484848484848484,2.622779519331246
318,BARFIELD VOLUNTEER FIRE DEPARTMENT,fuzzy,95.0,9.5
319,BLUFF SPRINGS FIRE,exact,100.0,100.0
320,COLETA VALLEY FIRE,exact,100.0,100.0
321,CRAGFORD FIRE,exact,100.0,100.0
322,DELTA COMMUNITY CENTER,exact,100.0,100.0
323,HIGHLAND COPPERMINE,exact,100.0,100.0
324,HIPINE FIRE DEPARTMENT,exact,100.0,100.0
325,HOLLINS COMMUNITY CENTER,exact,100.0,100.0
326,IDAHO FIRE DEPARTMENT,exact,100.0,100.0
327,MELLOW VALLEY HIGH,exact,100.0,100.0
328,,unmatched,85.5,0.0
329,,unmatched,49.761904761904766,1.4860426929392503
330,SHINBONE VOLUNTEER FIRE DEPARTMENT,exact,100.0,100.0
331,TRI COMMUNITY FIRE,exact,100.0,100.0
332,,unmatched,90.0,44.73529411764706
333,BORDEN SPRINGS VOLUNTEER FIRE DEPARTMENT,fuzzy,95.0,29.6875
334,,unmatched,90.0,45.55555555555556
335,EDWARDSVILLE COMMUNITY,exact,100.0,100.0
336,FRUITHURST CITY HALL,exact,100.0,100.0
337,GREENS CHAPEL UMC,exact,100.0,100.0
338,HEFLIN RECREATIONAL CENTER,exact,100.0,100.0
339,HOPEWELL SCHOOL,exact,100.0,100.0
340,MICAVILLE VOLUNTEER FIRE DEPARTMENT,exact,100.0,100.0
341,MUSCADINE VOLUNTEER FIRE DEPARTMENT,exact,100.0,100.0
342,OAK LEVEL PINEYWDS,exact,100.0,100.0
343,,unmatched,59.375,0.19467213114754145
344,RANBURNE VOLUNTEER FIRE DEPARTMENT,exact,100.0,100.0
345,TURKEY HEAVEN VOLUNTEER FIRE DEPARTMENT,exact,100.0,100.0
346,,unmatched,90.0,36.0
347,,unmatched,85.5,30.95454545454546
348,,unmatched,56.41025641025641,8.910256410256409
349,,unmatched,85.71428571428572,36.623376623376636
350,,unmatched,90.0,4.5
351,,unmatched,90.0,36.0
352,ELBA NATIONAL GUARD,exact,100.0,100.0
353,,unmatched,85.5,21.863636363636367
354,,unmatched,85.5,0.0
355,EPRISE STATE COMMUNITY COLL,fuzzy,94.73684210526316,33.793445878848075
356,,unmatched,85.5,25.12264150943396
357,,unmatched,90.0,29.999999999999993
358,,unmatched,90.0,38.57142857142858
359,HERITAGE UMC,exact,100.0,100.0
360,HOLLEY S STORE,exact,100.0,100.0
361,,unmatched,86.66666666666667,21.8018018018018
362,JOHNS CHAPEL AME,exact,100.0,100.0
363,KINSTON CITY HALL,exact,100.0,100.0
364,,unmatched,90.0,4.5
365,MOUNT PLEASANT SR CENTER,exact,100.0,100.0
366,NEW BROCKTON SR CENTER,exact,100.0,100.0
367,,unmatched,90.0,24.545454545454533
368,PINE LEVEL SR CENTER,exact,100.0,100.0
369,PLEASANT RIDGE VTG,fuzzy,95.0,9.5
370,,unmatched,42.903225806451616,2.9032258064516157
371,,unmatched,90.0,38.18181818181818
372,YMCA,exact,100.0,100.0
373,ZION CHAPEL SR CENTER,exact,100.0,100.0
374,ELBA ZION CHRISTIAN COMMUNITY,fuzzy,95.0,29.782608695652172
375,ALLSBORO CUMBERLAND,fuzzy,95.0,48.04347826086957
376,BARTON FIRST BAPTIST,exact,100.0,100.0
377,CAVE SPRINGS BAPTIST,fuzzy,95.0,9.5
378,CHEROKEE LIONS DEN,exact,100.0,100.0
379,COARMM,exact,100.0,100.0
380,COLBERT HEIGHTS BAPTIST,exact,100.0,100.0
381,,unmatched,91.30434782608697,41.30434782608697
382,EAST COLBERT SR CENTER,fuzzy,93.33333333333333,36.33333333333333
383,FIRST SOUTHERN BAPTIST,fuzzy,95.0,9.5
384,GATMAN PARK AND RECREATION,fuzzy,95.0,9.5
385,GRACE LIFE CHURCH,exact,100.0,100.0
386,,unmatched,90.0,31.463414634146332
387,HOPE HAVEN SCHOOL,exact,100.0,100.0
388,,unmatched,90.0,4.5
389,LEIGHTON CITY HALL,exact,100.0,100.0
390,LEIGHTON CIVIC CENTER,exact,100.0,100.0
391,LITTLEVILLE CITY HALL,exact,100.0,100.0
392,MARGERUM COMMUNITY,fuzzy,95.0,34.99999999999999
393,MUSCLE SHOALS CITY HALL,exact,100.0,100.0
394,,unmatched,63.33333333333332,5.507246376811587
395,,unmatched,90.0,4.5
396,,unmatched,85.5,5.5
397,PLUMBER STEAMFITTER,fuzzy,95.0,52.446808510638306
398,,unmatched,90.0,4.5
399,,unmatched,63.63636363636363,11.636363636363633
400,SHEFFIELD FIRE 2ND SAINT,fuzzy,95.0,9.5
401,SHEFFIELD MICHAEL,fuzzy,95.0,19.0
402,SHEFFIELD RECREATION CENTER,exact,100.0,100.0
403,SPRING VALLEY CHURCH GOD,exact,100.0,100.0
404,SRYGLEY CHURCH OF CHRIST,exact,100.0,100.0
405,TREE HOUSE SCHOOL,exact,100.0,100.0
406,TUSCUMBIA CALVARY BAPTIST,exact,100.0,100.0
407,TUSCUMBIA MULTI PURPOSE,exact,100.0,100.0
408,WESTSIDE BAPTIST,exact,100.0,100.0
409,WOODWARD AVE BAPTIST,fuzzy,95.0,9.5
410,,unmatched,90.0,17.931034482758633
411,,unmatched,90.0,30.625
412,,unmatched,90.0,4.5
413,,unmatched,90.0,4.5
414,,unmatched,78.04878048780488,21.048780487804876
415,BROOKLYN MASONIC,fuzzy,95.0,46.53846153846154
416,,unmatched,90.0,4.5
417,CARVER RECREATION,exact,100.0,100.0
418,,unmatched,90.0,4.5
419,DAVID BURT BUILDING,exact,100.0,100.0
420,,unmatched,90.0,4.5
421,HEALTH DEPARTMENT,exact,100.0,100.0
422,HERBERT FIRE,exact,100.0,100.0
423,,unmatched,85.5,0.0
424,LENOX COMMUNITY,fuzzy,95.0,29.23076923076924
425,LITTLE ZION CHURCH,exact,100.0,100.0
426,,unmatched,90.0,4.5
427,NAZARENE BAPTIST,fuzzy,95.0,39.390243902439025
428,,unmatched,90.0,4.5
429,OLD FIELD CHURCH,exact,100.0,100.0
430,,unmatched,90.0,4.5
431,,unmatched,90.0,4.5
432,REPTON TOWN HALL,exact,100.0,100.0
433,,unmatched,90.0,4.5
434,,unmatched,85.5,0.0
435,,unmatched,90.0,4.5
436,,unmatched,63.33333333333332,6.3333333333333215
437,,unmatched,51.300000000000004,6.300000000000011
438,,unmatched,60.00000000000001,15.000000000000007
439,,unmatched,83.8235294117647,8.351831298557144
440,HANOVER,exact,100.0,100.0
441,,unmatched,83.8235294117647,6.04575163398691
442,,unmatched,90.0,32.55813953488372
443,MOUNT OLIVE COMMUNITY CENTER,exact,100.0,100.0
444,,unmatched,48.64864864864865,3.6486486486486527
445,RAY FIRE DEPARTMENT,exact,100.0,100.0
446,,unmatched,90.0,4.5
447,,unmatched,54.0,0.0
448,WEOGUFKA VOTING HOUSE,fuzzy,92.3076923076923,53.41880341880342
449,WEST COOSA SR CENTER,exact,100.0,100.0
450,ANDALUSIA KIWANIS FAIR,fuzzy,95.0,45.909090909090914
451,BABBIE FIRE,exact,100.0,100.0
452,,unmatched,91.42857142857143,48.18532818532819
453,BLUE SPRGS HORN HILL,fuzzy,95.23809523809523,47.73809523809523
454,BUCK CREEK FIRE,exact,100.0,100.0
455,CAROLINA CITY HALL,exact,100.0,100.0
456,,unmatched,48.857142857142854,6.996677740863788
457,GANTT CITY HALL,exact,100.0,100.0
458,HARMONY,exact,100.0,100.0
459,HEATH CITY HALL,exact,100.0,100.0
460,HOPEWELL,exact,100.0,100.0
461,LIBERTYVILLE CITY HALL,exact,100.0,100.0
462,LOANGO FIRE DEPARTMENT,exact,100.0,100.0
463,LOCKHART CITY HALL,exact,100.0,100.0
464,MARVIN ODOMS PLACE,exact,100.0,100.0
465,,unmatched,91.66666666666666,30.128205128205117
466,PLEASANT HOME CATOE S,exact,100.0,100.0
467,,unmatched,51.300000000000004,1.3000000000000043
468,RED LEVEL FIRE DEPARTMENT,exact,100.0,100.0
469,RED OAK,exact,100.0,100.0
470,RIVER FALLS CITY HALL,exact,100.0,100.0
471,ROSE HILL COMMUNITY CENTER,exact,100.0,100.0
472,SANFORD CITY HALL,exact,100.0,100.0
473,,unmatched,59.09090909090908,16.34090909090908
474,UNION GROVE FIRE,exact,100.0,100.0
475,WING FIRE DEPARTMENT,exact,100.0,100.0
476,BRANTLEY COMMUNITY CENTER,exact,100.0,100.0
477,BUSH S GROCERY,exact,100.0,100.0
478,CHAPEL HILL COMMUNITY,fuzzy,95.0,9.5
479,COUNTY COURTHOUSE,exact,100.0,100.0
480,DANIELVILLE SCHOOL,fuzzy,95.0,40.03571428571429
481,DOZIER CITY HALL,exact,100.0,100.0
482,GLENWOOD CITY HALL,exact,100.0,100.0
483,HARBIN FARM CENTER,exact,100.0,100.0
484,,unmatched,85.5,0.0
485,LILLER S STORE,exact,100.0,100.0
486,PANOLA COMMUNITY CENTER,exact,100.0,100.0
487,,unmatched,90.0,54.78260869565218
488,PETREY COMMUNITY CENTER,exact,100.0,100.0
489,PLEASANT HOME SCHOOL,exact,100.0,100.0
490,RUTLEDGE COMMUNITY CENTER,exact,100.0,100.0
491,VOLUNTEER FIRE DEPARTMENT HONORVILLE,fuzzy,98.63013698630137,33.857409713574086
492,VIDETTE COMMUNITY CENTER,exact,100.0,100.0
493,WEEDS STORE BRANTLEY,exact,100.0,100.0
494,ARKADELPHIA FIRE DEPARTMENT,exact,100.0,100.0
495,BAILEYTON SR CENTER,exact,100.0,100.0
496,,unmatched,89.36170212765957,3.8617021276595693
497,BATTLEGROUND FIRE DEPARTMENT,exact,100.0,100.0
498,BEAT 8 COMMUNITY CENTER,exact,100.0,100.0
499,BERLIN COMMUNITY CENTER,exact,100.0,100.0
500,BETHEL COMMUNITY CENTER,exact,100.0,100.0
501,BETHSADIA FIRE DEPARTMENT,exact,100.0,100.0
502,BOLTE WHITE GROVE CHURCH,exact,100.0,100.0
503,BREMEN FIRE DEPARTMENT,exact,100.0,100.0
504,BROOKLYN COMMUNITY CENTER,exact,100.0,100.0
505,BRUSHY POND COMMUNITY CENTER,exact,100.0,100.0
506,CENTER HILL COMMUNITY CENTER,exact,100.0,100.0
507,,unmatched,88.46153846153845,2.961538461538453
508,,unmatched,85.5,17.10000000000001
509,COURTHOUSE CONF ROOM,fuzzy,97.5609756097561,52.5609756097561
510,,unmatched,90.0,4.5
511,CULLMAN CITY HALL,exact,100.0,100.0
512,,unmatched,85.5,11.081395348837205
513,CULLMAN OFFICE BUILDING,fuzzy,95.0,9.5
514,CULLMAN COUNTY HEALTH DEPARTMENT,exact,100.0,100.0
515,,unmatched,82.92682926829268,14.721701063164474
516,EAST POINT COMMUNITY CENTER,exact,100.0,100.0
517,FAIRVIEW FIRE DEPARTMENT A K,exact,100.0,100.0
518,,unmatched,60.46511627906976,4.465116279069754
