cycle,county_key,precinct_key,dem_candidate,rep_candidate,source_file,dem_votes,rep_votes
1992,TALLAPOOSA,ALEX CITY NATIONAL  GUARD ARMORY,Bill Clinton,George H. W. Bush,TALLAPOO.XLS,1459.0,2056.0
1992,TALLAPOOSA,COWPENS VOTING HOUSE,Bill Clinton,George H. W. Bush,TALLAPOO.XLS,152.0,65.0
1992,TALLAPOOSA,EAGLE CREEK,Bill Clinton,George H. W. Bush,TALLAPOO.XLS,256.0,510.0
1992,TALLAPOOSA,HACKNEYVILLE COMMUNITY CENTER,Bill Clinton,George H. W. Bush,TALLAPOO.XLS,47.0,30.0
1992,TALLAPOOSA,HACKNEYVILLE SCHOOL,Bill Clinton,George H. W. Bush,TALLAPOO.XLS,82.0,172.0
1992,TALLAPOOSA,HILLABEE ROAD VOTING HOUSE,Bill Clinton,George H. W. Bush,TALLAPOO.XLS,508.0,507.0
1992,TALLAPOOSA,LAUREL REC. CENTER,Bill Clinton,George H. W. Bush,TALLAPOO.XLS,2130.0,3735.0
1992,TALLAPOOSA,NEW SITE,Bill Clinton,George H. W. Bush,TALLAPOO.XLS,701.0,329.0
1992,TALLAPOOSA,OURTOWN FIRE STATION,Bill Clinton,George H. W. Bush,TALLAPOO.XLS,91.0,259.0
1992,TALLAPOOSA,OURTOWN VOTING HOUSE,Bill Clinton,George H. W. Bush,TALLAPOO.XLS,151.0,295.0
1992,TUSCALOOSA,#6 FIRE STATION,Bill Clinton,George H. W. Bush,TUSCALO.XLS,642.0,1072.0
1992,TUSCALOOSA,ABERHANT,Bill Clinton,George H. W. Bush,TUSCALO.XLS,145.0,110.0
1992,TUSCALOOSA,ABSENTEE BALLOTS,Bill Clinton,George H. W. Bush,TUSCALO.XLS,815.0,927.0
1992,TUSCALOOSA,ARMY RESERVE CENTER,Bill Clinton,George H. W. Bush,TUSCALO.XLS,771.0,648.0
1992,TUSCALOOSA,BAMA MALL,Bill Clinton,George H. W. Bush,TUSCALO.XLS,1548.0,1500.0
1992,TUSCALOOSA,BF GOODRICH UNION HALL,Bill Clinton,George H. W. Bush,TUSCALO.XLS,222.0,164.0
1992,TUSCALOOSA,BROOKWOOD CITY HALL,Bill Clinton,George H. W. Bush,TUSCALO.XLS,336.0,262.0
1992,TUSCALOOSA,BROWNVILLE COMMUNITY CENTER,Bill Clinton,George H. W. Bush,TUSCALO.XLS,11.0,61.0
1992,TUSCALOOSA,BUCKSVILLE BAPTIST,Bill Clinton,George H. W. Bush,TUSCALO.XLS,148.0,361.0
1992,TUSCALOOSA,BUHL COMMUNITY BUILDING,Bill Clinton,George H. W. Bush,TUSCALO.XLS,76.0,188.0
1992,TUSCALOOSA,CARROLL'S CREEK,Bill Clinton,George H. W. Bush,TUSCALO.XLS,377.0,1007.0
1992,TUSCALOOSA,CHAPEL HILL BAPTIST CHURCH,Bill Clinton,George H. W. Bush,TUSCALO.XLS,258.0,564.0
1992,TUSCALOOSA,CLARA VERNA TOWERS,Bill Clinton,George H. W. Bush,TUSCALO.XLS,388.0,519.0
1992,TUSCALOOSA,COALING COMMUNITY CENTER,Bill Clinton,George H. W. Bush,TUSCALO.XLS,329.0,375.0
1992,TUSCALOOSA,COKER,Bill Clinton,George H. W. Bush,TUSCALO.XLS,131.0,291.0
1992,TUSCALOOSA,COLISEUM,Bill Clinton,George H. W. Bush,TUSCALO.XLS,593.0,797.0
1992,TUSCALOOSA,COTTONDALE METHODIST CHURCH,Bill Clinton,George H. W. Bush,TUSCALO.XLS,621.0,998.0
1992,TUSCALOOSA,COUNTY COURTHOUSE,Bill Clinton,George H. W. Bush,TUSCALO.XLS,889.0,893.0
1992,TUSCALOOSA,DUCANVILLE CHURCH,Bill Clinton,George H. W. Bush,TUSCALO.XLS,314.0,533.0
1992,TUSCALOOSA,ECHOLA,Bill Clinton,George H. W. Bush,TUSCALO.XLS,19.0,74.0
1992,TUSCALOOSA,ELROD,Bill Clinton,George H. W. Bush,TUSCALO.XLS,61.0,78.0
1992,TUSCALOOSA,FIRE STATION NUMBER 1,Bill Clinton,George H. W. Bush,TUSCALO.XLS,639.0,169.0
1992,TUSCALOOSA,FOREST LAKE METHODIST CHURCH,Bill Clinton,George H. W. Bush,TUSCALO.XLS,557.0,919.0
1992,TUSCALOOSA,FOSTERS,Bill Clinton,George H. W. Bush,TUSCALO.XLS,214.0,208.0
1992,TUSCALOOSA,FRIERSON,Bill Clinton,George H. W. Bush,TUSCALO.XLS,289.0,341.0
1992,TUSCALOOSA,GORGAS-SAMANTHA COMMUNITY CENTER,Bill Clinton,George H. W. Bush,TUSCALO.XLS,126.0,215.0
1992,TUSCALOOSA,HAGLER COMMUNITY CENTER,Bill Clinton,George H. W. Bush,TUSCALO.XLS,25.0,87.0
1992,TUSCALOOSA,HILLCREST HIGH,Bill Clinton,George H. W. Bush,TUSCALO.XLS,479.0,800.0
1992,TUSCALOOSA,HOLT ARMORY,Bill Clinton,George H. W. Bush,TUSCALO.XLS,816.0,554.0
1992,TUSCALOOSA,HUGHES,Bill Clinton,George H. W. Bush,TUSCALO.XLS,49.0,114.0
1992,TUSCALOOSA,JAYCEE PARK,Bill Clinton,George H. W. Bush,TUSCALO.XLS,920.0,1022.0
1992,TUSCALOOSA,KELLERMAN VOTING BLDG.,Bill Clinton,George H. W. Bush,TUSCALO.XLS,82.0,30.0
1992,TUSCALOOSA,MAYFIELD,Bill Clinton,George H. W. Bush,TUSCALO.XLS,32.0,41.0
1992,TUSCALOOSA,MCCALLA,Bill Clinton,George H. W. Bush,TUSCALO.XLS,185.0,401.0
1992,TUSCALOOSA,MCCONNELLS,Bill Clinton,George H. W. Bush,TUSCALO.XLS,20.0,53.0
1992,TUSCALOOSA,MCDONALD HUGHES COMM CENTER,Bill Clinton,George H. W. Bush,TUSCALO.XLS,968.0,36.0
1992,TUSCALOOSA,MCFARLAND MALL,Bill Clinton,George H. W. Bush,TUSCALO.XLS,1992.0,2826.0
1992,TUSCALOOSA,MT.OLIVE FIRE DEPARTMENT,Bill Clinton,George H. W. Bush,TUSCALO.XLS,109.0,216.0
1992,TUSCALOOSA,NORTHPORT ARMORY,Bill Clinton,George H. W. Bush,TUSCALO.XLS,310.0,522.0
1992,TUSCALOOSA,NORTHPORT CITY HALL,Bill Clinton,George H. W. Bush,TUSCALO.XLS,1180.0,2299.0
1992,TUSCALOOSA,NORTHPORT COMMUNITY CENTER,Bill Clinton,George H. W. Bush,TUSCALO.XLS,616.0,846.0
1992,TUSCALOOSA,O'QUINNS,Bill Clinton,George H. W. Bush,TUSCALO.XLS,127.0,263.0
1992,TUSCALOOSA,OLD SAMANTHA SCHOOL SWINDLE,Bill Clinton,George H. W. Bush,TUSCALO.XLS,130.0,143.0
1992,TUSCALOOSA,PETERSON CHURCH,Bill Clinton,George H. W. Bush,TUSCALO.XLS,199.0,200.0
1992,TUSCALOOSA,RALPH COMMUNITY CENTER,Bill Clinton,George H. W. Bush,TUSCALO.XLS,112.0,110.0
1992,TUSCALOOSA,RANDOLPH'S,Bill Clinton,George H. W. Bush,TUSCALO.XLS,12.0,19.0
1992,TUSCALOOSA,REGIONAL EDUCATION CENTER,Bill Clinton,George H. W. Bush,TUSCALO.XLS,562.0,198.0
1992,TUSCALOOSA,ROMULAS MASONIC LODGE,Bill Clinton,George H. W. Bush,TUSCALO.XLS,87.0,99.0
1992,TUSCALOOSA,STILLMAN COLLEGE,Bill Clinton,George H. W. Bush,TUSCALO.XLS,2540.0,101.0
1992,TUSCALOOSA,TUSCALOOSA ACADEMY,Bill Clinton,George H. W. Bush,TUSCALO.XLS,764.0,2218.0
1992,TUSCALOOSA,VANCE COMMUNITY CENTER,Bill Clinton,George H. W. Bush,TUSCALO.XLS,240.0,210.0
1992,TUSCALOOSA,"VOTING BLDG., NEW LEXINGTON",Bill Clinton,George H. W. Bush,TUSCALO.XLS,48.0,39.0
1992,TUSCALOOSA,WINDHAM SPG.,Bill Clinton,George H. W. Bush,TUSCALO.XLS,46.0,81.0
1992,TUSCALOOSA,WOOD VILLAGE COMM. CENTER,Bill Clinton,George H. W. Bush,TUSCALO.XLS,160.0,234.0
1992,TUSCALOOSA,YELLOW CREEK,Bill Clinton,George H. W. Bush,TUSCALO.XLS,166.0,418.0
1992,WALKER,ABSENTEE BALLOTS,Bill Clinton,George H. W. Bush,WALKER.XLS,505.0,295.0
1992,WALKER,ARGO FIRE,Bill Clinton,George H. W. Bush,WALKER.XLS,161.0,105.0
1992,WALKER,BASEMENT OLD PROS.,Bill Clinton,George H. W. Bush,WALKER.XLS,148.0,92.0
1992,WALKER,BOLDO COMM.,Bill Clinton,George H. W. Bush,WALKER.XLS,306.0,348.0
1992,WALKER,CARBON HILL LIBRARY,Bill Clinton,George H. W. Bush,WALKER.XLS,837.0,391.0
1992,WALKER,CITY AUDITORIUM,Bill Clinton,George H. W. Bush,WALKER.XLS,874.0,1168.0
1992,WALKER,CITY PARK,Bill Clinton,George H. W. Bush,WALKER.XLS,193.0,265.0
1992,WALKER,CITY PARK/CITY,Bill Clinton,George H. W. Bush,WALKER.XLS,774.0,497.0
1992,WALKER,CITY PARK/N-CITY,Bill Clinton,George H. W. Bush,WALKER.XLS,50.0,30.0
1992,WALKER,COMM. MEETING ROOM,Bill Clinton,George H. W. Bush,WALKER.XLS,136.0,126.0
1992,WALKER,CORDOVA V.F.W.,Bill Clinton,George H. W. Bush,WALKER.XLS,1070.0,543.0
1992,WALKER,CURRY SMITH LAKE,Bill Clinton,George H. W. Bush,WALKER.XLS,331.0,472.0
1992,WALKER,D1 BOARD EDUCATION,Bill Clinton,George H. W. Bush,WALKER.XLS,159.0,181.0
1992,WALKER,D3 BOARD EDUCATION/CITY,Bill Clinton,George H. W. Bush,WALKER.XLS,107.0,138.0
1992,WALKER,D3 BOARD EDUCATION/N-CITY,Bill Clinton,George H. W. Bush,WALKER.XLS,96.0,74.0
1992,WALKER,DILLWORTH COMM.,Bill Clinton,George H. W. Bush,WALKER.XLS,113.0,81.0
1992,WALKER,DOG-TOWN,Bill Clinton,George H. W. Bush,WALKER.XLS,145.0,74.0
1992,WALKER,DORA  CIVIC CENTER,Bill Clinton,George H. W. Bush,WALKER.XLS,611.0,429.0
1992,WALKER,DUNCAN'S STORE,Bill Clinton,George H. W. Bush,WALKER.XLS,96.0,131.0
1992,WALKER,ELDRIDGE CITY HALL,Bill Clinton,George H. W. Bush,WALKER.XLS,148.0,112.0
1992,WALKER,EMPIRE UNION,Bill Clinton,George H. W. Bush,WALKER.XLS,355.0,217.0
1992,WALKER,FARMSTEAD/CITY,Bill Clinton,George H. W. Bush,WALKER.XLS,382.0,467.0
1992,WALKER,FARMSTEAD/N-CITY,Bill Clinton,George H. W. Bush,WALKER.XLS,293.0,338.0
1992,WALKER,FROST'S STORE,Bill Clinton,George H. W. Bush,WALKER.XLS,94.0,37.0
1992,WALKER,JURY ASSEMBLY ROOM,Bill Clinton,George H. W. Bush,WALKER.XLS,101.0,143.0
1992,WALKER,KANSAS CITY HALL,Bill Clinton,George H. W. Bush,WALKER.XLS,114.0,82.0
1992,WALKER,LIBERTY HILL,Bill Clinton,George H. W. Bush,WALKER.XLS,49.0,45.0
1992,WALKER,LUPTON,Bill Clinton,George H. W. Bush,WALKER.XLS,153.0,98.0
1992,WALKER,MACEDONIA,Bill Clinton,George H. W. Bush,WALKER.XLS,80.0,71.0
1992,WALKER,MANCHESTER COMM.,Bill Clinton,George H. W. Bush,WALKER.XLS,306.0,163.0
1992,WALKER,NATIONAL GUARD ARMORY,Bill Clinton,George H. W. Bush,WALKER.XLS,166.0,138.0
1992,WALKER,NAUVOO CITY HALL,Bill Clinton,George H. W. Bush,WALKER.XLS,177.0,108.0
1992,WALKER,OAKMAN SENIOR CITIZENS,Bill Clinton,George H. W. Bush,WALKER.XLS,544.0,283.0
1992,WALKER,OLD HERMAN,Bill Clinton,George H. W. Bush,WALKER.XLS,180.0,186.0
1992,WALKER,OLLIE SIDES,Bill Clinton,George H. W. Bush,WALKER.XLS,81.0,58.0
1992,WALKER,PARRISH HIGH SCHOOL GYM,Bill Clinton,George H. W. Bush,WALKER.XLS,877.0,379.0
1992,WALKER,PINEY WOODS FIRE,Bill Clinton,George H. W. Bush,WALKER.XLS,257.0,252.0
1992,WALKER,PLEASANTFIELD,Bill Clinton,George H. W. Bush,WALKER.XLS,72.0,33.0
1992,WALKER,POCAHONTAS,Bill Clinton,George H. W. Bush,WALKER.XLS,124.0,77.0
1992,WALKER,PUMPKIN CENTER,Bill Clinton,George H. W. Bush,WALKER.XLS,104.0,101.0
1992,WALKER,REDMILL/CITY,Bill Clinton,George H. W. Bush,WALKER.XLS,7.0,17.0
1992,WALKER,REDMILL/N-CITY,Bill Clinton,George H. W. Bush,WALKER.XLS,197.0,160.0
1992,WALKER,RICE'S CHAPEL,Bill Clinton,George H. W. Bush,WALKER.XLS,68.0,61.0
1992,WALKER,SARAGOOSA COMM.,Bill Clinton,George H. W. Bush,WALKER.XLS,130.0,103.0
1992,WALKER,SIPSEY,Bill Clinton,George H. W. Bush,WALKER.XLS,392.0,196.0
1992,WALKER,SLICK LIZZARD,Bill Clinton,George H. W. Bush,WALKER.XLS,205.0,72.0
1992,WALKER,SUMITON FIRE,Bill Clinton,George H. W. Bush,WALKER.XLS,788.0,780.0
1992,WALKER,THACH,Bill Clinton,George H. W. Bush,WALKER.XLS,202.0,238.0
1992,WALKER,TOWNLEY,Bill Clinton,George H. W. Bush,WALKER.XLS,204.0,130.0
1992,WALKER,TUBBS,Bill Clinton,George H. W. Bush,WALKER.XLS,65.0,53.0
1992,WALKER,TUTWILER FIRE,Bill Clinton,George H. W. Bush,WALKER.XLS,96.0,52.0
1992,WALKER,TWILLEY TOWN,Bill Clinton,George H. W. Bush,WALKER.XLS,268.0,131.0
1992,WALKER,UNION HALL GDSPGS.,Bill Clinton,George H. W. Bush,WALKER.XLS,342.0,142.0
1992,WALKER,VALLEY,Bill Clinton,George H. W. Bush,WALKER.XLS,498.0,338.0
1992,WASHINGTON,ABSEENTEE BALLOTS,Bill Clinton,George H. W. Bush,WASHING.XLS,59.0,79.0
1992,WASHINGTON,BIGBEE,Bill Clinton,George H. W. Bush,WASHING.XLS,35.0,50.0
1992,WASHINGTON,CALVERT,Bill Clinton,George H. W. Bush,WASHING.XLS,115.0,56.0
1992,WASHINGTON,CHARITY CHAPEL,Bill Clinton,George H. W. Bush,WASHING.XLS,76.0,36.0
1992,WASHINGTON,CHATOM,Bill Clinton,George H. W. Bush,WASHING.XLS,307.0,346.0
1992,WASHINGTON,COPELAND,Bill Clinton,George H. W. Bush,WASHING.XLS,67.0,134.0
1992,WASHINGTON,DEER PARK,Bill Clinton,George H. W. Bush,WASHING.XLS,215.0,167.0
1992,WASHINGTON,ESCATAWPA,Bill Clinton,George H. W. Bush,WASHING.XLS,112.0,65.0
1992,WASHINGTON,FAIRFORD,Bill Clinton,George H. W. Bush,WASHING.XLS,100.0,77.0
1992,WASHINGTON,FRANKVILLE,Bill Clinton,George H. W. Bush,WASHING.XLS,141.0,87.0
1992,WASHINGTON,FRUITDALE,Bill Clinton,George H. W. Bush,WASHING.XLS,98.0,92.0
1992,WASHINGTON,HOBSON,Bill Clinton,George H. W. Bush,WASHING.XLS,53.0,128.0
1992,WASHINGTON,JORDAN,Bill Clinton,George H. W. Bush,WASHING.XLS,58.0,73.0
1992,WASHINGTON,KOENTON,Bill Clinton,George H. W. Bush,WASHING.XLS,87.0,63.0
1992,WASHINGTON,LATON HILL,Bill Clinton,George H. W. Bush,WASHING.XLS,88.0,153.0
1992,WASHINGTON,LEROY-CARSON,Bill Clinton,George H. W. Bush,WASHING.XLS,190.0,246.0
1992,WASHINGTON,LOPER,Bill Clinton,George H. W. Bush,WASHING.XLS,92.0,101.0
1992,WASHINGTON,MALCOLM,Bill Clinton,George H. W. Bush,WASHING.XLS,107.0,30.0
1992,WASHINGTON,MCINTOSH,Bill Clinton,George H. W. Bush,WASHING.XLS,839.0,171.0
1992,WASHINGTON,MILLRY,Bill Clinton,George H. W. Bush,WASHING.XLS,370.0,298.0
1992,WASHINGTON,RED CREEK,Bill Clinton,George H. W. Bush,WASHING.XLS,83.0,211.0
1992,WASHINGTON,SEABOARD,Bill Clinton,George H. W. Bush,WASHING.XLS,72.0,39.0
1992,WASHINGTON,SIMS CHAPEL,Bill Clinton,George H. W. Bush,WASHING.XLS,111.0,59.0
1992,WASHINGTON,ST. STEPHENS,Bill Clinton,George H. W. Bush,WASHING.XLS,120.0,196.0
1992,WASHINGTON,SUNFLOWER,Bill Clinton,George H. W. Bush,WASHING.XLS,174.0,47.0
1992,WASHINGTON,TIBBIE,Bill Clinton,George H. W. Bush,WASHING.XLS,100.0,101.0
1992,WASHINGTON,WAGARVILLE,Bill Clinton,George H. W. Bush,WASHING.XLS,133.0,152.0
1992,WASHINGTON,YELLOW PINE,Bill Clinton,George H. W. Bush,WASHING.XLS,44.0,13.0
1992,WINSTON,ABSENTEE BALLOTS,Bill Clinton,George H. W. Bush,WINSTON.XLS,182.0,276.0
1992,WINSTON,ADDISON TOWN HALL,Bill Clinton,George H. W. Bush,WINSTON.XLS,288.0,476.0
1992,WINSTON,"ARC BUILDING, HALEYVILLE",Bill Clinton,George H. W. Bush,WINSTON.XLS,251.0,515.0
1992,WINSTON,ARLEY,Bill Clinton,George H. W. Bush,WINSTON.XLS,276.0,483.0
1992,WINSTON,ASHBRIDGE,Bill Clinton,George H. W. Bush,WINSTON.XLS,151.0,324.0
1992,WINSTON,CITY HALL HALEYVILLE,Bill Clinton,George H. W. Bush,WINSTON.XLS,221.0,268.0
1992,WINSTON,COMMUNITY CENTER,Bill Clinton,George H. W. Bush,WINSTON.XLS,308.0,473.0
1992,WINSTON,DELMAR,Bill Clinton,George H. W. Bush,WINSTON.XLS,113.0,157.0
1992,WINSTON,DOUBLE SPRINGS,Bill Clinton,George H. W. Bush,WINSTON.XLS,114.0,245.0
1992,WINSTON,HELICAN/NESMITH,Bill Clinton,George H. W. Bush,WINSTON.XLS,172.0,226.0
1992,WINSTON,LYNN TOWN HALL,Bill Clinton,George H. W. Bush,WINSTON.XLS,190.0,328.0
1992,WINSTON,MORELAND,Bill Clinton,George H. W. Bush,WINSTON.XLS,49.0,125.0
1992,WINSTON,"NATIONAL GUARD ARMORY, HALEYVILLE",Bill Clinton,George H. W. Bush,WINSTON.XLS,130.0,206.0
1992,WINSTON,NATURAL BRIDGE,Bill Clinton,George H. W. Bush,WINSTON.XLS,52.0,79.0
1992,WINSTON,"NEEDMORE PEBBLE FIRE HOUSE, HALEY.",Bill Clinton,George H. W. Bush,WINSTON.XLS,170.0,384.0
1992,WINSTON,"NEIGHBORHOOD FACILITY,  HALEYVILLE",Bill Clinton,George H. W. Bush,WINSTON.XLS,203.0,354.0
1992,WINSTON,O'MARYS MILL,Bill Clinton,George H. W. Bush,WINSTON.XLS,39.0,18.0
1992,WINSTON,OLD HOUSTON,Bill Clinton,George H. W. Bush,WINSTON.XLS,133.0,158.0
1992,WINSTON,SCOUT HUT,Bill Clinton,George H. W. Bush,WINSTON.XLS,134.0,83.0
1992,WINSTON,SPORTSMAN CLUB BLACK POND,Bill Clinton,George H. W. Bush,WINSTON.XLS,109.0,156.0
1992,WINSTON,UNNAMED PRECINCT,Bill Clinton,George H. W. Bush,WINSTON.XLS,54.0,143.0
1992,WINSTON,"UPSHAW, CAROLS STORE",Bill Clinton,George H. W. Bush,WINSTON.XLS,76.0,73.0
